"ple0098_v5","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2000","Not Employed","(Married) couple without C. ","265","0.0863986401883326","0.0770290898958125","0.0957681904808527"
"Yes","2000","Not Employed","Single parent ","13","","",""
"Yes","2000","Not Employed","Couple + C. LE 16 ","71","0.0709643580829896","0.0554778872424096","0.0864508289235695"
"Yes","2000","Not Employed","Couple + C. GT 16 ","55","0.0589594829094213","0.04444709664654","0.0734718691723026"
"Yes","2000","Not Employed","Couple + C. LE and GT 16","17","","",""
"Yes","2000","Employed","1-pers.-HH","159","0.12215518590829","0.105443629111915","0.138866742704665"
"Yes","2000","Employed","(Married) couple without C. ","421","0.143072796647406","0.130988156305303","0.155157436989509"
"Yes","2000","Employed","Single parent ","68","0.100614200147518","0.078998750414639","0.122229649880397"
"Yes","2000","Employed","Couple + C. LE 16 ","359","0.105970697818214","0.0958682597834281","0.116073135852999"
"Yes","2000","Employed","Couple + C. GT 16 ","218","0.0934267305215032","0.0820208642483571","0.104832596794649"
"Yes","2000","Employed","Couple + C. LE and GT 16","87","0.0680137413764326","0.0540398310600601","0.0819876516928052"
"No","2000","Not Employed","1-pers.-HH","1398","0.93165270365081","0.918857108625669","0.944448298675951"
"No","2000","Not Employed","(Married) couple without C. ","3189","0.913601359811667","0.904231809519147","0.922970910104187"
"No","2000","Not Employed","Single parent ","354","0.968619979262671","0.950783120091238","0.986456838434103"
"No","2000","Not Employed","Couple + C. LE 16 ","985","0.92903564191701","0.913549171076431","0.94452211275759"
"No","2000","Not Employed","Couple + C. GT 16 ","957","0.941040517090579","0.926528130827697","0.95555290335346"
"No","2000","Not Employed","Couple + C. LE and GT 16","473","0.956899291425361","0.938917813983998","0.974880768866725"
"No","2000","Employed","1-pers.-HH","1316","0.87784481409171","0.861133257295335","0.894556370888085"
"No","2000","Employed","(Married) couple without C. ","2804","0.856927203352594","0.844842563010491","0.869011843694697"
"No","2000","Employed","Single parent ","676","0.899385799852482","0.877770350119603","0.921001249585361"
"No","2000","Employed","Couple + C. LE 16 ","3207","0.894029302181787","0.883926864147001","0.904131740216572"
"No","2000","Employed","Couple + C. GT 16 ","2283","0.906573269478497","0.895167403205351","0.917979135751643"
"No","2000","Employed","Couple + C. LE and GT 16","1160","0.931986258623567","0.918012348307195","0.94596016893994"
"Yes","2001","Not Employed","1-pers.-HH","87","0.0682046385011047","0.0546765198388625","0.0817327571633469"
"Yes","2001","Not Employed","(Married) couple without C. ","216","0.0816433376801839","0.0720735162937931","0.0912131590665747"
"Yes","2001","Not Employed","Single parent ","7","","",""
"Yes","2001","Not Employed","Couple + C. LE 16 ","76","0.0855155271955047","0.0670075502000768","0.104023504190933"
"Yes","2001","Not Employed","Couple + C. GT 16 ","58","0.0752850205587235","0.0583091390193951","0.0922609020980519"
"Yes","2001","Not Employed","Couple + C. LE and GT 16","16","","",""
"Yes","2001","Employed","1-pers.-HH","142","0.129014184839928","0.110951078388905","0.14707729129095"
"Yes","2001","Employed","(Married) couple without C. ","355","0.13875056928036","0.126261363518914","0.151239775041805"
"Yes","2001","Employed","Single parent ","57","0.0761083158948662","0.0562215425376506","0.0959950892520819"
"Yes","2001","Employed","Couple + C. LE 16 ","371","0.124436331225244","0.113189836788639","0.135682825661848"
"Yes","2001","Employed","Couple + C. GT 16 ","236","0.104198805187539","0.0916527145887137","0.116744895786364"
"Yes","2001","Employed","Couple + C. LE and GT 16","66","0.0501652693025421","0.0376628160247326","0.0626677225803517"
"No","2001","Not Employed","1-pers.-HH","1247","0.931795361498895","0.918267242836653","0.945323480161138"
"No","2001","Not Employed","(Married) couple without C. ","2929","0.918356662319816","0.908786840933425","0.927926483706207"
"No","2001","Not Employed","Single parent ","346","0.984210446320062","0.971206066349781","0.997214826290344"
"No","2001","Not Employed","Couple + C. LE 16 ","801","0.914484472804495","0.895976495809067","0.932992449799923"
"No","2001","Not Employed","Couple + C. GT 16 ","870","0.924714979441277","0.907739097901948","0.941690860980605"
"No","2001","Not Employed","Couple + C. LE and GT 16","401","0.963639830762115","0.94567387264686","0.98160578887737"
"No","2001","Employed","1-pers.-HH","1181","0.870985815160072","0.85292270870905","0.889048921611095"
"No","2001","Employed","(Married) couple without C. ","2588","0.86124943071964","0.848760224958195","0.873738636481086"
"No","2001","Employed","Single parent ","626","0.923891684105134","0.904004910747918","0.943778457462349"
"No","2001","Employed","Couple + C. LE 16 ","2938","0.875563668774756","0.864317174338151","0.886810163211361"
"No","2001","Employed","Couple + C. GT 16 ","2042","0.895801194812461","0.883255104213636","0.908347285411286"
"No","2001","Employed","Couple + C. LE and GT 16","1105","0.949834730697458","0.937332277419648","0.962337183975267"
"Yes","2002","Not Employed","1-pers.-HH","94","0.0794432049884332","0.0649961530729308","0.0938902569039356"
"Yes","2002","Not Employed","(Married) couple without C. ","317","0.0918597695256454","0.0818572650344423","0.101862274016849"
"Yes","2002","Not Employed","Single parent ","9","","",""
"Yes","2002","Not Employed","Couple + C. LE 16 ","83","0.0942019216728433","0.0741718436322008","0.114231999713486"
"Yes","2002","Not Employed","Couple + C. GT 16 ","78","0.0642696422640062","0.0489704741918509","0.0795688103361615"
"Yes","2002","Not Employed","Couple + C. LE and GT 16","28","","",""
"Yes","2002","Employed","1-pers.-HH","144","0.125310485638944","0.107334341164231","0.143286630113656"
"Yes","2002","Employed","(Married) couple without C. ","475","0.14599476008464","0.133506351910525","0.158483168258754"
"Yes","2002","Employed","Single parent ","64","0.0884533228796171","0.0672969323005425","0.109609713458692"
"Yes","2002","Employed","Couple + C. LE 16 ","428","0.131013058795997","0.11925984722597","0.142766270366024"
"Yes","2002","Employed","Couple + C. GT 16 ","307","0.102739381419638","0.090589816005247","0.114888946834029"
"Yes","2002","Employed","Couple + C. LE and GT 16","115","0.0755584722448752","0.0608185253248114","0.0902984191649391"
"No","2002","Not Employed","1-pers.-HH","1252","0.920556795011567","0.906109743096065","0.935003846927069"
"No","2002","Not Employed","(Married) couple without C. ","2886","0.908140230474355","0.898137725983151","0.918142734965558"
"No","2002","Not Employed","Single parent ","329","0.98107357113624","0.96654660689376","0.995600535378721"
"No","2002","Not Employed","Couple + C. LE 16 ","734","0.905798078327157","0.885768000286514","0.925828156367799"
"No","2002","Not Employed","Couple + C. GT 16 ","909","0.935730357735994","0.920431189663838","0.951029525808149"
"No","2002","Not Employed","Couple + C. LE and GT 16","395","0.941422768955672","0.919044078168005","0.963801459743339"
"No","2002","Employed","1-pers.-HH","1159","0.874689514361056","0.856713369886344","0.892665658835769"
"No","2002","Employed","(Married) couple without C. ","2596","0.85400523991536","0.841516831741246","0.866493648089475"
"No","2002","Employed","Single parent ","628","0.911546677120383","0.890390286541308","0.932703067699458"
"No","2002","Employed","Couple + C. LE 16 ","2738","0.868986941204003","0.857233729633975","0.88074015277403"
"No","2002","Employed","Couple + C. GT 16 ","2092","0.897260618580362","0.885111053165972","0.909410183994753"
"No","2002","Employed","Couple + C. LE and GT 16","1120","0.924441527755125","0.909701580835061","0.939181474675189"
"Yes","2003","Not Employed","1-pers.-HH","85","0.0679971620633991","0.0545284569603321","0.0814658671664661"
"Yes","2003","Not Employed","(Married) couple without C. ","327","0.0905952315737383","0.0806734677336818","0.100516995413795"
"Yes","2003","Not Employed","Single parent ","18","","",""
"Yes","2003","Not Employed","Couple + C. LE 16 ","76","0.113405216302589","0.0905899658845533","0.136220466720624"
"Yes","2003","Not Employed","Couple + C. GT 16 ","98","0.0864917959199678","0.0690700460354211","0.103913545804514"
"Yes","2003","Not Employed","Couple + C. LE and GT 16","16","","",""
"Yes","2003","Employed","1-pers.-HH","154","0.13454254138279","0.115580260437265","0.153504822328315"
"Yes","2003","Employed","(Married) couple without C. ","453","0.140581551743648","0.12810387858803","0.153059224899266"
"Yes","2003","Employed","Single parent ","55","0.0800804907013138","0.0594671085878584","0.100693872814769"
"Yes","2003","Employed","Couple + C. LE 16 ","408","0.13442338474126","0.122049068400521","0.146797701081999"
"Yes","2003","Employed","Couple + C. GT 16 ","299","0.126450985972012","0.112970380536275","0.139931591407748"
"Yes","2003","Employed","Couple + C. LE and GT 16","115","0.0895994551282847","0.0730202156723409","0.106178694584228"
"No","2003","Not Employed","1-pers.-HH","1257","0.932002837936601","0.918534132833534","0.945471543039668"
"No","2003","Not Employed","(Married) couple without C. ","2888","0.909404768426262","0.899483004586205","0.919326532266318"
"No","2003","Not Employed","Single parent ","336","0.961531163325473","0.941496471396052","0.981565855254894"
"No","2003","Not Employed","Couple + C. LE 16 ","666","0.886594783697411","0.863779533279376","0.909410034115447"
"No","2003","Not Employed","Couple + C. GT 16 ","902","0.913508204080032","0.896086454195486","0.930929953964579"
"No","2003","Not Employed","Couple + C. LE and GT 16","415","0.958551658598841","0.939733774225465","0.977369542972216"
"No","2003","Employed","1-pers.-HH","1090","0.86545745861721","0.846495177671685","0.884419739562735"
"No","2003","Employed","(Married) couple without C. ","2528","0.859418448256352","0.846940775100734","0.87189612141197"
"No","2003","Employed","Single parent ","611","0.919919509298686","0.899306127185231","0.940532891412142"
"No","2003","Employed","Couple + C. LE 16 ","2511","0.86557661525874","0.853202298918001","0.877950931599479"
"No","2003","Employed","Couple + C. GT 16 ","2036","0.873549014027988","0.860068408592252","0.887029619463725"
"No","2003","Employed","Couple + C. LE and GT 16","1025","0.910400544871715","0.893821305415772","0.926979784327659"
"Yes","2004","Not Employed","1-pers.-HH","92","0.0754241901679641","0.0613218598028256","0.0895265205331026"
"Yes","2004","Not Employed","(Married) couple without C. ","346","0.0948509870077016","0.084683029612434","0.105018944402969"
"Yes","2004","Not Employed","Single parent ","22","","",""
"Yes","2004","Not Employed","Couple + C. LE 16 ","70","0.101479696653466","0.0792056426540037","0.123753750652929"
"Yes","2004","Not Employed","Couple + C. GT 16 ","84","0.0736156799444684","0.0574944346291157","0.0897369252598212"
"Yes","2004","Not Employed","Couple + C. LE and GT 16","36","0.0822315033755563","0.0571268133564274","0.107336193394685"
"Yes","2004","Employed","1-pers.-HH","166","0.148441853039077","0.128224457474645","0.16865924860351"
"Yes","2004","Employed","(Married) couple without C. ","468","0.145918398409271","0.133170563511152","0.158666233307391"
"Yes","2004","Employed","Single parent ","69","0.113149331160576","0.0885303102215579","0.137768352099594"
"Yes","2004","Employed","Couple + C. LE 16 ","384","0.135918173451131","0.122979644360684","0.148856702541577"
"Yes","2004","Employed","Couple + C. GT 16 ","342","0.134125291244382","0.120191928456532","0.148058654032233"
"Yes","2004","Employed","Couple + C. LE and GT 16","121","0.122023596201885","0.102356483380493","0.141690709023277"
"No","2004","Not Employed","1-pers.-HH","1255","0.924575809832036","0.910473479466897","0.938678140197174"
"No","2004","Not Employed","(Married) couple without C. ","2844","0.905149012992298","0.894981055597031","0.915316970387566"
"No","2004","Not Employed","Single parent ","339","0.939025315448049","0.914341748327937","0.963708882568162"
"No","2004","Not Employed","Couple + C. LE 16 ","636","0.898520303346534","0.876246249347071","0.920794357345996"
"No","2004","Not Employed","Couple + C. GT 16 ","924","0.926384320055532","0.910263074740179","0.942505565370884"
"No","2004","Not Employed","Couple + C. LE and GT 16","424","0.917768496624444","0.892663806605315","0.942873186643573"
"No","2004","Employed","1-pers.-HH","1022","0.851558146960923","0.831340751396491","0.871775542525355"
"No","2004","Employed","(Married) couple without C. ","2478","0.854081601590729","0.841333766692609","0.866829436488848"
"No","2004","Employed","Single parent ","567","0.886850668839424","0.862231647900405","0.911469689778442"
"No","2004","Employed","Couple + C. LE 16 ","2311","0.864081826548869","0.851143297458423","0.877020355639316"
"No","2004","Employed","Couple + C. GT 16 ","1956","0.865874708755618","0.851941345967767","0.879808071543468"
"No","2004","Employed","Couple + C. LE and GT 16","943","0.877976403798115","0.858309290976723","0.897643516619507"
"Yes","2005","Not Employed","1-pers.-HH","105","0.0864310541981847","0.0712491685582347","0.101612939838135"
"Yes","2005","Not Employed","(Married) couple without C. ","374","0.110221026557077","0.0992359032360935","0.12120614987806"
"Yes","2005","Not Employed","Single parent ","17","","",""
"Yes","2005","Not Employed","Couple + C. LE 16 ","75","0.109476270395779","0.0849581703562129","0.133994370435346"
"Yes","2005","Not Employed","Couple + C. GT 16 ","67","0.0640419350953372","0.0481436851307974","0.0799401850598769"
"Yes","2005","Not Employed","Couple + C. LE and GT 16","31","0.0594401803904121","0.0379953349216978","0.0808850258591265"
"Yes","2005","Employed","1-pers.-HH","203","0.188950190989971","0.167152531268078","0.210747850711865"
"Yes","2005","Employed","(Married) couple without C. ","501","0.163746159775976","0.150012747484028","0.177479572067923"
"Yes","2005","Employed","Single parent ","70","0.111171055989876","0.0869495629253891","0.135392549054362"
"Yes","2005","Employed","Couple + C. LE 16 ","418","0.155031889910049","0.140735224720005","0.169328555100093"
"Yes","2005","Employed","Couple + C. GT 16 ","294","0.121297800681268","0.107567959913762","0.135027641448773"
"Yes","2005","Employed","Couple + C. LE and GT 16","123","0.136076328092832","0.114620634165701","0.157532022019963"
"No","2005","Not Employed","1-pers.-HH","1211","0.913568945801815","0.898387060161865","0.928750831441765"
"No","2005","Not Employed","(Married) couple without C. ","2748","0.889778973442923","0.87879385012194","0.900764096763906"
"No","2005","Not Employed","Single parent ","345","0.956702440592136","0.935736519107245","0.977668362077028"
"No","2005","Not Employed","Couple + C. LE 16 ","548","0.890523729604221","0.866005629564654","0.915041829643787"
"No","2005","Not Employed","Couple + C. GT 16 ","844","0.935958064904663","0.920059814940123","0.951856314869202"
"No","2005","Not Employed","Couple + C. LE and GT 16","436","0.940559819609588","0.919114974140874","0.962004665078302"
"No","2005","Employed","1-pers.-HH","1036","0.811049809010029","0.789252149288135","0.832847468731922"
"No","2005","Employed","(Married) couple without C. ","2288","0.836253840224024","0.822520427932077","0.849987252515972"
"No","2005","Employed","Single parent ","577","0.888828944010124","0.864607450945638","0.913050437074611"
"No","2005","Employed","Couple + C. LE 16 ","2044","0.844968110089951","0.830671444899907","0.859264775279995"
"No","2005","Employed","Couple + C. GT 16 ","1878","0.878702199318732","0.864972358551227","0.892432040086238"
"No","2005","Employed","Couple + C. LE and GT 16","858","0.863923671907168","0.842467977980037","0.885379365834299"
"Yes","2006","Not Employed","1-pers.-HH","146","0.0955754483180828","0.0808961223255137","0.110254774310652"
"Yes","2006","Not Employed","(Married) couple without C. ","467","0.114862096701675","0.104364374560226","0.125359818843124"
"Yes","2006","Not Employed","Single parent ","30","0.0748645717183551","0.0479395608387507","0.101789582597959"
"Yes","2006","Not Employed","Couple + C. LE 16 ","93","0.106993613303376","0.0840295000048463","0.129957726601905"
"Yes","2006","Not Employed","Couple + C. GT 16 ","80","0.0967268360731201","0.077119255238795","0.116334416907445"
"Yes","2006","Not Employed","Couple + C. LE and GT 16","26","","",""
"Yes","2006","Employed","1-pers.-HH","240","0.1942898240575","0.173137265377283","0.215442382737716"
"Yes","2006","Employed","(Married) couple without C. ","650","0.190938979194096","0.177056047597875","0.204821910790316"
"Yes","2006","Employed","Single parent ","86","0.134881230919768","0.109300294826025","0.160462167013511"
"Yes","2006","Employed","Couple + C. LE 16 ","514","0.189877064523957","0.174669335794721","0.205084793253193"
"Yes","2006","Employed","Couple + C. GT 16 ","347","0.135486447142545","0.121291376448979","0.149681517836111"
"Yes","2006","Employed","Couple + C. LE and GT 16","138","0.140678341559183","0.11816230977399","0.163194373344376"
"No","2006","Not Employed","1-pers.-HH","1395","0.904424551681917","0.889745225689348","0.919103877674486"
"No","2006","Not Employed","(Married) couple without C. ","3077","0.885137903298325","0.874640181156875","0.895635625439774"
"No","2006","Not Employed","Single parent ","337","0.925135428281645","0.898210417402041","0.952060439161249"
"No","2006","Not Employed","Couple + C. LE 16 ","603","0.893006386696624","0.870042273398095","0.915970499995154"
"No","2006","Not Employed","Couple + C. GT 16 ","793","0.90327316392688","0.883665583092555","0.922880744761205"
"No","2006","Not Employed","Couple + C. LE and GT 16","329","0.939789319362041","0.91504440613007","0.964534232594013"
"No","2006","Employed","1-pers.-HH","1104","0.8057101759425","0.784557617262284","0.826862734622717"
"No","2006","Employed","(Married) couple without C. ","2429","0.809061020805904","0.795178089209684","0.822943952402125"
"No","2006","Employed","Single parent ","599","0.865118769080232","0.839537832986489","0.890699705173975"
"No","2006","Employed","Couple + C. LE 16 ","2041","0.810122935476043","0.794915206746807","0.825330664205279"
"No","2006","Employed","Couple + C. GT 16 ","1886","0.864513552857455","0.850318482163889","0.878708623551021"
"No","2006","Employed","Couple + C. LE and GT 16","778","0.859321658440817","0.836805626655624","0.88183769022601"
"Yes","2007","Not Employed","1-pers.-HH","152","0.108859471300688","0.0927892767806406","0.124929665820735"
"Yes","2007","Not Employed","(Married) couple without C. ","511","0.132013097610539","0.120493416633427","0.143532778587651"
"Yes","2007","Not Employed","Single parent ","13","","",""
"Yes","2007","Not Employed","Couple + C. LE 16 ","84","0.132992720268264","0.105428918350141","0.160556522186388"
"Yes","2007","Not Employed","Couple + C. GT 16 ","79","0.109851042759466","0.0888291380187571","0.130872947500176"
"Yes","2007","Not Employed","Couple + C. LE and GT 16","27","","",""
"Yes","2007","Employed","1-pers.-HH","251","0.197617009150531","0.175768300583113","0.21946571771795"
"Yes","2007","Employed","(Married) couple without C. ","689","0.227742623467341","0.212420961078656","0.243064285856026"
"Yes","2007","Employed","Single parent ","93","0.153175387188738","0.125162849240119","0.181187925137358"
"Yes","2007","Employed","Couple + C. LE 16 ","495","0.190622700426285","0.174848766000098","0.206396634852471"
"Yes","2007","Employed","Couple + C. GT 16 ","349","0.155642330736532","0.140203578337869","0.171081083135195"
"Yes","2007","Employed","Couple + C. LE and GT 16","118","0.129029902595806","0.106598767332984","0.151461037858627"
"No","2007","Not Employed","1-pers.-HH","1291","0.891140528699312","0.875070334179265","0.90721072321936"
"No","2007","Not Employed","(Married) couple without C. ","2806","0.867986902389461","0.856467221412349","0.879506583366573"
"No","2007","Not Employed","Single parent ","334","0.961670641129888","0.941470132257768","0.981871150002007"
"No","2007","Not Employed","Couple + C. LE 16 ","499","0.867007279731736","0.839443477813612","0.89457108164986"
"No","2007","Not Employed","Couple + C. GT 16 ","771","0.890148957240534","0.869127052499824","0.911170861981243"
"No","2007","Not Employed","Couple + C. LE and GT 16","282","0.922379238075399","0.892545164155523","0.952213311995275"
"No","2007","Employed","1-pers.-HH","1025","0.802382990849469","0.78053428228205","0.824231699416887"
"No","2007","Employed","(Married) couple without C. ","2189","0.772257376532659","0.756935714143974","0.787579038921344"
"No","2007","Employed","Single parent ","542","0.846824612811262","0.818812074862642","0.874837150759881"
"No","2007","Employed","Couple + C. LE 16 ","1887","0.809377299573716","0.793603365147529","0.825151233999902"
"No","2007","Employed","Couple + C. GT 16 ","1769","0.844357669263468","0.828918916864805","0.85979642166213"
"No","2007","Employed","Couple + C. LE and GT 16","740","0.870970097404194","0.848538962141373","0.893401232667016"
"Yes","2008","Not Employed","1-pers.-HH","187","0.142517994404091","0.12422576606059","0.160810222747592"
"Yes","2008","Not Employed","(Married) couple without C. ","560","0.157390135320987","0.144770610709002","0.170009659932971"
"Yes","2008","Not Employed","Single parent ","22","","",""
"Yes","2008","Not Employed","Couple + C. LE 16 ","72","0.158861277068102","0.125273193055025","0.19244936108118"
"Yes","2008","Not Employed","Couple + C. GT 16 ","84","0.110402234672626","0.0885349246026036","0.132269544742649"
"Yes","2008","Not Employed","Couple + C. LE and GT 16","33","0.119817513229362","0.0804194974565405","0.159215529002184"
"Yes","2008","Employed","1-pers.-HH","281","0.237911561342135","0.21429713869049","0.261525983993779"
"Yes","2008","Employed","(Married) couple without C. ","714","0.271097718136776","0.254465367829264","0.287730068444288"
"Yes","2008","Employed","Single parent ","113","0.160451116826705","0.132082577763844","0.188819655889567"
"Yes","2008","Employed","Couple + C. LE 16 ","528","0.224781075523245","0.20755944105777","0.24200270998872"
"Yes","2008","Employed","Couple + C. GT 16 ","381","0.158147817657891","0.142467099599209","0.173828535716574"
"Yes","2008","Employed","Couple + C. LE and GT 16","149","0.165353839384954","0.139415430985417","0.191292247784491"
"No","2008","Not Employed","1-pers.-HH","1216","0.857482005595909","0.839189777252408","0.87577423393941"
"No","2008","Not Employed","(Married) couple without C. ","2639","0.842609864679013","0.829990340067028","0.855229389290998"
"No","2008","Not Employed","Single parent ","328","0.94350688476859","0.919319753167233","0.967694016369946"
"No","2008","Not Employed","Couple + C. LE 16 ","383","0.841138722931898","0.80755063891882","0.874726806944975"
"No","2008","Not Employed","Couple + C. GT 16 ","705","0.889597765327374","0.867730455257351","0.911465075397396"
"No","2008","Not Employed","Couple + C. LE and GT 16","228","0.880182486770638","0.840784470997816","0.919580502543459"
"No","2008","Employed","1-pers.-HH","968","0.762088438657865","0.738474016006221","0.78570286130951"
"No","2008","Employed","(Married) couple without C. ","2030","0.728902281863224","0.712269931555712","0.745534632170736"
"No","2008","Employed","Single parent ","530","0.839548883173295","0.811180344110433","0.867917422236156"
"No","2008","Employed","Couple + C. LE 16 ","1729","0.775218924476755","0.75799729001128","0.79244055894223"
"No","2008","Employed","Couple + C. GT 16 ","1699","0.841852182342109","0.826171464283426","0.857532900400791"
"No","2008","Employed","Couple + C. LE and GT 16","639","0.834646160615046","0.808707752215509","0.860584569014583"
"Yes","2009","Not Employed","1-pers.-HH","","","",""
"Yes","2009","Not Employed","(Married) couple without C. ","","","",""
"Yes","2009","Not Employed","Single parent ","","","",""
"Yes","2009","Not Employed","Couple + C. LE 16 ","","","",""
"Yes","2009","Not Employed","Couple + C. GT 16 ","","","",""
"Yes","2009","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","2009","Employed","1-pers.-HH","","","",""
"Yes","2009","Employed","(Married) couple without C. ","","","",""
"Yes","2009","Employed","Single parent ","","","",""
"Yes","2009","Employed","Couple + C. LE 16 ","","","",""
"Yes","2009","Employed","Couple + C. GT 16 ","","","",""
"Yes","2009","Employed","Couple + C. LE and GT 16","","","",""
"No","2009","Not Employed","1-pers.-HH","","","",""
"No","2009","Not Employed","(Married) couple without C. ","","","",""
"No","2009","Not Employed","Single parent ","","","",""
"No","2009","Not Employed","Couple + C. LE 16 ","","","",""
"No","2009","Not Employed","Couple + C. GT 16 ","","","",""
"No","2009","Not Employed","Couple + C. LE and GT 16","","","",""
"No","2009","Employed","1-pers.-HH","","","",""
"No","2009","Employed","(Married) couple without C. ","","","",""
"No","2009","Employed","Single parent ","","","",""
"No","2009","Employed","Couple + C. LE 16 ","","","",""
"No","2009","Employed","Couple + C. GT 16 ","","","",""
"No","2009","Employed","Couple + C. LE and GT 16","","","",""
"Yes","2010","Not Employed","1-pers.-HH","183","0.150448737301018","0.130763128428281","0.170134346173755"
"Yes","2010","Not Employed","(Married) couple without C. ","506","0.156616694206643","0.143030674268101","0.170202714145185"
"Yes","2010","Not Employed","Single parent ","54","0.0771513129590356","0.0569014502068402","0.097401175711231"
"Yes","2010","Not Employed","Couple + C. LE 16 ","225","0.134066345787208","0.117571023334249","0.150561668240166"
"Yes","2010","Not Employed","Couple + C. GT 16 ","84","0.133394432844393","0.107032499857168","0.159756365831618"
"Yes","2010","Not Employed","Couple + C. LE and GT 16","45","0.0825669812601601","0.0565531541373374","0.108580808382983"
"Yes","2010","Employed","1-pers.-HH","269","0.230426901472581","0.205775772512442","0.255078030432721"
"Yes","2010","Employed","(Married) couple without C. ","775","0.309464198787345","0.291419070458703","0.327509327115987"
"Yes","2010","Employed","Single parent ","293","0.167412520657357","0.148222528676128","0.186602512638585"
"Yes","2010","Employed","Couple + C. LE 16 ","1175","0.23227751013904","0.220676523878721","0.243878496399358"
"Yes","2010","Employed","Couple + C. GT 16 ","367","0.191112307688616","0.173088421459485","0.209136193917747"
"Yes","2010","Employed","Couple + C. LE and GT 16","194","0.189405424674156","0.165107823451246","0.213703025897066"
"No","2010","Not Employed","1-pers.-HH","1084","0.849551262698982","0.829865653826245","0.869236871571719"
"No","2010","Not Employed","(Married) couple without C. ","2243","0.843383305793357","0.829797285854815","0.8569693257319"
"No","2010","Not Employed","Single parent ","613","0.922848687040964","0.902598824288769","0.94309854979316"
"No","2010","Not Employed","Couple + C. LE 16 ","1414","0.865933654212792","0.849438331759834","0.882428976665751"
"No","2010","Not Employed","Couple + C. GT 16 ","555","0.866605567155607","0.840243634168382","0.892967500142832"
"No","2010","Not Employed","Couple + C. LE and GT 16","385","0.91743301873984","0.891419191617017","0.943446845862663"
"No","2010","Employed","1-pers.-HH","852","0.769573098527419","0.744921969567279","0.794224227487558"
"No","2010","Employed","(Married) couple without C. ","1746","0.690535801212655","0.672490672884013","0.708580929541297"
"No","2010","Employed","Single parent ","1161","0.832587479342644","0.813397487361415","0.851777471323872"
"No","2010","Employed","Couple + C. LE 16 ","3915","0.76772248986096","0.756121503600642","0.779323476121279"
"No","2010","Employed","Couple + C. GT 16 ","1461","0.808887692311384","0.790863806082253","0.826911578540515"
"No","2010","Employed","Couple + C. LE and GT 16","805","0.810594575325844","0.786296974102934","0.834892176548754"
"Yes","2011","Not Employed","1-pers.-HH","222","0.138413281722584","0.121904971750521","0.154921591694647"
"Yes","2011","Not Employed","(Married) couple without C. ","730","0.194344122089125","0.1813276164915","0.207360627686751"
"Yes","2011","Not Employed","Single parent ","27","","",""
"Yes","2011","Not Employed","Couple + C. LE 16 ","60","0.124533534827766","0.0923361703597782","0.156730899295753"
