"ple0098_v5","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"No","2003","66 and older","Other degree","158","0.950339852787421","0.916989705129464","0.983690000445377"
"No","2003","66 and older","no degree/no degree yet","61","0.964628665448379","0.918649821134685","1.01060750976207"
"Yes","2004","16-34 y.","lower secondary degree","80","0.0797791413182207","0.0631184908793194","0.096439791757122"
"Yes","2004","16-34 y.","secondary school degree","186","0.117039692403608","0.10152386501524","0.132555519791977"
"Yes","2004","16-34 y.","college entrance qualification","223","0.149327971762524","0.13020923834517","0.168446705179878"
"Yes","2004","16-34 y.","Other degree","2","","",""
"Yes","2004","16-34 y.","no degree/no degree yet","48","0.078982896118958","0.0561710032683171","0.101794788969599"
"Yes","2004","35-65 y.","lower secondary degree","396","0.105681238274803","0.0958350690069603","0.115527407542646"
"Yes","2004","35-65 y.","secondary school degree","481","0.146070436686025","0.134225167749896","0.157915705622154"
"Yes","2004","35-65 y.","college entrance qualification","452","0.22926166680972","0.210429671956744","0.248093661662696"
"Yes","2004","35-65 y.","Other degree","24","","",""
"Yes","2004","35-65 y.","no degree/no degree yet","3","","",""
"Yes","2004","66 and older","lower secondary degree","135","0.0531307122110353","0.0440968164328587","0.0621646079892119"
"Yes","2004","66 and older","secondary school degree","98","0.20325664039454","0.167218536577363","0.239294744211717"
"Yes","2004","66 and older","college entrance qualification","97","0.244976830895146","0.199529172153192","0.2904244896371"
"Yes","2004","66 and older","Other degree","5","","",""
"Yes","2004","66 and older","no degree/no degree yet","1","","",""
"No","2004","16-34 y.","lower secondary degree","936","0.920220858681779","0.903560208242878","0.936881509120681"
"No","2004","16-34 y.","secondary school degree","1463","0.882960307596392","0.867444480208023","0.89847613498476"
"No","2004","16-34 y.","college entrance qualification","1112","0.850672028237476","0.831553294820122","0.86979076165483"
"No","2004","16-34 y.","Other degree","178","0.990175779380169","0.975767336761624","1.00458422199871"
"No","2004","16-34 y.","no degree/no degree yet","489","0.921017103881042","0.898205211030401","0.943828996731683"
"No","2004","35-65 y.","lower secondary degree","3349","0.894318761725197","0.884472592457354","0.90416493099304"
"No","2004","35-65 y.","secondary school degree","2934","0.853929563313975","0.842084294377846","0.865774832250104"
"No","2004","35-65 y.","college entrance qualification","1462","0.77073833319028","0.751906338337304","0.789570328043256"
"No","2004","35-65 y.","Other degree","757","0.978925533617233","0.968852142517936","0.988998924716529"
"No","2004","35-65 y.","no degree/no degree yet","150","0.98505218718989","0.965824775704625","1.00427959867516"
"No","2004","66 and older","lower secondary degree","2233","0.946869287788965","0.937835392010788","0.955903183567141"
"No","2004","66 and older","secondary school degree","381","0.79674335960546","0.760705255788282","0.832781463422637"
"No","2004","66 and older","college entrance qualification","247","0.755023169104854","0.7095755103629","0.800470827846808"
"No","2004","66 and older","Other degree","161","0.956235771949844","0.925116016439542","0.987355527460146"
"No","2004","66 and older","no degree/no degree yet","65","0.969928525965352","0.928726046864969","1.01113100506574"
"Yes","2005","16-34 y.","lower secondary degree","85","0.100383428167749","0.0809120236639492","0.119854832671548"
"Yes","2005","16-34 y.","secondary school degree","196","0.131553975306563","0.114482973475315","0.148624977137812"
"Yes","2005","16-34 y.","college entrance qualification","235","0.185894813432921","0.164682368327993","0.20710725853785"
"Yes","2005","16-34 y.","Other degree","3","","",""
"Yes","2005","16-34 y.","no degree/no degree yet","41","0.0847569791992557","0.0613736799462629","0.108140278452249"
"Yes","2005","35-65 y.","lower secondary degree","388","0.117638568917431","0.106828170397708","0.128448967437154"
"Yes","2005","35-65 y.","secondary school degree","506","0.158182767369814","0.145741894573229","0.170623640166398"
"Yes","2005","35-65 y.","college entrance qualification","444","0.218282435699787","0.199418269729182","0.237146601670392"
"Yes","2005","35-65 y.","Other degree","33","0.0358824068348042","0.0224541346995356","0.0493106789700728"
"Yes","2005","35-65 y.","no degree/no degree yet","3","","",""
"Yes","2005","66 and older","lower secondary degree","154","0.0683115722499711","0.0580964295489527","0.0785267149509895"
"Yes","2005","66 and older","secondary school degree","107","0.222340139341764","0.184747489419969","0.259932789263558"
"Yes","2005","66 and older","college entrance qualification","100","0.250647695564155","0.206003121138933","0.295292269989377"
"Yes","2005","66 and older","Other degree","3","","",""
"Yes","2005","66 and older","no degree/no degree yet","1","","",""
"No","2005","16-34 y.","lower secondary degree","830","0.899616571832251","0.880145167328452","0.919087976336051"
"No","2005","16-34 y.","secondary school degree","1310","0.868446024693437","0.851375022862188","0.885517026524685"
"No","2005","16-34 y.","college entrance qualification","1057","0.814105186567079","0.79289274146215","0.835317631672007"
"No","2005","16-34 y.","Other degree","148","0.964825034268011","0.935441722670151","0.99420834586587"
"No","2005","16-34 y.","no degree/no degree yet","504","0.915243020800744","0.891859721547751","0.938626320053737"
"No","2005","35-65 y.","lower secondary degree","3024","0.882361431082569","0.871551032562846","0.893171829602292"
"No","2005","35-65 y.","secondary school degree","2799","0.841817232630186","0.829376359833602","0.854258105426771"
"No","2005","35-65 y.","college entrance qualification","1398","0.781717564300213","0.762853398329608","0.800581730270818"
"No","2005","35-65 y.","Other degree","704","0.964117593165196","0.950689321029927","0.977545865300464"
"No","2005","35-65 y.","no degree/no degree yet","138","0.986853712901631","0.968053339257135","1.00565408654613"
"No","2005","66 and older","lower secondary degree","2189","0.931688427750029","0.92147328504901","0.941903570451047"
"No","2005","66 and older","secondary school degree","363","0.777659860658236","0.740067210736442","0.815252510580031"
"No","2005","66 and older","college entrance qualification","262","0.749352304435845","0.704707730010623","0.793996878861068"
"No","2005","66 and older","Other degree","164","0.988799180076041","0.972837859811612","1.00476050034047"
"No","2005","66 and older","no degree/no degree yet","63","0.969805494889261","0.927881333686759","1.01172965609176"
"Yes","2006","16-34 y.","lower secondary degree","77","0.0801041105715782","0.0622399332256394","0.0979682879175171"
"Yes","2006","16-34 y.","secondary school degree","209","0.150623677695037","0.132492576015326","0.168754779374748"
"Yes","2006","16-34 y.","college entrance qualification","284","0.228423329386036","0.205970563021895","0.250876095750177"
"Yes","2006","16-34 y.","Other degree","1","","",""
"Yes","2006","16-34 y.","no degree/no degree yet","25","","",""
"Yes","2006","35-65 y.","lower secondary degree","508","0.128997847809799","0.117996186574223","0.139999509045374"
"Yes","2006","35-65 y.","secondary school degree","684","0.189263157635832","0.176458391854014","0.202067923417651"
"Yes","2006","35-65 y.","college entrance qualification","536","0.248368203154046","0.229595947765222","0.26714045854287"
"Yes","2006","35-65 y.","Other degree","46","0.0518497175303997","0.0359496277393979","0.0677498073214015"
"Yes","2006","35-65 y.","no degree/no degree yet","4","","",""
"Yes","2006","66 and older","lower secondary degree","194","0.0669984269896983","0.057548549439342","0.0764483045400546"
"Yes","2006","66 and older","secondary school degree","137","0.226302449884333","0.192130710309732","0.260474189458935"
"Yes","2006","66 and older","college entrance qualification","127","0.281361478277008","0.23886025516905","0.323862701384966"
"Yes","2006","66 and older","Other degree","6","","",""
"Yes","2006","66 and older","no degree/no degree yet","3","","",""
"No","2006","16-34 y.","lower secondary degree","810","0.919895889428422","0.902031712082483","0.937760066774361"
"No","2006","16-34 y.","secondary school degree","1286","0.849376322304963","0.831245220625252","0.867507423984674"
"No","2006","16-34 y.","college entrance qualification","1059","0.771576670613964","0.749123904249823","0.794029436978105"
"No","2006","16-34 y.","Other degree","172","0.99213125625729","0.978964999912783","1.0052975126018"
"No","2006","16-34 y.","no degree/no degree yet","290","0.875705520038282","0.839272281387079","0.912138758689484"
"No","2006","35-65 y.","lower secondary degree","3058","0.871002152190201","0.860000490954626","0.882003813425777"
"No","2006","35-65 y.","secondary school degree","2911","0.810736842364168","0.797932076582349","0.823541608145987"
"No","2006","35-65 y.","college entrance qualification","1499","0.751631796845954","0.73285954145713","0.770404052234778"
"No","2006","35-65 y.","Other degree","701","0.9481502824696","0.932250192678598","0.964050372260602"
"No","2006","35-65 y.","no degree/no degree yet","132","0.974648929031034","0.948230870544856","1.00106698751721"
"No","2006","66 and older","lower secondary degree","2495","0.933001573010302","0.923551695459945","0.942451450560658"
"No","2006","66 and older","secondary school degree","439","0.773697550115667","0.739525810541065","0.807869289690268"
"No","2006","66 and older","college entrance qualification","303","0.718638521722992","0.676137298615034","0.76113974483095"
"No","2006","66 and older","Other degree","199","0.980354485316601","0.961357073547819","0.999351897085383"
"No","2006","66 and older","no degree/no degree yet","80","0.962535096419076","0.921681561417305","1.00338863142085"
"Yes","2007","16-34 y.","lower secondary degree","69","0.0987063935253735","0.0772597431770191","0.120153043873728"
"Yes","2007","16-34 y.","secondary school degree","201","0.157045791845221","0.137373020157954","0.176718563532487"
"Yes","2007","16-34 y.","college entrance qualification","276","0.228822352242312","0.205755421242875","0.25188928324175"
"Yes","2007","16-34 y.","Other degree","4","","",""
"Yes","2007","16-34 y.","no degree/no degree yet","23","","",""
"Yes","2007","35-65 y.","lower secondary degree","501","0.1460968067539","0.133824599416842","0.158369014090958"
"Yes","2007","35-65 y.","secondary school degree","682","0.205742809808025","0.192192742532146","0.219292877083903"
"Yes","2007","35-65 y.","college entrance qualification","555","0.28160091754394","0.261570813835342","0.301631021252538"
"Yes","2007","35-65 y.","Other degree","42","0.0520621222986915","0.0354016000159958","0.0687226445813871"
"Yes","2007","35-65 y.","no degree/no degree yet","4","","",""
"Yes","2007","66 and older","lower secondary degree","213","0.0785319546197998","0.0681498413415379","0.0889140678980617"
"Yes","2007","66 and older","secondary school degree","154","0.231571679762658","0.197504604675838","0.265638754849477"
"Yes","2007","66 and older","college entrance qualification","147","0.301752582525496","0.259200139751145","0.344305025299847"
"Yes","2007","66 and older","Other degree","13","","",""
"Yes","2007","66 and older","no degree/no degree yet","3","","",""
"No","2007","16-34 y.","lower secondary degree","674","0.901293606474627","0.879846956126272","0.922740256822981"
"No","2007","16-34 y.","secondary school degree","1113","0.842954208154779","0.823281436467513","0.862626979842046"
"No","2007","16-34 y.","college entrance qualification","998","0.771177647757688","0.74811071675825","0.794244578757125"
"No","2007","16-34 y.","Other degree","137","0.990550071643341","0.974580583012409","1.00651956027427"
"No","2007","16-34 y.","no degree/no degree yet","271","0.923520463460599","0.893141684699555","0.953899242221642"
"No","2007","35-65 y.","lower secondary degree","2681","0.8539031932461","0.841630985909042","0.866175400583158"
"No","2007","35-65 y.","secondary school degree","2737","0.794257190191975","0.780707122916097","0.807807257467854"
"No","2007","35-65 y.","college entrance qualification","1382","0.71839908245606","0.698368978747462","0.738429186164658"
"No","2007","35-65 y.","Other degree","641","0.947937877701309","0.931277355418613","0.964598399984004"
"No","2007","35-65 y.","no degree/no degree yet","107","0.98123509566538","0.955991784801134","1.00647840652963"
"No","2007","66 and older","lower secondary degree","2366","0.9214680453802","0.911085932101938","0.931850158658462"
"No","2007","66 and older","secondary school degree","435","0.768428320237342","0.734361245150523","0.802495395324162"
"No","2007","66 and older","college entrance qualification","300","0.698247417474504","0.655694974700153","0.740799860248855"
"No","2007","66 and older","Other degree","181","0.95662634632179","0.927962702501725","0.985289990141855"
"No","2007","66 and older","no degree/no degree yet","65","0.980269038126579","0.947213791167014","1.01332428508614"
"Yes","2008","16-34 y.","lower secondary degree","76","0.130049707196647","0.104329923318499","0.155769491074795"
"Yes","2008","16-34 y.","secondary school degree","210","0.177281141768694","0.155894773409532","0.198667510127855"
"Yes","2008","16-34 y.","college entrance qualification","282","0.239446911028016","0.215170073142058","0.263723748913974"
"Yes","2008","16-34 y.","Other degree","6","","",""
"Yes","2008","16-34 y.","no degree/no degree yet","32","0.11596701891262","0.0804956946262367","0.151438343199004"
"Yes","2008","35-65 y.","lower secondary degree","534","0.169463003747936","0.155908928217635","0.183017079278237"
"Yes","2008","35-65 y.","secondary school degree","742","0.234424546770605","0.219911097777683","0.248937995763528"
"Yes","2008","35-65 y.","college entrance qualification","598","0.336899155512339","0.315436600800971","0.358361710223707"
"Yes","2008","35-65 y.","Other degree","39","0.0627422579157754","0.0432244816901079","0.0822600341414428"
"Yes","2008","35-65 y.","no degree/no degree yet","5","","",""
"Yes","2008","66 and older","lower secondary degree","267","0.105558342285337","0.0935637923239722","0.117552892246703"
"Yes","2008","66 and older","secondary school degree","185","0.305180631379966","0.268547993981907","0.341813268778024"
"Yes","2008","66 and older","college entrance qualification","156","0.337905917227235","0.294204090990572","0.381607743463898"
"Yes","2008","66 and older","Other degree","13","","",""
"Yes","2008","66 and older","no degree/no degree yet","4","","",""
"No","2008","16-34 y.","lower secondary degree","581","0.869950292803353","0.844230508925205","0.895670076681501"
"No","2008","16-34 y.","secondary school degree","1015","0.822718858231307","0.801332489872145","0.844105226590468"
"No","2008","16-34 y.","college entrance qualification","905","0.760553088971984","0.736276251086026","0.784829926857942"
"No","2008","16-34 y.","Other degree","112","0.937834387286333","0.894268629456291","0.981400145116375"
"No","2008","16-34 y.","no degree/no degree yet","281","0.88403298108738","0.848561656800996","0.919504305373763"
"No","2008","35-65 y.","lower secondary degree","2409","0.830536996252064","0.816982920721763","0.844091071782365"
"No","2008","35-65 y.","secondary school degree","2531","0.765575453229395","0.751062004236472","0.780088902222317"
"No","2008","35-65 y.","college entrance qualification","1265","0.663100844487661","0.641638289776293","0.684563399199029"
"No","2008","35-65 y.","Other degree","554","0.937257742084225","0.917739965858557","0.956775518309892"
"No","2008","35-65 y.","no degree/no degree yet","91","0.914678245442816","0.858795653881679","0.970560837003952"
"No","2008","66 and older","lower secondary degree","2254","0.894441657714663","0.882447107753297","0.906436207676028"
"No","2008","66 and older","secondary school degree","422","0.694819368620034","0.658186731221976","0.731452006018093"
"No","2008","66 and older","college entrance qualification","294","0.662094082772765","0.618392256536102","0.705795909009428"
"No","2008","66 and older","Other degree","184","0.942500241090106","0.909992355335992","0.975008126844219"
"No","2008","66 and older","no degree/no degree yet","54","0.967200248840385","0.921362047436917","1.01303845024385"
"Yes","2009","16-34 y.","lower secondary degree","","","",""
"Yes","2009","16-34 y.","secondary school degree","","","",""
"Yes","2009","16-34 y.","college entrance qualification","","","",""
"Yes","2009","16-34 y.","Other degree","","","",""
"Yes","2009","16-34 y.","no degree/no degree yet","","","",""
"Yes","2009","35-65 y.","lower secondary degree","","","",""
"Yes","2009","35-65 y.","secondary school degree","","","",""
"Yes","2009","35-65 y.","college entrance qualification","","","",""
"Yes","2009","35-65 y.","Other degree","","","",""
"Yes","2009","35-65 y.","no degree/no degree yet","","","",""
"Yes","2009","66 and older","lower secondary degree","","","",""
"Yes","2009","66 and older","secondary school degree","","","",""
"Yes","2009","66 and older","college entrance qualification","","","",""
"Yes","2009","66 and older","Other degree","","","",""
"Yes","2009","66 and older","no degree/no degree yet","","","",""
"No","2009","16-34 y.","lower secondary degree","","","",""
"No","2009","16-34 y.","secondary school degree","","","",""
"No","2009","16-34 y.","college entrance qualification","","","",""
