"ple0098_v5","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","2004","no migration background","Male","924","0.125080483545202","0.117325921630959","0.132835045459445","1"
"Yes","2004","no migration background","Female","1160","0.129366135167236","0.122155252818197","0.136577017516275","1"
"Yes","2004","direct migration background","Male","35","0.0250972247088788","0.0159689848331464","0.0342254645846113","1"
"Yes","2004","direct migration background","Female","68","0.0589408812972648","0.0459522561859848","0.0719295064085448","1"
"Yes","2004","indirect migration background","Male","28","","","","1"
"Yes","2004","indirect migration background","Female","32","0.0964730032352058","0.0672090375886304","0.125736968881781","1"
"No","2005","indirect migration background","Male","332","0.914544726532114","0.885666617637581","0.943422835426647","2"
"No","2005","no migration background","Male","5741","0.863957550857133","0.855730654161587","0.872184447552679","2"
"No","2005","no migration background","Female","6744","0.854631192950584","0.846886603590189","0.86237578231098","2"
"No","2005","indirect migration background","Female","357","0.884115027662526","0.852707800901788","0.915522254423265","2"
"No","2005","direct migration background","Male","978","0.963530615265268","0.952015423373933","0.975045807156603","2"
"No","2005","direct migration background","Female","1120","0.934031806755252","0.919952085553475","0.948111527957029","2"
"Yes","2005","no migration background","Male","930","0.136042449142867","0.127815552447321","0.144269345838413","1"
"Yes","2005","no migration background","Female","1213","0.145368807049416","0.13762421768902","0.153113396409811","1"
"Yes","2005","direct migration background","Male","40","0.036469384734732","0.0249541928433965","0.0479845766260675","1"
"Yes","2005","direct migration background","Female","74","0.065968193244748","0.0518884720429709","0.0800479144465252","1"
"Yes","2005","indirect migration background","Male","28","","","","1"
"Yes","2005","indirect migration background","Female","42","0.115884972337474","0.0844777455767354","0.147292199098212","1"
"No","2006","indirect migration background","Male","304","0.86493185585791","0.82886519333641","0.900998518379411","2"
"No","2006","no migration background","Male","6009","0.849137401833784","0.840843025139131","0.857431778528437","2"
"No","2006","indirect migration background","Female","356","0.89039550502562","0.859819441866656","0.920971568184584","2"
"No","2006","no migration background","Female","7060","0.834148858643084","0.826272695200977","0.84202502208519","2"
"No","2006","direct migration background","Male","953","0.952371036511677","0.939210070866807","0.965532002156547","2"
"No","2006","direct migration background","Female","1127","0.925346883396267","0.910556005715055","0.94013776107748","2"
"Yes","2006","direct migration background","Male","53","0.047628963488323","0.034467997843453","0.0607899291331931","1"
"Yes","2006","direct migration background","Female","86","0.0746531166037326","0.0598622389225201","0.0894439942849452","1"
"Yes","2006","no migration background","Male","1144","0.150862598166216","0.142568221471563","0.159156974860869","1"
"Yes","2006","no migration background","Female","1507","0.165851141356916","0.15797497791481","0.173727304799023","1"
"Yes","2006","indirect migration background","Male","41","0.13506814414209","0.0990014816205893","0.17113480666359","1"
"Yes","2006","indirect migration background","Female","45","0.10960449497438","0.0790284318154161","0.140180558133344","1"
"No","2007","no migration background","Male","5564","0.840023109116595","0.831247943311632","0.848798274921558","2"
"No","2007","indirect migration background","Male","289","0.87908458139144","0.843693367057947","0.914475795724933","2"
"No","2007","indirect migration background","Female","339","0.874402799029117","0.841257020142823","0.907548577915411","2"
"No","2007","no migration background","Female","6455","0.811305538258011","0.802738665493644","0.819872411022378","2"
"No","2007","direct migration background","Male","845","0.947073381426802","0.932446365790663","0.961700397062941","2"
"No","2007","direct migration background","Female","1005","0.916240245167911","0.899816946504812","0.932663543831009","2"
"Yes","2007","direct migration background","Male","55","0.0529266185731979","0.0382996029370585","0.0675536342093373","1"
"Yes","2007","direct migration background","Female","88","0.0837597548320894","0.0673364561689909","0.100183053495188","1"
"Yes","2007","no migration background","Male","1140","0.159976890883405","0.151201725078442","0.168752056688368","1"
"Yes","2007","no migration background","Female","1558","0.188694461741989","0.180127588977622","0.197261334506356","1"
"Yes","2007","indirect migration background","Male","37","0.12091541860856","0.0855242042750672","0.156306632942053","1"
"Yes","2007","indirect migration background","Female","45","0.125597200970883","0.0924514220845891","0.158742979857177","1"
"No","2008","no migration background","Male","5178","0.809649986104259","0.800038776069525","0.819261196138994","2"
"No","2008","no migration background","Female","5937","0.782143902545732","0.772888980476017","0.791398824615447","2"
"No","2008","indirect migration background","Male","285","0.83824437658239","0.798694877026028","0.877793876138752","2"
"No","2008","indirect migration background","Female","322","0.853633145544228","0.81799958695817","0.889266704130286","2"
"No","2008","direct migration background","Male","762","0.92850015231928","0.910854013635075","0.946146291003485","2"
"No","2008","direct migration background","Female","886","0.874759064732693","0.854109690671062","0.895408438794323","2"
"Yes","2008","direct migration background","Male","57","0.0714998476807198","0.0538537089965146","0.089145986364925","1"
"Yes","2008","direct migration background","Female","101","0.125240935267307","0.104591561205677","0.145890309328938","1"
"Yes","2008","no migration background","Male","1231","0.190350013895741","0.180738803861006","0.199961223930476","1"
"Yes","2008","no migration background","Female","1705","0.217856097454268","0.208601175384553","0.227111019523983","1"
"Yes","2008","indirect migration background","Male","48","0.16175562341761","0.122206123861248","0.201305122973972","1"
"Yes","2008","indirect migration background","Female","56","0.146366854455772","0.110733295869714","0.182000413041831","1"
"No","2009","no migration background","Male","","","","","2"
"No","2009","no migration background","Female","","","","","2"
"No","2009","indirect migration background","Male","","","","","2"
"No","2009","indirect migration background","Female","","","","","2"
"No","2009","direct migration background","Male","","","","","2"
"No","2009","direct migration background","Female","","","","","2"
"Yes","2009","direct migration background","Male","","","","","1"
"Yes","2009","direct migration background","Female","","","","","1"
"Yes","2009","no migration background","Male","","","","","1"
"Yes","2009","no migration background","Female","","","","","1"
"Yes","2009","indirect migration background","Male","","","","","1"
"Yes","2009","indirect migration background","Female","","","","","1"
"No","2010","no migration background","Male","5780","0.791494362623063","0.782189369800189","0.800799355445936","2"
"No","2010","no migration background","Female","7380","0.768138755677385","0.759718197946075","0.776559313408694","2"
"No","2010","indirect migration background","Male","383","0.811652208311115","0.775686764966391","0.847617651655839","2"
"No","2010","indirect migration background","Female","511","0.871352883456789","0.844607618172161","0.898098148741417","2"
"No","2010","direct migration background","Male","1116","0.919418436488168","0.904075468126579","0.934761404849756","2"
"No","2010","direct migration background","Female","1373","0.873591640234519","0.856945918570794","0.890237361898244","2"
"Yes","2010","direct migration background","Male","93","0.0805815635118321","0.0652385951502437","0.0959245318734205","1"
"Yes","2010","direct migration background","Female","158","0.126408359765481","0.109762638101757","0.143054081429206","1"
"Yes","2010","indirect migration background","Male","71","0.188347791688885","0.152382348344161","0.224313235033609","1"
"Yes","2010","no migration background","Male","1542","0.208505637376937","0.199200644554064","0.217810630199811","1"
"Yes","2010","no migration background","Female","2269","0.231861244322615","0.223440686591306","0.240281802053925","1"
"Yes","2010","indirect migration background","Female","91","0.128647116543211","0.101901851258583","0.155392381827839","1"
"No","2011","no migration background","Male","5351","0.784153984752419","0.774399258746924","0.793908710757914","2"
"No","2011","no migration background","Female","6222","0.755130407002037","0.745874413472081","0.764386400531993","2"
"No","2011","indirect migration background","Male","283","0.822723099037369","0.782129126510155","0.863317071564583","2"
"No","2011","indirect migration background","Female","323","0.846726814381436","0.810694909079933","0.882758719682939","2"
"No","2011","direct migration background","Male","741","0.918149866477127","0.899409474688333","0.936890258265922","2"
"No","2011","direct migration background","Female","953","0.88837039584355","0.869483995305716","0.907256796381384","2"
"Yes","2011","direct migration background","Male","81","0.0818501335228727","0.0631097417340785","0.100590525311667","1"
"Yes","2011","direct migration background","Female","115","0.11162960415645","0.0927432036186162","0.130516004694284","1"
"Yes","2011","indirect migration background","Male","57","0.177276900962631","0.136682928435417","0.217870873489846","1"
"Yes","2011","no migration background","Male","1482","0.215846015247581","0.206091289242086","0.225600741253076","1"
"Yes","2011","indirect migration background","Female","61","0.153273185618564","0.117241280317061","0.189305090920067","1"
"Yes","2011","no migration background","Female","2069","0.244869592997963","0.235613599468007","0.254125586527919","1"
"No","2012","no migration background","Male","6634","0.775208365572701","0.766385220615208","0.784031510530193","2"
"No","2012","no migration background","Female","8383","0.745938203143751","0.737912343745603","0.753964062541899","2"
"No","2012","direct migration background","Male","1149","0.917137071946453","0.901939583702965","0.932334560189941","2"
"No","2012","direct migration background","Female","1478","0.902236160215137","0.887853461531831","0.916618858898443","2"
"No","2012","indirect migration background","Male","417","0.776865606744529","0.740695865203829","0.813035348285228","2"
"No","2012","indirect migration background","Female","553","0.834016200941806","0.805652202356302","0.862380199527311","2"
"Yes","2012","direct migration background","Male","115","0.0828629280535471","0.0676654398100588","0.0980604162970354","1"
"Yes","2012","direct migration background","Female","160","0.0977638397848631","0.083381141101557","0.112146538468169","1"
"Yes","2012","no migration background","Male","1965","0.224791634427299","0.215968489469807","0.233614779384792","1"
"Yes","2012","indirect migration background","Male","92","0.223134393255471","0.186964651714772","0.259304134796171","1"
"Yes","2012","indirect migration background","Female","108","0.165983799058194","0.137619800472689","0.194347797643698","1"
"Yes","2012","no migration background","Female","2919","0.254061796856249","0.246035937458101","0.262087656254397","1"
"No","2013","no migration background","Male","4742","0.762084535096363","0.751528854212402","0.772640215980324","2"
"No","2013","no migration background","Female","5498","0.730245875656544","0.720307952819935","0.740183798493153","2"
"No","2013","direct migration background","Male","604","0.908645405055467","0.886926538417653","0.93036427169328","2"
"No","2013","direct migration background","Female","805","0.864431068442927","0.842370205575055","0.8864919313108","2"
"No","2013","indirect migration background","Male","247","0.751474783102429","0.703289846942171","0.799659719262687","2"
"No","2013","indirect migration background","Female","269","0.745082098421662","0.698620732575912","0.791543464267412","2"
"Yes","2013","direct migration background","Male","72","0.0913545949445333","0.06963572830672","0.113073461582347","1"
"Yes","2013","direct migration background","Female","120","0.135568931557073","0.1135080686892","0.157629794424945","1"
"Yes","2013","no migration background","Male","1509","0.237915464903637","0.227359784019676","0.248471145787598","1"
"Yes","2013","no migration background","Female","2164","0.269754124343456","0.259816201506847","0.279692047180065","1"
"Yes","2013","indirect migration background","Male","62","0.248525216897571","0.200340280737313","0.296710153057829","1"
"Yes","2013","indirect migration background","Female","69","0.254917901578338","0.208456535732588","0.301379267424088","1"
"No","2014","no migration background","Male","5623","0.752234813975243","0.742488381253373","0.761981246697114","2"
"No","2014","no migration background","Female","6866","0.714216677176787","0.705211997087722","0.723221357265852","2"
"No","2014","direct migration background","Male","2056","0.910857012287417","0.899035591081463","0.922678433493371","2"
"No","2014","direct migration background","Female","2474","0.900491572356201","0.889233786936398","0.911749357776003","2"
"No","2014","indirect migration background","Male","671","0.844932475052176","0.819349187635316","0.870515762469036","2"
"No","2014","indirect migration background","Female","764","0.809791368028555","0.784292019943907","0.835290716113202","2"
"Yes","2014","direct migration background","Male","176","0.0891429877125835","0.0773215665066296","0.100964408918537","1"
"Yes","2014","direct migration background","Female","242","0.0995084276437994","0.088250642223997","0.110766213063602","1"
"Yes","2014","no migration background","Male","1914","0.247765186024756","0.238018753302886","0.257511618746627","1"
"Yes","2014","no migration background","Female","2804","0.285783322823213","0.276778642734148","0.294788002912278","1"
"Yes","2014","indirect migration background","Male","98","0.155067524947824","0.129484237530964","0.180650812364684","1"
"Yes","2014","indirect migration background","Female","146","0.190208631971445","0.164709283886798","0.215707980056093","1"
"No","2015","no migration background","Male","","","","","2"
"No","2015","no migration background","Female","","","","","2"
"No","2015","direct migration background","Male","","","","","2"
"No","2015","direct migration background","Female","","","","","2"
"No","2015","indirect migration background","Male","","","","","2"
"No","2015","indirect migration background","Female","","","","","2"
"Yes","2015","direct migration background","Male","","","","","1"
"Yes","2015","direct migration background","Female","","","","","1"
"Yes","2015","no migration background","Male","","","","","1"
"Yes","2015","no migration background","Female","","","","","1"
"Yes","2015","indirect migration background","Male","","","","","1"
"Yes","2015","indirect migration background","Female","","","","","1"
"No","2016","no migration background","Male","5167","0.775818544418135","0.76582286428755","0.785814224548719","2"
"No","2016","no migration background","Female","6291","0.744511036898878","0.735267548788784","0.753754525008972","2"
"No","2016","direct migration background","Male","1951","0.925109689149139","0.913803476230499","0.936415902067778","2"
"No","2016","direct migration background","Female","2331","0.886803783081198","0.874554483557225","0.89905308260517","2"
"No","2016","indirect migration background","Male","560","0.837959107859053","0.809609342530646","0.86630887318746","2"
"No","2016","indirect migration background","Female","679","0.841487438824059","0.816099924174156","0.866874953473961","2"
"Yes","2016","direct migration background","Male","131","0.0748903108508611","0.0635840979322217","0.0861965237695005","1"
"Yes","2016","direct migration background","Female","239","0.113196216918802","0.10094691739483","0.125445516442775","1"
"Yes","2016","no migration background","Male","1520","0.224181455581865","0.214185775451281","0.23417713571245","1"
"Yes","2016","no migration background","Female","2261","0.255488963101122","0.246245474991029","0.264732451211216","1"
"Yes","2016","indirect migration background","Male","89","0.162040892140947","0.13369112681254","0.190390657469354","1"
"Yes","2016","indirect migration background","Female","116","0.158512561175941","0.133125046526039","0.183900075825844","1"
"No","2017","no migration background","Male","","","","","2"
"No","2017","no migration background","Female","","","","","2"
"No","2017","direct migration background","Male","","","","","2"
"No","2017","direct migration background","Female","","","","","2"
"No","2017","indirect migration background","Male","","","","","2"
"No","2017","indirect migration background","Female","","","","","2"
"Yes","2017","direct migration background","Male","","","","","1"
"Yes","2017","direct migration background","Female","","","","","1"
"Yes","2017","no migration background","Male","","","","","1"
"Yes","2017","no migration background","Female","","","","","1"
"Yes","2017","indirect migration background","Male","","","","","1"
"Yes","2017","indirect migration background","Female","","","","","1"
"No","2018","no migration background","Male","5735","0.757074756561155","0.747350971162717","0.766798541959592","2"
"No","2018","no migration background","Female","6850","0.743949842278984","0.735084729201236","0.752814955356732","2"
"No","2018","direct migration background","Male","1744","0.918012682344224","0.905634416078461","0.930390948609987","2"
"No","2018","direct migration background","Female","2140","0.870760252484183","0.857254422860746","0.88426608210762","2"
"No","2018","indirect migration background","Male","615","0.844989742886439","0.818293405798857","0.871686079974021","2"
"No","2018","indirect migration background","Female","744","0.819550094606013","0.794141956774119","0.844958232437907","2"
"Yes","2018","direct migration background","Male","143","0.0819873176557759","0.0696090513900133","0.0943655839215386","1"
"Yes","2018","direct migration background","Female","230","0.129239747515817","0.11573391789238","0.142745577139254","1"
"Yes","2018","no migration background","Male","1737","0.242925243438845","0.233201458040408","0.252649028837283","1"
"Yes","2018","indirect migration background","Male","91","0.155010257113561","0.128313920025979","0.181706594201143","1"
"Yes","2018","no migration background","Female","2461","0.256050157721016","0.247185044643268","0.264915270798764","1"
"Yes","2018","indirect migration background","Female","136","0.180449905393987","0.155041767562093","0.205858043225881","1"
