"ple0098_v5","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","1999","Part Time","(1b) general elementary school","338","0.969180524074794","0.950996151645401","0.987364896504187"
"No","1999","Part Time","(1c) basic vocational qualification","690","0.926079395055164","0.907202664490771","0.944956125619558"
"No","1999","Part Time","(2b) intermediate general qualification","136","0.928687333654391","0.887226757604225","0.970147909704558"
"No","1999","Part Time","(2a) intermediate vocational","580","0.8410134915391","0.813179663221856","0.868847319856345"
"No","1999","Part Time","(2c_gen) general maturity certificate","144","0.906501963800798","0.860521499768327","0.95248242783327"
"No","1999","Part Time","(2c_voc) vocational maturity certificate","122","0.851076084133802","0.791891703394072","0.910260464873532"
"No","1999","Part Time","(3a) lower tertiary education","140","0.866598521443882","0.81272297736738","0.920474065520385"
"No","1999","Part Time","(3b) higher tertiary education","128","0.823628321577347","0.762430633353873","0.884826009800822"
"No","1999","Not Working","(0) in school","223","0.924430632877899","0.890921808044743","0.957939457711054"
"No","1999","Not Working","(1a) inadequately completed","237","0.985169198032406","0.969812517739834","1.00052587832498"
"No","1999","Not Working","(1b) general elementary school","1045","0.972643306482667","0.962874039932585","0.982412573032748"
"No","1999","Not Working","(1c) basic vocational qualification","1524","0.939345234440989","0.927667579048429","0.951022889833548"
"No","1999","Not Working","(2b) intermediate general qualification","148","0.890937574830155","0.843083877115734","0.938791272544575"
"No","1999","Not Working","(2a) intermediate vocational","458","0.865913104666017","0.836369195140031","0.895457014192003"
"No","1999","Not Working","(2c_gen) general maturity certificate","146","0.886622986464497","0.837341757609175","0.935904215319819"
"No","1999","Not Working","(2c_voc) vocational maturity certificate","112","0.838835318746552","0.774378869841544","0.90329176765156"
"No","1999","Not Working","(3a) lower tertiary education","195","0.899418434942678","0.858444940435687","0.940391929449669"
"No","1999","Not Working","(3b) higher tertiary education","148","0.887181644521967","0.838160408649969","0.936202880393966"
"Yes","2000","Full Time","(0) in school","","","",""
"Yes","2000","Full Time","(1a) inadequately completed","6","","",""
"Yes","2000","Full Time","(1b) general elementary school","19","","",""
"Yes","2000","Full Time","(1c) basic vocational qualification","237","0.0941885824277458","0.0830232714505211","0.105353893404971"
"Yes","2000","Full Time","(2b) intermediate general qualification","18","","",""
"Yes","2000","Full Time","(2a) intermediate vocational","266","0.112683056125764","0.100591373194302","0.124774739057226"
"Yes","2000","Full Time","(2c_gen) general maturity certificate","16","","",""
"Yes","2000","Full Time","(2c_voc) vocational maturity certificate","88","0.131944784053079","0.106619412714859","0.157270155391299"
"Yes","2000","Full Time","(3a) lower tertiary education","116","0.186924872520482","0.158968123048918","0.214881621992046"
"Yes","2000","Full Time","(3b) higher tertiary education","120","0.185425274673174","0.157992430737102","0.212858118609247"
"Yes","2000","Part Time","(0) in school","9","","",""
"Yes","2000","Part Time","(1a) inadequately completed","4","","",""
"Yes","2000","Part Time","(1b) general elementary school","19","","",""
"Yes","2000","Part Time","(1c) basic vocational qualification","106","0.0821883858237551","0.0676660416655372","0.0967107299819729"
"Yes","2000","Part Time","(2b) intermediate general qualification","16","","",""
"Yes","2000","Part Time","(2a) intermediate vocational","154","0.143430169338801","0.123983624876146","0.162876713801457"
"Yes","2000","Part Time","(2c_gen) general maturity certificate","26","","",""
"Yes","2000","Part Time","(2c_voc) vocational maturity certificate","33","0.110566395098721","0.0763141930440038","0.144818597153439"
"Yes","2000","Part Time","(3a) lower tertiary education","34","0.148374942606831","0.103863717637339","0.192886167576324"
"Yes","2000","Part Time","(3b) higher tertiary education","54","0.197052533757027","0.152484655867912","0.241620411646142"
"Yes","2000","Not Working","(0) in school","17","","",""
"Yes","2000","Not Working","(1a) inadequately completed","1","","",""
"Yes","2000","Not Working","(1b) general elementary school","36","0.0270783416136437","0.0193307044620302","0.0348259787652573"
"Yes","2000","Not Working","(1c) basic vocational qualification","159","0.0540811789792681","0.0463979955417027","0.0617643624168335"
"Yes","2000","Not Working","(2b) intermediate general qualification","15","","",""
"Yes","2000","Not Working","(2a) intermediate vocational","139","0.139700727570742","0.119120083881089","0.160281371260396"
"Yes","2000","Not Working","(2c_gen) general maturity certificate","29","","",""
"Yes","2000","Not Working","(2c_voc) vocational maturity certificate","42","0.142821884740887","0.105630568421747","0.180013201060026"
"Yes","2000","Not Working","(3a) lower tertiary education","53","0.157981920995083","0.120768524407408","0.195195317582758"
"Yes","2000","Not Working","(3b) higher tertiary education","45","0.150557854011296","0.111856177398715","0.189259530623878"
"No","2000","Full Time","(0) in school","3","","",""
"No","2000","Full Time","(1a) inadequately completed","91","0.934772618391247","0.885633180109523","0.983912056672971"
"No","2000","Full Time","(1b) general elementary school","577","0.964253790035774","0.949348664456748","0.979158915614799"
"No","2000","Full Time","(1c) basic vocational qualification","2392","0.905811417572254","0.894646106595029","0.916976728549479"
"No","2000","Full Time","(2b) intermediate general qualification","220","0.909730601522458","0.873323484593756","0.94613771845116"
"No","2000","Full Time","(2a) intermediate vocational","2361","0.887316943874236","0.875225260942774","0.899408626805698"
"No","2000","Full Time","(2c_gen) general maturity certificate","113","0.881529428932147","0.825762479992779","0.937296377871515"
"No","2000","Full Time","(2c_voc) vocational maturity certificate","598","0.868055215946921","0.842729844608701","0.893380587285141"
"No","2000","Full Time","(3a) lower tertiary education","631","0.813075127479518","0.785118378007953","0.841031876951082"
"No","2000","Full Time","(3b) higher tertiary education","651","0.814574725326826","0.787141881390753","0.842007569262898"
"No","2000","Part Time","(0) in school","59","0.886789384238596","0.811480284893149","0.962098483584044"
"No","2000","Part Time","(1a) inadequately completed","68","0.919759982742436","0.857009856393666","0.982510109091206"
"No","2000","Part Time","(1b) general elementary school","505","0.96156087567865","0.945099823846414","0.978021927510886"
"No","2000","Part Time","(1c) basic vocational qualification","1268","0.917811614176245","0.903289270018027","0.932333958334463"
"No","2000","Part Time","(2b) intermediate general qualification","184","0.890517104640953","0.847243072524284","0.933791136757622"
"No","2000","Part Time","(2a) intermediate vocational","1094","0.856569830661199","0.837123286198543","0.876016375123854"
"No","2000","Part Time","(2c_gen) general maturity certificate","261","0.91257120930716","0.879892284439874","0.945250134174445"
"No","2000","Part Time","(2c_voc) vocational maturity certificate","289","0.889433604901279","0.855181402846561","0.923685806955996"
"No","2000","Part Time","(3a) lower tertiary education","211","0.851625057393169","0.807113832423676","0.896136282362661"
"No","2000","Part Time","(3b) higher tertiary education","252","0.802947466242973","0.758379588353858","0.847515344132088"
"No","2000","Not Working","(0) in school","326","0.940633204867288","0.915624973074527","0.965641436660048"
"No","2000","Not Working","(1a) inadequately completed","245","0.996555142709169","0.989233360229918","1.00387692518842"
"No","2000","Not Working","(1b) general elementary school","1650","0.972921658386356","0.965174021234743","0.98066929553797"
"No","2000","Not Working","(1c) basic vocational qualification","3170","0.945918821020732","0.938235637583167","0.953602004458297"
"No","2000","Not Working","(2b) intermediate general qualification","234","0.92287682697599","0.889739861703946","0.956013792248034"
"No","2000","Not Working","(2a) intermediate vocational","951","0.860299272429258","0.839718628739604","0.880879916118911"
"No","2000","Not Working","(2c_gen) general maturity certificate","259","0.90934987950636","0.876190870188113","0.942508888824606"
"No","2000","Not Working","(2c_voc) vocational maturity certificate","298","0.857178115259113","0.819986798939974","0.894369431578253"
"No","2000","Not Working","(3a) lower tertiary education","316","0.842018079004917","0.804804682417242","0.879231475592592"
"No","2000","Not Working","(3b) higher tertiary education","283","0.849442145988704","0.810740469376122","0.888143822601285"
"Yes","2001","Full Time","(0) in school","","","",""
"Yes","2001","Full Time","(1a) inadequately completed","2","","",""
"Yes","2001","Full Time","(1b) general elementary school","18","","",""
"Yes","2001","Full Time","(1c) basic vocational qualification","217","0.106967311611928","0.0942975280337294","0.119637095190126"
"Yes","2001","Full Time","(2b) intermediate general qualification","14","","",""
"Yes","2001","Full Time","(2a) intermediate vocational","246","0.119659545963833","0.106614633449446","0.13270445847822"
"Yes","2001","Full Time","(2c_gen) general maturity certificate","13","","",""
"Yes","2001","Full Time","(2c_voc) vocational maturity certificate","91","0.157170740260869","0.12824050583469","0.186100974687049"
"Yes","2001","Full Time","(3a) lower tertiary education","111","0.19360251514506","0.164205824942682","0.222999205347438"
"Yes","2001","Full Time","(3b) higher tertiary education","109","0.183964904310567","0.155055079917088","0.212874728704046"
"Yes","2001","Part Time","(0) in school","7","","",""
"Yes","2001","Part Time","(1a) inadequately completed","5","","",""
"Yes","2001","Part Time","(1b) general elementary school","21","","",""
"Yes","2001","Part Time","(1c) basic vocational qualification","92","0.0818043890981699","0.0665807203908048","0.097028057805535"
"Yes","2001","Part Time","(2b) intermediate general qualification","7","","",""
"Yes","2001","Part Time","(2a) intermediate vocational","142","0.136253927866735","0.116562991264145","0.155944864469325"
"Yes","2001","Part Time","(2c_gen) general maturity certificate","33","0.123292031406259","0.0851221648073402","0.161461898005179"
"Yes","2001","Part Time","(2c_voc) vocational maturity certificate","36","0.104312954884734","0.0713338858786479","0.13729202389082"
"Yes","2001","Part Time","(3a) lower tertiary education","34","0.212300414582712","0.160237359682014","0.26436346948341"
"Yes","2001","Part Time","(3b) higher tertiary education","53","0.173233162861973","0.130691120018213","0.215775205705733"
"Yes","2001","Not Working","(0) in school","23","","",""
"Yes","2001","Not Working","(1a) inadequately completed","","","",""
"Yes","2001","Not Working","(1b) general elementary school","28","","",""
"Yes","2001","Not Working","(1c) basic vocational qualification","154","0.0560306966441383","0.0477637985630665","0.06429759472521"
"Yes","2001","Not Working","(2b) intermediate general qualification","12","","",""
"Yes","2001","Not Working","(2a) intermediate vocational","125","0.142290272984635","0.121027667226673","0.163552878742598"
"Yes","2001","Not Working","(2c_gen) general maturity certificate","16","","",""
"Yes","2001","Not Working","(2c_voc) vocational maturity certificate","40","0.153239915315398","0.113956162439094","0.192523668191702"
"Yes","2001","Not Working","(3a) lower tertiary education","48","0.150953712794699","0.113554337971995","0.188353087617403"
"Yes","2001","Not Working","(3b) higher tertiary education","28","","",""
"No","2001","Full Time","(0) in school","5","","",""
"No","2001","Full Time","(1a) inadequately completed","73","0.944821398468725","0.893146734122202","0.996496062815248"
"No","2001","Full Time","(1b) general elementary school","517","0.969225513878233","0.954590975636021","0.983860052120444"
"No","2001","Full Time","(1c) basic vocational qualification","2069","0.893032688388072","0.880362904809874","0.905702471966271"
"No","2001","Full Time","(2b) intermediate general qualification","230","0.939787565400935","0.909939848361571","0.969635282440298"
"No","2001","Full Time","(2a) intermediate vocational","2132","0.880340454036167","0.86729554152178","0.893385366550554"
"No","2001","Full Time","(2c_gen) general maturity certificate","132","0.922629308442041","0.879141657170752","0.96611695971333"
"No","2001","Full Time","(2c_voc) vocational maturity certificate","517","0.842829259739131","0.813899025312951","0.87175949416531"
"No","2001","Full Time","(3a) lower tertiary education","583","0.80639748485494","0.777000794652562","0.835794175057318"
"No","2001","Full Time","(3b) higher tertiary education","581","0.816035095689433","0.787125271295954","0.844944920082912"
"No","2001","Part Time","(0) in school","80","0.935517733383878","0.883907642444366","0.98712782432339"
"No","2001","Part Time","(1a) inadequately completed","55","0.861411851778089","0.773985786443037","0.94883791711314"
"No","2001","Part Time","(1b) general elementary school","469","0.967718635894008","0.952069133154794","0.983368138633222"
"No","2001","Part Time","(1c) basic vocational qualification","1153","0.91819561090183","0.902971942194465","0.933419279609195"
"No","2001","Part Time","(2b) intermediate general qualification","164","0.964757916054288","0.93712097311557","0.992394858993005"
"No","2001","Part Time","(2a) intermediate vocational","1024","0.863746072133265","0.844055135530676","0.883437008735855"
"No","2001","Part Time","(2c_gen) general maturity certificate","252","0.876707968593741","0.838538101994821","0.91487783519266"
"No","2001","Part Time","(2c_voc) vocational maturity certificate","294","0.895687045115266","0.86270797610918","0.928666114121352"
"No","2001","Part Time","(3a) lower tertiary education","203","0.787699585417288","0.73563653051659","0.839762640317986"
"No","2001","Part Time","(3b) higher tertiary education","251","0.826766837138027","0.784224794294268","0.869308879981787"
"No","2001","Not Working","(0) in school","336","0.929532841024126","0.903058411106374","0.956007270941879"
"No","2001","Not Working","(1a) inadequately completed","183","1","1","1"
"No","2001","Not Working","(1b) general elementary school","1377","0.978820171636339","0.971291426381356","0.986348916891322"
"No","2001","Not Working","(1c) basic vocational qualification","2819","0.943969303355862","0.93570240527479","0.952236201436934"
"No","2001","Not Working","(2b) intermediate general qualification","190","0.922271748865927","0.885349231180321","0.959194266551533"
"No","2001","Not Working","(2a) intermediate vocational","912","0.857709727015365","0.836447121257402","0.878972332773327"
"No","2001","Not Working","(2c_gen) general maturity certificate","232","0.943567076424386","0.914847706015139","0.972286446833632"
"No","2001","Not Working","(2c_voc) vocational maturity certificate","283","0.846760084684602","0.807476331808298","0.886043837560906"
"No","2001","Not Working","(3a) lower tertiary education","304","0.849046287205301","0.811646912382597","0.886445662028005"
"No","2001","Not Working","(3b) higher tertiary education","268","0.88972605774929","0.854042607415377","0.925409508083203"
"Yes","2002","Full Time","(0) in school","","","",""
"Yes","2002","Full Time","(1a) inadequately completed","2","","",""
"Yes","2002","Full Time","(1b) general elementary school","21","","",""
"Yes","2002","Full Time","(1c) basic vocational qualification","235","0.112545921286285","0.0990290471813556","0.126062795391215"
"Yes","2002","Full Time","(2b) intermediate general qualification","11","","",""
"Yes","2002","Full Time","(2a) intermediate vocational","307","0.135168857166188","0.121303991922626","0.149033722409749"
"Yes","2002","Full Time","(2c_gen) general maturity certificate","20","","",""
"Yes","2002","Full Time","(2c_voc) vocational maturity certificate","105","0.140813578983215","0.113928669705882","0.167698488260549"
"Yes","2002","Full Time","(3a) lower tertiary education","134","0.198366608491176","0.169615932822443","0.227117284159909"
"Yes","2002","Full Time","(3b) higher tertiary education","167","0.196427323078984","0.16930055746401","0.223554088693959"
"Yes","2002","Part Time","(0) in school","15","","",""
"Yes","2002","Part Time","(1a) inadequately completed","3","","",""
"Yes","2002","Part Time","(1b) general elementary school","17","","",""
"Yes","2002","Part Time","(1c) basic vocational qualification","117","0.101450860708849","0.0843823888119992","0.118519332605699"
"Yes","2002","Part Time","(2b) intermediate general qualification","13","","",""
"Yes","2002","Part Time","(2a) intermediate vocational","186","0.141700703743704","0.122677206856702","0.160724200630705"
"Yes","2002","Part Time","(2c_gen) general maturity certificate","42","0.121944896586026","0.0856940108113863","0.158195782360667"
"Yes","2002","Part Time","(2c_voc) vocational maturity certificate","54","0.119377166664072","0.0854576123471263","0.153296720981018"
"Yes","2002","Part Time","(3a) lower tertiary education","43","0.153035638050156","0.109524637071883","0.196546639028429"
"Yes","2002","Part Time","(3b) higher tertiary education","75","0.171865636068199","0.132565741251117","0.211165530885282"
"Yes","2002","Not Working","(0) in school","25","","",""
"Yes","2002","Not Working","(1a) inadequately completed","1","","",""
"Yes","2002","Not Working","(1b) general elementary school","30","0.0280392947161134","0.0191268205837714","0.0369517688484554"
"Yes","2002","Not Working","(1c) basic vocational qualification","182","0.0626605540350992","0.0538687782125334","0.071452329857665"
"Yes","2002","Not Working","(2b) intermediate general qualification","14","","",""
"Yes","2002","Not Working","(2a) intermediate vocational","176","0.161470290146946","0.139463764083985","0.183476816209907"
"Yes","2002","Not Working","(2c_gen) general maturity certificate","25","","",""
"Yes","2002","Not Working","(2c_voc) vocational maturity certificate","46","0.148274574204246","0.110332917573632","0.186216230834861"
"Yes","2002","Not Working","(3a) lower tertiary education","58","0.15636426250061","0.119001325013965","0.193727199987255"
"Yes","2002","Not Working","(3b) higher tertiary education","67","0.147708745427795","0.1102687605823","0.18514873027329"
"No","2002","Full Time","(0) in school","3","","",""
"No","2002","Full Time","(1a) inadequately completed","65","0.987253684685621","0.960392980119574","1.01411438925167"
"No","2002","Full Time","(1b) general elementary school","469","0.960030983229536","0.94268677782827","0.977375188630802"
"No","2002","Full Time","(1c) basic vocational qualification","1865","0.887454078713715","0.873937204608785","0.900970952818644"
"No","2002","Full Time","(2b) intermediate general qualification","196","0.959698226735872","0.93290701589736","0.986489437574384"
"No","2002","Full Time","(2a) intermediate vocational","2029","0.864831142833812","0.850966277590251","0.878696008077374"
"No","2002","Full Time","(2c_gen) general maturity certificate","127","0.835964113522739","0.776101913218007","0.895826313827472"
"No","2002","Full Time","(2c_voc) vocational maturity certificate","538","0.859186421016785","0.832301511739451","0.886071330294118"
"No","2002","Full Time","(3a) lower tertiary education","605","0.801633391508824","0.772882715840091","0.830384067177557"
"No","2002","Full Time","(3b) higher tertiary education","657","0.803572676921016","0.776445911306041","0.83069944253599"
"No","2002","Part Time","(0) in school","81","0.903097820813513","0.84392167939589","0.962273962231137"
"No","2002","Part Time","(1a) inadequately completed","49","0.934582496379364","0.86737739752771","1.00178759523102"
"No","2002","Part Time","(1b) general elementary school","411","0.966749525454665","0.949763877672359","0.983735173236971"
"No","2002","Part Time","(1c) basic vocational qualification","1085","0.898549139291151","0.881480667394302","0.915617611188001"
"No","2002","Part Time","(2b) intermediate general qualification","192","0.951375344281447","0.921932797333682","0.980817891229212"
"No","2002","Part Time","(2a) intermediate vocational","1105","0.858299296256296","0.839275799369295","0.877322793143298"
"No","2002","Part Time","(2c_gen) general maturity certificate","271","0.878055103413974","0.841804217639333","0.914305989188614"
"No","2002","Part Time","(2c_voc) vocational maturity certificate","297","0.880622833335928","0.846703279018983","0.914542387652874"
"No","2002","Part Time","(3a) lower tertiary education","220","0.846964361949844","0.803453360971571","0.890475362928117"
"No","2002","Part Time","(3b) higher tertiary education","279","0.828134363931801","0.788834469114718","0.867434258748883"
"No","2002","Not Working","(0) in school","370","0.953790564086886","0.933087177695039","0.974493950478733"
"No","2002","Not Working","(1a) inadequately completed","167","0.984340634187679","0.965566788593869","1.00311447978149"
"No","2002","Not Working","(1b) general elementary school","1288","0.971960705283887","0.963048231151545","0.980873179416229"
"No","2002","Not Working","(1c) basic vocational qualification","2737","0.937339445964901","0.928547670142335","0.946131221787467"
"No","2002","Not Working","(2b) intermediate general qualification","186","0.923141964896275","0.886226190871049","0.960057738921501"
"No","2002","Not Working","(2a) intermediate vocational","898","0.838529709853054","0.816523183790093","0.860536235916015"
"No","2002","Not Working","(2c_gen) general maturity certificate","241","0.926127028989341","0.894694064984412","0.95755999299427"
"No","2002","Not Working","(2c_voc) vocational maturity certificate","291","0.851725425795754","0.813783769165139","0.889667082426368"
"No","2002","Not Working","(3a) lower tertiary education","305","0.84363573749939","0.806272800012745","0.880998674986035"
"No","2002","Not Working","(3b) higher tertiary education","278","0.852291254572205","0.81485126972671","0.8897312394177"
"Yes","2003","Full Time","(0) in school","","","",""
"Yes","2003","Full Time","(1a) inadequately completed","3","","",""
"Yes","2003","Full Time","(1b) general elementary school","15","","",""
"Yes","2003","Full Time","(1c) basic vocational qualification","223","0.116581346290923","0.102158842874283","0.131003849707562"
"Yes","2003","Full Time","(2b) intermediate general qualification","13","","",""
"Yes","2003","Full Time","(2a) intermediate vocational","282","0.138895635164974","0.12437146435705","0.153419805972898"
"Yes","2003","Full Time","(2c_gen) general maturity certificate","23","","",""
"Yes","2003","Full Time","(2c_voc) vocational maturity certificate","100","0.154471370303288","0.125908707592605","0.183034033013971"
"Yes","2003","Full Time","(3a) lower tertiary education","114","0.175329089799391","0.146536679900911","0.204121499697871"
"Yes","2003","Full Time","(3b) higher tertiary education","155","0.203734617502806","0.175486864582521","0.23198237042309"
"Yes","2003","Part Time","(0) in school","9","","",""
"Yes","2003","Part Time","(1a) inadequately completed","3","","",""
"Yes","2003","Part Time","(1b) general elementary school","18","","",""
"Yes","2003","Part Time","(1c) basic vocational qualification","132","0.116321000161739","0.097847136142868","0.13479486418061"
"Yes","2003","Part Time","(2b) intermediate general qualification","14","","",""
"Yes","2003","Part Time","(2a) intermediate vocational","178","0.132647153839097","0.11428626855951","0.151008039118684"
"Yes","2003","Part Time","(2c_gen) general maturity certificate","38","0.105382474425327","0.0693537500263637","0.14141119882429"
"Yes","2003","Part Time","(2c_voc) vocational maturity certificate","54","0.102071641966203","0.0714304361885587","0.132712847743848"
"Yes","2003","Part Time","(3a) lower tertiary education","51","0.198718555209198","0.150215044915464","0.247222065502931"
"Yes","2003","Part Time","(3b) higher tertiary education","81","0.241877899021063","0.196493905291968","0.287261892750159"
"Yes","2003","Not Working","(0) in school","33","0.0675453622518001","0.0432531097360911","0.0918376147675092"
"Yes","2003","Not Working","(1a) inadequately completed","1","","",""
"Yes","2003","Not Working","(1b) general elementary school","31","0.0278232320380693","0.018756496209692","0.0368899678664466"
"Yes","2003","Not Working","(1c) basic vocational qualification","163","0.0531700903870365","0.0449412493459079","0.0613989314281651"
"Yes","2003","Not Working","(2b) intermediate general qualification","12","","",""
"Yes","2003","Not Working","(2a) intermediate vocational","168","0.176066976978438","0.153083974187291","0.199049979769585"
"Yes","2003","Not Working","(2c_gen) general maturity certificate","29","","",""
"Yes","2003","Not Working","(2c_voc) vocational maturity certificate","55","0.157584685927349","0.118033507956015","0.197135863898682"
"Yes","2003","Not Working","(3a) lower tertiary education","62","0.175969972905387","0.137932773917205","0.214007171893569"
"Yes","2003","Not Working","(3b) higher tertiary education","73","0.160388652871184","0.121496587460043","0.199280718282326"
"No","2003","Full Time","(0) in school","1","","",""
"No","2003","Full Time","(1a) inadequately completed","61","0.969730665360122","0.927756206483555","1.01170512423669"
"No","2003","Full Time","(1b) general elementary school","410","0.964336539480943","0.946705428537945","0.981967650423942"
"No","2003","Full Time","(1c) basic vocational qualification","1679","0.883418653709077","0.868996150292438","0.897841157125717"
"No","2003","Full Time","(2b) intermediate general qualification","204","0.964563159045825","0.939964521182898","0.989161796908751"
"No","2003","Full Time","(2a) intermediate vocational","1896","0.861104364835026","0.846580194027102","0.87562853564295"
"No","2003","Full Time","(2c_gen) general maturity certificate","115","0.866381337906051","0.809614245322007","0.923148430490094"
"No","2003","Full Time","(2c_voc) vocational maturity certificate","515","0.845528629696712","0.816965966986029","0.874091292407395"
"No","2003","Full Time","(3a) lower tertiary education","556","0.824670910200609","0.795878500302129","0.853463320099089"
"No","2003","Full Time","(3b) higher tertiary education","626","0.796265382497194","0.76801762957691","0.824513135417479"
"No","2003","Part Time","(0) in school","74","0.91111546264102","0.849893272540745","0.972337652741295"
"No","2003","Part Time","(1a) inadequately completed","41","0.929853969372044","0.854391558189991","1.0053163805541"
"No","2003","Part Time","(1b) general elementary school","402","0.955834143317509","0.936184347353776","0.975483939281242"
"No","2003","Part Time","(1c) basic vocational qualification","1025","0.883678999838261","0.86520513581939","0.902152863857132"
"No","2003","Part Time","(2b) intermediate general qualification","173","0.94371257507256","0.910679207556234","0.976745942588886"
"No","2003","Part Time","(2a) intermediate vocational","1133","0.867352846160903","0.848991960881316","0.88571373144049"
"No","2003","Part Time","(2c_gen) general maturity certificate","241","0.894617525574673","0.85858880117571","0.930646249973636"
"No","2003","Part Time","(2c_voc) vocational maturity certificate","321","0.897928358033797","0.867287152256152","0.928569563811441"
"No","2003","Part Time","(3a) lower tertiary education","209","0.801281444790802","0.752777934497069","0.849784955084536"
"No","2003","Part Time","(3b) higher tertiary education","261","0.758122100978937","0.712738107249841","0.803506094708032"
"No","2003","Not Working","(0) in school","377","0.9324546377482","0.908162385232491","0.956746890263909"
"No","2003","Not Working","(1a) inadequately completed","160","0.984961194426364","0.966161474228276","1.00376091462445"
"No","2003","Not Working","(1b) general elementary school","1233","0.972176767961931","0.963110032133553","0.981243503790308"
"No","2003","Not Working","(1c) basic vocational qualification","2693","0.946829909612964","0.938601068571835","0.955058750654092"
"No","2003","Not Working","(2b) intermediate general qualification","181","0.932154581603408","0.896675393883181","0.967633769323634"
"No","2003","Not Working","(2a) intermediate vocational","887","0.823933023021562","0.800950020230415","0.846916025812709"
"No","2003","Not Working","(2c_gen) general maturity certificate","246","0.936949169895153","0.908222507937202","0.965675831853104"
"No","2003","Not Working","(2c_voc) vocational maturity certificate","271","0.842415314072651","0.802864136101318","0.881966492043985"
"No","2003","Not Working","(3a) lower tertiary education","323","0.824030027094613","0.785992828106431","0.862067226082795"
"No","2003","Not Working","(3b) higher tertiary education","269","0.839611347128816","0.800719281717674","0.878503412539957"
"Yes","2004","Full Time","(0) in school","1","","",""
"Yes","2004","Full Time","(1a) inadequately completed","2","","",""
"Yes","2004","Full Time","(1b) general elementary school","18","","",""
"Yes","2004","Full Time","(1c) basic vocational qualification","221","0.129300649252246","0.113580251515679","0.145021046988812"
"Yes","2004","Full Time","(2b) intermediate general qualification","23","","",""
"Yes","2004","Full Time","(2a) intermediate vocational","281","0.142116562321509","0.12708928837803","0.157143836264987"
