"ple0098_v5","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"No","1999","Thuringia","Urban Area","209","0.969602270185014","0.946760192133305","0.992444348236723"
"No","1999","Thuringia","Rural Area","464","0.979037716392298","0.966154618883682","0.991920813900915"
"Yes","2000","Schleswig-Holstein","Urban Area","13","","",""
"Yes","2000","Schleswig-Holstein","Rural Area","34","0.0871743131831381","0.0579533335749795","0.116395292791297"
"Yes","2000","Hamburg","Urban Area","19","","",""
"Yes","2000","Hamburg","Rural Area","","","",""
"Yes","2000","Lower Saxony","Urban Area","89","0.106134285553427","0.0859552426572928","0.126313328449562"
"Yes","2000","Lower Saxony","Rural Area","79","0.0891925562732048","0.0706639078572493","0.10772120468916"
"Yes","2000","Bremen","Urban Area","10","","",""
"Yes","2000","Bremen","Rural Area","","","",""
"Yes","2000","North Rhine-Westphalia","Urban Area","585","0.142851439657958","0.13248735434594","0.153215524969977"
"Yes","2000","North Rhine-Westphalia","Rural Area","4","","",""
"Yes","2000","Hesse","Urban Area","104","0.0979893566997711","0.0811190431865232","0.114859670213019"
"Yes","2000","Hesse","Rural Area","18","","",""
"Yes","2000","Rhineland-Palatinate,Saarland","Urban Area","72","0.0783073450105694","0.0613920134232946","0.0952226765978443"
"Yes","2000","Rhineland-Palatinate,Saarland","Rural Area","9","","",""
"Yes","2000","Baden-Württemberg","Urban Area","242","0.116212570324739","0.103269029472187","0.129156111177292"
"Yes","2000","Baden-Württemberg","Rural Area","23","","",""
"Yes","2000","Bavaria","Urban Area","181","0.136118588820978","0.117633644491216","0.154603533150739"
"Yes","2000","Bavaria","Rural Area","153","0.100968988246833","0.0860324505029315","0.115905525990734"
"Yes","2000","Berlin","Urban Area","50","0.0627476772699212","0.0450216776520496","0.0804736768877928"
"Yes","2000","Berlin","Rural Area","","","",""
"Yes","2000","Brandenburg","Urban Area","8","","",""
"Yes","2000","Brandenburg","Rural Area","36","0.0374310562506255","0.0250711278153153","0.0497909846859357"
"Yes","2000","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Yes","2000","Mecklenburg-Western Pomerania","Rural Area","12","","",""
"Yes","2000","Saxony","Urban Area","34","0.0413993755613623","0.0273468239207488","0.0554519272019759"
"Yes","2000","Saxony","Rural Area","32","0.0501633682808925","0.0359025436698269","0.0644241928919581"
"Yes","2000","Saxony-Anhalt","Urban Area","7","","",""
"Yes","2000","Saxony-Anhalt","Rural Area","22","","",""
"Yes","2000","Thuringia","Urban Area","13","","",""
"Yes","2000","Thuringia","Rural Area","31","0.0421137720718524","0.0275638192123239","0.0566637249313808"
"No","2000","Schleswig-Holstein","Urban Area","220","0.940423483308163","0.910030773958182","0.970816192658145"
"No","2000","Schleswig-Holstein","Rural Area","324","0.912825686816862","0.883604707208703","0.94204666642502"
"No","2000","Hamburg","Urban Area","238","0.941695318423924","0.913047704910143","0.970342931937705"
"No","2000","Hamburg","Rural Area","","","",""
"No","2000","Lower Saxony","Urban Area","806","0.893865714446573","0.873686671550438","0.914044757342707"
"No","2000","Lower Saxony","Rural Area","830","0.910807443726795","0.89227879531084","0.929336092142751"
"No","2000","Bremen","Urban Area","165","0.93762964232435","0.901800711514815","0.973458573133885"
"No","2000","Bremen","Rural Area","","","",""
"No","2000","North Rhine-Westphalia","Urban Area","3794","0.857148560342041","0.846784475030023","0.86751264565406"
"No","2000","North Rhine-Westphalia","Rural Area","122","0.983922436520025","0.961961373058142","1.00588349998191"
"No","2000","Hesse","Urban Area","1089","0.902010643300229","0.885140329786981","0.918880956813477"
"No","2000","Hesse","Rural Area","269","0.928482113283638","0.898669417393878","0.958294809173398"
"No","2000","Rhineland-Palatinate,Saarland","Urban Area","897","0.921692654989431","0.904777323402156","0.938607986576706"
"No","2000","Rhineland-Palatinate,Saarland","Rural Area","303","0.967871496826388","0.948304467739979","0.987438525912797"
"No","2000","Baden-Württemberg","Urban Area","2113","0.883787429675261","0.870843888822708","0.896730970527813"
"No","2000","Baden-Württemberg","Rural Area","223","0.886031024192423","0.846321167053098","0.925740881331747"
"No","2000","Bavaria","Urban Area","1141","0.863881411179023","0.845396466849261","0.882366355508784"
"No","2000","Bavaria","Rural Area","1410","0.899031011753167","0.884094474009266","0.913967549497068"
"No","2000","Berlin","Urban Area","669","0.937252322730079","0.919526323112207","0.95497832234795"
"No","2000","Berlin","Rural Area","","","",""
"No","2000","Brandenburg","Urban Area","53","0.910983054268266","0.839521136425958","0.982444972110573"
"No","2000","Brandenburg","Rural Area","870","0.962568943749375","0.950209015314064","0.974928872184685"
"No","2000","Mecklenburg-Western Pomerania","Urban Area","70","1","1","1"
"No","2000","Mecklenburg-Western Pomerania","Rural Area","442","0.966349725219209","0.949762198485879","0.982937251952539"
"No","2000","Saxony","Urban Area","738","0.958600624438638","0.944548072798024","0.972653176079251"
"No","2000","Saxony","Rural Area","868","0.949836631719107","0.935575807108042","0.964097456330173"
"No","2000","Saxony-Anhalt","Urban Area","257","0.960163946416807","0.936572369086498","0.983755523747116"
"No","2000","Saxony-Anhalt","Rural Area","731","0.966368469003314","0.953492044153802","0.979244893852826"
"No","2000","Thuringia","Urban Area","259","0.945296774950147","0.918272491175549","0.972321058724746"
"No","2000","Thuringia","Rural Area","701","0.957886227928148","0.943336275068619","0.972436180787676"
"Yes","2001","Schleswig-Holstein","Urban Area","13","","",""
"Yes","2001","Schleswig-Holstein","Rural Area","33","0.110237319832094","0.07608279515349","0.144391844510698"
"Yes","2001","Hamburg","Urban Area","18","","",""
"Yes","2001","Hamburg","Rural Area","","","",""
"Yes","2001","Lower Saxony","Urban Area","78","0.112593601286818","0.0909716619019941","0.134215540671641"
"Yes","2001","Lower Saxony","Rural Area","76","0.0876631892959305","0.0683184560742514","0.10700792251761"
"Yes","2001","Bremen","Urban Area","11","","",""
"Yes","2001","Bremen","Rural Area","","","",""
"Yes","2001","North Rhine-Westphalia","Urban Area","498","0.138499631961904","0.127708361200308","0.149290902723499"
"Yes","2001","North Rhine-Westphalia","Rural Area","8","","",""
"Yes","2001","Hesse","Urban Area","86","0.0918474408766583","0.0741925731003411","0.109502308652975"
"Yes","2001","Hesse","Rural Area","19","","",""
"Yes","2001","Rhineland-Palatinate,Saarland","Urban Area","61","0.0689799092946655","0.0523400337054338","0.0856197848838973"
"Yes","2001","Rhineland-Palatinate,Saarland","Rural Area","14","","",""
"Yes","2001","Baden-Württemberg","Urban Area","240","0.138922236889811","0.124076487255463","0.153767986524159"
"Yes","2001","Baden-Württemberg","Rural Area","22","","",""
"Yes","2001","Bavaria","Urban Area","138","0.118698662827586","0.100579317172796","0.136818008482375"
"Yes","2001","Bavaria","Rural Area","155","0.114163526720811","0.0975528536421065","0.130774199799515"
"Yes","2001","Berlin","Urban Area","59","0.0760235719927926","0.0563475960216013","0.0956995479639838"
"Yes","2001","Berlin","Rural Area","","","",""
"Yes","2001","Brandenburg","Urban Area","7","","",""
"Yes","2001","Brandenburg","Rural Area","37","0.0447984420583906","0.0308591128184031","0.058737771298378"
"Yes","2001","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Yes","2001","Mecklenburg-Western Pomerania","Rural Area","13","","",""
"Yes","2001","Saxony","Urban Area","36","0.0430798854921603","0.0284114330958799","0.0577483378884407"
"Yes","2001","Saxony","Rural Area","41","0.0481811729362023","0.0334698503654396","0.0628924955069651"
"Yes","2001","Saxony-Anhalt","Urban Area","12","","",""
"Yes","2001","Saxony-Anhalt","Rural Area","24","","",""
"Yes","2001","Thuringia","Urban Area","13","","",""
"Yes","2001","Thuringia","Rural Area","15","","",""
"No","2001","Schleswig-Holstein","Urban Area","217","0.94278294981251","0.912766953391215","0.972798946233805"
"No","2001","Schleswig-Holstein","Rural Area","290","0.889762680167906","0.855608155489301","0.92391720484651"
"No","2001","Hamburg","Urban Area","208","0.948025272492025","0.919085178355493","0.976965366628557"
"No","2001","Hamburg","Rural Area","","","",""
"No","2001","Lower Saxony","Urban Area","743","0.887406398713182","0.865784459328359","0.909028338098006"
"No","2001","Lower Saxony","Rural Area","745","0.912336810704069","0.89299207748239","0.931681543925749"
"No","2001","Bremen","Urban Area","136","0.916883441096185","0.872257204280914","0.961509677911456"
"No","2001","Bremen","Rural Area","","","",""
"No","2001","North Rhine-Westphalia","Urban Area","3438","0.861500368038096","0.850709097276501","0.872291638799692"
"No","2001","North Rhine-Westphalia","Rural Area","97","0.963160612058332","0.927131048483295","0.999190175633369"
"No","2001","Hesse","Urban Area","942","0.908152559123342","0.890497691347025","0.925807426899659"
"No","2001","Hesse","Rural Area","247","0.938806180970511","0.910002431706061","0.967609930234961"
"No","2001","Rhineland-Palatinate,Saarland","Urban Area","830","0.931020090705334","0.914380215116103","0.947659966294566"
"No","2001","Rhineland-Palatinate,Saarland","Rural Area","265","0.944773509328056","0.917970499431074","0.971576519225038"
"No","2001","Baden-Württemberg","Urban Area","1845","0.861077763110189","0.846232013475841","0.875923512744537"
"No","2001","Baden-Württemberg","Rural Area","194","0.884796163011705","0.84221904093584","0.927373285087569"
"No","2001","Bavaria","Urban Area","1086","0.881301337172414","0.863181991517625","0.899420682827204"
"No","2001","Bavaria","Rural Area","1253","0.885836473279189","0.869225800200485","0.902447146357893"
"No","2001","Berlin","Urban Area","638","0.923976428007207","0.904300452036016","0.943652403978399"
"No","2001","Berlin","Rural Area","","","",""
"No","2001","Brandenburg","Urban Area","56","0.864383704428731","0.779838877323551","0.94892853153391"
"No","2001","Brandenburg","Rural Area","809","0.955201557941609","0.941262228701622","0.969140887181597"
"No","2001","Mecklenburg-Western Pomerania","Urban Area","61","1","1","1"
"No","2001","Mecklenburg-Western Pomerania","Rural Area","401","0.968873619093638","0.952145550532093","0.985601687655184"
"No","2001","Saxony","Urban Area","700","0.95692011450784","0.942251662111559","0.97158856690412"
"No","2001","Saxony","Rural Area","773","0.951818827063798","0.937107504493035","0.96653014963456"
"No","2001","Saxony-Anhalt","Urban Area","230","0.947101302735352","0.918900523198361","0.975302082272342"
"No","2001","Saxony-Anhalt","Rural Area","696","0.969444242568768","0.956872664764378","0.982015820373159"
"No","2001","Thuringia","Urban Area","251","0.951110768924095","0.925099096239191","0.977122441608999"
"No","2001","Thuringia","Rural Area","636","0.984441467314243","0.974934612434147","0.993948322194339"
"Yes","2002","Schleswig-Holstein","Urban Area","19","","",""
"Yes","2002","Schleswig-Holstein","Rural Area","44","0.113861287050632","0.0802946549124332","0.147427919188831"
"Yes","2002","Hamburg","Urban Area","27","","",""
"Yes","2002","Hamburg","Rural Area","","","",""
"Yes","2002","Lower Saxony","Urban Area","103","0.100997136674366","0.0806803600946273","0.121313913254104"
"Yes","2002","Lower Saxony","Rural Area","94","0.0979455065853575","0.0777481248706677","0.118142888300047"
"Yes","2002","Bremen","Urban Area","12","","",""
"Yes","2002","Bremen","Rural Area","","","",""
"Yes","2002","North Rhine-Westphalia","Urban Area","585","0.135378336594699","0.124704951697358","0.14605172149204"
"Yes","2002","North Rhine-Westphalia","Rural Area","5","","",""
"Yes","2002","Hesse","Urban Area","129","0.108891759258065","0.0904076531526725","0.127375865363457"
"Yes","2002","Hesse","Rural Area","23","","",""
"Yes","2002","Rhineland-Palatinate,Saarland","Urban Area","95","0.079371324398096","0.0615113505953925","0.0972312982007994"
"Yes","2002","Rhineland-Palatinate,Saarland","Rural Area","16","","",""
"Yes","2002","Baden-Württemberg","Urban Area","317","0.148865709111556","0.133878698508357","0.163852719714754"
"Yes","2002","Baden-Württemberg","Rural Area","23","","",""
"Yes","2002","Bavaria","Urban Area","214","0.181496821545942","0.160282303918103","0.20271133917378"
"Yes","2002","Bavaria","Rural Area","199","0.121839032814092","0.104549748023194","0.139128317604991"
"Yes","2002","Berlin","Urban Area","49","0.0591585688271671","0.0414003137235326","0.0769168239308017"
"Yes","2002","Berlin","Rural Area","","","",""
"Yes","2002","Brandenburg","Urban Area","9","","",""
"Yes","2002","Brandenburg","Rural Area","46","0.0597337171376002","0.0438575226424699","0.0756099116327306"
"Yes","2002","Mecklenburg-Western Pomerania","Urban Area","1","","",""
"Yes","2002","Mecklenburg-Western Pomerania","Rural Area","20","","",""
"Yes","2002","Saxony","Urban Area","42","0.0410566082706845","0.0267021078979584","0.0554111086434106"
"Yes","2002","Saxony","Rural Area","42","0.053526039465579","0.0379485381386562","0.0691035407925018"
"Yes","2002","Saxony-Anhalt","Urban Area","15","","",""
"Yes","2002","Saxony-Anhalt","Rural Area","31","0.0374725817485233","0.0232191557162767","0.05172600778077"
"Yes","2002","Thuringia","Urban Area","12","","",""
"Yes","2002","Thuringia","Rural Area","24","","",""
"No","2002","Schleswig-Holstein","Urban Area","231","0.950623152401704","0.923766989651922","0.977479315151487"
"No","2002","Schleswig-Holstein","Rural Area","300","0.886138712949368","0.852572080811169","0.919705345087567"
"No","2002","Hamburg","Urban Area","239","0.942321938785673","0.914305543861785","0.97033833370956"
"No","2002","Hamburg","Rural Area","","","",""
"No","2002","Lower Saxony","Urban Area","742","0.899002863325635","0.878686086745896","0.919319639905373"
"No","2002","Lower Saxony","Rural Area","738","0.902054493414643","0.881857111699953","0.922251875129332"
"No","2002","Bremen","Urban Area","142","0.943574017054991","0.907130919476076","0.980017114633905"
"No","2002","Bremen","Rural Area","","","",""
"No","2002","North Rhine-Westphalia","Urban Area","3362","0.864621663405301","0.85394827850796","0.875295048302642"
"No","2002","North Rhine-Westphalia","Rural Area","96","0.98203664886761","0.956133955077618","1.0079393426576"
"No","2002","Hesse","Urban Area","962","0.891108240741935","0.872624134636543","0.909592346847327"
"No","2002","Hesse","Rural Area","231","0.952977666845418","0.92694463909663","0.979010694594206"
"No","2002","Rhineland-Palatinate,Saarland","Urban Area","785","0.920628675601904","0.902768701799201","0.938488649404607"
"No","2002","Rhineland-Palatinate,Saarland","Rural Area","264","0.948840460630247","0.923033967850448","0.974646953410047"
"No","2002","Baden-Württemberg","Urban Area","1850","0.851134290888444","0.836147280285246","0.866121301491643"
"No","2002","Baden-Württemberg","Rural Area","191","0.875312555205255","0.831050238039128","0.919574872371381"
"No","2002","Bavaria","Urban Area","1054","0.818503178454058","0.79728866082622","0.839717696081897"
"No","2002","Bavaria","Rural Area","1176","0.878160967185908","0.860871682395009","0.895450251976806"
"No","2002","Berlin","Urban Area","629","0.940841431172833","0.923083176069198","0.958599686276468"
"No","2002","Berlin","Rural Area","","","",""
"No","2002","Brandenburg","Urban Area","52","0.876224819515824","0.793581503825752","0.958868135205895"
"No","2002","Brandenburg","Rural Area","810","0.9402662828624","0.924390088367269","0.95614247735753"
"No","2002","Mecklenburg-Western Pomerania","Urban Area","57","0.998011654175844","0.986547345751276","1.00947596260041"
"No","2002","Mecklenburg-Western Pomerania","Rural Area","388","0.958669475729391","0.93935477797959","0.977984173479191"
"No","2002","Saxony","Urban Area","692","0.958943391729316","0.944588891356589","0.973297892102042"
"No","2002","Saxony","Rural Area","760","0.946473960534421","0.930896459207498","0.962051461861344"
"No","2002","Saxony-Anhalt","Urban Area","216","0.941361690169009","0.911063890958415","0.971659489379602"
"No","2002","Saxony-Anhalt","Rural Area","651","0.962527418251477","0.94827399221923","0.976780844283723"
"No","2002","Thuringia","Urban Area","254","0.973015043205565","0.953542265165923","0.992487821245206"
"No","2002","Thuringia","Rural Area","612","0.974560267529091","0.962323121184297","0.986797413873886"
"Yes","2003","Schleswig-Holstein","Urban Area","15","","",""
"Yes","2003","Schleswig-Holstein","Rural Area","37","0.112105997928414","0.0777525310624003","0.146459464794427"
"Yes","2003","Hamburg","Urban Area","25","","",""
"Yes","2003","Hamburg","Rural Area","","","",""
"Yes","2003","Lower Saxony","Urban Area","100","0.109346883391757","0.087908433069848","0.130785333713666"
"Yes","2003","Lower Saxony","Rural Area","89","0.11058158138663","0.0889975719849463","0.132165590788313"
"Yes","2003","Bremen","Urban Area","12","","",""
"Yes","2003","Bremen","Rural Area","","","",""
"Yes","2003","North Rhine-Westphalia","Urban Area","592","0.143599175887077","0.132434580255505","0.154763771518649"
"Yes","2003","North Rhine-Westphalia","Rural Area","7","","",""
"Yes","2003","Hesse","Urban Area","124","0.099669702196426","0.081121716890049","0.118217687502803"
"Yes","2003","Hesse","Rural Area","18","","",""
"Yes","2003","Rhineland-Palatinate,Saarland","Urban Area","89","0.0907321201442768","0.071689845300549","0.109774394988005"
"Yes","2003","Rhineland-Palatinate,Saarland","Rural Area","24","","",""
"Yes","2003","Baden-Württemberg","Urban Area","290","0.136206143327293","0.121500692221552","0.150911594433033"
"Yes","2003","Baden-Württemberg","Rural Area","25","","",""
"Yes","2003","Bavaria","Urban Area","196","0.162190109325222","0.141631225281732","0.182748993368712"
"Yes","2003","Bavaria","Rural Area","195","0.127556106284047","0.10944290289714","0.145669309670954"
"Yes","2003","Berlin","Urban Area","54","0.0731929337778548","0.0536025722971342","0.0927832952585754"
"Yes","2003","Berlin","Rural Area","","","",""
"Yes","2003","Brandenburg","Urban Area","8","","",""
"Yes","2003","Brandenburg","Rural Area","46","0.045357836710321","0.0312268638336298","0.0594888095870123"
"Yes","2003","Mecklenburg-Western Pomerania","Urban Area","3","","",""
"Yes","2003","Mecklenburg-Western Pomerania","Rural Area","21","","",""
"Yes","2003","Saxony","Urban Area","45","0.0531443073266619","0.0367704601964886","0.0695181544568352"
"Yes","2003","Saxony","Rural Area","39","0.0476969824574188","0.0326921803460574","0.0627017845687801"
"Yes","2003","Saxony-Anhalt","Urban Area","17","","",""
"Yes","2003","Saxony-Anhalt","Rural Area","35","0.0451080489141758","0.0292019618782539","0.0610141359500977"
"Yes","2003","Thuringia","Urban Area","11","","",""
"Yes","2003","Thuringia","Rural Area","29","","",""
"No","2003","Schleswig-Holstein","Urban Area","219","0.957034613919791","0.931053166345598","0.983016061493984"
"No","2003","Schleswig-Holstein","Rural Area","287","0.887894002071586","0.853540535205573","0.9222474689376"
"No","2003","Hamburg","Urban Area","220","0.925923628261412","0.893129772401044","0.958717484121779"
"No","2003","Hamburg","Rural Area","","","",""
"No","2003","Lower Saxony","Urban Area","714","0.890653116608243","0.869214666286334","0.912091566930152"
"No","2003","Lower Saxony","Rural Area","722","0.88941841861337","0.867834409211687","0.911002428015054"
"No","2003","Bremen","Urban Area","139","0.944023829360061","0.907358745022183","0.980688913697938"
"No","2003","Bremen","Rural Area","","","",""
"No","2003","North Rhine-Westphalia","Urban Area","3198","0.856400824112923","0.845236228481351","0.867565419744495"
"No","2003","North Rhine-Westphalia","Rural Area","81","0.958852155067692","0.91735138775207","1.00035292238331"
"No","2003","Hesse","Urban Area","878","0.900330297803574","0.881782312497197","0.918878283109951"
"No","2003","Hesse","Rural Area","208","0.958863701172571","0.932970549358123","0.984756852987019"
"No","2003","Rhineland-Palatinate,Saarland","Urban Area","785","0.909267879855723","0.890225605011995","0.928310154699451"
"No","2003","Rhineland-Palatinate,Saarland","Rural Area","242","0.901800927115214","0.866039379486051","0.937562474744377"
"No","2003","Baden-Württemberg","Urban Area","1800","0.863793856672707","0.849088405566967","0.878499307778448"
"No","2003","Baden-Württemberg","Rural Area","167","0.855251709956222","0.80548359709076","0.905019822821684"
"No","2003","Bavaria","Urban Area","1039","0.837809890674778","0.817251006631288","0.858368774718268"
"No","2003","Bavaria","Rural Area","1108","0.872443893715953","0.854330690329046","0.89055709710286"
"No","2003","Berlin","Urban Area","625","0.926807066222145","0.907216704741425","0.946397427702866"
"No","2003","Berlin","Rural Area","","","",""
"No","2003","Brandenburg","Urban Area","53","0.900268558688438","0.825074199477264","0.975462917899612"
"No","2003","Brandenburg","Rural Area","787","0.954642163289679","0.940511190412988","0.96877313616637"
"No","2003","Mecklenburg-Western Pomerania","Urban Area","58","0.983978037813378","0.952469102594333","1.01548697303242"
"No","2003","Mecklenburg-Western Pomerania","Rural Area","394","0.944172439411067","0.922083542516937","0.966261336305198"
"No","2003","Saxony","Urban Area","676","0.946855692673338","0.930481845543165","0.963229539803512"
"No","2003","Saxony","Rural Area","736","0.952303017542581","0.93729821543122","0.967307819653943"
"No","2003","Saxony-Anhalt","Urban Area","210","0.913507355685408","0.876941076212838","0.950073635157977"
"No","2003","Saxony-Anhalt","Rural Area","619","0.954891951085824","0.938985864049902","0.970798038121746"
"No","2003","Thuringia","Urban Area","258","0.974996113996427","0.956337595881993","0.993654632110861"
"No","2003","Thuringia","Rural Area","584","0.965441280410613","0.95098156958728","0.979900991233945"
"Yes","2004","Schleswig-Holstein","Urban Area","16","","",""
"Yes","2004","Schleswig-Holstein","Rural Area","33","0.0800172350776547","0.0506098891269068","0.109424581028403"
"Yes","2004","Hamburg","Urban Area","30","0.0740169440798152","0.0410326265067913","0.107001261652839"
"Yes","2004","Hamburg","Rural Area","","","",""
"Yes","2004","Lower Saxony","Urban Area","111","0.1160909493017","0.0938236524749827","0.138358246128417"
"Yes","2004","Lower Saxony","Rural Area","95","0.104193938784238","0.0831284938353896","0.125259383733087"
"Yes","2004","Bremen","Urban Area","17","","",""
"Yes","2004","Bremen","Rural Area","","","",""
"Yes","2004","North Rhine-Westphalia","Urban Area","618","0.151251690839159","0.139666102440584","0.162837279237733"
"Yes","2004","North Rhine-Westphalia","Rural Area","8","","",""
"Yes","2004","Hesse","Urban Area","111","0.104126935452238","0.0847152781482261","0.12353859275625"
"Yes","2004","Hesse","Rural Area","20","","",""
"Yes","2004","Rhineland-Palatinate,Saarland","Urban Area","88","0.0936508307050714","0.0740071292964857","0.113294532113657"
"Yes","2004","Rhineland-Palatinate,Saarland","Rural Area","26","","",""
"Yes","2004","Baden-Württemberg","Urban Area","312","0.14943350261379","0.133924702579323","0.164942302648258"
"Yes","2004","Baden-Württemberg","Rural Area","23","","",""
"Yes","2004","Bavaria","Urban Area","191","0.177524826434406","0.155667099819215","0.199382553049597"
"Yes","2004","Bavaria","Rural Area","200","0.143386037749214","0.124268543147207","0.16250353235122"
"Yes","2004","Berlin","Urban Area","54","0.0699010174052113","0.0505650371955268","0.0892369976148958"
"Yes","2004","Berlin","Rural Area","","","",""
"Yes","2004","Brandenburg","Urban Area","10","","",""
"Yes","2004","Brandenburg","Rural Area","52","0.0677232882434141","0.0501793771230258","0.0852671993638024"
"Yes","2004","Mecklenburg-Western Pomerania","Urban Area","3","","",""
"Yes","2004","Mecklenburg-Western Pomerania","Rural Area","20","","",""
"Yes","2004","Saxony","Urban Area","61","0.0726705569118928","0.0536559282441423","0.0916851855796432"
"Yes","2004","Saxony","Rural Area","50","0.0544782304480904","0.0381259060685894","0.0708305548275915"
"Yes","2004","Saxony-Anhalt","Urban Area","13","","",""
"Yes","2004","Saxony-Anhalt","Rural Area","33","0.0371168949327704","0.0224705011607427","0.0517632887047981"
"Yes","2004","Thuringia","Urban Area","17","","",""
"Yes","2004","Thuringia","Rural Area","35","0.0419241131698286","0.026032814754723","0.0578154115849342"
"No","2004","Schleswig-Holstein","Urban Area","210","0.935674983479365","0.903689985048178","0.967659981910553"
"No","2004","Schleswig-Holstein","Rural Area","294","0.919982764922345","0.890575418971597","0.949390110873093"
"No","2004","Hamburg","Urban Area","212","0.925983055920185","0.892998738347161","0.958967373493209"
"No","2004","Hamburg","Rural Area","","","",""
