"ple0098_v5","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2000","Employed","in school","62","0.892379244949655","0.820294782458047","0.964463707441264","2"
"No","2000","Employed","inadequately","156","0.971907323145446","0.946383593133643","0.997431053157249","2"
"No","2000","Employed","general elemantary","1461","0.945649645507009","0.93430101813968","0.956998272874338","2"
"Yes","2000","Not Employed","in school","17","","","","1"
"Yes","2000","Not Employed","inadequately","1","","","","1"
"Yes","2000","Not Employed","general elemantary","51","0.0330558444324984","0.0250464081891109","0.041065280675886","1"
"Yes","2000","Not Employed","middle vocational","298","0.0765168103347309","0.0686182766351006","0.0844153440343612","1"
"Yes","2000","Not Employed","vocational + Abi","34","0.147944839716472","0.104705209093441","0.191184470339502","1"
"Yes","2000","Not Employed","higher vocational","37","0.0732590107862219","0.0497774353341761","0.0967405862382676","1"
"Yes","2000","Not Employed","higher education","98","0.154455132943883","0.127626335689909","0.181283930197857","1"
"Yes","2000","Employed","in school","9","","","","1"
"Yes","2000","Employed","inadequately","5","","","","1"
"Yes","2000","Employed","general elemantary","72","0.0543503544929911","0.0430017271256621","0.0656989818603201","1"
"Yes","2000","Employed","middle vocational","705","0.103546002012829","0.0966052868423707","0.110486717183287","1"
"Yes","2000","Employed","vocational + Abi","88","0.127320158294696","0.103590605957277","0.151049710632114","1"
"Yes","2000","Employed","higher vocational","139","0.119760707735851","0.101235433757401","0.138285981714301","1"
"Yes","2000","Employed","higher education","324","0.183350603015877","0.16667710048189","0.200024105549864","1"
"No","2001","Not Employed","inadequately","176","0.996246924719528","0.987238712838742","1.00525513660031","2"
"No","2001","Employed","higher education","1618","0.811301803663004","0.793823156343792","0.828780450982216","2"
"No","2001","Employed","middle vocational","6057","0.891781114821088","0.884347503346755","0.899214726295421","2"
"No","2001","Employed","vocational + Abi","634","0.871246923502137","0.846884010353139","0.895609836651135","2"
"No","2001","Employed","higher vocational","910","0.856700694825759","0.835426612603744","0.877974777047775","2"
"No","2001","Not Employed","general elemantary","1553","0.972753824318907","0.964756755947607","0.980750892690207","2"
"No","2001","Not Employed","middle vocational","3660","0.922260823948118","0.913889412976653","0.930632234919583","2"
"No","2001","Employed","in school","85","0.940606241703812","0.892308312658743","0.98890417074888","2"
"No","2001","Employed","inadequately","127","0.974710882305985","0.947722232315429","1.00169953229654","2"
"No","2001","Employed","general elemantary","1360","0.963270226513724","0.953483440631704","0.973057012395744","2"
"No","2001","Not Employed","in school","336","0.929532841024126","0.903058411106374","0.956007270941879","2"
"No","2001","Not Employed","vocational + Abi","211","0.816329686537951","0.768137733237352","0.86452163983855","2"
"No","2001","Not Employed","higher vocational","401","0.94039631873423","0.917993046981143","0.962799590487317","2"
"No","2001","Not Employed","higher education","572","0.868375227795961","0.842344691410279","0.894405764181643","2"
"Yes","2001","Not Employed","in school","23","","","","1"
"Yes","2001","Not Employed","inadequately","1","","","","1"
"Yes","2001","Not Employed","general elemantary","39","0.0272461756810931","0.0192491073097933","0.0352432440523929","1"
"Yes","2001","Not Employed","middle vocational","270","0.077739176051882","0.0693677650804169","0.0861105870233471","1"
"Yes","2001","Not Employed","vocational + Abi","37","0.183670313462049","0.13547836016145","0.231862266762648","1"
"Yes","2001","Not Employed","higher vocational","28","","","","1"
"Yes","2001","Not Employed","higher education","76","0.131624772204039","0.105594235818357","0.157655308589721","1"
"Yes","2001","Employed","in school","7","","","","1"
"Yes","2001","Employed","inadequately","3","","","","1"
"Yes","2001","Employed","general elemantary","59","0.036729773486276","0.0269429876042556","0.0465165593682964","1"
"Yes","2001","Employed","middle vocational","652","0.108218885178912","0.100785273704579","0.115652496653245","1"
"Yes","2001","Employed","vocational + Abi","92","0.128753076497863","0.104390163348865","0.153115989646861","1"
"Yes","2001","Employed","higher vocational","132","0.143299305174241","0.122025222952225","0.164573387396256","1"
"Yes","2001","Employed","higher education","307","0.188698196336996","0.171219549017784","0.206176843656208","1"
"No","2002","Employed","middle vocational","5797","0.880218265566001","0.87238041390002","0.888056117231982","2"
"No","2002","Not Employed","inadequately","157","0.997480351653572","0.989663323270494","1.00529738003665","2"
"No","2002","Not Employed","general elemantary","1462","0.966681692895455","0.957614704675527","0.975748681115384","2"
"No","2002","Employed","vocational + Abi","659","0.879337733625757","0.856375087231214","0.902300380020299","2"
"No","2002","Employed","higher vocational","893","0.846290433164712","0.824506110026366","0.868074756303058","2"
"No","2002","Employed","higher education","1761","0.812527590502383","0.796144056632135","0.828911124372632","2"
"No","2002","Not Employed","middle vocational","3569","0.911602642696745","0.902718475464412","0.920486809929078","2"
"No","2002","Not Employed","vocational + Abi","228","0.848347922611408","0.805484866448482","0.891210978774333","2"
"No","2002","Not Employed","higher vocational","399","0.912847571591114","0.886341684648776","0.939353458533453","2"
"No","2002","Not Employed","higher education","583","0.847889279298421","0.82143591296307","0.874342645633773","2"
"No","2002","Employed","in school","83","0.910035490541463","0.853385502024045","0.966685479058882","2"
"No","2002","Employed","inadequately","119","0.988678303245189","0.969748734106687","1.00760787238369","2"
"No","2002","Employed","general elemantary","1244","0.960713504984758","0.950177036010388","0.971249973959128","2"
"No","2002","Not Employed","in school","370","0.953790564086886","0.933087177695039","0.974493950478733","2"
"Yes","2002","Not Employed","in school","25","","","","1"
"Yes","2002","Not Employed","inadequately","1","","","","1"
"Yes","2002","Not Employed","general elemantary","43","0.0333183071045445","0.0242513188846159","0.0423852953244731","1"
"Yes","2002","Not Employed","middle vocational","353","0.088397357303255","0.079513190070922","0.0972815245355881","1"
"Yes","2002","Not Employed","vocational + Abi","41","0.151652077388592","0.108789021225667","0.194515133551518","1"
"Yes","2002","Not Employed","higher vocational","36","0.0871524284088855","0.0606465414665472","0.113658315351224","1"
"Yes","2002","Not Employed","higher education","125","0.152110720701579","0.125657354366227","0.178564087036931","1"
"Yes","2002","Employed","in school","15","","","","1"
"Yes","2002","Employed","inadequately","1","","","","1"
"Yes","2002","Employed","general elemantary","62","0.0392864950152423","0.0287500260408723","0.0498229639896123","1"
"Yes","2002","Employed","middle vocational","796","0.119781734433999","0.111943882768018","0.12761958609998","1"
"Yes","2002","Employed","vocational + Abi","114","0.120662266374243","0.0976996199797009","0.143624912768786","1"
"Yes","2002","Employed","higher vocational","160","0.153709566835288","0.131925243696942","0.175493889973634","1"
"Yes","2002","Employed","higher education","419","0.187472409497617","0.171088875627368","0.203855943367865","1"
"No","2003","Not Employed","inadequately","155","1","1","1","2"
"No","2003","Not Employed","vocational + Abi","202","0.84192118325577","0.796608375445538","0.887233991066003","2"
"No","2003","Employed","middle vocational","5450","0.878191697314172","0.870063000567272","0.886320394061071","2"
"No","2003","Not Employed","general elemantary","1397","0.967411752478945","0.958241041055162","0.976582463902727","2"
"No","2003","Not Employed","middle vocational","3521","0.915891417401429","0.907129925746254","0.924652909056605","2"
"No","2003","Employed","vocational + Abi","656","0.858483110315027","0.833975125829369","0.882991094800685","2"
"No","2003","Employed","higher vocational","855","0.854348835829451","0.832496108420471","0.87620156323843","2"
"No","2003","Employed","higher education","1652","0.799367980223875","0.782044820370048","0.816691140077702","2"
"No","2003","Not Employed","in school","377","0.9324546377482","0.908162385232491","0.956746890263909","2"
"No","2003","Not Employed","higher vocational","402","0.907045309981476","0.879820960133684","0.934269659829268","2"
"No","2003","Not Employed","higher education","592","0.831390535504204","0.804174529114194","0.858606541894214","2"
"No","2003","Employed","in school","75","0.913030396890526","0.852769608354751","0.973291185426301","2"
"No","2003","Employed","inadequately","102","0.972437781914023","0.94112357363291","1.00375199019514","2"
"No","2003","Employed","general elemantary","1171","0.958277688903595","0.947103258314326","0.969452119492864","2"
"Yes","2003","Not Employed","in school","33","0.0675453622518001","0.0432531097360911","0.0918376147675092","1"
"Yes","2003","Not Employed","inadequately","","","","","1"
"Yes","2003","Not Employed","general elemantary","43","0.0325882475210555","0.023417536097273","0.0417589589448379","1"
"Yes","2003","Not Employed","middle vocational","334","0.0841085825985706","0.0753470909433946","0.0928700742537465","1"
"Yes","2003","Not Employed","vocational + Abi","47","0.15807881674423","0.112766008933997","0.203391624554462","1"
"Yes","2003","Not Employed","higher vocational","35","0.092954690018524","0.0657303401707321","0.120179039866316","1"
"Yes","2003","Not Employed","higher education","135","0.168609464495796","0.141393458105786","0.195825470885806","1"
"Yes","2003","Employed","in school","9","","","","1"
"Yes","2003","Employed","inadequately","3","","","","1"
"Yes","2003","Employed","general elemantary","59","0.0417223110964052","0.0305478805071359","0.0528967416856745","1"
"Yes","2003","Employed","middle vocational","769","0.121808302685828","0.113679605938929","0.129936999432728","1"
"Yes","2003","Employed","vocational + Abi","121","0.141516889684973","0.117008905199315","0.166024874170631","1"
"Yes","2003","Employed","higher vocational","146","0.14565116417055","0.12379843676157","0.167503891579529","1"
"Yes","2003","Employed","higher education","401","0.200632019776125","0.183308859922298","0.217955179629952","1"
"No","2004","Not Employed","vocational + Abi","200","0.842538352592756","0.796457054427061","0.888619650758451","2"
"No","2004","Not Employed","inadequately","149","1","1","1","2"
"No","2004","Not Employed","general elemantary","1335","0.968266416951329","0.959024734120857","0.977508099781802","2"
"No","2004","Not Employed","middle vocational","3487","0.912519045817694","0.903583858490508","0.921454233144881","2"
"No","2004","Employed","middle vocational","5185","0.871903162294709","0.863410781935487","0.88039554265393","2"
"No","2004","Employed","vocational + Abi","645","0.85284391483297","0.828061869162269","0.877625960503672","2"
"No","2004","Employed","higher education","1554","0.783771682241475","0.765661663306038","0.801881701176911","2"
"No","2004","Employed","higher vocational","789","0.828584984083344","0.804632487134085","0.852537481032603","2"
"No","2004","Not Employed","in school","385","0.935364584264859","0.911905146477832","0.958824022051886","2"
"No","2004","Not Employed","higher vocational","403","0.887262195540866","0.858040688551843","0.916483702529889","2"
"No","2004","Not Employed","higher education","613","0.828253716271995","0.801207086205166","0.855300346338823","2"
"No","2004","Employed","in school","65","0.787397733859611","0.694176841455107","0.880618626264115","2"
"No","2004","Employed","inadequately","100","1","1","1","2"
"No","2004","Employed","general elemantary","1058","0.933643359422116","0.919118021558482","0.94816869728575","2"
"Yes","2004","Not Employed","in school","37","0.0646354157351408","0.0411759779481139","0.0880948535221677","1"
"Yes","2004","Not Employed","inadequately","","","","","1"
"Yes","2004","Not Employed","general elemantary","47","0.0317335830486707","0.022491900218198","0.0409752658791434","1"
"Yes","2004","Not Employed","middle vocational","354","0.0874809541823057","0.0785457668551192","0.0964161415094921","1"
"Yes","2004","Not Employed","vocational + Abi","40","0.157461647407244","0.111380349241549","0.203542945572939","1"
"Yes","2004","Not Employed","higher vocational","47","0.112737804459134","0.0835162974701112","0.141959311448156","1"
"Yes","2004","Not Employed","higher education","134","0.171746283728006","0.144699653661178","0.198792913794834","1"
"Yes","2004","Employed","in school","9","","","","1"
"Yes","2004","Employed","inadequately","","","","","1"
"Yes","2004","Employed","general elemantary","70","0.0663566405778841","0.0518313027142501","0.0808819784415181","1"
"Yes","2004","Employed","middle vocational","764","0.128096837705291","0.11960445734607","0.136589218064513","1"
"Yes","2004","Employed","vocational + Abi","140","0.14715608516703","0.122374039496328","0.171938130837731","1"
"Yes","2004","Employed","higher vocational","162","0.171415015916656","0.147462518967397","0.195367512865915","1"
"Yes","2004","Employed","higher education","431","0.216228317758525","0.198118298823089","0.234338336693962","1"
"No","2005","Not Employed","inadequately","149","0.985124625363395","0.965752288814119","1.00449696191267","2"
"No","2005","Not Employed","general elemantary","1267","0.962494578659222","0.952205923448668","0.972783233869776","2"
"No","2005","Not Employed","middle vocational","3281","0.90290358436296","0.893304568974085","0.912502599751834","2"
"No","2005","Not Employed","vocational + Abi","194","0.803804476616728","0.753667363135678","0.853941590097778","2"
"No","2005","Employed","middle vocational","4792","0.850356247618306","0.841025789688158","0.859686705548455","2"
"No","2005","Employed","vocational + Abi","608","0.827489647708211","0.800751010133056","0.854228285283365","2"
"No","2005","Employed","higher education","1508","0.773666512247527","0.754997525647798","0.792335498847256","2"
"No","2005","Employed","higher vocational","743","0.820412185487627","0.795376545390447","0.845447825584807","2"
"No","2005","Not Employed","in school","400","0.931018677053346","0.907065737445656","0.954971616661036","2"
"No","2005","Not Employed","higher vocational","364","0.8734921424305","0.841236458024536","0.905747826836464","2"
"No","2005","Not Employed","higher education","599","0.850902461411206","0.825152324150626","0.876652598671786","2"
"No","2005","Employed","in school","70","0.83596017229725","0.753779775226309","0.918140569368192","2"
"No","2005","Employed","inadequately","86","1","1","1","2"
"No","2005","Employed","general elemantary","957","0.936638140675987","0.921673231761478","0.951603049590497","2"
"Yes","2005","Not Employed","in school","30","0.0689813229466541","0.0450283833389642","0.0929342625543441","1"
"Yes","2005","Not Employed","inadequately","1","","","","1"
"Yes","2005","Not Employed","general elemantary","43","0.0375054213407784","0.0272167661302243","0.0477940765513324","1"
"Yes","2005","Not Employed","middle vocational","374","0.0970964156370405","0.0874974002481664","0.106695431025915","1"
"Yes","2005","Not Employed","vocational + Abi","47","0.196195523383272","0.146058409902222","0.246332636864322","1"
"Yes","2005","Not Employed","higher vocational","44","0.1265078575695","0.0942521731635358","0.158763541975464","1"
"Yes","2005","Not Employed","higher education","136","0.149097538588794","0.123347401328214","0.174847675849374","1"
"Yes","2005","Employed","in school","8","","","","1"
"Yes","2005","Employed","inadequately","","","","","1"
"Yes","2005","Employed","general elemantary","61","0.0633618593240129","0.0483969504095035","0.0783267682385224","1"
"Yes","2005","Employed","middle vocational","823","0.149643752381694","0.140313294451545","0.158974210311842","1"
"Yes","2005","Employed","vocational + Abi","159","0.172510352291789","0.145771714716635","0.199248989866944","1"
"Yes","2005","Employed","higher vocational","160","0.179587814512373","0.154552174415193","0.204623454609553","1"
"Yes","2005","Employed","higher education","422","0.226333487752473","0.207664501152745","0.245002474352202","1"
"No","2006","Not Employed","in school","214","0.911105128769042","0.874563093808235","0.947647163729848","2"
"No","2006","Not Employed","inadequately","147","0.976346062420202","0.951945009344804","1.0007471154956","2"
"No","2006","Not Employed","general elemantary","1364","0.959240016744449","0.948940968161876","0.969539065327022","2"
"No","2006","Not Employed","middle vocational","3652","0.895935005557876","0.88661579019637","0.905254220919381","2"
"No","2006","Not Employed","vocational + Abi","198","0.797986019536226","0.749182654121305","0.846789384951147","2"
"No","2006","Employed","higher education","1580","0.739719972406764","0.720979825026221","0.758460119787308","2"
"No","2006","Employed","middle vocational","4896","0.835288616258472","0.825835227455401","0.844742005061542","2"
"No","2006","Employed","vocational + Abi","625","0.763596381974955","0.734726472751892","0.792466291198017","2"
"No","2006","Employed","higher vocational","757","0.818457355430659","0.793630028993793","0.843284681867524","2"
"No","2006","Not Employed","higher vocational","401","0.861368833138915","0.830061203998626","0.892676462279205","2"
"No","2006","Not Employed","higher education","652","0.809431042049883","0.782727824950638","0.836134259149128","2"
"No","2006","Employed","in school","49","0.758020822668533","0.642718057640516","0.873323587696549","2"
"No","2006","Employed","inadequately","86","0.95534453491876","0.912190235040544","0.998498834796975","2"
"No","2006","Employed","general elemantary","909","0.936778740708321","0.921565511227163","0.95199197018948","2"
"Yes","2006","Not Employed","in school","19","","","","1"
"Yes","2006","Not Employed","inadequately","2","","","","1"
"Yes","2006","Not Employed","general elemantary","52","0.0407599832555514","0.0304609346729784","0.0510590318381244","1"
"Yes","2006","Not Employed","middle vocational","472","0.104064994442124","0.094745779080619","0.11338420980363","1"
"Yes","2006","Not Employed","vocational + Abi","62","0.202013980463774","0.153210615048853","0.250817345878695","1"
"Yes","2006","Not Employed","higher vocational","67","0.138631166861085","0.107323537720795","0.169938796001374","1"
"Yes","2006","Not Employed","higher education","179","0.190568957950117","0.163865740850872","0.217272175049362","1"
"Yes","2006","Employed","in school","4","","","","1"
"Yes","2006","Employed","inadequately","2","","","","1"
"Yes","2006","Employed","general elemantary","74","0.0632212592916788","0.0480080298105203","0.0784344887728372","1"
"Yes","2006","Employed","middle vocational","1018","0.164711383741528","0.155257994938458","0.174164772544599","1"
"Yes","2006","Employed","vocational + Abi","207","0.236403618025045","0.207533708801983","0.265273527248108","1"
"Yes","2006","Employed","higher vocational","169","0.181542644569341","0.156715318132475","0.206369971006207","1"
"Yes","2006","Employed","higher education","526","0.260280027593236","0.241539880212692","0.279020174973779","1"
"No","2007","Not Employed","in school","203","0.941071343521969","0.910023853334823","0.972118833709115","2"
"No","2007","Not Employed","inadequately","136","0.980669291598122","0.957613874667197","1.00372470852905","2"
"No","2007","Not Employed","general elemantary","1196","0.958375728298525","0.947307944594698","0.969443512002352","2"
"No","2007","Not Employed","middle vocational","3311","0.874955253334316","0.864432954390028","0.885477552278604","2"
"No","2007","Not Employed","vocational + Abi","182","0.7643001271009","0.711368986273777","0.817231267928023","2"
"No","2007","Employed","middle vocational","4560","0.828393507149713","0.818493677123193","0.838293337176233","2"
"No","2007","Employed","vocational + Abi","589","0.736335366248165","0.705687403575197","0.766983328921133","2"
"No","2007","Employed","higher vocational","648","0.755213582131602","0.726274902004285","0.784152262258919","2"
"No","2007","Employed","higher education","1462","0.721680403037861","0.702038776789965","0.741322029285757","2"
"No","2007","Not Employed","higher vocational","386","0.859870660831458","0.827546494689376","0.892194826973541","2"
"No","2007","Not Employed","higher education","629","0.796154620001481","0.768698163781451","0.823611076221511","2"
"No","2007","Employed","in school","37","0.84938468322414","0.738542549420598","0.960226817027682","2"
"No","2007","Employed","inadequately","73","0.981276634564894","0.950802668422421","1.01175060070737","2"
"No","2007","Employed","general elemantary","795","0.92691142935914","0.909556011567741","0.944266847150539","2"
"Yes","2007","Not Employed","in school","18","","","","1"
"Yes","2007","Not Employed","inadequately","1","","","","1"
"Yes","2007","Not Employed","general elemantary","55","0.041624271701475","0.0305564879976481","0.0526920554053019","1"
"Yes","2007","Not Employed","middle vocational","485","0.125044746665684","0.114522447721396","0.135567045609972","1"
"Yes","2007","Not Employed","vocational + Abi","65","0.2356998728991","0.182768732071976","0.288631013726223","1"
"Yes","2007","Not Employed","higher vocational","57","0.140129339168542","0.107805173026459","0.172453505310624","1"
"Yes","2007","Not Employed","higher education","198","0.203845379998519","0.176388923778489","0.231301836218549","1"
"Yes","2007","Employed","in school","3","","","","1"
"Yes","2007","Employed","inadequately","3","","","","1"
"Yes","2007","Employed","general elemantary","69","0.07308857064086","0.0557331528494611","0.0904439884322589","1"
"Yes","2007","Employed","middle vocational","1012","0.171606492850287","0.161706662823767","0.181506322876807","1"
"Yes","2007","Employed","vocational + Abi","205","0.263664633751835","0.233016671078867","0.294312596424803","1"
"Yes","2007","Employed","higher vocational","200","0.244786417868398","0.215847737741081","0.273725097995715","1"
"Yes","2007","Employed","higher education","538","0.278319596962139","0.258677970714243","0.297961223210035","1"
"No","2008","Not Employed","in school","205","0.911898633566129","0.874944886997907","0.948852380134351","2"
"No","2008","Not Employed","inadequately","115","0.975108260414134","0.946756949901238","1.00345957092703","2"
"No","2008","Not Employed","general elemantary","1081","0.93348234487041","0.919111621857243","0.947853067883577","2"
"No","2008","Not Employed","middle vocational","3016","0.855023322725234","0.8434170857543","0.866629559696169","2"
"No","2008","Not Employed","vocational + Abi","160","0.720295603638018","0.661384021302118","0.779207185973919","2"
"No","2008","Employed","middle vocational","4254","0.795303922512793","0.784513415848177","0.806094429177409","2"
"No","2008","Employed","vocational + Abi","539","0.719035831829286","0.687185195846337","0.750886467812236","2"
"No","2008","Employed","higher vocational","593","0.747860197881577","0.717483247169141","0.778237148594012","2"
"No","2008","Employed","higher education","1343","0.670039389416702","0.649029354529179","0.691049424304226","2"
"No","2008","Not Employed","higher vocational","348","0.823832124406281","0.78700143059753","0.860662818215031","2"
"No","2008","Not Employed","higher education","598","0.753235466713433","0.723780745000303","0.782690188426564","2"
"No","2008","Employed","in school","45","0.817652750193661","0.712703224804797","0.922602275582525","2"
"No","2008","Employed","inadequately","63","0.951911004028633","0.900293482005741","1.00352852605153","2"
"No","2008","Employed","general elemantary","729","0.900477523574275","0.879836109967862","0.921118937180688","2"
"Yes","2008","Not Employed","vocational + Abi","63","0.279704396361982","0.220792814026081","0.338615978697882","1"
"Yes","2008","Not Employed","higher vocational","63","0.176167875593719","0.139337181784969","0.21299856940247","1"
"Yes","2008","Not Employed","higher education","225","0.246764533286567","0.217309811573436","0.276219254999697","1"
"Yes","2008","Employed","in school","7","","","","1"
"Yes","2008","Employed","inadequately","3","","","","1"
"Yes","2008","Not Employed","in school","21","","","","1"
"Yes","2008","Not Employed","inadequately","1","","","","1"
"Yes","2008","Not Employed","general elemantary","74","0.06651765512959","0.0521469321164229","0.0808883781427572","1"
"Yes","2008","Not Employed","middle vocational","519","0.144976677274766","0.133370440303831","0.1565829142457","1"
"Yes","2008","Employed","general elemantary","79","0.0995224764257248","0.0788810628193119","0.120163890032138","1"
"Yes","2008","Employed","middle vocational","1117","0.204696077487207","0.193905570822591","0.215486584151823","1"
"Yes","2008","Employed","vocational + Abi","226","0.280964168170714","0.249113532187764","0.312814804153663","1"
"Yes","2008","Employed","higher vocational","192","0.252139802118423","0.221762851405987","0.282516752830859","1"
"Yes","2008","Employed","higher education","581","0.329960610583298","0.308950575695774","0.350970645470821","1"
"No","2009","Not Employed","in school","","","","","2"
"No","2009","Not Employed","inadequately","","","","","2"
"No","2009","Not Employed","general elemantary","","","","","2"
"No","2009","Not Employed","middle vocational","","","","","2"
"No","2009","Not Employed","vocational + Abi","","","","","2"
"No","2009","Employed","middle vocational","","","","","2"
"No","2009","Employed","vocational + Abi","","","","","2"
"No","2009","Employed","higher vocational","","","","","2"
"No","2009","Employed","higher education","","","","","2"
"No","2009","Not Employed","higher vocational","","","","","2"
"No","2009","Not Employed","higher education","","","","","2"
"No","2009","Employed","in school","","","","","2"
"No","2009","Employed","inadequately","","","","","2"
"No","2009","Employed","general elemantary","","","","","2"
"Yes","2009","Not Employed","vocational + Abi","","","","","1"
"Yes","2009","Not Employed","higher vocational","","","","","1"
"Yes","2009","Not Employed","higher education","","","","","1"
"Yes","2009","Employed","in school","","","","","1"
"Yes","2009","Employed","inadequately","","","","","1"
"Yes","2009","Not Employed","in school","","","","","1"
"Yes","2009","Not Employed","inadequately","","","","","1"
"Yes","2009","Not Employed","general elemantary","","","","","1"
"Yes","2009","Not Employed","middle vocational","","","","","1"
"Yes","2009","Employed","general elemantary","","","","","1"
"Yes","2009","Employed","middle vocational","","","","","1"
"Yes","2009","Employed","vocational + Abi","","","","","1"
"Yes","2009","Employed","higher vocational","","","","","1"
"Yes","2009","Employed","higher education","","","","","1"
"No","2010","Not Employed","in school","239","0.914753359786042","0.881748918408593","0.947757801163491","2"
"No","2010","Not Employed","inadequately","211","1","1","1","2"
"No","2010","Not Employed","general elemantary","1241","0.937833225448707","0.924787683628981","0.950878767268434","2"
"No","2010","Not Employed","middle vocational","3354","0.853203027483464","0.842114397022189","0.864291657944739","2"
"No","2010","Not Employed","vocational + Abi","294","0.70434584062389","0.658939426895858","0.749752254351923","2"
"No","2010","Not Employed","higher vocational","329","0.819201819092778","0.781627765522557","0.856775872663","2"
"No","2010","Not Employed","higher education","665","0.733355948976787","0.705011654938577","0.761700243014998","2"
"No","2010","Employed","in school","49","0.824467680659066","0.727397139949517","0.921538221368616","2"
"No","2010","Employed","inadequately","117","0.905966968108506","0.855003471210694","0.956930465006319","2"
"No","2010","Employed","general elemantary","979","0.883922282254951","0.864888937479","0.902955627030901","2"
"No","2010","Employed","middle vocational","5432","0.7852055983122","0.775538621796563","0.794872574827836","2"
"No","2010","Employed","vocational + Abi","817","0.675285023780469","0.648646052461287","0.70192399509965","2"
"No","2010","Employed","higher vocational","701","0.730303487104791","0.702389117224885","0.758217856984698","2"
"No","2010","Employed","higher education","1839","0.648813749079178","0.630680616366494","0.666946881791863","2"
"Yes","2010","Not Employed","vocational + Abi","94","0.29565415937611","0.250247745648077","0.341060573104142","1"
"Yes","2010","Not Employed","higher vocational","74","0.180798180907222","0.143224127337","0.218372234477443","1"
"Yes","2010","Not Employed","higher education","270","0.266644051023213","0.238299756985002","0.294988345061423","1"
"Yes","2010","Employed","in school","10","","","","1"
"Yes","2010","Employed","inadequately","9","","","","1"
"Yes","2010","Not Employed","in school","36","0.0852466402139577","0.0522421988365086","0.118251081591407","1"
"Yes","2010","Not Employed","inadequately","","","","","1"
"Yes","2010","Not Employed","general elemantary","75","0.0621667745512927","0.0491212327315664","0.0752123163710189","1"
"Yes","2010","Not Employed","middle vocational","559","0.146796972516536","0.135708342055261","0.157885602977811","1"
"Yes","2010","Employed","general elemantary","109","0.116077717745049","0.0970443729690985","0.135111062521","1"
