"ple0098_v5","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Yes","2000","66 and older","East Germany","5","","","","1"
"No","2001","16-34 y.","West Germany","3874","0.904122876276825","0.895274336100973","0.912971416452677","2"
"No","2001","16-34 y.","East Germany","1327","0.936824432256541","0.92415763419512","0.949491230317962","2"
"No","2001","66 and older","West Germany","2098","0.91110179325533","0.899458208815982","0.922745377694678","2"
"No","2001","66 and older","East Germany","837","0.992841209339636","0.987153510449179","0.998528908230093","2"
"No","2001","35-65 y.","West Germany","6896","0.871094941254861","0.863668907626032","0.87852097488369","2"
"No","2001","35-65 y.","East Germany","2755","0.952714273941827","0.944966585701684","0.960461962181969","2"
"Yes","2001","16-34 y.","West Germany","379","0.0958771237231747","0.0870285835473227","0.104725663899027","1"
"Yes","2001","16-34 y.","East Germany","90","0.0631755677434588","0.0505087696820378","0.0758423658048797","1"
"Yes","2001","35-65 y.","West Germany","926","0.128905058745139","0.12147902511631","0.136331092373968","1"
"Yes","2001","35-65 y.","East Germany","128","0.0472857260581736","0.0395380378180314","0.0550334142983157","1"
"Yes","2001","66 and older","West Germany","197","0.0888982067446699","0.0772546223053218","0.100541791184018","1"
"Yes","2001","66 and older","East Germany","7","","","","1"
"No","2002","16-34 y.","West Germany","3669","0.901623452991428","0.892497216077388","0.910749689905468","2"
"No","2002","16-34 y.","East Germany","1275","0.923143672756996","0.909090220909896","0.937197124604097","2"
"No","2002","66 and older","West Germany","2109","0.890836427409762","0.878344660498924","0.9033281943206","2"
"No","2002","66 and older","East Germany","888","0.994133934508272","0.989130911774437","0.999136957242108","2"
"No","2002","35-65 y.","West Germany","6913","0.866897916233964","0.859517758311396","0.874278074156532","2"
"No","2002","35-65 y.","East Germany","2630","0.949776534733901","0.941660692740092","0.957892376727711","2"
"Yes","2002","16-34 y.","West Germany","422","0.0983765470085723","0.0892503100945324","0.107502783922612","1"
"Yes","2002","16-34 y.","East Germany","105","0.0768563272430038","0.0628028753959033","0.0909097790901042","1"
"Yes","2002","35-65 y.","West Germany","1225","0.133102083766036","0.125721925843468","0.140482241688604","1"
"Yes","2002","35-65 y.","East Germany","152","0.0502234652660985","0.042107623272289","0.0583393072599079","1"
"Yes","2002","66 and older","West Germany","285","0.109163572590238","0.0966718056793996","0.121655339501076","1"
"Yes","2002","66 and older","East Germany","7","","","","1"
"No","2003","16-34 y.","West Germany","3443","0.895830619417232","0.886188720580471","0.905472518253993","2"
"No","2003","16-34 y.","East Germany","1230","0.909620663187521","0.894314445744494","0.924926880630548","2"
"No","2003","66 and older","West Germany","2125","0.891561400684744","0.879144955672215","0.903977845697274","2"
"No","2003","66 and older","East Germany","897","0.986697894112459","0.979266590533476","0.994129197691441","2"
"No","2003","35-65 y.","West Germany","6564","0.865643179847179","0.858040166522658","0.8732461931717","2"
"No","2003","35-65 y.","East Germany","2548","0.948754758304106","0.940434613692799","0.957074902915414","2"
"Yes","2003","16-34 y.","West Germany","413","0.104169380582768","0.094527481746007","0.113811279419529","1"
"Yes","2003","16-34 y.","East Germany","118","0.0903793368124795","0.0750731193694525","0.105685554255506","1"
"Yes","2003","35-65 y.","West Germany","1165","0.134356820152821","0.1267538068283","0.141959833477342","1"
"Yes","2003","35-65 y.","East Germany","150","0.0512452416958935","0.0429250970845858","0.0595653863072011","1"
"Yes","2003","66 and older","West Germany","284","0.108438599315256","0.0960221543027262","0.120855044327785","1"
"Yes","2003","66 and older","East Germany","16","","","","1"
"No","2004","16-34 y.","West Germany","3229","0.889178751931919","0.879017249692485","0.899340254171354","2"
"No","2004","16-34 y.","East Germany","1194","0.918983072520008","0.904212804178935","0.933753340861081","2"
"No","2004","66 and older","West Germany","2155","0.887058318697812","0.874575782757599","0.899540854638025","2"
"No","2004","66 and older","East Germany","939","0.982167084500498","0.973795332818273","0.990538836182723","2"
"No","2004","35-65 y.","West Germany","6299","0.856896268508675","0.848956291143167","0.864836245874184","2"
"No","2004","35-65 y.","East Germany","2380","0.931612212715769","0.921842181681014","0.941382243750524","2"
"Yes","2004","16-34 y.","West Germany","437","0.110821248068081","0.100659745828646","0.120982750307515","1"
"Yes","2004","16-34 y.","East Germany","117","0.0810169274799916","0.0662466591389185","0.0957871958210647","1"
"Yes","2004","35-65 y.","West Germany","1173","0.143103731491325","0.135163754125816","0.151043708856833","1"
"Yes","2004","35-65 y.","East Germany","184","0.068387787284231","0.0586177562494763","0.0781578183189857","1"
"Yes","2004","66 and older","West Germany","315","0.112941681302188","0.100459145361975","0.125424217242401","1"
"Yes","2004","66 and older","East Germany","21","","","","1"
"No","2005","66 and older","West Germany","2116","0.872924237639175","0.859752182262976","0.886096293015374","2"
"No","2005","16-34 y.","West Germany","3013","0.866881038837074","0.855575057651323","0.878187020022824","2"
"No","2005","16-34 y.","East Germany","1117","0.905670951017481","0.88943523814069","0.921906663894272","2"
"No","2005","66 and older","East Germany","932","0.977019069983288","0.967530502364406","0.98650763760217","2"
"No","2005","35-65 y.","West Germany","5867","0.846972026222406","0.838563497191825","0.855380555252987","2"
"No","2005","35-65 y.","East Germany","2227","0.928224324264878","0.917961661178664","0.938486987351091","2"
"Yes","2005","16-34 y.","West Germany","455","0.133118961162926","0.121812979977176","0.144424942348677","1"
"Yes","2005","16-34 y.","East Germany","128","0.0943290489825189","0.0780933361057283","0.11056476185931","1"
"Yes","2005","35-65 y.","West Germany","1175","0.153027973777594","0.144619444747013","0.161436502808175","1"
"Yes","2005","35-65 y.","East Germany","203","0.0717756757351224","0.0615130126489089","0.0820383388213358","1"
"Yes","2005","66 and older","West Germany","340","0.127075762360825","0.113903706984626","0.140247817737024","1"
"Yes","2005","66 and older","East Germany","26","","","","1"
"No","2006","66 and older","West Germany","2448","0.868367765243917","0.856011517020618","0.880724013467217","2"
"No","2006","16-34 y.","West Germany","2880","0.851407526551255","0.839404049432412","0.863411003670099","2"
"No","2006","66 and older","East Germany","1084","0.967612741057097","0.95727283050747","0.977952651606725","2"
"No","2006","16-34 y.","East Germany","1060","0.892549897537435","0.874954694627268","0.910145100447602","2"
"No","2006","35-65 y.","West Germany","6044","0.823965771147728","0.815384175072503","0.832547367222952","2"
"No","2006","35-65 y.","East Germany","2293","0.903951164949485","0.892523534703442","0.915378795195529","2"
"Yes","2006","35-65 y.","West Germany","1522","0.176034228852272","0.167452632777048","0.184615824927497","1"
"Yes","2006","35-65 y.","East Germany","261","0.0960488350505145","0.0846212048044709","0.107476465296558","1"
"Yes","2006","16-34 y.","West Germany","493","0.148592473448745","0.136588996329901","0.160595950567589","1"
"Yes","2006","16-34 y.","East Germany","130","0.107450102462565","0.0898548995523983","0.125045305372732","1"
"Yes","2006","66 and older","West Germany","428","0.131632234756083","0.119275986532783","0.143988482979382","1"
"Yes","2006","66 and older","East Germany","42","0.0323872589429028","0.0220473483932754","0.0427271694925302","1"
"No","2007","16-34 y.","West Germany","2550","0.834779501283867","0.821564775512468","0.847994227055266","2"
"No","2007","66 and older","West Germany","2326","0.859587610060416","0.846654610366366","0.872520609754466","2"
"No","2007","66 and older","East Germany","1036","0.94056847878772","0.926721892606494","0.954415064968946","2"
"No","2007","16-34 y.","East Germany","1000","0.913253162250114","0.896791236774628","0.9297150877256","2"
"No","2007","35-65 y.","West Germany","5496","0.803876529219479","0.794582873142559","0.813170185296399","2"
"No","2007","35-65 y.","East Germany","2089","0.893375583571154","0.880920991899879","0.905830175242429","2"
"Yes","2007","35-65 y.","West Germany","1516","0.196123470780521","0.186829814703601","0.205417126857441","1"
"Yes","2007","35-65 y.","East Germany","270","0.106624416428846","0.0941698247575714","0.119079008100121","1"
"Yes","2007","16-34 y.","West Germany","484","0.165220498716133","0.152005772944734","0.178435224487532","1"
"Yes","2007","16-34 y.","East Germany","123","0.0867468377498861","0.0702849122743999","0.103208763225372","1"
"Yes","2007","66 and older","West Germany","446","0.140412389939584","0.127479390245534","0.153345389633634","1"
"Yes","2007","66 and older","East Germany","84","0.0594315212122801","0.0455849350310536","0.0732781073935066","1"
"No","2008","16-34 y.","West Germany","2360","0.819645251310571","0.805551786750791","0.833738715870351","2"
"No","2008","16-34 y.","East Germany","913","0.882009449559283","0.862652981559442","0.901365917559124","2"
"No","2008","66 and older","West Germany","2191","0.819098841980333","0.804643333632137","0.83355435032853","2"
"No","2008","66 and older","East Germany","1028","0.919389665708893","0.903453257166136","0.93532607425165","2"
"No","2008","35-65 y.","West Germany","4949","0.770534810419872","0.760356325066158","0.780713295773586","2"
"No","2008","35-65 y.","East Germany","1929","0.866517412225741","0.85243658665635","0.880598237795131","2"
"Yes","2008","35-65 y.","West Germany","1607","0.229465189580128","0.219286704226414","0.239643674933842","1"
"Yes","2008","35-65 y.","East Germany","312","0.133482587774259","0.119401762204869","0.14756341334365","1"
"Yes","2008","16-34 y.","West Germany","499","0.180354748689429","0.166261284129649","0.194448213249209","1"
"Yes","2008","16-34 y.","East Germany","154","0.117990550440717","0.0986340824408765","0.137347018440558","1"
"Yes","2008","66 and older","West Germany","533","0.180901158019667","0.16644564967147","0.195356666367863","1"
"Yes","2008","66 and older","East Germany","93","0.0806103342911071","0.0646739257483497","0.0965467428338644","1"
"No","2009","16-34 y.","West Germany","","","","","2"
"No","2009","16-34 y.","East Germany","","","","","2"
"No","2009","66 and older","West Germany","","","","","2"
"No","2009","66 and older","East Germany","","","","","2"
"No","2009","35-65 y.","West Germany","","","","","2"
"No","2009","35-65 y.","East Germany","","","","","2"
"Yes","2009","35-65 y.","West Germany","","","","","1"
"Yes","2009","35-65 y.","East Germany","","","","","1"
"Yes","2009","16-34 y.","West Germany","","","","","1"
"Yes","2009","16-34 y.","East Germany","","","","","1"
"Yes","2009","66 and older","West Germany","","","","","1"
"Yes","2009","66 and older","East Germany","","","","","1"
"No","2010","16-34 y.","West Germany","3779","0.805996205976153","0.794556539609245","0.817435872343062","2"
"No","2010","16-34 y.","East Germany","1266","0.88476529187271","0.868296179750855","0.901234403994565","2"
"No","2010","66 and older","West Germany","1946","0.805687389686973","0.790105545263235","0.82126923411071","2"
"No","2010","66 and older","East Germany","953","0.918676995279878","0.902167947123737","0.93518604343602","2"
"No","2010","35-65 y.","West Germany","6430","0.756234687686873","0.747181941620169","0.765287433753577","2"
"No","2010","35-65 y.","East Germany","2169","0.843712295232318","0.829651233208555","0.857773357256081","2"
"Yes","2010","35-65 y.","West Germany","2211","0.243765312313127","0.234712566246423","0.252818058379831","1"
"Yes","2010","35-65 y.","East Germany","393","0.156287704767682","0.142226642743919","0.170348766791445","1"
"Yes","2010","66 and older","West Germany","531","0.194312610313027","0.17873076588929","0.209894454736765","1"
"Yes","2010","16-34 y.","West Germany","811","0.194003794023847","0.182564127656938","0.205443460390755","1"
"Yes","2010","16-34 y.","East Germany","178","0.11523470812729","0.0987655960054348","0.131703820249145","1"
"Yes","2010","66 and older","East Germany","100","0.0813230047201216","0.0648139565639801","0.0978320528762632","1"
"No","2011","16-34 y.","West Germany","2391","0.812533953741619","0.798404601541237","0.826663305942002","2"
"No","2011","16-34 y.","East Germany","799","0.86562801131343","0.843708713373804","0.887547309253056","2"
"No","2011","66 and older","West Germany","2457","0.783986268278957","0.769703389865336","0.798269146692578","2"
"No","2011","66 and older","East Germany","1121","0.904250646186865","0.887958252518493","0.920543039855236","2"
"No","2011","35-65 y.","West Germany","5171","0.746429721490613","0.736303720066918","0.756555722914308","2"
"No","2011","35-65 y.","East Germany","1934","0.826897811960793","0.811581772117531","0.842213851804056","2"
"Yes","2011","35-65 y.","West Germany","1920","0.253570278509387","0.243444277085692","0.263696279933082","1"
"Yes","2011","35-65 y.","East Germany","410","0.173102188039207","0.157786148195944","0.188418227882469","1"
"Yes","2011","66 and older","West Germany","732","0.216013731721043","0.201730853307422","0.230296610134664","1"
"Yes","2011","16-34 y.","West Germany","540","0.187466046258381","0.173336694057998","0.201595398458764","1"
"Yes","2011","66 and older","East Germany","132","0.0957493538131352","0.0794569601447638","0.112041747481507","1"
"Yes","2011","16-34 y.","East Germany","131","0.13437198868657","0.112452690746944","0.156291286626196","1"
"No","2012","16-34 y.","West Germany","3720","0.820207909864033","0.808983016938333","0.831432802789733","2"
"No","2012","16-34 y.","East Germany","1163","0.868166212007941","0.85007261596974","0.886259808046142","2"
"No","2012","35-65 y.","West Germany","7604","0.734684700699031","0.726262014565029","0.743107386833033","2"
"No","2012","35-65 y.","East Germany","2559","0.820621734617329","0.807126709213976","0.834116760020682","2"
"No","2012","66 and older","West Germany","2437","0.781987942647525","0.767686570356383","0.796289314938668","2"
"No","2012","66 and older","East Germany","1131","0.903882712417417","0.887684714874704","0.920080709960131","2"
"Yes","2012","35-65 y.","West Germany","2951","0.265315299300969","0.256892613166967","0.273737985434971","1"
"Yes","2012","35-65 y.","East Germany","546","0.179378265382671","0.165883239979318","0.192873290786024","1"
"Yes","2012","16-34 y.","West Germany","776","0.179792090135967","0.168567197210267","0.191016983061667","1"
"Yes","2012","66 and older","West Germany","765","0.218012057352475","0.203710685061332","0.232313429643617","1"
"Yes","2012","66 and older","East Germany","141","0.0961172875825828","0.0799192900398694","0.112315285125296","1"
"Yes","2012","16-34 y.","East Germany","180","0.131833787992059","0.113740191953858","0.14992738403026","1"
"No","2013","16-34 y.","West Germany","2083","0.792515742132965","0.776931903606017","0.808099580659912","2"
"No","2013","16-34 y.","East Germany","630","0.888119416622184","0.865392583897831","0.910846249346537","2"
"No","2013","35-65 y.","West Germany","4422","0.702790952976684","0.691591314359756","0.713990591593612","2"
"No","2013","35-65 y.","East Germany","1750","0.797251211104351","0.780439582363104","0.814062839845599","2"
"No","2013","66 and older","West Germany","2225","0.756912500633023","0.741619066641451","0.772205934624595","2"
"No","2013","66 and older","East Germany","1055","0.888926859547764","0.871185287157882","0.906668431937645","2"
"Yes","2013","35-65 y.","West Germany","1975","0.297209047023316","0.286009408406388","0.308408685640244","1"
"Yes","2013","35-65 y.","East Germany","447","0.202748788895649","0.185937160154401","0.219560417636896","1"
"Yes","2013","16-34 y.","West Germany","518","0.207484257867035","0.191900419340088","0.223068096393983","1"
"Yes","2013","16-34 y.","East Germany","109","0.111880583377816","0.0891537506534626","0.134607416102169","1"
"Yes","2013","66 and older","West Germany","797","0.243087499366977","0.227794065375405","0.258380933358549","1"
"Yes","2013","66 and older","East Germany","150","0.111073140452236","0.0933315680623546","0.128814712842118","1"
"No","2014","16-34 y.","West Germany","4218","0.819728420548864","0.809051843270807","0.830404997826921","2"
"No","2014","16-34 y.","East Germany","972","0.842379963203474","0.821077753199606","0.863682173207342","2"
"No","2014","35-65 y.","West Germany","7674","0.711769527754613","0.703155930043024","0.720383125466203","2"
"No","2014","35-65 y.","East Germany","2339","0.805394350204981","0.790917893038531","0.81987080737143","2"
"No","2014","66 and older","West Germany","2217","0.747989964544969","0.732533437214864","0.763446491875074","2"
"No","2014","66 and older","East Germany","1034","0.878905179144793","0.860477584776426","0.897332773513161","2"
"Yes","2014","35-65 y.","West Germany","2948","0.288230472245387","0.279616874533797","0.296844069956976","1"
"Yes","2014","35-65 y.","East Germany","534","0.194605649795019","0.18012919262857","0.209082106961469","1"
"Yes","2014","16-34 y.","West Germany","762","0.180271579451136","0.169595002173079","0.190948156729193","1"
"Yes","2014","16-34 y.","East Germany","152","0.157620036796526","0.136317826792658","0.178922246800394","1"
"Yes","2014","66 and older","West Germany","814","0.252010035455031","0.236553508124926","0.267466562785136","1"
"Yes","2014","66 and older","East Germany","170","0.121094820855207","0.102667226486839","0.139522415223574","1"
"No","2015","16-34 y.","West Germany","","","","","2"
"No","2015","16-34 y.","East Germany","","","","","2"
"No","2015","35-65 y.","West Germany","","","","","2"
"No","2015","35-65 y.","East Germany","","","","","2"
"No","2015","66 and older","West Germany","","","","","2"
"No","2015","66 and older","East Germany","","","","","2"
"Yes","2015","35-65 y.","West Germany","","","","","1"
"Yes","2015","35-65 y.","East Germany","","","","","1"
"Yes","2015","16-34 y.","West Germany","","","","","1"
"Yes","2015","16-34 y.","East Germany","","","","","1"
"Yes","2015","66 and older","West Germany","","","","","1"
"Yes","2015","66 and older","East Germany","","","","","1"
"No","2016","16-34 y.","West Germany","3710","0.853392851706996","0.842782321475312","0.864003381938679","2"
"No","2016","16-34 y.","East Germany","841","0.9254206495099","0.908536254336352","0.942305044683447","2"
"No","2016","35-65 y.","West Germany","7112","0.725593939347062","0.716640867745201","0.734547010948923","2"
"No","2016","35-65 y.","East Germany","2141","0.813057435311338","0.798109090837603","0.828005779785072","2"
"No","2016","66 and older","West Germany","2160","0.779012367322896","0.763741941815209","0.794282792830583","2"
"No","2016","66 and older","East Germany","1015","0.910339349187534","0.893791256344262","0.926887442030806","2"
"Yes","2016","35-65 y.","West Germany","2430","0.274406060652938","0.265452989051077","0.283359132254799","1"
"Yes","2016","35-65 y.","East Germany","472","0.186942564688662","0.171994220214928","0.201890909162397","1"
"Yes","2016","16-34 y.","West Germany","559","0.146607148293005","0.135996618061321","0.157217678524688","1"
"Yes","2016","16-34 y.","East Germany","89","0.0745793504901003","0.057694955316553","0.0914637456636476","1"
"Yes","2016","66 and older","West Germany","676","0.220987632677104","0.205717207169418","0.236258058184791","1"
"Yes","2016","66 and older","East Germany","130","0.0896606508124659","0.0731125579691939","0.106208743655738","1"
"No","2017","16-34 y.","West Germany","","","","","2"
"No","2017","16-34 y.","East Germany","","","","","2"
"No","2017","35-65 y.","West Germany","","","","","2"
"No","2017","35-65 y.","East Germany","","","","","2"
"No","2017","66 and older","West Germany","","","","","2"
"No","2017","66 and older","East Germany","","","","","2"
"Yes","2017","35-65 y.","West Germany","","","","","1"
"Yes","2017","35-65 y.","East Germany","","","","","1"
"Yes","2017","16-34 y.","West Germany","","","","","1"
"Yes","2017","16-34 y.","East Germany","","","","","1"
"Yes","2017","66 and older","West Germany","","","","","1"
"Yes","2017","66 and older","East Germany","","","","","1"
"No","2018","16-34 y.","West Germany","3885","0.833422237658443","0.822538291123033","0.844306184193853","2"
"No","2018","16-34 y.","East Germany","937","0.896684669729992","0.878150613771494","0.915218725688489","2"
"No","2018","35-65 y.","West Germany","7436","0.733760626521918","0.725099928664768","0.742421324379068","2"
"No","2018","35-65 y.","East Germany","2285","0.783813807494083","0.768839560088198","0.798788054899968","2"
"No","2018","66 and older","West Germany","2244","0.767934706578904","0.752780460049583","0.783088953108225","2"
"No","2018","66 and older","East Germany","1041","0.891787769092188","0.874204183872673","0.909371354311703","2"
"Yes","2018","35-65 y.","West Germany","2569","0.266239373478082","0.257578675620932","0.274900071335232","1"
"Yes","2018","35-65 y.","East Germany","618","0.216186192505917","0.201211945100032","0.231160439911802","1"
"Yes","2018","16-34 y.","West Germany","617","0.166577762341557","0.155693815806147","0.177461708876968","1"
"Yes","2018","66 and older","West Germany","737","0.232065293421096","0.216911046891775","0.247219539950417","1"
"Yes","2018","16-34 y.","East Germany","99","0.103315330270008","0.0847812743115111","0.121849386228506","1"
"Yes","2018","66 and older","East Germany","158","0.108212230907812","0.0906286456882975","0.125795816127327","1"
