"ple0098_v5","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"No","2002","Full Time","indirect migration background","270","0.918301092801802","0.887044779076446","0.949557406527158","2"
"No","2002","Part Time","no migration background","3271","0.876148568810808","0.865662550988725","0.88663458663289","2"
"No","2002","Part Time","direct migration background","601","0.95858163558316","0.942985200376699","0.974178070789621","2"
"Yes","2002","Full Time","no migration background","936","0.141913284259529","0.13333839789563","0.150488170623428","1"
"Yes","2002","Full Time","direct migration background","45","0.0542105123268287","0.0398117459412112","0.0686092787124461","1"
"Yes","2002","Full Time","indirect migration background","25","","","","1"
"Yes","2002","Part Time","no migration background","520","0.123851431189192","0.113365413367109","0.134337449011275","1"
"Yes","2002","Part Time","direct migration background","26","","","","1"
"Yes","2002","Part Time","indirect migration background","19","","","","1"
"Yes","2002","Not Working","no migration background","583","0.088613320651105","0.0815252105630986","0.0957014307391113","1"
"Yes","2002","Not Working","direct migration background","34","0.0356125622127049","0.0244350921672313","0.0467900322581785","1"
"Yes","2002","Not Working","indirect migration background","8","","","","1"
"No","2003","Full Time","no migration background","5070","0.856143488470887","0.847217300345288","0.865069676596485","2"
"No","2003","Part Time","indirect migration background","196","0.920614710306183","0.884309641737762","0.956919778874604","2"
"No","2003","Not Working","no migration background","5529","0.911627468642367","0.904514576886112","0.918740360398622","2"
"No","2003","Not Working","direct migration background","983","0.960731055908908","0.948758192171607","0.972703919646208","2"
"No","2003","Not Working","indirect migration background","217","0.939647927678258","0.908871879955747","0.970423975400769","2"
"No","2003","Full Time","direct migration background","811","0.953482264404567","0.939324189010421","0.967640339798713","2"
"No","2003","Full Time","indirect migration background","249","0.871174150495789","0.831864427169177","0.9104838738224","2"
"No","2003","Part Time","no migration background","3165","0.86199032977172","0.850879772567362","0.873100886976079","2"
"No","2003","Part Time","direct migration background","587","0.965117513495182","0.950592663045686","0.979642363944679","2"
"Yes","2003","Full Time","no migration background","868","0.143856511529113","0.134930323403515","0.152782699654712","1"
"Yes","2003","Full Time","direct migration background","39","0.0465177355954327","0.0323596602012867","0.0606758109895788","1"
"Yes","2003","Full Time","indirect migration background","30","0.128825849504211","0.0895161261775995","0.168135572830823","1"
"Yes","2003","Part Time","no migration background","537","0.13800967022828","0.126899113023921","0.149120227432638","1"
"Yes","2003","Part Time","direct migration background","26","","","","1"
"Yes","2003","Part Time","indirect migration background","17","","","","1"
"Yes","2003","Not Working","no migration background","588","0.0883725313576327","0.0812596396013777","0.0954854231138878","1"
"Yes","2003","Not Working","direct migration background","28","","","","1"
"Yes","2003","Not Working","indirect migration background","13","","","","1"
"No","2004","Full Time","no migration background","4691","0.837100882303083","0.827448135017672","0.846753629588494","2"
"No","2004","Part Time","indirect migration background","206","0.913290737959881","0.87635617782912","0.950225298090641","2"
"No","2004","Not Working","no migration background","5458","0.909507121376345","0.902285835126785","0.916728407625904","2"
"No","2004","Not Working","direct migration background","993","0.95238308464316","0.939390525330503","0.965375643955816","2"
"No","2004","Not Working","indirect migration background","223","0.920115878981578","0.885887127122201","0.954344630840955","2"
"No","2004","Full Time","direct migration background","760","0.966430283914651","0.953909727596339","0.978950840232962","2"
"No","2004","Full Time","indirect migration background","251","0.876679757035011","0.837888734737395","0.915470779332626","2"
"No","2004","Part Time","no migration background","3079","0.85557208135475","0.844132024264037","0.867012138445463","2"
"No","2004","Part Time","direct migration background","535","0.953403084390168","0.936008045641054","0.970798123139281","2"
"Yes","2004","Full Time","no migration background","931","0.162899117696917","0.153246370411506","0.172551864982328","1"
"Yes","2004","Full Time","direct migration background","35","0.0335697160853493","0.0210491597670375","0.0460902724036611","1"
"Yes","2004","Full Time","indirect migration background","25","","","","1"
"Yes","2004","Part Time","no migration background","548","0.14442791864525","0.132987861554537","0.155867975735963","1"
"Yes","2004","Part Time","direct migration background","29","","","","1"
"Yes","2004","Part Time","indirect migration background","17","","","","1"
"Yes","2004","Not Working","no migration background","605","0.0904928786236554","0.0832715923740961","0.0977141648732148","1"
"Yes","2004","Not Working","direct migration background","39","0.0476169153568405","0.0346243560441835","0.0606094746694974","1"
"Yes","2004","Not Working","indirect migration background","18","","","","1"
"No","2005","Part Time","indirect migration background","187","0.861987890096367","0.815001498029365","0.90897428216337","2"
"No","2005","Not Working","no migration background","5183","0.897425886431467","0.889631759504224","0.905220013358709","2"
"No","2005","Not Working","direct migration background","933","0.970084614279247","0.959330820948433","0.98083840761006","2"
"No","2005","Not Working","indirect migration background","248","0.92784719940621","0.896576683685976","0.959117715126443","2"
"No","2005","Full Time","no migration background","4369","0.816560227611798","0.80614553971449","0.826974915509106","2"
"No","2005","Full Time","direct migration background","675","0.941224955650246","0.924032938118799","0.958416973181692","2"
"No","2005","Full Time","indirect migration background","254","0.904799846276924","0.870962659117997","0.938637033435852","2"
"No","2005","Part Time","no migration background","2933","0.852626188602302","0.840885880025695","0.864366497178909","2"
"No","2005","Part Time","direct migration background","490","0.917925978794398","0.89453615545159","0.941315802137206","2"
"Yes","2005","Full Time","no migration background","936","0.183439772388202","0.173025084490894","0.19385446028551","1"
"Yes","2005","Full Time","direct migration background","44","0.0587750443497545","0.0415830268183083","0.0759670618812006","1"
"Yes","2005","Full Time","indirect migration background","35","0.0952001537230755","0.0613629665641479","0.129037340882003","1"
"Yes","2005","Part Time","no migration background","569","0.147373811397698","0.135633502821091","0.159114119974305","1"
"Yes","2005","Part Time","direct migration background","39","0.0820740212056023","0.0586841978627945","0.10546384454841","1"
"Yes","2005","Part Time","indirect migration background","20","","","","1"
"Yes","2005","Not Working","no migration background","638","0.102574113568533","0.0947799866412906","0.110368240495776","1"
"Yes","2005","Not Working","direct migration background","31","0.0299153857207533","0.0191615923899402","0.0406691790515665","1"
"Yes","2005","Not Working","indirect migration background","15","","","","1"
"No","2006","Part Time","indirect migration background","196","0.906325093361693","0.867909672908728","0.944740513814658","2"
"No","2006","Not Working","no migration background","5596","0.886890021792698","0.87912913556439","0.894650908021005","2"
"No","2006","Not Working","direct migration background","936","0.957915719291025","0.945299905352227","0.970531533229823","2"
"No","2006","Not Working","indirect migration background","216","0.90371818658772","0.866084156194263","0.941352216981177","2"
"No","2006","Full Time","no migration background","4502","0.795589878098634","0.785093187773585","0.806086568423683","2"
"No","2006","Full Time","direct migration background","659","0.934336267302096","0.916193398221958","0.952479136382234","2"
"No","2006","Full Time","indirect migration background","248","0.835740281335977","0.793023317757478","0.878457244914475","2"
"No","2006","Part Time","no migration background","2971","0.825694430812577","0.813390382834387","0.837998478790767","2"
"No","2006","Part Time","direct migration background","485","0.90518366528322","0.880242307533134","0.930125023033307","2"
"Yes","2006","Part Time","direct migration background","45","0.0948163347167796","0.0698749769666927","0.119757692466866","1"
"Yes","2006","Part Time","indirect migration background","25","","","","1"
"Yes","2006","Not Working","no migration background","802","0.113109978207302","0.105349091978995","0.12087086443561","1"
"Yes","2006","Not Working","direct migration background","37","0.0420842807089752","0.0294684667701771","0.0547000946477733","1"
"Yes","2006","Not Working","indirect migration background","20","","","","1"
"Yes","2006","Full Time","no migration background","1168","0.204410121901366","0.193913431576317","0.214906812226415","1"
"Yes","2006","Full Time","direct migration background","57","0.065663732697904","0.0475208636177663","0.0838066017780418","1"
"Yes","2006","Full Time","indirect migration background","41","0.164259718664023","0.121542755085525","0.206976682242522","1"
"Yes","2006","Part Time","no migration background","681","0.174305569187423","0.162001521209233","0.186609617165613","1"
"No","2007","Part Time","indirect migration background","191","0.884599206901305","0.841791804621684","0.927406609180926","2"
"No","2007","Not Working","no migration background","5173","0.871306186803886","0.862835314150309","0.879777059457463","2"
"No","2007","Not Working","direct migration background","804","0.958861346356282","0.945446213184208","0.972276479528356","2"
"No","2007","Not Working","indirect migration background","195","0.891129542556488","0.849002217061342","0.933256868051634","2"
"No","2007","Full Time","no migration background","4119","0.779378765999126","0.768210852481678","0.790546679516573","2"
"No","2007","Full Time","direct migration background","575","0.914503025557132","0.892720201559381","0.936285849554883","2"
"No","2007","Full Time","indirect migration background","242","0.858086278165968","0.81764333547238","0.898529220859557","2"
"No","2007","Part Time","no migration background","2727","0.808376965963689","0.795182467617777","0.8215714643096","2"
"No","2007","Part Time","direct migration background","471","0.901746479624139","0.876113476004168","0.92737948324411","2"
"Yes","2007","Part Time","direct migration background","47","0.098253520375861","0.0726205167558895","0.123886523995832","1"
"Yes","2007","Part Time","indirect migration background","23","","","","1"
"Yes","2007","Not Working","no migration background","830","0.128693813196114","0.120222940542537","0.137164685849691","1"
"Yes","2007","Not Working","direct migration background","38","0.0411386536437177","0.0277235204716438","0.0545537868157915","1"
"Yes","2007","Not Working","indirect migration background","15","","","","1"
"Yes","2007","Full Time","no migration background","1177","0.220621234000874","0.209453320483427","0.231789147518322","1"
"Yes","2007","Full Time","direct migration background","58","0.0854969744428677","0.0637141504451168","0.107279798440619","1"
"Yes","2007","Full Time","indirect migration background","44","0.141913721834032","0.101470779140443","0.18235666452762","1"
"Yes","2007","Part Time","no migration background","691","0.191623034036311","0.1784285356904","0.204817532382223","1"
"No","2008","Part Time","indirect migration background","191","0.867595036216446","0.822499984759195","0.912690087673697","2"
"No","2008","Not Working","no migration background","4745","0.846992039238383","0.83760849584466","0.856375582632105","2"
"No","2008","Not Working","direct migration background","719","0.920175335957649","0.901032487013666","0.939318184901632","2"
"No","2008","Not Working","indirect migration background","174","0.904802309218435","0.863180451100078","0.946424167336792","2"
"No","2008","Full Time","no migration background","3907","0.74889580124398","0.737069454361762","0.760722148126199","2"
"No","2008","Full Time","direct migration background","517","0.879324353539596","0.85276799401712","0.905880713062072","2"
"No","2008","Full Time","indirect migration background","242","0.7909949722542","0.745213262784421","0.836776681723978","2"
"No","2008","Part Time","no migration background","2463","0.77445662249906","0.760047882533141","0.788865362464979","2"
"No","2008","Part Time","direct migration background","412","0.890693081574388","0.862116964470546","0.91926919867823","2"
"Yes","2008","Part Time","direct migration background","46","0.109306918425612","0.0807308013217697","0.137883035529454","1"
"Yes","2008","Part Time","indirect migration background","26","","","","1"
"Yes","2008","Not Working","no migration background","909","0.153007960761617","0.143624417367895","0.16239150415534","1"
"Yes","2008","Not Working","direct migration background","51","0.0798246640423508","0.0606818150983678","0.0989675129863339","1"
"Yes","2008","Not Working","indirect migration background","17","","","","1"
"Yes","2008","Full Time","no migration background","1258","0.25110419875602","0.239277851873801","0.262930545638238","1"
"Yes","2008","Full Time","direct migration background","61","0.120675646460404","0.0941192869379281","0.14723200598288","1"
"Yes","2008","Full Time","indirect migration background","61","0.2090050277458","0.163223318276022","0.254786737215579","1"
"Yes","2008","Part Time","no migration background","769","0.22554337750094","0.211134637535021","0.239952117466859","1"
"No","2009","Part Time","indirect migration background","","","","","2"
"No","2009","Not Working","no migration background","","","","","2"
"No","2009","Not Working","direct migration background","","","","","2"
"No","2009","Not Working","indirect migration background","","","","","2"
"No","2009","Full Time","no migration background","","","","","2"
"No","2009","Full Time","direct migration background","","","","","2"
"No","2009","Full Time","indirect migration background","","","","","2"
"No","2009","Part Time","no migration background","","","","","2"
"No","2009","Part Time","direct migration background","","","","","2"
"Yes","2009","Part Time","direct migration background","","","","","1"
"Yes","2009","Part Time","indirect migration background","","","","","1"
"Yes","2009","Not Working","no migration background","","","","","1"
"Yes","2009","Not Working","direct migration background","","","","","1"
"Yes","2009","Not Working","indirect migration background","","","","","1"
"Yes","2009","Full Time","no migration background","","","","","1"
"Yes","2009","Full Time","direct migration background","","","","","1"
"Yes","2009","Full Time","indirect migration background","","","","","1"
"Yes","2009","Part Time","no migration background","","","","","1"
"No","2010","Part Time","indirect migration background","270","0.88943710194309","0.855343825631721","0.923530378254458","2"
"No","2010","Not Working","no migration background","5061","0.838691322825002","0.829443629638131","0.847939016011873","2"
"No","2010","Not Working","direct migration background","1076","0.937041366529593","0.923015526548178","0.951067206511008","2"
"No","2010","Not Working","indirect migration background","308","0.94317310253948","0.918156817397263","0.968189387681698","2"
"No","2010","Full Time","no migration background","4591","0.725013363853325","0.713946293346423","0.736080434360226","2"
"No","2010","Full Time","direct migration background","742","0.851242874576043","0.82726401397009","0.875221735181995","2"
"No","2010","Full Time","indirect migration background","316","0.744896220311312","0.702283290333089","0.787509150289536","2"
"No","2010","Part Time","no migration background","3508","0.763328114532693","0.751099668497412","0.775556560567974","2"
"No","2010","Part Time","direct migration background","671","0.878036998248011","0.854491027567568","0.901582968928453","2"
"Yes","2010","Part Time","direct migration background","71","0.12196300175199","0.0984170310715473","0.145508972432432","1"
"Yes","2010","Part Time","indirect migration background","55","0.11056289805691","0.0764696217455417","0.144656174368279","1"
"Yes","2010","Not Working","no migration background","1016","0.161308677174998","0.152060983988127","0.170556370361869","1"
"Yes","2010","Not Working","direct migration background","76","0.062958633470407","0.0489327934889922","0.0769844734518219","1"
"Yes","2010","Not Working","indirect migration background","21","","","","1"
"Yes","2010","Full Time","no migration background","1662","0.274986636146675","0.263919565639774","0.286053706653576","1"
"Yes","2010","Full Time","direct migration background","104","0.148757125423957","0.124778264818005","0.17273598602991","1"
"Yes","2010","Full Time","indirect migration background","86","0.255103779688688","0.212490849710464","0.297716709666911","1"
"Yes","2010","Part Time","no migration background","1133","0.236671885467307","0.224443439432026","0.248900331502588","1"
"No","2011","Part Time","indirect migration background","192","0.850510742766495","0.803606028187157","0.897415457345833","2"
"No","2011","Not Working","no migration background","4987","0.823841898877027","0.814270155474927","0.833413642279128","2"
"No","2011","Not Working","direct migration background","745","0.926577385422944","0.908570593707109","0.944584177138779","2"
"No","2011","Not Working","indirect migration background","193","0.914530516588376","0.876717346858419","0.952343686318333","2"
"No","2011","Full Time","no migration background","3932","0.721950314805679","0.710041095756255","0.733859533855102","2"
"No","2011","Full Time","direct migration background","509","0.87649613410052","0.849970264577917","0.903022003623122","2"
"No","2011","Full Time","indirect migration background","221","0.777142053602548","0.72940881155123","0.824875295653866","2"
"No","2011","Part Time","no migration background","2654","0.747063849123571","0.732868026964873","0.761259671282269","2"
"No","2011","Part Time","direct migration background","440","0.894938555687258","0.867871381101355","0.922005730273161","2"
"Yes","2011","Part Time","direct migration background","53","0.105061444312742","0.0779942697268385","0.132128618898645","1"
"Yes","2011","Part Time","indirect migration background","30","0.149489257233505","0.102584542654167","0.196393971812843","1"
"Yes","2011","Not Working","no migration background","1098","0.176158101122973","0.166586357720872","0.185729844525073","1"
"Yes","2011","Not Working","direct migration background","61","0.0734226145770562","0.0554158228612211","0.0914294062928913","1"
"Yes","2011","Not Working","indirect migration background","17","","","","1"
"Yes","2011","Full Time","no migration background","1505","0.278049685194321","0.266140466144898","0.289958904243745","1"
"Yes","2011","Full Time","direct migration background","82","0.123503865899481","0.0969779963768781","0.150029735422083","1"
"Yes","2011","Full Time","indirect migration background","71","0.222857946397452","0.175124704346134","0.27059118844877","1"
"Yes","2011","Part Time","no migration background","948","0.252936150876429","0.238740328717731","0.267131973035127","1"
"No","2012","Full Time","no migration background","5065","0.709579081885975","0.699042803863513","0.720115359908437","2"
"No","2012","Full Time","direct migration background","871","0.884406350255687","0.864499425354885","0.904313275156488","2"
"No","2012","Full Time","indirect migration background","325","0.714542203037504","0.671755275290527","0.757329130784482","2"
"No","2012","Part Time","no migration background","4049","0.7415424043965","0.729989302398669","0.753095506394332","2"
"No","2012","Part Time","direct migration background","711","0.901149738291544","0.88040290014481","0.921896576438277","2"
"No","2012","Part Time","indirect migration background","348","0.827041329259702","0.790827382781108","0.863255275738295","2"
"No","2012","Not Working","no migration background","5903","0.817851223982488","0.808969247927546","0.826733200037429","2"
"No","2012","Not Working","direct migration background","1045","0.937208565979939","0.922975963513906","0.951441168445972","2"
"No","2012","Not Working","indirect migration background","297","0.929727319337724","0.901852126113893","0.957602512561555","2"
"Yes","2012","Part Time","direct migration background","84","0.0988502617084562","0.0781034235617226","0.11959709985519","1"
"Yes","2012","Part Time","indirect migration background","71","0.172958670740299","0.136744724261705","0.209172617218892","1"
"Yes","2012","Not Working","no migration background","1351","0.182148776017512","0.173266799962571","0.191030752072453","1"
"Yes","2012","Not Working","direct migration background","71","0.0627914340200612","0.0485588315540283","0.077024036486094","1"
"Yes","2012","Not Working","indirect migration background","26","","","","1"
"Yes","2012","Full Time","no migration background","2066","0.290420918114025","0.279884640091563","0.300957196136487","1"
"Yes","2012","Full Time","direct migration background","120","0.115593649744313","0.0956867248435115","0.135500574645115","1"
"Yes","2012","Full Time","indirect migration background","103","0.285457796962496","0.242670869215518","0.328244724709473","1"
"Yes","2012","Part Time","no migration background","1467","0.2584575956035","0.246904493605668","0.270010697601331","1"
"No","2013","Full Time","no migration background","3412","0.700223045359956","0.687392177797907","0.713053912922006","2"
"No","2013","Full Time","direct migration background","435","0.870641665256852","0.841657459237286","0.899625871276419","2"
"No","2013","Full Time","indirect migration background","197","0.633895306153365","0.577061732310532","0.690728879996198","2"
"No","2013","Part Time","no migration background","2427","0.722715241142236","0.707712119023994","0.737718363260478","2"
"No","2013","Part Time","direct migration background","381","0.857050877481109","0.824158329914629","0.889943425047589","2"
"No","2013","Part Time","indirect migration background","184","0.818136942784885","0.766932801200955","0.869341084368816","2"
"No","2013","Not Working","no migration background","4401","0.797404135793176","0.786872336472139","0.807935935114212","2"
"No","2013","Not Working","direct migration background","593","0.912233366753254","0.890497583588192","0.933969149918316","2"
"No","2013","Not Working","indirect migration background","135","0.874698751742944","0.822241041761768","0.92715646172412","2"
"Yes","2013","Part Time","direct migration background","54","0.142949122518891","0.110056574952411","0.175841670085371","1"
"Yes","2013","Part Time","indirect migration background","34","0.181863057215115","0.130658915631184","0.233067198799045","1"
"Yes","2013","Not Working","no migration background","1194","0.202595864206824","0.192064064885788","0.213127663527861","1"
"Yes","2013","Not Working","direct migration background","58","0.087766633246746","0.0660308500816842","0.109502416411808","1"
"Yes","2013","Full Time","no migration background","1486","0.299776954640044","0.286946087077994","0.312607822202093","1"
"Yes","2013","Full Time","direct migration background","80","0.129358334743148","0.100374128723582","0.158342540762714","1"
"Yes","2013","Full Time","indirect migration background","79","0.366104693846635","0.309271120003802","0.422938267689468","1"
"Yes","2013","Part Time","no migration background","993","0.277284758857763","0.262281636739522","0.292287880976005","1"
"Yes","2013","Not Working","indirect migration background","18","","","","1"
"No","2014","Full Time","no migration background","4274","0.685876965688437","0.674331531714044","0.69742239966283","2"
"No","2014","Full Time","direct migration background","1539","0.862443063137813","0.846263932924624","0.878622193351002","2"
"No","2014","Full Time","indirect migration background","517","0.736134801440579","0.701963037772741","0.770306565108417","2"
"No","2014","Part Time","no migration background","3392","0.714417055363569","0.701681242505943","0.727152868221194","2"
"No","2014","Part Time","direct migration background","1402","0.924295191734168","0.911079318631704","0.937511064836631","2"
"No","2014","Part Time","indirect migration background","464","0.857995865734914","0.828690784356813","0.887300947113015","2"
"No","2014","Not Working","no migration background","4823","0.785701649482294","0.775459654060012","0.795943644904577","2"
"No","2014","Not Working","direct migration background","1589","0.927220660983695","0.914754128542202","0.939687193425188","2"
"No","2014","Not Working","indirect migration background","454","0.931646385477541","0.909415754698487","0.953877016256594","2"
"Yes","2014","Part Time","direct migration background","137","0.0757048082658323","0.0624889351633686","0.088920681368296","1"
"Yes","2014","Part Time","indirect migration background","81","0.142004134265086","0.112699052886985","0.171309215643187","1"
"Yes","2014","Not Working","no migration background","1343","0.214298350517706","0.204056355095423","0.224540345939988","1"
"Yes","2014","Not Working","direct migration background","79","0.0727793390163052","0.0603128065748121","0.0852458714577983","1"
"Yes","2014","Full Time","no migration background","1935","0.314123034311563","0.30257760033717","0.325668468285956","1"
"Yes","2014","Full Time","direct migration background","202","0.137556936862187","0.121377806648998","0.153736067075376","1"
"Yes","2014","Full Time","indirect migration background","122","0.263865198559421","0.229693434891583","0.298036962227259","1"
"Yes","2014","Part Time","no migration background","1440","0.285582944636431","0.272847131778806","0.298318757494057","1"
"Yes","2014","Not Working","indirect migration background","41","0.0683536145224593","0.046122983743406","0.0905842453015126","1"
"No","2015","Full Time","no migration background","","","","","2"
"No","2015","Full Time","direct migration background","","","","","2"
"No","2015","Full Time","indirect migration background","","","","","2"
"No","2015","Part Time","no migration background","","","","","2"
"No","2015","Part Time","direct migration background","","","","","2"
"No","2015","Part Time","indirect migration background","","","","","2"
"No","2015","Not Working","no migration background","","","","","2"
"No","2015","Not Working","direct migration background","","","","","2"
"No","2015","Not Working","indirect migration background","","","","","2"
"Yes","2015","Part Time","direct migration background","","","","","1"
"Yes","2015","Part Time","indirect migration background","","","","","1"
"Yes","2015","Not Working","no migration background","","","","","1"
"Yes","2015","Not Working","direct migration background","","","","","1"
"Yes","2015","Part Time","no migration background","","","","","1"
"Yes","2015","Not Working","indirect migration background","","","","","1"
"Yes","2015","Full Time","no migration background","","","","","1"
"Yes","2015","Full Time","direct migration background","","","","","1"
"Yes","2015","Full Time","indirect migration background","","","","","1"
"No","2016","Full Time","no migration background","3914","0.706996471536778","0.694993034527791","0.718999908545764","2"
"No","2016","Full Time","direct migration background","1560","0.872410427164921","0.856693502458422","0.88812735187142","2"
"No","2016","Full Time","indirect migration background","464","0.773213592218708","0.738836517816143","0.807590666621273","2"
"No","2016","Part Time","no migration background","3154","0.744390301561915","0.731412765530536","0.757367837593294","2"
"No","2016","Part Time","direct migration background","1392","0.906144314497647","0.891478770335079","0.920809858660214","2"
"No","2016","Part Time","indirect migration background","429","0.862137239553473","0.831948782576687","0.892325696530259","2"
"No","2016","Not Working","no migration background","4390","0.820784408230304","0.810532117688168","0.83103669877244","2"
"No","2016","Not Working","direct migration background","1330","0.938831158527253","0.92628724766686","0.951375069387647","2"
"No","2016","Not Working","indirect migration background","346","0.935016645746819","0.910001421024701","0.960031870468936","2"
"Yes","2016","Part Time","direct migration background","127","0.0938556855023532","0.0791901413397856","0.108521229664921","1"
"Yes","2016","Part Time","indirect migration background","72","0.137862760446527","0.107674303469741","0.168051217423313","1"
"Yes","2016","Not Working","no migration background","986","0.179215591769696","0.16896330122756","0.189467882311832","1"
"Yes","2016","Not Working","direct migration background","72","0.0611688414727466","0.0486249306123529","0.0737127523331402","1"
"Yes","2016","Part Time","no migration background","1186","0.255609698438085","0.242632162406706","0.268587234469464","1"
"Yes","2016","Not Working","indirect migration background","27","","","","1"
"Yes","2016","Full Time","indirect migration background","106","0.226786407781292","0.192409333378727","0.261163482183857","1"
"Yes","2016","Full Time","no migration background","1609","0.293003528463222","0.281000091454236","0.305006965472208","1"
"Yes","2016","Full Time","direct migration background","171","0.127589572835079","0.11187264812858","0.143306497541578","1"
"No","2017","Full Time","no migration background","","","","","2"
"No","2017","Full Time","direct migration background","","","","","2"
"No","2017","Full Time","indirect migration background","","","","","2"
"No","2017","Part Time","no migration background","","","","","2"
"No","2017","Part Time","direct migration background","","","","","2"
"No","2017","Part Time","indirect migration background","","","","","2"
