"ple0098_v5","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Yes","2000","vocational + Abi","West Germany","119","0.140196051946159","0.117551078008585","0.162841025883732","1"
"Yes","2000","vocational + Abi","East Germany","3","","","","1"
"Yes","2000","higher vocational","West Germany","155","0.123796687630354","0.104989129906334","0.142604245354373","1"
"Yes","2000","higher vocational","East Germany","21","","","","1"
"Yes","2000","higher education","West Germany","356","0.232912918219077","0.21234890122883","0.253476935209324","1"
"Yes","2000","higher education","East Germany","66","0.0550176734465212","0.0418047769624418","0.0682305699306006","1"
"No","2001","in school","East Germany","134","0.939033774906271","0.900222588182541","0.977844961630001","2"
"No","2001","higher education","East Germany","1017","0.93229736559404","0.917375807858117","0.947218923329962","2"
"No","2001","higher vocational","West Germany","909","0.857821920509266","0.836738422012576","0.878905419005957","2"
"No","2001","higher vocational","East Germany","402","0.969667488648606","0.953206888505414","0.986128088791799","2"
"No","2001","higher education","West Germany","1173","0.776049858960403","0.75483932396758","0.797260393953226","2"
"No","2001","inadequately","West Germany","289","0.98798313207997","0.975485519024684","1.00048074513526","2"
"No","2001","inadequately","East Germany","14","","","","2"
"No","2001","middle vocational","East Germany","2789","0.963112344962908","0.95624636066797","0.969978329257846","2"
"No","2001","vocational + Abi","West Germany","738","0.848776635785499","0.824846086284236","0.872707185286762","2"
"No","2001","vocational + Abi","East Germany","107","0.94919545533987","0.908706369068617","0.989684541611124","2"
"No","2001","in school","West Germany","287","0.929576161691394","0.900861711423705","0.958290611959084","2"
"No","2001","general elemantary","West Germany","2476","0.967620244174995","0.960764847974306","0.974475640375683","2"
"No","2001","general elemantary","East Germany","437","0.977420853261892","0.963695093371404","0.99114661315238","2"
"No","2001","middle vocational","West Germany","6928","0.888175895078778","0.881156775755989","0.895195014401567","2"
"Yes","2001","in school","West Germany","18","","","","1"
"Yes","2001","in school","East Germany","12","","","","1"
"Yes","2001","inadequately","West Germany","3","","","","1"
"Yes","2001","inadequately","East Germany","1","","","","1"
"Yes","2001","general elemantary","West Germany","85","0.0323797558250053","0.0255243596243167","0.0392351520256938","1"
"Yes","2001","general elemantary","East Germany","13","","","","1"
"Yes","2001","middle vocational","West Germany","816","0.111824104921222","0.104804985598433","0.118843224244011","1"
"Yes","2001","middle vocational","East Germany","106","0.036887655037092","0.030021670742154","0.0437536393320301","1"
"Yes","2001","vocational + Abi","West Germany","123","0.151223364214501","0.127292814713238","0.175153913715764","1"
"Yes","2001","vocational + Abi","East Germany","6","","","","1"
"Yes","2001","higher vocational","West Germany","145","0.142178079490734","0.121094580994043","0.163261577987424","1"
"Yes","2001","higher vocational","East Germany","15","","","","1"
"Yes","2001","higher education","West Germany","311","0.223950141039597","0.202739606046774","0.24516067603242","1"
"Yes","2001","higher education","East Germany","72","0.0677026344059605","0.0527810766700378","0.0826241921418832","1"
"No","2002","higher vocational","West Germany","901","0.845411483461217","0.823760579092603","0.867062387829832","2"
"No","2002","in school","East Germany","132","0.936846512823439","0.896263766046185","0.977429259600693","2"
"No","2002","inadequately","West Germany","262","0.993477057128218","0.983766439885252","1.00318767437119","2"
"No","2002","higher vocational","East Germany","391","0.949030494717162","0.927921120618979","0.970139868815344","2"
"No","2002","higher education","West Germany","1320","0.768347000752002","0.74873138068943","0.787962620814574","2"
"No","2002","higher education","East Germany","1024","0.936636313952812","0.922311243251583","0.950961384654042","2"
"No","2002","inadequately","East Germany","14","","","","2"
"No","2002","general elemantary","West Germany","2288","0.960786316376658","0.95299797290011","0.968574659853207","2"
"No","2002","general elemantary","East Germany","418","0.988448934545883","0.978290149588836","0.99860771950293","2"
"No","2002","middle vocational","West Germany","6716","0.87621475313863","0.868875402170313","0.883554104106947","2"
"No","2002","middle vocational","East Germany","2650","0.955910176137352","0.948278790199644","0.96354156207506","2"
"No","2002","vocational + Abi","West Germany","767","0.865939358528345","0.843850698063391","0.8880280189933","2"
"No","2002","vocational + Abi","East Germany","120","0.91626213300016","0.868276202290435","0.964248063709885","2"
"No","2002","in school","West Germany","321","0.948474685744832","0.925478430984372","0.971470940505291","2"
"Yes","2002","in school","West Germany","34","0.0515253142551683","0.0285290594947086","0.0745215690156281","1"
"Yes","2002","in school","East Germany","6","","","","1"
"Yes","2002","inadequately","West Germany","2","","","","1"
"Yes","2002","inadequately","East Germany","","","","","1"
"Yes","2002","general elemantary","West Germany","98","0.0392136836233417","0.0314253401467929","0.0470020270998904","1"
"Yes","2002","general elemantary","East Germany","7","","","","1"
"Yes","2002","middle vocational","West Germany","1019","0.12378524686137","0.116445895893053","0.131124597829687","1"
"Yes","2002","middle vocational","East Germany","130","0.0440898238626481","0.0364584379249398","0.0517212098003563","1"
"Yes","2002","vocational + Abi","West Germany","147","0.134060641471655","0.1119719810067","0.156149301936609","1"
"Yes","2002","vocational + Abi","East Germany","8","","","","1"
"Yes","2002","higher vocational","West Germany","170","0.154588516538783","0.132937612170168","0.176239420907397","1"
"Yes","2002","higher vocational","East Germany","26","","","","1"
"Yes","2002","higher education","West Germany","457","0.231652999247998","0.212037379185426","0.25126861931057","1"
"Yes","2002","higher education","East Germany","87","0.0633636860471876","0.0490386153459579","0.0776887567484173","1"
"No","2003","in school","East Germany","136","0.908725590207064","0.862482606014319","0.95496857439981","2"
"No","2003","general elemantary","West Germany","2163","0.960616290048845","0.952591834101691","0.968640745995999","2"
"No","2003","higher vocational","West Germany","863","0.85032533951392","0.828410368354956","0.872240310672884","2"
"No","2003","inadequately","West Germany","244","0.989624841279998","0.97696252356793","1.00228715899207","2"
"No","2003","inadequately","East Germany","13","","","","2"
"No","2003","higher vocational","East Germany","394","0.95075411387775","0.930060205081883","0.971448022673617","2"
"No","2003","higher education","West Germany","1260","0.758749777007228","0.738417824613204","0.779081729401252","2"
"No","2003","higher education","East Germany","984","0.91786928138078","0.901486765493685","0.934251797267875","2"
"No","2003","in school","West Germany","316","0.937046593267512","0.91141776476243","0.962675421772594","2"
"No","2003","general elemantary","East Germany","405","0.985879860101586","0.974500847918978","0.997258872284194","2"
"No","2003","middle vocational","West Germany","6397","0.877094304946185","0.86960095132813","0.884587658564241","2"
"No","2003","middle vocational","East Germany","2574","0.956592172756575","0.948904514233595","0.964279831279554","2"
"No","2003","vocational + Abi","West Germany","740","0.85225592510623","0.828982386904662","0.875529463307798","2"
"No","2003","vocational + Abi","East Germany","118","0.873788217253094","0.817349736686687","0.930226697819501","2"
"Yes","2003","in school","West Germany","29","","","","1"
"Yes","2003","in school","East Germany","13","","","","1"
"Yes","2003","inadequately","West Germany","2","","","","1"
"Yes","2003","inadequately","East Germany","1","","","","1"
"Yes","2003","general elemantary","West Germany","94","0.0393837099511545","0.0313592540040004","0.0474081658983086","1"
"Yes","2003","general elemantary","East Germany","8","","","","1"
"Yes","2003","middle vocational","West Germany","978","0.122905695053814","0.115412341435759","0.13039904867187","1"
"Yes","2003","middle vocational","East Germany","125","0.0434078272434252","0.0357201687204456","0.0510954857664049","1"
"Yes","2003","vocational + Abi","West Germany","153","0.14774407489377","0.124470536692202","0.171017613095338","1"
"Yes","2003","vocational + Abi","East Germany","15","","","","1"
"Yes","2003","higher vocational","West Germany","155","0.14967466048608","0.127759689327116","0.171589631645044","1"
"Yes","2003","higher vocational","East Germany","26","","","","1"
"Yes","2003","higher education","West Germany","441","0.241250222992772","0.220918270598748","0.261582175386797","1"
"Yes","2003","higher education","East Germany","95","0.0821307186192201","0.0657482027321252","0.0985132345063149","1"
"No","2004","general elemantary","West Germany","2031","0.951823658790021","0.942748842258122","0.96089847532192","2"
"No","2004","in school","East Germany","133","0.902643382806158","0.854225289395149","0.951061476217168","2"
"No","2004","inadequately","West Germany","232","1","1","1","2"
"No","2004","inadequately","East Germany","17","","","","2"
"No","2004","higher vocational","West Germany","825","0.826843522015835","0.803414979817525","0.850272064214146","2"
"No","2004","higher vocational","East Germany","367","0.933668024519632","0.909249503740278","0.958086545298986","2"
"No","2004","higher education","East Germany","959","0.910259882816964","0.893134818165424","0.927384947468505","2"
"No","2004","higher education","West Germany","1208","0.747321421062871","0.726429878422378","0.768212963703364","2"
"No","2004","in school","West Germany","317","0.920426937007372","0.892155072087094","0.948698801927649","2"
"No","2004","general elemantary","East Germany","362","0.967803238756917","0.949840987570782","0.985765489943052","2"
"No","2004","middle vocational","West Germany","6178","0.872313553161356","0.864582643100278","0.880044463222434","2"
"No","2004","middle vocational","East Germany","2494","0.952903918441094","0.9448091466265","0.960998690255688","2"
"No","2004","vocational + Abi","West Germany","718","0.846711908484771","0.822881972505187","0.870541844464355","2"
"No","2004","vocational + Abi","East Germany","127","0.88208096264732","0.829945214415038","0.934216710879602","2"
"Yes","2004","in school","West Germany","35","0.0795730629926284","0.0513011980723509","0.107844927912906","1"
"Yes","2004","in school","East Germany","11","","","","1"
"Yes","2004","inadequately","West Germany","","","","","1"
"Yes","2004","inadequately","East Germany","","","","","1"
"Yes","2004","general elemantary","West Germany","108","0.0481763412099791","0.0391015246780799","0.0572511577418782","1"
"Yes","2004","general elemantary","East Germany","9","","","","1"
"Yes","2004","middle vocational","West Germany","981","0.127686446838644","0.119955536777566","0.135417356899722","1"
"Yes","2004","middle vocational","East Germany","137","0.0470960815589059","0.0390013097443122","0.0551908533734996","1"
"Yes","2004","vocational + Abi","West Germany","160","0.153288091515229","0.129458155535645","0.177118027494813","1"
"Yes","2004","vocational + Abi","East Germany","20","","","","1"
"Yes","2004","higher vocational","West Germany","177","0.173156477984165","0.149727935785854","0.196585020182475","1"
"Yes","2004","higher vocational","East Germany","32","0.0663319754803683","0.0419134547010145","0.0907504962597221","1"
"Yes","2004","higher education","West Germany","454","0.252678578937129","0.231787036296636","0.273570121577622","1"
"Yes","2004","higher education","East Germany","111","0.0897401171830357","0.072615052531495","0.106865181834576","1"
"No","2005","in school","East Germany","122","0.931129677502821","0.887598786384234","0.974660568621408","2"
"No","2005","inadequately","West Germany","218","0.990631215711172","0.9778720094581","1.00339042196424","2"
"No","2005","inadequately","East Germany","17","","","","2"
"No","2005","general elemantary","West Germany","1894","0.94865552507352","0.938956416339096","0.958354633807944","2"
"No","2005","higher vocational","West Germany","752","0.808785180676321","0.783510598605268","0.834059762747374","2"
"No","2005","higher vocational","East Germany","355","0.939482948856316","0.915540479889868","0.963425417822764","2"
"No","2005","higher education","East Germany","924","0.883774997614426","0.864398852856408","0.903151142372444","2"
"No","2005","higher education","West Germany","1183","0.759905253175465","0.739066708844626","0.780743797506303","2"
"No","2005","in school","West Germany","348","0.913329281214181","0.884966286704022","0.941692275724339","2"
"No","2005","general elemantary","East Germany","330","0.971814240556216","0.954196316166226","0.989432164946207","2"
"No","2005","middle vocational","West Germany","5742","0.852594449913296","0.844155402195327","0.861033497631265","2"
"No","2005","middle vocational","East Germany","2331","0.946546603303986","0.937713366327642","0.95537984028033","2"
"No","2005","vocational + Abi","West Germany","670","0.811544788288792","0.785285157455724","0.837804419121859","2"
"No","2005","vocational + Abi","East Germany","132","0.905507317956143","0.859605396861582","0.951409239050705","2"
"Yes","2005","in school","West Germany","30","0.0866707187858195","0.0583077242756608","0.115033713295978","1"
"Yes","2005","in school","East Germany","8","","","","1"
"Yes","2005","inadequately","West Germany","1","","","","1"
"Yes","2005","inadequately","East Germany","","","","","1"
"Yes","2005","general elemantary","West Germany","95","0.0513444749264799","0.0416453661920557","0.0610435836609041","1"
"Yes","2005","general elemantary","East Germany","9","","","","1"
"Yes","2005","middle vocational","West Germany","1037","0.147405550086704","0.138966502368735","0.155844597804674","1"
"Yes","2005","middle vocational","East Germany","160","0.0534533966960141","0.0446201597196697","0.0622866336723585","1"
"Yes","2005","vocational + Abi","West Germany","182","0.188455211711208","0.16219558087814","0.214714842544276","1"
"Yes","2005","vocational + Abi","East Germany","24","","","","1"
"Yes","2005","higher vocational","West Germany","178","0.191214819323679","0.165940237252626","0.216489401394732","1"
"Yes","2005","higher vocational","East Germany","26","","","","1"
"Yes","2005","higher education","West Germany","431","0.240094746824535","0.219256202493697","0.260933291155374","1"
"Yes","2005","higher education","East Germany","127","0.116225002385574","0.0968488576275565","0.135601147143592","1"
"No","2006","in school","West Germany","208","0.867309187689666","0.823371444133536","0.911246931245796","2"
"No","2006","in school","East Germany","55","0.964653078572421","0.916715947631227","1.01259020951362","2"
"No","2006","inadequately","West Germany","211","0.96496353730217","0.940385656187642","0.989541418416697","2"
"No","2006","inadequately","East Germany","22","","","","2"
"No","2006","general elemantary","West Germany","1926","0.947049536630831","0.937329660987403","0.956769412274259","2"
"No","2006","higher education","East Germany","974","0.865498325780674","0.845560913437098","0.885435738124251","2"
"No","2006","higher vocational","West Germany","807","0.814314873788328","0.790297910288162","0.838331837288494","2"
"No","2006","higher vocational","East Germany","351","0.899977611307915","0.870085466853694","0.929869755762137","2"
"No","2006","higher education","West Germany","1258","0.717831116264376","0.697108971926259","0.738553260602493","2"
"No","2006","general elemantary","East Germany","347","0.973939419279251","0.95748226058132","0.990396577977183","2"
"No","2006","middle vocational","West Germany","6059","0.841249096368726","0.832897352616311","0.849600840121141","2"
"No","2006","middle vocational","East Germany","2489","0.932927796737363","0.923462525630926","0.942393067843801","2"
"No","2006","vocational + Abi","West Germany","684","0.7612887805738","0.733802040486457","0.788775520661143","2"
"No","2006","vocational + Abi","East Germany","139","0.862712941205891","0.810672447626352","0.91475343478543","2"
"Yes","2006","in school","West Germany","21","","","","1"
"Yes","2006","in school","East Germany","2","","","","1"
"Yes","2006","inadequately","West Germany","4","","","","1"
"Yes","2006","inadequately","East Germany","","","","","1"
"Yes","2006","general elemantary","West Germany","113","0.0529504633691688","0.0432305877257405","0.062670339012597","1"
"Yes","2006","general elemantary","East Germany","13","","","","1"
"Yes","2006","middle vocational","West Germany","1296","0.158750903631274","0.150399159878859","0.167102647383689","1"
"Yes","2006","middle vocational","East Germany","194","0.0670722032626366","0.057606932156199","0.0765374743690743","1"
"Yes","2006","vocational + Abi","West Germany","240","0.2387112194262","0.211224479338857","0.266197959513543","1"
"Yes","2006","vocational + Abi","East Germany","29","","","","1"
"Yes","2006","higher vocational","West Germany","200","0.185685126211672","0.161668162711506","0.209702089711839","1"
"Yes","2006","higher vocational","East Germany","36","0.100022388692085","0.0701302442378631","0.129914533146306","1"
"Yes","2006","higher education","West Germany","554","0.282168883735624","0.261446739397507","0.302891028073741","1"
"Yes","2006","higher education","East Germany","151","0.134501674219326","0.114564261875749","0.154439086562902","1"
"No","2007","in school","West Germany","177","0.927188361586889","0.890436286571826","0.963940436601952","2"
"No","2007","in school","East Germany","63","0.912884724120698","0.846345355792341","0.979424092449054","2"
"No","2007","inadequately","West Germany","186","0.978566111995197","0.957973243075219","0.999158980915175","2"
"No","2007","inadequately","East Germany","23","","","","2"
"No","2007","general elemantary","West Germany","1681","0.941393381644674","0.930524226858527","0.95226253643082","2"
"No","2007","higher vocational","West Germany","715","0.766045806461327","0.738866841005612","0.793224771917043","2"
"No","2007","higher vocational","East Germany","319","0.893786645291578","0.861914788862986","0.925658501720171","2"
"No","2007","higher education","West Germany","1194","0.709031772027658","0.687690067654519","0.730373476400796","2"
"No","2007","higher education","East Germany","897","0.833052373479552","0.810882684695447","0.855222062263656","2"
"No","2007","general elemantary","East Germany","310","0.978002663328329","0.961957259772682","0.994048066883977","2"
"No","2007","middle vocational","West Germany","5562","0.824903490445766","0.815908728670043","0.833898252221489","2"
"No","2007","middle vocational","East Germany","2309","0.932929212206887","0.923143278259702","0.942715146154073","2"
"No","2007","vocational + Abi","West Germany","637","0.729785907744985","0.700462673440995","0.759109142048974","2"
"No","2007","vocational + Abi","East Germany","134","0.858049010888439","0.803971915230891","0.912126106545987","2"
"Yes","2007","in school","West Germany","15","","","","1"
"Yes","2007","in school","East Germany","6","","","","1"
"Yes","2007","inadequately","West Germany","4","","","","1"
"Yes","2007","inadequately","East Germany","","","","","1"
"Yes","2007","general elemantary","West Germany","113","0.0586066183553264","0.0477374635691796","0.0694757731414732","1"
"Yes","2007","general elemantary","East Germany","11","","","","1"
"Yes","2007","middle vocational","West Germany","1296","0.175096509554234","0.166101747778511","0.184091271329957","1"
"Yes","2007","middle vocational","East Germany","201","0.0670707877931127","0.0572848538459271","0.0768567217402984","1"
"Yes","2007","vocational + Abi","West Germany","244","0.270214092255015","0.240890857951026","0.299537326559005","1"
"Yes","2007","vocational + Abi","East Germany","26","","","","1"
"Yes","2007","higher vocational","West Germany","217","0.233954193538673","0.206775228082957","0.261133158994388","1"
"Yes","2007","higher vocational","East Germany","40","0.106213354708422","0.0743414982798296","0.138085211137015","1"
"Yes","2007","higher education","West Germany","546","0.290968227972342","0.269626523599204","0.312309932345481","1"
"Yes","2007","higher education","East Germany","190","0.166947626520448","0.144777937736344","0.189117315304553","1"
"No","2008","in school","West Germany","189","0.895090223962705","0.853545456271243","0.936634991654166","2"
"No","2008","in school","East Germany","61","0.892203776860989","0.819029684084329","0.965377869637649","2"
"No","2008","inadequately","West Germany","159","0.9621483890094","0.932851770128032","0.991445007890768","2"
"No","2008","inadequately","East Germany","19","","","","2"
"No","2008","general elemantary","West Germany","1528","0.918652360839733","0.905509780037582","0.931794941641885","2"
"No","2008","higher vocational","West Germany","639","0.736040278081421","0.706529728230156","0.765550827932685","2"
"No","2008","higher vocational","East Germany","302","0.909122037692434","0.878524348771692","0.939719726613176","2"
"No","2008","higher education","West Germany","1088","0.650692921579199","0.62793612956771","0.673449713590688","2"
"No","2008","higher education","East Germany","853","0.807931306996794","0.784228165546824","0.831634448446764","2"
"No","2008","general elemantary","East Germany","282","0.932063540111906","0.90363601450906","0.960491065714752","2"
"No","2008","middle vocational","West Germany","5104","0.796143777761236","0.786351531045998","0.805936024476475","2"
"No","2008","middle vocational","East Germany","2166","0.907405128446612","0.895818023489144","0.918992233404081","2"
"No","2008","vocational + Abi","West Germany","581","0.713935558160455","0.683172304173822","0.744698812147088","2"
"No","2008","vocational + Abi","East Germany","118","0.764310006126291","0.698338731663641","0.830281280588941","2"
"Yes","2008","general elemantary","West Germany","134","0.0813476391602667","0.0682050583581149","0.0944902199624185","1"
"Yes","2008","general elemantary","East Germany","19","","","","1"
"Yes","2008","middle vocational","West Germany","1398","0.203856222238763","0.194063975523525","0.213648468954002","1"
"Yes","2008","middle vocational","East Germany","238","0.092594871553388","0.0810077665959194","0.104181976510857","1"
"Yes","2008","vocational + Abi","West Germany","248","0.286064441839545","0.255301187852912","0.316827695826178","1"
"Yes","2008","in school","West Germany","20","","","","1"
"Yes","2008","in school","East Germany","8","","","","1"
"Yes","2008","inadequately","West Germany","4","","","","1"
"Yes","2008","inadequately","East Germany","","","","","1"
"Yes","2008","vocational + Abi","East Germany","41","0.235689993873709","0.169718719411059","0.30166126833636","1"
"Yes","2008","higher vocational","West Germany","218","0.263959721918579","0.234449172067315","0.293470271769844","1"
"Yes","2008","higher vocational","East Germany","37","0.0908779623075657","0.0602802733868236","0.121475651228308","1"
"Yes","2008","higher education","West Germany","598","0.349307078420801","0.326550286409312","0.37206387043229","1"
"Yes","2008","higher education","East Germany","208","0.192068693003206","0.168365551553236","0.215771834453177","1"
"No","2009","in school","West Germany","","","","","2"
"No","2009","in school","East Germany","","","","","2"
"No","2009","inadequately","West Germany","","","","","2"
"No","2009","inadequately","East Germany","","","","","2"
"No","2009","general elemantary","West Germany","","","","","2"
"No","2009","higher vocational","West Germany","","","","","2"
"No","2009","higher vocational","East Germany","","","","","2"
"No","2009","higher education","West Germany","","","","","2"
"No","2009","higher education","East Germany","","","","","2"
"No","2009","general elemantary","East Germany","","","","","2"
"No","2009","middle vocational","West Germany","","","","","2"
"No","2009","middle vocational","East Germany","","","","","2"
"No","2009","vocational + Abi","West Germany","","","","","2"
"No","2009","vocational + Abi","East Germany","","","","","2"
"Yes","2009","general elemantary","West Germany","","","","","1"
"Yes","2009","general elemantary","East Germany","","","","","1"
"Yes","2009","middle vocational","West Germany","","","","","1"
"Yes","2009","middle vocational","East Germany","","","","","1"
"Yes","2009","vocational + Abi","West Germany","","","","","1"
"Yes","2009","in school","West Germany","","","","","1"
"Yes","2009","in school","East Germany","","","","","1"
"Yes","2009","inadequately","West Germany","","","","","1"
"Yes","2009","inadequately","East Germany","","","","","1"
"Yes","2009","vocational + Abi","East Germany","","","","","1"
"Yes","2009","higher vocational","West Germany","","","","","1"
"Yes","2009","higher vocational","East Germany","","","","","1"
"Yes","2009","higher education","West Germany","","","","","1"
"Yes","2009","higher education","East Germany","","","","","1"
"No","2010","in school","West Germany","253","0.896096700913573","0.861335534297041","0.930857867530104","2"
"No","2010","in school","East Germany","35","0.91526575647809","0.82672170742843","1.00380980552775","2"
"No","2010","inadequately","West Germany","300","0.96564744285714","0.945273844699626","0.986021041014653","2"
"No","2010","inadequately","East Germany","28","","","","2"
"No","2010","general elemantary","West Germany","1909","0.911122787543839","0.898878804843909","0.923366770243769","2"
"No","2010","general elemantary","East Germany","311","0.943936364983536","0.919078597164452","0.968794132802621","2"
"No","2010","middle vocational","West Germany","6285","0.788736211520831","0.779817902247195","0.797654520794467","2"
"No","2010","middle vocational","East Germany","2501","0.901317283464323","0.890266740088915","0.912367826839731","2"
"No","2010","vocational + Abi","West Germany","918","0.664246364722063","0.638885098465789","0.689607630978337","2"
"No","2010","vocational + Abi","East Germany","193","0.815877434724889","0.76714580635442","0.864609063095357","2"
"No","2010","higher vocational","West Germany","702","0.727199978779352","0.699635692413187","0.754764265145518","2"
"No","2010","higher vocational","East Germany","328","0.872076853423952","0.838089833764852","0.906063873083052","2"
"No","2010","higher education","West Germany","1570","0.63173301188685","0.612476050893488","0.650989972880213","2"
"No","2010","higher education","East Germany","934","0.782240512546504","0.758761413569682","0.805719611523325","2"
"Yes","2010","general elemantary","West Germany","166","0.0888772124561612","0.0766332297562311","0.101121195156091","1"
"Yes","2010","general elemantary","East Germany","18","","","","1"
"Yes","2010","middle vocational","West Germany","1763","0.211263788479169","0.202345479205533","0.220182097752805","1"
"Yes","2010","middle vocational","East Germany","297","0.0986827165356768","0.0876321731602688","0.109733259911085","1"
"Yes","2010","vocational + Abi","West Germany","414","0.335753635277937","0.310392369021663","0.361114901534211","1"
"Yes","2010","in school","West Germany","43","0.103903299086427","0.0691421324698957","0.138664465702959","1"
"Yes","2010","in school","East Germany","3","","","","1"
"Yes","2010","inadequately","West Germany","7","","","","1"
"Yes","2010","inadequately","East Germany","2","","","","1"
"Yes","2010","vocational + Abi","East Germany","50","0.184122565275111","0.135390936904643","0.23285419364558","1"
"Yes","2010","higher vocational","West Germany","301","0.272800021220648","0.245235734854482","0.300364307586813","1"
"Yes","2010","higher vocational","East Germany","43","0.127923146576048","0.0939361269169479","0.161910166235148","1"
"Yes","2010","higher education","West Germany","840","0.36826698811315","0.349010027119787","0.387523949106512","1"
"Yes","2010","higher education","East Germany","253","0.217759487453496","0.194280388476675","0.241238586430318","1"
"No","2011","in school","West Germany","186","0.872122307286496","0.827689442249913","0.916555172323079","2"
"No","2011","in school","East Germany","24","","","","2"
"No","2011","inadequately","West Germany","191","0.990785482776366","0.977374614534646","1.00419635101809","2"
"No","2011","inadequately","East Germany","29","","","","2"
"No","2011","general elemantary","West Germany","1630","0.903604054926322","0.88999626854176","0.917211841310885","2"
"No","2011","general elemantary","East Germany","279","0.964197578911313","0.942886968888162","0.985508188934464","2"
"No","2011","middle vocational","West Germany","5387","0.775470041635923","0.765734554382225","0.785205528889622","2"
"No","2011","middle vocational","East Germany","2217","0.888352263895357","0.876019460924178","0.900685066866535","2"
"No","2011","vocational + Abi","West Germany","611","0.665325514733239","0.63486683868522","0.695784190781257","2"
"No","2011","vocational + Abi","East Germany","130","0.777038405797765","0.714469306505705","0.839607505089824","2"
