"ple0098_v5","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2001","Couple + C. LE and GT 16","(3a) lower tertiary education","8","","",""
"Yes","2001","Couple + C. LE and GT 16","(3b) higher tertiary education","10","","",""
"No","2001","1-pers.-HH","(0) in school","4","","",""
"No","2001","1-pers.-HH","(1a) inadequately completed","30","1","1","1"
"No","2001","1-pers.-HH","(1b) general elementary school","407","0.981775447195567","0.968874916133834","0.994675978257301"
"No","2001","1-pers.-HH","(1c) basic vocational qualification","875","0.934915874065828","0.919045107343659","0.950786640787998"
"No","2001","1-pers.-HH","(2b) intermediate general qualification","42","0.95187724319928","0.888637882017335","1.01511660438122"
"No","2001","1-pers.-HH","(2a) intermediate vocational","496","0.837949855925622","0.807986272479115","0.86791343937213"
"No","2001","1-pers.-HH","(2c_gen) general maturity certificate","111","0.90692914743314","0.854947385731294","0.958910909134987"
"No","2001","1-pers.-HH","(2c_voc) vocational maturity certificate","168","0.862118546471574","0.813350664167794","0.910886428775353"
"No","2001","1-pers.-HH","(3a) lower tertiary education","141","0.79696106299186","0.736313555604754","0.857608570378966"
"No","2001","1-pers.-HH","(3b) higher tertiary education","149","0.853793339359259","0.800837970674637","0.90674870804388"
"No","2001","(Married) couple without C. ","(0) in school","5","","",""
"No","2001","(Married) couple without C. ","(1a) inadequately completed","88","0.961450889517802","0.921677045182907","1.0012247338527"
"No","2001","(Married) couple without C. ","(1b) general elementary school","723","0.975082837084473","0.963859835117298","0.986305839051647"
"No","2001","(Married) couple without C. ","(1c) basic vocational qualification","2447","0.914733766445389","0.904088580282499","0.925378952608279"
"No","2001","(Married) couple without C. ","(2b) intermediate general qualification","63","0.880095954965136","0.804534406995646","0.955657502934627"
"No","2001","(Married) couple without C. ","(2a) intermediate vocational","1023","0.843533968486739","0.822831742717584","0.864236194255894"
"No","2001","(Married) couple without C. ","(2c_gen) general maturity certificate","79","0.870134285431454","0.80106773105821","0.939200839804697"
"No","2001","(Married) couple without C. ","(2c_voc) vocational maturity certificate","302","0.833793795080685","0.794849174346141","0.872738415815229"
"No","2001","(Married) couple without C. ","(3a) lower tertiary education","414","0.825691043322687","0.79164571395828","0.859736372687095"
"No","2001","(Married) couple without C. ","(3b) higher tertiary education","357","0.820695345849362","0.783920850923726","0.857469840774999"
"No","2001","Single parent ","(0) in school","57","0.960279352595386","0.910444974841129","1.01011373034964"
"No","2001","Single parent ","(1a) inadequately completed","15","","",""
"No","2001","Single parent ","(1b) general elementary school","167","0.983977795100181","0.96515847949521","1.00279711070515"
"No","2001","Single parent ","(1c) basic vocational qualification","258","0.960352605963473","0.937077648707925","0.983627563219021"
"No","2001","Single parent ","(2b) intermediate general qualification","62","0.95430633918213","0.903927517625027","1.00468516073923"
"No","2001","Single parent ","(2a) intermediate vocational","221","0.905686939157786","0.868787943787145","0.942585934528427"
"No","2001","Single parent ","(2c_gen) general maturity certificate","48","0.969159043827444","0.921238191670788","1.0170798959841"
"No","2001","Single parent ","(2c_voc) vocational maturity certificate","47","0.931985047058059","0.863554014612547","1.00041607950357"
"No","2001","Single parent ","(3a) lower tertiary education","40","0.919221465527529","0.839605549244474","0.998837381810585"
"No","2001","Single parent ","(3b) higher tertiary education","43","0.821537212781261","0.718451705579646","0.924622719982877"
"No","2001","Couple + C. LE 16 ","(0) in school","","","",""
"No","2001","Couple + C. LE 16 ","(1a) inadequately completed","48","0.918607672180226","0.842816284671177","0.994399059689274"
"No","2001","Couple + C. LE 16 ","(1b) general elementary school","304","0.943538557929509","0.918445001327667","0.968632114531352"
"No","2001","Couple + C. LE 16 ","(1c) basic vocational qualification","1078","0.895993177629643","0.878590237819504","0.913396117439782"
"No","2001","Couple + C. LE 16 ","(2b) intermediate general qualification","59","1","1","1"
"No","2001","Couple + C. LE 16 ","(2a) intermediate vocational","1262","0.891262215818188","0.875001496597769","0.907522935038607"
"No","2001","Couple + C. LE 16 ","(2c_gen) general maturity certificate","64","0.946804805942014","0.893851878901389","0.999757732982639"
"No","2001","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","356","0.863887487183249","0.830935694744922","0.896839279621576"
"No","2001","Couple + C. LE 16 ","(3a) lower tertiary education","236","0.772634585169663","0.724228370642655","0.82104079969667"
"No","2001","Couple + C. LE 16 ","(3b) higher tertiary education","320","0.838219258556702","0.800997542083547","0.875440975029858"
"No","2001","Couple + C. GT 16 ","(0) in school","174","0.898117708624838","0.855218686843019","0.941016730406658"
"No","2001","Couple + C. GT 16 ","(1a) inadequately completed","64","0.900856141021704","0.829295978067504","0.972416303975904"
"No","2001","Couple + C. GT 16 ","(1b) general elementary school","385","0.966279847043839","0.948590397279126","0.983969296808551"
"No","2001","Couple + C. GT 16 ","(1c) basic vocational qualification","817","0.928197980267995","0.911131565608368","0.945264394927623"
"No","2001","Couple + C. GT 16 ","(2b) intermediate general qualification","184","0.9040439406449","0.863019141076493","0.945068740213307"
"No","2001","Couple + C. GT 16 ","(2a) intermediate vocational","634","0.887859756232562","0.864649932072135","0.911069580392989"
"No","2001","Couple + C. GT 16 ","(2c_gen) general maturity certificate","194","0.876709971917445","0.833364483284687","0.920055460550202"
"No","2001","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","138","0.829796186721516","0.771010902120911","0.888581471322121"
"No","2001","Couple + C. GT 16 ","(3a) lower tertiary education","157","0.836342820524283","0.783598356129133","0.889087284919433"
"No","2001","Couple + C. GT 16 ","(3b) higher tertiary education","138","0.808389730986401","0.748698623079967","0.868080838892834"
"No","2001","Couple + C. LE and GT 16","(0) in school","167","0.959148643231849","0.929904563586008","0.98839272287769"
"No","2001","Couple + C. LE and GT 16","(1a) inadequately completed","31","1","1","1"
"No","2001","Couple + C. LE and GT 16","(1b) general elementary school","207","0.991660358947025","0.979331295041099","1.00398942285295"
"No","2001","Couple + C. LE and GT 16","(1c) basic vocational qualification","323","0.952641738758278","0.930097603636318","0.975185873880237"
"No","2001","Couple + C. LE and GT 16","(2b) intermediate general qualification","140","0.984088642707128","0.963579344673612","1.00459794074064"
"No","2001","Couple + C. LE and GT 16","(2a) intermediate vocational","338","0.933303097322154","0.90745844081989","0.959147753824417"
"No","2001","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","87","0.987958010787802","0.965297408527055","1.01061861304855"
"No","2001","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","57","0.888104018227343","0.812051204492681","0.964156831962005"
"No","2001","Couple + C. LE and GT 16","(3a) lower tertiary education","74","0.883086671333939","0.81354024115184","0.952633101516039"
"No","2001","Couple + C. LE and GT 16","(3b) higher tertiary education","62","0.909762349256473","0.843580375858596","0.97594432265435"
"Yes","2002","1-pers.-HH","(0) in school","","","",""
"Yes","2002","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","2002","1-pers.-HH","(1b) general elementary school","9","","",""
"Yes","2002","1-pers.-HH","(1c) basic vocational qualification","54","0.0679499024357788","0.0515266613142401","0.0843731435573175"
"Yes","2002","1-pers.-HH","(2b) intermediate general qualification","3","","",""
"Yes","2002","1-pers.-HH","(2a) intermediate vocational","88","0.174085505477491","0.143463100618323","0.204707910336659"
"Yes","2002","1-pers.-HH","(2c_gen) general maturity certificate","11","","",""
"Yes","2002","1-pers.-HH","(2c_voc) vocational maturity certificate","21","","",""
"Yes","2002","1-pers.-HH","(3a) lower tertiary education","30","0.184112732467824","0.125505604444561","0.242719860491086"
"Yes","2002","1-pers.-HH","(3b) higher tertiary education","22","","",""
"Yes","2002","(Married) couple without C. ","(0) in school","","","",""
"Yes","2002","(Married) couple without C. ","(1a) inadequately completed","4","","",""
"Yes","2002","(Married) couple without C. ","(1b) general elementary school","25","","",""
"Yes","2002","(Married) couple without C. ","(1c) basic vocational qualification","233","0.0949155139063331","0.0836298387196416","0.106201189093025"
"Yes","2002","(Married) couple without C. ","(2b) intermediate general qualification","6","","",""
"Yes","2002","(Married) couple without C. ","(2a) intermediate vocational","229","0.173911710089144","0.153187681967484","0.194635738210805"
"Yes","2002","(Married) couple without C. ","(2c_gen) general maturity certificate","12","","",""
"Yes","2002","(Married) couple without C. ","(2c_voc) vocational maturity certificate","74","0.170121687951592","0.132142889771103","0.20810048613208"
"Yes","2002","(Married) couple without C. ","(3a) lower tertiary education","92","0.178832800769197","0.146207874255064","0.211457727283329"
"Yes","2002","(Married) couple without C. ","(3b) higher tertiary education","116","0.190981750364135","0.156766540728255","0.225196960000014"
"Yes","2002","Single parent ","(0) in school","","","",""
"Yes","2002","Single parent ","(1a) inadequately completed","","","",""
"Yes","2002","Single parent ","(1b) general elementary school","4","","",""
"Yes","2002","Single parent ","(1c) basic vocational qualification","13","","",""
"Yes","2002","Single parent ","(2b) intermediate general qualification","3","","",""
"Yes","2002","Single parent ","(2a) intermediate vocational","26","","",""
"Yes","2002","Single parent ","(2c_gen) general maturity certificate","5","","",""
"Yes","2002","Single parent ","(2c_voc) vocational maturity certificate","5","","",""
"Yes","2002","Single parent ","(3a) lower tertiary education","5","","",""
"Yes","2002","Single parent ","(3b) higher tertiary education","12","","",""
"Yes","2002","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","2002","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Yes","2002","Couple + C. LE 16 ","(1b) general elementary school","9","","",""
"Yes","2002","Couple + C. LE 16 ","(1c) basic vocational qualification","106","0.108316099420198","0.0895718480056096","0.127060350834786"
"Yes","2002","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
"Yes","2002","Couple + C. LE 16 ","(2a) intermediate vocational","175","0.127848480691805","0.109827872270162","0.145869089113447"
"Yes","2002","Couple + C. LE 16 ","(2c_gen) general maturity certificate","8","","",""
"Yes","2002","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","75","0.158444449792742","0.123480459644152","0.193408439941331"
"Yes","2002","Couple + C. LE 16 ","(3a) lower tertiary education","49","0.203937795361526","0.15803653632586","0.249839054397192"
"Yes","2002","Couple + C. LE 16 ","(3b) higher tertiary education","86","0.193183537480088","0.155649432985015","0.230717641975162"
"Yes","2002","Couple + C. GT 16 ","(0) in school","26","","",""
"Yes","2002","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"Yes","2002","Couple + C. GT 16 ","(1b) general elementary school","14","","",""
"Yes","2002","Couple + C. GT 16 ","(1c) basic vocational qualification","78","0.0748577970350249","0.0572798042082351","0.0924357898618147"
"Yes","2002","Couple + C. GT 16 ","(2b) intermediate general qualification","9","","",""
"Yes","2002","Couple + C. GT 16 ","(2a) intermediate vocational","97","0.107961027257959","0.0858396271005209","0.130082427415398"
"Yes","2002","Couple + C. GT 16 ","(2c_gen) general maturity certificate","38","0.112560372404506","0.0742170265527394","0.150903718256272"
"Yes","2002","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","22","","",""
"Yes","2002","Couple + C. GT 16 ","(3a) lower tertiary education","42","0.197835748293701","0.144084209676269","0.251587286911134"
"Yes","2002","Couple + C. GT 16 ","(3b) higher tertiary education","54","0.241939982624597","0.18671345736188","0.297166507887314"
"Yes","2002","Couple + C. LE and GT 16","(0) in school","12","","",""
"Yes","2002","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","2002","Couple + C. LE and GT 16","(1b) general elementary school","5","","",""
"Yes","2002","Couple + C. LE and GT 16","(1c) basic vocational qualification","29","","",""
"Yes","2002","Couple + C. LE and GT 16","(2b) intermediate general qualification","11","","",""
