"ple0098_v5","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","1999","16-34 y.","(1b) general elementary school","471","0.967159847622683","0.951266102783267","0.9830535924621"
"No","1999","16-34 y.","(1c) basic vocational qualification","691","0.917515821314918","0.897681470980337","0.937350171649498"
"No","1999","16-34 y.","(2b) intermediate general qualification","371","0.935332790597597","0.911079275900448","0.959586305294746"
"No","1999","16-34 y.","(2a) intermediate vocational","949","0.916216102982195","0.899336697163695","0.933095508800696"
"No","1999","16-34 y.","(2c_gen) general maturity certificate","303","0.905703316219136","0.874028405200943","0.937378227237329"
"No","1999","16-34 y.","(2c_voc) vocational maturity certificate","270","0.883083651390516","0.846903921442033","0.919263381338999"
"No","1999","16-34 y.","(3a) lower tertiary education","137","0.897397481325","0.848999076097008","0.945795886552991"
"No","1999","16-34 y.","(3b) higher tertiary education","154","0.817724455585406","0.761167077148026","0.874281834022785"
"No","1999","35-65 y.","(0) in school","2","","",""
"No","1999","35-65 y.","(1a) inadequately completed","311","0.986464592503748","0.973683744048981","0.999245440958515"
"No","1999","35-65 y.","(1b) general elementary school","872","0.964523050215379","0.952444490865859","0.976601609564898"
"No","1999","35-65 y.","(1c) basic vocational qualification","2190","0.919032713065809","0.908020145688935","0.930045280442683"
"No","1999","35-65 y.","(2b) intermediate general qualification","64","0.815340261079919","0.728672359577706","0.902008162582131"
"No","1999","35-65 y.","(2a) intermediate vocational","1241","0.846625422446552","0.827729320193287","0.865521524699817"
"No","1999","35-65 y.","(2c_gen) general maturity certificate","64","0.988170086574311","0.962085572066417","1.0142546010822"
"No","1999","35-65 y.","(2c_voc) vocational maturity certificate","200","0.826915176759204","0.778128405527015","0.875701947991393"
"No","1999","35-65 y.","(3a) lower tertiary education","507","0.864191356111403","0.835740904882617","0.892641807340188"
"No","1999","35-65 y.","(3b) higher tertiary education","414","0.831960736047408","0.798546437133486","0.86537503496133"
"No","1999","66 and older","(0) in school","","","",""
"No","1999","66 and older","(1a) inadequately completed","63","1","1","1"
"No","1999","66 and older","(1b) general elementary school","492","0.970716857130481","0.956026648572781","0.985407065688181"
"No","1999","66 and older","(1c) basic vocational qualification","700","0.942595579799543","0.92582449176434","0.959366667834747"
"No","1999","66 and older","(2b) intermediate general qualification","27","","",""
"No","1999","66 and older","(2a) intermediate vocational","115","0.862161232602141","0.80400970302834","0.920312762175941"
"No","1999","66 and older","(2c_gen) general maturity certificate","7","","",""
"No","1999","66 and older","(2c_voc) vocational maturity certificate","26","","",""
"No","1999","66 and older","(3a) lower tertiary education","89","0.870443414181902","0.80395666907734","0.936930159286463"
"No","1999","66 and older","(3b) higher tertiary education","51","0.765630727316147","0.65661375715692","0.874647697475374"
"Yes","2000","16-34 y.","(0) in school","26","","",""
"Yes","2000","16-34 y.","(1a) inadequately completed","2","","",""
"Yes","2000","16-34 y.","(1b) general elementary school","18","","",""
"Yes","2000","16-34 y.","(1c) basic vocational qualification","72","0.0705947669358018","0.0556995190041226","0.085490014867481"
"Yes","2000","16-34 y.","(2b) intermediate general qualification","30","0.0611270706604218","0.0412678414827732","0.0809862998380703"
"Yes","2000","16-34 y.","(2a) intermediate vocational","167","0.0975223902096908","0.0838324922540679","0.111212288165314"
"Yes","2000","16-34 y.","(2c_gen) general maturity certificate","58","0.0943723721830689","0.0707828386773754","0.117961905688762"
"Yes","2000","16-34 y.","(2c_voc) vocational maturity certificate","56","0.096341837810783","0.0725131572790769","0.120170518342489"
"Yes","2000","16-34 y.","(3a) lower tertiary education","39","0.169848425114481","0.124293294352427","0.215403555876535"
"Yes","2000","16-34 y.","(3b) higher tertiary education","45","0.147903576659972","0.109128392909582","0.186678760410361"
"Yes","2000","35-65 y.","(0) in school","","","",""
"Yes","2000","35-65 y.","(1a) inadequately completed","8","","",""
"Yes","2000","35-65 y.","(1b) general elementary school","34","0.0340602464436892","0.0240210665672993","0.044099426320079"
"Yes","2000","35-65 y.","(1c) basic vocational qualification","365","0.0848578693640434","0.0767969462097289","0.092918792518358"
"Yes","2000","35-65 y.","(2b) intermediate general qualification","12","","",""
"Yes","2000","35-65 y.","(2a) intermediate vocational","339","0.138703614945129","0.125991754300989","0.15141547558927"
"Yes","2000","35-65 y.","(2c_gen) general maturity certificate","11","","",""
"Yes","2000","35-65 y.","(2c_voc) vocational maturity certificate","88","0.15204242236731","0.124353804034459","0.17973104070016"
"Yes","2000","35-65 y.","(3a) lower tertiary education","133","0.174163754447805","0.149670633052504","0.198656875843106"
"Yes","2000","35-65 y.","(3b) higher tertiary education","150","0.179991452560216","0.155689139838363","0.20429376528207"
"Yes","2000","66 and older","(0) in school","","","",""
"Yes","2000","66 and older","(1a) inadequately completed","1","","",""
"Yes","2000","66 and older","(1b) general elementary school","22","","",""
"Yes","2000","66 and older","(1c) basic vocational qualification","65","0.0473515277612083","0.0369608492434459","0.0577422062789708"
"Yes","2000","66 and older","(2b) intermediate general qualification","7","","",""
"Yes","2000","66 and older","(2a) intermediate vocational","53","0.161704364157204","0.121427555859088","0.20198117245532"
"Yes","2000","66 and older","(2c_gen) general maturity certificate","2","","",""
"Yes","2000","66 and older","(2c_voc) vocational maturity certificate","19","","",""
"Yes","2000","66 and older","(3a) lower tertiary education","31","0.16089756521243","0.107070115703279","0.214725014721581"
"Yes","2000","66 and older","(3b) higher tertiary education","24","","",""
"No","2000","16-34 y.","(0) in school","379","0.931309175189425","0.906676199069109","0.955942151309741"
"No","2000","16-34 y.","(1a) inadequately completed","71","0.971950435231284","0.934073765796074","1.00982710466649"
"No","2000","16-34 y.","(1b) general elementary school","679","0.97397338332038","0.962153475103092","0.985793291537669"
"No","2000","16-34 y.","(1c) basic vocational qualification","1064","0.929405233064198","0.914509985132519","0.944300480995877"
"No","2000","16-34 y.","(2b) intermediate general qualification","529","0.938872929339578","0.91901370016193","0.958732158517227"
"No","2000","16-34 y.","(2a) intermediate vocational","1637","0.902477609790309","0.888787711834686","0.916167507745932"
"No","2000","16-34 y.","(2c_gen) general maturity certificate","532","0.905627627816931","0.882038094311238","0.929217161322625"
"No","2000","16-34 y.","(2c_voc) vocational maturity certificate","533","0.903658162189217","0.879829481657511","0.927486842720923"
"No","2000","16-34 y.","(3a) lower tertiary education","222","0.830151574885519","0.784596444123465","0.875706705647573"
"No","2000","16-34 y.","(3b) higher tertiary education","277","0.852096423340028","0.813321239589639","0.890871607090418"
"No","2000","35-65 y.","(0) in school","6","","",""
"No","2000","35-65 y.","(1a) inadequately completed","259","0.965481615634228","0.94358435968227","0.987378871586185"
"No","2000","35-65 y.","(1b) general elementary school","1220","0.965939753556311","0.955900573679921","0.975978933432701"
"No","2000","35-65 y.","(1c) basic vocational qualification","4226","0.915142130635957","0.907081207481642","0.923203053790271"
"No","2000","35-65 y.","(2b) intermediate general qualification","80","0.809544974059533","0.729308675320449","0.889781272798617"
"No","2000","35-65 y.","(2a) intermediate vocational","2501","0.861296385054871","0.848584524410731","0.874008245699011"
"No","2000","35-65 y.","(2c_gen) general maturity certificate","90","0.906138792130546","0.849262950660785","0.963014633600308"
"No","2000","35-65 y.","(2c_voc) vocational maturity certificate","558","0.847957577632691","0.82026895929984","0.875646195965541"
"No","2000","35-65 y.","(3a) lower tertiary education","788","0.825836245552195","0.801343124156894","0.850329366947496"
"No","2000","35-65 y.","(3b) higher tertiary education","810","0.820008547439783","0.79570623471793","0.844310860161637"
"No","2000","66 and older","(0) in school","3","","",""
"No","2000","66 and older","(1a) inadequately completed","74","0.968642783252526","0.929199956057851","1.0080856104472"
"No","2000","66 and older","(1b) general elementary school","833","0.970533988176048","0.959198738578402","0.981869237773693"
"No","2000","66 and older","(1c) basic vocational qualification","1540","0.952648472238792","0.942257793721029","0.963039150756554"
"No","2000","66 and older","(2b) intermediate general qualification","29","","",""
"No","2000","66 and older","(2a) intermediate vocational","268","0.838295635842796","0.79801882754468","0.878572444140912"
"No","2000","66 and older","(2c_gen) general maturity certificate","11","","",""
"No","2000","66 and older","(2c_voc) vocational maturity certificate","94","0.838425184698123","0.770562996231881","0.906287373164365"
"No","2000","66 and older","(3a) lower tertiary education","148","0.83910243478757","0.785274985278419","0.892929884296721"
"No","2000","66 and older","(3b) higher tertiary education","99","0.760585673658363","0.685172941895056","0.835998405421671"
"Yes","2001","16-34 y.","(0) in school","30","0.0681385124946457","0.0448568579945656","0.0914201669947259"
"Yes","2001","16-34 y.","(1a) inadequately completed","2","","",""
"Yes","2001","16-34 y.","(1b) general elementary school","20","","",""
"Yes","2001","16-34 y.","(1c) basic vocational qualification","68","0.0790844529515734","0.0613842673055009","0.0967846385976458"
"Yes","2001","16-34 y.","(2b) intermediate general qualification","23","","",""
"Yes","2001","16-34 y.","(2a) intermediate vocational","141","0.0990656544059121","0.0840468823767051","0.114084426435119"
"Yes","2001","16-34 y.","(2c_gen) general maturity certificate","51","0.0927455329696534","0.0689321157285897","0.116558950210717"
"Yes","2001","16-34 y.","(2c_voc) vocational maturity certificate","56","0.112670149142331","0.0850107199693668","0.140329578315295"
"Yes","2001","16-34 y.","(3a) lower tertiary education","37","0.196152171892159","0.144035203946201","0.248269139838118"
"Yes","2001","16-34 y.","(3b) higher tertiary education","40","0.155401336147916","0.112267705527251","0.198534966768581"
"Yes","2001","35-65 y.","(0) in school","","","",""
"Yes","2001","35-65 y.","(1a) inadequately completed","4","","",""
"Yes","2001","35-65 y.","(1b) general elementary school","32","0.0275276433050273","0.0176965815170912","0.0373587050929633"
"Yes","2001","35-65 y.","(1c) basic vocational qualification","326","0.0910260590243577","0.0822181322463179","0.0998339858023975"
"Yes","2001","35-65 y.","(2b) intermediate general qualification","7","","",""
"Yes","2001","35-65 y.","(2a) intermediate vocational","321","0.139970914706912","0.126963117878219","0.152978711535604"
"Yes","2001","35-65 y.","(2c_gen) general maturity certificate","8","","",""
"Yes","2001","35-65 y.","(2c_voc) vocational maturity certificate","94","0.157257244265761","0.129227868065807","0.185286620465715"
"Yes","2001","35-65 y.","(3a) lower tertiary education","127","0.182546184238911","0.156994541566809","0.208097826911012"
"Yes","2001","35-65 y.","(3b) higher tertiary education","134","0.16881196486417","0.144271215089727","0.193352714638613"
"Yes","2001","66 and older","(0) in school","","","",""
"Yes","2001","66 and older","(1a) inadequately completed","1","","",""
"Yes","2001","66 and older","(1b) general elementary school","15","","",""
"Yes","2001","66 and older","(1c) basic vocational qualification","69","0.0499000511319223","0.0389322315924229","0.0608678706714217"
"Yes","2001","66 and older","(2b) intermediate general qualification","3","","",""
"Yes","2001","66 and older","(2a) intermediate vocational","51","0.160136297651503","0.120448183155668","0.199824412147339"
"Yes","2001","66 and older","(2c_gen) general maturity certificate","3","","",""
"Yes","2001","66 and older","(2c_voc) vocational maturity certificate","17","","",""
"Yes","2001","66 and older","(3a) lower tertiary education","29","","",""
"Yes","2001","66 and older","(3b) higher tertiary education","16","","",""
"No","2001","16-34 y.","(0) in school","420","0.931861487505354","0.908579833005274","0.955143142005434"
"No","2001","16-34 y.","(1a) inadequately completed","54","0.928109220057254","0.860455727953709","0.9957627121608"
"No","2001","16-34 y.","(1b) general elementary school","589","0.972295926406223","0.959260942661608","0.985330910150838"
"No","2001","16-34 y.","(1c) basic vocational qualification","825","0.920915547048427","0.903215361402354","0.938615732694499"
"No","2001","16-34 y.","(2b) intermediate general qualification","486","0.9479685131278","0.928674646396429","0.967262379859172"
"No","2001","16-34 y.","(2a) intermediate vocational","1379","0.900934345594088","0.885915573564881","0.915953117623295"
"No","2001","16-34 y.","(2c_gen) general maturity certificate","519","0.907254467030347","0.883441049789283","0.93106788427141"
"No","2001","16-34 y.","(2c_voc) vocational maturity certificate","446","0.887329850857669","0.859670421684705","0.914989280030633"
"No","2001","16-34 y.","(3a) lower tertiary education","186","0.803847828107841","0.751730860161882","0.855964796053799"
"No","2001","16-34 y.","(3b) higher tertiary education","231","0.844598663852084","0.801465033231419","0.887732294472749"
"No","2001","35-65 y.","(0) in school","1","","",""
"No","2001","35-65 y.","(1a) inadequately completed","193","0.967067060846395","0.94214645941338","0.99198766227941"
"No","2001","35-65 y.","(1b) general elementary school","1032","0.972472356694973","0.962641294907037","0.982303418482909"
"No","2001","35-65 y.","(1c) basic vocational qualification","3771","0.908973940975642","0.900166014197603","0.917781867753682"
"No","2001","35-65 y.","(2b) intermediate general qualification","68","0.903089563395752","0.836136855594212","0.970042271197293"
"No","2001","35-65 y.","(2a) intermediate vocational","2412","0.860029085293088","0.847021288464396","0.873036882121781"
"No","2001","35-65 y.","(2c_gen) general maturity certificate","87","0.944682157188491","0.898713505812077","0.990650808564905"
"No","2001","35-65 y.","(2c_voc) vocational maturity certificate","554","0.842742755734239","0.814713379534285","0.870772131934193"
"No","2001","35-65 y.","(3a) lower tertiary education","751","0.817453815761089","0.791902173088988","0.843005458433191"
"No","2001","35-65 y.","(3b) higher tertiary education","761","0.83118803513583","0.806647285361387","0.855728784910273"
"No","2001","66 and older","(0) in school","","","",""
"No","2001","66 and older","(1a) inadequately completed","64","0.966110516234961","0.922122204503361","1.01009882796656"
"No","2001","66 and older","(1b) general elementary school","742","0.978822301395225","0.968565983797882","0.989078618992568"
"No","2001","66 and older","(1c) basic vocational qualification","1445","0.950099948868078","0.939132129328578","0.961067768407577"
"No","2001","66 and older","(2b) intermediate general qualification","30","0.933834760802724","0.849025928721904","1.01864359288354"
"No","2001","66 and older","(2a) intermediate vocational","277","0.839863702348497","0.800175587852661","0.879551816844332"
"No","2001","66 and older","(2c_gen) general maturity certificate","10","","",""
"No","2001","66 and older","(2c_voc) vocational maturity certificate","94","0.829916287941205","0.760023058357525","0.899809517524885"
"No","2001","66 and older","(3a) lower tertiary education","153","0.821194164119202","0.765523529918416","0.876864798319988"
"No","2001","66 and older","(3b) higher tertiary education","108","0.854708923445939","0.792684056916651","0.916733789975228"
"Yes","2002","16-34 y.","(0) in school","40","0.0540644164758624","0.0341223041600867","0.0740065287916382"
"Yes","2002","16-34 y.","(1a) inadequately completed","1","","",""
"Yes","2002","16-34 y.","(1b) general elementary school","14","","",""
"Yes","2002","16-34 y.","(1c) basic vocational qualification","70","0.0883368782619131","0.0684087009074709","0.108265055616355"
"Yes","2002","16-34 y.","(2b) intermediate general qualification","29","","",""
"Yes","2002","16-34 y.","(2a) intermediate vocational","162","0.120175680617176","0.103280924874475","0.137070436359878"
"Yes","2002","16-34 y.","(2c_gen) general maturity certificate","68","0.115662491370429","0.0901145953659122","0.141210387374946"
"Yes","2002","16-34 y.","(2c_voc) vocational maturity certificate","62","0.119967001382146","0.0914867728883203","0.148447229875972"
"Yes","2002","16-34 y.","(3a) lower tertiary education","39","0.203256833758708","0.148568061322988","0.257945606194428"
"Yes","2002","16-34 y.","(3b) higher tertiary education","38","0.120870665549155","0.0811711642216704","0.160570166876639"
"Yes","2002","35-65 y.","(0) in school","","","",""
"Yes","2002","35-65 y.","(1a) inadequately completed","4","","",""
"Yes","2002","35-65 y.","(1b) general elementary school","30","0.0288595417439479","0.0183566492224668","0.039362434265429"
"Yes","2002","35-65 y.","(1c) basic vocational qualification","383","0.100346903203064","0.0908670802051947","0.109826726200934"
"Yes","2002","35-65 y.","(2b) intermediate general qualification","5","","",""
"Yes","2002","35-65 y.","(2a) intermediate vocational","433","0.14339187127326","0.130686509222862","0.156097233323659"
"Yes","2002","35-65 y.","(2c_gen) general maturity certificate","17","","",""
"Yes","2002","35-65 y.","(2c_voc) vocational maturity certificate","123","0.14155216601533","0.11614278084391","0.166961551186749"
"Yes","2002","35-65 y.","(3a) lower tertiary education","158","0.167553247439393","0.143879129798359","0.191227365080427"
"Yes","2002","35-65 y.","(3b) higher tertiary education","223","0.193048430555807","0.169563455953854","0.21653340515776"
"Yes","2002","66 and older","(0) in school","","","",""
"Yes","2002","66 and older","(1a) inadequately completed","1","","",""
"Yes","2002","66 and older","(1b) general elementary school","24","","",""
"Yes","2002","66 and older","(1c) basic vocational qualification","81","0.0567593772937068","0.045361140032403","0.0681576145550106"
"Yes","2002","66 and older","(2b) intermediate general qualification","4","","",""
"Yes","2002","66 and older","(2a) intermediate vocational","74","0.204961352425946","0.162969597623032","0.246953107228861"
"Yes","2002","66 and older","(2c_gen) general maturity certificate","2","","",""
"Yes","2002","66 and older","(2c_voc) vocational maturity certificate","20","","",""
"Yes","2002","66 and older","(3a) lower tertiary education","38","0.185946146910831","0.132160026199821","0.239732267621842"
"Yes","2002","66 and older","(3b) higher tertiary education","48","0.179774005890797","0.12352021586989","0.236027795911705"
"No","2002","16-34 y.","(0) in school","454","0.945935583524138","0.925993471208362","0.965877695839913"
"No","2002","16-34 y.","(1a) inadequately completed","48","0.994577094049315","0.97401414905912","1.01514003903951"
"No","2002","16-34 y.","(1b) general elementary school","505","0.976381009570316","0.96331615020687","0.989445868933761"
"No","2002","16-34 y.","(1c) basic vocational qualification","709","0.911663121738087","0.891734944383645","0.931591299092529"
"No","2002","16-34 y.","(2b) intermediate general qualification","465","0.94750709125","0.927840632280348","0.967173550219653"
"No","2002","16-34 y.","(2a) intermediate vocational","1261","0.879824319382824","0.862929563640123","0.896719075125525"
"No","2002","16-34 y.","(2c_gen) general maturity certificate","534","0.884337508629571","0.858789612625054","0.909885404634088"
"No","2002","16-34 y.","(2c_voc) vocational maturity certificate","438","0.880032998617854","0.851552770124028","0.90851322711168"
"No","2002","16-34 y.","(3a) lower tertiary education","169","0.796743166241292","0.742054393805572","0.851431938677012"
"No","2002","16-34 y.","(3b) higher tertiary education","221","0.879129334450845","0.839429833123361","0.91882883577833"
"No","2002","35-65 y.","(0) in school","","","",""
"No","2002","35-65 y.","(1a) inadequately completed","168","0.977155241067694","0.954826772351985","0.999483709783404"
"No","2002","35-65 y.","(1b) general elementary school","946","0.971140458256052","0.960637565734571","0.981643350777533"
"No","2002","35-65 y.","(1c) basic vocational qualification","3476","0.899653096796936","0.890173273799066","0.909132919794805"
"No","2002","35-65 y.","(2b) intermediate general qualification","79","0.947104172008231","0.899239175380107","0.994969168636355"
"No","2002","35-65 y.","(2a) intermediate vocational","2490","0.85660812872674","0.843902766676341","0.869313490777138"
"No","2002","35-65 y.","(2c_gen) general maturity certificate","97","0.902600823690733","0.84817297482556","0.957028672555905"
"No","2002","35-65 y.","(2c_voc) vocational maturity certificate","600","0.85844783398467","0.833038448813251","0.88385721915609"
"No","2002","35-65 y.","(3a) lower tertiary education","798","0.832446752560607","0.808772634919573","0.856120870201641"
"No","2002","35-65 y.","(3b) higher tertiary education","862","0.806951569444193","0.78346659484224","0.830436544046146"
"No","2002","66 and older","(0) in school","","","",""
"No","2002","66 and older","(1a) inadequately completed","65","0.96501948750327","0.920693619482976","1.00934535552356"
"No","2002","66 and older","(1b) general elementary school","717","0.962221865934313","0.948494195332247","0.975949536536379"
"No","2002","66 and older","(1c) basic vocational qualification","1502","0.943240622706293","0.931842385444989","0.954638859967597"
"No","2002","66 and older","(2b) intermediate general qualification","30","0.922750260047582","0.833007538947983","1.01249298114718"
"No","2002","66 and older","(2a) intermediate vocational","281","0.795038647574054","0.753046892771139","0.837030402376968"
"No","2002","66 and older","(2c_gen) general maturity certificate","8","","",""
"No","2002","66 and older","(2c_voc) vocational maturity certificate","88","0.817253230034814","0.744368023140085","0.890138436929543"
"No","2002","66 and older","(3a) lower tertiary education","163","0.814053853089169","0.760267732378158","0.867839973800179"
"No","2002","66 and older","(3b) higher tertiary education","131","0.820225994109203","0.763972204088295","0.876479784130111"
"Yes","2003","16-34 y.","(0) in school","42","0.0700362588246029","0.0475312548462257","0.0925412628029802"
"Yes","2003","16-34 y.","(1a) inadequately completed","2","","",""
"Yes","2003","16-34 y.","(1b) general elementary school","16","","",""
"Yes","2003","16-34 y.","(1c) basic vocational qualification","77","0.115610842546818","0.092383293315579","0.138838391778058"
"Yes","2003","16-34 y.","(2b) intermediate general qualification","30","0.0498349804640232","0.0303681997210482","0.0693017612069981"
"Yes","2003","16-34 y.","(2a) intermediate vocational","139","0.119541999681084","0.101755223330447","0.137328776031722"
"Yes","2003","16-34 y.","(2c_gen) general maturity certificate","67","0.0863378238383471","0.0634011614844067","0.109274486192287"
"Yes","2003","16-34 y.","(2c_voc) vocational maturity certificate","74","0.156518641814931","0.124347177352103","0.188690106277758"
"Yes","2003","16-34 y.","(3a) lower tertiary education","36","0.198008681314748","0.140893147902857","0.255124214726639"
"Yes","2003","16-34 y.","(3b) higher tertiary education","36","0.137918862199453","0.094019337081607","0.181818387317299"
"Yes","2003","35-65 y.","(0) in school","","","",""
"Yes","2003","35-65 y.","(1a) inadequately completed","4","","",""
"Yes","2003","35-65 y.","(1b) general elementary school","27","","",""
"Yes","2003","35-65 y.","(1c) basic vocational qualification","359","0.0978139066850111","0.0880720725136264","0.107555740856396"
"Yes","2003","35-65 y.","(2b) intermediate general qualification","4","","",""
"Yes","2003","35-65 y.","(2a) intermediate vocational","414","0.146971747552162","0.134126878527444","0.15981661657688"
"Yes","2003","35-65 y.","(2c_gen) general maturity certificate","22","","",""
"Yes","2003","35-65 y.","(2c_voc) vocational maturity certificate","115","0.131958733404605","0.107081473365131","0.156835993444079"
"Yes","2003","35-65 y.","(3a) lower tertiary education","147","0.152327900160769","0.129006514862835","0.175649285458703"
"Yes","2003","35-65 y.","(3b) higher tertiary education","222","0.213461003429298","0.188617699699607","0.238304307158989"
"Yes","2003","66 and older","(0) in school","","","",""
"Yes","2003","66 and older","(1a) inadequately completed","1","","",""
"Yes","2003","66 and older","(1b) general elementary school","21","","",""
"Yes","2003","66 and older","(1c) basic vocational qualification","82","0.0492190417581337","0.038668648633554","0.0597694348827134"
"Yes","2003","66 and older","(2b) intermediate general qualification","5","","",""
"Yes","2003","66 and older","(2a) intermediate vocational","75","0.214612002435778","0.171415111788858","0.257808893082698"
"Yes","2003","66 and older","(2c_gen) general maturity certificate","1","","",""
"Yes","2003","66 and older","(2c_voc) vocational maturity certificate","20","","",""
"Yes","2003","66 and older","(3a) lower tertiary education","44","0.245576513524681","0.188175147171393","0.302977879877969"
"Yes","2003","66 and older","(3b) higher tertiary education","51","0.236266707621417","0.174721438910754","0.29781197633208"
"No","2003","16-34 y.","(0) in school","452","0.929963741175397","0.90745873719702","0.952468745153774"
"No","2003","16-34 y.","(1a) inadequately completed","44","0.970807427478801","0.922158653009457","1.01945620194815"
"No","2003","16-34 y.","(1b) general elementary school","472","0.968199430793321","0.952631243838049","0.983767617748594"
"No","2003","16-34 y.","(1c) basic vocational qualification","651","0.884389157453182","0.861161608221942","0.907616706684421"
"No","2003","16-34 y.","(2b) intermediate general qualification","450","0.950165019535977","0.930698238793002","0.969631800278952"
"No","2003","16-34 y.","(2a) intermediate vocational","1139","0.880458000318916","0.862671223968278","0.898244776669553"
"No","2003","16-34 y.","(2c_gen) general maturity certificate","509","0.913662176161653","0.890725513807713","0.936598838515593"
"No","2003","16-34 y.","(2c_voc) vocational maturity certificate","416","0.843481358185069","0.811309893722242","0.875652822647897"
"No","2003","16-34 y.","(3a) lower tertiary education","151","0.801991318685252","0.744875785273361","0.859106852097143"
"No","2003","16-34 y.","(3b) higher tertiary education","201","0.862081137800547","0.818181612682701","0.905980662918393"
"No","2003","35-65 y.","(0) in school","","","",""
"No","2003","35-65 y.","(1a) inadequately completed","157","0.977573598818717","0.954702360539913","1.00044483709752"
"No","2003","35-65 y.","(1b) general elementary school","857","0.968380849614864","0.956845781781638","0.979915917448091"
"No","2003","35-65 y.","(1c) basic vocational qualification","3213","0.902186093314989","0.892444259143604","0.911927927486374"
"No","2003","35-65 y.","(2b) intermediate general qualification","83","0.967064177104372","0.929562527466156","1.00456582674259"
"No","2003","35-65 y.","(2a) intermediate vocational","2505","0.853028252447838","0.84018338342312","0.865873121472556"
"No","2003","35-65 y.","(2c_gen) general maturity certificate","84","0.859413315010194","0.7932422243986","0.925584405621788"
"No","2003","35-65 y.","(2c_voc) vocational maturity certificate","596","0.868041266595395","0.843164006555921","0.892918526634869"
"No","2003","35-65 y.","(3a) lower tertiary education","765","0.847672099839231","0.824350714541297","0.870993485137165"
"No","2003","35-65 y.","(3b) higher tertiary education","823","0.786538996570702","0.761695692841011","0.811382300300393"
"No","2003","66 and older","(0) in school","","","",""
"No","2003","66 and older","(1a) inadequately completed","61","0.964628665448379","0.918649821134685","1.01060750976207"
"No","2003","66 and older","(1b) general elementary school","716","0.966830688258077","0.953901900959748","0.979759475556406"
"No","2003","66 and older","(1c) basic vocational qualification","1533","0.950780958241866","0.940230565117287","0.961331351366446"
"No","2003","66 and older","(2b) intermediate general qualification","25","","",""
"No","2003","66 and older","(2a) intermediate vocational","272","0.785387997564222","0.742191106917302","0.828584888211142"
"No","2003","66 and older","(2c_gen) general maturity certificate","9","","",""
"No","2003","66 and older","(2c_voc) vocational maturity certificate","95","0.860704553457974","0.797420442827769","0.92398866408818"
"No","2003","66 and older","(3a) lower tertiary education","172","0.754423486475319","0.697022120122031","0.811824852828607"
"No","2003","66 and older","(3b) higher tertiary education","132","0.763733292378583","0.70218802366792","0.825278561089246"
"Yes","2004","16-34 y.","(0) in school","46","0.083223936394577","0.0589396326540857","0.107508240135068"
"Yes","2004","16-34 y.","(1a) inadequately completed","2","","",""
"Yes","2004","16-34 y.","(1b) general elementary school","18","","",""
