"ple0098_v5","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","2009","16-34 y.","(1b) general elementary school","","","",""
"Yes","2009","16-34 y.","(1c) basic vocational qualification","","","",""
"Yes","2009","16-34 y.","(2b) intermediate general qualification","","","",""
"Yes","2009","16-34 y.","(2a) intermediate vocational","","","",""
"Yes","2009","16-34 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2009","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","16-34 y.","(3a) lower tertiary education","","","",""
"Yes","2009","16-34 y.","(3b) higher tertiary education","","","",""
"Yes","2009","35-65 y.","(0) in school","","","",""
"Yes","2009","35-65 y.","(1a) inadequately completed","","","",""
"Yes","2009","35-65 y.","(1b) general elementary school","","","",""
"Yes","2009","35-65 y.","(1c) basic vocational qualification","","","",""
"Yes","2009","35-65 y.","(2b) intermediate general qualification","","","",""
"Yes","2009","35-65 y.","(2a) intermediate vocational","","","",""
"Yes","2009","35-65 y.","(2c_gen) general maturity certificate","","","",""
"Yes","2009","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","35-65 y.","(3a) lower tertiary education","","","",""
"Yes","2009","35-65 y.","(3b) higher tertiary education","","","",""
"Yes","2009","66 and older","(0) in school","","","",""
"Yes","2009","66 and older","(1a) inadequately completed","","","",""
"Yes","2009","66 and older","(1b) general elementary school","","","",""
"Yes","2009","66 and older","(1c) basic vocational qualification","","","",""
"Yes","2009","66 and older","(2b) intermediate general qualification","","","",""
"Yes","2009","66 and older","(2a) intermediate vocational","","","",""
"Yes","2009","66 and older","(2c_gen) general maturity certificate","","","",""
"Yes","2009","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","66 and older","(3a) lower tertiary education","","","",""
"Yes","2009","66 and older","(3b) higher tertiary education","","","",""
"No","2009","16-34 y.","(0) in school","","","",""
"No","2009","16-34 y.","(1a) inadequately completed","","","",""
"No","2009","16-34 y.","(1b) general elementary school","","","",""
"No","2009","16-34 y.","(1c) basic vocational qualification","","","",""
"No","2009","16-34 y.","(2b) intermediate general qualification","","","",""
"No","2009","16-34 y.","(2a) intermediate vocational","","","",""
"No","2009","16-34 y.","(2c_gen) general maturity certificate","","","",""
"No","2009","16-34 y.","(2c_voc) vocational maturity certificate","","","",""
"No","2009","16-34 y.","(3a) lower tertiary education","","","",""
"No","2009","16-34 y.","(3b) higher tertiary education","","","",""
"No","2009","35-65 y.","(0) in school","","","",""
"No","2009","35-65 y.","(1a) inadequately completed","","","",""
"No","2009","35-65 y.","(1b) general elementary school","","","",""
"No","2009","35-65 y.","(1c) basic vocational qualification","","","",""
"No","2009","35-65 y.","(2b) intermediate general qualification","","","",""
"No","2009","35-65 y.","(2a) intermediate vocational","","","",""
"No","2009","35-65 y.","(2c_gen) general maturity certificate","","","",""
"No","2009","35-65 y.","(2c_voc) vocational maturity certificate","","","",""
"No","2009","35-65 y.","(3a) lower tertiary education","","","",""
"No","2009","35-65 y.","(3b) higher tertiary education","","","",""
"No","2009","66 and older","(0) in school","","","",""
"No","2009","66 and older","(1a) inadequately completed","","","",""
"No","2009","66 and older","(1b) general elementary school","","","",""
"No","2009","66 and older","(1c) basic vocational qualification","","","",""
"No","2009","66 and older","(2b) intermediate general qualification","","","",""
"No","2009","66 and older","(2a) intermediate vocational","","","",""
"No","2009","66 and older","(2c_gen) general maturity certificate","","","",""
"No","2009","66 and older","(2c_voc) vocational maturity certificate","","","",""
"No","2009","66 and older","(3a) lower tertiary education","","","",""
"No","2009","66 and older","(3b) higher tertiary education","","","",""
"Yes","2010","16-34 y.","(0) in school","46","0.102323753864011","0.0698693387858229","0.134778168942198"
"Yes","2010","16-34 y.","(1a) inadequately completed","4","","",""
"Yes","2010","16-34 y.","(1b) general elementary school","24","","",""
"Yes","2010","16-34 y.","(1c) basic vocational qualification","100","0.159449482564898","0.133421844318681","0.185477120811116"
"Yes","2010","16-34 y.","(2b) intermediate general qualification","41","0.111680205865823","0.0819442277419663","0.141416183989679"
"Yes","2010","16-34 y.","(2a) intermediate vocational","292","0.228318135851732","0.206889787344168","0.249746484359295"
"Yes","2010","16-34 y.","(2c_gen) general maturity certificate","62","0.125630642746766","0.0985876071478104","0.152673678345722"
"Yes","2010","16-34 y.","(2c_voc) vocational maturity certificate","176","0.319446803740453","0.283266845252655","0.355626762228251"
"Yes","2010","16-34 y.","(3a) lower tertiary education","72","0.314042287072475","0.255565548102746","0.372519026042205"
"Yes","2010","16-34 y.","(3b) higher tertiary education","131","0.295015717583351","0.254718242616332","0.33531319255037"
"Yes","2010","35-65 y.","(0) in school","","","",""
"Yes","2010","35-65 y.","(1a) inadequately completed","12","","",""
"Yes","2010","35-65 y.","(1b) general elementary school","47","0.061669947040204","0.044123301900906","0.079216592179502"
"Yes","2010","35-65 y.","(1c) basic vocational qualification","556","0.183195484246769","0.169094790108201","0.197296178385336"
"Yes","2010","35-65 y.","(2b) intermediate general qualification","29","","",""
"Yes","2010","35-65 y.","(2a) intermediate vocational","872","0.239234034952584","0.225346310032342","0.253121759872826"
"Yes","2010","35-65 y.","(2c_gen) general maturity certificate","41","0.22858701919465","0.168239298392285","0.288934739997016"
"Yes","2010","35-65 y.","(2c_voc) vocational maturity certificate","346","0.302841057387972","0.27620326351106","0.329478851264885"
"Yes","2010","35-65 y.","(3a) lower tertiary education","279","0.349229941072168","0.318834972140453","0.379624910003883"
"Yes","2010","35-65 y.","(3b) higher tertiary education","418","0.331589891852446","0.306354820710557","0.356824962994335"
"Yes","2010","66 and older","(0) in school","","","",""
"Yes","2010","66 and older","(1a) inadequately completed","3","","",""
"Yes","2010","66 and older","(1b) general elementary school","34","0.0625907158815821","0.0426705244424327","0.0825109073207316"
"Yes","2010","66 and older","(1c) basic vocational qualification","205","0.122781234489837","0.107055169173231","0.138507299806443"
"Yes","2010","66 and older","(2b) intermediate general qualification","10","","",""
"Yes","2010","66 and older","(2a) intermediate vocational","144","0.288665623609599","0.248169823375348","0.32916142384385"
"Yes","2010","66 and older","(2c_gen) general maturity certificate","7","","",""
"Yes","2010","66 and older","(2c_voc) vocational maturity certificate","35","0.284800046471969","0.203368842852445","0.366231250091493"
"Yes","2010","66 and older","(3a) lower tertiary education","94","0.306685707700061","0.256241951274493","0.357129464125629"
"Yes","2010","66 and older","(3b) higher tertiary education","99","0.335765119075224","0.278361398102585","0.393168840047864"
"No","2010","16-34 y.","(0) in school","289","0.897676246135989","0.865221831057801","0.930130661214177"
"No","2010","16-34 y.","(1a) inadequately completed","129","0.987699920037843","0.968967721710664","1.00643211836502"
"No","2010","16-34 y.","(1b) general elementary school","538","0.93979253989559","0.920126311293015","0.959458768498165"
"No","2010","16-34 y.","(1c) basic vocational qualification","660","0.840550517435101","0.814522879188884","0.866578155681319"
"No","2010","16-34 y.","(2b) intermediate general qualification","390","0.888319794134177","0.858583816010321","0.918055772258034"
"No","2010","16-34 y.","(2a) intermediate vocational","1182","0.771681864148268","0.750253515640705","0.793110212655832"
"No","2010","16-34 y.","(2c_gen) general maturity certificate","515","0.874369357253234","0.847326321654278","0.90141239285219"
"No","2010","16-34 y.","(2c_voc) vocational maturity certificate","462","0.680553196259547","0.644373237771749","0.716733154747345"
"No","2010","16-34 y.","(3a) lower tertiary education","170","0.685957712927525","0.627480973957795","0.744434451897255"
"No","2010","16-34 y.","(3b) higher tertiary education","361","0.704984282416649","0.664686807449629","0.745281757383668"
"No","2010","35-65 y.","(0) in school","","","",""
"No","2010","35-65 y.","(1a) inadequately completed","154","0.929128714697194","0.89009254991455","0.968164879479839"
"No","2010","35-65 y.","(1b) general elementary school","675","0.938330052959796","0.920783407820498","0.955876698099094"
"No","2010","35-65 y.","(1c) basic vocational qualification","2335","0.816804515753231","0.802703821614664","0.830905209891799"
"No","2010","35-65 y.","(2b) intermediate general qualification","117","0.696576937073341","0.622004127993158","0.771149746153524"
"No","2010","35-65 y.","(2a) intermediate vocational","2753","0.760765965047416","0.746878240127174","0.774653689967658"
"No","2010","35-65 y.","(2c_gen) general maturity certificate","145","0.77141298080535","0.711065260002984","0.831760701607715"
"No","2010","35-65 y.","(2c_voc) vocational maturity certificate","797","0.697158942612027","0.670521148735115","0.72379673648894"
"No","2010","35-65 y.","(3a) lower tertiary education","666","0.650770058927832","0.620375089996117","0.681165027859547"
"No","2010","35-65 y.","(3b) higher tertiary education","919","0.668410108147554","0.643175037005665","0.693645179289443"
"No","2010","66 and older","(0) in school","","","",""
"No","2010","66 and older","(1a) inadequately completed","48","0.975414321112601","0.932913368019711","1.01791527420549"
"No","2010","66 and older","(1b) general elementary school","534","0.937409284118418","0.917489092679268","0.957329475557567"
"No","2010","66 and older","(1c) basic vocational qualification","1468","0.877218765510163","0.861492700193557","0.892944830826769"
"No","2010","66 and older","(2b) intermediate general qualification","20","","",""
"No","2010","66 and older","(2a) intermediate vocational","337","0.711334376390401","0.67083857615615","0.751830176624652"
"No","2010","66 and older","(2c_gen) general maturity certificate","11","","",""
"No","2010","66 and older","(2c_voc) vocational maturity certificate","83","0.715199953528031","0.633768749908507","0.796631157147555"
"No","2010","66 and older","(3a) lower tertiary education","227","0.693314292299939","0.642870535874371","0.743758048725507"
"No","2010","66 and older","(3b) higher tertiary education","161","0.664234880924776","0.606831159952136","0.721638601897415"
"Yes","2011","16-34 y.","(0) in school","36","0.129866850998135","0.0879448864492334","0.171788815547036"
"Yes","2011","16-34 y.","(1a) inadequately completed","1","","",""
"Yes","2011","16-34 y.","(1b) general elementary school","16","","",""
"Yes","2011","16-34 y.","(1c) basic vocational qualification","59","0.192451276045153","0.152761993241321","0.232140558848985"
"Yes","2011","16-34 y.","(2b) intermediate general qualification","28","","",""
"Yes","2011","16-34 y.","(2a) intermediate vocational","151","0.196194810568849","0.168397087724642","0.223992533413057"
"Yes","2011","16-34 y.","(2c_gen) general maturity certificate","73","0.126258913212765","0.0985260509819873","0.153991775443543"
"Yes","2011","16-34 y.","(2c_voc) vocational maturity certificate","114","0.301173957106433","0.256928741737557","0.345419172475309"
"Yes","2011","16-34 y.","(3a) lower tertiary education","55","0.25762314380664","0.193377639906819","0.321868647706461"
"Yes","2011","16-34 y.","(3b) higher tertiary education","98","0.279888157589263","0.23195617655823","0.327820138620295"
"Yes","2011","35-65 y.","(0) in school","","","",""
"Yes","2011","35-65 y.","(1a) inadequately completed","10","","",""
"Yes","2011","35-65 y.","(1b) general elementary school","55","0.0937033492993186","0.0711437271704506","0.116262971428187"
"Yes","2011","35-65 y.","(1c) basic vocational qualification","538","0.191165390427931","0.176333356641213","0.205997424214648"
"Yes","2011","35-65 y.","(2b) intermediate general qualification","29","","",""
"Yes","2011","35-65 y.","(2a) intermediate vocational","825","0.264117465446813","0.248474114249202","0.279760816644424"
"Yes","2011","35-65 y.","(2c_gen) general maturity certificate","30","0.156032262198767","0.0973698997620692","0.214694624635465"
"Yes","2011","35-65 y.","(2c_voc) vocational maturity certificate","249","0.284480864502043","0.252879606914283","0.316082122089802"
"Yes","2011","35-65 y.","(3a) lower tertiary education","281","0.386671371735059","0.352626284926739","0.420716458543378"
"Yes","2011","35-65 y.","(3b) higher tertiary education","308","0.318592882088387","0.289800972629621","0.347384791547153"
"Yes","2011","66 and older","(0) in school","","","",""
"Yes","2011","66 and older","(1a) inadequately completed","7","","",""
"Yes","2011","66 and older","(1b) general elementary school","47","0.0564986597905092","0.0398636689966377","0.0731336505843806"
"Yes","2011","66 and older","(1c) basic vocational qualification","290","0.145972441102698","0.130714275532293","0.161230606673104"
"Yes","2011","66 and older","(2b) intermediate general qualification","16","","",""
"Yes","2011","66 and older","(2a) intermediate vocational","187","0.311967190665663","0.274834490208598","0.349099891122729"
"Yes","2011","66 and older","(2c_gen) general maturity certificate","16","","",""
"Yes","2011","66 and older","(2c_voc) vocational maturity certificate","52","0.332505028282509","0.259277793132001","0.405732263433018"
"Yes","2011","66 and older","(3a) lower tertiary education","116","0.353282836751003","0.304644401013477","0.40192127248853"
"Yes","2011","66 and older","(3b) higher tertiary education","130","0.375524107567303","0.323433934642138","0.427614280492469"
"No","2011","16-34 y.","(0) in school","211","0.870133149001865","0.828211184452964","0.912055113550767"
"No","2011","16-34 y.","(1a) inadequately completed","35","0.999358883307445","0.99109039490513","1.00762737170976"
"No","2011","16-34 y.","(1b) general elementary school","237","0.913474210257021","0.878831747265346","0.948116673248697"
"No","2011","16-34 y.","(1c) basic vocational qualification","320","0.807548723954847","0.767859441151015","0.847238006758679"
"No","2011","16-34 y.","(2b) intermediate general qualification","290","0.929218667502575","0.901031407524111","0.95740592748104"
"No","2011","16-34 y.","(2a) intermediate vocational","633","0.803805189431151","0.776007466586943","0.831602912275358"
"No","2011","16-34 y.","(2c_gen) general maturity certificate","478","0.873741086787235","0.846008224556457","0.901473949018013"
"No","2011","16-34 y.","(2c_voc) vocational maturity certificate","299","0.698826042893567","0.654580827524691","0.743071258262443"
"No","2011","16-34 y.","(3a) lower tertiary education","123","0.74237685619336","0.678131352293539","0.806622360093181"
"No","2011","16-34 y.","(3b) higher tertiary education","239","0.720111842410737","0.672179861379705","0.76804382344177"
"No","2011","35-65 y.","(0) in school","","","",""
"No","2011","35-65 y.","(1a) inadequately completed","118","0.940275979420894","0.89922294198828","0.981329016853508"
"No","2011","35-65 y.","(1b) general elementary school","586","0.906296650700681","0.883737028571813","0.92885627282955"
"No","2011","35-65 y.","(1c) basic vocational qualification","2162","0.808834609572069","0.794002575785352","0.823666643358787"
"No","2011","35-65 y.","(2b) intermediate general qualification","104","0.749350879928669","0.675696602466506","0.823005157390832"
"No","2011","35-65 y.","(2a) intermediate vocational","2226","0.735882534553187","0.720239183355576","0.751525885750798"
"No","2011","35-65 y.","(2c_gen) general maturity certificate","117","0.843967737801233","0.785305375364535","0.902630100237931"
"No","2011","35-65 y.","(2c_voc) vocational maturity certificate","534","0.715519135497957","0.683917877910198","0.747120393085717"
"No","2011","35-65 y.","(3a) lower tertiary education","505","0.613328628264941","0.579283541456622","0.647373715073261"
"No","2011","35-65 y.","(3b) higher tertiary education","698","0.681407117911613","0.652615208452847","0.710199027370379"
"No","2011","66 and older","(0) in school","","","",""
"No","2011","66 and older","(1a) inadequately completed","67","0.955317271950857","0.908243837392877","1.00239070650884"
"No","2011","66 and older","(1b) general elementary school","693","0.943501340209491","0.926866349415619","0.960136331003362"
"No","2011","66 and older","(1c) basic vocational qualification","1767","0.854027558897302","0.838769393326896","0.869285724467707"
"No","2011","66 and older","(2b) intermediate general qualification","40","0.692130439312292","0.571229011917275","0.813031866707308"
"No","2011","66 and older","(2a) intermediate vocational","411","0.688032809334337","0.650900108877271","0.725165509791402"
"No","2011","66 and older","(2c_gen) general maturity certificate","16","","",""
"No","2011","66 and older","(2c_voc) vocational maturity certificate","107","0.667494971717491","0.594267736566982","0.740722206867999"
"No","2011","66 and older","(3a) lower tertiary education","255","0.646717163248997","0.59807872751147","0.695355598986524"
"No","2011","66 and older","(3b) higher tertiary education","202","0.624475892432697","0.572385719507531","0.676566065357862"
"Yes","2012","16-34 y.","(0) in school","43","0.0990885125686258","0.0695489178356677","0.128628107301584"
"Yes","2012","16-34 y.","(1a) inadequately completed","1","","",""
"Yes","2012","16-34 y.","(1b) general elementary school","15","","",""
"Yes","2012","16-34 y.","(1c) basic vocational qualification","82","0.131249483319242","0.105565617610179","0.156933349028305"
"Yes","2012","16-34 y.","(2b) intermediate general qualification","48","0.0920245707364105","0.0652576734570591","0.118791468015762"
"Yes","2012","16-34 y.","(2a) intermediate vocational","252","0.23688271845959","0.213331777695319","0.26043365922386"
"Yes","2012","16-34 y.","(2c_gen) general maturity certificate","101","0.151178164855854","0.123786513691388","0.178569816020319"
"Yes","2012","16-34 y.","(2c_voc) vocational maturity certificate","149","0.247296611956566","0.211658481584623","0.28293474232851"
"Yes","2012","16-34 y.","(3a) lower tertiary education","77","0.342227405301015","0.281566422852196","0.402888387749833"
"Yes","2012","16-34 y.","(3b) higher tertiary education","127","0.238364787852767","0.200287140269331","0.276442435436203"
"Yes","2012","35-65 y.","(0) in school","","","",""
"Yes","2012","35-65 y.","(1a) inadequately completed","12","","",""
"Yes","2012","35-65 y.","(1b) general elementary school","93","0.112093916742266","0.091505670203684","0.132682163280849"
"Yes","2012","35-65 y.","(1c) basic vocational qualification","717","0.210845276110858","0.197152307634652","0.224538244587064"
"Yes","2012","35-65 y.","(2b) intermediate general qualification","46","0.24103047353906","0.183319950583891","0.298740996494228"
"Yes","2012","35-65 y.","(2a) intermediate vocational","1218","0.275891697916067","0.262755018377724","0.289028377454411"
"Yes","2012","35-65 y.","(2c_gen) general maturity certificate","51","0.213182727347441","0.162716506945179","0.263648947749702"
"Yes","2012","35-65 y.","(2c_voc) vocational maturity certificate","475","0.294548561570958","0.271261955268794","0.317835167873122"
"Yes","2012","35-65 y.","(3a) lower tertiary education","375","0.371800658355002","0.343136408053","0.400464908657005"
"Yes","2012","35-65 y.","(3b) higher tertiary education","500","0.30877189918861","0.286134961420428","0.331408836956793"
"Yes","2012","66 and older","(0) in school","","","",""
"Yes","2012","66 and older","(1a) inadequately completed","8","","",""
"Yes","2012","66 and older","(1b) general elementary school","55","0.0694153769857838","0.050798905942635","0.0880318480289325"
"Yes","2012","66 and older","(1c) basic vocational qualification","320","0.15520929871124","0.139522923445392","0.170895673977089"
"Yes","2012","66 and older","(2b) intermediate general qualification","19","","",""
"Yes","2012","66 and older","(2a) intermediate vocational","191","0.28665268644774","0.251229351344605","0.322076021550875"
"Yes","2012","66 and older","(2c_gen) general maturity certificate","15","","",""
"Yes","2012","66 and older","(2c_voc) vocational maturity certificate","49","0.345434905222","0.270333638597787","0.420536171846213"
"Yes","2012","66 and older","(3a) lower tertiary education","117","0.339672693982609","0.292426765863431","0.386918622101787"
"Yes","2012","66 and older","(3b) higher tertiary education","127","0.318599749909426","0.269290898010385","0.367908601808468"
"No","2012","16-34 y.","(0) in school","350","0.900911487431374","0.871371892698416","0.930451082164332"
"No","2012","16-34 y.","(1a) inadequately completed","124","0.99799846576092","0.990163456156105","1.00583347536574"
"No","2012","16-34 y.","(1b) general elementary school","522","0.967253417900276","0.952200729434835","0.982306106365716"
"No","2012","16-34 y.","(1c) basic vocational qualification","582","0.868750516680758","0.843066650971695","0.894434382389821"
"No","2012","16-34 y.","(2b) intermediate general qualification","400","0.907975429263589","0.881208531984238","0.934742326542941"
"No","2012","16-34 y.","(2a) intermediate vocational","1000","0.763117281540411","0.73956634077614","0.786668222304681"
"No","2012","16-34 y.","(2c_gen) general maturity certificate","556","0.848821835144146","0.821430183979681","0.876213486308612"
"No","2012","16-34 y.","(2c_voc) vocational maturity certificate","414","0.752703388043434","0.71706525767149","0.788341518415377"
"No","2012","16-34 y.","(3a) lower tertiary education","158","0.657772594698986","0.597111612250167","0.718433577147804"
"No","2012","16-34 y.","(3b) higher tertiary education","354","0.761635212147233","0.723557564563797","0.799712859730669"
"No","2012","35-65 y.","(0) in school","","","",""
"No","2012","35-65 y.","(1a) inadequately completed","195","0.944337345824251","0.913104723011364","0.975569968637138"
"No","2012","35-65 y.","(1b) general elementary school","809","0.887906083257734","0.867317836719152","0.908494329796316"
"No","2012","35-65 y.","(1c) basic vocational qualification","2692","0.789154723889142","0.775461755412936","0.802847692365348"
"No","2012","35-65 y.","(2b) intermediate general qualification","165","0.75896952646094","0.701259003505772","0.816680049416109"
"No","2012","35-65 y.","(2a) intermediate vocational","3229","0.724108302083933","0.710971622545589","0.737244981622276"
"No","2012","35-65 y.","(2c_gen) general maturity certificate","202","0.786817272652559","0.736351052250298","0.837283493054821"
"No","2012","35-65 y.","(2c_voc) vocational maturity certificate","997","0.705451438429042","0.682164832126878","0.728738044731206"
"No","2012","35-65 y.","(3a) lower tertiary education","717","0.628199341644998","0.599535091342995","0.656863591947"
"No","2012","35-65 y.","(3b) higher tertiary education","1100","0.69122810081139","0.668591163043207","0.713865038579572"
"No","2012","66 and older","(0) in school","","","",""
"No","2012","66 and older","(1a) inadequately completed","68","0.932631614683594","0.876277655815662","0.988985573551526"
"No","2012","66 and older","(1b) general elementary school","661","0.930584623014216","0.911968151971068","0.949201094057365"
"No","2012","66 and older","(1c) basic vocational qualification","1727","0.84479070128876","0.829104326022911","0.860477076554608"
"No","2012","66 and older","(2b) intermediate general qualification","40","0.63180136082568","0.508731005856764","0.754871715794595"
"No","2012","66 and older","(2a) intermediate vocational","435","0.71334731355226","0.677923978449125","0.748770648655395"
"No","2012","66 and older","(2c_gen) general maturity certificate","19","","",""
"No","2012","66 and older","(2c_voc) vocational maturity certificate","105","0.654565094778","0.579463828153787","0.729666361402213"
"No","2012","66 and older","(3a) lower tertiary education","269","0.660327306017391","0.613081377898213","0.707573234136569"
"No","2012","66 and older","(3b) higher tertiary education","216","0.681400250090573","0.632091398191532","0.730709101989615"
"Yes","2013","16-34 y.","(0) in school","42","0.200695334134298","0.147282450212423","0.254108218056172"
"Yes","2013","16-34 y.","(1a) inadequately completed","","","",""
"Yes","2013","16-34 y.","(1b) general elementary school","8","","",""
"Yes","2013","16-34 y.","(1c) basic vocational qualification","35","0.123466809152842","0.0866075439769587","0.160326074328726"
"Yes","2013","16-34 y.","(2b) intermediate general qualification","23","","",""
"Yes","2013","16-34 y.","(2a) intermediate vocational","138","0.222421478771342","0.190302210179952","0.254540747362733"
"Yes","2013","16-34 y.","(2c_gen) general maturity certificate","73","0.155914819008952","0.12325635497472","0.188573283043184"
"Yes","2013","16-34 y.","(2c_voc) vocational maturity certificate","93","0.305603927981579","0.25407370793158","0.357134148031578"
"Yes","2013","16-34 y.","(3a) lower tertiary education","48","0.330474992011277","0.258040855742229","0.402909128280326"
"Yes","2013","16-34 y.","(3b) higher tertiary education","115","0.266616169186516","0.222560529061928","0.310671809311105"
"Yes","2013","35-65 y.","(0) in school","","","",""
"Yes","2013","35-65 y.","(1a) inadequately completed","10","","",""
"Yes","2013","35-65 y.","(1b) general elementary school","52","0.10721057926404","0.080920880259059","0.133500278269021"
"Yes","2013","35-65 y.","(1c) basic vocational qualification","537","0.229577559711839","0.212460589440815","0.246694529982863"
"Yes","2013","35-65 y.","(2b) intermediate general qualification","33","0.284912229139265","0.207021018019583","0.362803440258947"
"Yes","2013","35-65 y.","(2a) intermediate vocational","850","0.301820737251249","0.284916996858321","0.318724477644177"
"Yes","2013","35-65 y.","(2c_gen) general maturity certificate","35","0.276636346844098","0.204075118663332","0.349197575024865"
"Yes","2013","35-65 y.","(2c_voc) vocational maturity certificate","288","0.323118250424274","0.290711144837147","0.355525356011402"
"Yes","2013","35-65 y.","(3a) lower tertiary education","279","0.39505273927049","0.359638424219758","0.430467054321222"
"Yes","2013","35-65 y.","(3b) higher tertiary education","332","0.365800856206106","0.335059188124469","0.396542524287744"
"Yes","2013","66 and older","(0) in school","","","",""
"Yes","2013","66 and older","(1a) inadequately completed","8","","",""
"Yes","2013","66 and older","(1b) general elementary school","50","0.0747534748781855","0.0543941440098209","0.09511280574655"
"Yes","2013","66 and older","(1c) basic vocational qualification","346","0.17907973201208","0.161871095888905","0.196288368135256"
"Yes","2013","66 and older","(2b) intermediate general qualification","20","","",""
"Yes","2013","66 and older","(2a) intermediate vocational","203","0.322179106836042","0.285155515613466","0.359202698058617"
"Yes","2013","66 and older","(2c_gen) general maturity certificate","16","","",""
"Yes","2013","66 and older","(2c_voc) vocational maturity certificate","52","0.375888175339015","0.298117567332225","0.453658783345805"
"Yes","2013","66 and older","(3a) lower tertiary education","119","0.347740568501141","0.300168110655052","0.39531302634723"
"Yes","2013","66 and older","(3b) higher tertiary education","131","0.344716523879448","0.294924505869097","0.3945085418898"
"No","2013","16-34 y.","(0) in school","174","0.799304665865702","0.745891781943828","0.852717549787577"
"No","2013","16-34 y.","(1a) inadequately completed","34","1","1","1"
"No","2013","16-34 y.","(1b) general elementary school","203","0.950167743922757","0.920807322853051","0.979528164992464"
"No","2013","16-34 y.","(1c) basic vocational qualification","271","0.876533190847158","0.839673925671275","0.913392456023041"
"No","2013","16-34 y.","(2b) intermediate general qualification","236","0.921074367100179","0.888238038451976","0.953910695748382"
"No","2013","16-34 y.","(2a) intermediate vocational","506","0.777578521228658","0.745459252637268","0.809697789820048"
"No","2013","16-34 y.","(2c_gen) general maturity certificate","401","0.844085180991048","0.811426716956816","0.87674364502528"
"No","2013","16-34 y.","(2c_voc) vocational maturity certificate","214","0.694396072018421","0.642865851968422","0.74592629206842"
"No","2013","16-34 y.","(3a) lower tertiary education","114","0.669525007988723","0.597090871719674","0.741959144257771"
"No","2013","16-34 y.","(3b) higher tertiary education","272","0.733383830813484","0.689328190688895","0.777439470938072"
"No","2013","35-65 y.","(0) in school","","","",""
"No","2013","35-65 y.","(1a) inadequately completed","102","0.893824554361879","0.836771714537369","0.950877394186389"
"No","2013","35-65 y.","(1b) general elementary school","480","0.89278942073596","0.866499721730979","0.919079119740941"
"No","2013","35-65 y.","(1c) basic vocational qualification","1782","0.770422440288161","0.753305470017137","0.787539410559185"
"No","2013","35-65 y.","(2b) intermediate general qualification","96","0.715087770860735","0.637196559741053","0.792978981980417"
"No","2013","35-65 y.","(2a) intermediate vocational","1983","0.698179262748751","0.681275522355823","0.715083003141679"
"No","2013","35-65 y.","(2c_gen) general maturity certificate","111","0.723363653155902","0.650802424975136","0.795924881336668"
"No","2013","35-65 y.","(2c_voc) vocational maturity certificate","512","0.676881749575726","0.644474643988599","0.709288855162853"
"No","2013","35-65 y.","(3a) lower tertiary education","453","0.60494726072951","0.569532945678778","0.640361575780242"
"No","2013","35-65 y.","(3b) higher tertiary education","611","0.634199143793894","0.603457475712256","0.664940811875531"
"No","2013","66 and older","(0) in school","","","",""
"No","2013","66 and older","(1a) inadequately completed","60","0.912391543549027","0.845193400072458","0.979589687025596"
"No","2013","66 and older","(1b) general elementary school","591","0.925246525121815","0.90488719425345","0.945605855990179"
"No","2013","66 and older","(1c) basic vocational qualification","1561","0.82092026798792","0.803711631864744","0.838128904111095"
"No","2013","66 and older","(2b) intermediate general qualification","35","0.636929699700269","0.509840730087602","0.764018669312935"
"No","2013","66 and older","(2a) intermediate vocational","409","0.677820893163958","0.640797301941383","0.714844484386534"
"No","2013","66 and older","(2c_gen) general maturity certificate","19","","",""
"No","2013","66 and older","(2c_voc) vocational maturity certificate","97","0.624111824660985","0.546341216654195","0.701882432667775"
"No","2013","66 and older","(3a) lower tertiary education","266","0.652259431498859","0.60468697365277","0.699831889344948"
"No","2013","66 and older","(3b) higher tertiary education","219","0.655283476120552","0.6054914581102","0.705075494130903"
"Yes","2014","16-34 y.","(0) in school","47","0.115098955843637","0.0840556388306569","0.146142272856616"
"Yes","2014","16-34 y.","(1a) inadequately completed","6","","",""
"Yes","2014","16-34 y.","(1b) general elementary school","26","","",""
"Yes","2014","16-34 y.","(1c) basic vocational qualification","76","0.134616757115738","0.107374490576108","0.161859023655367"
"Yes","2014","16-34 y.","(2b) intermediate general qualification","42","0.0849076615811484","0.0610639236905824","0.108751399471714"
"Yes","2014","16-34 y.","(2a) intermediate vocational","210","0.231364446539493","0.205722625613226","0.25700626746576"
"Yes","2014","16-34 y.","(2c_gen) general maturity certificate","121","0.151255673480046","0.126880185216158","0.175631161743933"
"Yes","2014","16-34 y.","(2c_voc) vocational maturity certificate","121","0.254501750519523","0.217313008792395","0.291690492246652"
"Yes","2014","16-34 y.","(3a) lower tertiary education","65","0.334205480536735","0.271152480819731","0.397258480253739"
"Yes","2014","16-34 y.","(3b) higher tertiary education","134","0.251349205365245","0.21613708182719","0.2865613289033"
"Yes","2014","35-65 y.","(0) in school","","","",""
"Yes","2014","35-65 y.","(1a) inadequately completed","14","","",""
"Yes","2014","35-65 y.","(1b) general elementary school","95","0.119313169127574","0.0995551790292449","0.139071159225904"
