"ple0098_v5","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2000","(3a) lower tertiary education","1158","0.828931392912961","0.808925244709616","0.848937541116307"
"No","2000","(3b) higher tertiary education","1187","0.820819722663889","0.800773875055088","0.84086557027269"
"Yes","2001","(0) in school","30","0.0680772199977345","0.0448310884947887","0.0913233515006804"
"Yes","2001","(1a) inadequately completed","7","","",""
"Yes","2001","(1b) general elementary school","67","0.0250399306794815","0.0188275947806549","0.0312522665783081"
"Yes","2001","(1c) basic vocational qualification","463","0.0782194760742467","0.0716937469920432","0.0847452051564502"
"Yes","2001","(2b) intermediate general qualification","33","0.0599523907570184","0.0412204106962522","0.0786843708177846"
"Yes","2001","(2a) intermediate vocational","513","0.129437142025231","0.119716443598567","0.139157840451895"
"Yes","2001","(2c_gen) general maturity certificate","62","0.089875133492523","0.0683471422298593","0.111403124755187"
"Yes","2001","(2c_voc) vocational maturity certificate","167","0.141979177633897","0.122714941652172","0.161243413615621"
"Yes","2001","(3a) lower tertiary education","193","0.184388493335533","0.16316859285582","0.205608393815246"
"Yes","2001","(3b) higher tertiary education","190","0.163005727589882","0.142849191000486","0.183162264179278"
"No","2001","(0) in school","421","0.931922780002265","0.90867664849932","0.955168911505211"
"No","2001","(1a) inadequately completed","311","0.959705646730249","0.938092119333015","0.981319174127483"
"No","2001","(1b) general elementary school","2363","0.974960069320518","0.968747733421692","0.981172405219345"
"No","2001","(1c) basic vocational qualification","6041","0.921780523925753","0.91525479484355","0.928306253007957"
"No","2001","(2b) intermediate general qualification","584","0.940047609242982","0.921315629182215","0.958779589303748"
"No","2001","(2a) intermediate vocational","4068","0.870562857974769","0.860842159548105","0.880283556401433"
"No","2001","(2c_gen) general maturity certificate","616","0.910124866507477","0.888596875244813","0.931652857770141"
"No","2001","(2c_voc) vocational maturity certificate","1094","0.858020822366103","0.838756586384379","0.877285058347827"
"No","2001","(3a) lower tertiary education","1090","0.815611506664467","0.794391606184754","0.836831407144179"
"No","2001","(3b) higher tertiary education","1100","0.836994272410118","0.816837735820722","0.857150808999514"
"Yes","2002","(0) in school","40","0.0540644164758624","0.0341223041600867","0.0740065287916382"
"Yes","2002","(1a) inadequately completed","6","","",""
"Yes","2002","(1b) general elementary school","68","0.0314154521581184","0.0241852137643358","0.0386456905519011"
"Yes","2002","(1c) basic vocational qualification","534","0.0864081104847848","0.079426246849193","0.0933899741203766"
"Yes","2002","(2b) intermediate general qualification","38","0.0550912101609823","0.0370149542713524","0.0731674660506123"
"Yes","2002","(2a) intermediate vocational","669","0.14385741125019","0.13382530468903","0.153889517811349"
"Yes","2002","(2c_gen) general maturity certificate","87","0.113386026458484","0.0903224404141667","0.136449612502801"
"Yes","2002","(2c_voc) vocational maturity certificate","205","0.137771605528167","0.119255481406018","0.156287729650316"
"Yes","2002","(3a) lower tertiary education","235","0.177541046094322","0.157269434846601","0.197812657342044"
"Yes","2002","(3b) higher tertiary education","309","0.176799811333731","0.157639976161812","0.19595964650565"
"No","2002","(0) in school","454","0.945935583524138","0.925993471208362","0.965877695839913"
"No","2002","(1a) inadequately completed","281","0.977059616977214","0.959738814587446","0.994380419366981"
"No","2002","(1b) general elementary school","2168","0.968584547841882","0.961354309448099","0.975814786235664"
"No","2002","(1c) basic vocational qualification","5687","0.913591889515215","0.906610025879623","0.920573753150807"
"No","2002","(2b) intermediate general qualification","574","0.944908789839018","0.926832533949388","0.962985045728648"
"No","2002","(2a) intermediate vocational","4032","0.85614258874981","0.846110482188651","0.86617469531097"
"No","2002","(2c_gen) general maturity certificate","639","0.886613973541516","0.863550387497199","0.909677559585833"
"No","2002","(2c_voc) vocational maturity certificate","1126","0.862228394471833","0.843712270349684","0.880744518593982"
"No","2002","(3a) lower tertiary education","1130","0.822458953905678","0.802187342657956","0.842730565153399"
"No","2002","(3b) higher tertiary education","1214","0.823200188666269","0.80404035349435","0.842360023838188"
"Yes","2003","(0) in school","42","0.0700362588246029","0.0475312548462257","0.0925412628029802"
"Yes","2003","(1a) inadequately completed","7","","",""
"Yes","2003","(1b) general elementary school","64","0.0322984795533606","0.0247532657238585","0.0398436933828626"
"Yes","2003","(1c) basic vocational qualification","518","0.0849536790522104","0.0778483637971801","0.0920589943072406"
"Yes","2003","(2b) intermediate general qualification","39","0.0530752211932775","0.0350921206495641","0.0710583217369909"
"Yes","2003","(2a) intermediate vocational","628","0.147119440600469","0.136820132035334","0.157418749165603"
"Yes","2003","(2c_gen) general maturity certificate","90","0.0942598998989753","0.0724898046685823","0.116029995129368"
"Yes","2003","(2c_voc) vocational maturity certificate","209","0.141462777342238","0.122634057169494","0.160291497514982"
"Yes","2003","(3a) lower tertiary education","227","0.179776434636561","0.159021674552838","0.200531194720283"
"Yes","2003","(3b) higher tertiary education","309","0.201282470478327","0.180750583554354","0.221814357402301"
"No","2003","(0) in school","452","0.929963741175397","0.90745873719702","0.952468745153774"
"No","2003","(1a) inadequately completed","262","0.9730042755195","0.953636630395784","0.992371920643215"
"No","2003","(1b) general elementary school","2045","0.967701520446639","0.960156306617137","0.975246734276141"
"No","2003","(1c) basic vocational qualification","5397","0.91504632094779","0.907941005692759","0.92215163620282"
"No","2003","(2b) intermediate general qualification","558","0.946924778806723","0.928941678263009","0.964907879350436"
"No","2003","(2a) intermediate vocational","3916","0.852880559399531","0.842581250834397","0.863179867964666"
"No","2003","(2c_gen) general maturity certificate","602","0.905740100101025","0.883970004870632","0.927510195331418"
"No","2003","(2c_voc) vocational maturity certificate","1107","0.858537222657762","0.839708502485018","0.877365942830506"
"No","2003","(3a) lower tertiary education","1088","0.820223565363439","0.799468805279717","0.840978325447162"
"No","2003","(3b) higher tertiary education","1156","0.798717529521673","0.778185642597699","0.819249416445647"
"Yes","2004","(0) in school","46","0.083223936394577","0.0589396326540857","0.107508240135068"
"Yes","2004","(1a) inadequately completed","6","","",""
"Yes","2004","(1b) general elementary school","64","0.035133524500879","0.0270155237151808","0.0432515252865772"
"Yes","2004","(1c) basic vocational qualification","535","0.0917808898383438","0.0842791256609845","0.0992826540157031"
"Yes","2004","(2b) intermediate general qualification","53","0.0934423309733728","0.0696114372467174","0.117273224700028"
"Yes","2004","(2a) intermediate vocational","630","0.149105344579291","0.138611686977109","0.159599002181473"
"Yes","2004","(2c_gen) general maturity certificate","105","0.128048130568964","0.103152225370771","0.152944035767157"
"Yes","2004","(2c_voc) vocational maturity certificate","227","0.150729111676392","0.131369222717819","0.170089000634965"
"Yes","2004","(3a) lower tertiary education","249","0.204239828975114","0.182350260435802","0.226129397514426"
"Yes","2004","(3b) higher tertiary education","316","0.200526710024289","0.17976705796509","0.221286362083488"
"No","2004","(0) in school","451","0.916776063605423","0.892491759864932","0.941060367345914"
"No","2004","(1a) inadequately completed","252","0.976693080461665","0.958282828514837","0.995103332408493"
"No","2004","(1b) general elementary school","1912","0.964866475499121","0.956748474713423","0.972984476284819"
"No","2004","(1c) basic vocational qualification","5155","0.908219110161656","0.900717345984297","0.915720874339016"
"No","2004","(2b) intermediate general qualification","520","0.906557669026627","0.882726775299972","0.930388562753283"
"No","2004","(2a) intermediate vocational","3796","0.850894655420709","0.840400997818527","0.861388313022891"
"No","2004","(2c_gen) general maturity certificate","587","0.871951869431036","0.847055964232843","0.896847774629229"
"No","2004","(2c_voc) vocational maturity certificate","1085","0.849270888323608","0.829910999365035","0.868630777282181"
"No","2004","(3a) lower tertiary education","1054","0.795760171024886","0.773870602485574","0.817649739564197"
"No","2004","(3b) higher tertiary education","1113","0.799473289975711","0.778713637916512","0.82023294203491"
"Yes","2005","(0) in school","38","0.0828792898035202","0.058951682980616","0.106806896626424"
"Yes","2005","(1a) inadequately completed","7","","",""
"Yes","2005","(1b) general elementary school","66","0.0423715064970425","0.0331247325811923","0.0516182804128928"
"Yes","2005","(1c) basic vocational qualification","552","0.10713102495051","0.0988365614899335","0.115425488411087"
"Yes","2005","(2b) intermediate general qualification","38","0.0708524893862008","0.0492716632003729","0.0924333155720287"
"Yes","2005","(2a) intermediate vocational","694","0.169179099932781","0.157850169848167","0.180508030017396"
"Yes","2005","(2c_gen) general maturity certificate","96","0.12612117925253","0.10079347994137","0.151448878563691"
"Yes","2005","(2c_voc) vocational maturity certificate","251","0.176207522682834","0.155302825186225","0.197112220179444"
"Yes","2005","(3a) lower tertiary education","238","0.18843963464946","0.166931993992424","0.209947275306496"
"Yes","2005","(3b) higher tertiary education","320","0.215520719279928","0.193943462000768","0.237097976559088"
"No","2005","(0) in school","472","0.91712071019648","0.893193103373575","0.941048317019384"
"No","2005","(1a) inadequately completed","232","0.9686885638773","0.946608886642606","0.990768241111995"
"No","2005","(1b) general elementary school","1757","0.957628493502957","0.948381719587107","0.966875267418808"
"No","2005","(1c) basic vocational qualification","4789","0.89286897504949","0.884574511588913","0.901163438510067"
"No","2005","(2b) intermediate general qualification","505","0.929147510613799","0.907566684427971","0.950728336799627"
"No","2005","(2a) intermediate vocational","3513","0.830820900067219","0.819491969982604","0.842149830151833"
"No","2005","(2c_gen) general maturity certificate","564","0.87387882074747","0.848551121436309","0.89920652005863"
"No","2005","(2c_voc) vocational maturity certificate","1025","0.823792477317166","0.802887779820556","0.844697174813775"
"No","2005","(3a) lower tertiary education","1032","0.81156036535054","0.790052724693504","0.833068006007576"
"No","2005","(3b) higher tertiary education","1075","0.784479280720072","0.762902023440912","0.806056537999232"
"Yes","2006","(0) in school","23","","",""
"Yes","2006","(1a) inadequately completed","9","","",""
"Yes","2006","(1b) general elementary school","71","0.0371745502540882","0.0286811168678244","0.0456679836403519"
"Yes","2006","(1c) basic vocational qualification","698","0.111408768217282","0.103278374031164","0.119539162403401"
"Yes","2006","(2b) intermediate general qualification","55","0.0969408662733747","0.0720086433475904","0.121873089199159"
"Yes","2006","(2a) intermediate vocational","854","0.189054719501798","0.17767385766755","0.200435581336046"
"Yes","2006","(2c_gen) general maturity certificate","110","0.13778591953847","0.111936683392457","0.163635155684482"
"Yes","2006","(2c_voc) vocational maturity certificate","318","0.214606341803886","0.193039157767138","0.236173525840635"
"Yes","2006","(3a) lower tertiary education","316","0.238065093858888","0.215578158147939","0.260552029569837"
"Yes","2006","(3b) higher tertiary education","389","0.238266798485464","0.217119337087898","0.259414259883029"
"No","2006","(0) in school","273","0.884318059417932","0.847881340256386","0.920754778579478"
"No","2006","(1a) inadequately completed","226","0.953241144524887","0.926248372561904","0.98023391648787"
"No","2006","(1b) general elementary school","1835","0.962825449745912","0.954332016359648","0.971318883132176"
"No","2006","(1c) basic vocational qualification","5055","0.888591231782717","0.880460837596599","0.896721625968836"
"No","2006","(2b) intermediate general qualification","486","0.903059133726625","0.878126910800841","0.92799135665241"
"No","2006","(2a) intermediate vocational","3693","0.810945280498202","0.799564418663954","0.82232614233245"
"No","2006","(2c_gen) general maturity certificate","573","0.86221408046153","0.836364844315517","0.888063316607543"
"No","2006","(2c_voc) vocational maturity certificate","1074","0.785393658196114","0.763826474159365","0.806960842232862"
"No","2006","(3a) lower tertiary education","1062","0.761934906141112","0.739447970430163","0.784421841852061"
"No","2006","(3b) higher tertiary education","1170","0.761733201514536","0.74058574011697","0.782880662912102"
"Yes","2007","(0) in school","21","","",""
"Yes","2007","(1a) inadequately completed","9","","",""
"Yes","2007","(1b) general elementary school","72","0.0430784410475384","0.0333783861587428","0.052778495936334"
"Yes","2007","(1c) basic vocational qualification","698","0.12718761927205","0.118177568075407","0.136197670468693"
"Yes","2007","(2b) intermediate general qualification","53","0.0950917287493024","0.0686839075673827","0.121499549931222"
"Yes","2007","(2a) intermediate vocational","871","0.205915394250578","0.19385715174283","0.217973636758327"
"Yes","2007","(2c_gen) general maturity certificate","103","0.134077555866658","0.107883125826443","0.160271985906873"
"Yes","2007","(2c_voc) vocational maturity certificate","326","0.242048553274669","0.218898225022251","0.265198881527086"
"Yes","2007","(3a) lower tertiary education","325","0.265491258047707","0.24155987400371","0.289422642091704"
"Yes","2007","(3b) higher tertiary education","411","0.245553325480782","0.223908385374528","0.267198265587036"
"No","2007","(0) in school","240","0.924547331184956","0.892504586095621","0.956590076274292"
"No","2007","(1a) inadequately completed","200","0.971133098800625","0.948433697174524","0.993832500426727"
"No","2007","(1b) general elementary school","1611","0.956921558952462","0.947221504063666","0.966621613841257"
"No","2007","(1c) basic vocational qualification","4555","0.87281238072795","0.863802329531307","0.881822431924593"
"No","2007","(2b) intermediate general qualification","421","0.904908271250698","0.878500450068778","0.931316092432617"
"No","2007","(2a) intermediate vocational","3449","0.794084605749422","0.782026363241673","0.80614284825717"
"No","2007","(2c_gen) general maturity certificate","547","0.865922444133342","0.839728014093127","0.892116874173557"
"No","2007","(2c_voc) vocational maturity certificate","989","0.757951446725332","0.734801118472914","0.781101774977749"
"No","2007","(3a) lower tertiary education","983","0.734508741952293","0.710577357908296","0.75844012599629"
"No","2007","(3b) higher tertiary education","1108","0.754446674519218","0.732801734412964","0.776091614625472"
"Yes","2008","(0) in school","28","","",""
"Yes","2008","(1a) inadequately completed","12","","",""
"Yes","2008","(1b) general elementary school","89","0.0627343764916291","0.050674398912794","0.0747943540704643"
"Yes","2008","(1c) basic vocational qualification","768","0.153526179661442","0.143476533457761","0.163575825865123"
"Yes","2008","(2b) intermediate general qualification","64","0.14162486336131","0.109338628569052","0.173911098153568"
"Yes","2008","(2a) intermediate vocational","945","0.232636886991831","0.219754163573874","0.245519610409788"
"Yes","2008","(2c_gen) general maturity certificate","99","0.167054852455065","0.137157326757861","0.196952378152269"
"Yes","2008","(2c_voc) vocational maturity certificate","342","0.267287514780221","0.242626021297499","0.291949008262942"
"Yes","2008","(3a) lower tertiary education","362","0.305477607154847","0.280254049441062","0.330701164868633"
"Yes","2008","(3b) higher tertiary education","444","0.303891877896427","0.280347945458002","0.327435810334852"
"No","2008","(0) in school","253","0.895249763293195","0.859444691818604","0.931054834767786"
"No","2008","(1a) inadequately completed","170","0.916921826916754","0.876823890634471","0.957019763199037"
"No","2008","(1b) general elementary school","1464","0.937265623508371","0.925205645929536","0.949325601087206"
"No","2008","(1c) basic vocational qualification","4175","0.846473820338558","0.836424174134877","0.856523466542239"
"No","2008","(2b) intermediate general qualification","384","0.85837513663869","0.826088901846432","0.890661371430948"
"No","2008","(2a) intermediate vocational","3187","0.767363113008169","0.754480389590212","0.780245836426125"
"No","2008","(2c_gen) general maturity certificate","499","0.832945147544935","0.803047621847731","0.862842673242139"
"No","2008","(2c_voc) vocational maturity certificate","895","0.732712485219779","0.708050991737058","0.757373978702501"
"No","2008","(3a) lower tertiary education","919","0.694522392845153","0.669298835131367","0.719745950558939"
"No","2008","(3b) higher tertiary education","1022","0.696108122103573","0.672564189665148","0.719652054541998"
"Yes","2009","(0) in school","","","",""
"Yes","2009","(1a) inadequately completed","","","",""
"Yes","2009","(1b) general elementary school","","","",""
"Yes","2009","(1c) basic vocational qualification","","","",""
"Yes","2009","(2b) intermediate general qualification","","","",""
"Yes","2009","(2a) intermediate vocational","","","",""
"Yes","2009","(2c_gen) general maturity certificate","","","",""
"Yes","2009","(2c_voc) vocational maturity certificate","","","",""
"Yes","2009","(3a) lower tertiary education","","","",""
"Yes","2009","(3b) higher tertiary education","","","",""
"No","2009","(0) in school","","","",""
"No","2009","(1a) inadequately completed","","","",""
"No","2009","(1b) general elementary school","","","",""
"No","2009","(1c) basic vocational qualification","","","",""
"No","2009","(2b) intermediate general qualification","","","",""
"No","2009","(2a) intermediate vocational","","","",""
"No","2009","(2c_gen) general maturity certificate","","","",""
"No","2009","(2c_voc) vocational maturity certificate","","","",""
"No","2009","(3a) lower tertiary education","","","",""
"No","2009","(3b) higher tertiary education","","","",""
"Yes","2010","(0) in school","46","0.102323753864011","0.0698693387858229","0.134778168942198"
"Yes","2010","(1a) inadequately completed","19","","",""
"Yes","2010","(1b) general elementary school","105","0.061774836854957","0.0508103845767765","0.0727392891331375"
"Yes","2010","(1c) basic vocational qualification","861","0.157529760474738","0.14774415599809","0.167315364951385"
"Yes","2010","(2b) intermediate general qualification","80","0.164881951111131","0.135362094785194","0.194401807437068"
"Yes","2010","(2a) intermediate vocational","1308","0.244221587811374","0.232949087443514","0.255494088179233"
"Yes","2010","(2c_gen) general maturity certificate","110","0.160092872538474","0.13437564152704","0.185810103549908"
"Yes","2010","(2c_voc) vocational maturity certificate","557","0.305350966897421","0.284636775909403","0.326065157885438"
"Yes","2010","(3a) lower tertiary education","445","0.330918813263125","0.3071696912557","0.35466793527055"
"Yes","2010","(3b) higher tertiary education","648","0.323824025142399","0.303757911276723","0.343890139008075"
"No","2010","(0) in school","289","0.897676246135989","0.865221831057801","0.930130661214177"
"No","2010","(1a) inadequately completed","331","0.954435066237073","0.932587521666112","0.976282610808034"
"No","2010","(1b) general elementary school","1747","0.938225163145043","0.927260710866862","0.949189615423224"
"No","2010","(1c) basic vocational qualification","4463","0.842470239525262","0.832684635048615","0.85225584400191"
"No","2010","(2b) intermediate general qualification","527","0.835118048888869","0.805598192562932","0.864637905214806"
"No","2010","(2a) intermediate vocational","4272","0.755778412188626","0.744505911820767","0.767050912556486"
"No","2010","(2c_gen) general maturity certificate","671","0.839907127461526","0.814189896450092","0.86562435847296"
"No","2010","(2c_voc) vocational maturity certificate","1342","0.694649033102579","0.673934842114562","0.715363224090597"
"No","2010","(3a) lower tertiary education","1063","0.669081186736875","0.64533206472945","0.6928303087443"
"No","2010","(3b) higher tertiary education","1441","0.676175974857601","0.656109860991925","0.696242088723277"
"Yes","2011","(0) in school","36","0.129866850998135","0.0879448864492334","0.171788815547036"
"Yes","2011","(1a) inadequately completed","18","","",""
"Yes","2011","(1b) general elementary school","118","0.0745965749345068","0.0618572310826554","0.0873359187863582"
"Yes","2011","(1c) basic vocational qualification","887","0.172548345919833","0.16221449247839","0.182882199361275"
"Yes","2011","(2b) intermediate general qualification","73","0.137123712354905","0.107182136097427","0.167065288612382"
"Yes","2011","(2a) intermediate vocational","1163","0.25859337088981","0.245703868495773","0.271482873283848"
"Yes","2011","(2c_gen) general maturity certificate","119","0.15155308933803","0.125540631210427","0.177565547465632"
"Yes","2011","(2c_voc) vocational maturity certificate","415","0.296111180665551","0.271802696389712","0.320419664941389"
"Yes","2011","(3a) lower tertiary education","452","0.353883157557562","0.328232828787279","0.379533486327845"
"Yes","2011","(3b) higher tertiary education","536","0.320029471455544","0.297689597555068","0.342369345356019"
"No","2011","(0) in school","211","0.870133149001865","0.828211184452964","0.912055113550767"
"No","2011","(1a) inadequately completed","220","0.955180045916664","0.928893232848437","0.981466858984892"
"No","2011","(1b) general elementary school","1516","0.925403425065493","0.912664081213642","0.938142768917345"
"No","2011","(1c) basic vocational qualification","4249","0.827451654080167","0.817117800638725","0.83778550752161"
"No","2011","(2b) intermediate general qualification","434","0.862876287645095","0.832934711387618","0.892817863902573"
"No","2011","(2a) intermediate vocational","3270","0.74140662911019","0.728517126716152","0.754296131504227"
"No","2011","(2c_gen) general maturity certificate","611","0.84844691066197","0.822434452534368","0.874459368789573"
"No","2011","(2c_voc) vocational maturity certificate","940","0.703888819334449","0.679580335058611","0.728197303610287"
"No","2011","(3a) lower tertiary education","883","0.646116842442438","0.620466513672155","0.671767171212721"
"No","2011","(3b) higher tertiary education","1139","0.679970528544456","0.657630654643981","0.702310402444931"
"Yes","2012","(0) in school","43","0.0990885125686258","0.0695489178356677","0.128628107301584"
"Yes","2012","(1a) inadequately completed","21","","",""
"Yes","2012","(1b) general elementary school","163","0.0790878244470176","0.0676935053998894","0.0904821434941457"
"Yes","2012","(1c) basic vocational qualification","1119","0.181859546618783","0.172195603489703","0.191523489747863"
"Yes","2012","(2b) intermediate general qualification","113","0.159639542160695","0.132848543035629","0.18643054128576"
"Yes","2012","(2a) intermediate vocational","1661","0.269243299783036","0.25831187725154","0.280174722314532"
"Yes","2012","(2c_gen) general maturity certificate","167","0.181369406332945","0.156789054490327","0.205949758175563"
"Yes","2012","(2c_voc) vocational maturity certificate","673","0.286600115120705","0.267657937357023","0.305542292884388"
"Yes","2012","(3a) lower tertiary education","569","0.357681863889427","0.334983583219828","0.380380144559026"
"Yes","2012","(3b) higher tertiary education","754","0.292130986540721","0.274028132624388","0.310233840457054"
"No","2012","(0) in school","350","0.900911487431374","0.871371892698416","0.930451082164332"
"No","2012","(1a) inadequately completed","387","0.951587950345388","0.930761310275208","0.972414590415568"
"No","2012","(1b) general elementary school","1992","0.920912175552982","0.909517856505854","0.93230649460011"
"No","2012","(1c) basic vocational qualification","5001","0.818140453381217","0.808476510252137","0.827804396510297"
"No","2012","(2b) intermediate general qualification","605","0.840360457839305","0.81356945871424","0.867151456964371"
"No","2012","(2a) intermediate vocational","4664","0.730756700216964","0.719825277685468","0.74168812274846"
"No","2012","(2c_gen) general maturity certificate","777","0.818630593667055","0.794050241824437","0.843210945509673"
"No","2012","(2c_voc) vocational maturity certificate","1516","0.713399884879295","0.694457707115612","0.732342062642977"
"No","2012","(3a) lower tertiary education","1144","0.642318136110573","0.619619855440974","0.665016416780172"
"No","2012","(3b) higher tertiary education","1670","0.707869013459279","0.689766159542946","0.725971867375612"
"Yes","2013","(0) in school","42","0.200695334134298","0.147282450212423","0.254108218056172"
"Yes","2013","(1a) inadequately completed","18","","",""
"Yes","2013","(1b) general elementary school","110","0.0832964074169432","0.0687382085380047","0.0978546062958816"
"Yes","2013","(1c) basic vocational qualification","918","0.199998884727681","0.188353275219501","0.211644494235861"
"Yes","2013","(2b) intermediate general qualification","76","0.175055332744256","0.13966812380691","0.210442541681602"
"Yes","2013","(2a) intermediate vocational","1191","0.291758191655482","0.277825281229967","0.305691102080997"
"Yes","2013","(2c_gen) general maturity certificate","124","0.202283555597603","0.171520320615111","0.233046790580095"
"Yes","2013","(2c_voc) vocational maturity certificate","433","0.325863583089444","0.29994298132245","0.351784184856438"
"Yes","2013","(3a) lower tertiary education","446","0.370106445129847","0.34364523356333","0.396567656696365"
"Yes","2013","(3b) higher tertiary education","578","0.334118807369559","0.311563835708126","0.356673779030991"
"No","2013","(0) in school","174","0.799304665865702","0.745891781943828","0.852717549787577"
"No","2013","(1a) inadequately completed","196","0.914707107918394","0.877284103441076","0.952130112395712"
"No","2013","(1b) general elementary school","1274","0.916703592583057","0.902145393704118","0.931261791461995"
"No","2013","(1c) basic vocational qualification","3614","0.800001115272319","0.788355505764139","0.811646724780499"
"No","2013","(2b) intermediate general qualification","367","0.824944667255744","0.789557458318398","0.86033187619309"
"No","2013","(2a) intermediate vocational","2898","0.708241808344518","0.694308897919003","0.722174718770033"
"No","2013","(2c_gen) general maturity certificate","531","0.797716444402397","0.766953209419905","0.828479679384889"
"No","2013","(2c_voc) vocational maturity certificate","823","0.674136416910556","0.648215815143562","0.70005701867755"
"No","2013","(3a) lower tertiary education","833","0.629893554870153","0.603432343303635","0.65635476643667"
"No","2013","(3b) higher tertiary education","1102","0.665881192630442","0.643326220969009","0.688436164291874"
"Yes","2014","(0) in school","47","0.115098955843637","0.0840556388306569","0.146142272856616"
"Yes","2014","(1a) inadequately completed","30","0.0717740579018248","0.0497578898759939","0.0937902259276558"
"Yes","2014","(1b) general elementary school","175","0.0876142305820593","0.0761019424341752","0.0991265187299435"
"Yes","2014","(1c) basic vocational qualification","1083","0.197891196788701","0.187408558328464","0.208373835248938"
"Yes","2014","(2b) intermediate general qualification","99","0.160724128519241","0.134731911904968","0.186716345133514"
"Yes","2014","(2a) intermediate vocational","1594","0.299312160258393","0.287245357139495","0.311378963377291"
"Yes","2014","(2c_gen) general maturity certificate","193","0.171507525614203","0.150937297376727","0.192077753851678"
"Yes","2014","(2c_voc) vocational maturity certificate","677","0.299589991020222","0.280750058380286","0.318429923660159"
"Yes","2014","(3a) lower tertiary education","559","0.373215457306939","0.349359547944117","0.397071366669762"
"Yes","2014","(3b) higher tertiary education","827","0.320611848113805","0.303386329547443","0.337837366680168"
"No","2014","(0) in school","359","0.884901044156364","0.853857727143384","0.915944361169343"
"No","2014","(1a) inadequately completed","498","0.928225942098175","0.906209774072344","0.950242110124006"
"No","2014","(1b) general elementary school","2142","0.912385769417941","0.900873481270057","0.923898057565825"
"No","2014","(1c) basic vocational qualification","4466","0.802108803211299","0.791626164751062","0.812591441671536"
"No","2014","(2b) intermediate general qualification","668","0.839275871480759","0.813283654866486","0.865268088095032"
"No","2014","(2a) intermediate vocational","3939","0.700687839741607","0.688621036622709","0.712754642860505"
