"pli0098_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1990","Part Time","Couple + C. LE and GT 16","28","","",""
"Min 1x per week","1990","Not Working","1-pers.-HH","108","0.223413152619152","0.186866533919166","0.259959771319137"
"Min 1x per week","1990","Not Working","(Married) couple without C. ","182","0.184042790002906","0.159322407283056","0.208763172722757"
"Min 1x per week","1990","Not Working","Single parent ","25","","",""
"Min 1x per week","1990","Not Working","Couple + C. LE 16 ","82","0.133819157902018","0.104443562799742","0.163194753004295"
"Min 1x per week","1990","Not Working","Couple + C. GT 16 ","135","0.208181752149455","0.17715979261836","0.23920371168055"
"Min 1x per week","1990","Not Working","Couple + C. LE and GT 16","67","0.249950460944886","0.199769725767118","0.300131196122654"
"Min 1x per month","1990","Full Time","1-pers.-HH","31","0.0647865233396056","0.0413293529227404","0.0882436937564708"
"Min 1x per month","1990","Full Time","(Married) couple without C. ","92","0.0667278865410013","0.0516336458498601","0.0818221272321425"
"Min 1x per month","1990","Full Time","Single parent ","22","","",""
"Min 1x per month","1990","Full Time","Couple + C. LE 16 ","122","0.107907803583162","0.089395150394403","0.126420456771921"
"Min 1x per month","1990","Full Time","Couple + C. GT 16 ","101","0.0968348742501501","0.078300490962107","0.115369257538193"
"Min 1x per month","1990","Full Time","Couple + C. LE and GT 16","57","0.135409579402223","0.102168065788681","0.168651093015766"
"Min 1x per month","1990","Part Time","1-pers.-HH","11","","",""
"Min 1x per month","1990","Part Time","(Married) couple without C. ","38","0.107317717611992","0.0726383196710651","0.141997115552918"
"Min 1x per month","1990","Part Time","Single parent ","4","","",""
"Min 1x per month","1990","Part Time","Couple + C. LE 16 ","79","0.156971849976181","0.124496301202673","0.189447398749689"
"Min 1x per month","1990","Part Time","Couple + C. GT 16 ","54","0.133519907007451","0.100873727157704","0.166166086857198"
"Min 1x per month","1990","Part Time","Couple + C. LE and GT 16","26","","",""
"Min 1x per month","1990","Not Working","1-pers.-HH","80","0.156290856217618","0.124429740396802","0.188151972038434"
"Min 1x per month","1990","Not Working","(Married) couple without C. ","123","0.137392190073877","0.115431306476496","0.159353073671257"
"Min 1x per month","1990","Not Working","Single parent ","14","","",""
"Min 1x per month","1990","Not Working","Couple + C. LE 16 ","73","0.141205759814766","0.111159251669557","0.171252267959976"
"Min 1x per month","1990","Not Working","Couple + C. GT 16 ","75","0.110927210796956","0.0869320950071774","0.134922326586735"
"Min 1x per month","1990","Not Working","Couple + C. LE and GT 16","36","0.137033305408166","0.0971790078803184","0.176887602936015"
"Rarely","1990","Full Time","1-pers.-HH","109","0.260521728710926","0.21869416285874","0.302349294563112"
"Rarely","1990","Full Time","(Married) couple without C. ","345","0.333883638983765","0.305358612190936","0.362408665776595"
"Rarely","1990","Full Time","Single parent ","64","0.309558223281671","0.246730528256423","0.37238591830692"
"Rarely","1990","Full Time","Couple + C. LE 16 ","368","0.357178097316362","0.328587376062715","0.385768818570008"
"Rarely","1990","Full Time","Couple + C. GT 16 ","347","0.376714443618228","0.346345594699686","0.40708329253677"
"Rarely","1990","Full Time","Couple + C. LE and GT 16","133","0.352228762933885","0.305822764052008","0.398634761815762"
"Rarely","1990","Part Time","1-pers.-HH","28","","",""
"Rarely","1990","Part Time","(Married) couple without C. ","95","0.314714114795301","0.262680813396565","0.366747416194037"
"Rarely","1990","Part Time","Single parent ","33","0.322854320711505","0.230282371064319","0.41542627035869"
"Rarely","1990","Part Time","Couple + C. LE 16 ","175","0.370638615883532","0.327521475412369","0.413755756354694"
"Rarely","1990","Part Time","Couple + C. GT 16 ","151","0.375983519284184","0.329493203322274","0.422473835246094"
"Rarely","1990","Part Time","Couple + C. LE and GT 16","59","0.334263537678875","0.267010351618436","0.401516723739313"
"Rarely","1990","Not Working","1-pers.-HH","110","0.20530041821098","0.169860376245676","0.240740460176284"
"Rarely","1990","Not Working","(Married) couple without C. ","279","0.302177542573771","0.272884420778434","0.331470664369107"
"Rarely","1990","Not Working","Single parent ","39","0.27171630536394","0.201685296043769","0.341747314684111"
"Rarely","1990","Not Working","Couple + C. LE 16 ","170","0.363238856586649","0.321742719748047","0.404734993425251"
"Rarely","1990","Not Working","Couple + C. GT 16 ","203","0.332412589641716","0.296418769263165","0.368406410020266"
"Rarely","1990","Not Working","Couple + C. LE and GT 16","65","0.272461432367585","0.220861919393389","0.324060945341781"
"Never","1990","Full Time","1-pers.-HH","246","0.593571636278906","0.546765102416563","0.640378170141248"
"Never","1990","Full Time","(Married) couple without C. ","524","0.520403248597216","0.490185538014992","0.55062095917944"
"Never","1990","Full Time","Single parent ","103","0.491262080058405","0.423322931486294","0.559201228630517"
"Never","1990","Full Time","Couple + C. LE 16 ","463","0.436207523710619","0.406617617903346","0.465797429517893"
"Never","1990","Full Time","Couple + C. GT 16 ","375","0.366561961586073","0.336362136239074","0.396761786933072"
"Never","1990","Full Time","Couple + C. LE and GT 16","148","0.340325900910279","0.294293555415207","0.38635824640535"
"Never","1990","Part Time","1-pers.-HH","56","0.513704499086939","0.420723670483978","0.6066853276899"
"Never","1990","Part Time","(Married) couple without C. ","143","0.487169057571097","0.431165664992888","0.543172450149306"
"Never","1990","Part Time","Single parent ","55","0.600115939968563","0.50312756544923","0.697104314487895"
"Never","1990","Part Time","Couple + C. LE 16 ","172","0.362588627322566","0.319670420830409","0.405506833814723"
"Never","1990","Part Time","Couple + C. GT 16 ","151","0.34255159261942","0.297003111656501","0.388100073582338"
"Never","1990","Part Time","Couple + C. LE and GT 16","75","0.336330924163243","0.268974909910068","0.403686938416417"
"Never","1990","Not Working","1-pers.-HH","192","0.40043620358909","0.35744474436217","0.44342766281601"
"Never","1990","Not Working","(Married) couple without C. ","352","0.370157801474116","0.339356332829788","0.400959270118445"
"Never","1990","Not Working","Single parent ","76","0.425082406390801","0.347256962449017","0.502907850332584"
"Never","1990","Not Working","Couple + C. LE 16 ","186","0.357074830917765","0.315733631387304","0.398416030448225"
"Never","1990","Not Working","Couple + C. GT 16 ","238","0.339440151925762","0.303259795858474","0.375620507993049"
"Never","1990","Not Working","Couple + C. LE and GT 16","115","0.323687145299652","0.269461887958077","0.377912402641227"
"Daily","1991","Full Time","1-pers.-HH","","","",""
"Daily","1991","Full Time","(Married) couple without C. ","","","",""
"Daily","1991","Full Time","Single parent ","","","",""
"Daily","1991","Full Time","Couple + C. LE 16 ","","","",""
"Daily","1991","Full Time","Couple + C. GT 16 ","","","",""
"Daily","1991","Full Time","Couple + C. LE and GT 16","","","",""
"Daily","1991","Part Time","1-pers.-HH","","","",""
"Daily","1991","Part Time","(Married) couple without C. ","","","",""
"Daily","1991","Part Time","Single parent ","","","",""
"Daily","1991","Part Time","Couple + C. LE 16 ","","","",""
"Daily","1991","Part Time","Couple + C. GT 16 ","","","",""
"Daily","1991","Part Time","Couple + C. LE and GT 16","","","",""
"Daily","1991","Not Working","1-pers.-HH","","","",""
"Daily","1991","Not Working","(Married) couple without C. ","","","",""
"Daily","1991","Not Working","Single parent ","","","",""
"Daily","1991","Not Working","Couple + C. LE 16 ","","","",""
"Daily","1991","Not Working","Couple + C. GT 16 ","","","",""
"Daily","1991","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","Full Time","1-pers.-HH","","","",""
"Min 1x per week","1991","Full Time","(Married) couple without C. ","","","",""
"Min 1x per week","1991","Full Time","Single parent ","","","",""
"Min 1x per week","1991","Full Time","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","Part Time","1-pers.-HH","","","",""
"Min 1x per week","1991","Part Time","(Married) couple without C. ","","","",""
"Min 1x per week","1991","Part Time","Single parent ","","","",""
"Min 1x per week","1991","Part Time","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","Part Time","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1991","Not Working","1-pers.-HH","","","",""
"Min 1x per week","1991","Not Working","(Married) couple without C. ","","","",""
"Min 1x per week","1991","Not Working","Single parent ","","","",""
"Min 1x per week","1991","Not Working","Couple + C. LE 16 ","","","",""
"Min 1x per week","1991","Not Working","Couple + C. GT 16 ","","","",""
"Min 1x per week","1991","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","Full Time","1-pers.-HH","","","",""
"Min 1x per month","1991","Full Time","(Married) couple without C. ","","","",""
"Min 1x per month","1991","Full Time","Single parent ","","","",""
"Min 1x per month","1991","Full Time","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","Part Time","1-pers.-HH","","","",""
"Min 1x per month","1991","Part Time","(Married) couple without C. ","","","",""
"Min 1x per month","1991","Part Time","Single parent ","","","",""
"Min 1x per month","1991","Part Time","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","Part Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1991","Not Working","1-pers.-HH","","","",""
"Min 1x per month","1991","Not Working","(Married) couple without C. ","","","",""
"Min 1x per month","1991","Not Working","Single parent ","","","",""
"Min 1x per month","1991","Not Working","Couple + C. LE 16 ","","","",""
"Min 1x per month","1991","Not Working","Couple + C. GT 16 ","","","",""
"Min 1x per month","1991","Not Working","Couple + C. LE and GT 16","","","",""
"Rarely","1991","Full Time","1-pers.-HH","","","",""
"Rarely","1991","Full Time","(Married) couple without C. ","","","",""
"Rarely","1991","Full Time","Single parent ","","","",""
"Rarely","1991","Full Time","Couple + C. LE 16 ","","","",""
"Rarely","1991","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","1991","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","1991","Part Time","1-pers.-HH","","","",""
"Rarely","1991","Part Time","(Married) couple without C. ","","","",""
"Rarely","1991","Part Time","Single parent ","","","",""
"Rarely","1991","Part Time","Couple + C. LE 16 ","","","",""
"Rarely","1991","Part Time","Couple + C. GT 16 ","","","",""
"Rarely","1991","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","1991","Not Working","1-pers.-HH","","","",""
"Rarely","1991","Not Working","(Married) couple without C. ","","","",""
"Rarely","1991","Not Working","Single parent ","","","",""
"Rarely","1991","Not Working","Couple + C. LE 16 ","","","",""
"Rarely","1991","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","1991","Not Working","Couple + C. LE and GT 16","","","",""
"Never","1991","Full Time","1-pers.-HH","","","",""
"Never","1991","Full Time","(Married) couple without C. ","","","",""
"Never","1991","Full Time","Single parent ","","","",""
"Never","1991","Full Time","Couple + C. LE 16 ","","","",""
"Never","1991","Full Time","Couple + C. GT 16 ","","","",""
"Never","1991","Full Time","Couple + C. LE and GT 16","","","",""
"Never","1991","Part Time","1-pers.-HH","","","",""
"Never","1991","Part Time","(Married) couple without C. ","","","",""
"Never","1991","Part Time","Single parent ","","","",""
"Never","1991","Part Time","Couple + C. LE 16 ","","","",""
"Never","1991","Part Time","Couple + C. GT 16 ","","","",""
"Never","1991","Part Time","Couple + C. LE and GT 16","","","",""
"Never","1991","Not Working","1-pers.-HH","","","",""
"Never","1991","Not Working","(Married) couple without C. ","","","",""
"Never","1991","Not Working","Single parent ","","","",""
"Never","1991","Not Working","Couple + C. LE 16 ","","","",""
"Never","1991","Not Working","Couple + C. GT 16 ","","","",""
"Never","1991","Not Working","Couple + C. LE and GT 16","","","",""
"Daily","1992","Full Time","1-pers.-HH","","","",""
"Daily","1992","Full Time","(Married) couple without C. ","","","",""
"Daily","1992","Full Time","Single parent ","","","",""
"Daily","1992","Full Time","Couple + C. LE 16 ","","","",""
"Daily","1992","Full Time","Couple + C. GT 16 ","","","",""
"Daily","1992","Full Time","Couple + C. LE and GT 16","","","",""
"Daily","1992","Part Time","1-pers.-HH","","","",""
"Daily","1992","Part Time","(Married) couple without C. ","","","",""
"Daily","1992","Part Time","Single parent ","","","",""
"Daily","1992","Part Time","Couple + C. LE 16 ","","","",""
"Daily","1992","Part Time","Couple + C. GT 16 ","","","",""
"Daily","1992","Part Time","Couple + C. LE and GT 16","","","",""
"Daily","1992","Not Working","1-pers.-HH","","","",""
"Daily","1992","Not Working","(Married) couple without C. ","","","",""
"Daily","1992","Not Working","Single parent ","","","",""
"Daily","1992","Not Working","Couple + C. LE 16 ","","","",""
"Daily","1992","Not Working","Couple + C. GT 16 ","","","",""
"Daily","1992","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1992","Full Time","1-pers.-HH","28","","",""
"Min 1x per week","1992","Full Time","(Married) couple without C. ","91","0.0641117524983521","0.0514907269308492","0.076732778065855"
"Min 1x per week","1992","Full Time","Single parent ","15","","",""
"Min 1x per week","1992","Full Time","Couple + C. LE 16 ","132","0.0729058907362317","0.0612465329810381","0.0845652484914252"
"Min 1x per week","1992","Full Time","Couple + C. GT 16 ","139","0.121077439280319","0.103803367207955","0.138351511352683"
"Min 1x per week","1992","Full Time","Couple + C. LE and GT 16","66","0.119594006432103","0.0936517912224766","0.145536221641729"
"Min 1x per week","1992","Part Time","1-pers.-HH","17","","",""
"Min 1x per week","1992","Part Time","(Married) couple without C. ","33","0.0925162266798993","0.0656851887087016","0.119347264651097"
"Min 1x per week","1992","Part Time","Single parent ","12","","",""
"Min 1x per week","1992","Part Time","Couple + C. LE 16 ","65","0.0869267898442437","0.0671048181537003","0.106748761534787"
"Min 1x per week","1992","Part Time","Couple + C. GT 16 ","63","0.122849713469378","0.0955148261867183","0.150184600752037"
"Min 1x per week","1992","Part Time","Couple + C. LE and GT 16","32","0.12539418094341","0.0841780592723661","0.166610302614454"
"Min 1x per week","1992","Not Working","1-pers.-HH","101","0.170184684435207","0.141792976496437","0.198576392373976"
"Min 1x per week","1992","Not Working","(Married) couple without C. ","202","0.160758792170816","0.141187028632977","0.180330555708655"
"Min 1x per week","1992","Not Working","Single parent ","22","","",""
"Min 1x per week","1992","Not Working","Couple + C. LE 16 ","65","0.096014618112025","0.0720588881942681","0.119970348029782"
"Min 1x per week","1992","Not Working","Couple + C. GT 16 ","143","0.192746991600403","0.16529270660879","0.220201276592017"
"Min 1x per week","1992","Not Working","Couple + C. LE and GT 16","57","0.219293414428362","0.172627332864973","0.265959495991751"
"Min 1x per month","1992","Full Time","1-pers.-HH","30","0.060565380837335","0.0403341190911572","0.0807966425835128"
"Min 1x per month","1992","Full Time","(Married) couple without C. ","83","0.0466680872263499","0.0358001807722148","0.057535993680485"
"Min 1x per month","1992","Full Time","Single parent ","15","","",""
"Min 1x per month","1992","Full Time","Couple + C. LE 16 ","132","0.0649530586061389","0.0539008794133389","0.0760052377989389"
"Min 1x per month","1992","Full Time","Couple + C. GT 16 ","136","0.0857072386261389","0.0708841331263207","0.100530344125957"
"Min 1x per month","1992","Full Time","Couple + C. LE and GT 16","51","0.0934116638012764","0.0701459451217867","0.116677382480766"
"Min 1x per month","1992","Part Time","1-pers.-HH","7","","",""
"Min 1x per month","1992","Part Time","(Married) couple without C. ","21","","",""
"Min 1x per month","1992","Part Time","Single parent ","12","","",""
"Min 1x per month","1992","Part Time","Couple + C. LE 16 ","61","0.0915613623552844","0.0712695353084079","0.111853189402161"
"Min 1x per month","1992","Part Time","Couple + C. GT 16 ","52","0.104086274877385","0.0786576405481062","0.129514909206663"
"Min 1x per month","1992","Part Time","Couple + C. LE and GT 16","27","","",""
"Min 1x per month","1992","Not Working","1-pers.-HH","92","0.139490794108429","0.11331552877832","0.165666059438538"
"Min 1x per month","1992","Not Working","(Married) couple without C. ","128","0.0999610797376537","0.0839785578822058","0.115943601593102"
"Min 1x per month","1992","Not Working","Single parent ","13","","",""
"Min 1x per month","1992","Not Working","Couple + C. LE 16 ","75","0.118152123488058","0.0919052470186335","0.144398999957483"
"Min 1x per month","1992","Not Working","Couple + C. GT 16 ","75","0.0954398287473546","0.0749897467482817","0.115889910746427"
"Min 1x per month","1992","Not Working","Couple + C. LE and GT 16","34","0.109833072386394","0.0745678267530836","0.145098318019705"
"Rarely","1992","Full Time","1-pers.-HH","133","0.264238174469388","0.226840562755854","0.301635786182921"
"Rarely","1992","Full Time","(Married) couple without C. ","391","0.271864131030955","0.248939835734967","0.294788426326944"
"Rarely","1992","Full Time","Single parent ","76","0.317163765356776","0.263877615374361","0.37044991533919"
"Rarely","1992","Full Time","Couple + C. LE 16 ","485","0.28673864435299","0.266457200546449","0.307020088159531"
"Rarely","1992","Full Time","Couple + C. GT 16 ","354","0.309332973875012","0.284857265102276","0.333808682647748"
"Rarely","1992","Full Time","Couple + C. LE and GT 16","152","0.263934204688127","0.228695737295916","0.299172672080337"
"Rarely","1992","Part Time","1-pers.-HH","21","","",""
"Rarely","1992","Part Time","(Married) couple without C. ","124","0.300495011741721","0.258040570879016","0.342949452604426"
"Rarely","1992","Part Time","Single parent ","32","0.231172727285752","0.166650573538846","0.295694881032659"
"Rarely","1992","Part Time","Couple + C. LE 16 ","221","0.322781422735419","0.289885965473334","0.355676879997504"
"Rarely","1992","Part Time","Couple + C. GT 16 ","148","0.294913158957181","0.256941323613132","0.332884994301229"
"Rarely","1992","Part Time","Couple + C. LE and GT 16","66","0.310084777746727","0.252519535348687","0.367650020144768"
"Rarely","1992","Not Working","1-pers.-HH","139","0.214165794292679","0.183171548168052","0.245160040417306"
"Rarely","1992","Not Working","(Married) couple without C. ","328","0.247962151459245","0.224952409951712","0.270971892966778"
"Rarely","1992","Not Working","Single parent ","49","0.291181438526793","0.225178726410806","0.35718415064278"
"Rarely","1992","Not Working","Couple + C. LE 16 ","179","0.349672770320619","0.310897315440682","0.388448225200557"
"Rarely","1992","Not Working","Couple + C. GT 16 ","214","0.310205189437022","0.278009629088438","0.342400749785605"
"Rarely","1992","Not Working","Couple + C. LE and GT 16","59","0.232903686321064","0.185232303633302","0.280575069008825"
"Never","1992","Full Time","1-pers.-HH","343","0.630175077985136","0.589229579609326","0.671120576360945"
"Never","1992","Full Time","(Married) couple without C. ","882","0.617356029244343","0.59231344694308","0.642398611545606"
"Never","1992","Full Time","Single parent ","187","0.587346931738747","0.530976135102687","0.643717728374808"
"Never","1992","Full Time","Couple + C. LE 16 ","1161","0.575402406304639","0.553235452890857","0.597569359718422"
"Never","1992","Full Time","Couple + C. GT 16 ","741","0.48388234821853","0.45741977616464","0.51034492027242"
"Never","1992","Full Time","Couple + C. LE and GT 16","332","0.523060125078494","0.483128362670756","0.562991887486232"
"Never","1992","Part Time","1-pers.-HH","85","0.643613742518904","0.561285367463809","0.725942117574"
"Never","1992","Part Time","(Married) couple without C. ","270","0.56049343501335","0.514533751184318","0.606453118842383"
"Never","1992","Part Time","Single parent ","108","0.603779659954043","0.528922423597608","0.678636896310479"
"Never","1992","Part Time","Couple + C. LE 16 ","429","0.498730425065053","0.463551235138245","0.533909614991861"
"Never","1992","Part Time","Couple + C. GT 16 ","291","0.478150852696057","0.436555178771443","0.51974652662067"
"Never","1992","Part Time","Couple + C. LE and GT 16","123","0.460037638582361","0.398007796239642","0.522067480925079"
"Never","1992","Not Working","1-pers.-HH","341","0.476158727163686","0.438426165565279","0.513891288762093"
"Never","1992","Not Working","(Married) couple without C. ","695","0.491317976632286","0.464679847794471","0.517956105470101"
"Never","1992","Not Working","Single parent ","98","0.495701730791332","0.423063316735639","0.568340144847026"
"Never","1992","Not Working","Couple + C. LE 16 ","262","0.436160488079298","0.395836735795716","0.476484240362879"
"Never","1992","Not Working","Couple + C. GT 16 ","361","0.401607990215221","0.367488262033359","0.435727718397082"
"Never","1992","Not Working","Couple + C. LE and GT 16","152","0.43796982686418","0.382013843652475","0.493925810075886"
"Daily","1993","Full Time","1-pers.-HH","","","",""
"Daily","1993","Full Time","(Married) couple without C. ","","","",""
"Daily","1993","Full Time","Single parent ","","","",""
"Daily","1993","Full Time","Couple + C. LE 16 ","","","",""
"Daily","1993","Full Time","Couple + C. GT 16 ","","","",""
"Daily","1993","Full Time","Couple + C. LE and GT 16","","","",""
"Daily","1993","Part Time","1-pers.-HH","","","",""
"Daily","1993","Part Time","(Married) couple without C. ","","","",""
"Daily","1993","Part Time","Single parent ","","","",""
"Daily","1993","Part Time","Couple + C. LE 16 ","","","",""
"Daily","1993","Part Time","Couple + C. GT 16 ","","","",""
"Daily","1993","Part Time","Couple + C. LE and GT 16","","","",""
"Daily","1993","Not Working","1-pers.-HH","","","",""
"Daily","1993","Not Working","(Married) couple without C. ","","","",""
"Daily","1993","Not Working","Single parent ","","","",""
"Daily","1993","Not Working","Couple + C. LE 16 ","","","",""
"Daily","1993","Not Working","Couple + C. GT 16 ","","","",""
"Daily","1993","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1993","Full Time","1-pers.-HH","","","",""
"Min 1x per week","1993","Full Time","(Married) couple without C. ","","","",""
"Min 1x per week","1993","Full Time","Single parent ","","","",""
"Min 1x per week","1993","Full Time","Couple + C. LE 16 ","","","",""
"Min 1x per week","1993","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","1993","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1993","Part Time","1-pers.-HH","","","",""
"Min 1x per week","1993","Part Time","(Married) couple without C. ","","","",""
"Min 1x per week","1993","Part Time","Single parent ","","","",""
"Min 1x per week","1993","Part Time","Couple + C. LE 16 ","","","",""
"Min 1x per week","1993","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per week","1993","Part Time","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1993","Not Working","1-pers.-HH","","","",""
"Min 1x per week","1993","Not Working","(Married) couple without C. ","","","",""
"Min 1x per week","1993","Not Working","Single parent ","","","",""
"Min 1x per week","1993","Not Working","Couple + C. LE 16 ","","","",""
"Min 1x per week","1993","Not Working","Couple + C. GT 16 ","","","",""
"Min 1x per week","1993","Not Working","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","Full Time","1-pers.-HH","","","",""
"Min 1x per month","1993","Full Time","(Married) couple without C. ","","","",""
"Min 1x per month","1993","Full Time","Single parent ","","","",""
"Min 1x per month","1993","Full Time","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","Full Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","Full Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","Part Time","1-pers.-HH","","","",""
"Min 1x per month","1993","Part Time","(Married) couple without C. ","","","",""
"Min 1x per month","1993","Part Time","Single parent ","","","",""
"Min 1x per month","1993","Part Time","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","Part Time","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","Part Time","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1993","Not Working","1-pers.-HH","","","",""
"Min 1x per month","1993","Not Working","(Married) couple without C. ","","","",""
"Min 1x per month","1993","Not Working","Single parent ","","","",""
"Min 1x per month","1993","Not Working","Couple + C. LE 16 ","","","",""
"Min 1x per month","1993","Not Working","Couple + C. GT 16 ","","","",""
"Min 1x per month","1993","Not Working","Couple + C. LE and GT 16","","","",""
"Rarely","1993","Full Time","1-pers.-HH","","","",""
"Rarely","1993","Full Time","(Married) couple without C. ","","","",""
"Rarely","1993","Full Time","Single parent ","","","",""
"Rarely","1993","Full Time","Couple + C. LE 16 ","","","",""
"Rarely","1993","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","1993","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","1993","Part Time","1-pers.-HH","","","",""
"Rarely","1993","Part Time","(Married) couple without C. ","","","",""
"Rarely","1993","Part Time","Single parent ","","","",""
"Rarely","1993","Part Time","Couple + C. LE 16 ","","","",""
"Rarely","1993","Part Time","Couple + C. GT 16 ","","","",""
"Rarely","1993","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","1993","Not Working","1-pers.-HH","","","",""
"Rarely","1993","Not Working","(Married) couple without C. ","","","",""
"Rarely","1993","Not Working","Single parent ","","","",""
"Rarely","1993","Not Working","Couple + C. LE 16 ","","","",""
"Rarely","1993","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","1993","Not Working","Couple + C. LE and GT 16","","","",""
"Never","1993","Full Time","1-pers.-HH","","","",""
"Never","1993","Full Time","(Married) couple without C. ","","","",""
"Never","1993","Full Time","Single parent ","","","",""
"Never","1993","Full Time","Couple + C. LE 16 ","","","",""
"Never","1993","Full Time","Couple + C. GT 16 ","","","",""
"Never","1993","Full Time","Couple + C. LE and GT 16","","","",""
"Never","1993","Part Time","1-pers.-HH","","","",""
"Never","1993","Part Time","(Married) couple without C. ","","","",""
"Never","1993","Part Time","Single parent ","","","",""
"Never","1993","Part Time","Couple + C. LE 16 ","","","",""
"Never","1993","Part Time","Couple + C. GT 16 ","","","",""
"Never","1993","Part Time","Couple + C. LE and GT 16","","","",""
"Never","1993","Not Working","1-pers.-HH","","","",""
"Never","1993","Not Working","(Married) couple without C. ","","","",""
"Never","1993","Not Working","Single parent ","","","",""
"Never","1993","Not Working","Couple + C. LE 16 ","","","",""
"Never","1993","Not Working","Couple + C. GT 16 ","","","",""
"Never","1993","Not Working","Couple + C. LE and GT 16","","","",""
"Daily","1994","Full Time","1-pers.-HH","","","",""
"Daily","1994","Full Time","(Married) couple without C. ","","","",""
"Daily","1994","Full Time","Single parent ","","","",""
"Daily","1994","Full Time","Couple + C. LE 16 ","","","",""
"Daily","1994","Full Time","Couple + C. GT 16 ","","","",""
