"pli0098_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Rarely","1990","inadequately","East Germany","3","","","","4"
"Rarely","1990","general elemantary","West Germany","715","0.287722959579864","0.269866338692327","0.305579580467401","4"
"Rarely","1990","middle vocational","East Germany","392","0.14715131735803","0.133234058297691","0.161068576418369","4"
"Rarely","1990","vocational + Abi","West Germany","91","0.312311368411948","0.259427051133154","0.365195685690742","4"
"Rarely","1990","vocational + Abi","East Germany","19","","","","4"
"Rarely","1990","higher vocational","West Germany","185","0.330448606613127","0.289705228712912","0.371191984513343","4"
"Rarely","1990","higher vocational","East Germany","56","0.233657143240625","0.18141164096649","0.28590264551476","4"
"Rarely","1990","higher education","West Germany","226","0.327422424738275","0.292559094237441","0.362285755239109","4"
"Rarely","1990","higher education","East Germany","168","0.171125655225723","0.147485643153663","0.194765667297783","4"
"Daily","1991","in school","West Germany","","","","","1"
"Daily","1991","in school","East Germany","","","","","1"
"Daily","1991","inadequately","West Germany","","","","","1"
"Daily","1991","inadequately","East Germany","","","","","1"
"Daily","1991","general elemantary","West Germany","","","","","1"
"Daily","1991","general elemantary","East Germany","","","","","1"
"Daily","1991","middle vocational","West Germany","","","","","1"
"Daily","1991","middle vocational","East Germany","","","","","1"
"Daily","1991","vocational + Abi","West Germany","","","","","1"
"Daily","1991","vocational + Abi","East Germany","","","","","1"
"Daily","1991","higher vocational","West Germany","","","","","1"
"Daily","1991","higher vocational","East Germany","","","","","1"
"Daily","1991","higher education","West Germany","","","","","1"
"Daily","1991","higher education","East Germany","","","","","1"
"Min 1x per month","1991","in school","West Germany","","","","","3"
"Min 1x per month","1991","in school","East Germany","","","","","3"
"Min 1x per month","1991","inadequately","West Germany","","","","","3"
"Min 1x per month","1991","inadequately","East Germany","","","","","3"
"Min 1x per month","1991","general elemantary","West Germany","","","","","3"
"Min 1x per month","1991","general elemantary","East Germany","","","","","3"
"Min 1x per month","1991","middle vocational","West Germany","","","","","3"
"Min 1x per month","1991","middle vocational","East Germany","","","","","3"
"Min 1x per month","1991","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","1991","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","1991","higher vocational","West Germany","","","","","3"
"Min 1x per month","1991","higher vocational","East Germany","","","","","3"
"Min 1x per month","1991","higher education","West Germany","","","","","3"
"Min 1x per month","1991","higher education","East Germany","","","","","3"
"Min 1x per week","1991","in school","West Germany","","","","","2"
"Min 1x per week","1991","in school","East Germany","","","","","2"
"Min 1x per week","1991","inadequately","West Germany","","","","","2"
"Min 1x per week","1991","inadequately","East Germany","","","","","2"
"Min 1x per week","1991","general elemantary","West Germany","","","","","2"
"Min 1x per week","1991","general elemantary","East Germany","","","","","2"
"Min 1x per week","1991","middle vocational","West Germany","","","","","2"
"Min 1x per week","1991","middle vocational","East Germany","","","","","2"
"Min 1x per week","1991","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","1991","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","1991","higher vocational","West Germany","","","","","2"
"Min 1x per week","1991","higher vocational","East Germany","","","","","2"
"Min 1x per week","1991","higher education","West Germany","","","","","2"
"Min 1x per week","1991","higher education","East Germany","","","","","2"
"Never","1991","in school","West Germany","","","","","5"
"Never","1991","in school","East Germany","","","","","5"
"Never","1991","inadequately","West Germany","","","","","5"
"Never","1991","inadequately","East Germany","","","","","5"
"Never","1991","general elemantary","West Germany","","","","","5"
"Never","1991","general elemantary","East Germany","","","","","5"
"Never","1991","middle vocational","West Germany","","","","","5"
"Never","1991","middle vocational","East Germany","","","","","5"
"Never","1991","vocational + Abi","West Germany","","","","","5"
"Never","1991","vocational + Abi","East Germany","","","","","5"
"Never","1991","higher vocational","West Germany","","","","","5"
"Never","1991","higher vocational","East Germany","","","","","5"
"Never","1991","higher education","West Germany","","","","","5"
"Never","1991","higher education","East Germany","","","","","5"
"Rarely","1991","in school","West Germany","","","","","4"
"Rarely","1991","in school","East Germany","","","","","4"
"Rarely","1991","inadequately","West Germany","","","","","4"
"Rarely","1991","inadequately","East Germany","","","","","4"
"Rarely","1991","general elemantary","West Germany","","","","","4"
"Rarely","1991","general elemantary","East Germany","","","","","4"
"Rarely","1991","middle vocational","West Germany","","","","","4"
"Rarely","1991","middle vocational","East Germany","","","","","4"
"Rarely","1991","vocational + Abi","West Germany","","","","","4"
"Rarely","1991","vocational + Abi","East Germany","","","","","4"
"Rarely","1991","higher vocational","West Germany","","","","","4"
"Rarely","1991","higher vocational","East Germany","","","","","4"
"Rarely","1991","higher education","West Germany","","","","","4"
"Rarely","1991","higher education","East Germany","","","","","4"
"Daily","1992","in school","West Germany","","","","","1"
"Daily","1992","in school","East Germany","","","","","1"
"Daily","1992","inadequately","West Germany","","","","","1"
"Daily","1992","inadequately","East Germany","","","","","1"
"Daily","1992","general elemantary","West Germany","","","","","1"
"Daily","1992","general elemantary","East Germany","","","","","1"
"Daily","1992","middle vocational","West Germany","","","","","1"
"Daily","1992","middle vocational","East Germany","","","","","1"
"Daily","1992","vocational + Abi","West Germany","","","","","1"
"Daily","1992","vocational + Abi","East Germany","","","","","1"
"Daily","1992","higher vocational","West Germany","","","","","1"
"Daily","1992","higher vocational","East Germany","","","","","1"
"Daily","1992","higher education","West Germany","","","","","1"
"Daily","1992","higher education","East Germany","","","","","1"
"Min 1x per month","1992","in school","West Germany","17","","","","3"
"Min 1x per month","1992","in school","East Germany","","","","","3"
"Min 1x per month","1992","higher vocational","East Germany","13","","","","3"
"Min 1x per month","1992","higher education","West Germany","71","0.103498517516913","0.0814469902173155","0.125550044816511","3"
"Min 1x per month","1992","higher education","East Germany","26","","","","3"
"Min 1x per month","1992","inadequately","West Germany","78","0.0933479210907651","0.0701854742818939","0.116510367899636","3"
"Min 1x per month","1992","inadequately","East Germany","3","","","","3"
"Min 1x per month","1992","general elemantary","West Germany","292","0.116577498638771","0.103541383196398","0.129613614081144","3"
"Min 1x per month","1992","general elemantary","East Germany","20","","","","3"
"Min 1x per month","1992","middle vocational","West Germany","453","0.0918844674959624","0.0834267685466106","0.100342166445314","3"
"Min 1x per month","1992","middle vocational","East Germany","78","0.037514951863931","0.0295872717646264","0.0454426319632357","3"
"Min 1x per month","1992","vocational + Abi","West Germany","22","","","","3"
"Min 1x per month","1992","vocational + Abi","East Germany","2","","","","3"
"Min 1x per month","1992","higher vocational","West Germany","45","0.0927000342426977","0.0680562345923022","0.117343833893093","3"
"Min 1x per week","1992","in school","West Germany","22","","","","2"
"Min 1x per week","1992","in school","East Germany","1","","","","2"
"Min 1x per week","1992","inadequately","West Germany","116","0.154355696808382","0.125590524887821","0.183120868728944","2"
"Min 1x per week","1992","inadequately","East Germany","1","","","","2"
"Min 1x per week","1992","general elemantary","West Germany","361","0.166022123333336","0.150906820590753","0.181137426075919","2"
"Min 1x per week","1992","general elemantary","East Germany","26","","","","2"
"Min 1x per week","1992","middle vocational","West Germany","502","0.114476546439197","0.105154335780507","0.123798757097887","2"
"Min 1x per week","1992","middle vocational","East Germany","71","0.0340464998193187","0.0264805880928952","0.0416124115457422","2"
"Min 1x per week","1992","vocational + Abi","West Germany","41","0.096414441601933","0.0639737416021286","0.128855141601737","2"
"Min 1x per week","1992","vocational + Abi","East Germany","2","","","","2"
"Min 1x per week","1992","higher vocational","West Germany","85","0.164607240981845","0.133096247490535","0.196118234473156","2"
"Min 1x per week","1992","higher vocational","East Germany","6","","","","2"
"Min 1x per week","1992","higher education","West Germany","109","0.146193812771016","0.120617363685991","0.171770261856041","2"
"Min 1x per week","1992","higher education","East Germany","35","0.0452853392685101","0.0317831400579209","0.0587875384790993","2"
"Never","1992","higher vocational","East Germany","166","0.691143594672499","0.631691583796406","0.750595605548592","5"
"Never","1992","higher education","West Germany","339","0.467512183091312","0.431392210841424","0.503632155341199","5"
"Never","1992","higher education","East Germany","698","0.762250274166118","0.734606476246295","0.789894072085941","5"
"Never","1992","in school","West Germany","62","0.419146317326189","0.337703134883067","0.500589499769311","5"
"Never","1992","in school","East Germany","38","0.862776942721875","0.761108876431429","0.964445009012322","5"
"Never","1992","inadequately","West Germany","270","0.531446849041681","0.491716614526819","0.571177083556543","5"
"Never","1992","inadequately","East Germany","14","","","","5"
"Never","1992","general elemantary","West Germany","1053","0.436726590221198","0.416579095737211","0.456874084705185","5"
"Never","1992","general elemantary","East Germany","342","0.74160447312599","0.701248526444108","0.781960419807873","5"
"Never","1992","middle vocational","West Germany","2081","0.46716179034891","0.452553750115023","0.481769830582797","5"
"Never","1992","middle vocational","East Germany","1729","0.793191625856702","0.776294219634638","0.810089032078766","5"
"Never","1992","vocational + Abi","West Germany","169","0.557590987629657","0.503002082165066","0.612179893094248","5"
"Never","1992","vocational + Abi","East Germany","53","0.756260245850796","0.653456364950825","0.859064126750768","5"
"Never","1992","higher vocational","West Germany","218","0.411221891857133","0.369409384153286","0.45303439956098","5"
"Rarely","1992","higher vocational","East Germany","47","0.234722607527385","0.180185638087871","0.289259576966898","4"
"Rarely","1992","higher education","West Germany","214","0.282795486620759","0.25019276561191","0.315398207629609","4"
"Rarely","1992","higher education","East Germany","152","0.167335581351911","0.143096394062404","0.191574768641419","4"
"Rarely","1992","in school","West Germany","40","0.349402013217778","0.270705118906503","0.428098907529053","4"
"Rarely","1992","in school","East Germany","5","","","","4"
"Rarely","1992","inadequately","West Germany","142","0.220849533059172","0.187822414210749","0.253876651907594","4"
"Rarely","1992","inadequately","East Germany","4","","","","4"
"Rarely","1992","general elemantary","West Germany","622","0.280673787806695","0.262421366950478","0.298926208662913","4"
"Rarely","1992","general elemantary","East Germany","64","0.154085630248504","0.120802578181301","0.187368682315707","4"
"Rarely","1992","middle vocational","West Germany","1445","0.326477195715931","0.312747427767541","0.34020696366432","4"
"Rarely","1992","middle vocational","East Germany","329","0.135246922460048","0.120979133452742","0.149514711467354","4"
"Rarely","1992","vocational + Abi","West Germany","86","0.27004244877778","0.221244748790626","0.318840148764933","4"
"Rarely","1992","vocational + Abi","East Germany","10","","","","4"
"Rarely","1992","higher vocational","West Germany","184","0.331470832918324","0.291469439995504","0.371472225841145","4"
"Daily","1993","in school","West Germany","","","","","1"
"Daily","1993","in school","East Germany","","","","","1"
"Daily","1993","inadequately","West Germany","","","","","1"
"Daily","1993","inadequately","East Germany","","","","","1"
"Daily","1993","general elemantary","West Germany","","","","","1"
"Daily","1993","general elemantary","East Germany","","","","","1"
"Daily","1993","middle vocational","West Germany","","","","","1"
"Daily","1993","middle vocational","East Germany","","","","","1"
"Daily","1993","vocational + Abi","West Germany","","","","","1"
"Daily","1993","vocational + Abi","East Germany","","","","","1"
"Daily","1993","higher vocational","West Germany","","","","","1"
"Daily","1993","higher vocational","East Germany","","","","","1"
"Daily","1993","higher education","West Germany","","","","","1"
"Daily","1993","higher education","East Germany","","","","","1"
"Min 1x per month","1993","in school","West Germany","","","","","3"
"Min 1x per month","1993","in school","East Germany","","","","","3"
"Min 1x per month","1993","inadequately","West Germany","","","","","3"
"Min 1x per month","1993","inadequately","East Germany","","","","","3"
"Min 1x per month","1993","general elemantary","West Germany","","","","","3"
"Min 1x per month","1993","general elemantary","East Germany","","","","","3"
"Min 1x per month","1993","middle vocational","West Germany","","","","","3"
"Min 1x per month","1993","middle vocational","East Germany","","","","","3"
"Min 1x per month","1993","vocational + Abi","West Germany","","","","","3"
"Min 1x per month","1993","vocational + Abi","East Germany","","","","","3"
"Min 1x per month","1993","higher vocational","West Germany","","","","","3"
"Min 1x per month","1993","higher vocational","East Germany","","","","","3"
"Min 1x per month","1993","higher education","West Germany","","","","","3"
"Min 1x per month","1993","higher education","East Germany","","","","","3"
"Min 1x per week","1993","in school","West Germany","","","","","2"
"Min 1x per week","1993","in school","East Germany","","","","","2"
"Min 1x per week","1993","inadequately","West Germany","","","","","2"
"Min 1x per week","1993","inadequately","East Germany","","","","","2"
"Min 1x per week","1993","general elemantary","West Germany","","","","","2"
"Min 1x per week","1993","general elemantary","East Germany","","","","","2"
"Min 1x per week","1993","middle vocational","West Germany","","","","","2"
"Min 1x per week","1993","middle vocational","East Germany","","","","","2"
"Min 1x per week","1993","vocational + Abi","West Germany","","","","","2"
"Min 1x per week","1993","vocational + Abi","East Germany","","","","","2"
"Min 1x per week","1993","higher vocational","West Germany","","","","","2"
"Min 1x per week","1993","higher vocational","East Germany","","","","","2"
"Min 1x per week","1993","higher education","West Germany","","","","","2"
"Min 1x per week","1993","higher education","East Germany","","","","","2"
"Never","1993","in school","West Germany","","","","","5"
"Never","1993","in school","East Germany","","","","","5"
"Never","1993","inadequately","West Germany","","","","","5"
"Never","1993","inadequately","East Germany","","","","","5"
"Never","1993","general elemantary","West Germany","","","","","5"
"Never","1993","general elemantary","East Germany","","","","","5"
"Never","1993","middle vocational","West Germany","","","","","5"
"Never","1993","middle vocational","East Germany","","","","","5"
"Never","1993","vocational + Abi","West Germany","","","","","5"
"Never","1993","vocational + Abi","East Germany","","","","","5"
"Never","1993","higher vocational","West Germany","","","","","5"
"Never","1993","higher vocational","East Germany","","","","","5"
"Never","1993","higher education","West Germany","","","","","5"
"Never","1993","higher education","East Germany","","","","","5"
"Rarely","1993","in school","West Germany","","","","","4"
"Rarely","1993","in school","East Germany","","","","","4"
"Rarely","1993","inadequately","West Germany","","","","","4"
"Rarely","1993","inadequately","East Germany","","","","","4"
"Rarely","1993","general elemantary","West Germany","","","","","4"
"Rarely","1993","general elemantary","East Germany","","","","","4"
"Rarely","1993","middle vocational","West Germany","","","","","4"
"Rarely","1993","middle vocational","East Germany","","","","","4"
"Rarely","1993","vocational + Abi","West Germany","","","","","4"
"Rarely","1993","vocational + Abi","East Germany","","","","","4"
"Rarely","1993","higher vocational","West Germany","","","","","4"
"Rarely","1993","higher vocational","East Germany","","","","","4"
"Rarely","1993","higher education","West Germany","","","","","4"
"Rarely","1993","higher education","East Germany","","","","","4"
"Daily","1994","in school","West Germany","","","","","1"
"Daily","1994","in school","East Germany","","","","","1"
"Daily","1994","inadequately","West Germany","","","","","1"
"Daily","1994","inadequately","East Germany","","","","","1"
"Daily","1994","general elemantary","West Germany","","","","","1"
"Daily","1994","general elemantary","East Germany","","","","","1"
"Daily","1994","middle vocational","West Germany","","","","","1"
"Daily","1994","middle vocational","East Germany","","","","","1"
"Daily","1994","vocational + Abi","West Germany","","","","","1"
"Daily","1994","vocational + Abi","East Germany","","","","","1"
"Daily","1994","higher vocational","West Germany","","","","","1"
"Daily","1994","higher vocational","East Germany","","","","","1"
"Daily","1994","higher education","West Germany","","","","","1"
"Daily","1994","higher education","East Germany","","","","","1"
"Min 1x per month","1994","in school","West Germany","22","","","","3"
"Min 1x per month","1994","in school","East Germany","3","","","","3"
"Min 1x per month","1994","inadequately","West Germany","84","0.107926959203937","0.0819003885592507","0.133953529848624","3"
"Min 1x per month","1994","inadequately","East Germany","1","","","","3"
"Min 1x per month","1994","general elemantary","West Germany","275","0.116362758830134","0.102618697488478","0.13010682017179","3"
"Min 1x per month","1994","general elemantary","East Germany","21","","","","3"
"Min 1x per month","1994","middle vocational","West Germany","483","0.0988876582194097","0.0901425826397999","0.107632733799019","3"
"Min 1x per month","1994","middle vocational","East Germany","70","0.0332959317135613","0.0255877062326571","0.0410041571944654","3"
"Min 1x per month","1994","vocational + Abi","West Germany","26","","","","3"
"Min 1x per month","1994","vocational + Abi","East Germany","2","","","","3"
"Min 1x per month","1994","higher vocational","West Germany","51","0.088022600287861","0.06364709949283","0.112398101082892","3"
"Min 1x per month","1994","higher vocational","East Germany","12","","","","3"
"Min 1x per month","1994","higher education","West Germany","79","0.093086220921075","0.0728636113502367","0.113308830491913","3"
"Min 1x per month","1994","higher education","East Germany","22","","","","3"
"Min 1x per week","1994","in school","West Germany","20","","","","2"
"Min 1x per week","1994","in school","East Germany","6","","","","2"
"Min 1x per week","1994","inadequately","West Germany","105","0.143960770918785","0.114515152142036","0.173406389695533","2"
"Min 1x per week","1994","inadequately","East Germany","","","","","2"
"Min 1x per week","1994","general elemantary","West Germany","338","0.174619454940121","0.1583473212868","0.190891588593443","2"
"Min 1x per week","1994","general elemantary","East Germany","15","","","","2"
"Min 1x per week","1994","middle vocational","West Germany","493","0.113841551904822","0.104536706822396","0.123146396987248","2"
"Min 1x per week","1994","middle vocational","East Germany","73","0.0330367087547784","0.0253575184223847","0.0407158990871721","2"
"Min 1x per week","1994","vocational + Abi","West Germany","38","0.0888559399293359","0.0574840049326168","0.120227874926055","2"
"Min 1x per week","1994","vocational + Abi","East Germany","2","","","","2"
"Min 1x per week","1994","higher vocational","West Germany","79","0.16038767905149","0.128816608043434","0.191958750059546","2"
"Min 1x per week","1994","higher vocational","East Germany","7","","","","2"
"Min 1x per week","1994","higher education","West Germany","105","0.133091464590996","0.109450061985292","0.1567328671967","2"
"Min 1x per week","1994","higher education","East Germany","38","0.0433507225135866","0.0297005048173932","0.0570009402097799","2"
"Never","1994","in school","West Germany","61","0.428846004989998","0.350680520451604","0.507011489528391","5"
"Never","1994","in school","East Germany","69","0.818293230792525","0.735832252932335","0.900754208652715","5"
"Never","1994","inadequately","West Germany","213","0.486783452746288","0.44485874939264","0.528708156099936","5"
"Never","1994","inadequately","East Germany","8","","","","5"
"Never","1994","general elemantary","West Germany","891","0.428018609236172","0.406810920040772","0.449226298431573","5"
"Never","1994","general elemantary","East Germany","315","0.782330181878824","0.742190010338287","0.82247035341936","5"
"Never","1994","middle vocational","West Germany","2010","0.455263042808825","0.44067397070374","0.46985211491391","5"
"Never","1994","middle vocational","East Germany","1630","0.79768100633061","0.780420838886573","0.814941173774647","5"
"Never","1994","vocational + Abi","West Germany","154","0.517849808531044","0.462756655075709","0.572942961986378","5"
"Never","1994","vocational + Abi","East Germany","55","0.727737974518738","0.624921455262747","0.830554493774728","5"
"Never","1994","higher vocational","West Germany","207","0.439395367998206","0.396696094072194","0.482094641924219","5"
"Never","1994","higher vocational","East Germany","162","0.697521235006716","0.638542386000163","0.756500084013268","5"
"Never","1994","higher education","West Germany","357","0.466203331118845","0.43148273978264","0.50092392245505","5"
"Never","1994","higher education","East Germany","640","0.759609194634883","0.730966157478346","0.788252231791421","5"
"Rarely","1994","in school","West Germany","51","0.331518181155965","0.257167285236052","0.405869077075878","4"
"Rarely","1994","in school","East Germany","6","","","","4"
"Rarely","1994","inadequately","West Germany","144","0.261328817130989","0.224475973933602","0.298181660328377","4"
"Rarely","1994","inadequately","East Germany","2","","","","4"
"Rarely","1994","general elemantary","West Germany","587","0.280999176993572","0.261733321772838","0.300265032214307","4"
"Rarely","1994","general elemantary","East Germany","55","0.1185359152158","0.0870937559161705","0.149978074515429","4"
"Rarely","1994","middle vocational","West Germany","1490","0.332007747066943","0.318211439306868","0.345804054827018","4"
"Rarely","1994","middle vocational","East Germany","308","0.135986353201051","0.121259158936111","0.15071354746599","4"
"Rarely","1994","vocational + Abi","West Germany","98","0.304684827440344","0.253936607100203","0.355433047780485","4"
"Rarely","1994","vocational + Abi","East Germany","13","","","","4"
"Rarely","1994","higher vocational","West Germany","182","0.312194352662443","0.272327697266517","0.352061008058369","4"
"Rarely","1994","higher vocational","East Germany","52","0.249309446538015","0.193761248749","0.30485764432703","4"
"Rarely","1994","higher education","West Germany","252","0.307618983369084","0.275497866340739","0.339740100397429","4"
"Rarely","1994","higher education","East Germany","155","0.169621130555091","0.144465039674302","0.19477722143588","4"
"Daily","1995","in school","West Germany","1","","","","1"
"Daily","1995","in school","East Germany","","","","","1"
"Daily","1995","inadequately","West Germany","10","","","","1"
"Daily","1995","inadequately","East Germany","","","","","1"
"Daily","1995","general elemantary","West Germany","32","0.0148618046882832","0.0097086940523698","0.0200149153241966","1"
"Daily","1995","general elemantary","East Germany","","","","","1"
"Daily","1995","middle vocational","West Germany","26","","","","1"
"Daily","1995","middle vocational","East Germany","2","","","","1"
"Daily","1995","vocational + Abi","West Germany","5","","","","1"
"Daily","1995","vocational + Abi","East Germany","","","","","1"
"Daily","1995","higher vocational","West Germany","3","","","","1"
"Daily","1995","higher vocational","East Germany","","","","","1"
"Daily","1995","higher education","West Germany","2","","","","1"
"Daily","1995","higher education","East Germany","","","","","1"
"Min 1x per month","1995","in school","West Germany","17","","","","3"
"Min 1x per month","1995","in school","East Germany","4","","","","3"
"Min 1x per month","1995","inadequately","West Germany","77","0.120469903139948","0.092438305912272","0.148501500367624","3"
"Min 1x per month","1995","inadequately","East Germany","","","","","3"
"Min 1x per month","1995","general elemantary","West Germany","302","0.128377431365929","0.114131406847781","0.142623455884078","3"
"Min 1x per month","1995","general elemantary","East Germany","20","","","","3"
"Min 1x per month","1995","middle vocational","West Germany","513","0.103534468314798","0.094798602576106","0.11227033405349","3"
"Min 1x per month","1995","middle vocational","East Germany","70","0.036398169518374","0.0282633525845079","0.0445329864522401","3"
"Min 1x per month","1995","vocational + Abi","West Germany","42","0.0980298660831068","0.0691412877535036","0.12691844441271","3"
"Min 1x per month","1995","vocational + Abi","East Germany","4","","","","3"
"Min 1x per month","1995","higher vocational","West Germany","51","0.0837870341861121","0.0601540940193847","0.10741997435284","3"
"Min 1x per month","1995","higher vocational","East Germany","7","","","","3"
"Min 1x per month","1995","higher education","West Germany","107","0.112597616984877","0.0922050388298787","0.132990195139875","3"
"Min 1x per month","1995","higher education","East Germany","30","0.039337580901323","0.0261204617716234","0.0525547000310227","3"
"Min 1x per week","1995","in school","West Germany","34","0.132895290419279","0.084627006531542","0.181163574307016","2"
"Min 1x per week","1995","in school","East Germany","6","","","","2"
"Min 1x per week","1995","inadequately","West Germany","103","0.150873699078169","0.120050612453415","0.181696785702923","2"
"Min 1x per week","1995","inadequately","East Germany","1","","","","2"
"Min 1x per week","1995","general elemantary","West Germany","354","0.170870343758032","0.154840485420748","0.186900202095315","2"
"Min 1x per week","1995","general elemantary","East Germany","15","","","","2"
"Min 1x per week","1995","middle vocational","West Germany","548","0.119075451265721","0.109788414853471","0.128362487677972","2"
"Min 1x per week","1995","middle vocational","East Germany","66","0.0299391067556967","0.0225366117666132","0.0373416017447802","2"
"Min 1x per week","1995","vocational + Abi","West Germany","57","0.104267414164515","0.0745771285916794","0.133957699737351","2"
"Min 1x per week","1995","vocational + Abi","East Germany","2","","","","2"
"Min 1x per week","1995","higher vocational","West Germany","70","0.135887924439666","0.106659419630075","0.165116429249258","2"
"Min 1x per week","1995","higher vocational","East Germany","10","","","","2"
"Min 1x per week","1995","higher education","West Germany","111","0.117820700802926","0.0970219873020467","0.138619414303806","2"
"Min 1x per week","1995","higher education","East Germany","34","0.0373374091899394","0.0244472964294587","0.05022752195042","2"
"Never","1995","in school","West Germany","83","0.476923295645924","0.405903691360186","0.547942899931662","5"
"Never","1995","in school","East Germany","72","0.775029874356936","0.691501482239186","0.858558266474685","5"
"Never","1995","inadequately","West Germany","215","0.483933221822347","0.440897520880786","0.526968922763908","5"
"Never","1995","inadequately","East Germany","6","","","","5"
