"pli0098_h","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Daily","1990","Saxony","lower secondary degree","","","",""
"Daily","1990","Saxony","secondary school degree","","","",""
"Daily","1990","Saxony","college entrance qualification","","","",""
"Daily","1990","Saxony","Other degree","","","",""
"Daily","1990","Saxony","no degree/no degree yet","","","",""
"Daily","1990","Saxony-Anhalt","lower secondary degree","","","",""
"Daily","1990","Saxony-Anhalt","secondary school degree","","","",""
"Daily","1990","Saxony-Anhalt","college entrance qualification","","","",""
"Daily","1990","Saxony-Anhalt","Other degree","","","",""
"Daily","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"Daily","1990","Thuringia","lower secondary degree","","","",""
"Daily","1990","Thuringia","secondary school degree","","","",""
"Daily","1990","Thuringia","college entrance qualification","","","",""
"Daily","1990","Thuringia","Other degree","","","",""
"Daily","1990","Thuringia","no degree/no degree yet","","","",""
"Min 1x per week","1990","Schleswig-Holstein","lower secondary degree","5","","",""
"Min 1x per week","1990","Schleswig-Holstein","secondary school degree","1","","",""
"Min 1x per week","1990","Schleswig-Holstein","college entrance qualification","2","","",""
"Min 1x per week","1990","Schleswig-Holstein","Other degree","","","",""
"Min 1x per week","1990","Schleswig-Holstein","no degree/no degree yet","1","","",""
"Min 1x per week","1990","Hamburg","lower secondary degree","3","","",""
"Min 1x per week","1990","Hamburg","secondary school degree","1","","",""
"Min 1x per week","1990","Hamburg","college entrance qualification","","","",""
"Min 1x per week","1990","Hamburg","Other degree","6","","",""
"Min 1x per week","1990","Hamburg","no degree/no degree yet","1","","",""
"Min 1x per week","1990","Lower Saxony","lower secondary degree","34","0.0749767725290534","0.0519392420742914","0.0980143029838153"
"Min 1x per week","1990","Lower Saxony","secondary school degree","9","","",""
"Min 1x per week","1990","Lower Saxony","college entrance qualification","14","","",""
"Min 1x per week","1990","Lower Saxony","Other degree","12","","",""
"Min 1x per week","1990","Lower Saxony","no degree/no degree yet","13","","",""
"Min 1x per week","1990","Bremen","lower secondary degree","2","","",""
"Min 1x per week","1990","Bremen","secondary school degree","1","","",""
"Min 1x per week","1990","Bremen","college entrance qualification","2","","",""
"Min 1x per week","1990","Bremen","Other degree","","","",""
"Min 1x per week","1990","Bremen","no degree/no degree yet","","","",""
"Min 1x per week","1990","North Rhine-Westphalia","lower secondary degree","164","0.15742847101042","0.136369695964333","0.178487246056507"
"Min 1x per week","1990","North Rhine-Westphalia","secondary school degree","70","0.139995595289021","0.108078181927421","0.17191300865062"
"Min 1x per week","1990","North Rhine-Westphalia","college entrance qualification","57","0.141542032484145","0.106214400987775","0.176869663980515"
"Min 1x per week","1990","North Rhine-Westphalia","Other degree","41","0.149847495755649","0.106125369672935","0.193569621838363"
"Min 1x per week","1990","North Rhine-Westphalia","no degree/no degree yet","42","0.140949217042352","0.0988948627018116","0.183003571382892"
"Min 1x per week","1990","Hesse","lower secondary degree","35","0.104370880019415","0.0748483713758815","0.133893388662948"
"Min 1x per week","1990","Hesse","secondary school degree","12","","",""
"Min 1x per week","1990","Hesse","college entrance qualification","11","","",""
"Min 1x per week","1990","Hesse","Other degree","31","0.20985210537569","0.141162334813409","0.278541875937972"
"Min 1x per week","1990","Hesse","no degree/no degree yet","21","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","lower secondary degree","77","0.181598890398118","0.144328247845474","0.218869532950762"
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","secondary school degree","10","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","college entrance qualification","16","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","Other degree","3","","",""
"Min 1x per week","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","11","","",""
"Min 1x per week","1990","Baden-Württemberg","lower secondary degree","175","0.232769499835155","0.20414016035405","0.26139883931626"
"Min 1x per week","1990","Baden-Württemberg","secondary school degree","45","0.143875878279829","0.101699466044034","0.186052290515624"
"Min 1x per week","1990","Baden-Württemberg","college entrance qualification","21","","",""
"Min 1x per week","1990","Baden-Württemberg","Other degree","45","0.178612104696795","0.132143735567359","0.225080473826232"
"Min 1x per week","1990","Baden-Württemberg","no degree/no degree yet","45","0.129061935037463","0.0834992671732823","0.174624602901644"
"Min 1x per week","1990","Bavaria","lower secondary degree","159","0.193928106350754","0.166666610747302","0.221189601954206"
"Min 1x per week","1990","Bavaria","secondary school degree","70","0.22554145906543","0.17808970852261","0.27299320960825"
"Min 1x per week","1990","Bavaria","college entrance qualification","38","0.191049815366856","0.136566027469148","0.245533603264564"
"Min 1x per week","1990","Bavaria","Other degree","26","","",""
"Min 1x per week","1990","Bavaria","no degree/no degree yet","10","","",""
"Min 1x per week","1990","Berlin","lower secondary degree","9","","",""
"Min 1x per week","1990","Berlin","secondary school degree","10","","",""
"Min 1x per week","1990","Berlin","college entrance qualification","6","","",""
"Min 1x per week","1990","Berlin","Other degree","3","","",""
"Min 1x per week","1990","Berlin","no degree/no degree yet","3","","",""
"Min 1x per week","1990","Brandenburg","lower secondary degree","5","","",""
"Min 1x per week","1990","Brandenburg","secondary school degree","12","","",""
"Min 1x per week","1990","Brandenburg","college entrance qualification","2","","",""
"Min 1x per week","1990","Brandenburg","Other degree","","","",""
"Min 1x per week","1990","Brandenburg","no degree/no degree yet","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","secondary school degree","4","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","college entrance qualification","4","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Min 1x per week","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Min 1x per week","1990","Saxony","lower secondary degree","15","","",""
"Min 1x per week","1990","Saxony","secondary school degree","19","","",""
"Min 1x per week","1990","Saxony","college entrance qualification","7","","",""
"Min 1x per week","1990","Saxony","Other degree","3","","",""
"Min 1x per week","1990","Saxony","no degree/no degree yet","","","",""
"Min 1x per week","1990","Saxony-Anhalt","lower secondary degree","7","","",""
"Min 1x per week","1990","Saxony-Anhalt","secondary school degree","18","","",""
"Min 1x per week","1990","Saxony-Anhalt","college entrance qualification","4","","",""
"Min 1x per week","1990","Saxony-Anhalt","Other degree","","","",""
"Min 1x per week","1990","Saxony-Anhalt","no degree/no degree yet","2","","",""
"Min 1x per week","1990","Thuringia","lower secondary degree","21","","",""
"Min 1x per week","1990","Thuringia","secondary school degree","23","","",""
"Min 1x per week","1990","Thuringia","college entrance qualification","5","","",""
"Min 1x per week","1990","Thuringia","Other degree","","","",""
"Min 1x per week","1990","Thuringia","no degree/no degree yet","2","","",""
"Min 1x per month","1990","Schleswig-Holstein","lower secondary degree","6","","",""
"Min 1x per month","1990","Schleswig-Holstein","secondary school degree","4","","",""
"Min 1x per month","1990","Schleswig-Holstein","college entrance qualification","1","","",""
"Min 1x per month","1990","Schleswig-Holstein","Other degree","","","",""
"Min 1x per month","1990","Schleswig-Holstein","no degree/no degree yet","1","","",""
"Min 1x per month","1990","Hamburg","lower secondary degree","3","","",""
"Min 1x per month","1990","Hamburg","secondary school degree","","","",""
"Min 1x per month","1990","Hamburg","college entrance qualification","1","","",""
"Min 1x per month","1990","Hamburg","Other degree","","","",""
"Min 1x per month","1990","Hamburg","no degree/no degree yet","","","",""
"Min 1x per month","1990","Lower Saxony","lower secondary degree","38","0.087879816860236","0.0631131913735132","0.112646442346959"
"Min 1x per month","1990","Lower Saxony","secondary school degree","11","","",""
"Min 1x per month","1990","Lower Saxony","college entrance qualification","6","","",""
"Min 1x per month","1990","Lower Saxony","Other degree","12","","",""
"Min 1x per month","1990","Lower Saxony","no degree/no degree yet","6","","",""
"Min 1x per month","1990","Bremen","lower secondary degree","4","","",""
"Min 1x per month","1990","Bremen","secondary school degree","2","","",""
"Min 1x per month","1990","Bremen","college entrance qualification","","","",""
"Min 1x per month","1990","Bremen","Other degree","3","","",""
"Min 1x per month","1990","Bremen","no degree/no degree yet","1","","",""
"Min 1x per month","1990","North Rhine-Westphalia","lower secondary degree","127","0.11518347213548","0.0967244040007206","0.133642540270238"
"Min 1x per month","1990","North Rhine-Westphalia","secondary school degree","48","0.117788436279112","0.088136171754818","0.147440700803406"
"Min 1x per month","1990","North Rhine-Westphalia","college entrance qualification","33","0.0809735866384776","0.0533265890401671","0.108620584236788"
"Min 1x per month","1990","North Rhine-Westphalia","Other degree","24","","",""
"Min 1x per month","1990","North Rhine-Westphalia","no degree/no degree yet","37","0.121428661516187","0.0819539162327374","0.160903406799636"
"Min 1x per month","1990","Hesse","lower secondary degree","54","0.134343498202516","0.101414341633555","0.167272654771476"
"Min 1x per month","1990","Hesse","secondary school degree","24","","",""
"Min 1x per month","1990","Hesse","college entrance qualification","13","","",""
"Min 1x per month","1990","Hesse","Other degree","22","","",""
"Min 1x per month","1990","Hesse","no degree/no degree yet","16","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","lower secondary degree","53","0.145370028261229","0.11129363063739","0.179446425885068"
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","secondary school degree","11","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","college entrance qualification","12","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","Other degree","3","","",""
"Min 1x per month","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","4","","",""
"Min 1x per month","1990","Baden-Württemberg","lower secondary degree","114","0.132536776469823","0.109565818896482","0.155507734043164"
"Min 1x per month","1990","Baden-Württemberg","secondary school degree","44","0.158737806817167","0.114822780588724","0.20265283304561"
"Min 1x per month","1990","Baden-Württemberg","college entrance qualification","23","","",""
"Min 1x per month","1990","Baden-Württemberg","Other degree","41","0.147864658713171","0.104800663481302","0.190928653945041"
"Min 1x per month","1990","Baden-Württemberg","no degree/no degree yet","36","0.175988797365285","0.124236993364761","0.227740601365809"
"Min 1x per month","1990","Bavaria","lower secondary degree","145","0.186932876026135","0.160051688226666","0.213814063825605"
"Min 1x per month","1990","Bavaria","secondary school degree","42","0.129367191581588","0.0912632810745763","0.1674711020886"
"Min 1x per month","1990","Bavaria","college entrance qualification","29","","",""
"Min 1x per month","1990","Bavaria","Other degree","22","","",""
"Min 1x per month","1990","Bavaria","no degree/no degree yet","13","","",""
"Min 1x per month","1990","Berlin","lower secondary degree","7","","",""
"Min 1x per month","1990","Berlin","secondary school degree","5","","",""
"Min 1x per month","1990","Berlin","college entrance qualification","4","","",""
"Min 1x per month","1990","Berlin","Other degree","3","","",""
"Min 1x per month","1990","Berlin","no degree/no degree yet","3","","",""
"Min 1x per month","1990","Brandenburg","lower secondary degree","11","","",""
"Min 1x per month","1990","Brandenburg","secondary school degree","7","","",""
"Min 1x per month","1990","Brandenburg","college entrance qualification","2","","",""
"Min 1x per month","1990","Brandenburg","Other degree","","","",""
"Min 1x per month","1990","Brandenburg","no degree/no degree yet","1","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","lower secondary degree","10","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","secondary school degree","9","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","college entrance qualification","2","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Min 1x per month","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Min 1x per month","1990","Saxony","lower secondary degree","36","0.0852019265385613","0.0618059188201218","0.108597934257001"
"Min 1x per month","1990","Saxony","secondary school degree","32","0.0483417798685148","0.0307336803949217","0.0659498793421079"
"Min 1x per month","1990","Saxony","college entrance qualification","5","","",""
"Min 1x per month","1990","Saxony","Other degree","1","","",""
"Min 1x per month","1990","Saxony","no degree/no degree yet","1","","",""
"Min 1x per month","1990","Saxony-Anhalt","lower secondary degree","22","","",""
"Min 1x per month","1990","Saxony-Anhalt","secondary school degree","15","","",""
"Min 1x per month","1990","Saxony-Anhalt","college entrance qualification","3","","",""
"Min 1x per month","1990","Saxony-Anhalt","Other degree","","","",""
"Min 1x per month","1990","Saxony-Anhalt","no degree/no degree yet","1","","",""
"Min 1x per month","1990","Thuringia","lower secondary degree","17","","",""
"Min 1x per month","1990","Thuringia","secondary school degree","14","","",""
"Min 1x per month","1990","Thuringia","college entrance qualification","3","","",""
"Min 1x per month","1990","Thuringia","Other degree","","","",""
"Min 1x per month","1990","Thuringia","no degree/no degree yet","1","","",""
"Rarely","1990","Schleswig-Holstein","lower secondary degree","54","0.368980785809762","0.292770972444963","0.44519059917456"
"Rarely","1990","Schleswig-Holstein","secondary school degree","26","","",""
"Rarely","1990","Schleswig-Holstein","college entrance qualification","10","","",""
"Rarely","1990","Schleswig-Holstein","Other degree","8","","",""
"Rarely","1990","Schleswig-Holstein","no degree/no degree yet","7","","",""
"Rarely","1990","Hamburg","lower secondary degree","21","","",""
"Rarely","1990","Hamburg","secondary school degree","7","","",""
"Rarely","1990","Hamburg","college entrance qualification","5","","",""
"Rarely","1990","Hamburg","Other degree","5","","",""
"Rarely","1990","Hamburg","no degree/no degree yet","2","","",""
"Rarely","1990","Lower Saxony","lower secondary degree","184","0.352481552120676","0.31068980748463","0.394273296756722"
"Rarely","1990","Lower Saxony","secondary school degree","83","0.361251126204853","0.297190542136639","0.425311710273066"
"Rarely","1990","Lower Saxony","college entrance qualification","41","0.318028873268999","0.237973094962829","0.398084651575169"
"Rarely","1990","Lower Saxony","Other degree","14","","",""
"Rarely","1990","Lower Saxony","no degree/no degree yet","12","","",""
"Rarely","1990","Bremen","lower secondary degree","7","","",""
"Rarely","1990","Bremen","secondary school degree","8","","",""
"Rarely","1990","Bremen","college entrance qualification","1","","",""
"Rarely","1990","Bremen","Other degree","1","","",""
"Rarely","1990","Bremen","no degree/no degree yet","","","",""
"Rarely","1990","North Rhine-Westphalia","lower secondary degree","356","0.28876330278061","0.262559389397999","0.31496721616322"
"Rarely","1990","North Rhine-Westphalia","secondary school degree","131","0.290539333871121","0.24877680450812","0.332301863234122"
"Rarely","1990","North Rhine-Westphalia","college entrance qualification","123","0.337593221440579","0.289667182880198","0.38551926000096"
"Rarely","1990","North Rhine-Westphalia","Other degree","54","0.230913076016019","0.179290450911551","0.282535701120488"
"Rarely","1990","North Rhine-Westphalia","no degree/no degree yet","62","0.245442173784386","0.193431668250072","0.2974526793187"
"Rarely","1990","Hesse","lower secondary degree","176","0.431375134881508","0.383551788678343","0.479198481084673"
"Rarely","1990","Hesse","secondary school degree","61","0.334758821933222","0.263399777207399","0.406117866659046"
"Rarely","1990","Hesse","college entrance qualification","48","0.37617480620936","0.294759709164219","0.4575899032545"
"Rarely","1990","Hesse","Other degree","37","0.300410563494891","0.223078352299782","0.377742774690001"
"Rarely","1990","Hesse","no degree/no degree yet","22","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","lower secondary degree","153","0.364029547416733","0.317512304377649","0.410546790455817"
"Rarely","1990","Rhineland-Palatinate,Saarland","secondary school degree","37","0.381903471980652","0.281527031297719","0.482279912663586"
"Rarely","1990","Rhineland-Palatinate,Saarland","college entrance qualification","19","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","Other degree","9","","",""
"Rarely","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","13","","",""
"Rarely","1990","Baden-Württemberg","lower secondary degree","283","0.326355123571703","0.294590326504671","0.358119920638735"
"Rarely","1990","Baden-Württemberg","secondary school degree","96","0.363721714207514","0.305910054387525","0.421533374027504"
"Rarely","1990","Baden-Württemberg","college entrance qualification","52","0.275085927153515","0.209299104741543","0.340872749565486"
"Rarely","1990","Baden-Württemberg","Other degree","78","0.312077874647449","0.255865883911058","0.36828986538384"
"Rarely","1990","Baden-Württemberg","no degree/no degree yet","59","0.387120667469328","0.32092537723635","0.453315957702306"
"Rarely","1990","Bavaria","lower secondary degree","263","0.315380091821578","0.283340696561769","0.347419487081388"
"Rarely","1990","Bavaria","secondary school degree","82","0.266638609824505","0.216432046112895","0.316845173536114"
"Rarely","1990","Bavaria","college entrance qualification","58","0.284322742239573","0.2218058326734","0.346839651805746"
"Rarely","1990","Bavaria","Other degree","47","0.248106363443571","0.182599468870088","0.313613258017054"
"Rarely","1990","Bavaria","no degree/no degree yet","24","","",""
"Rarely","1990","Berlin","lower secondary degree","33","0.205932140975836","0.148280978989984","0.263583302961688"
"Rarely","1990","Berlin","secondary school degree","31","0.172965059770419","0.122172580870993","0.223757538669845"
"Rarely","1990","Berlin","college entrance qualification","12","","",""
"Rarely","1990","Berlin","Other degree","14","","",""
"Rarely","1990","Berlin","no degree/no degree yet","1","","",""
"Rarely","1990","Brandenburg","lower secondary degree","32","0.136743315446202","0.0958373663752835","0.177649264517121"
"Rarely","1990","Brandenburg","secondary school degree","39","0.124409367813583","0.0889070960587768","0.159911639568389"
"Rarely","1990","Brandenburg","college entrance qualification","22","","",""
"Rarely","1990","Brandenburg","Other degree","","","",""
"Rarely","1990","Brandenburg","no degree/no degree yet","1","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","lower secondary degree","26","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","secondary school degree","35","0.15286592103044","0.107432965997053","0.198298876063827"
"Rarely","1990","Mecklenburg-Western Pomerania","college entrance qualification","15","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Rarely","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","3","","",""
"Rarely","1990","Saxony","lower secondary degree","105","0.170882890194303","0.139339261136403","0.202426519252202"
"Rarely","1990","Saxony","secondary school degree","113","0.194049259814015","0.161583848632904","0.226514670995126"
"Rarely","1990","Saxony","college entrance qualification","31","0.180612626991014","0.121189727194373","0.240035526787655"
"Rarely","1990","Saxony","Other degree","3","","",""
"Rarely","1990","Saxony","no degree/no degree yet","2","","",""
"Rarely","1990","Saxony-Anhalt","lower secondary degree","42","0.11773263387466","0.0830124007987706","0.152452866950549"
"Rarely","1990","Saxony-Anhalt","secondary school degree","57","0.145432809309146","0.109365033368957","0.181500585249335"
"Rarely","1990","Saxony-Anhalt","college entrance qualification","7","","",""
"Rarely","1990","Saxony-Anhalt","Other degree","","","",""
"Rarely","1990","Saxony-Anhalt","no degree/no degree yet","1","","",""
"Rarely","1990","Thuringia","lower secondary degree","67","0.175065836859962","0.133557961687912","0.216573712032013"
"Rarely","1990","Thuringia","secondary school degree","73","0.191666861449779","0.150192591598488","0.233141131301071"
"Rarely","1990","Thuringia","college entrance qualification","14","","",""
"Rarely","1990","Thuringia","Other degree","","","",""
"Rarely","1990","Thuringia","no degree/no degree yet","","","",""
"Never","1990","Schleswig-Holstein","lower secondary degree","89","0.553045596116476","0.474522066973941","0.631569125259011"
"Never","1990","Schleswig-Holstein","secondary school degree","35","0.51877988324685","0.398237555458233","0.639322211035466"
"Never","1990","Schleswig-Holstein","college entrance qualification","16","","",""
"Never","1990","Schleswig-Holstein","Other degree","6","","",""
"Never","1990","Schleswig-Holstein","no degree/no degree yet","6","","",""
"Never","1990","Hamburg","lower secondary degree","48","0.675728700400874","0.569789205495853","0.781668195305895"
"Never","1990","Hamburg","secondary school degree","28","","",""
"Never","1990","Hamburg","college entrance qualification","15","","",""
"Never","1990","Hamburg","Other degree","12","","",""
"Never","1990","Hamburg","no degree/no degree yet","6","","",""
"Never","1990","Lower Saxony","lower secondary degree","244","0.479841365092573","0.436138190962126","0.52354453922302"
"Never","1990","Lower Saxony","secondary school degree","113","0.535349662466255","0.468837187185955","0.601862137746555"
"Never","1990","Lower Saxony","college entrance qualification","68","0.511757769901862","0.42583143104965","0.597684108754074"
"Never","1990","Lower Saxony","Other degree","20","","",""
"Never","1990","Lower Saxony","no degree/no degree yet","24","","",""
"Never","1990","Bremen","lower secondary degree","43","0.74621113351908","0.633237314935564","0.859184952102596"
"Never","1990","Bremen","secondary school degree","14","","",""
"Never","1990","Bremen","college entrance qualification","8","","",""
"Never","1990","Bremen","Other degree","2","","",""
"Never","1990","Bremen","no degree/no degree yet","3","","",""
"Never","1990","North Rhine-Westphalia","lower secondary degree","487","0.428109828224406","0.399499555856935","0.456720100591877"
"Never","1990","North Rhine-Westphalia","secondary school degree","203","0.446219104978039","0.400493103145909","0.491945106810168"
"Never","1990","North Rhine-Westphalia","college entrance qualification","158","0.426602481076117","0.376477769909424","0.476727192242809"
"Never","1990","North Rhine-Westphalia","Other degree","126","0.488207297686604","0.42697546103535","0.549439134337857"
"Never","1990","North Rhine-Westphalia","no degree/no degree yet","115","0.476372795382375","0.416012022270326","0.536733568494425"
"Never","1990","Hesse","lower secondary degree","143","0.320300702845498","0.275246341355893","0.365355064335104"
"Never","1990","Hesse","secondary school degree","70","0.421268120067166","0.346604086041864","0.495932154092468"
"Never","1990","Hesse","college entrance qualification","64","0.437711995036876","0.354333842027958","0.521090148045795"
"Never","1990","Hesse","Other degree","44","0.38382719288497","0.301791974085071","0.465862411684869"
"Never","1990","Hesse","no degree/no degree yet","43","0.334524069749365","0.24427695974571","0.42477117975302"
"Never","1990","Rhineland-Palatinate,Saarland","lower secondary degree","127","0.306850267206511","0.262263707548314","0.351436826864707"
"Never","1990","Rhineland-Palatinate,Saarland","secondary school degree","32","0.355316032806123","0.256436211382494","0.454195854229751"
"Never","1990","Rhineland-Palatinate,Saarland","college entrance qualification","25","","",""
"Never","1990","Rhineland-Palatinate,Saarland","Other degree","27","","",""
"Never","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","14","","",""
"Never","1990","Baden-Württemberg","lower secondary degree","258","0.303208142212764","0.272068951213729","0.334347333211798"
"Never","1990","Baden-Württemberg","secondary school degree","81","0.333664600695489","0.277000397973033","0.390328803417946"
"Never","1990","Baden-Württemberg","college entrance qualification","81","0.476581314396405","0.403002196928671","0.550160431864139"
"Never","1990","Baden-Württemberg","Other degree","96","0.359312320134714","0.301103730316846","0.417520909952582"
"Never","1990","Baden-Württemberg","no degree/no degree yet","66","0.304722126714293","0.242169201592918","0.367275051835669"
"Never","1990","Bavaria","lower secondary degree","230","0.286884767759206","0.255697594561886","0.318071940956526"
"Never","1990","Bavaria","secondary school degree","104","0.378452739528478","0.323386824034063","0.433518655022892"
"Never","1990","Bavaria","college entrance qualification","75","0.394172008294895","0.32644675296436","0.46189726362543"
"Never","1990","Bavaria","Other degree","72","0.435600236827269","0.360398595326516","0.510801878328022"
"Never","1990","Bavaria","no degree/no degree yet","47","0.404938422704866","0.306228289865613","0.50364855554412"
"Never","1990","Berlin","lower secondary degree","140","0.707777835453967","0.642940935053907","0.772614735854026"
"Never","1990","Berlin","secondary school degree","167","0.739223125075112","0.680259985538945","0.798186264611278"
"Never","1990","Berlin","college entrance qualification","99","0.791593199751547","0.71922256594667","0.863963833556424"
"Never","1990","Berlin","Other degree","24","","",""
"Never","1990","Berlin","no degree/no degree yet","28","","",""
"Never","1990","Brandenburg","lower secondary degree","223","0.798704414697394","0.750965382193402","0.846443447201386"
"Never","1990","Brandenburg","secondary school degree","274","0.821092388045564","0.779864653451741","0.862320122639386"
"Never","1990","Brandenburg","college entrance qualification","67","0.735793345000996","0.64618335665908","0.825403333342912"
"Never","1990","Brandenburg","Other degree","14","","",""
"Never","1990","Brandenburg","no degree/no degree yet","6","","",""
"Never","1990","Mecklenburg-Western Pomerania","lower secondary degree","135","0.782027585520433","0.720145941997119","0.843909229043746"
"Never","1990","Mecklenburg-Western Pomerania","secondary school degree","193","0.788017677600006","0.736416766165404","0.839618589034609"
"Never","1990","Mecklenburg-Western Pomerania","college entrance qualification","32","0.630745705422184","0.500818503757073","0.760672907087294"
"Never","1990","Mecklenburg-Western Pomerania","Other degree","13","","",""
"Never","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","7","","",""
"Never","1990","Saxony","lower secondary degree","391","0.709686672866782","0.671648360610337","0.747724985123228"
"Never","1990","Saxony","secondary school degree","406","0.722511299729692","0.685752981238583","0.7592696182208"
"Never","1990","Saxony","college entrance qualification","118","0.726550096289169","0.657699640008185","0.795400552570153"
"Never","1990","Saxony","Other degree","6","","",""
"Never","1990","Saxony","no degree/no degree yet","8","","",""
"Never","1990","Saxony-Anhalt","lower secondary degree","260","0.785219381923675","0.740978156941503","0.829460606905847"
