"plh0038","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Some worries","2011","East Germany","Male","1159","0.49756916353583","0.47717081253326","0.5179675145384"
"Some worries","2011","East Germany","Female","1301","0.499117527125886","0.479737603780732","0.518497450471039"
"No worries","2011","West Germany","Male","1543","0.207766855453641","0.198527502540177","0.217006208367105"
"No worries","2011","West Germany","Female","950","0.114105898193577","0.107272103672012","0.120939692715142"
"No worries","2011","East Germany","Male","438","0.170111604973473","0.154782845643778","0.185440364303168"
"No worries","2011","East Germany","Female","300","0.107978816094283","0.0959495372585687","0.120008094929998"
"Big worries","2012","West Germany","Male","1981","0.269415242077341","0.25927122662838","0.279559257526303"
"Big worries","2012","West Germany","Female","2963","0.351835075213927","0.341544132574636","0.362126017853217"
"Big worries","2012","East Germany","Male","680","0.291629513639445","0.273050417956586","0.310208609322305"
"Big worries","2012","East Germany","Female","1004","0.400430673755798","0.381446298045161","0.419415049466436"
"Some worries","2012","West Germany","Male","3722","0.504880877098014","0.493449124206331","0.516312629989697"
"Some worries","2012","West Germany","Female","4229","0.515668111765265","0.504898513629037","0.526437709901493"
"Some worries","2012","East Germany","Male","1168","0.508476581976909","0.488041038575974","0.528912125377844"
"Some worries","2012","East Germany","Female","1227","0.479268334292274","0.45991261523179","0.498624053352759"
"No worries","2012","West Germany","Male","1645","0.225703880824644","0.216145450654024","0.235262310995265"
"No worries","2012","West Germany","Female","1080","0.132496813020808","0.125190789202432","0.139802836839185"
"No worries","2012","East Germany","Male","451","0.199893904383645","0.183546373355111","0.21624143541218"
"No worries","2012","East Germany","Female","328","0.120300991951927","0.107696811757666","0.132905172146189"
"Big worries","2013","West Germany","Male","1659","0.242963290194376","0.232712365608775","0.253214214779977"
"Big worries","2013","West Germany","Female","2555","0.332278032994271","0.321737301584809","0.342818764403733"
"Big worries","2013","East Germany","Male","612","0.284673382699845","0.265423433042104","0.303923332357586"
"Big worries","2013","East Germany","Female","882","0.402422284950134","0.382641737571344","0.422202832328924"
"Some worries","2013","West Germany","Male","3493","0.511944575143712","0.499996985891697","0.523892164395727"
"Some worries","2013","West Germany","Female","4104","0.536477214744402","0.525318009019545","0.547636420469258"
"Some worries","2013","East Germany","Male","1065","0.511555809553654","0.490232335641081","0.532879283466228"
"Some worries","2013","East Germany","Female","1177","0.479756903323389","0.459605101813188","0.499908704833589"
"No worries","2013","West Germany","Male","1572","0.245092134661912","0.234810885103737","0.255373384220087"
"No worries","2013","West Germany","Female","1012","0.131244752261328","0.123688406990464","0.138801097532192"
"No worries","2013","East Germany","Male","434","0.203770807746501","0.186588004945352","0.22095361054765"
"No worries","2013","East Germany","Female","302","0.117820811726477","0.104816436061457","0.130825187391497"
"Big worries","2014","West Germany","Male","3425","0.326438134119862","0.317192029401573","0.335684238838152"
"Big worries","2014","West Germany","Female","5069","0.424041967509674","0.415046343742976","0.433037591276372"
"Big worries","2014","East Germany","Male","814","0.302314759702921","0.284510369265138","0.320119150140703"
"Big worries","2014","East Germany","Female","1266","0.430345455738003","0.412750714670319","0.447940196805687"
"Some worries","2014","West Germany","Male","4741","0.486221482010278","0.476366072813036","0.496076891207519"
"Some worries","2014","West Germany","Female","5385","0.473571134507509","0.464482599133085","0.482659669881932"
"Some worries","2014","East Germany","Male","1280","0.526300810309609","0.506943901392033","0.545657719227185"
"Some worries","2014","East Germany","Female","1419","0.463599644056429","0.445878793554214","0.481320494558643"
"No worries","2014","West Germany","Male","1714","0.18734038386986","0.179646605689911","0.195034162049809"
"No worries","2014","West Germany","Female","1140","0.102386897982818","0.0968686879400017","0.107905108025634"
"No worries","2014","East Germany","Male","462","0.17138442998747","0.156775113641364","0.185993746333577"
"No worries","2014","East Germany","Female","357","0.106054900205568","0.0951130874120702","0.116996712999065"
"Big worries","2015","West Germany","Male","3904","0.428258293202304","0.418060160896607","0.438456425508001"
"Big worries","2015","West Germany","Female","5507","0.526015700498368","0.516556457712384","0.535474943284352"
"Big worries","2015","East Germany","Male","1032","0.417632959094545","0.397906561253498","0.437359356935593"
"Big worries","2015","East Germany","Female","1453","0.526572932535417","0.508254980627699","0.544890884443136"
"Some worries","2015","West Germany","Male","4172","0.465475172576482","0.455195009216948","0.475755335936016"
"Some worries","2015","West Germany","Female","4486","0.41040036385709","0.401081617032709","0.419719110681471"
"Some worries","2015","East Germany","Male","1071","0.467376564776293","0.447419548444024","0.487333581108562"
"Some worries","2015","East Germany","Female","1164","0.408288162900519","0.390255509729161","0.426320816071876"
"No worries","2015","West Germany","Male","968","0.106266534221214","0.0999151251828593","0.112617943259568"
"No worries","2015","West Germany","Female","711","0.0635839356445422","0.0589613691034099","0.0682065021856745"
"No worries","2015","East Germany","Male","298","0.114990476129162","0.102230292647496","0.127750659610827"
"No worries","2015","East Germany","Female","237","0.065138904564064","0.0560854385536826","0.0741923705744454"
"Big worries","2016","West Germany","Male","4289","0.482216786971754","0.471768438778489","0.492665135165019"
"Big worries","2016","West Germany","Female","6283","0.61474889460102","0.605385055674994","0.624112733527046"
"Big worries","2016","East Germany","Male","1183","0.514184200653356","0.493718306313426","0.534650094993286"
"Big worries","2016","East Germany","Female","1711","0.637299207726016","0.619352877725529","0.655245537726503"
"Some worries","2016","West Germany","Male","3737","0.426830011579956","0.41648760309162","0.437172420068292"
"Some worries","2016","West Germany","Female","3635","0.342007256533196","0.332879557284744","0.351134955781648"
"Some worries","2016","East Germany","Male","911","0.408351222371996","0.38822397138918","0.428478473354813"
"Some worries","2016","East Germany","Female","895","0.316466456239411","0.299105507054321","0.333827405424501"
"No worries","2016","West Germany","Male","760","0.0909532014482898","0.0849407081187892","0.0969656947777904"
"No worries","2016","West Germany","Female","458","0.0432438488657839","0.0393300733551863","0.0471576243763814"
"No worries","2016","East Germany","Male","197","0.0774645769746476","0.0665179921006839","0.0884111618486113"
"No worries","2016","East Germany","Female","151","0.0462343360345729","0.0383958378457383","0.0540728342234075"
"Big worries","2017","West Germany","Male","4795","0.501323044250398","0.491367222852877","0.51127886564792"
"Big worries","2017","West Germany","Female","7087","0.630073613479067","0.621167009757513","0.638980217200621"
"Big worries","2017","East Germany","Male","1338","0.510135202000899","0.490871904176632","0.529398499825166"
"Big worries","2017","East Germany","Female","1960","0.660041118127332","0.643160665274928","0.676921570979736"
"Some worries","2017","West Germany","Male","4048","0.416857644508791","0.407040395844116","0.426674893173466"
"Some worries","2017","West Germany","Female","3675","0.319063431910007","0.310464377965885","0.327662485854128"
"Some worries","2017","East Germany","Male","1007","0.393761084500341","0.374933778622789","0.412588390377892"
"Some worries","2017","East Germany","Female","922","0.301931919764432","0.28557171233679","0.318292127192074"
"No worries","2017","West Germany","Male","846","0.0818193112408109","0.0763617250911469","0.0872768973904749"
"No worries","2017","West Germany","Female","525","0.0508629546109262","0.0468095114919648","0.0549163977298876"
"No worries","2017","East Germany","Male","242","0.0961037134987602","0.0847463045859189","0.107461122411602"
"No worries","2017","East Germany","Female","143","0.0380269621082357","0.0312112275638214","0.0448426966526501"
"Big worries","2018","West Germany","Male","3722","0.408388293509434","0.398402676029866","0.418373910989001"
"Big worries","2018","West Germany","Female","5446","0.502888092837333","0.49349655323531","0.512279632439356"
"Big worries","2018","East Germany","Male","1066","0.406629271581956","0.387500244829117","0.425758298334796"
"Big worries","2018","East Germany","Female","1543","0.549560549718899","0.531682069821036","0.567439029616762"
"Some worries","2018","West Germany","Male","4504","0.477663607281167","0.467516175893758","0.487811038668577"
"Some worries","2018","West Germany","Female","4700","0.431785888020313","0.422482004495841","0.441089771544785"
"Some worries","2018","East Germany","Male","1125","0.465550183720126","0.446124907037217","0.484975460403035"
"Some worries","2018","East Germany","Female","1188","0.380314141924488","0.362869517005344","0.397758766843632"
"No worries","2018","West Germany","Male","1082","0.113948099209399","0.107492998430077","0.120403199988721"
"No worries","2018","West Germany","Female","742","0.0653260191423538","0.0606846382673985","0.0699674000173092"
"No worries","2018","East Germany","Male","342","0.127820544697917","0.114817838358928","0.140823251036907"
"No worries","2018","East Germany","Female","244","0.0701253083566133","0.0609492913074974","0.0793013254057292"
"Big worries","2019","West Germany","Male","4155","0.425282420886156","0.415395402021825","0.435169439750487"
"Big worries","2019","West Germany","Female","5740","0.54891762604522","0.539404390499705","0.558430861590735"
"Big worries","2019","East Germany","Male","1236","0.462637211599414","0.443657163772354","0.481617259426474"
"Big worries","2019","East Germany","Female","1678","0.578645947892857","0.560708649458947","0.596583246326766"
"Some worries","2019","West Germany","Male","4460","0.46954166326298","0.459560937723971","0.479522388801989"
"Some worries","2019","West Germany","Female","4209","0.395163511118662","0.385816900665267","0.404510121572058"
"Some worries","2019","East Germany","Male","1174","0.441062294637112","0.422161724831966","0.459962864442258"
"Some worries","2019","East Germany","Female","1085","0.375124059257648","0.357536266087234","0.392711852428061"
"No worries","2019","West Germany","Male","990","0.105175915850864","0.0990407488342692","0.111311082867458"
"No worries","2019","West Germany","Female","561","0.0559188628361172","0.0515261728022305","0.060311552870004"
"No worries","2019","East Germany","Male","241","0.0963004937634743","0.0850707587964687","0.10753022873048"
"No worries","2019","East Germany","Female","148","0.0462299928494958","0.0386019920122642","0.0538579936867275"
