"plh0038","year","migback","n","percent","lower_confidence","upper_confidence"
"Some worries","1990","indirect migration background","127","0.432613370093487","0.375884543776853","0.48934219641012"
"Some worries","1990","no migration background","4985","0.465318115491546","0.455954627960047","0.474681603023046"
"Big worries","1991","direct migration background","1166","0.454389870040796","0.435320520707082","0.473459219374511"
"Big worries","1991","indirect migration background","163","0.540278454945108","0.487991707010341","0.592565202879874"
"Big worries","1991","no migration background","4543","0.432872164443595","0.42343813064343","0.44230619824376"
"No worries","1991","direct migration background","367","0.118266736870637","0.105899284078424","0.130634189662849"
"No worries","1991","indirect migration background","53","0.11542348024811","0.0818999177927103","0.14894704270351"
"No worries","1991","no migration background","1114","0.109398453752688","0.103455197848762","0.115341709656614"
"Some worries","1991","direct migration background","1086","0.427343393088567","0.408397460983533","0.446289325193601"
"Some worries","1991","indirect migration background","133","0.344298064806782","0.29444912787329","0.394147001740274"
"Some worries","1991","no migration background","4939","0.457729381803717","0.44824324139645","0.467215522210985"
"Big worries","1992","direct migration background","1290","0.516841394257279","0.497430640700505","0.536252147814053"
"Big worries","1992","indirect migration background","205","0.514691597014222","0.466136667176745","0.5632465268517"
"Big worries","1992","no migration background","4311","0.403824576784482","0.394369474069194","0.413279679499769"
"No worries","1992","direct migration background","310","0.094716747643761","0.0833424517250261","0.106091043562496"
"No worries","1992","indirect migration background","49","0.115560311474641","0.0845011769505569","0.146619445998726"
"No worries","1992","no migration background","1204","0.125959229131996","0.119565360835364","0.132353097428628"
"Some worries","1992","direct migration background","946","0.38844185809896","0.369509671380512","0.407374044817407"
"Some worries","1992","indirect migration background","153","0.369748091511136","0.322849376704732","0.416646806317541"
"Some worries","1992","no migration background","4830","0.470216194083522","0.460598278211305","0.47983410995574"
"Big worries","1993","direct migration background","1452","0.584552603721777","0.565122212781921","0.603982994661634"
"Big worries","1993","indirect migration background","248","0.547552931601447","0.50255463172428","0.592551231478613"
"Big worries","1993","no migration background","4655","0.45165424297665","0.441973159430129","0.461335326523171"
"No worries","1993","direct migration background","191","0.074885012694454","0.0645071712631208","0.0852628541257871"
"No worries","1993","indirect migration background","30","0.0428950837927094","0.0245768880342726","0.0612132795511461"
"No worries","1993","no migration background","916","0.0960494911780021","0.0903173940836708","0.101781588272333"
"Some worries","1993","direct migration background","828","0.340562383583769","0.321877219530959","0.359247547636579"
"Some worries","1993","indirect migration background","192","0.409551984605844","0.365094538258469","0.454009430953219"
"Some worries","1993","no migration background","4580","0.452296265845348","0.442613977118801","0.461978554571895"
"Big worries","1994","direct migration background","1254","0.539287518480987","0.519147387020699","0.559427649941275"
"Big worries","1994","indirect migration background","258","0.564864848121393","0.521012616039923","0.608717080202863"
"Big worries","1994","no migration background","4508","0.443302734825736","0.433580210810739","0.453025258840734"
"No worries","1994","direct migration background","192","0.0676111992925943","0.0574663646772324","0.0777560339079562"
"No worries","1994","indirect migration background","43","0.0569355959241864","0.036439556081616","0.0774316357667568"
"No worries","1994","no migration background","933","0.0990819698226644","0.0932346179257781","0.104929321719551"
"Some worries","1994","direct migration background","907","0.393101282226418","0.373365812497553","0.412836751955284"
"Some worries","1994","indirect migration background","190","0.378199555954421","0.335305870157555","0.421093241751287"
"Some worries","1994","no migration background","4588","0.457615295351599","0.447864876813786","0.467365713889412"
"Big worries","1995","direct migration background","1603","0.57690559427543","0.558543652190228","0.595267536360631"
"Big worries","1995","indirect migration background","277","0.543997074284212","0.500771069268683","0.58722307929974"
"Big worries","1995","no migration background","4424","0.440296894829277","0.430544242139161","0.450049547519392"
"No worries","1995","direct migration background","195","0.0742131803460393","0.0644712815183487","0.0839550791737298"
"No worries","1995","indirect migration background","43","0.071824407742874","0.0494158398752649","0.094232975610483"
"No worries","1995","no migration background","1014","0.10531340946337","0.0992829779498936","0.111343840976847"
"Some worries","1995","direct migration background","983","0.348881225378531","0.331167230891301","0.366595219865762"
"Some worries","1995","indirect migration background","190","0.384178517972915","0.341964473953284","0.426392561992545"
"Some worries","1995","no migration background","4515","0.454389695707353","0.444607719369177","0.464171672045529"
"Big worries","1996","direct migration background","1235","0.48654797826245","0.467343292067578","0.505752664457322"
"Big worries","1996","indirect migration background","238","0.436887320743718","0.395359400162869","0.478415241324567"
"Big worries","1996","no migration background","3789","0.372243349917492","0.362730702722925","0.381755997112058"
"No worries","1996","direct migration background","296","0.105907456942517","0.0940838781129554","0.11773103577208"
"No worries","1996","indirect migration background","81","0.124220296265858","0.0966048840576025","0.151835708474114"
"No worries","1996","no migration background","1247","0.133558757226055","0.126864567793606","0.140252946658505"
"Some worries","1996","direct migration background","1071","0.407544564795032","0.388664223454113","0.426424906135952"
"Some worries","1996","indirect migration background","229","0.438892382990424","0.397343446122898","0.48044131985795"
"Some worries","1996","no migration background","4884","0.494197892856453","0.484359299367889","0.504036486345017"
"Big worries","1997","direct migration background","949","0.393253321794643","0.374020750830646","0.41248589275864"
"Big worries","1997","indirect migration background","187","0.326365900328847","0.287873492116411","0.364858308541283"
"Big worries","1997","no migration background","3132","0.32083817100769","0.311594311135996","0.330082030879385"
"No worries","1997","direct migration background","427","0.177346291424228","0.162307358389423","0.192385224459033"
"No worries","1997","indirect migration background","117","0.177158810968475","0.145815126037264","0.208502495899686"
"No worries","1997","no migration background","1889","0.197945201846423","0.190054816511759","0.205835587181087"
"Some worries","1997","direct migration background","1102","0.429400386781129","0.40991116974135","0.448889603820908"
"Some worries","1997","indirect migration background","266","0.496475288702678","0.455429379863976","0.53752119754138"
"Some worries","1997","no migration background","4775","0.481216627145886","0.471322282375088","0.491110971916685"
"Big worries","1998","direct migration background","1008","0.433248553753743","0.413448555185208","0.453048552322277"
"Big worries","1998","indirect migration background","241","0.41907734911986","0.379597206294885","0.458557491944835"
"Big worries","1998","no migration background","4152","0.375676491322053","0.36672650666194","0.384626475982166"
"No worries","1998","direct migration background","332","0.142366772375062","0.128404522744848","0.156329022005276"
"No worries","1998","indirect migration background","83","0.106226526325298","0.081571658060095","0.130881394590501"
"No worries","1998","no migration background","1653","0.153359019586401","0.14669993177363","0.160018107399171"
"Some worries","1998","direct migration background","1066","0.424384673871195","0.404635619764063","0.444133727978328"
"Some worries","1998","indirect migration background","276","0.474696124554842","0.434739792715388","0.514652456394296"
"Some worries","1998","no migration background","5443","0.470964489091546","0.461739902103009","0.480189076080083"
"Big worries","1999","direct migration background","951","0.460748780215714","0.44000933641805","0.481488224013378"
"Big worries","1999","indirect migration background","247","0.419345309495311","0.380154493248909","0.458536125741713"
"Big worries","1999","no migration background","4051","0.39364765008042","0.384475079687178","0.402820220473661"
"No worries","1999","direct migration background","316","0.137467880503466","0.123140800153046","0.151794960853886"
"No worries","1999","indirect migration background","100","0.133536083673406","0.106520521895293","0.160551645451518"
"No worries","1999","no migration background","1527","0.133715680584626","0.127325750807342","0.140105610361911"
"Some worries","1999","direct migration background","952","0.40178333928082","0.381385007375808","0.422181671185832"
"Some worries","1999","indirect migration background","262","0.447118606831283","0.407630455392423","0.486606758270143"
"Some worries","1999","no migration background","5320","0.472636669334954","0.463263351142541","0.482009987527367"
"Big worries","2000","direct migration background","1131","0.338599629884728","0.322473104783196","0.354726154986259"
"Big worries","2000","indirect migration background","258","0.323002951397802","0.290996479962176","0.355009422833428"
"Big worries","2000","no migration background","6446","0.32766035378303","0.321143404569009","0.334177302997051"
"No worries","2000","direct migration background","649","0.19612590564141","0.18259500084825","0.20965681043457"
"No worries","2000","indirect migration background","197","0.228299681819041","0.199570837387502","0.257028526250581"
"No worries","2000","no migration background","3623","0.18565008980912","0.180251365675544","0.191048813942696"
"Some worries","2000","direct migration background","1528","0.465274464473862","0.448276950315894","0.482271978631829"
"Some worries","2000","indirect migration background","365","0.448697366783156","0.414655532073214","0.482739201493099"
"Some worries","2000","no migration background","9857","0.48668955640785","0.479749642359151","0.493629470456548"
"Big worries","2001","direct migration background","906","0.314481022745642","0.297645951921804","0.33131609356948"
"Big worries","2001","indirect migration background","233","0.299937219454699","0.267508180090697","0.332366258818702"
"Big worries","2001","no migration background","5251","0.296283950992644","0.289649196570118","0.30291870541517"
"No worries","2001","direct migration background","614","0.207746229727412","0.193036431421525","0.222456028033298"
"No worries","2001","indirect migration background","203","0.249973619181482","0.219330302621506","0.280616935741458"
"No worries","2001","no migration background","3695","0.205172660422917","0.199304956327463","0.211040364518372"
"Some worries","2001","direct migration background","1402","0.477772747526947","0.459661497005067","0.495883998048826"
"Some worries","2001","indirect migration background","331","0.450089161363818","0.414880798925353","0.485297523802284"
"Some worries","2001","no migration background","9249","0.498543388584439","0.491278311569479","0.505808465599398"
"Big worries","2002","direct migration background","1143","0.433526071239435","0.415150854788502","0.451901287690368"
"Big worries","2002","indirect migration background","300","0.414003716598957","0.37937095428231","0.448636478915605"
"Big worries","2002","no migration background","8597","0.454396840906144","0.44740003663569","0.461393645176599"
"No worries","2002","direct migration background","365","0.131188963601605","0.118670639099085","0.143707288104125"
"No worries","2002","indirect migration background","122","0.151484891304216","0.12627609950993","0.176693683098503"
"No worries","2002","no migration background","2281","0.116982446958055","0.112466085897341","0.121498808018769"
"Some worries","2002","direct migration background","1286","0.43528496515896","0.416901118082169","0.453668812235752"
"Some worries","2002","indirect migration background","355","0.434511392096827","0.399657595256059","0.469365188937594"
"Some worries","2002","no migration background","8576","0.428620712135801","0.421666587681961","0.435574836589641"
"Big worries","2003","direct migration background","1572","0.621139490428425","0.602564367968574","0.639714612888276"
"Big worries","2003","indirect migration background","459","0.635078357442613","0.601358892324265","0.66879782256096"
"Big worries","2003","no migration background","11603","0.640965904879827","0.634105846653123","0.647825963106531"
"No worries","2003","direct migration background","165","0.0636865719888533","0.0543361328497782","0.0730370111279285"
"No worries","2003","indirect migration background","65","0.0776151548947626","0.0588739912152719","0.0963563185742534"
"No worries","2003","no migration background","1150","0.0594425020657104","0.0560612020459868","0.0628238020854341"
"Some worries","2003","direct migration background","883","0.315173937582721","0.297384478858914","0.332963396306528"
"Some worries","2003","indirect migration background","259","0.287306487662625","0.255611445841565","0.319001529483685"
"Some worries","2003","no migration background","6032","0.299591593054462","0.293040964445487","0.306142221663437"
"Big worries","2004","direct migration background","1088","0.445846531519353","0.426420377824523","0.465272685214183"
"Big worries","2004","indirect migration background","299","0.352378287514293","0.319150371010873","0.385606204017713"
"Big worries","2004","no migration background","7230","0.413973677532397","0.406828679757194","0.421118675307601"
"No worries","2004","direct migration background","355","0.134652504289092","0.121311713169167","0.147993295409017"
"No worries","2004","indirect migration background","131","0.144912861222556","0.120428065068488","0.169397657376625"
"No worries","2004","no migration background","2472","0.133830895752601","0.128891922103423","0.138769869401779"
"Some worries","2004","direct migration background","1072","0.419500964191555","0.40021477914659","0.43878714923652"
"Some worries","2004","indirect migration background","364","0.502708851263151","0.467931102125977","0.537486600400324"
"Some worries","2004","no migration background","8553","0.452195426715001","0.444975495133524","0.459415358296478"
"Big worries","2005","direct migration background","941","0.422285068925325","0.402374484220436","0.442195653630214"
"Big worries","2005","indirect migration background","312","0.39790589435716","0.364506123227816","0.431305665486505"
"Big worries","2005","no migration background","6807","0.401671980611155","0.394411160850333","0.408932800371977"
"No worries","2005","direct migration background","311","0.1299383462882","0.116384328953744","0.143492363622657"
"No worries","2005","indirect migration background","148","0.146675266362513","0.122534184627222","0.170816348097803"
"No worries","2005","no migration background","2448","0.138784675485443","0.133664240592376","0.14390511037851"
"Some worries","2005","direct migration background","1112","0.447776584786475","0.427731289717755","0.467821879855195"
"Some worries","2005","indirect migration background","365","0.455418839280327","0.421436136318025","0.489401542242629"
"Some worries","2005","no migration background","8257","0.459543343903402","0.452162196273503","0.466924491533301"
"Big worries","2006","direct migration background","1045","0.439718079435595","0.419739123934675","0.459697034936515"
"Big worries","2006","indirect migration background","326","0.411061054831492","0.377198012994546","0.444924096668438"
"Big worries","2006","no migration background","8004","0.426900434644113","0.419821311400601","0.433979557887626"
"No worries","2006","direct migration background","265","0.110731735540174","0.0981008219420507","0.123362649138297"
"No worries","2006","indirect migration background","114","0.131274590624652","0.108032817235984","0.15451636401332"
"No worries","2006","no migration background","2121","0.114814845132055","0.110252194471098","0.119377495793012"
"Some worries","2006","direct migration background","1061","0.449550185024231","0.429527133290916","0.469573236757546"
"Some worries","2006","indirect migration background","371","0.457664354543856","0.423376107480159","0.491952601607553"
"Some worries","2006","no migration background","8629","0.458284720223832","0.451153655688722","0.465415784758942"
"Big worries","2007","direct migration background","806","0.386617042637629","0.365858256758536","0.407375828516722"
"Big worries","2007","indirect migration background","287","0.356925951038053","0.323368670026518","0.390483232049587"
"Big worries","2007","no migration background","6320","0.368992927806882","0.361861266803645","0.376124588810119"
"No worries","2007","direct migration background","276","0.125306530700056","0.111193821441657","0.139419239958455"
"No worries","2007","indirect migration background","128","0.156230132638336","0.130799239283926","0.181661025992746"
"No worries","2007","no migration background","2516","0.144807062046393","0.139606006635","0.150008117457786"
"Some worries","2007","direct migration background","1032","0.488076426662315","0.46676845649547","0.50938439682916"
"Some worries","2007","indirect migration background","368","0.486843916323612","0.4518343424509","0.521853490196324"
"Some worries","2007","no migration background","8750","0.486200010146726","0.478812993391792","0.493587026901659"
"Big worries","2008","direct migration background","716","0.371353128670197","0.349661929318746","0.393044328021649"
"Big worries","2008","indirect migration background","240","0.308078287456698","0.275488620130461","0.340667954782934"
"Big worries","2008","no migration background","5218","0.324571340802452","0.317465623691123","0.331677057913782"
"No worries","2008","direct migration background","280","0.15182322299806","0.135713097081521","0.167933348914599"
"No worries","2008","indirect migration background","156","0.205083350699722","0.176583216772799","0.233583484626644"
"No worries","2008","no migration background","2721","0.161781796760374","0.15619315260329","0.167370440917459"
"Some worries","2008","direct migration background","910","0.476823648331743","0.454400861482378","0.499246435181108"
"Some worries","2008","indirect migration background","375","0.486838361843581","0.451557402185786","0.522119321501375"
"Some worries","2008","no migration background","8740","0.513646862437173","0.506061588538578","0.521232136335768"
"Big worries","2009","direct migration background","606","0.381545382876864","0.35820551198513","0.404885253768597"
"Big worries","2009","indirect migration background","221","0.277733604956175","0.244789187176922","0.310678022735427"
"Big worries","2009","no migration background","4663","0.308824526743362","0.301594003512935","0.31605504997379"
"No worries","2009","direct migration background","242","0.148922863265003","0.131817331461846","0.16602839506816"
"No worries","2009","indirect migration background","111","0.152388777453862","0.125952898280652","0.178824656627072"
"No worries","2009","no migration background","2581","0.164904067215871","0.159096375673357","0.170711758758386"
"Some worries","2009","direct migration background","816","0.469531753858134","0.44555261347056","0.493510894245707"
"Some worries","2009","indirect migration background","378","0.569877617589963","0.533460485783526","0.6062947493964"
"Some worries","2009","no migration background","8440","0.526271406040766","0.518457118984875","0.534085693096658"
"Big worries","2010","direct migration background","1060","0.365087188828862","0.347521901044248","0.382652476613476"
"Big worries","2010","indirect migration background","381","0.285862253790292","0.259725806854459","0.311998700726125"
"Big worries","2010","no migration background","6032","0.315501024128601","0.309050028330315","0.321952019926888"
"No worries","2010","direct migration background","400","0.138501486428615","0.125899053027159","0.151103919830071"
"No worries","2010","indirect migration background","182","0.199241747061939","0.176136105636316","0.222347388487562"
"No worries","2010","no migration background","3327","0.170258985818755","0.165041440007098","0.175476531630412"
"Some worries","2010","direct migration background","1426","0.496411324742523","0.478169900432852","0.514652749052194"
"Some worries","2010","indirect migration background","585","0.514895999147769","0.485985583616924","0.543806414678614"
"Some worries","2010","no migration background","10576","0.514239990052644","0.50730199838789","0.521177981717397"
"Big worries","2011","direct migration background","732","0.356699321599532","0.335589085343136","0.377809557855928"
"Big worries","2011","indirect migration background","266","0.330332862435356","0.29753542370534","0.363130301165373"
"Big worries","2011","no migration background","5895","0.339032484173855","0.332081966675771","0.345983001671939"
"No worries","2011","direct migration background","262","0.128837682485223","0.11407361776663","0.143601747203816"
"No worries","2011","indirect migration background","126","0.191294674697633","0.163867495947037","0.218721853448229"
"No worries","2011","no migration background","2843","0.158129767428052","0.152772592593606","0.163486942262498"
"Some worries","2011","direct migration background","984","0.514462995915245","0.49243762728577","0.53648836454472"
"Some worries","2011","indirect migration background","398","0.478372462867011","0.443538900893399","0.513206024840622"
"Some worries","2011","no migration background","9081","0.502837748398093","0.495496508153496","0.510178988642691"
"Big worries","2012","direct migration background","722","0.357353774412687","0.335996047778992","0.378711501046382"
"Big worries","2012","indirect migration background","254","0.278513887234152","0.247333948658784","0.30969382580952"
"Big worries","2012","no migration background","5652","0.313611230168698","0.306785803579129","0.320436656758267"
"No worries","2012","direct migration background","272","0.144174228307695","0.128519109996089","0.159829346619301"
"No worries","2012","indirect migration background","179","0.248661955380879","0.218597025024973","0.278726885736785"
"No worries","2012","no migration background","3053","0.175932939947004","0.170331447306528","0.181534432587479"
"Some worries","2012","direct migration background","940","0.498471997279618","0.476188270112336","0.5207557244469"
"Some worries","2012","indirect migration background","361","0.472824157384969","0.43809730516789","0.507551009602048"
"Some worries","2012","no migration background","9045","0.510455829884298","0.503101824594182","0.517809835174414"
"Big worries","2013","direct migration background","556","0.324958692751041","0.302542553607613","0.347374831894469"
"Big worries","2013","indirect migration background","205","0.233042492864731","0.2020324622376","0.264052523491861"
"Big worries","2013","no migration background","4947","0.298915717524565","0.291925644857264","0.305905790191866"
"No worries","2013","direct migration background","263","0.17020950073652","0.152222544099871","0.188196457373169"
"No worries","2013","indirect migration background","147","0.260210589288123","0.22802840454973","0.292392774026517"
"No worries","2013","no migration background","2910","0.180249237416708","0.174379754646908","0.186118720186507"
"Some worries","2013","direct migration background","858","0.504831806512439","0.4809024354195","0.528761177605379"
"Some worries","2013","indirect migration background","362","0.506746917847146","0.470075352631153","0.543418483063138"
"Some worries","2013","no migration background","8619","0.520835045058727","0.513206972379575","0.528463117737879"
"Big worries","2014","direct migration background","2313","0.430353364483263","0.416747297902219","0.443959431064307"
"Big worries","2014","indirect migration background","761","0.387408654904149","0.364821792692094","0.409995517116204"
"Big worries","2014","no migration background","7500","0.364253449100826","0.357616969713622","0.370889928488029"
"No worries","2014","direct migration background","571","0.126096260873698","0.116974049623859","0.135218472123537"
"No worries","2014","indirect migration background","267","0.188481988387134","0.170348981611382","0.206614995162885"
"No worries","2014","no migration background","2835","0.14296733684213","0.138139962166821","0.147794711517439"
"Some worries","2014","direct migration background","2203","0.443550374643039","0.429898206623259","0.457202542662819"
"Some worries","2014","indirect migration background","759","0.424109356708717","0.401195681494119","0.447023031923315"
"Some worries","2014","no migration background","9863","0.492779214057044","0.48588446254597","0.499673965568119"
"Big worries","2015","direct migration background","2102","0.50544399234001","0.490495077268217","0.520392907411804"
"Big worries","2015","indirect migration background","784","0.457672740517126","0.433442187913423","0.481903293120829"
"Big worries","2015","no migration background","9010","0.474045496337758","0.466960816207437","0.481130176468079"
"No worries","2015","direct migration background","413","0.0918694075486549","0.0832331611401771","0.100505653957133"
"No worries","2015","indirect migration background","162","0.104800382758811","0.0899034637405451","0.119697301777078"
"No worries","2015","no migration background","1639","0.083077691475407","0.0791616739668859","0.0869937089839282"
"Some worries","2015","direct migration background","1782","0.402686600111335","0.388022678441777","0.417350521780892"
"Some worries","2015","indirect migration background","678","0.437526876724063","0.413399598383894","0.461654155064232"
"Some worries","2015","no migration background","8433","0.442876812186835","0.435829017665955","0.449924606707715"
"Big worries","2016","direct migration background","2555","0.551606337145403","0.537509130183774","0.565703544107032"
"Big worries","2016","indirect migration background","824","0.465813321275798","0.440907592712369","0.490719049839227"
"Big worries","2016","no migration background","10087","0.561264971717874","0.553992997639002","0.568536945796747"
"No worries","2016","direct migration background","409","0.0814934177767171","0.0737382513595787","0.0892485841938555"
"No worries","2016","indirect migration background","119","0.0984240831535155","0.0835510819968355","0.113297084310196"
"No worries","2016","no migration background","1038","0.0605567375778845","0.0570614435820146","0.0640520315737543"
"Some worries","2016","direct migration background","1817","0.36690024507788","0.353238732295698","0.380561757860061"
"Some worries","2016","indirect migration background","598","0.435762595570686","0.411005329580163","0.46051986156121"
"Some worries","2016","no migration background","6763","0.378178290704241","0.371071910565283","0.3852846708432"
"Big worries","2017","direct migration background","2563","0.55980035058847","0.545506199438031","0.574094501738909"
"Big worries","2017","indirect migration background","968","0.543363625128525","0.51973372624828","0.566993524008769"
"Big worries","2017","no migration background","11649","0.574349161741538","0.567538775120331","0.581159548362746"
"No worries","2017","direct migration background","401","0.0906512160544719","0.0823838150499606","0.0989186170589831"
"No worries","2017","indirect migration background","136","0.0835431006698837","0.0704167909329101","0.0966694104068573"
"No worries","2017","no migration background","1219","0.0602218530733036","0.0569450770783757","0.0634986290682315"
"Some worries","2017","direct migration background","1669","0.349548433357058","0.335818194169029","0.363278672545088"
"Some worries","2017","indirect migration background","603","0.373093274201591","0.350150733804259","0.396035814598924"
"Some worries","2017","no migration background","7380","0.365428985185158","0.358796158698611","0.372061811671705"
"Big worries","2018","direct migration background","1915","0.424262897884086","0.409689364135081","0.438836431633092"
"Big worries","2018","indirect migration background","776","0.446979478969149","0.423414641331065","0.470544316607234"
"Big worries","2018","no migration background","9086","0.468678074739217","0.461687670346165","0.475668479132269"
"No worries","2018","direct migration background","532","0.111963375360918","0.102665394127161","0.121261356594675"
"No worries","2018","indirect migration background","196","0.119435852795252","0.10406500250278","0.134806703087724"
"No worries","2018","no migration background","1682","0.0844455235772277","0.0805504422996511","0.0883406048548043"
"Some worries","2018","direct migration background","1971","0.463773726754996","0.449068817435458","0.478478636074534"
"Some worries","2018","indirect migration background","738","0.433584668235598","0.410096210891739","0.457073125579458"
"Some worries","2018","no migration background","8808","0.446876401683555","0.439911886055259","0.453840917311852"
"Big worries","2019","direct migration background","1884","0.499664471570073","0.483821176353464","0.515507766786681"
"Big worries","2019","indirect migration background","828","0.445365000452585","0.421746212217661","0.468983788687509"
"Big worries","2019","no migration background","10148","0.497185525702624","0.490296301128","0.504074750277247"
"No worries","2019","direct migration background","372","0.0898417702881792","0.0807808312434351","0.0989027093329232"
"No worries","2019","indirect migration background","171","0.115456524333175","0.100269777062527","0.130643271603824"
"No worries","2019","no migration background","1401","0.0731870661726325","0.0695985043697308","0.0767756279755342"
"Some worries","2019","direct migration background","1570","0.410493758141748","0.394906379293123","0.426081136990373"
"Some worries","2019","indirect migration background","702","0.439178475214239","0.415593860035773","0.462763090392706"
"Some worries","2019","no migration background","8685","0.429627408124744","0.422806651837668","0.43644816441182"
