"plh0038","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Some worries","1984","Lower Saxony","no migration background","406","0.398580169797107","0.368429977659529","0.428730361934685"
"Some worries","1984","Lower Saxony","direct migration background","66","0.290636738369913","0.227231581751977","0.354041894987849"
"Some worries","1984","Lower Saxony","indirect migration background","1","","",""
"Some worries","1984","Bremen","no migration background","20","","",""
"Some worries","1984","Bremen","direct migration background","3","","",""
"Some worries","1984","Bremen","indirect migration background","","","",""
"Some worries","1984","North Rhine-Westphalia","no migration background","759","0.331108278164606","0.311697227093247","0.350519329235966"
"Some worries","1984","North Rhine-Westphalia","direct migration background","345","0.378642058452444","0.347451325027614","0.409832791877274"
"Some worries","1984","North Rhine-Westphalia","indirect migration background","13","","",""
"Some worries","1984","Hesse","no migration background","286","0.378837273304059","0.344416956207543","0.413257590400575"
"Some worries","1984","Hesse","direct migration background","158","0.278545496463007","0.238146547579239","0.318944445346774"
"Some worries","1984","Hesse","indirect migration background","2","","",""
"Some worries","1984","Rhineland-Palatinate,Saarland","no migration background","297","0.430111232125367","0.393223624933361","0.466998839317374"
"Some worries","1984","Rhineland-Palatinate,Saarland","direct migration background","55","0.410342454820594","0.332143769236587","0.488541140404601"
"Some worries","1984","Rhineland-Palatinate,Saarland","indirect migration background","2","","",""
"Some worries","1984","Baden-Württemberg","no migration background","546","0.40713982813356","0.38084431595259","0.433435340314531"
"Some worries","1984","Baden-Württemberg","direct migration background","286","0.323499649733173","0.292591167802053","0.354408131664294"
"Some worries","1984","Baden-Württemberg","indirect migration background","8","","",""
"Some worries","1984","Bavaria","no migration background","627","0.39521292773422","0.371279872086638","0.419145983381801"
"Some worries","1984","Bavaria","direct migration background","167","0.354324637560002","0.309983981691512","0.398665293428492"
"Some worries","1984","Bavaria","indirect migration background","8","","",""
"Some worries","1984","Berlin","no migration background","91","0.316564128184393","0.263030235069141","0.370098021299645"
"Some worries","1984","Berlin","direct migration background","39","0.302177779267571","0.218250560636435","0.386104997898706"
"Some worries","1984","Berlin","indirect migration background","1","","",""
"Some worries","1984","Brandenburg","no migration background","","","",""
"Some worries","1984","Brandenburg","direct migration background","","","",""
"Some worries","1984","Brandenburg","indirect migration background","","","",""
"Some worries","1984","Mecklenburg-Western Pomerania","no migration background","","","",""
"Some worries","1984","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Some worries","1984","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Some worries","1984","Saxony","no migration background","","","",""
"Some worries","1984","Saxony","direct migration background","","","",""
"Some worries","1984","Saxony","indirect migration background","","","",""
"Some worries","1984","Saxony-Anhalt","no migration background","","","",""
"Some worries","1984","Saxony-Anhalt","direct migration background","","","",""
"Some worries","1984","Saxony-Anhalt","indirect migration background","","","",""
"Some worries","1984","Thuringia","no migration background","","","",""
"Some worries","1984","Thuringia","direct migration background","","","",""
"Some worries","1984","Thuringia","indirect migration background","","","",""
"No worries","1984","Schleswig-Holstein","no migration background","42","0.125864270003151","0.0906586847562992","0.161069855250002"
"No worries","1984","Schleswig-Holstein","direct migration background","5","","",""
"No worries","1984","Schleswig-Holstein","indirect migration background","","","",""
"No worries","1984","Hamburg","no migration background","23","","",""
"No worries","1984","Hamburg","direct migration background","17","","",""
"No worries","1984","Hamburg","indirect migration background","","","",""
"No worries","1984","Lower Saxony","no migration background","87","0.0924680272145722","0.0746290425725043","0.11030701185664"
"No worries","1984","Lower Saxony","direct migration background","45","0.195370316629414","0.140004425665789","0.250736207593039"
"No worries","1984","Lower Saxony","indirect migration background","","","",""
"No worries","1984","Bremen","no migration background","11","","",""
"No worries","1984","Bremen","direct migration background","5","","",""
"No worries","1984","Bremen","indirect migration background","","","",""
"No worries","1984","North Rhine-Westphalia","no migration background","190","0.0826595358842527","0.0713016401155367","0.0940174316529687"
"No worries","1984","North Rhine-Westphalia","direct migration background","137","0.14218794582982","0.119730120668945","0.164645770990694"
"No worries","1984","North Rhine-Westphalia","indirect migration background","4","","",""
"No worries","1984","Hesse","no migration background","63","0.0876117578724809","0.06755056011305","0.107672955631912"
"No worries","1984","Hesse","direct migration background","73","0.164820637551054","0.131384724081353","0.198256551020754"
"No worries","1984","Hesse","indirect migration background","1","","",""
"No worries","1984","Rhineland-Palatinate,Saarland","no migration background","33","0.0481319737065947","0.0321841932399943","0.064079754173195"
"No worries","1984","Rhineland-Palatinate,Saarland","direct migration background","18","","",""
"No worries","1984","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"No worries","1984","Baden-Württemberg","no migration background","152","0.115107394230804","0.0980257136523295","0.132189074809278"
"No worries","1984","Baden-Württemberg","direct migration background","230","0.214947859368261","0.187807064150462","0.242088654586059"
"No worries","1984","Baden-Württemberg","indirect migration background","7","","",""
"No worries","1984","Bavaria","no migration background","134","0.0866103203802038","0.0728415802716279","0.10037906048878"
"No worries","1984","Bavaria","direct migration background","57","0.103366003735259","0.0751438084145516","0.131588199055965"
"No worries","1984","Bavaria","indirect migration background","2","","",""
"No worries","1984","Berlin","no migration background","23","","",""
"No worries","1984","Berlin","direct migration background","15","","",""
"No worries","1984","Berlin","indirect migration background","","","",""
"No worries","1984","Brandenburg","no migration background","","","",""
"No worries","1984","Brandenburg","direct migration background","","","",""
"No worries","1984","Brandenburg","indirect migration background","","","",""
"No worries","1984","Mecklenburg-Western Pomerania","no migration background","","","",""
"No worries","1984","Mecklenburg-Western Pomerania","direct migration background","","","",""
"No worries","1984","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"No worries","1984","Saxony","no migration background","","","",""
"No worries","1984","Saxony","direct migration background","","","",""
"No worries","1984","Saxony","indirect migration background","","","",""
"No worries","1984","Saxony-Anhalt","no migration background","","","",""
"No worries","1984","Saxony-Anhalt","direct migration background","","","",""
"No worries","1984","Saxony-Anhalt","indirect migration background","","","",""
"No worries","1984","Thuringia","no migration background","","","",""
"No worries","1984","Thuringia","direct migration background","","","",""
"No worries","1984","Thuringia","indirect migration background","","","",""
"Big worries","1985","Schleswig-Holstein","no migration background","135","0.443190632769302","0.387802413344701","0.498578852193904"
"Big worries","1985","Schleswig-Holstein","direct migration background","18","","",""
"Big worries","1985","Schleswig-Holstein","indirect migration background","","","",""
"Big worries","1985","Hamburg","no migration background","103","0.485284145820695","0.41686888533442","0.55369940630697"
"Big worries","1985","Hamburg","direct migration background","47","0.631246551295585","0.518223604682539","0.744269497908631"
"Big worries","1985","Hamburg","indirect migration background","","","",""
"Big worries","1985","Lower Saxony","no migration background","447","0.473532941123546","0.44158025516525","0.505485627081843"
"Big worries","1985","Lower Saxony","direct migration background","66","0.439117791664577","0.359697987769701","0.518537595559453"
"Big worries","1985","Lower Saxony","indirect migration background","5","","",""
"Big worries","1985","Bremen","no migration background","59","0.665596864905949","0.567026228850841","0.764167500961057"
"Big worries","1985","Bremen","direct migration background","21","","",""
"Big worries","1985","Bremen","indirect migration background","","","",""
"Big worries","1985","North Rhine-Westphalia","no migration background","1040","0.502581589207674","0.481176518473442","0.523986659941906"
"Big worries","1985","North Rhine-Westphalia","direct migration background","357","0.440570254388901","0.405885303163538","0.475255205614263"
"Big worries","1985","North Rhine-Westphalia","indirect migration background","21","","",""
"Big worries","1985","Hesse","no migration background","385","0.539409381460203","0.502484776075189","0.576333986845216"
"Big worries","1985","Hesse","direct migration background","203","0.482616813971472","0.434827496781251","0.530406131161694"
"Big worries","1985","Hesse","indirect migration background","3","","",""
"Big worries","1985","Rhineland-Palatinate,Saarland","no migration background","291","0.480674591775368","0.441567124617639","0.519782058933096"
"Big worries","1985","Rhineland-Palatinate,Saarland","direct migration background","70","0.500949011486796","0.413989828126928","0.587908194846664"
"Big worries","1985","Rhineland-Palatinate,Saarland","indirect migration background","7","","",""
"Big worries","1985","Baden-Württemberg","no migration background","546","0.443690387133325","0.415789196341479","0.47159157792517"
"Big worries","1985","Baden-Württemberg","direct migration background","341","0.472397095045317","0.437584071520567","0.507210118570067"
"Big worries","1985","Baden-Württemberg","indirect migration background","14","","",""
"Big worries","1985","Bavaria","no migration background","729","0.493529635476523","0.467989227911915","0.519070043041131"
"Big worries","1985","Bavaria","direct migration background","208","0.589499974726906","0.540298177328087","0.638701772125725"
"Big worries","1985","Bavaria","indirect migration background","17","","",""
"Big worries","1985","Berlin","no migration background","137","0.513696540592724","0.453175770520834","0.574217310664614"
"Big worries","1985","Berlin","direct migration background","53","0.551519358135164","0.455003153301596","0.648035562968731"
"Big worries","1985","Berlin","indirect migration background","2","","",""
"Big worries","1985","Brandenburg","no migration background","","","",""
"Big worries","1985","Brandenburg","direct migration background","","","",""
"Big worries","1985","Brandenburg","indirect migration background","","","",""
"Big worries","1985","Mecklenburg-Western Pomerania","no migration background","","","",""
"Big worries","1985","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Big worries","1985","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Big worries","1985","Saxony","no migration background","","","",""
"Big worries","1985","Saxony","direct migration background","","","",""
"Big worries","1985","Saxony","indirect migration background","","","",""
"Big worries","1985","Saxony-Anhalt","no migration background","","","",""
"Big worries","1985","Saxony-Anhalt","direct migration background","","","",""
"Big worries","1985","Saxony-Anhalt","indirect migration background","","","",""
"Big worries","1985","Thuringia","no migration background","","","",""
"Big worries","1985","Thuringia","direct migration background","","","",""
"Big worries","1985","Thuringia","indirect migration background","","","",""
"Some worries","1985","Schleswig-Holstein","no migration background","138","0.446102947424764","0.390678557074653","0.501527337774876"
"Some worries","1985","Schleswig-Holstein","direct migration background","13","","",""
"Some worries","1985","Schleswig-Holstein","indirect migration background","","","",""
"Some worries","1985","Hamburg","no migration background","79","0.382050384163377","0.315537157886781","0.448563610439974"
"Some worries","1985","Hamburg","direct migration background","18","","",""
"Some worries","1985","Hamburg","indirect migration background","2","","",""
"Some worries","1985","Lower Saxony","no migration background","402","0.426541577542958","0.394891241526352","0.458191913559565"
"Some worries","1985","Lower Saxony","direct migration background","55","0.385779692690861","0.307880271933005","0.463679113448718"
"Some worries","1985","Lower Saxony","indirect migration background","3","","",""
"Some worries","1985","Bremen","no migration background","20","","",""
"Some worries","1985","Bremen","direct migration background","5","","",""
"Some worries","1985","Bremen","indirect migration background","","","",""
"Some worries","1985","North Rhine-Westphalia","no migration background","839","0.394466925804199","0.373543794318642","0.415390057289755"
"Some worries","1985","North Rhine-Westphalia","direct migration background","303","0.419271450410588","0.384797189920196","0.453745710900979"
"Some worries","1985","North Rhine-Westphalia","indirect migration background","15","","",""
"Some worries","1985","Hesse","no migration background","254","0.365038945074027","0.329373946106803","0.400703944041251"
"Some worries","1985","Hesse","direct migration background","142","0.323049983443551","0.278326398436013","0.367773568451089"
"Some worries","1985","Hesse","indirect migration background","6","","",""
"Some worries","1985","Rhineland-Palatinate,Saarland","no migration background","284","0.437702833705965","0.398871085120428","0.476534582291502"
"Some worries","1985","Rhineland-Palatinate,Saarland","direct migration background","42","0.410422975342702","0.324870547567164","0.495975403118241"
"Some worries","1985","Rhineland-Palatinate,Saarland","indirect migration background","2","","",""
"Some worries","1985","Baden-Württemberg","no migration background","524","0.43141577156338","0.403601361040974","0.459230182085786"
"Some worries","1985","Baden-Württemberg","direct migration background","290","0.353994328065948","0.320647781614552","0.387340874517344"
"Some worries","1985","Baden-Württemberg","indirect migration background","8","","",""
"Some worries","1985","Bavaria","no migration background","614","0.418506407584076","0.393305411397833","0.443707403770319"
"Some worries","1985","Bavaria","direct migration background","130","0.324823065833388","0.277983300779682","0.371662830887094"
"Some worries","1985","Bavaria","indirect migration background","12","","",""
"Some worries","1985","Berlin","no migration background","96","0.370517430393405","0.312039280844025","0.428995579942785"
"Some worries","1985","Berlin","direct migration background","41","0.390716783962679","0.296030156911477","0.485403411013882"
"Some worries","1985","Berlin","indirect migration background","2","","",""
"Some worries","1985","Brandenburg","no migration background","","","",""
"Some worries","1985","Brandenburg","direct migration background","","","",""
"Some worries","1985","Brandenburg","indirect migration background","","","",""
"Some worries","1985","Mecklenburg-Western Pomerania","no migration background","","","",""
"Some worries","1985","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Some worries","1985","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Some worries","1985","Saxony","no migration background","","","",""
"Some worries","1985","Saxony","direct migration background","","","",""
"Some worries","1985","Saxony","indirect migration background","","","",""
"Some worries","1985","Saxony-Anhalt","no migration background","","","",""
"Some worries","1985","Saxony-Anhalt","direct migration background","","","",""
"Some worries","1985","Saxony-Anhalt","indirect migration background","","","",""
"Some worries","1985","Thuringia","no migration background","","","",""
"Some worries","1985","Thuringia","direct migration background","","","",""
"Some worries","1985","Thuringia","indirect migration background","","","",""
"No worries","1985","Schleswig-Holstein","no migration background","36","0.110706419805933","0.075721745677779","0.145691093934088"
"No worries","1985","Schleswig-Holstein","direct migration background","6","","",""
"No worries","1985","Schleswig-Holstein","indirect migration background","1","","",""
"No worries","1985","Hamburg","no migration background","23","","",""
"No worries","1985","Hamburg","direct migration background","5","","",""
"No worries","1985","Hamburg","indirect migration background","","","",""
"No worries","1985","Lower Saxony","no migration background","89","0.0999254813334952","0.0807333136374295","0.119117649029561"
"No worries","1985","Lower Saxony","direct migration background","29","","",""
"No worries","1985","Lower Saxony","indirect migration background","","","",""
"No worries","1985","Bremen","no migration background","9","","",""
"No worries","1985","Bremen","direct migration background","","","",""
"No worries","1985","Bremen","indirect migration background","","","",""
"No worries","1985","North Rhine-Westphalia","no migration background","217","0.102951484988128","0.0899415021003541","0.115961467875901"
"No worries","1985","North Rhine-Westphalia","direct migration background","127","0.140158295200512","0.115904518156977","0.164412072244047"
"No worries","1985","North Rhine-Westphalia","indirect migration background","8","","",""
"No worries","1985","Hesse","no migration background","61","0.0955516734657701","0.0737740693073786","0.117329277624162"
"No worries","1985","Hesse","direct migration background","75","0.194333202584977","0.15649115017793","0.232175254992024"
"No worries","1985","Hesse","indirect migration background","2","","",""
"No worries","1985","Rhineland-Palatinate,Saarland","no migration background","52","0.0816225745186676","0.0601921849896081","0.103052964047727"
"No worries","1985","Rhineland-Palatinate,Saarland","direct migration background","15","","",""
"No worries","1985","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"No worries","1985","Baden-Württemberg","no migration background","148","0.124893841303296","0.106327542800733","0.143460139805858"
"No worries","1985","Baden-Württemberg","direct migration background","159","0.173608576888735","0.147195862543635","0.200021291233835"
"No worries","1985","Baden-Württemberg","indirect migration background","11","","",""
"No worries","1985","Bavaria","no migration background","129","0.0879639569394013","0.0734944888783778","0.102433425000425"
"No worries","1985","Bavaria","direct migration background","46","0.0856769594397064","0.0576829997051753","0.113670919174238"
"No worries","1985","Bavaria","indirect migration background","2","","",""
"No worries","1985","Berlin","no migration background","29","","",""
"No worries","1985","Berlin","direct migration background","8","","",""
"No worries","1985","Berlin","indirect migration background","","","",""
"No worries","1985","Brandenburg","no migration background","","","",""
"No worries","1985","Brandenburg","direct migration background","","","",""
"No worries","1985","Brandenburg","indirect migration background","","","",""
"No worries","1985","Mecklenburg-Western Pomerania","no migration background","","","",""
"No worries","1985","Mecklenburg-Western Pomerania","direct migration background","","","",""
"No worries","1985","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"No worries","1985","Saxony","no migration background","","","",""
"No worries","1985","Saxony","direct migration background","","","",""
"No worries","1985","Saxony","indirect migration background","","","",""
"No worries","1985","Saxony-Anhalt","no migration background","","","",""
"No worries","1985","Saxony-Anhalt","direct migration background","","","",""
"No worries","1985","Saxony-Anhalt","indirect migration background","","","",""
"No worries","1985","Thuringia","no migration background","","","",""
"No worries","1985","Thuringia","direct migration background","","","",""
"No worries","1985","Thuringia","indirect migration background","","","",""
"Big worries","1986","Schleswig-Holstein","no migration background","104","0.392902667416947","0.335899998811587","0.449905336022306"
"Big worries","1986","Schleswig-Holstein","direct migration background","11","","",""
"Big worries","1986","Schleswig-Holstein","indirect migration background","1","","",""
"Big worries","1986","Hamburg","no migration background","84","0.468052597252405","0.395954989353033","0.540150205151776"
"Big worries","1986","Hamburg","direct migration background","41","0.513516681769503","0.396429237767075","0.630604125771932"
"Big worries","1986","Hamburg","indirect migration background","1","","",""
"Big worries","1986","Lower Saxony","no migration background","407","0.441479653410401","0.409444848287391","0.473514458533412"
"Big worries","1986","Lower Saxony","direct migration background","85","0.412754555508311","0.338963146737038","0.486545964279583"
"Big worries","1986","Lower Saxony","indirect migration background","3","","",""
"Big worries","1986","Bremen","no migration background","44","0.5355625149397","0.428267940068503","0.642857089810898"
"Big worries","1986","Bremen","direct migration background","21","","",""
"Big worries","1986","Bremen","indirect migration background","","","",""
"Big worries","1986","North Rhine-Westphalia","no migration background","955","0.468582734832991","0.446859115294114","0.490306354371869"
"Big worries","1986","North Rhine-Westphalia","direct migration background","329","0.415895408820435","0.381037217115645","0.450753600525225"
"Big worries","1986","North Rhine-Westphalia","indirect migration background","27","","",""
"Big worries","1986","Hesse","no migration background","315","0.464777525724527","0.426697685786777","0.502857365662277"
"Big worries","1986","Hesse","direct migration background","174","0.405859500209023","0.356486589698661","0.455232410719385"
"Big worries","1986","Hesse","indirect migration background","5","","",""
"Big worries","1986","Rhineland-Palatinate,Saarland","no migration background","294","0.473621618279527","0.434632573317276","0.512610663241778"
"Big worries","1986","Rhineland-Palatinate,Saarland","direct migration background","55","0.374053580246914","0.290227609007637","0.45787955148619"
"Big worries","1986","Rhineland-Palatinate,Saarland","indirect migration background","5","","",""
"Big worries","1986","Baden-Württemberg","no migration background","503","0.42898079086517","0.400717695255639","0.457243886474702"
"Big worries","1986","Baden-Württemberg","direct migration background","326","0.441876442696642","0.40684524045427","0.476907644939013"
"Big worries","1986","Baden-Württemberg","indirect migration background","22","","",""
"Big worries","1986","Bavaria","no migration background","625","0.458417480182455","0.431897014218676","0.484937946146234"
"Big worries","1986","Bavaria","direct migration background","169","0.453941496642294","0.403004352889026","0.504878640395561"
"Big worries","1986","Bavaria","indirect migration background","18","","",""
"Big worries","1986","Berlin","no migration background","118","0.46734338586869","0.404740422669133","0.529946349068246"
"Big worries","1986","Berlin","direct migration background","53","0.442791891987184","0.347783496211695","0.537800287762673"
"Big worries","1986","Berlin","indirect migration background","2","","",""
"Big worries","1986","Brandenburg","no migration background","","","",""
"Big worries","1986","Brandenburg","direct migration background","","","",""
"Big worries","1986","Brandenburg","indirect migration background","","","",""
"Big worries","1986","Mecklenburg-Western Pomerania","no migration background","","","",""
"Big worries","1986","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Big worries","1986","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Big worries","1986","Saxony","no migration background","","","",""
"Big worries","1986","Saxony","direct migration background","","","",""
"Big worries","1986","Saxony","indirect migration background","","","",""
"Big worries","1986","Saxony-Anhalt","no migration background","","","",""
"Big worries","1986","Saxony-Anhalt","direct migration background","","","",""
"Big worries","1986","Saxony-Anhalt","indirect migration background","","","",""
"Big worries","1986","Thuringia","no migration background","","","",""
"Big worries","1986","Thuringia","direct migration background","","","",""
"Big worries","1986","Thuringia","indirect migration background","","","",""
"Some worries","1986","Schleswig-Holstein","no migration background","135","0.453157254204907","0.395056839426125","0.511257668983689"
"Some worries","1986","Schleswig-Holstein","direct migration background","23","","",""
"Some worries","1986","Schleswig-Holstein","indirect migration background","","","",""
"Some worries","1986","Hamburg","no migration background","74","0.396221103065617","0.325549174051576","0.466893032079659"
"Some worries","1986","Hamburg","direct migration background","21","","",""
"Some worries","1986","Hamburg","indirect migration background","1","","",""
"Some worries","1986","Lower Saxony","no migration background","402","0.437036288646234","0.405036567720034","0.469036009572434"
"Some worries","1986","Lower Saxony","direct migration background","48","0.403869666588017","0.330326679727271","0.477412653448764"
"Some worries","1986","Lower Saxony","indirect migration background","5","","",""
"Some worries","1986","Bremen","no migration background","26","","",""
"Some worries","1986","Bremen","direct migration background","3","","",""
"Some worries","1986","Bremen","indirect migration background","","","",""
"Some worries","1986","North Rhine-Westphalia","no migration background","868","0.432475118845227","0.410907895628202","0.454042342062252"
"Some worries","1986","North Rhine-Westphalia","direct migration background","316","0.443281920243535","0.40814811795751","0.478415722529559"
"Some worries","1986","North Rhine-Westphalia","indirect migration background","13","","",""
"Some worries","1986","Hesse","no migration background","265","0.41034933684214","0.372793309434185","0.447905364250096"
"Some worries","1986","Hesse","direct migration background","166","0.426542002781045","0.376815490308496","0.476268515253595"
"Some worries","1986","Hesse","indirect migration background","4","","",""
"Some worries","1986","Rhineland-Palatinate,Saarland","no migration background","292","0.459485395974888","0.42057036424902","0.498400427700756"
"Some worries","1986","Rhineland-Palatinate,Saarland","direct migration background","55","0.47042378600823","0.383956470122053","0.556891101894408"
"Some worries","1986","Rhineland-Palatinate,Saarland","indirect migration background","4","","",""
"Some worries","1986","Baden-Württemberg","no migration background","470","0.390644602446097","0.362783282277431","0.418505922614763"
"Some worries","1986","Baden-Württemberg","direct migration background","279","0.389416363055672","0.355019477632224","0.42381324847912"
"Some worries","1986","Baden-Württemberg","indirect migration background","12","","",""
"Some worries","1986","Bavaria","no migration background","589","0.43143507306608","0.405073822870643","0.457796323261516"
"Some worries","1986","Bavaria","direct migration background","151","0.420303031515575","0.36980239701282","0.47080366601833"
"Some worries","1986","Bavaria","indirect migration background","10","","",""
"Some worries","1986","Berlin","no migration background","103","0.443983327211719","0.381641372418771","0.506325282004668"
"Some worries","1986","Berlin","direct migration background","42","0.453060723052988","0.35784663669047","0.548274809415507"
"Some worries","1986","Berlin","indirect migration background","1","","",""
"Some worries","1986","Brandenburg","no migration background","","","",""
"Some worries","1986","Brandenburg","direct migration background","","","",""
"Some worries","1986","Brandenburg","indirect migration background","","","",""
"Some worries","1986","Mecklenburg-Western Pomerania","no migration background","","","",""
"Some worries","1986","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Some worries","1986","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Some worries","1986","Saxony","no migration background","","","",""
"Some worries","1986","Saxony","direct migration background","","","",""
"Some worries","1986","Saxony","indirect migration background","","","",""
"Some worries","1986","Saxony-Anhalt","no migration background","","","",""
"Some worries","1986","Saxony-Anhalt","direct migration background","","","",""
"Some worries","1986","Saxony-Anhalt","indirect migration background","","","",""
"Some worries","1986","Thuringia","no migration background","","","",""
"Some worries","1986","Thuringia","direct migration background","","","",""
"Some worries","1986","Thuringia","indirect migration background","","","",""
"No worries","1986","Schleswig-Holstein","no migration background","43","0.153940078378147","0.111818954561544","0.196061202194749"
"No worries","1986","Schleswig-Holstein","direct migration background","4","","",""
"No worries","1986","Schleswig-Holstein","indirect migration background","","","",""
"No worries","1986","Hamburg","no migration background","26","","",""
"No worries","1986","Hamburg","direct migration background","8","","",""
"No worries","1986","Hamburg","indirect migration background","","","",""
"No worries","1986","Lower Saxony","no migration background","114","0.121484057943365","0.100408372451019","0.14255974343571"
"No worries","1986","Lower Saxony","direct migration background","38","0.183375777903672","0.125375222920475","0.24137633288687"
"No worries","1986","Lower Saxony","indirect migration background","2","","",""
"No worries","1986","Bremen","no migration background","13","","",""
"No worries","1986","Bremen","direct migration background","","","",""
"No worries","1986","Bremen","indirect migration background","","","",""
"No worries","1986","North Rhine-Westphalia","no migration background","204","0.0989421463217817","0.0859437965728858","0.111940496070678"
"No worries","1986","North Rhine-Westphalia","direct migration background","123","0.140822670936031","0.116222100702721","0.16542324116934"
"No worries","1986","North Rhine-Westphalia","indirect migration background","6","","",""
"No worries","1986","Hesse","no migration background","79","0.124873137433332","0.0996339480170924","0.150112326849573"
"No worries","1986","Hesse","direct migration background","40","0.167598497009931","0.130044360519088","0.205152633500775"
"No worries","1986","Hesse","indirect migration background","1","","",""
"No worries","1986","Rhineland-Palatinate,Saarland","no migration background","44","0.0668929857455848","0.0473840385238865","0.0864019329672831"
"No worries","1986","Rhineland-Palatinate,Saarland","direct migration background","18","","",""
"No worries","1986","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
