"plh0038","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"Some worries","1986","Employed","Full Time","2056","0.443944996783583","0.429924354767117","0.457965638800048","2"
"Some worries","1986","Employed","Not Working","","","","","2"
"Some worries","1986","Not Employed","Not Working","1572","0.410784703084111","0.395360066108523","0.426209340059699","2"
"Some worries","1986","Not Employed","Full Time","","","","","2"
"Some worries","1986","Not Employed","Part Time","","","","","2"
"Some worries","1986","Employed","Part Time","750","0.412424574004081","0.389764920310463","0.4350842276977","2"
"Big worries","1987","Not Employed","Full Time","","","","","1"
"Big worries","1987","Not Employed","Part Time","","","","","1"
"Big worries","1987","Not Employed","Not Working","1760","0.494992885862979","0.478971412074565","0.511014359651392","1"
"Big worries","1987","Employed","Full Time","2003","0.42105560713232","0.407171834609139","0.434939379655501","1"
"Big worries","1987","Employed","Part Time","847","0.48555718445234","0.462449161090967","0.508665207813712","1"
"Big worries","1987","Employed","Not Working","","","","","1"
"No worries","1987","Not Employed","Not Working","459","0.115572827954216","0.105327800054607","0.125817855853825","3"
"No worries","1987","Not Employed","Part Time","","","","","3"
"No worries","1987","Employed","Full Time","648","0.119755168265869","0.110625222234442","0.128885114297296","3"
"No worries","1987","Employed","Not Working","","","","","3"
"No worries","1987","Not Employed","Full Time","","","","","3"
"No worries","1987","Employed","Part Time","181","0.0870598401130704","0.0740250470427954","0.100094633183345","3"
"Some worries","1987","Employed","Full Time","2207","0.459189224601811","0.445176007578458","0.473202441625164","2"
"Some worries","1987","Not Employed","Not Working","1522","0.389434286182806","0.373808656209216","0.405059916156395","2"
"Some worries","1987","Employed","Not Working","","","","","2"
"Some worries","1987","Not Employed","Full Time","","","","","2"
"Some worries","1987","Not Employed","Part Time","","","","","2"
"Some worries","1987","Employed","Part Time","769","0.42738297543459","0.404510414693826","0.450255536175353","2"
"Big worries","1988","Not Employed","Full Time","","","","","1"
"Big worries","1988","Not Employed","Part Time","","","","","1"
"Big worries","1988","Not Employed","Not Working","1548","0.448715839449905","0.432306325432999","0.465125353466811","1"
"Big worries","1988","Employed","Full Time","1670","0.355480461054306","0.341608881333202","0.36935204077541","1"
"Big worries","1988","Employed","Part Time","783","0.43292090767585","0.41018240977271","0.45565940557899","1"
"Big worries","1988","Employed","Not Working","","","","","1"
"No worries","1988","Not Employed","Not Working","449","0.124577190374009","0.11368160778837","0.135472772959647","3"
"No worries","1988","Not Employed","Full Time","","","","","3"
"No worries","1988","Not Employed","Part Time","","","","","3"
"No worries","1988","Employed","Not Working","","","","","3"
"No worries","1988","Employed","Full Time","619","0.133094429896112","0.123250560393636","0.142938299398588","3"
"No worries","1988","Employed","Part Time","211","0.113071729344036","0.0985386735682712","0.127604785119801","3"
"Some worries","1988","Employed","Full Time","2285","0.511425109049583","0.496938838031606","0.525911380067559","2"
"Some worries","1988","Not Employed","Not Working","1532","0.426706970176086","0.410388649581565","0.443025290770608","2"
"Some worries","1988","Employed","Not Working","","","","","2"
"Some worries","1988","Not Employed","Full Time","","","","","2"
"Some worries","1988","Not Employed","Part Time","","","","","2"
"Some worries","1988","Employed","Part Time","830","0.454007362980114","0.431158714556105","0.476856011404124","2"
"Big worries","1989","Not Employed","Full Time","","","","","1"
"Big worries","1989","Not Employed","Part Time","","","","","1"
"Big worries","1989","Not Employed","Not Working","1244","0.371704659050535","0.355422430902588","0.387986887198481","1"
"Big worries","1989","Employed","Full Time","1417","0.301409179613202","0.288027435515519","0.314790923710886","1"
"Big worries","1989","Employed","Part Time","627","0.364423857061848","0.34152602511692","0.387321689006776","1"
"Big worries","1989","Employed","Not Working","","","","","1"
"No worries","1989","Not Employed","Not Working","606","0.171369843785224","0.158673447144757","0.184066240425691","3"
"No worries","1989","Employed","Not Working","","","","","3"
"No worries","1989","Not Employed","Full Time","","","","","3"
"No worries","1989","Not Employed","Part Time","","","","","3"
"No worries","1989","Employed","Full Time","874","0.200393988447859","0.188720425874642","0.212067551021077","3"
"No worries","1989","Employed","Part Time","284","0.162889309325085","0.145320395811994","0.180458222838175","3"
"Some worries","1989","Not Employed","Not Working","1534","0.456925497164241","0.440141889570999","0.473709104757484","2"
"Some worries","1989","Employed","Full Time","2226","0.498196831938938","0.483615734038462","0.512777929839415","2"
"Some worries","1989","Employed","Not Working","","","","","2"
"Some worries","1989","Not Employed","Full Time","","","","","2"
"Some worries","1989","Not Employed","Part Time","","","","","2"
"Some worries","1989","Employed","Part Time","786","0.472686833613067","0.448933299718526","0.496440367507608","2"
"Big worries","1990","Not Employed","Full Time","","","","","1"
"Big worries","1990","Not Employed","Part Time","","","","","1"
"Big worries","1990","Not Employed","Not Working","970","0.289917905652238","0.274437479172052","0.305398332132423","1"
"Big worries","1990","Employed","Full Time","1076","0.223486974129779","0.211190558847139","0.235783389412419","1"
"Big worries","1990","Employed","Part Time","491","0.277220537403647","0.256010634093434","0.298430440713859","1"
"Big worries","1990","Employed","Not Working","","","","","1"
"No worries","1990","Not Employed","Not Working","823","0.253180791082952","0.238344879470153","0.268016702695752","3"
"No worries","1990","Employed","Not Working","","","","","3"
"No worries","1990","Not Employed","Full Time","","","","","3"
"No worries","1990","Not Employed","Part Time","","","","","3"
"No worries","1990","Employed","Full Time","1170","0.278555350972925","0.265323052066053","0.291787649879797","3"
"No worries","1990","Employed","Part Time","405","0.246564237635187","0.226141627620183","0.266986847650191","3"
"Some worries","1990","Not Employed","Not Working","1507","0.45690130326481","0.43990549982198","0.473897106707639","2"
"Some worries","1990","Employed","Full Time","2163","0.497957674897296","0.48319910002226","0.512716249772331","2"
"Some worries","1990","Employed","Not Working","","","","","2"
"Some worries","1990","Not Employed","Full Time","","","","","2"
"Some worries","1990","Not Employed","Part Time","","","","","2"
"Some worries","1990","Employed","Part Time","815","0.476215224961166","0.45255051644499","0.499879933477342","2"
"Big worries","1991","Not Employed","Part Time","","","","","1"
"Big worries","1991","Not Employed","Not Working","1489","0.471975853882567","0.454765127632934","0.489186580132201","1"
"Big worries","1991","Employed","Full Time","1694","0.379428354427897","0.365090551453792","0.393766157402002","1"
"Big worries","1991","Employed","Part Time","782","0.429147300900781","0.40600388646895","0.452290715332613","1"
"Big worries","1991","Employed","Not Working","","","","","1"
"Big worries","1991","Not Employed","Full Time","","","","","1"
"No worries","1991","Not Employed","Not Working","363","0.102089526753521","0.0916514730039496","0.112527580503091","3"
"No worries","1991","Employed","Not Working","","","","","3"
"No worries","1991","Not Employed","Full Time","","","","","3"
"No worries","1991","Not Employed","Part Time","","","","","3"
"No worries","1991","Employed","Full Time","600","0.137628588617408","0.127449163399106","0.14780801383571","3"
"No worries","1991","Employed","Part Time","197","0.0970557647732595","0.0832136214037471","0.110897908142772","3"
"Some worries","1991","Employed","Full Time","2106","0.482943056954695","0.468177871598826","0.497708242310565","2"
"Some worries","1991","Not Employed","Not Working","1380","0.425934619363912","0.408886967662555","0.442982271065269","2"
"Some worries","1991","Employed","Not Working","","","","","2"
"Some worries","1991","Not Employed","Part Time","","","","","2"
"Some worries","1991","Employed","Part Time","778","0.473796934325959","0.450449722672273","0.497144145979645","2"
"Some worries","1991","Not Employed","Full Time","","","","","2"
"Big worries","1992","Not Employed","Part Time","","","","","1"
"Big worries","1992","Not Employed","Not Working","1964","0.455898449111881","0.440898305293849","0.470898592929912","1"
"Big worries","1992","Employed","Full Time","2694","0.37549336413984","0.363781278352529","0.387205449927151","1"
"Big worries","1992","Employed","Part Time","1148","0.440136496016046","0.420662253668091","0.459610738364002","1"
"Big worries","1992","Employed","Not Working","","","","","1"
"Big worries","1992","Not Employed","Full Time","","","","","1"
"No worries","1992","Not Employed","Not Working","481","0.114680893727816","0.105084306027127","0.124277481428505","3"
"No worries","1992","Employed","Not Working","","","","","3"
"No worries","1992","Not Employed","Full Time","","","","","3"
"No worries","1992","Not Employed","Part Time","","","","","3"
"No worries","1992","Employed","Full Time","816","0.134611604030553","0.126356712590118","0.142866495470989","3"
"No worries","1992","Employed","Part Time","266","0.108675555809815","0.0964657250556612","0.120885386563968","3"
"Some worries","1992","Not Employed","Not Working","1790","0.429420657160304","0.414512606083329","0.444328708237278","2"
"Some worries","1992","Employed","Full Time","3057","0.489895031829607","0.477804486847782","0.501985576811431","2"
"Some worries","1992","Employed","Not Working","","","","","2"
"Some worries","1992","Not Employed","Part Time","","","","","2"
"Some worries","1992","Employed","Part Time","1082","0.451187948174139","0.431666305204849","0.470709591143428","2"
"Some worries","1992","Not Employed","Full Time","","","","","2"
"Big worries","1993","Not Employed","Part Time","","","","","1"
"Big worries","1993","Not Employed","Not Working","2328","0.51747438807044","0.502729721568172","0.532219054572709","1"
"Big worries","1993","Employed","Full Time","2821","0.424155007982555","0.411878958523396","0.436431057441714","1"
"Big worries","1993","Employed","Part Time","1206","0.46777877356725","0.448037409263398","0.487520137871103","1"
"Big worries","1993","Employed","Not Working","","","","","1"
"Big worries","1993","Not Employed","Full Time","","","","","1"
"No worries","1993","Not Employed","Part Time","","","","","3"
"No worries","1993","Not Employed","Not Working","367","0.0856514515418264","0.0773938562764082","0.0939090468072446","3"
"No worries","1993","Employed","Not Working","","","","","3"
"No worries","1993","Not Employed","Full Time","","","","","3"
"No worries","1993","Employed","Full Time","586","0.105711261312539","0.0980739052010692","0.113348617424008","3"
"No worries","1993","Employed","Part Time","184","0.0768779581368252","0.066337941598526","0.0874179746751244","3"
"Some worries","1993","Employed","Full Time","2819","0.470133730704906","0.457736137684976","0.482531323724836","2"
"Some worries","1993","Not Employed","Not Working","1717","0.396874160387733","0.382437700160536","0.411310620614931","2"
"Some worries","1993","Employed","Not Working","","","","","2"
"Some worries","1993","Not Employed","Part Time","","","","","2"
"Some worries","1993","Not Employed","Full Time","","","","","2"
"Some worries","1993","Employed","Part Time","1064","0.455343268295924","0.435639843986837","0.475046692605011","2"
"Big worries","1994","Not Employed","Part Time","","","","","1"
"Big worries","1994","Not Employed","Not Working","2309","0.505603189141577","0.491083857240524","0.52012252104263","1"
"Big worries","1994","Employed","Full Time","2568","0.408148320855178","0.395668358058748","0.420628283651607","1"
"Big worries","1994","Employed","Part Time","1143","0.460184243886944","0.440075694584835","0.480292793189052","1"
"Big worries","1994","Employed","Not Working","","","","","1"
"Big worries","1994","Not Employed","Full Time","","","","","1"
"No worries","1994","Not Employed","Part Time","","","","","3"
"No worries","1994","Not Employed","Full Time","","","","","3"
"No worries","1994","Not Employed","Not Working","370","0.0864415129978094","0.0782807031514267","0.0946023228441921","3"
"No worries","1994","Employed","Not Working","","","","","3"
"No worries","1994","Employed","Full Time","617","0.107250461534792","0.0993933622033607","0.115107560866224","3"
"No worries","1994","Employed","Part Time","181","0.0830919804972365","0.0719558443879068","0.0942281166065662","3"
"Some worries","1994","Not Employed","Not Working","1876","0.407955297860614","0.393683212363608","0.42222738335762","2"
"Some worries","1994","Employed","Full Time","2773","0.48460121761003","0.471911212815121","0.49729122240494","2"
"Some worries","1994","Employed","Not Working","","","","","2"
"Some worries","1994","Not Employed","Part Time","","","","","2"
"Some worries","1994","Not Employed","Full Time","","","","","2"
"Some worries","1994","Employed","Part Time","1036","0.45672377561582","0.43662686739046","0.47682068384118","2"
"Big worries","1995","Not Employed","Part Time","","","","","1"
"Big worries","1995","Not Employed","Not Working","2482","0.506957949488235","0.492796784933873","0.521119114042597","1"
"Big worries","1995","Employed","Full Time","2562","0.407670181461605","0.395099312140455","0.420241050782754","1"
"Big worries","1995","Employed","Part Time","1260","0.473242618511158","0.453999251175617","0.492485985846698","1"
"Big worries","1995","Employed","Not Working","","","","","1"
"Big worries","1995","Not Employed","Full Time","","","","","1"
"No worries","1995","Not Employed","Part Time","","","","","3"
"No worries","1995","Employed","Not Working","","","","","3"
"No worries","1995","Not Employed","Full Time","","","","","3"
"No worries","1995","Not Employed","Not Working","411","0.0873903867756953","0.0793912085996749","0.0953895649517157","3"
"No worries","1995","Employed","Full Time","611","0.116828856854296","0.108611606113375","0.125046107595218","3"
"No worries","1995","Employed","Part Time","230","0.0943384479697633","0.0830726707243345","0.105604225215192","3"
"Some worries","1995","Not Employed","Not Working","1895","0.40565166373607","0.391743551824071","0.419559775648068","2"
"Some worries","1995","Not Employed","Part Time","","","","","2"
"Some worries","1995","Employed","Full Time","2697","0.475500961684099","0.462725485746198","0.488276437622","2"
"Some worries","1995","Employed","Not Working","","","","","2"
"Some worries","1995","Not Employed","Full Time","","","","","2"
"Some worries","1995","Employed","Part Time","1096","0.432418933519079","0.413324792255169","0.451513074782989","2"
"Big worries","1996","Not Employed","Part Time","","","","","1"
"Big worries","1996","Not Employed","Not Working","2114","0.44900944251529","0.43470706281595","0.463311822214631","1"
"Big worries","1996","Employed","Full Time","2060","0.327576085011108","0.315436770416255","0.339715399605962","1"
"Big worries","1996","Employed","Part Time","1088","0.387486296186712","0.369048679450546","0.405923912922878","1"
"Big worries","1996","Employed","Not Working","","","","","1"
"Big worries","1996","Not Employed","Full Time","","","","","1"
"No worries","1996","Not Employed","Part Time","","","","","3"
"No worries","1996","Employed","Not Working","","","","","3"
"No worries","1996","Not Employed","Full Time","","","","","3"
"No worries","1996","Not Employed","Not Working","497","0.111406623401818","0.102359395510712","0.120453851292924","3"
"No worries","1996","Employed","Full Time","825","0.158436895149491","0.148992198749413","0.167881591549568","3"
"No worries","1996","Employed","Part Time","302","0.108750894052894","0.0969684692727298","0.120533318833059","3"
"Some worries","1996","Not Employed","Not Working","2035","0.439583934082892","0.42531193915963","0.453855929006154","2"
"Some worries","1996","Not Employed","Part Time","","","","","2"
"Some worries","1996","Employed","Full Time","2857","0.513987019839401","0.50105946148441","0.526914578194391","2"
"Some worries","1996","Employed","Not Working","","","","","2"
"Some worries","1996","Not Employed","Full Time","","","","","2"
"Some worries","1996","Employed","Part Time","1292","0.503762809760394","0.484840401423361","0.522685218097426","2"
"Big worries","1997","Not Employed","Part Time","","","","","1"
"Big worries","1997","Not Employed","Not Working","1821","0.395979199973045","0.382027111365063","0.409931288581028","1"
"Big worries","1997","Employed","Full Time","1596","0.268200867727754","0.256574745875067","0.279826989580441","1"
"Big worries","1997","Employed","Part Time","851","0.314765004700801","0.296725198006057","0.332804811395545","1"
"Big worries","1997","Employed","Not Working","","","","","1"
"Big worries","1997","Not Employed","Full Time","","","","","1"
"No worries","1997","Not Employed","Full Time","","","","","3"
"No worries","1997","Not Employed","Part Time","","","","","3"
"No worries","1997","Not Employed","Not Working","796","0.161421604995382","0.150925461562613","0.17191774842815","3"
"No worries","1997","Employed","Not Working","","","","","3"
"No worries","1997","Employed","Full Time","1206","0.236259199189063","0.225111732174009","0.247406666204117","3"
"No worries","1997","Employed","Part Time","431","0.182917536186897","0.167900663191273","0.197934409182521","3"
"Some worries","1997","Not Employed","Part Time","","","","","2"
"Some worries","1997","Not Employed","Not Working","2103","0.442599195031573","0.428429314216521","0.456769075846625","2"
"Some worries","1997","Employed","Not Working","","","","","2"
"Some worries","1997","Employed","Full Time","2776","0.495539933083183","0.482419095440552","0.508660770725815","2"
"Some worries","1997","Not Employed","Full Time","","","","","2"
"Some worries","1997","Employed","Part Time","1264","0.502317459112302","0.482895893748853","0.521739024475751","2"
"Big worries","1998","Not Employed","Part Time","","","","","1"
"Big worries","1998","Not Employed","Not Working","2332","0.442838825392625","0.429597747570441","0.456079903214808","1"
"Big worries","1998","Employed","Full Time","1982","0.319237219430902","0.307422705702747","0.331051733159058","1"
"Big worries","1998","Employed","Part Time","1087","0.3836649264808","0.365864978405683","0.401464874555916","1"
"Big worries","1998","Employed","Not Working","","","","","1"
"Big worries","1998","Not Employed","Full Time","","","","","1"
"No worries","1998","Not Employed","Full Time","","","","","3"
"No worries","1998","Not Employed","Part Time","","","","","3"
"No worries","1998","Not Employed","Not Working","691","0.130445835435326","0.121467961573697","0.139423709296956","3"
"No worries","1998","Employed","Not Working","","","","","3"
"No worries","1998","Employed","Full Time","1005","0.181853008496184","0.172077550728596","0.191628466263773","3"
"No worries","1998","Employed","Part Time","372","0.133389645891293","0.120944292268938","0.145834999513648","3"
"Some worries","1998","Not Employed","Part Time","","","","","2"
"Some worries","1998","Not Employed","Not Working","2383","0.426715339172049","0.413530818103295","0.439899860240803","2"
"Some worries","1998","Employed","Not Working","","","","","2"
"Some worries","1998","Not Employed","Full Time","","","","","2"
"Some worries","1998","Employed","Full Time","2994","0.498909772072913","0.486238209813671","0.511581334332155","2"
"Some worries","1998","Employed","Part Time","1408","0.482945427627907","0.464653837327739","0.501237017928075","2"
"Big worries","1999","Not Employed","Part Time","","","","","1"
"Big worries","1999","Not Employed","Not Working","2144","0.457387600485187","0.443501000983013","0.471274199987361","1"
"Big worries","1999","Employed","Full Time","1970","0.345517721923058","0.33332148711735","0.357713956728766","1"
"Big worries","1999","Employed","Part Time","1135","0.404855800182086","0.387118478503947","0.422593121860226","1"
"Big worries","1999","Employed","Not Working","","","","","1"
"Big worries","1999","Not Employed","Full Time","","","","","1"
"No worries","1999","Employed","Not Working","","","","","3"
"No worries","1999","Not Employed","Full Time","","","","","3"
"No worries","1999","Not Employed","Part Time","","","","","3"
"No worries","1999","Not Employed","Not Working","628","0.115164694424271","0.106266543631496","0.124062845217045","3"
"No worries","1999","Employed","Full Time","919","0.160006523903563","0.150603912900819","0.169409134906306","3"
"No worries","1999","Employed","Part Time","396","0.123301965163585","0.111421408977656","0.135182521349514","3"
"Some worries","1999","Not Employed","Part Time","","","","","2"
"Some worries","1999","Not Employed","Not Working","2172","0.427447705090542","0.413657906129162","0.441237504051923","2"
"Some worries","1999","Employed","Not Working","","","","","2"
"Some worries","1999","Not Employed","Full Time","","","","","2"
"Some worries","1999","Employed","Full Time","2951","0.494475754173379","0.481652886421892","0.507298621924866","2"
"Some worries","1999","Employed","Part Time","1411","0.471842234654329","0.453803461482126","0.489881007826531","2"
"Big worries","2000","Not Employed","Part Time","","","","","1"
"Big worries","2000","Not Employed","Not Working","3302","0.371697295293378","0.361699366772667","0.381695223814089","1"
"Big worries","2000","Employed","Full Time","2816","0.282509270805832","0.273694817309702","0.291323724301963","1"
"Big worries","2000","Employed","Part Time","1717","0.336120295264174","0.323098238764202","0.349142351764146","1"
"Big worries","2000","Employed","Not Working","","","","","1"
"Big worries","2000","Not Employed","Full Time","","","","","1"
"No worries","2000","Employed","Not Working","","","","","3"
"No worries","2000","Not Employed","Full Time","","","","","3"
"No worries","2000","Not Employed","Part Time","","","","","3"
"No worries","2000","Not Employed","Not Working","1569","0.177197078030375","0.169297442524949","0.185096713535801","3"
"No worries","2000","Employed","Full Time","2074","0.210470168772781","0.20248929506572","0.218451042479842","3"
"No worries","2000","Employed","Part Time","826","0.165796041024531","0.155543991101251","0.176048090947811","3"
"Some worries","2000","Not Employed","Part Time","","","","","2"
"Some worries","2000","Not Employed","Not Working","4104","0.451105626676247","0.440810910589826","0.461400342762668","2"
"Some worries","2000","Employed","Not Working","","","","","2"
"Some worries","2000","Not Employed","Full Time","","","","","2"
"Some worries","2000","Employed","Full Time","5132","0.507020560421387","0.497232467565469","0.516808653277304","2"
"Some worries","2000","Employed","Part Time","2512","0.498083663711295","0.484300328269266","0.511866999153323","2"
"Big worries","2001","Not Employed","Part Time","","","","","1"
"Big worries","2001","Not Employed","Not Working","2656","0.334658243148565","0.324353469127032","0.344963017170098","1"
"Big worries","2001","Employed","Full Time","2270","0.258938811591497","0.249900272891894","0.267977350291101","1"
"Big worries","2001","Employed","Part Time","1464","0.306461694395851","0.293427639867705","0.319495748923998","1"
"Big worries","2001","Employed","Not Working","","","","","1"
"Big worries","2001","Not Employed","Full Time","","","","","1"
"No worries","2001","Employed","Not Working","","","","","3"
"No worries","2001","Not Employed","Full Time","","","","","3"
"No worries","2001","Not Employed","Part Time","","","","","3"
"No worries","2001","Not Employed","Not Working","1631","0.205910407207047","0.19707982740711","0.214740987006983","3"
"No worries","2001","Employed","Full Time","2014","0.2225968580162","0.214013538627868","0.231180177404532","3"
"No worries","2001","Employed","Part Time","867","0.178414817700211","0.167590563893512","0.189239071506909","3"
"Some worries","2001","Not Employed","Part Time","","","","","2"
"Some worries","2001","Not Employed","Not Working","3768","0.459431349644388","0.448548288739285","0.470314410549491","2"
"Some worries","2001","Employed","Not Working","","","","","2"
"Some worries","2001","Not Employed","Full Time","","","","","2"
"Some worries","2001","Employed","Full Time","4739","0.518464330392303","0.508154624286201","0.528774036498406","2"
"Some worries","2001","Employed","Part Time","2475","0.515123487903938","0.500993966305637","0.529253009502239","2"
"Big worries","2002","Not Employed","Part Time","","","","","1"
"Big worries","2002","Not Employed","Not Working","3988","0.496621796894643","0.485828871102962","0.507414722686325","1"
"Big worries","2002","Employed","Full Time","3644","0.393463076580662","0.383664798561187","0.403261354600137","1"
"Big worries","2002","Employed","Part Time","2408","0.466868504434304","0.453349998944702","0.480387009923906","1"
"Big worries","2002","Employed","Not Working","","","","","1"
"Big worries","2002","Not Employed","Full Time","","","","","1"
"No worries","2002","Employed","Not Working","","","","","3"
"No worries","2002","Not Employed","Full Time","","","","","3"
"No worries","2002","Not Employed","Part Time","","","","","3"
"No worries","2002","Not Employed","Not Working","943","0.116303682294595","0.109383343527822","0.123224021061369","3"
"No worries","2002","Employed","Full Time","1290","0.136057238199395","0.129180658907444","0.142933817491345","3"
"No worries","2002","Employed","Part Time","535","0.0971731595416148","0.0891473358286785","0.105198983254551","3"
"Some worries","2002","Not Employed","Part Time","","","","","2"
"Some worries","2002","Not Employed","Not Working","3313","0.387074520810761","0.376560224076496","0.397588817545026","2"
"Some worries","2002","Employed","Not Working","","","","","2"
"Some worries","2002","Not Employed","Full Time","","","","","2"
"Some worries","2002","Employed","Full Time","4615","0.470479685219943","0.46046860606157","0.480490764378317","2"
"Some worries","2002","Employed","Part Time","2289","0.435958336024081","0.42252164566928","0.449395026378883","2"
"Big worries","2003","Not Employed","Part Time","","","","","1"
"Big worries","2003","Not Employed","Not Working","5341","0.679793840805402","0.669677102497789","0.689910579113015","1"
"Big worries","2003","Employed","Full Time","5049","0.590856564450923","0.580639420079092","0.601073708822754","1"
"Big worries","2003","Employed","Part Time","3244","0.640916375941195","0.627778450649577","0.654054301232812","1"
"Big worries","2003","Employed","Not Working","","","","","1"
"Big worries","2003","Not Employed","Full Time","","","","","1"
"No worries","2003","Employed","Not Working","","","","","3"
"No worries","2003","Not Employed","Full Time","","","","","3"
"No worries","2003","Not Employed","Part Time","","","","","3"
"No worries","2003","Not Employed","Not Working","481","0.0552324144626803","0.0502790923682984","0.0601857365570622","3"
"No worries","2003","Employed","Full Time","622","0.0688128183604503","0.0635525988084311","0.0740730379124694","3"
"No worries","2003","Employed","Part Time","277","0.0564140852603427","0.050095602513809","0.0627325680068764","3"
"Some worries","2003","Not Employed","Part Time","","","","","2"
"Some worries","2003","Not Employed","Not Working","2348","0.264973744731918","0.255404230102752","0.274543259361084","2"
"Some worries","2003","Employed","Not Working","","","","","2"
"Some worries","2003","Not Employed","Full Time","","","","","2"
"Some worries","2003","Employed","Full Time","3225","0.340330617188627","0.330484514102831","0.350176720274423","2"
"Some worries","2003","Employed","Part Time","1601","0.302669538798462","0.290088051607021","0.315251025989904","2"
"Big worries","2004","Not Employed","Part Time","","","","","1"
"Big worries","2004","Not Employed","Not Working","3629","0.460469674176111","0.449634448126091","0.471304900226131","1"
"Big worries","2004","Employed","Full Time","2942","0.3638758459435","0.353602528842219","0.37414916304478","1"
"Big worries","2004","Employed","Part Time","2046","0.418742826341813","0.405081681969828","0.432403970713798","1"
"Big worries","2004","Employed","Not Working","","","","","1"
"Big worries","2004","Not Employed","Full Time","","","","","1"
"No worries","2004","Employed","Not Working","","","","","3"
"No worries","2004","Not Employed","Full Time","","","","","3"
"No worries","2004","Not Employed","Part Time","","","","","3"
"No worries","2004","Not Employed","Not Working","1058","0.127114671326503","0.119873547641751","0.134355795011256","3"
"No worries","2004","Employed","Full Time","1328","0.155983223826801","0.148235437735887","0.163731009917715","3"
"No worries","2004","Employed","Part Time","572","0.111821708510846","0.103095162820628","0.120548254201065","3"
"Some worries","2004","Not Employed","Part Time","","","","","2"
"Some worries","2004","Not Employed","Not Working","3442","0.412415654497385","0.401714461207278","0.423116847787492","2"
"Some worries","2004","Employed","Not Working","","","","","2"
