"ple0180","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Two to three days a week","2016","Lower Saxony","West Germany","553","0.256279948259744","0.238609859675422","0.273950036844066"
"Two to three days a week","2016","Lower Saxony","East Germany","","","",""
"Two to three days a week","2016","Bremen","West Germany","53","0.397035922441789","0.324335976574233","0.469735868309346"
"Two to three days a week","2016","Bremen","East Germany","","","",""
"Two to three days a week","2016","North Rhine-Westphalia","West Germany","1138","0.22742730158345","0.215804044228323","0.239050558938578"
"Two to three days a week","2016","North Rhine-Westphalia","East Germany","","","",""
"Two to three days a week","2016","Hesse","West Germany","382","0.245767455285488","0.224598425069657","0.266936485501319"
"Two to three days a week","2016","Hesse","East Germany","","","",""
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","West Germany","354","0.26969210670626","0.24705129319703","0.292332920215489"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Two to three days a week","2016","Baden-Württemberg","West Germany","516","0.204800883377951","0.189893111149214","0.219708655606687"
"Two to three days a week","2016","Baden-Württemberg","East Germany","","","",""
"Two to three days a week","2016","Bavaria","West Germany","869","0.231567339132458","0.218251226490012","0.244883451774904"
"Two to three days a week","2016","Bavaria","East Germany","","","",""
"Two to three days a week","2016","Berlin","West Germany","109","0.223647225099198","0.187412285083399","0.259882165114997"
"Two to three days a week","2016","Berlin","East Germany","87","0.20663931540635","0.166089347137508","0.247189283675191"
"Two to three days a week","2016","Brandenburg","West Germany","","","",""
"Two to three days a week","2016","Brandenburg","East Germany","244","0.25625698960237","0.22830404240115","0.28420993680359"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","West Germany","","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","East Germany","146","0.311612555385069","0.271727779561621","0.351497331208517"
"Two to three days a week","2016","Saxony","West Germany","","","",""
"Two to three days a week","2016","Saxony","East Germany","401","0.300463392297139","0.276784147276579","0.324142637317698"
"Two to three days a week","2016","Saxony-Anhalt","West Germany","","","",""
"Two to three days a week","2016","Saxony-Anhalt","East Germany","222","0.284650977650483","0.253746495269341","0.315555460031625"
"Two to three days a week","2016","Thuringia","West Germany","","","",""
"Two to three days a week","2016","Thuringia","East Germany","187","0.19626251804442","0.17027123829085","0.222253797797989"
"Two to four days a month","2016","Schleswig-Holstein","West Germany","349","0.448330434115749","0.414060564374992","0.482600303856506"
"Two to four days a month","2016","Schleswig-Holstein","East Germany","","","",""
"Two to four days a month","2016","Hamburg","West Germany","212","0.496094369164174","0.448391047577631","0.543797690750716"
"Two to four days a month","2016","Hamburg","East Germany","","","",""
"Two to four days a month","2016","Lower Saxony","West Germany","1124","0.457089503888869","0.436927141752387","0.477251866025352"
"Two to four days a month","2016","Lower Saxony","East Germany","","","",""
"Two to four days a month","2016","Bremen","West Germany","72","0.401699783096217","0.328857450318733","0.474542115873701"
"Two to four days a month","2016","Bremen","East Germany","","","",""
"Two to four days a month","2016","North Rhine-Westphalia","West Germany","2177","0.442979811182006","0.429205676945832","0.45675394541818"
"Two to four days a month","2016","North Rhine-Westphalia","East Germany","","","",""
"Two to four days a month","2016","Hesse","West Germany","765","0.482196588613323","0.457627974289142","0.506765202937505"
"Two to four days a month","2016","Hesse","East Germany","","","",""
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","West Germany","698","0.441349130220391","0.416017316284877","0.466680944155906"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Two to four days a month","2016","Baden-Württemberg","West Germany","1350","0.466213031229128","0.44778473947785","0.484641322980407"
"Two to four days a month","2016","Baden-Württemberg","East Germany","","","",""
"Two to four days a month","2016","Bavaria","West Germany","1982","0.504573816851949","0.488790883132616","0.520356750571282"
"Two to four days a month","2016","Bavaria","East Germany","","","",""
"Two to four days a month","2016","Berlin","West Germany","223","0.41025895307802","0.367485338991768","0.453032567164272"
"Two to four days a month","2016","Berlin","East Germany","165","0.410934291782177","0.361660411186633","0.460208172377721"
"Two to four days a month","2016","Brandenburg","West Germany","","","",""
"Two to four days a month","2016","Brandenburg","East Germany","412","0.396377910888578","0.365058356104909","0.427697465672247"
"Two to four days a month","2016","Mecklenburg-Western Pomerania","West Germany","","","",""
"Two to four days a month","2016","Mecklenburg-Western Pomerania","East Germany","194","0.339679724115347","0.298895205589897","0.380464242640797"
"Two to four days a month","2016","Saxony","West Germany","","","",""
"Two to four days a month","2016","Saxony","East Germany","655","0.441090597224681","0.415445671062843","0.46673552338652"
"Two to four days a month","2016","Saxony-Anhalt","West Germany","","","",""
"Two to four days a month","2016","Saxony-Anhalt","East Germany","338","0.433892773810945","0.399950049394483","0.467835498227407"
"Two to four days a month","2016","Thuringia","West Germany","","","",""
"Two to four days a month","2016","Thuringia","East Germany","474","0.496650037595458","0.463930125661311","0.529369949529604"
"Once a month or less","2016","Schleswig-Holstein","West Germany","152","0.19359141597063","0.166364750866152","0.220818081075108"
"Once a month or less","2016","Schleswig-Holstein","East Germany","","","",""
"Once a month or less","2016","Hamburg","West Germany","57","0.162289414663198","0.127110376262266","0.197468453064129"
"Once a month or less","2016","Hamburg","East Germany","","","",""
"Once a month or less","2016","Lower Saxony","West Germany","447","0.184145314409238","0.16845746506921","0.199833163749267"
"Once a month or less","2016","Lower Saxony","East Germany","","","",""
"Once a month or less","2016","Bremen","West Germany","31","0.11881412750829","0.0707366945039794","0.166891560512601"
"Once a month or less","2016","Bremen","East Germany","","","",""
"Once a month or less","2016","North Rhine-Westphalia","West Germany","1049","0.203472864567335","0.192309620665294","0.214636108469376"
"Once a month or less","2016","North Rhine-Westphalia","East Germany","","","",""
"Once a month or less","2016","Hesse","West Germany","282","0.157565660411085","0.139651974298267","0.175479346523903"
"Once a month or less","2016","Hesse","East Germany","","","",""
"Once a month or less","2016","Rhineland-Palatinate,Saarland","West Germany","275","0.187415582708497","0.167506923802414","0.207324241614581"
"Once a month or less","2016","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Once a month or less","2016","Baden-Württemberg","West Germany","681","0.235048843180945","0.219384766396678","0.250712919965212"
"Once a month or less","2016","Baden-Württemberg","East Germany","","","",""
"Once a month or less","2016","Bavaria","West Germany","658","0.176858793968492","0.16481435983975","0.188903228097235"
"Once a month or less","2016","Bavaria","East Germany","","","",""
"Once a month or less","2016","Berlin","West Germany","106","0.196622527345813","0.16206101829255","0.231184036399076"
"Once a month or less","2016","Berlin","East Germany","79","0.233375669075352","0.191014514219394","0.275736823931309"
"Once a month or less","2016","Brandenburg","West Germany","","","",""
"Once a month or less","2016","Brandenburg","East Germany","209","0.262678412438562","0.234499841665556","0.290856983211567"
"Once a month or less","2016","Mecklenburg-Western Pomerania","West Germany","","","",""
"Once a month or less","2016","Mecklenburg-Western Pomerania","East Germany","102","0.175010256237536","0.142288301753336","0.207732210721736"
"Once a month or less","2016","Saxony","West Germany","","","",""
"Once a month or less","2016","Saxony","East Germany","243","0.173346962166011","0.153795168940119","0.192898755391903"
"Once a month or less","2016","Saxony-Anhalt","West Germany","","","",""
"Once a month or less","2016","Saxony-Anhalt","East Germany","175","0.195418777069844","0.168262249809542","0.222575304330146"
"Once a month or less","2016","Thuringia","West Germany","","","",""
"Once a month or less","2016","Thuringia","East Germany","145","0.175355595995393","0.150470172121441","0.200241019869345"
"Never","2016","Schleswig-Holstein","West Germany","56","0.0522679655600549","0.0369311777635951","0.0676047533565148"
"Never","2016","Schleswig-Holstein","East Germany","","","",""
"Never","2016","Hamburg","West Germany","16","","",""
"Never","2016","Hamburg","East Germany","","","",""
"Never","2016","Lower Saxony","West Germany","151","0.063258409528955","0.0534059263242019","0.0731108927337082"
"Never","2016","Lower Saxony","East Germany","","","",""
"Never","2016","Bremen","West Germany","14","","",""
"Never","2016","Bremen","East Germany","","","",""
"Never","2016","North Rhine-Westphalia","West Germany","373","0.0759105824463094","0.0685663732940966","0.0832547915985223"
"Never","2016","North Rhine-Westphalia","East Germany","","","",""
"Never","2016","Hesse","West Germany","110","0.0665677082333835","0.0543114089963367","0.0788240074704304"
"Never","2016","Hesse","East Germany","","","",""
"Never","2016","Rhineland-Palatinate,Saarland","West Germany","104","0.0678782489696513","0.0550458885609301","0.0807106093783724"
"Never","2016","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Never","2016","Baden-Württemberg","West Germany","197","0.0565776230772706","0.0480430003685555","0.0651122457859856"
"Never","2016","Baden-Württemberg","East Germany","","","",""
"Never","2016","Bavaria","West Germany","201","0.0485956030447346","0.0418079917315569","0.0553832143579122"
"Never","2016","Bavaria","East Germany","","","",""
"Never","2016","Berlin","West Germany","55","0.135075353205712","0.105352299428536","0.164798406982888"
"Never","2016","Berlin","East Germany","37","0.113656113438922","0.0818693557513956","0.145442871126449"
"Never","2016","Brandenburg","West Germany","","","",""
"Never","2016","Brandenburg","East Germany","38","0.0412704780356291","0.028534095469646","0.0540068606016123"
"Never","2016","Mecklenburg-Western Pomerania","West Germany","","","",""
"Never","2016","Mecklenburg-Western Pomerania","East Germany","34","0.0586991984741023","0.0384567281652704","0.0789416687829343"
"Never","2016","Saxony","West Germany","","","",""
"Never","2016","Saxony","East Germany","60","0.039725988062901","0.0296380644121098","0.0498139117136922"
"Never","2016","Saxony-Anhalt","West Germany","","","",""
"Never","2016","Saxony-Anhalt","East Germany","52","0.0473840087528538","0.0328334063452082","0.0619346111604994"
"Never","2016","Thuringia","West Germany","","","",""
"Never","2016","Thuringia","East Germany","43","0.0559035969504108","0.0408694110150135","0.070937782885808"
"Daily","2017","Schleswig-Holstein","West Germany","","","",""
"Daily","2017","Schleswig-Holstein","East Germany","","","",""
"Daily","2017","Hamburg","West Germany","","","",""
"Daily","2017","Hamburg","East Germany","","","",""
"Daily","2017","Lower Saxony","West Germany","","","",""
"Daily","2017","Lower Saxony","East Germany","","","",""
"Daily","2017","Bremen","West Germany","","","",""
"Daily","2017","Bremen","East Germany","","","",""
"Daily","2017","North Rhine-Westphalia","West Germany","","","",""
"Daily","2017","North Rhine-Westphalia","East Germany","","","",""
"Daily","2017","Hesse","West Germany","","","",""
"Daily","2017","Hesse","East Germany","","","",""
"Daily","2017","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Daily","2017","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Daily","2017","Baden-Württemberg","West Germany","","","",""
"Daily","2017","Baden-Württemberg","East Germany","","","",""
"Daily","2017","Bavaria","West Germany","","","",""
"Daily","2017","Bavaria","East Germany","","","",""
"Daily","2017","Berlin","West Germany","","","",""
"Daily","2017","Berlin","East Germany","","","",""
"Daily","2017","Brandenburg","West Germany","","","",""
"Daily","2017","Brandenburg","East Germany","","","",""
"Daily","2017","Mecklenburg-Western Pomerania","West Germany","","","",""
"Daily","2017","Mecklenburg-Western Pomerania","East Germany","","","",""
"Daily","2017","Saxony","West Germany","","","",""
"Daily","2017","Saxony","East Germany","","","",""
"Daily","2017","Saxony-Anhalt","West Germany","","","",""
"Daily","2017","Saxony-Anhalt","East Germany","","","",""
"Daily","2017","Thuringia","West Germany","","","",""
"Daily","2017","Thuringia","East Germany","","","",""
"Four to six days a week","2017","Schleswig-Holstein","West Germany","","","",""
"Four to six days a week","2017","Schleswig-Holstein","East Germany","","","",""
"Four to six days a week","2017","Hamburg","West Germany","","","",""
"Four to six days a week","2017","Hamburg","East Germany","","","",""
"Four to six days a week","2017","Lower Saxony","West Germany","","","",""
"Four to six days a week","2017","Lower Saxony","East Germany","","","",""
"Four to six days a week","2017","Bremen","West Germany","","","",""
"Four to six days a week","2017","Bremen","East Germany","","","",""
"Four to six days a week","2017","North Rhine-Westphalia","West Germany","","","",""
"Four to six days a week","2017","North Rhine-Westphalia","East Germany","","","",""
"Four to six days a week","2017","Hesse","West Germany","","","",""
"Four to six days a week","2017","Hesse","East Germany","","","",""
"Four to six days a week","2017","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Four to six days a week","2017","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Four to six days a week","2017","Baden-Württemberg","West Germany","","","",""
"Four to six days a week","2017","Baden-Württemberg","East Germany","","","",""
"Four to six days a week","2017","Bavaria","West Germany","","","",""
"Four to six days a week","2017","Bavaria","East Germany","","","",""
"Four to six days a week","2017","Berlin","West Germany","","","",""
"Four to six days a week","2017","Berlin","East Germany","","","",""
"Four to six days a week","2017","Brandenburg","West Germany","","","",""
"Four to six days a week","2017","Brandenburg","East Germany","","","",""
"Four to six days a week","2017","Mecklenburg-Western Pomerania","West Germany","","","",""
"Four to six days a week","2017","Mecklenburg-Western Pomerania","East Germany","","","",""
"Four to six days a week","2017","Saxony","West Germany","","","",""
"Four to six days a week","2017","Saxony","East Germany","","","",""
"Four to six days a week","2017","Saxony-Anhalt","West Germany","","","",""
"Four to six days a week","2017","Saxony-Anhalt","East Germany","","","",""
"Four to six days a week","2017","Thuringia","West Germany","","","",""
"Four to six days a week","2017","Thuringia","East Germany","","","",""
"Two to three days a week","2017","Schleswig-Holstein","West Germany","","","",""
"Two to three days a week","2017","Schleswig-Holstein","East Germany","","","",""
"Two to three days a week","2017","Hamburg","West Germany","","","",""
"Two to three days a week","2017","Hamburg","East Germany","","","",""
"Two to three days a week","2017","Lower Saxony","West Germany","","","",""
"Two to three days a week","2017","Lower Saxony","East Germany","","","",""
"Two to three days a week","2017","Bremen","West Germany","","","",""
"Two to three days a week","2017","Bremen","East Germany","","","",""
"Two to three days a week","2017","North Rhine-Westphalia","West Germany","","","",""
"Two to three days a week","2017","North Rhine-Westphalia","East Germany","","","",""
"Two to three days a week","2017","Hesse","West Germany","","","",""
"Two to three days a week","2017","Hesse","East Germany","","","",""
"Two to three days a week","2017","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Two to three days a week","2017","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Two to three days a week","2017","Baden-Württemberg","West Germany","","","",""
"Two to three days a week","2017","Baden-Württemberg","East Germany","","","",""
"Two to three days a week","2017","Bavaria","West Germany","","","",""
"Two to three days a week","2017","Bavaria","East Germany","","","",""
"Two to three days a week","2017","Berlin","West Germany","","","",""
"Two to three days a week","2017","Berlin","East Germany","","","",""
"Two to three days a week","2017","Brandenburg","West Germany","","","",""
"Two to three days a week","2017","Brandenburg","East Germany","","","",""
"Two to three days a week","2017","Mecklenburg-Western Pomerania","West Germany","","","",""
"Two to three days a week","2017","Mecklenburg-Western Pomerania","East Germany","","","",""
"Two to three days a week","2017","Saxony","West Germany","","","",""
"Two to three days a week","2017","Saxony","East Germany","","","",""
"Two to three days a week","2017","Saxony-Anhalt","West Germany","","","",""
"Two to three days a week","2017","Saxony-Anhalt","East Germany","","","",""
"Two to three days a week","2017","Thuringia","West Germany","","","",""
"Two to three days a week","2017","Thuringia","East Germany","","","",""
"Two to four days a month","2017","Schleswig-Holstein","West Germany","","","",""
"Two to four days a month","2017","Schleswig-Holstein","East Germany","","","",""
"Two to four days a month","2017","Hamburg","West Germany","","","",""
"Two to four days a month","2017","Hamburg","East Germany","","","",""
"Two to four days a month","2017","Lower Saxony","West Germany","","","",""
"Two to four days a month","2017","Lower Saxony","East Germany","","","",""
"Two to four days a month","2017","Bremen","West Germany","","","",""
"Two to four days a month","2017","Bremen","East Germany","","","",""
"Two to four days a month","2017","North Rhine-Westphalia","West Germany","","","",""
"Two to four days a month","2017","North Rhine-Westphalia","East Germany","","","",""
"Two to four days a month","2017","Hesse","West Germany","","","",""
"Two to four days a month","2017","Hesse","East Germany","","","",""
"Two to four days a month","2017","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Two to four days a month","2017","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Two to four days a month","2017","Baden-Württemberg","West Germany","","","",""
"Two to four days a month","2017","Baden-Württemberg","East Germany","","","",""
"Two to four days a month","2017","Bavaria","West Germany","","","",""
"Two to four days a month","2017","Bavaria","East Germany","","","",""
"Two to four days a month","2017","Berlin","West Germany","","","",""
"Two to four days a month","2017","Berlin","East Germany","","","",""
"Two to four days a month","2017","Brandenburg","West Germany","","","",""
"Two to four days a month","2017","Brandenburg","East Germany","","","",""
"Two to four days a month","2017","Mecklenburg-Western Pomerania","West Germany","","","",""
"Two to four days a month","2017","Mecklenburg-Western Pomerania","East Germany","","","",""
"Two to four days a month","2017","Saxony","West Germany","","","",""
"Two to four days a month","2017","Saxony","East Germany","","","",""
"Two to four days a month","2017","Saxony-Anhalt","West Germany","","","",""
"Two to four days a month","2017","Saxony-Anhalt","East Germany","","","",""
"Two to four days a month","2017","Thuringia","West Germany","","","",""
"Two to four days a month","2017","Thuringia","East Germany","","","",""
"Once a month or less","2017","Schleswig-Holstein","West Germany","","","",""
"Once a month or less","2017","Schleswig-Holstein","East Germany","","","",""
"Once a month or less","2017","Hamburg","West Germany","","","",""
"Once a month or less","2017","Hamburg","East Germany","","","",""
"Once a month or less","2017","Lower Saxony","West Germany","","","",""
"Once a month or less","2017","Lower Saxony","East Germany","","","",""
"Once a month or less","2017","Bremen","West Germany","","","",""
"Once a month or less","2017","Bremen","East Germany","","","",""
"Once a month or less","2017","North Rhine-Westphalia","West Germany","","","",""
"Once a month or less","2017","North Rhine-Westphalia","East Germany","","","",""
"Once a month or less","2017","Hesse","West Germany","","","",""
"Once a month or less","2017","Hesse","East Germany","","","",""
"Once a month or less","2017","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Once a month or less","2017","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Once a month or less","2017","Baden-Württemberg","West Germany","","","",""
"Once a month or less","2017","Baden-Württemberg","East Germany","","","",""
"Once a month or less","2017","Bavaria","West Germany","","","",""
"Once a month or less","2017","Bavaria","East Germany","","","",""
"Once a month or less","2017","Berlin","West Germany","","","",""
"Once a month or less","2017","Berlin","East Germany","","","",""
"Once a month or less","2017","Brandenburg","West Germany","","","",""
"Once a month or less","2017","Brandenburg","East Germany","","","",""
"Once a month or less","2017","Mecklenburg-Western Pomerania","West Germany","","","",""
"Once a month or less","2017","Mecklenburg-Western Pomerania","East Germany","","","",""
"Once a month or less","2017","Saxony","West Germany","","","",""
"Once a month or less","2017","Saxony","East Germany","","","",""
"Once a month or less","2017","Saxony-Anhalt","West Germany","","","",""
"Once a month or less","2017","Saxony-Anhalt","East Germany","","","",""
"Once a month or less","2017","Thuringia","West Germany","","","",""
"Once a month or less","2017","Thuringia","East Germany","","","",""
"Never","2017","Schleswig-Holstein","West Germany","","","",""
"Never","2017","Schleswig-Holstein","East Germany","","","",""
"Never","2017","Hamburg","West Germany","","","",""
"Never","2017","Hamburg","East Germany","","","",""
"Never","2017","Lower Saxony","West Germany","","","",""
"Never","2017","Lower Saxony","East Germany","","","",""
"Never","2017","Bremen","West Germany","","","",""
"Never","2017","Bremen","East Germany","","","",""
"Never","2017","North Rhine-Westphalia","West Germany","","","",""
"Never","2017","North Rhine-Westphalia","East Germany","","","",""
"Never","2017","Hesse","West Germany","","","",""
"Never","2017","Hesse","East Germany","","","",""
"Never","2017","Rhineland-Palatinate,Saarland","West Germany","","","",""
"Never","2017","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Never","2017","Baden-Württemberg","West Germany","","","",""
"Never","2017","Baden-Württemberg","East Germany","","","",""
"Never","2017","Bavaria","West Germany","","","",""
"Never","2017","Bavaria","East Germany","","","",""
"Never","2017","Berlin","West Germany","","","",""
"Never","2017","Berlin","East Germany","","","",""
"Never","2017","Brandenburg","West Germany","","","",""
"Never","2017","Brandenburg","East Germany","","","",""
"Never","2017","Mecklenburg-Western Pomerania","West Germany","","","",""
"Never","2017","Mecklenburg-Western Pomerania","East Germany","","","",""
"Never","2017","Saxony","West Germany","","","",""
"Never","2017","Saxony","East Germany","","","",""
"Never","2017","Saxony-Anhalt","West Germany","","","",""
"Never","2017","Saxony-Anhalt","East Germany","","","",""
"Never","2017","Thuringia","West Germany","","","",""
"Never","2017","Thuringia","East Germany","","","",""
"Daily","2018","Schleswig-Holstein","West Germany","6","","",""
"Daily","2018","Schleswig-Holstein","East Germany","","","",""
"Daily","2018","Hamburg","West Germany","10","","",""
"Daily","2018","Hamburg","East Germany","","","",""
"Daily","2018","Lower Saxony","West Germany","22","","",""
"Daily","2018","Lower Saxony","East Germany","","","",""
"Daily","2018","Bremen","West Germany","3","","",""
"Daily","2018","Bremen","East Germany","","","",""
"Daily","2018","North Rhine-Westphalia","West Germany","69","0.0101569085470804","0.00747984951223524","0.0128339675819256"
"Daily","2018","North Rhine-Westphalia","East Germany","","","",""
"Daily","2018","Hesse","West Germany","6","","",""
"Daily","2018","Hesse","East Germany","","","",""
"Daily","2018","Rhineland-Palatinate,Saarland","West Germany","1","","",""
"Daily","2018","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Daily","2018","Baden-Württemberg","West Germany","12","","",""
"Daily","2018","Baden-Württemberg","East Germany","","","",""
"Daily","2018","Bavaria","West Germany","21","","",""
"Daily","2018","Bavaria","East Germany","","","",""
"Daily","2018","Berlin","West Germany","5","","",""
"Daily","2018","Berlin","East Germany","5","","",""
"Daily","2018","Brandenburg","West Germany","","","",""
"Daily","2018","Brandenburg","East Germany","7","","",""
"Daily","2018","Mecklenburg-Western Pomerania","West Germany","","","",""
"Daily","2018","Mecklenburg-Western Pomerania","East Germany","6","","",""
"Daily","2018","Saxony","West Germany","","","",""
"Daily","2018","Saxony","East Germany","13","","",""
"Daily","2018","Saxony-Anhalt","West Germany","","","",""
"Daily","2018","Saxony-Anhalt","East Germany","9","","",""
"Daily","2018","Thuringia","West Germany","","","",""
"Daily","2018","Thuringia","East Germany","10","","",""
"Four to six days a week","2018","Schleswig-Holstein","West Germany","32","0.0518912645046774","0.0375584863681272","0.0662240426412276"
"Four to six days a week","2018","Schleswig-Holstein","East Germany","","","",""
"Four to six days a week","2018","Hamburg","West Germany","21","","",""
"Four to six days a week","2018","Hamburg","East Germany","","","",""
"Four to six days a week","2018","Lower Saxony","West Germany","84","0.0417007516257708","0.0338864896042051","0.0495150136473365"
"Four to six days a week","2018","Lower Saxony","East Germany","","","",""
"Four to six days a week","2018","Bremen","West Germany","5","","",""
"Four to six days a week","2018","Bremen","East Germany","","","",""
"Four to six days a week","2018","North Rhine-Westphalia","West Germany","206","0.0400921928511778","0.0348545164066637","0.0453298692956919"
"Four to six days a week","2018","North Rhine-Westphalia","East Germany","","","",""
"Four to six days a week","2018","Hesse","West Germany","47","0.0393913834277199","0.03012262064359","0.0486601462118498"
"Four to six days a week","2018","Hesse","East Germany","","","",""
"Four to six days a week","2018","Rhineland-Palatinate,Saarland","West Germany","30","0.0238147059502005","0.0160336090628656","0.0315958028375354"
"Four to six days a week","2018","Rhineland-Palatinate,Saarland","East Germany","","","",""
"Four to six days a week","2018","Baden-Württemberg","West Germany","48","0.0211258784260094","0.0157667666554224","0.0264849901965964"
"Four to six days a week","2018","Baden-Württemberg","East Germany","","","",""
"Four to six days a week","2018","Bavaria","West Germany","122","0.0359321500536215","0.0301374433769224","0.0417268567303205"
"Four to six days a week","2018","Bavaria","East Germany","","","",""
"Four to six days a week","2018","Berlin","West Germany","14","","",""
"Four to six days a week","2018","Berlin","East Germany","12","","",""
"Four to six days a week","2018","Brandenburg","West Germany","","","",""
"Four to six days a week","2018","Brandenburg","East Germany","33","0.0266422415913094","0.0167934148442376","0.0364910683383812"
"Four to six days a week","2018","Mecklenburg-Western Pomerania","West Germany","","","",""
"Four to six days a week","2018","Mecklenburg-Western Pomerania","East Germany","25","","",""
