"plj0587","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Sometimes","2013","Couple + C. LE 16 ","direct migration background","344","0.3572597399827","0.32775083056138","0.38676864940402"
"Sometimes","2013","Couple + C. LE 16 ","indirect migration background","136","0.343770505621521","0.298614470159825","0.388926541083217"
"Sometimes","2013","Couple + C. GT 16 ","no migration background","765","0.331255315739717","0.312354140352539","0.350156491126895"
"Sometimes","2013","Couple + C. GT 16 ","direct migration background","85","0.353653421204244","0.295086854242294","0.412219988166195"
"Sometimes","2013","Couple + C. GT 16 ","indirect migration background","32","0.213847144900427","0.147109739837712","0.280584549963143"
"Sometimes","2013","Couple + C. LE and GT 16","no migration background","469","0.299033201674631","0.276016943185477","0.322049460163785"
"Sometimes","2013","Couple + C. LE and GT 16","direct migration background","118","0.394109906230326","0.340569864733434","0.447649947727218"
"Sometimes","2013","Couple + C. LE and GT 16","indirect migration background","45","0.260314393260483","0.195669513396018","0.324959273124947"
"Rarely ","2013","1-pers.-HH","no migration background","1061","0.327960632418806","0.311832621477228","0.344088643360384"
"Rarely ","2013","1-pers.-HH","direct migration background","65","0.30572852090975","0.246187426511609","0.365269615307891"
"Rarely ","2013","1-pers.-HH","indirect migration background","31","0.370707560668681","0.274090359341933","0.467324761995429"
"Rarely ","2013","(Married) couple without C. ","no migration background","2894","0.411941942143523","0.400376421235198","0.423507463051848"
"Rarely ","2013","(Married) couple without C. ","direct migration background","193","0.34794998307647","0.308499443947603","0.387400522205338"
"Rarely ","2013","(Married) couple without C. ","indirect migration background","47","0.362666135149048","0.279051320705905","0.446280949592192"
"Rarely ","2013","Single parent ","no migration background","745","0.318702475167773","0.299301465291157","0.338103485044388"
"Rarely ","2013","Single parent ","direct migration background","58","0.328591365516397","0.263818376135532","0.393364354897263"
"Rarely ","2013","Single parent ","indirect migration background","75","0.397478525708948","0.328076122741845","0.466880928676051"
"Rarely ","2013","Couple + C. LE 16 ","no migration background","1988","0.398530504389621","0.385023189444756","0.412037819334487"
"Rarely ","2013","Couple + C. LE 16 ","direct migration background","329","0.290374797023416","0.262421222942646","0.318328371104187"
"Rarely ","2013","Couple + C. LE 16 ","indirect migration background","156","0.366406404537209","0.320598487573311","0.412214321501106"
"Rarely ","2013","Couple + C. GT 16 ","no migration background","979","0.41779024355948","0.397984274382245","0.437596212736715"
"Rarely ","2013","Couple + C. GT 16 ","direct migration background","73","0.289762123730113","0.234190788619301","0.345333458840925"
"Rarely ","2013","Couple + C. GT 16 ","indirect migration background","63","0.407501307216814","0.327522984630821","0.487479629802807"
"Rarely ","2013","Couple + C. LE and GT 16","no migration background","664","0.436765185216711","0.411831007560995","0.461699362872427"
"Rarely ","2013","Couple + C. LE and GT 16","direct migration background","88","0.249526010862731","0.202112857988239","0.296939163737222"
"Rarely ","2013","Couple + C. LE and GT 16","indirect migration background","60","0.281457441217004","0.215206191717673","0.347708690716336"
"Never","2013","1-pers.-HH","no migration background","462","0.131103804944718","0.119508980155484","0.142698629733952"
"Never","2013","1-pers.-HH","direct migration background","32","0.140593612446532","0.0956708704782502","0.185516354414814"
"Never","2013","1-pers.-HH","indirect migration background","13","","",""
"Never","2013","(Married) couple without C. ","no migration background","1311","0.178478768457506","0.169480897394157","0.187476639520856"
"Never","2013","(Married) couple without C. ","direct migration background","121","0.221244121929615","0.186865329571541","0.25562291428769"
"Never","2013","(Married) couple without C. ","indirect migration background","20","","",""
"Never","2013","Single parent ","no migration background","365","0.193016279714714","0.176584198601419","0.209448360828009"
"Never","2013","Single parent ","direct migration background","33","0.209522104643434","0.15340022665655","0.265643982630318"
"Never","2013","Single parent ","indirect migration background","23","","",""
"Never","2013","Couple + C. LE 16 ","no migration background","881","0.155575472078463","0.145575876812697","0.165575067344229"
"Never","2013","Couple + C. LE 16 ","direct migration background","188","0.212541227412203","0.187348286198956","0.237734168625451"
"Never","2013","Couple + C. LE 16 ","indirect migration background","75","0.167376528407441","0.131884956979724","0.202868099835159"
"Never","2013","Couple + C. GT 16 ","no migration background","483","0.180598518557606","0.165150148058852","0.196046889056361"
"Never","2013","Couple + C. GT 16 ","direct migration background","68","0.226488284404203","0.175215792241746","0.277760776566659"
"Never","2013","Couple + C. GT 16 ","indirect migration background","36","0.303159082740969","0.228347954588257","0.37797021089368"
"Never","2013","Couple + C. LE and GT 16","no migration background","290","0.203393087571695","0.183157471690505","0.223628703452886"
"Never","2013","Couple + C. LE and GT 16","direct migration background","66","0.220006173979921","0.174618688953248","0.265393659006594"
"Never","2013","Couple + C. LE and GT 16","indirect migration background","50","0.346770039243911","0.276654336772361","0.41688574171546"
"Very often","2014","1-pers.-HH","no migration background","","","",""
"Very often","2014","1-pers.-HH","direct migration background","","","",""
"Very often","2014","1-pers.-HH","indirect migration background","","","",""
"Very often","2014","(Married) couple without C. ","no migration background","","","",""
"Very often","2014","(Married) couple without C. ","direct migration background","","","",""
"Very often","2014","(Married) couple without C. ","indirect migration background","","","",""
"Very often","2014","Single parent ","no migration background","","","",""
"Very often","2014","Single parent ","direct migration background","","","",""
"Very often","2014","Single parent ","indirect migration background","","","",""
"Very often","2014","Couple + C. LE 16 ","no migration background","","","",""
"Very often","2014","Couple + C. LE 16 ","direct migration background","","","",""
"Very often","2014","Couple + C. LE 16 ","indirect migration background","","","",""
"Very often","2014","Couple + C. GT 16 ","no migration background","","","",""
"Very often","2014","Couple + C. GT 16 ","direct migration background","","","",""
"Very often","2014","Couple + C. GT 16 ","indirect migration background","","","",""
"Very often","2014","Couple + C. LE and GT 16","no migration background","","","",""
"Very often","2014","Couple + C. LE and GT 16","direct migration background","","","",""
"Very often","2014","Couple + C. LE and GT 16","indirect migration background","","","",""
"Often","2014","1-pers.-HH","no migration background","","","",""
"Often","2014","1-pers.-HH","direct migration background","","","",""
"Often","2014","1-pers.-HH","indirect migration background","","","",""
"Often","2014","(Married) couple without C. ","no migration background","","","",""
"Often","2014","(Married) couple without C. ","direct migration background","","","",""
"Often","2014","(Married) couple without C. ","indirect migration background","","","",""
"Often","2014","Single parent ","no migration background","","","",""
"Often","2014","Single parent ","direct migration background","","","",""
"Often","2014","Single parent ","indirect migration background","","","",""
"Often","2014","Couple + C. LE 16 ","no migration background","","","",""
"Often","2014","Couple + C. LE 16 ","direct migration background","","","",""
"Often","2014","Couple + C. LE 16 ","indirect migration background","","","",""
"Often","2014","Couple + C. GT 16 ","no migration background","","","",""
"Often","2014","Couple + C. GT 16 ","direct migration background","","","",""
"Often","2014","Couple + C. GT 16 ","indirect migration background","","","",""
"Often","2014","Couple + C. LE and GT 16","no migration background","","","",""
"Often","2014","Couple + C. LE and GT 16","direct migration background","","","",""
"Often","2014","Couple + C. LE and GT 16","indirect migration background","","","",""
"Sometimes","2014","1-pers.-HH","no migration background","","","",""
"Sometimes","2014","1-pers.-HH","direct migration background","","","",""
"Sometimes","2014","1-pers.-HH","indirect migration background","","","",""
"Sometimes","2014","(Married) couple without C. ","no migration background","","","",""
"Sometimes","2014","(Married) couple without C. ","direct migration background","","","",""
"Sometimes","2014","(Married) couple without C. ","indirect migration background","","","",""
"Sometimes","2014","Single parent ","no migration background","","","",""
"Sometimes","2014","Single parent ","direct migration background","","","",""
"Sometimes","2014","Single parent ","indirect migration background","","","",""
"Sometimes","2014","Couple + C. LE 16 ","no migration background","","","",""
"Sometimes","2014","Couple + C. LE 16 ","direct migration background","","","",""
"Sometimes","2014","Couple + C. LE 16 ","indirect migration background","","","",""
"Sometimes","2014","Couple + C. GT 16 ","no migration background","","","",""
"Sometimes","2014","Couple + C. GT 16 ","direct migration background","","","",""
"Sometimes","2014","Couple + C. GT 16 ","indirect migration background","","","",""
"Sometimes","2014","Couple + C. LE and GT 16","no migration background","","","",""
"Sometimes","2014","Couple + C. LE and GT 16","direct migration background","","","",""
"Sometimes","2014","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely ","2014","1-pers.-HH","no migration background","","","",""
"Rarely ","2014","1-pers.-HH","direct migration background","","","",""
"Rarely ","2014","1-pers.-HH","indirect migration background","","","",""
"Rarely ","2014","(Married) couple without C. ","no migration background","","","",""
"Rarely ","2014","(Married) couple without C. ","direct migration background","","","",""
"Rarely ","2014","(Married) couple without C. ","indirect migration background","","","",""
"Rarely ","2014","Single parent ","no migration background","","","",""
"Rarely ","2014","Single parent ","direct migration background","","","",""
"Rarely ","2014","Single parent ","indirect migration background","","","",""
"Rarely ","2014","Couple + C. LE 16 ","no migration background","","","",""
"Rarely ","2014","Couple + C. LE 16 ","direct migration background","","","",""
"Rarely ","2014","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely ","2014","Couple + C. GT 16 ","no migration background","","","",""
"Rarely ","2014","Couple + C. GT 16 ","direct migration background","","","",""
"Rarely ","2014","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely ","2014","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely ","2014","Couple + C. LE and GT 16","direct migration background","","","",""
"Rarely ","2014","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","2014","1-pers.-HH","no migration background","","","",""
"Never","2014","1-pers.-HH","direct migration background","","","",""
"Never","2014","1-pers.-HH","indirect migration background","","","",""
"Never","2014","(Married) couple without C. ","no migration background","","","",""
"Never","2014","(Married) couple without C. ","direct migration background","","","",""
"Never","2014","(Married) couple without C. ","indirect migration background","","","",""
"Never","2014","Single parent ","no migration background","","","",""
"Never","2014","Single parent ","direct migration background","","","",""
"Never","2014","Single parent ","indirect migration background","","","",""
"Never","2014","Couple + C. LE 16 ","no migration background","","","",""
"Never","2014","Couple + C. LE 16 ","direct migration background","","","",""
"Never","2014","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","2014","Couple + C. GT 16 ","no migration background","","","",""
"Never","2014","Couple + C. GT 16 ","direct migration background","","","",""
"Never","2014","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","2014","Couple + C. LE and GT 16","no migration background","","","",""
"Never","2014","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","2014","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very often","2015","1-pers.-HH","no migration background","","","",""
"Very often","2015","1-pers.-HH","direct migration background","","","",""
"Very often","2015","1-pers.-HH","indirect migration background","","","",""
"Very often","2015","(Married) couple without C. ","no migration background","","","",""
"Very often","2015","(Married) couple without C. ","direct migration background","","","",""
"Very often","2015","(Married) couple without C. ","indirect migration background","","","",""
"Very often","2015","Single parent ","no migration background","","","",""
"Very often","2015","Single parent ","direct migration background","","","",""
"Very often","2015","Single parent ","indirect migration background","","","",""
"Very often","2015","Couple + C. LE 16 ","no migration background","","","",""
"Very often","2015","Couple + C. LE 16 ","direct migration background","","","",""
"Very often","2015","Couple + C. LE 16 ","indirect migration background","","","",""
"Very often","2015","Couple + C. GT 16 ","no migration background","","","",""
"Very often","2015","Couple + C. GT 16 ","direct migration background","","","",""
"Very often","2015","Couple + C. GT 16 ","indirect migration background","","","",""
"Very often","2015","Couple + C. LE and GT 16","no migration background","","","",""
"Very often","2015","Couple + C. LE and GT 16","direct migration background","","","",""
"Very often","2015","Couple + C. LE and GT 16","indirect migration background","","","",""
"Often","2015","1-pers.-HH","no migration background","","","",""
"Often","2015","1-pers.-HH","direct migration background","","","",""
"Often","2015","1-pers.-HH","indirect migration background","","","",""
"Often","2015","(Married) couple without C. ","no migration background","","","",""
"Often","2015","(Married) couple without C. ","direct migration background","","","",""
"Often","2015","(Married) couple without C. ","indirect migration background","","","",""
"Often","2015","Single parent ","no migration background","","","",""
"Often","2015","Single parent ","direct migration background","","","",""
"Often","2015","Single parent ","indirect migration background","","","",""
"Often","2015","Couple + C. LE 16 ","no migration background","","","",""
"Often","2015","Couple + C. LE 16 ","direct migration background","","","",""
"Often","2015","Couple + C. LE 16 ","indirect migration background","","","",""
"Often","2015","Couple + C. GT 16 ","no migration background","","","",""
"Often","2015","Couple + C. GT 16 ","direct migration background","","","",""
"Often","2015","Couple + C. GT 16 ","indirect migration background","","","",""
"Often","2015","Couple + C. LE and GT 16","no migration background","","","",""
"Often","2015","Couple + C. LE and GT 16","direct migration background","","","",""
"Often","2015","Couple + C. LE and GT 16","indirect migration background","","","",""
"Sometimes","2015","1-pers.-HH","no migration background","","","",""
"Sometimes","2015","1-pers.-HH","direct migration background","","","",""
"Sometimes","2015","1-pers.-HH","indirect migration background","","","",""
"Sometimes","2015","(Married) couple without C. ","no migration background","","","",""
"Sometimes","2015","(Married) couple without C. ","direct migration background","","","",""
"Sometimes","2015","(Married) couple without C. ","indirect migration background","","","",""
"Sometimes","2015","Single parent ","no migration background","","","",""
"Sometimes","2015","Single parent ","direct migration background","","","",""
"Sometimes","2015","Single parent ","indirect migration background","","","",""
"Sometimes","2015","Couple + C. LE 16 ","no migration background","","","",""
"Sometimes","2015","Couple + C. LE 16 ","direct migration background","","","",""
"Sometimes","2015","Couple + C. LE 16 ","indirect migration background","","","",""
"Sometimes","2015","Couple + C. GT 16 ","no migration background","","","",""
"Sometimes","2015","Couple + C. GT 16 ","direct migration background","","","",""
"Sometimes","2015","Couple + C. GT 16 ","indirect migration background","","","",""
"Sometimes","2015","Couple + C. LE and GT 16","no migration background","","","",""
"Sometimes","2015","Couple + C. LE and GT 16","direct migration background","","","",""
"Sometimes","2015","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely ","2015","1-pers.-HH","no migration background","","","",""
"Rarely ","2015","1-pers.-HH","direct migration background","","","",""
"Rarely ","2015","1-pers.-HH","indirect migration background","","","",""
"Rarely ","2015","(Married) couple without C. ","no migration background","","","",""
"Rarely ","2015","(Married) couple without C. ","direct migration background","","","",""
"Rarely ","2015","(Married) couple without C. ","indirect migration background","","","",""
"Rarely ","2015","Single parent ","no migration background","","","",""
"Rarely ","2015","Single parent ","direct migration background","","","",""
"Rarely ","2015","Single parent ","indirect migration background","","","",""
"Rarely ","2015","Couple + C. LE 16 ","no migration background","","","",""
"Rarely ","2015","Couple + C. LE 16 ","direct migration background","","","",""
"Rarely ","2015","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely ","2015","Couple + C. GT 16 ","no migration background","","","",""
"Rarely ","2015","Couple + C. GT 16 ","direct migration background","","","",""
"Rarely ","2015","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely ","2015","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely ","2015","Couple + C. LE and GT 16","direct migration background","","","",""
"Rarely ","2015","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","2015","1-pers.-HH","no migration background","","","",""
"Never","2015","1-pers.-HH","direct migration background","","","",""
"Never","2015","1-pers.-HH","indirect migration background","","","",""
"Never","2015","(Married) couple without C. ","no migration background","","","",""
"Never","2015","(Married) couple without C. ","direct migration background","","","",""
"Never","2015","(Married) couple without C. ","indirect migration background","","","",""
"Never","2015","Single parent ","no migration background","","","",""
"Never","2015","Single parent ","direct migration background","","","",""
"Never","2015","Single parent ","indirect migration background","","","",""
"Never","2015","Couple + C. LE 16 ","no migration background","","","",""
"Never","2015","Couple + C. LE 16 ","direct migration background","","","",""
"Never","2015","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","2015","Couple + C. GT 16 ","no migration background","","","",""
"Never","2015","Couple + C. GT 16 ","direct migration background","","","",""
"Never","2015","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","2015","Couple + C. LE and GT 16","no migration background","","","",""
"Never","2015","Couple + C. LE and GT 16","direct migration background","","","",""
"Never","2015","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very often","2016","1-pers.-HH","no migration background","","","",""
"Very often","2016","1-pers.-HH","direct migration background","184","0.195347422163872","0.17039743826728","0.220297406060464"
"Very often","2016","1-pers.-HH","indirect migration background","","","",""
"Very often","2016","(Married) couple without C. ","no migration background","","","",""
"Very often","2016","(Married) couple without C. ","direct migration background","29","","",""
"Very often","2016","(Married) couple without C. ","indirect migration background","","","",""
"Very often","2016","Single parent ","no migration background","","","",""
"Very often","2016","Single parent ","direct migration background","70","0.181555867498465","0.141229027044294","0.221882707952635"
"Very often","2016","Single parent ","indirect migration background","","","",""
"Very often","2016","Couple + C. LE 16 ","no migration background","","","",""
"Very often","2016","Couple + C. LE 16 ","direct migration background","247","0.127290702094229","0.111957144852682","0.142624259335777"
"Very often","2016","Couple + C. LE 16 ","indirect migration background","","","",""
"Very often","2016","Couple + C. GT 16 ","no migration background","","","",""
"Very often","2016","Couple + C. GT 16 ","direct migration background","8","","",""
"Very often","2016","Couple + C. GT 16 ","indirect migration background","","","",""
"Very often","2016","Couple + C. LE and GT 16","no migration background","","","",""
"Very often","2016","Couple + C. LE and GT 16","direct migration background","46","0.142200912967108","0.108144304958438","0.176257520975777"
"Very often","2016","Couple + C. LE and GT 16","indirect migration background","","","",""
"Often","2016","1-pers.-HH","no migration background","","","",""
"Often","2016","1-pers.-HH","direct migration background","215","0.229771020285325","0.203297007292761","0.256245033277889"
"Often","2016","1-pers.-HH","indirect migration background","","","",""
"Often","2016","(Married) couple without C. ","no migration background","","","",""
"Often","2016","(Married) couple without C. ","direct migration background","29","","",""
"Often","2016","(Married) couple without C. ","indirect migration background","","","",""
"Often","2016","Single parent ","no migration background","","","",""
"Often","2016","Single parent ","direct migration background","68","0.193338346639837","0.152024156964508","0.234652536315166"
"Often","2016","Single parent ","indirect migration background","","","",""
"Often","2016","Couple + C. LE 16 ","no migration background","","","",""
"Often","2016","Couple + C. LE 16 ","direct migration background","324","0.175838373705647","0.158324879609802","0.193351867801492"
"Often","2016","Couple + C. LE 16 ","indirect migration background","","","",""
"Often","2016","Couple + C. GT 16 ","no migration background","","","",""
"Often","2016","Couple + C. GT 16 ","direct migration background","17","","",""
"Often","2016","Couple + C. GT 16 ","indirect migration background","","","",""
"Often","2016","Couple + C. LE and GT 16","no migration background","","","",""
"Often","2016","Couple + C. LE and GT 16","direct migration background","51","0.117631721534408","0.0862161779846303","0.149047265084186"
"Often","2016","Couple + C. LE and GT 16","indirect migration background","","","",""
"Sometimes","2016","1-pers.-HH","no migration background","","","",""
"Sometimes","2016","1-pers.-HH","direct migration background","302","0.31796039699767","0.28865460008599","0.34726619390935"
"Sometimes","2016","1-pers.-HH","indirect migration background","","","",""
"Sometimes","2016","(Married) couple without C. ","no migration background","","","",""
"Sometimes","2016","(Married) couple without C. ","direct migration background","39","0.282394104457386","0.206737046563522","0.35805116235125"
"Sometimes","2016","(Married) couple without C. ","indirect migration background","","","",""
"Sometimes","2016","Single parent ","no migration background","","","",""
"Sometimes","2016","Single parent ","direct migration background","99","0.310125678914038","0.261736485098727","0.358514872729349"
"Sometimes","2016","Single parent ","indirect migration background","","","",""
"Sometimes","2016","Couple + C. LE 16 ","no migration background","","","",""
"Sometimes","2016","Couple + C. LE 16 ","direct migration background","531","0.307813122129347","0.286577498365106","0.329048745893588"
"Sometimes","2016","Couple + C. LE 16 ","indirect migration background","","","",""
"Sometimes","2016","Couple + C. GT 16 ","no migration background","","","",""
"Sometimes","2016","Couple + C. GT 16 ","direct migration background","19","","",""
"Sometimes","2016","Couple + C. GT 16 ","indirect migration background","","","",""
"Sometimes","2016","Couple + C. LE and GT 16","no migration background","","","",""
"Sometimes","2016","Couple + C. LE and GT 16","direct migration background","123","0.303338899198232","0.258512666372909","0.348165132023556"
"Sometimes","2016","Couple + C. LE and GT 16","indirect migration background","","","",""
"Rarely ","2016","1-pers.-HH","no migration background","","","",""
"Rarely ","2016","1-pers.-HH","direct migration background","112","0.103248456480078","0.0840997221291628","0.122397190830992"
"Rarely ","2016","1-pers.-HH","indirect migration background","","","",""
"Rarely ","2016","(Married) couple without C. ","no migration background","","","",""
"Rarely ","2016","(Married) couple without C. ","direct migration background","8","","",""
"Rarely ","2016","(Married) couple without C. ","indirect migration background","","","",""
"Rarely ","2016","Single parent ","no migration background","","","",""
"Rarely ","2016","Single parent ","direct migration background","54","0.165093553946451","0.126253618612658","0.203933489280243"
"Rarely ","2016","Single parent ","indirect migration background","","","",""
"Rarely ","2016","Couple + C. LE 16 ","no migration background","","","",""
"Rarely ","2016","Couple + C. LE 16 ","direct migration background","287","0.163877315611805","0.146847725298044","0.180906905925565"
"Rarely ","2016","Couple + C. LE 16 ","indirect migration background","","","",""
"Rarely ","2016","Couple + C. GT 16 ","no migration background","","","",""
"Rarely ","2016","Couple + C. GT 16 ","direct migration background","10","","",""
"Rarely ","2016","Couple + C. GT 16 ","indirect migration background","","","",""
"Rarely ","2016","Couple + C. LE and GT 16","no migration background","","","",""
"Rarely ","2016","Couple + C. LE and GT 16","direct migration background","74","0.186765606850441","0.148762970241902","0.22476824345898"
"Rarely ","2016","Couple + C. LE and GT 16","indirect migration background","","","",""
"Never","2016","1-pers.-HH","no migration background","","","",""
"Never","2016","1-pers.-HH","direct migration background","157","0.153672704073056","0.1309777261518","0.176367681994311"
"Never","2016","1-pers.-HH","indirect migration background","","","",""
"Never","2016","(Married) couple without C. ","no migration background","","","",""
"Never","2016","(Married) couple without C. ","direct migration background","31","0.276528971249093","0.201356378756744","0.351701563741443"
"Never","2016","(Married) couple without C. ","indirect migration background","","","",""
"Never","2016","Single parent ","no migration background","","","",""
"Never","2016","Single parent ","direct migration background","60","0.14988655300121","0.112543113861655","0.187229992140765"
"Never","2016","Single parent ","indirect migration background","","","",""
"Never","2016","Couple + C. LE 16 ","no migration background","","","",""
"Never","2016","Couple + C. LE 16 ","direct migration background","426","0.225180486458971","0.205963936129201","0.244397036788742"
"Never","2016","Couple + C. LE 16 ","indirect migration background","","","",""
"Never","2016","Couple + C. GT 16 ","no migration background","","","",""
"Never","2016","Couple + C. GT 16 ","direct migration background","14","","",""
"Never","2016","Couple + C. GT 16 ","indirect migration background","","","",""
"Never","2016","Couple + C. LE and GT 16","no migration background","","","",""
"Never","2016","Couple + C. LE and GT 16","direct migration background","110","0.250062859449812","0.2078354503012","0.292290268598423"
"Never","2016","Couple + C. LE and GT 16","indirect migration background","","","",""
"Very often","2017","1-pers.-HH","no migration background","95","0.0291213628559441","0.023385303333675","0.0348574223782132"
"Very often","2017","1-pers.-HH","direct migration background","164","0.088203906486421","0.0709601019678446","0.105447711004997"
"Very often","2017","1-pers.-HH","indirect migration background","8","","",""
"Very often","2017","(Married) couple without C. ","no migration background","55","0.00779038169688048","0.00573152980412352","0.00984923358963744"
"Very often","2017","(Married) couple without C. ","direct migration background","44","0.0169017999225588","0.00937936447046959","0.024424235374648"
"Very often","2017","(Married) couple without C. ","indirect migration background","3","","",""
"Very often","2017","Single parent ","no migration background","41","0.025650253867484","0.018213618244002","0.033086889490966"
"Very often","2017","Single parent ","direct migration background","55","0.0575580983126343","0.0362045278328561","0.0789116687924125"
"Very often","2017","Single parent ","indirect migration background","9","","",""
"Very often","2017","Couple + C. LE 16 ","no migration background","31","0.0061550039075709","0.00369181433876217","0.00861819347637963"
"Very often","2017","Couple + C. LE 16 ","direct migration background","191","0.0354606117218274","0.028423206461125","0.0424980169825297"
"Very often","2017","Couple + C. LE 16 ","indirect migration background","12","","",""
"Very often","2017","Couple + C. GT 16 ","no migration background","22","","",""
"Very often","2017","Couple + C. GT 16 ","direct migration background","21","","",""
"Very often","2017","Couple + C. GT 16 ","indirect migration background","1","","",""
"Very often","2017","Couple + C. LE and GT 16","no migration background","17","","",""
"Very often","2017","Couple + C. LE and GT 16","direct migration background","54","0.0341921466797458","0.0215362170780034","0.0468480762814883"
"Very often","2017","Couple + C. LE and GT 16","indirect migration background","2","","",""
"Often","2017","1-pers.-HH","no migration background","338","0.0909609878363187","0.0811515487703073","0.10077042690233"
"Often","2017","1-pers.-HH","direct migration background","211","0.129593850218982","0.109172075118774","0.150015625319191"
"Often","2017","1-pers.-HH","indirect migration background","18","","",""
