"plj0587","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Sometimes","2013","Employed","Couple + C. GT 16 ","671","0.33221781601112","0.31215859854591","0.35227703347633"
"Sometimes","2013","Employed","Couple + C. LE and GT 16","468","0.314979377028892","0.291581414749963","0.338377339307821"
"Rarely ","2013","Not Employed","1-pers.-HH","533","0.304875911714623","0.283477825254976","0.326273998174271"
"Rarely ","2013","Not Employed","(Married) couple without C. ","1520","0.370299797840916","0.35519878748814","0.385400808193692"
"Rarely ","2013","Not Employed","Single parent ","230","0.295259912945592","0.261174339607675","0.329345486283509"
"Rarely ","2013","Not Employed","Couple + C. LE 16 ","320","0.283150670012684","0.255951821121689","0.310349518903679"
"Rarely ","2013","Not Employed","Couple + C. GT 16 ","245","0.358297926088869","0.321853917778394","0.394741934399345"
"Rarely ","2013","Not Employed","Couple + C. LE and GT 16","188","0.415828316834082","0.372756679706794","0.45889995396137"
"Rarely ","2013","Employed","1-pers.-HH","624","0.349020991448797","0.327019126536139","0.371022856361454"
"Rarely ","2013","Employed","(Married) couple without C. ","1614","0.439093317557409","0.423136952664721","0.455049682450097"
"Rarely ","2013","Employed","Single parent ","648","0.336820852297523","0.315685994750079","0.357955709844967"
"Rarely ","2013","Employed","Couple + C. LE 16 ","2153","0.398715260937892","0.385693200410002","0.411737321465782"
"Rarely ","2013","Employed","Couple + C. GT 16 ","870","0.418876051025214","0.397864299070892","0.439887802979536"
"Rarely ","2013","Employed","Couple + C. LE and GT 16","624","0.394020843780676","0.369407331269958","0.418634356291395"
"Never","2013","Not Employed","1-pers.-HH","293","0.158655856064949","0.141673532776167","0.175638179353731"
"Never","2013","Not Employed","(Married) couple without C. ","820","0.205340396288225","0.192707872708707","0.217972919867744"
"Never","2013","Not Employed","Single parent ","115","0.190427483416211","0.161088398502189","0.219766568330233"
"Never","2013","Not Employed","Couple + C. LE 16 ","152","0.140600052732077","0.119614607452786","0.161585498011367"
"Never","2013","Not Employed","Couple + C. GT 16 ","140","0.23092661840286","0.198896528586785","0.262956708218935"
"Never","2013","Not Employed","Couple + C. LE and GT 16","101","0.195581373690419","0.160918153684044","0.230244593696793"
"Never","2013","Employed","1-pers.-HH","214","0.107699389979738","0.0933902858437687","0.122008494115707"
"Never","2013","Employed","(Married) couple without C. ","632","0.16095255932098","0.149137050186249","0.172768068455711"
"Never","2013","Employed","Single parent ","306","0.192960136080525","0.17531334676793","0.21060692539312"
"Never","2013","Employed","Couple + C. LE 16 ","992","0.166736382646299","0.156823166237075","0.176649599055523"
"Never","2013","Employed","Couple + C. GT 16 ","447","0.177422347586433","0.161152715688784","0.193691979484081"
"Never","2013","Employed","Couple + C. LE and GT 16","305","0.221327779082229","0.200416506784324","0.242239051380134"
"Very often","2014","Not Employed","1-pers.-HH","","","",""
"Very often","2014","Not Employed","(Married) couple without C. ","","","",""
"Very often","2014","Not Employed","Single parent ","","","",""
"Very often","2014","Not Employed","Couple + C. LE 16 ","","","",""
"Very often","2014","Not Employed","Couple + C. GT 16 ","","","",""
"Very often","2014","Not Employed","Couple + C. LE and GT 16","","","",""
"Very often","2014","Employed","1-pers.-HH","","","",""
"Very often","2014","Employed","(Married) couple without C. ","","","",""
"Very often","2014","Employed","Single parent ","","","",""
"Very often","2014","Employed","Couple + C. LE 16 ","","","",""
"Very often","2014","Employed","Couple + C. GT 16 ","","","",""
"Very often","2014","Employed","Couple + C. LE and GT 16","","","",""
"Often","2014","Not Employed","1-pers.-HH","","","",""
"Often","2014","Not Employed","(Married) couple without C. ","","","",""
"Often","2014","Not Employed","Single parent ","","","",""
"Often","2014","Not Employed","Couple + C. LE 16 ","","","",""
"Often","2014","Not Employed","Couple + C. GT 16 ","","","",""
"Often","2014","Not Employed","Couple + C. LE and GT 16","","","",""
"Often","2014","Employed","1-pers.-HH","","","",""
"Often","2014","Employed","(Married) couple without C. ","","","",""
"Often","2014","Employed","Single parent ","","","",""
"Often","2014","Employed","Couple + C. LE 16 ","","","",""
"Often","2014","Employed","Couple + C. GT 16 ","","","",""
"Often","2014","Employed","Couple + C. LE and GT 16","","","",""
"Sometimes","2014","Not Employed","1-pers.-HH","","","",""
"Sometimes","2014","Not Employed","(Married) couple without C. ","","","",""
"Sometimes","2014","Not Employed","Single parent ","","","",""
"Sometimes","2014","Not Employed","Couple + C. LE 16 ","","","",""
"Sometimes","2014","Not Employed","Couple + C. GT 16 ","","","",""
"Sometimes","2014","Not Employed","Couple + C. LE and GT 16","","","",""
"Sometimes","2014","Employed","1-pers.-HH","","","",""
"Sometimes","2014","Employed","(Married) couple without C. ","","","",""
"Sometimes","2014","Employed","Single parent ","","","",""
"Sometimes","2014","Employed","Couple + C. LE 16 ","","","",""
"Sometimes","2014","Employed","Couple + C. GT 16 ","","","",""
"Sometimes","2014","Employed","Couple + C. LE and GT 16","","","",""
"Rarely ","2014","Not Employed","1-pers.-HH","","","",""
"Rarely ","2014","Not Employed","(Married) couple without C. ","","","",""
"Rarely ","2014","Not Employed","Single parent ","","","",""
"Rarely ","2014","Not Employed","Couple + C. LE 16 ","","","",""
"Rarely ","2014","Not Employed","Couple + C. GT 16 ","","","",""
"Rarely ","2014","Not Employed","Couple + C. LE and GT 16","","","",""
"Rarely ","2014","Employed","1-pers.-HH","","","",""
"Rarely ","2014","Employed","(Married) couple without C. ","","","",""
"Rarely ","2014","Employed","Single parent ","","","",""
"Rarely ","2014","Employed","Couple + C. LE 16 ","","","",""
"Rarely ","2014","Employed","Couple + C. GT 16 ","","","",""
"Rarely ","2014","Employed","Couple + C. LE and GT 16","","","",""
"Never","2014","Not Employed","1-pers.-HH","","","",""
"Never","2014","Not Employed","(Married) couple without C. ","","","",""
"Never","2014","Not Employed","Single parent ","","","",""
"Never","2014","Not Employed","Couple + C. LE 16 ","","","",""
"Never","2014","Not Employed","Couple + C. GT 16 ","","","",""
"Never","2014","Not Employed","Couple + C. LE and GT 16","","","",""
"Never","2014","Employed","1-pers.-HH","","","",""
"Never","2014","Employed","(Married) couple without C. ","","","",""
"Never","2014","Employed","Single parent ","","","",""
"Never","2014","Employed","Couple + C. LE 16 ","","","",""
"Never","2014","Employed","Couple + C. GT 16 ","","","",""
"Never","2014","Employed","Couple + C. LE and GT 16","","","",""
"Very often","2015","Not Employed","1-pers.-HH","","","",""
"Very often","2015","Not Employed","(Married) couple without C. ","","","",""
"Very often","2015","Not Employed","Single parent ","","","",""
"Very often","2015","Not Employed","Couple + C. LE 16 ","","","",""
"Very often","2015","Not Employed","Couple + C. GT 16 ","","","",""
"Very often","2015","Not Employed","Couple + C. LE and GT 16","","","",""
"Very often","2015","Employed","1-pers.-HH","","","",""
"Very often","2015","Employed","(Married) couple without C. ","","","",""
"Very often","2015","Employed","Single parent ","","","",""
"Very often","2015","Employed","Couple + C. LE 16 ","","","",""
"Very often","2015","Employed","Couple + C. GT 16 ","","","",""
"Very often","2015","Employed","Couple + C. LE and GT 16","","","",""
"Often","2015","Not Employed","1-pers.-HH","","","",""
"Often","2015","Not Employed","(Married) couple without C. ","","","",""
"Often","2015","Not Employed","Single parent ","","","",""
"Often","2015","Not Employed","Couple + C. LE 16 ","","","",""
"Often","2015","Not Employed","Couple + C. GT 16 ","","","",""
"Often","2015","Not Employed","Couple + C. LE and GT 16","","","",""
"Often","2015","Employed","1-pers.-HH","","","",""
"Often","2015","Employed","(Married) couple without C. ","","","",""
"Often","2015","Employed","Single parent ","","","",""
"Often","2015","Employed","Couple + C. LE 16 ","","","",""
"Often","2015","Employed","Couple + C. GT 16 ","","","",""
"Often","2015","Employed","Couple + C. LE and GT 16","","","",""
"Sometimes","2015","Not Employed","1-pers.-HH","","","",""
"Sometimes","2015","Not Employed","(Married) couple without C. ","","","",""
"Sometimes","2015","Not Employed","Single parent ","","","",""
"Sometimes","2015","Not Employed","Couple + C. LE 16 ","","","",""
"Sometimes","2015","Not Employed","Couple + C. GT 16 ","","","",""
"Sometimes","2015","Not Employed","Couple + C. LE and GT 16","","","",""
"Sometimes","2015","Employed","1-pers.-HH","","","",""
"Sometimes","2015","Employed","(Married) couple without C. ","","","",""
"Sometimes","2015","Employed","Single parent ","","","",""
"Sometimes","2015","Employed","Couple + C. LE 16 ","","","",""
"Sometimes","2015","Employed","Couple + C. GT 16 ","","","",""
"Sometimes","2015","Employed","Couple + C. LE and GT 16","","","",""
"Rarely ","2015","Not Employed","1-pers.-HH","","","",""
"Rarely ","2015","Not Employed","(Married) couple without C. ","","","",""
"Rarely ","2015","Not Employed","Single parent ","","","",""
"Rarely ","2015","Not Employed","Couple + C. LE 16 ","","","",""
"Rarely ","2015","Not Employed","Couple + C. GT 16 ","","","",""
"Rarely ","2015","Not Employed","Couple + C. LE and GT 16","","","",""
"Rarely ","2015","Employed","1-pers.-HH","","","",""
"Rarely ","2015","Employed","(Married) couple without C. ","","","",""
"Rarely ","2015","Employed","Single parent ","","","",""
"Rarely ","2015","Employed","Couple + C. LE 16 ","","","",""
"Rarely ","2015","Employed","Couple + C. GT 16 ","","","",""
"Rarely ","2015","Employed","Couple + C. LE and GT 16","","","",""
"Never","2015","Not Employed","1-pers.-HH","","","",""
"Never","2015","Not Employed","(Married) couple without C. ","","","",""
"Never","2015","Not Employed","Single parent ","","","",""
"Never","2015","Not Employed","Couple + C. LE 16 ","","","",""
"Never","2015","Not Employed","Couple + C. GT 16 ","","","",""
"Never","2015","Not Employed","Couple + C. LE and GT 16","","","",""
"Never","2015","Employed","1-pers.-HH","","","",""
"Never","2015","Employed","(Married) couple without C. ","","","",""
"Never","2015","Employed","Single parent ","","","",""
"Never","2015","Employed","Couple + C. LE 16 ","","","",""
"Never","2015","Employed","Couple + C. GT 16 ","","","",""
"Never","2015","Employed","Couple + C. LE and GT 16","","","",""
"Very often","2016","Not Employed","1-pers.-HH","184","0.195347422163872","0.17039743826728","0.220297406060464"
"Very often","2016","Not Employed","(Married) couple without C. ","29","","",""
"Very often","2016","Not Employed","Single parent ","70","0.181555867498465","0.141229027044294","0.221882707952635"
"Very often","2016","Not Employed","Couple + C. LE 16 ","246","0.127100646309214","0.111772649013854","0.142428643604575"
"Very often","2016","Not Employed","Couple + C. GT 16 ","8","","",""
"Very often","2016","Not Employed","Couple + C. LE and GT 16","46","0.142200912967108","0.108144304958438","0.176257520975777"
"Very often","2016","Employed","1-pers.-HH","","","",""
"Very often","2016","Employed","(Married) couple without C. ","","","",""
"Very often","2016","Employed","Single parent ","","","",""
"Very often","2016","Employed","Couple + C. LE 16 ","","","",""
"Very often","2016","Employed","Couple + C. GT 16 ","","","",""
"Very often","2016","Employed","Couple + C. LE and GT 16","","","",""
"Often","2016","Not Employed","1-pers.-HH","215","0.229771020285325","0.203297007292761","0.256245033277889"
"Often","2016","Not Employed","(Married) couple without C. ","29","","",""
"Often","2016","Not Employed","Single parent ","68","0.193338346639837","0.152024156964508","0.234652536315166"
"Often","2016","Not Employed","Couple + C. LE 16 ","324","0.175876667213268","0.158356846062363","0.193396488364173"
"Often","2016","Not Employed","Couple + C. GT 16 ","17","","",""
"Often","2016","Not Employed","Couple + C. LE and GT 16","51","0.117631721534408","0.0862161779846303","0.149047265084186"
"Often","2016","Employed","1-pers.-HH","","","",""
"Often","2016","Employed","(Married) couple without C. ","","","",""
"Often","2016","Employed","Single parent ","","","",""
"Often","2016","Employed","Couple + C. LE 16 ","","","",""
"Often","2016","Employed","Couple + C. GT 16 ","","","",""
"Often","2016","Employed","Couple + C. LE and GT 16","","","",""
"Sometimes","2016","Not Employed","1-pers.-HH","302","0.31796039699767","0.28865460008599","0.34726619390935"
"Sometimes","2016","Not Employed","(Married) couple without C. ","39","0.282394104457386","0.206737046563522","0.35805116235125"
"Sometimes","2016","Not Employed","Single parent ","99","0.310125678914038","0.261736485098727","0.358514872729349"
"Sometimes","2016","Not Employed","Couple + C. LE 16 ","531","0.307880156667314","0.286637396324374","0.329122917010254"
"Sometimes","2016","Not Employed","Couple + C. GT 16 ","19","","",""
"Sometimes","2016","Not Employed","Couple + C. LE and GT 16","123","0.303338899198232","0.258512666372909","0.348165132023556"
"Sometimes","2016","Employed","1-pers.-HH","","","",""
"Sometimes","2016","Employed","(Married) couple without C. ","","","",""
"Sometimes","2016","Employed","Single parent ","","","",""
"Sometimes","2016","Employed","Couple + C. LE 16 ","","","",""
"Sometimes","2016","Employed","Couple + C. GT 16 ","","","",""
"Sometimes","2016","Employed","Couple + C. LE and GT 16","","","",""
"Rarely ","2016","Not Employed","1-pers.-HH","112","0.103248456480078","0.0840997221291628","0.122397190830992"
"Rarely ","2016","Not Employed","(Married) couple without C. ","8","","",""
"Rarely ","2016","Not Employed","Single parent ","54","0.165093553946451","0.126253618612658","0.203933489280243"
"Rarely ","2016","Not Employed","Couple + C. LE 16 ","287","0.163913004279199","0.146877229529526","0.180948779028872"
"Rarely ","2016","Not Employed","Couple + C. GT 16 ","10","","",""
"Rarely ","2016","Not Employed","Couple + C. LE and GT 16","74","0.186765606850441","0.148762970241902","0.22476824345898"
"Rarely ","2016","Employed","1-pers.-HH","","","",""
"Rarely ","2016","Employed","(Married) couple without C. ","","","",""
"Rarely ","2016","Employed","Single parent ","","","",""
"Rarely ","2016","Employed","Couple + C. LE 16 ","","","",""
"Rarely ","2016","Employed","Couple + C. GT 16 ","","","",""
"Rarely ","2016","Employed","Couple + C. LE and GT 16","","","",""
"Never","2016","Not Employed","1-pers.-HH","157","0.153672704073056","0.1309777261518","0.176367681994311"
"Never","2016","Not Employed","(Married) couple without C. ","31","0.276528971249093","0.201356378756744","0.351701563741443"
"Never","2016","Not Employed","Single parent ","60","0.14988655300121","0.112543113861655","0.187229992140765"
"Never","2016","Not Employed","Couple + C. LE 16 ","426","0.225229525531005","0.206006194636045","0.244452856425964"
"Never","2016","Not Employed","Couple + C. GT 16 ","14","","",""
"Never","2016","Not Employed","Couple + C. LE and GT 16","110","0.250062859449812","0.2078354503012","0.292290268598423"
"Never","2016","Employed","1-pers.-HH","","","",""
"Never","2016","Employed","(Married) couple without C. ","","","",""
"Never","2016","Employed","Single parent ","","","",""
"Never","2016","Employed","Couple + C. LE 16 ","","","",""
"Never","2016","Employed","Couple + C. GT 16 ","","","",""
"Never","2016","Employed","Couple + C. LE and GT 16","","","",""
"Very often","2017","Not Employed","1-pers.-HH","220","0.059454563922402","0.0497966437533397","0.0691124840914642"
"Very often","2017","Not Employed","(Married) couple without C. ","75","0.0132878769875571","0.00966529154670997","0.0169104624284042"
"Very often","2017","Not Employed","Single parent ","74","0.05509850764719","0.0396036077171062","0.0705934075772737"
"Very often","2017","Not Employed","Couple + C. LE 16 ","168","0.0392132467245011","0.030508396327158","0.0479180971218441"
"Very often","2017","Not Employed","Couple + C. GT 16 ","20","","",""
"Very often","2017","Not Employed","Couple + C. LE and GT 16","48","0.0117532657336151","0.00450379639247372","0.0190027350747564"
"Very often","2017","Employed","1-pers.-HH","47","0.0158021383432844","0.0106121490911714","0.0209921275953974"
"Very often","2017","Employed","(Married) couple without C. ","27","","",""
"Very often","2017","Employed","Single parent ","31","0.0200521721692488","0.0131467565416235","0.0269575877968741"
"Very often","2017","Employed","Couple + C. LE 16 ","66","0.0104409106767942","0.00765069206209306","0.0132311292914952"
"Very often","2017","Employed","Couple + C. GT 16 ","24","","",""
"Very often","2017","Employed","Couple + C. LE and GT 16","25","","",""
"Often","2017","Not Employed","1-pers.-HH","357","0.112855746004085","0.0999328430790686","0.125778648929101"
"Often","2017","Not Employed","(Married) couple without C. ","298","0.0781346262641098","0.0696437770835341","0.0866254754446855"
"Often","2017","Not Employed","Single parent ","120","0.133640012462876","0.110533040507965","0.156746984417787"
"Often","2017","Not Employed","Couple + C. LE 16 ","301","0.121200305947157","0.106564110038301","0.135836501856014"
"Often","2017","Not Employed","Couple + C. GT 16 ","83","0.101725268792402","0.0814868445897353","0.12196369299507"
"Often","2017","Not Employed","Couple + C. LE and GT 16","129","0.112909937149881","0.0916214800895343","0.134198394210228"
"Often","2017","Employed","1-pers.-HH","210","0.0801230162519771","0.0688247750680853","0.0914212574358689"
"Often","2017","Employed","(Married) couple without C. ","229","0.0472977851228792","0.041118272540043","0.0534772977057155"
"Often","2017","Employed","Single parent ","154","0.102251893557423","0.0873266797196841","0.117177107395163"
"Often","2017","Employed","Couple + C. LE 16 ","330","0.06607529699545","0.0592562502299765","0.0728943437609234"
"Often","2017","Employed","Couple + C. GT 16 ","124","0.050290826014455","0.0416529189392389","0.0589287330896711"
"Often","2017","Employed","Couple + C. LE and GT 16","90","0.0486357262851587","0.0383711347532007","0.0589003178171167"
"Sometimes","2017","Not Employed","1-pers.-HH","752","0.32883672294257","0.309649798259852","0.348023647625288"
"Sometimes","2017","Not Employed","(Married) couple without C. ","1170","0.322947541121395","0.308153979101652","0.337741103141139"
"Sometimes","2017","Not Employed","Single parent ","274","0.324925236917422","0.293120394451598","0.356730079383245"
"Sometimes","2017","Not Employed","Couple + C. LE 16 ","688","0.370796754378839","0.349134939177216","0.392458569580461"
"Sometimes","2017","Not Employed","Couple + C. GT 16 ","277","0.293021267297347","0.262548603089727","0.323493931504966"
"Sometimes","2017","Not Employed","Couple + C. LE and GT 16","245","0.314284456957733","0.283057641663331","0.345511272252136"
"Sometimes","2017","Employed","1-pers.-HH","785","0.339411712787739","0.319705817655718","0.359117607919759"
"Sometimes","2017","Employed","(Married) couple without C. ","1349","0.292669600925191","0.279424502168089","0.305914699682293"
"Sometimes","2017","Employed","Single parent ","530","0.317184152484189","0.29425884497037","0.340109459998009"
"Sometimes","2017","Employed","Couple + C. LE 16 ","1559","0.318947053344417","0.306153301851134","0.3317408048377"
"Sometimes","2017","Employed","Couple + C. GT 16 ","712","0.282030016966516","0.26424437124465","0.299815662688382"
"Sometimes","2017","Employed","Couple + C. LE and GT 16","498","0.28940338676014","0.267763552959912","0.311043220560368"
"Rarely ","2017","Not Employed","1-pers.-HH","589","0.304071442358873","0.285283843956706","0.32285904076104"
"Rarely ","2017","Not Employed","(Married) couple without C. ","1490","0.390152634557551","0.374720590526961","0.40558467858814"
"Rarely ","2017","Not Employed","Single parent ","238","0.329405888123205","0.297488956208457","0.361322820037954"
"Rarely ","2017","Not Employed","Couple + C. LE 16 ","376","0.261554491143812","0.241845167320802","0.281263814966821"
"Rarely ","2017","Not Employed","Couple + C. GT 16 ","323","0.402455563187728","0.369623229629273","0.435287896746184"
"Rarely ","2017","Not Employed","Couple + C. LE and GT 16","237","0.335897445102937","0.3041275945651","0.367667295640773"
"Rarely ","2017","Employed","1-pers.-HH","831","0.411729284057362","0.391247781523059","0.432210786591664"
"Rarely ","2017","Employed","(Married) couple without C. ","2029","0.462760894917421","0.448245884023306","0.477275905811536"
"Rarely ","2017","Employed","Single parent ","587","0.366887562024293","0.343145712350494","0.390629411698092"
"Rarely ","2017","Employed","Couple + C. LE 16 ","2073","0.402634684274368","0.389172244644372","0.416097123904365"
"Rarely ","2017","Employed","Couple + C. GT 16 ","1054","0.437771474084022","0.418162765403315","0.45738018276473"
"Rarely ","2017","Employed","Couple + C. LE and GT 16","653","0.385890042271509","0.362660245762738","0.40911983878028"
"Never","2017","Not Employed","1-pers.-HH","385","0.19478152477207","0.17860698738536","0.21095606215878"
"Never","2017","Not Employed","(Married) couple without C. ","805","0.195477321069387","0.182931099857454","0.208023542281321"
"Never","2017","Not Employed","Single parent ","127","0.156930354849308","0.132229567599442","0.181631142099173"
"Never","2017","Not Employed","Couple + C. LE 16 ","377","0.207235201805691","0.189057651703444","0.225412751907939"
"Never","2017","Not Employed","Couple + C. GT 16 ","154","0.178272498955699","0.152647505263387","0.203897492648011"
"Never","2017","Not Employed","Couple + C. LE and GT 16","190","0.225154895055834","0.197059031221765","0.253250758889903"
"Never","2017","Employed","1-pers.-HH","345","0.152933848559638","0.137955021974918","0.167912675144358"
"Never","2017","Employed","(Married) couple without C. ","899","0.191816550472633","0.1803547393894","0.203278361555866"
"Never","2017","Employed","Single parent ","281","0.193624219764846","0.174159138934159","0.213089300595533"
"Never","2017","Employed","Couple + C. LE 16 ","1070","0.20190205470897","0.190882941597032","0.212921167820909"
"Never","2017","Employed","Couple + C. GT 16 ","545","0.218696677812636","0.202358645335137","0.235034710290134"
"Never","2017","Employed","Couple + C. LE and GT 16","421","0.26069933618871","0.239749961688539","0.281648710688882"
"Very often","2018","Not Employed","1-pers.-HH","2","","",""
"Very often","2018","Not Employed","(Married) couple without C. ","2","","",""
"Very often","2018","Not Employed","Single parent ","3","","",""
"Very often","2018","Not Employed","Couple + C. LE 16 ","23","","",""
"Very often","2018","Not Employed","Couple + C. GT 16 ","3","","",""
"Very often","2018","Not Employed","Couple + C. LE and GT 16","9","","",""
"Very often","2018","Employed","1-pers.-HH","","","",""
"Very often","2018","Employed","(Married) couple without C. ","","","",""
"Very often","2018","Employed","Single parent ","","","",""
"Very often","2018","Employed","Couple + C. LE 16 ","","","",""
"Very often","2018","Employed","Couple + C. GT 16 ","","","",""
"Very often","2018","Employed","Couple + C. LE and GT 16","","","",""
"Often","2018","Not Employed","1-pers.-HH","","","",""
"Often","2018","Not Employed","(Married) couple without C. ","4","","",""
"Often","2018","Not Employed","Single parent ","6","","",""
"Often","2018","Not Employed","Couple + C. LE 16 ","30","0.238332915719578","0.169921344702323","0.306744486736834"
"Often","2018","Not Employed","Couple + C. GT 16 ","3","","",""
"Often","2018","Not Employed","Couple + C. LE and GT 16","21","","",""
"Often","2018","Employed","1-pers.-HH","","","",""
"Often","2018","Employed","(Married) couple without C. ","","","",""
"Often","2018","Employed","Single parent ","","","",""
"Often","2018","Employed","Couple + C. LE 16 ","","","",""
"Often","2018","Employed","Couple + C. GT 16 ","","","",""
"Often","2018","Employed","Couple + C. LE and GT 16","","","",""
"Sometimes","2018","Not Employed","1-pers.-HH","3","","",""
"Sometimes","2018","Not Employed","(Married) couple without C. ","7","","",""
"Sometimes","2018","Not Employed","Single parent ","10","","",""
"Sometimes","2018","Not Employed","Couple + C. LE 16 ","43","0.272928673062123","0.20140199627741","0.344455349846836"
"Sometimes","2018","Not Employed","Couple + C. GT 16 ","4","","",""
"Sometimes","2018","Not Employed","Couple + C. LE and GT 16","31","0.331346726073335","0.242160449749184","0.420533002397485"
"Sometimes","2018","Employed","1-pers.-HH","","","",""
"Sometimes","2018","Employed","(Married) couple without C. ","","","",""
"Sometimes","2018","Employed","Single parent ","","","",""
"Sometimes","2018","Employed","Couple + C. LE 16 ","","","",""
"Sometimes","2018","Employed","Couple + C. GT 16 ","","","",""
"Sometimes","2018","Employed","Couple + C. LE and GT 16","","","",""
"Rarely ","2018","Not Employed","1-pers.-HH","2","","",""
"Rarely ","2018","Not Employed","(Married) couple without C. ","","","",""
"Rarely ","2018","Not Employed","Single parent ","2","","",""
"Rarely ","2018","Not Employed","Couple + C. LE 16 ","14","","",""
"Rarely ","2018","Not Employed","Couple + C. GT 16 ","4","","",""
"Rarely ","2018","Not Employed","Couple + C. LE and GT 16","18","","",""
"Rarely ","2018","Employed","1-pers.-HH","","","",""
"Rarely ","2018","Employed","(Married) couple without C. ","","","",""
"Rarely ","2018","Employed","Single parent ","","","",""
"Rarely ","2018","Employed","Couple + C. LE 16 ","","","",""
"Rarely ","2018","Employed","Couple + C. GT 16 ","","","",""
"Rarely ","2018","Employed","Couple + C. LE and GT 16","","","",""
"Never","2018","Not Employed","1-pers.-HH","1","","",""
"Never","2018","Not Employed","(Married) couple without C. ","8","","",""
"Never","2018","Not Employed","Single parent ","4","","",""
"Never","2018","Not Employed","Couple + C. LE 16 ","39","0.309328186243803","0.235111668928824","0.383544703558781"
"Never","2018","Not Employed","Couple + C. GT 16 ","4","","",""
"Never","2018","Not Employed","Couple + C. LE and GT 16","28","","",""
"Never","2018","Employed","1-pers.-HH","","","",""
"Never","2018","Employed","(Married) couple without C. ","","","",""
"Never","2018","Employed","Single parent ","","","",""
"Never","2018","Employed","Couple + C. LE 16 ","","","",""
"Never","2018","Employed","Couple + C. GT 16 ","","","",""
"Never","2018","Employed","Couple + C. LE and GT 16","","","",""
"Very often","2019","Not Employed","1-pers.-HH","1","","",""
"Very often","2019","Not Employed","(Married) couple without C. ","6","","",""
"Very often","2019","Not Employed","Single parent ","3","","",""
"Very often","2019","Not Employed","Couple + C. LE 16 ","10","","",""
"Very often","2019","Not Employed","Couple + C. GT 16 ","2","","",""
