"plj0587","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Rarely ","2014","35-65 y.","(Married) couple without C. ","","","",""
"Rarely ","2014","35-65 y.","Single parent ","","","",""
"Rarely ","2014","35-65 y.","Couple + C. LE 16 ","","","",""
"Rarely ","2014","35-65 y.","Couple + C. GT 16 ","","","",""
"Rarely ","2014","35-65 y.","Couple + C. LE and GT 16","","","",""
"Rarely ","2014","66 and older","1-pers.-HH","","","",""
"Rarely ","2014","66 and older","(Married) couple without C. ","","","",""
"Rarely ","2014","66 and older","Single parent ","","","",""
"Rarely ","2014","66 and older","Couple + C. LE 16 ","","","",""
"Rarely ","2014","66 and older","Couple + C. GT 16 ","","","",""
"Rarely ","2014","66 and older","Couple + C. LE and GT 16","","","",""
"Never","2014","16-34 y.","1-pers.-HH","","","",""
"Never","2014","16-34 y.","(Married) couple without C. ","","","",""
"Never","2014","16-34 y.","Single parent ","","","",""
"Never","2014","16-34 y.","Couple + C. LE 16 ","","","",""
"Never","2014","16-34 y.","Couple + C. GT 16 ","","","",""
"Never","2014","16-34 y.","Couple + C. LE and GT 16","","","",""
"Never","2014","35-65 y.","1-pers.-HH","","","",""
"Never","2014","35-65 y.","(Married) couple without C. ","","","",""
"Never","2014","35-65 y.","Single parent ","","","",""
"Never","2014","35-65 y.","Couple + C. LE 16 ","","","",""
"Never","2014","35-65 y.","Couple + C. GT 16 ","","","",""
"Never","2014","35-65 y.","Couple + C. LE and GT 16","","","",""
"Never","2014","66 and older","1-pers.-HH","","","",""
"Never","2014","66 and older","(Married) couple without C. ","","","",""
"Never","2014","66 and older","Single parent ","","","",""
"Never","2014","66 and older","Couple + C. LE 16 ","","","",""
"Never","2014","66 and older","Couple + C. GT 16 ","","","",""
"Never","2014","66 and older","Couple + C. LE and GT 16","","","",""
"Very often","2015","16-34 y.","1-pers.-HH","","","",""
"Very often","2015","16-34 y.","(Married) couple without C. ","","","",""
"Very often","2015","16-34 y.","Single parent ","","","",""
"Very often","2015","16-34 y.","Couple + C. LE 16 ","","","",""
"Very often","2015","16-34 y.","Couple + C. GT 16 ","","","",""
"Very often","2015","16-34 y.","Couple + C. LE and GT 16","","","",""
"Very often","2015","35-65 y.","1-pers.-HH","","","",""
"Very often","2015","35-65 y.","(Married) couple without C. ","","","",""
"Very often","2015","35-65 y.","Single parent ","","","",""
"Very often","2015","35-65 y.","Couple + C. LE 16 ","","","",""
"Very often","2015","35-65 y.","Couple + C. GT 16 ","","","",""
"Very often","2015","35-65 y.","Couple + C. LE and GT 16","","","",""
"Very often","2015","66 and older","1-pers.-HH","","","",""
"Very often","2015","66 and older","(Married) couple without C. ","","","",""
"Very often","2015","66 and older","Single parent ","","","",""
"Very often","2015","66 and older","Couple + C. LE 16 ","","","",""
"Very often","2015","66 and older","Couple + C. GT 16 ","","","",""
"Very often","2015","66 and older","Couple + C. LE and GT 16","","","",""
"Often","2015","16-34 y.","1-pers.-HH","","","",""
"Often","2015","16-34 y.","(Married) couple without C. ","","","",""
"Often","2015","16-34 y.","Single parent ","","","",""
"Often","2015","16-34 y.","Couple + C. LE 16 ","","","",""
"Often","2015","16-34 y.","Couple + C. GT 16 ","","","",""
"Often","2015","16-34 y.","Couple + C. LE and GT 16","","","",""
"Often","2015","35-65 y.","1-pers.-HH","","","",""
"Often","2015","35-65 y.","(Married) couple without C. ","","","",""
"Often","2015","35-65 y.","Single parent ","","","",""
"Often","2015","35-65 y.","Couple + C. LE 16 ","","","",""
"Often","2015","35-65 y.","Couple + C. GT 16 ","","","",""
"Often","2015","35-65 y.","Couple + C. LE and GT 16","","","",""
"Often","2015","66 and older","1-pers.-HH","","","",""
"Often","2015","66 and older","(Married) couple without C. ","","","",""
"Often","2015","66 and older","Single parent ","","","",""
"Often","2015","66 and older","Couple + C. LE 16 ","","","",""
"Often","2015","66 and older","Couple + C. GT 16 ","","","",""
"Often","2015","66 and older","Couple + C. LE and GT 16","","","",""
"Sometimes","2015","16-34 y.","1-pers.-HH","","","",""
"Sometimes","2015","16-34 y.","(Married) couple without C. ","","","",""
"Sometimes","2015","16-34 y.","Single parent ","","","",""
"Sometimes","2015","16-34 y.","Couple + C. LE 16 ","","","",""
"Sometimes","2015","16-34 y.","Couple + C. GT 16 ","","","",""
"Sometimes","2015","16-34 y.","Couple + C. LE and GT 16","","","",""
"Sometimes","2015","35-65 y.","1-pers.-HH","","","",""
"Sometimes","2015","35-65 y.","(Married) couple without C. ","","","",""
"Sometimes","2015","35-65 y.","Single parent ","","","",""
"Sometimes","2015","35-65 y.","Couple + C. LE 16 ","","","",""
"Sometimes","2015","35-65 y.","Couple + C. GT 16 ","","","",""
"Sometimes","2015","35-65 y.","Couple + C. LE and GT 16","","","",""
"Sometimes","2015","66 and older","1-pers.-HH","","","",""
"Sometimes","2015","66 and older","(Married) couple without C. ","","","",""
"Sometimes","2015","66 and older","Single parent ","","","",""
"Sometimes","2015","66 and older","Couple + C. LE 16 ","","","",""
"Sometimes","2015","66 and older","Couple + C. GT 16 ","","","",""
"Sometimes","2015","66 and older","Couple + C. LE and GT 16","","","",""
"Rarely ","2015","16-34 y.","1-pers.-HH","","","",""
"Rarely ","2015","16-34 y.","(Married) couple without C. ","","","",""
"Rarely ","2015","16-34 y.","Single parent ","","","",""
"Rarely ","2015","16-34 y.","Couple + C. LE 16 ","","","",""
"Rarely ","2015","16-34 y.","Couple + C. GT 16 ","","","",""
"Rarely ","2015","16-34 y.","Couple + C. LE and GT 16","","","",""
"Rarely ","2015","35-65 y.","1-pers.-HH","","","",""
"Rarely ","2015","35-65 y.","(Married) couple without C. ","","","",""
"Rarely ","2015","35-65 y.","Single parent ","","","",""
"Rarely ","2015","35-65 y.","Couple + C. LE 16 ","","","",""
"Rarely ","2015","35-65 y.","Couple + C. GT 16 ","","","",""
"Rarely ","2015","35-65 y.","Couple + C. LE and GT 16","","","",""
"Rarely ","2015","66 and older","1-pers.-HH","","","",""
"Rarely ","2015","66 and older","(Married) couple without C. ","","","",""
"Rarely ","2015","66 and older","Single parent ","","","",""
"Rarely ","2015","66 and older","Couple + C. LE 16 ","","","",""
"Rarely ","2015","66 and older","Couple + C. GT 16 ","","","",""
"Rarely ","2015","66 and older","Couple + C. LE and GT 16","","","",""
"Never","2015","16-34 y.","1-pers.-HH","","","",""
"Never","2015","16-34 y.","(Married) couple without C. ","","","",""
"Never","2015","16-34 y.","Single parent ","","","",""
"Never","2015","16-34 y.","Couple + C. LE 16 ","","","",""
"Never","2015","16-34 y.","Couple + C. GT 16 ","","","",""
"Never","2015","16-34 y.","Couple + C. LE and GT 16","","","",""
"Never","2015","35-65 y.","1-pers.-HH","","","",""
"Never","2015","35-65 y.","(Married) couple without C. ","","","",""
"Never","2015","35-65 y.","Single parent ","","","",""
"Never","2015","35-65 y.","Couple + C. LE 16 ","","","",""
"Never","2015","35-65 y.","Couple + C. GT 16 ","","","",""
"Never","2015","35-65 y.","Couple + C. LE and GT 16","","","",""
"Never","2015","66 and older","1-pers.-HH","","","",""
"Never","2015","66 and older","(Married) couple without C. ","","","",""
"Never","2015","66 and older","Single parent ","","","",""
"Never","2015","66 and older","Couple + C. LE 16 ","","","",""
"Never","2015","66 and older","Couple + C. GT 16 ","","","",""
"Never","2015","66 and older","Couple + C. LE and GT 16","","","",""
"Very often","2016","16-34 y.","1-pers.-HH","136","0.18652898185717","0.15927954917883","0.213778414535511"
"Very often","2016","16-34 y.","(Married) couple without C. ","16","","",""
"Very often","2016","16-34 y.","Single parent ","24","","",""
"Very often","2016","16-34 y.","Couple + C. LE 16 ","122","0.118420466279842","0.0977872575006555","0.139053675059028"
"Very often","2016","16-34 y.","Couple + C. GT 16 ","","","",""
"Very often","2016","16-34 y.","Couple + C. LE and GT 16","11","","",""
"Very often","2016","35-65 y.","1-pers.-HH","48","0.243845666772099","0.181632072872736","0.306059260671462"
"Very often","2016","35-65 y.","(Married) couple without C. ","11","","",""
"Very often","2016","35-65 y.","Single parent ","43","0.201917625176259","0.14453503588744","0.259300214465077"
"Very often","2016","35-65 y.","Couple + C. LE 16 ","124","0.140866952287649","0.117776915737539","0.163956988837758"
"Very often","2016","35-65 y.","Couple + C. GT 16 ","7","","",""
"Very often","2016","35-65 y.","Couple + C. LE and GT 16","35","0.1417906710229","0.103329279381885","0.180252062663915"
"Very often","2016","66 and older","1-pers.-HH","","","",""
"Very often","2016","66 and older","(Married) couple without C. ","2","","",""
"Very often","2016","66 and older","Single parent ","3","","",""
"Very often","2016","66 and older","Couple + C. LE 16 ","","","",""
"Very often","2016","66 and older","Couple + C. GT 16 ","1","","",""
"Very often","2016","66 and older","Couple + C. LE and GT 16","","","",""
"Often","2016","16-34 y.","1-pers.-HH","172","0.219684038281999","0.190720757158899","0.248647319405098"
"Often","2016","16-34 y.","(Married) couple without C. ","12","","",""
"Often","2016","16-34 y.","Single parent ","35","0.201453511981213","0.139110604534078","0.263796419428347"
"Often","2016","16-34 y.","Couple + C. LE 16 ","168","0.168168738065383","0.144284417511364","0.192053058619402"
"Often","2016","16-34 y.","Couple + C. GT 16 ","6","","",""
"Often","2016","16-34 y.","Couple + C. LE and GT 16","6","","",""
"Often","2016","35-65 y.","1-pers.-HH","43","0.285363190443844","0.219935104850036","0.350791276037653"
"Often","2016","35-65 y.","(Married) couple without C. ","14","","",""
"Often","2016","35-65 y.","Single parent ","33","0.18868388669911","0.13275558601966","0.24461218737856"
"Often","2016","35-65 y.","Couple + C. LE 16 ","156","0.1881010347668","0.162163037817711","0.214039031715888"
"Often","2016","35-65 y.","Couple + C. GT 16 ","11","","",""
"Often","2016","35-65 y.","Couple + C. LE and GT 16","45","0.137448186261368","0.0994846506065605","0.175411721916176"
"Often","2016","66 and older","1-pers.-HH","","","",""
"Often","2016","66 and older","(Married) couple without C. ","3","","",""
"Often","2016","66 and older","Single parent ","","","",""
"Often","2016","66 and older","Couple + C. LE 16 ","","","",""
"Often","2016","66 and older","Couple + C. GT 16 ","","","",""
"Often","2016","66 and older","Couple + C. LE and GT 16","","","",""
"Sometimes","2016","16-34 y.","1-pers.-HH","251","0.324582155499115","0.291828343804002","0.357335967194228"
"Sometimes","2016","16-34 y.","(Married) couple without C. ","21","","",""
"Sometimes","2016","16-34 y.","Single parent ","44","0.299462957280229","0.228270065197442","0.370655849363015"
"Sometimes","2016","16-34 y.","Couple + C. LE 16 ","278","0.309047668805678","0.279538334067014","0.338557003544341"
"Sometimes","2016","16-34 y.","Couple + C. GT 16 ","5","","",""
"Sometimes","2016","16-34 y.","Couple + C. LE and GT 16","21","","",""
"Sometimes","2016","35-65 y.","1-pers.-HH","49","0.271602339120372","0.207159662524442","0.336045015716302"
"Sometimes","2016","35-65 y.","(Married) couple without C. ","16","","",""
"Sometimes","2016","35-65 y.","Single parent ","54","0.328060820430429","0.260947097276493","0.395174543584365"
"Sometimes","2016","35-65 y.","Couple + C. LE 16 ","253","0.306028544226573","0.275441210572097","0.336615877881049"
"Sometimes","2016","35-65 y.","Couple + C. GT 16 ","13","","",""
"Sometimes","2016","35-65 y.","Couple + C. LE and GT 16","101","0.302364798180517","0.25172588722098","0.353003709140053"
"Sometimes","2016","66 and older","1-pers.-HH","2","","",""
"Sometimes","2016","66 and older","(Married) couple without C. ","2","","",""
"Sometimes","2016","66 and older","Single parent ","1","","",""
"Sometimes","2016","66 and older","Couple + C. LE 16 ","","","",""
"Sometimes","2016","66 and older","Couple + C. GT 16 ","1","","",""
"Sometimes","2016","66 and older","Couple + C. LE and GT 16","1","","",""
"Rarely ","2016","16-34 y.","1-pers.-HH","98","0.112870797565261","0.0907348816036401","0.135006713526883"
"Rarely ","2016","16-34 y.","(Married) couple without C. ","6","","",""
"Rarely ","2016","16-34 y.","Single parent ","28","","",""
"Rarely ","2016","16-34 y.","Couple + C. LE 16 ","146","0.168663281947893","0.144750979542261","0.192575584353525"
"Rarely ","2016","16-34 y.","Couple + C. GT 16 ","2","","",""
"Rarely ","2016","16-34 y.","Couple + C. LE and GT 16","19","","",""
"Rarely ","2016","35-65 y.","1-pers.-HH","14","","",""
"Rarely ","2016","35-65 y.","(Married) couple without C. ","2","","",""
"Rarely ","2016","35-65 y.","Single parent ","26","","",""
"Rarely ","2016","35-65 y.","Couple + C. LE 16 ","141","0.156379315386977","0.132271763392711","0.180486867381244"
"Rarely ","2016","35-65 y.","Couple + C. GT 16 ","8","","",""
"Rarely ","2016","35-65 y.","Couple + C. LE and GT 16","55","0.179950918727186","0.137596228765248","0.222305608689125"
"Rarely ","2016","66 and older","1-pers.-HH","","","",""
"Rarely ","2016","66 and older","(Married) couple without C. ","","","",""
"Rarely ","2016","66 and older","Single parent ","","","",""
"Rarely ","2016","66 and older","Couple + C. LE 16 ","","","",""
"Rarely ","2016","66 and older","Couple + C. GT 16 ","","","",""
"Rarely ","2016","66 and older","Couple + C. LE and GT 16","","","",""
"Never","2016","16-34 y.","1-pers.-HH","128","0.156334026796454","0.13092867070117","0.181739382891739"
"Never","2016","16-34 y.","(Married) couple without C. ","20","","",""
"Never","2016","16-34 y.","Single parent ","28","","",""
"Never","2016","16-34 y.","Couple + C. LE 16 ","228","0.235699844901204","0.208595790405205","0.262803899397203"
"Never","2016","16-34 y.","Couple + C. GT 16 ","6","","",""
"Never","2016","16-34 y.","Couple + C. LE and GT 16","29","","",""
"Never","2016","35-65 y.","1-pers.-HH","29","","",""
"Never","2016","35-65 y.","(Married) couple without C. ","11","","",""
"Never","2016","35-65 y.","Single parent ","32","0.131527248639074","0.0832152357447326","0.179839261533415"
"Never","2016","35-65 y.","Couple + C. LE 16 ","198","0.208624153332001","0.181655234404835","0.235593072259167"
"Never","2016","35-65 y.","Couple + C. GT 16 ","8","","",""
"Never","2016","35-65 y.","Couple + C. LE and GT 16","80","0.238445425808029","0.191461471766479","0.28542937984958"
"Never","2016","66 and older","1-pers.-HH","","","",""
"Never","2016","66 and older","(Married) couple without C. ","","","",""
"Never","2016","66 and older","Single parent ","","","",""
"Never","2016","66 and older","Couple + C. LE 16 ","","","",""
"Never","2016","66 and older","Couple + C. GT 16 ","","","",""
"Never","2016","66 and older","Couple + C. LE and GT 16","1","","",""
"Very often","2017","16-34 y.","1-pers.-HH","127","0.0247258078950626","0.0164175409029846","0.0330340748871407"
"Very often","2017","16-34 y.","(Married) couple without C. ","23","","",""
"Very often","2017","16-34 y.","Single parent ","34","0.017725436509259","0.00915224918226437","0.0262986238362537"
"Very often","2017","16-34 y.","Couple + C. LE 16 ","127","0.0282268446058218","0.0209864259720491","0.0354672632395945"
"Very often","2017","16-34 y.","Couple + C. GT 16 ","15","","",""
"Very often","2017","16-34 y.","Couple + C. LE and GT 16","19","","",""
"Very often","2017","35-65 y.","1-pers.-HH","90","0.0312006818501215","0.0231689205452786","0.0392324431549645"
"Very often","2017","35-65 y.","(Married) couple without C. ","44","0.00586169187994567","0.00347656975917478","0.00824681400071655"
"Very often","2017","35-65 y.","Single parent ","70","0.0431510509097059","0.0326304056650782","0.0536716961543336"
"Very often","2017","35-65 y.","Couple + C. LE 16 ","107","0.0100230705994285","0.00725924426976987","0.012786896929087"
"Very often","2017","35-65 y.","Couple + C. GT 16 ","28","","",""
"Very often","2017","35-65 y.","Couple + C. LE and GT 16","54","0.0172638608714664","0.0110920797809573","0.0234356419619755"
"Very often","2017","66 and older","1-pers.-HH","50","0.0478711461314312","0.0366030450576302","0.0591392472052322"
