"plj0587","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Often","2015","Couple + C. LE and GT 16","","","","","2"
"Rarely ","2015","(Married) couple without C. ","","","","","4"
"Rarely ","2015","Single parent ","","","","","4"
"Rarely ","2015","1-pers.-HH","","","","","4"
"Rarely ","2015","Couple + C. GT 16 ","","","","","4"
"Rarely ","2015","Couple + C. LE 16 ","","","","","4"
"Rarely ","2015","Couple + C. LE and GT 16","","","","","4"
"Sometimes","2015","Single parent ","","","","","3"
"Sometimes","2015","Couple + C. LE 16 ","","","","","3"
"Sometimes","2015","1-pers.-HH","","","","","3"
"Sometimes","2015","(Married) couple without C. ","","","","","3"
"Sometimes","2015","Couple + C. GT 16 ","","","","","3"
"Sometimes","2015","Couple + C. LE and GT 16","","","","","3"
"Very often","2015","1-pers.-HH","","","","","1"
"Very often","2015","(Married) couple without C. ","","","","","1"
"Very often","2015","Single parent ","","","","","1"
"Very often","2015","Couple + C. LE 16 ","","","","","1"
"Very often","2015","Couple + C. GT 16 ","","","","","1"
"Very often","2015","Couple + C. LE and GT 16","","","","","1"
"Never","2016","1-pers.-HH","157","0.153672704073056","0.1309777261518","0.176367681994311","5"
"Never","2016","(Married) couple without C. ","31","0.276528971249093","0.201356378756744","0.351701563741443","5"
"Never","2016","Single parent ","60","0.14988655300121","0.112543113861655","0.187229992140765","5"
"Never","2016","Couple + C. LE 16 ","426","0.225180486458971","0.205963936129201","0.244397036788742","5"
"Never","2016","Couple + C. GT 16 ","14","","","","5"
"Never","2016","Couple + C. LE and GT 16","110","0.250062859449812","0.2078354503012","0.292290268598423","5"
"Often","2016","1-pers.-HH","215","0.229771020285325","0.203297007292761","0.256245033277889","2"
"Often","2016","(Married) couple without C. ","29","","","","2"
"Often","2016","Single parent ","68","0.193338346639837","0.152024156964508","0.234652536315166","2"
"Often","2016","Couple + C. LE 16 ","324","0.175838373705647","0.158324879609802","0.193351867801492","2"
"Often","2016","Couple + C. GT 16 ","17","","","","2"
"Often","2016","Couple + C. LE and GT 16","51","0.117631721534408","0.0862161779846303","0.149047265084186","2"
"Rarely ","2016","1-pers.-HH","112","0.103248456480078","0.0840997221291628","0.122397190830992","4"
"Rarely ","2016","(Married) couple without C. ","8","","","","4"
"Rarely ","2016","Single parent ","54","0.165093553946451","0.126253618612658","0.203933489280243","4"
"Rarely ","2016","Couple + C. LE 16 ","287","0.163877315611805","0.146847725298044","0.180906905925565","4"
"Rarely ","2016","Couple + C. GT 16 ","10","","","","4"
"Rarely ","2016","Couple + C. LE and GT 16","74","0.186765606850441","0.148762970241902","0.22476824345898","4"
"Sometimes","2016","1-pers.-HH","302","0.31796039699767","0.28865460008599","0.34726619390935","3"
"Sometimes","2016","(Married) couple without C. ","39","0.282394104457386","0.206737046563522","0.35805116235125","3"
"Sometimes","2016","Single parent ","99","0.310125678914038","0.261736485098727","0.358514872729349","3"
"Sometimes","2016","Couple + C. LE 16 ","531","0.307813122129347","0.286577498365106","0.329048745893588","3"
"Sometimes","2016","Couple + C. GT 16 ","19","","","","3"
"Sometimes","2016","Couple + C. LE and GT 16","123","0.303338899198232","0.258512666372909","0.348165132023556","3"
"Very often","2016","1-pers.-HH","184","0.195347422163872","0.17039743826728","0.220297406060464","1"
"Very often","2016","(Married) couple without C. ","29","","","","1"
"Very often","2016","Single parent ","70","0.181555867498465","0.141229027044294","0.221882707952635","1"
"Very often","2016","Couple + C. LE 16 ","247","0.127290702094229","0.111957144852682","0.142624259335777","1"
"Very often","2016","Couple + C. GT 16 ","8","","","","1"
"Very often","2016","Couple + C. LE and GT 16","46","0.142200912967108","0.108144304958438","0.176257520975777","1"
"Never","2017","1-pers.-HH","730","0.172463492454613","0.161451319927658","0.183475664981568","5"
"Never","2017","(Married) couple without C. ","1704","0.193413218041988","0.184952094314272","0.201874341769704","5"
"Never","2017","Single parent ","408","0.182194263570717","0.166802369996538","0.197586157144896","5"
"Never","2017","Couple + C. LE 16 ","1447","0.202674342406731","0.193262637528439","0.212086047285022","5"
"Never","2017","Couple + C. GT 16 ","699","0.208675162846503","0.194844161960184","0.222506163732821","5"
"Never","2017","Couple + C. LE and GT 16","611","0.25191211210554","0.23501648551548","0.268807738695601","5"
"Often","2017","1-pers.-HH","567","0.0953988598262782","0.0868357602353034","0.103961959417253","2"
"Often","2017","Single parent ","274","0.112029136290813","0.0994525006869694","0.124605771894656","2"
"Often","2017","(Married) couple without C. ","527","0.0607474626949209","0.0556304713778277","0.065864454012014","2"
"Often","2017","Couple + C. LE and GT 16","219","0.0645254653170892","0.054963326949253","0.0740876036849255","2"
"Often","2017","Couple + C. LE 16 ","631","0.0740578944149932","0.0679269321772156","0.0801888566527709","2"
"Often","2017","Couple + C. GT 16 ","207","0.0630418837390442","0.0547697888088119","0.0713139786692764","2"
"Rarely ","2017","1-pers.-HH","1420","0.361487084222895","0.347482762698231","0.375491405747559","4"
"Rarely ","2017","(Married) couple without C. ","3519","0.431092356417173","0.420483575869326","0.441701136965019","4"
"Rarely ","2017","Couple + C. GT 16 ","1377","0.429016344367167","0.412170623993855","0.445862064740479","4"
"Rarely ","2017","Couple + C. LE 16 ","2449","0.38220500259179","0.370828168583133","0.393581836600447","4"
"Rarely ","2017","Couple + C. LE and GT 16","890","0.373530974585576","0.35470373807158","0.392358211099572","4"
"Rarely ","2017","Single parent ","825","0.355212207254274","0.336128973477903","0.374295441030645","4"
"Sometimes","2017","1-pers.-HH","1537","0.33447653347645","0.320723599725176","0.348229467227723","3"
"Sometimes","2017","(Married) couple without C. ","2519","0.30587551041895","0.296004753495032","0.315746267342868","3"
"Sometimes","2017","Couple + C. GT 16 ","989","0.284754846086156","0.269394399092599","0.300115293079714","3"
"Sometimes","2017","Couple + C. LE and GT 16","743","0.295554434076878","0.277795539628693","0.313313328525062","3"
"Sometimes","2017","Single parent ","804","0.31959546173631","0.301001003527866","0.338189919944753","3"
"Sometimes","2017","Couple + C. LE 16 ","2247","0.32645535669987","0.315476777548845","0.337433935850895","3"
"Very often","2017","Single parent ","105","0.030968931147886","0.0240612610967581","0.0378766011990139","1"
"Very often","2017","Couple + C. LE and GT 16","73","0.0144770139149167","0.00982815526640926","0.0191258725634242","1"
"Very often","2017","1-pers.-HH","267","0.036174030019764","0.0307311520577156","0.0416169079818125","1"
"Very often","2017","(Married) couple without C. ","102","0.00887145242696867","0.00686272145103145","0.0108801834029059","1"
"Very often","2017","Couple + C. LE 16 ","234","0.014607403886616","0.0117984655167898","0.0174163422564422","1"
"Very often","2017","Couple + C. GT 16 ","44","0.0145117629611299","0.0104414608943614","0.0185820650278985","1"
"Never","2018","1-pers.-HH","1","","","","5"
"Never","2018","(Married) couple without C. ","8","","","","5"
"Never","2018","Single parent ","4","","","","5"
"Never","2018","Couple + C. GT 16 ","4","","","","5"
"Never","2018","Couple + C. LE and GT 16","28","","","","5"
"Never","2018","Couple + C. LE 16 ","39","0.309328186243803","0.235111668928824","0.383544703558781","5"
"Often","2018","Single parent ","6","","","","2"
"Often","2018","Couple + C. LE 16 ","30","0.238332915719578","0.169921344702323","0.306744486736834","2"
"Often","2018","Couple + C. LE and GT 16","21","","","","2"
"Often","2018","1-pers.-HH","","","","","2"
"Often","2018","(Married) couple without C. ","4","","","","2"
"Often","2018","Couple + C. GT 16 ","3","","","","2"
"Rarely ","2018","1-pers.-HH","2","","","","4"
"Rarely ","2018","(Married) couple without C. ","","","","","4"
"Rarely ","2018","Couple + C. LE and GT 16","18","","","","4"
"Rarely ","2018","Single parent ","2","","","","4"
"Rarely ","2018","Couple + C. LE 16 ","14","","","","4"
"Rarely ","2018","Couple + C. GT 16 ","4","","","","4"
"Sometimes","2018","1-pers.-HH","3","","","","3"
"Sometimes","2018","(Married) couple without C. ","7","","","","3"
"Sometimes","2018","Single parent ","10","","","","3"
"Sometimes","2018","Couple + C. LE and GT 16","31","0.331346726073335","0.242160449749184","0.420533002397485","3"
"Sometimes","2018","Couple + C. LE 16 ","43","0.272928673062123","0.20140199627741","0.344455349846836","3"
"Sometimes","2018","Couple + C. GT 16 ","4","","","","3"
"Very often","2018","Single parent ","3","","","","1"
"Very often","2018","(Married) couple without C. ","2","","","","1"
"Very often","2018","Couple + C. LE and GT 16","9","","","","1"
"Very often","2018","Couple + C. LE 16 ","23","","","","1"
"Very often","2018","1-pers.-HH","2","","","","1"
"Very often","2018","Couple + C. GT 16 ","3","","","","1"
"Never","2019","1-pers.-HH","","","","","5"
"Never","2019","(Married) couple without C. ","","","","","5"
"Never","2019","Single parent ","5","","","","5"
"Never","2019","Couple + C. LE 16 ","21","","","","5"
"Never","2019","Couple + C. GT 16 ","2","","","","5"
"Never","2019","Couple + C. LE and GT 16","14","","","","5"
"Often","2019","1-pers.-HH","","","","","2"
"Often","2019","(Married) couple without C. ","4","","","","2"
"Often","2019","Single parent ","4","","","","2"
"Often","2019","Couple + C. LE 16 ","23","","","","2"
"Often","2019","Couple + C. LE and GT 16","13","","","","2"
"Often","2019","Couple + C. GT 16 ","10","","","","2"
"Rarely ","2019","1-pers.-HH","1","","","","4"
"Rarely ","2019","(Married) couple without C. ","1","","","","4"
"Rarely ","2019","Single parent ","2","","","","4"
"Rarely ","2019","Couple + C. LE 16 ","7","","","","4"
"Rarely ","2019","Couple + C. LE and GT 16","9","","","","4"
"Rarely ","2019","Couple + C. GT 16 ","1","","","","4"
"Sometimes","2019","Single parent ","5","","","","3"
"Sometimes","2019","Couple + C. LE and GT 16","22","","","","3"
"Sometimes","2019","(Married) couple without C. ","6","","","","3"
"Sometimes","2019","1-pers.-HH","3","","","","3"
"Sometimes","2019","Couple + C. LE 16 ","45","0.438329007809624","0.343871548006641","0.532786467612606","3"
"Sometimes","2019","Couple + C. GT 16 ","5","","","","3"
"Very often","2019","Couple + C. LE and GT 16","7","","","","1"
"Very often","2019","Couple + C. LE 16 ","10","","","","1"
"Very often","2019","1-pers.-HH","1","","","","1"
"Very often","2019","(Married) couple without C. ","6","","","","1"
"Very often","2019","Single parent ","3","","","","1"
"Very often","2019","Couple + C. GT 16 ","2","","","","1"
