"plj0587","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Sometimes","2013","1-pers.-HH","Male","616","0.421841557280089","0.396940718549596","0.446742396010583","3"
"Sometimes","2013","Couple + C. LE and GT 16","Male","281","0.295514444490497","0.26696228304474","0.324066605936255","3"
"Sometimes","2013","(Married) couple without C. ","Male","1176","0.315048758296611","0.300275056603436","0.329822459989786","3"
"Sometimes","2013","Single parent ","Male","169","0.288355443904454","0.250041523615454","0.326669364193454","3"
"Sometimes","2013","Single parent ","Female","763","0.370631451629207","0.349835592408741","0.391427310849672","3"
"Sometimes","2013","Couple + C. LE 16 ","Male","995","0.35094197908748","0.334100511729459","0.3677834464455","3"
"Sometimes","2013","Couple + C. LE 16 ","Female","1235","0.371944937191006","0.355698923356829","0.388190951025183","3"
"Sometimes","2013","Couple + C. GT 16 ","Male","445","0.30452862038344","0.28095473099944","0.32810250976744","3"
"Sometimes","2013","Couple + C. LE and GT 16","Female","351","0.325512089673089","0.296979653152663","0.354044526193516","3"
"Sometimes","2013","1-pers.-HH","Female","727","0.35162683335822","0.33105767889238","0.37219598782406","3"
"Very often","2013","1-pers.-HH","Male","60","0.0362427692027751","0.0268193096614784","0.0456662287440718","1"
"Very often","2013","1-pers.-HH","Female","98","0.0467341327815413","0.0376415548128779","0.0558267107502047","1"
"Very often","2013","(Married) couple without C. ","Male","31","0.0102437881672153","0.0070414659870734","0.0134461103473573","1"
"Very often","2013","(Married) couple without C. ","Female","51","0.0123232666128569","0.00883657300987779","0.015809960215836","1"
"Very often","2013","Single parent ","Male","7","","","","1"
"Very often","2013","Single parent ","Female","77","0.0409956823345062","0.0324581461700897","0.0495332184989226","1"
"Very often","2013","Couple + C. LE 16 ","Male","31","0.00967094257454319","0.00621756018459259","0.0131243249644938","1"
"Very often","2013","Couple + C. LE 16 ","Female","63","0.0161562360411609","0.0119184229729274","0.0203940491093944","1"
"Very often","2013","Couple + C. GT 16 ","Male","6","","","","1"
"Very often","2013","Couple + C. GT 16 ","Female","14","","","","1"
"Very often","2013","Couple + C. LE and GT 16","Male","14","","","","1"
"Very often","2013","Couple + C. LE and GT 16","Female","14","","","","1"
"Never","2014","(Married) couple without C. ","Male","","","","","5"
"Never","2014","Couple + C. GT 16 ","Male","","","","","5"
"Never","2014","Couple + C. GT 16 ","Female","","","","","5"
"Never","2014","1-pers.-HH","Female","","","","","5"
"Never","2014","(Married) couple without C. ","Female","","","","","5"
"Never","2014","Single parent ","Male","","","","","5"
"Never","2014","Single parent ","Female","","","","","5"
"Never","2014","Couple + C. LE 16 ","Female","","","","","5"
"Never","2014","1-pers.-HH","Male","","","","","5"
"Never","2014","Couple + C. LE 16 ","Male","","","","","5"
"Never","2014","Couple + C. LE and GT 16","Male","","","","","5"
"Never","2014","Couple + C. LE and GT 16","Female","","","","","5"
"Often","2014","(Married) couple without C. ","Female","","","","","2"
"Often","2014","1-pers.-HH","Female","","","","","2"
"Often","2014","(Married) couple without C. ","Male","","","","","2"
"Often","2014","Single parent ","Male","","","","","2"
"Often","2014","1-pers.-HH","Male","","","","","2"
"Often","2014","Single parent ","Female","","","","","2"
"Often","2014","Couple + C. LE 16 ","Female","","","","","2"
"Often","2014","Couple + C. LE 16 ","Male","","","","","2"
"Often","2014","Couple + C. GT 16 ","Male","","","","","2"
"Often","2014","Couple + C. GT 16 ","Female","","","","","2"
"Often","2014","Couple + C. LE and GT 16","Male","","","","","2"
"Often","2014","Couple + C. LE and GT 16","Female","","","","","2"
"Rarely ","2014","1-pers.-HH","Male","","","","","4"
"Rarely ","2014","(Married) couple without C. ","Male","","","","","4"
"Rarely ","2014","(Married) couple without C. ","Female","","","","","4"
"Rarely ","2014","1-pers.-HH","Female","","","","","4"
"Rarely ","2014","Single parent ","Male","","","","","4"
"Rarely ","2014","Single parent ","Female","","","","","4"
"Rarely ","2014","Couple + C. LE 16 ","Male","","","","","4"
"Rarely ","2014","Couple + C. LE 16 ","Female","","","","","4"
"Rarely ","2014","Couple + C. GT 16 ","Male","","","","","4"
"Rarely ","2014","Couple + C. GT 16 ","Female","","","","","4"
"Rarely ","2014","Couple + C. LE and GT 16","Male","","","","","4"
"Rarely ","2014","Couple + C. LE and GT 16","Female","","","","","4"
"Sometimes","2014","Couple + C. GT 16 ","Female","","","","","3"
"Sometimes","2014","(Married) couple without C. ","Male","","","","","3"
"Sometimes","2014","(Married) couple without C. ","Female","","","","","3"
"Sometimes","2014","Single parent ","Female","","","","","3"
"Sometimes","2014","Couple + C. LE 16 ","Male","","","","","3"
"Sometimes","2014","Couple + C. GT 16 ","Male","","","","","3"
"Sometimes","2014","Couple + C. LE and GT 16","Male","","","","","3"
"Sometimes","2014","Couple + C. LE and GT 16","Female","","","","","3"
"Sometimes","2014","1-pers.-HH","Male","","","","","3"
"Sometimes","2014","1-pers.-HH","Female","","","","","3"
"Sometimes","2014","Single parent ","Male","","","","","3"
"Sometimes","2014","Couple + C. LE 16 ","Female","","","","","3"
"Very often","2014","Single parent ","Female","","","","","1"
"Very often","2014","Couple + C. LE 16 ","Male","","","","","1"
"Very often","2014","Couple + C. LE 16 ","Female","","","","","1"
"Very often","2014","Couple + C. GT 16 ","Male","","","","","1"
"Very often","2014","Couple + C. GT 16 ","Female","","","","","1"
"Very often","2014","Couple + C. LE and GT 16","Male","","","","","1"
"Very often","2014","1-pers.-HH","Male","","","","","1"
"Very often","2014","1-pers.-HH","Female","","","","","1"
"Very often","2014","(Married) couple without C. ","Male","","","","","1"
"Very often","2014","(Married) couple without C. ","Female","","","","","1"
"Very often","2014","Single parent ","Male","","","","","1"
"Very often","2014","Couple + C. LE and GT 16","Female","","","","","1"
"Never","2015","Couple + C. GT 16 ","Male","","","","","5"
"Never","2015","1-pers.-HH","Female","","","","","5"
"Never","2015","(Married) couple without C. ","Male","","","","","5"
"Never","2015","(Married) couple without C. ","Female","","","","","5"
"Never","2015","Single parent ","Male","","","","","5"
"Never","2015","Single parent ","Female","","","","","5"
"Never","2015","Couple + C. LE 16 ","Female","","","","","5"
"Never","2015","Couple + C. GT 16 ","Female","","","","","5"
"Never","2015","Couple + C. LE and GT 16","Male","","","","","5"
"Never","2015","1-pers.-HH","Male","","","","","5"
"Never","2015","Couple + C. LE 16 ","Male","","","","","5"
"Never","2015","Couple + C. LE and GT 16","Female","","","","","5"
"Often","2015","(Married) couple without C. ","Male","","","","","2"
"Often","2015","(Married) couple without C. ","Female","","","","","2"
"Often","2015","Single parent ","Male","","","","","2"
"Often","2015","1-pers.-HH","Female","","","","","2"
"Often","2015","1-pers.-HH","Male","","","","","2"
"Often","2015","Single parent ","Female","","","","","2"
"Often","2015","Couple + C. LE 16 ","Female","","","","","2"
"Often","2015","Couple + C. LE 16 ","Male","","","","","2"
"Often","2015","Couple + C. GT 16 ","Male","","","","","2"
"Often","2015","Couple + C. GT 16 ","Female","","","","","2"
"Often","2015","Couple + C. LE and GT 16","Female","","","","","2"
"Often","2015","Couple + C. LE and GT 16","Male","","","","","2"
"Rarely ","2015","1-pers.-HH","Male","","","","","4"
"Rarely ","2015","1-pers.-HH","Female","","","","","4"
"Rarely ","2015","(Married) couple without C. ","Male","","","","","4"
"Rarely ","2015","(Married) couple without C. ","Female","","","","","4"
"Rarely ","2015","Single parent ","Male","","","","","4"
"Rarely ","2015","Single parent ","Female","","","","","4"
"Rarely ","2015","Couple + C. LE 16 ","Male","","","","","4"
"Rarely ","2015","Couple + C. LE 16 ","Female","","","","","4"
"Rarely ","2015","Couple + C. LE and GT 16","Female","","","","","4"
"Rarely ","2015","Couple + C. GT 16 ","Male","","","","","4"
"Rarely ","2015","Couple + C. GT 16 ","Female","","","","","4"
"Rarely ","2015","Couple + C. LE and GT 16","Male","","","","","4"
"Sometimes","2015","(Married) couple without C. ","Male","","","","","3"
"Sometimes","2015","Single parent ","Female","","","","","3"
"Sometimes","2015","Couple + C. GT 16 ","Male","","","","","3"
"Sometimes","2015","Couple + C. GT 16 ","Female","","","","","3"
"Sometimes","2015","Couple + C. LE and GT 16","Female","","","","","3"
"Sometimes","2015","1-pers.-HH","Female","","","","","3"
"Sometimes","2015","(Married) couple without C. ","Female","","","","","3"
"Sometimes","2015","Single parent ","Male","","","","","3"
"Sometimes","2015","Couple + C. LE 16 ","Male","","","","","3"
"Sometimes","2015","Couple + C. LE 16 ","Female","","","","","3"
"Sometimes","2015","Couple + C. LE and GT 16","Male","","","","","3"
"Sometimes","2015","1-pers.-HH","Male","","","","","3"
"Very often","2015","1-pers.-HH","Male","","","","","1"
"Very often","2015","1-pers.-HH","Female","","","","","1"
"Very often","2015","(Married) couple without C. ","Male","","","","","1"
"Very often","2015","(Married) couple without C. ","Female","","","","","1"
"Very often","2015","Single parent ","Female","","","","","1"
"Very often","2015","Couple + C. LE 16 ","Male","","","","","1"
"Very often","2015","Couple + C. LE 16 ","Female","","","","","1"
"Very often","2015","Couple + C. GT 16 ","Male","","","","","1"
"Very often","2015","Couple + C. GT 16 ","Female","","","","","1"
"Very often","2015","Couple + C. LE and GT 16","Male","","","","","1"
"Very often","2015","Couple + C. LE and GT 16","Female","","","","","1"
"Very often","2015","Single parent ","Male","","","","","1"
"Never","2016","1-pers.-HH","Female","10","","","","5"
"Never","2016","Couple + C. LE 16 ","Female","161","0.190615092521784","0.163681563851487","0.217548621192081","5"
"Never","2016","Couple + C. GT 16 ","Male","8","","","","5"
"Never","2016","Couple + C. GT 16 ","Female","6","","","","5"
"Never","2016","Couple + C. LE and GT 16","Male","65","0.268899735772762","0.210574666676493","0.32722480486903","5"
"Never","2016","1-pers.-HH","Male","147","0.156805855949127","0.132862988585392","0.180748723312863","5"
"Never","2016","(Married) couple without C. ","Male","21","","","","5"
"Never","2016","(Married) couple without C. ","Female","10","","","","5"
"Never","2016","Single parent ","Male","16","","","","5"
"Never","2016","Single parent ","Female","44","0.154373491595275","0.110371344669994","0.198375638520555","5"
"Never","2016","Couple + C. LE 16 ","Male","265","0.260048326093883","0.232833126097416","0.287263526090349","5"
"Never","2016","Couple + C. LE and GT 16","Female","45","0.224120948851188","0.163537968245512","0.284703929456864","5"
"Often","2016","1-pers.-HH","Female","24","","","","2"
"Often","2016","(Married) couple without C. ","Male","16","","","","2"
"Often","2016","(Married) couple without C. ","Female","13","","","","2"
"Often","2016","1-pers.-HH","Male","191","0.218021596277695","0.190833527044438","0.245209665510951","2"
"Often","2016","Single parent ","Male","22","","","","2"
"Often","2016","Single parent ","Female","46","0.15539144425783","0.111271038401551","0.199511850114108","2"
"Often","2016","Couple + C. LE 16 ","Female","155","0.18136987183807","0.154948005099983","0.207791738576156","2"
"Often","2016","Couple + C. LE 16 ","Male","169","0.170258475204487","0.146939546063323","0.193577404345651","2"
"Often","2016","Couple + C. GT 16 ","Male","8","","","","2"
"Often","2016","Couple + C. GT 16 ","Female","9","","","","2"
"Often","2016","Couple + C. LE and GT 16","Female","21","","","","2"
"Often","2016","Couple + C. LE and GT 16","Male","30","0.125498004923888","0.081919691610608","0.169076318237167","2"
"Rarely ","2016","1-pers.-HH","Female","8","","","","4"
"Rarely ","2016","1-pers.-HH","Male","104","0.105562651457309","0.0853296022450431","0.125795700669575","4"
"Rarely ","2016","(Married) couple without C. ","Male","4","","","","4"
"Rarely ","2016","(Married) couple without C. ","Female","4","","","","4"
"Rarely ","2016","Single parent ","Female","45","0.191854614483508","0.143900145930183","0.239809083036833","4"
"Rarely ","2016","Single parent ","Male","9","","","","4"
"Rarely ","2016","Couple + C. LE 16 ","Male","161","0.179793888578702","0.155968950336547","0.203618826820856","4"
"Rarely ","2016","Couple + C. LE 16 ","Female","126","0.148098803937685","0.123742720547925","0.172454887327446","4"
"Rarely ","2016","Couple + C. LE and GT 16","Female","32","0.198235057656327","0.140315376954956","0.256154738357697","4"
"Rarely ","2016","Couple + C. GT 16 ","Male","5","","","","4"
"Rarely ","2016","Couple + C. GT 16 ","Female","5","","","","4"
"Rarely ","2016","Couple + C. LE and GT 16","Male","42","0.178437437438967","0.12807173294517","0.228803141932765","4"
"Sometimes","2016","Single parent ","Female","72","0.332879694578917","0.275488674907383","0.39027071425045","3"
"Sometimes","2016","Couple + C. GT 16 ","Male","9","","","","3"
"Sometimes","2016","Couple + C. LE and GT 16","Female","63","0.369338283422043","0.299221369274104","0.439455197569983","3"
"Sometimes","2016","1-pers.-HH","Female","28","","","","3"
"Sometimes","2016","(Married) couple without C. ","Male","21","","","","3"
"Sometimes","2016","Single parent ","Male","27","","","","3"
"Sometimes","2016","Couple + C. LE 16 ","Female","246","0.33311469811845","0.300795577648212","0.365433818588688","3"
"Sometimes","2016","Couple + C. GT 16 ","Female","10","","","","3"
"Sometimes","2016","Couple + C. LE and GT 16","Male","60","0.255415588642966","0.198049891801548","0.312781285484384","3"
"Sometimes","2016","1-pers.-HH","Male","274","0.320060353390577","0.289343101937851","0.350777604843303","3"
"Sometimes","2016","(Married) couple without C. ","Female","18","","","","3"
"Sometimes","2016","Couple + C. LE 16 ","Male","285","0.282290158447761","0.254364389535672","0.310215927359849","3"
"Very often","2016","1-pers.-HH","Male","170","0.199549542925292","0.173233303604706","0.225865782245877","1"
"Very often","2016","Single parent ","Female","52","0.165500755084471","0.120241107000307","0.210760403168634","1"
"Very often","2016","Couple + C. LE 16 ","Male","118","0.107609151675168","0.0883833269740352","0.126834976376301","1"
"Very often","2016","Couple + C. LE 16 ","Female","129","0.146801533584011","0.122533902058188","0.171069165109834","1"
"Very often","2016","Couple + C. GT 16 ","Male","2","","","","1"
"Very often","2016","Couple + C. GT 16 ","Female","6","","","","1"
"Very often","2016","Couple + C. LE and GT 16","Female","21","","","","1"
"Very often","2016","1-pers.-HH","Female","14","","","","1"
"Very often","2016","(Married) couple without C. ","Male","9","","","","1"
"Very often","2016","(Married) couple without C. ","Female","20","","","","1"
"Very often","2016","Single parent ","Male","18","","","","1"
"Very often","2016","Couple + C. LE and GT 16","Male","25","","","","1"
"Never","2017","Couple + C. LE 16 ","Female","709","0.181977413205657","0.169526960161778","0.194427866249536","5"
"Never","2017","1-pers.-HH","Male","344","0.15750606095152","0.142447552210214","0.172564569692825","5"
"Never","2017","1-pers.-HH","Female","386","0.185118091264853","0.169151208261116","0.201084974268589","5"
"Never","2017","(Married) couple without C. ","Male","883","0.201022651514701","0.188822209769248","0.213223093260154","5"
"Never","2017","(Married) couple without C. ","Female","821","0.185556951608896","0.173836284813832","0.19727761840396","5"
"Never","2017","Single parent ","Male","111","0.173730886066152","0.143490403874596","0.203971368257708","5"
"Never","2017","Single parent ","Female","297","0.186186984430552","0.168269123411276","0.204104845449828","5"
"Never","2017","Couple + C. LE 16 ","Male","738","0.223260943954316","0.209093600757787","0.237428287150846","5"
"Never","2017","Couple + C. GT 16 ","Male","351","0.197216680595048","0.178296625620721","0.216136735569376","5"
"Never","2017","Couple + C. GT 16 ","Female","348","0.222765408807171","0.202484238192314","0.243046579422027","5"
"Never","2017","Couple + C. LE and GT 16","Male","308","0.258767283561882","0.234371220796383","0.283163346327382","5"
"Never","2017","Couple + C. LE and GT 16","Female","303","0.244709193479127","0.22132119877385","0.268097188184405","5"
"Often","2017","1-pers.-HH","Female","245","0.0971738616297654","0.084997286125448","0.109350437134083","2"
"Often","2017","(Married) couple without C. ","Male","205","0.0465006138946232","0.0400903578677265","0.0529108699215199","2"
"Often","2017","(Married) couple without C. ","Female","322","0.0754564473267579","0.0674931082418023","0.0834197864117136","2"
"Often","2017","1-pers.-HH","Male","322","0.093300850375987","0.0812775321248388","0.105324168627135","2"
"Often","2017","Single parent ","Male","54","0.0915110055802428","0.0684973327850704","0.114524678375415","2"
"Often","2017","Single parent ","Female","220","0.121708861489024","0.106659102696521","0.136758620281526","2"
"Often","2017","Couple + C. LE 16 ","Male","283","0.0666124649422493","0.0581293917221033","0.0750955381623953","2"
"Often","2017","Couple + C. LE 16 ","Female","348","0.081543225411116","0.0727120793602929","0.0903743714619391","2"
"Often","2017","Couple + C. GT 16 ","Male","94","0.0506664622764972","0.040237980078908","0.0610949444740864","2"
"Often","2017","Couple + C. GT 16 ","Female","113","0.078259669868799","0.0651688640175208","0.0913504757200772","2"
"Often","2017","Couple + C. LE and GT 16","Male","94","0.053491333698575","0.0409572734134641","0.066025393983686","2"
"Often","2017","Couple + C. LE and GT 16","Female","125","0.0761193331973391","0.0616926607311896","0.0905460056634886","2"
"Rarely ","2017","1-pers.-HH","Female","762","0.339872560097809","0.320400122648755","0.359344997546863","4"
"Rarely ","2017","1-pers.-HH","Male","658","0.387034931999099","0.366900337739693","0.407169526258505","4"
"Rarely ","2017","(Married) couple without C. ","Male","1836","0.457893934259182","0.442726560037504","0.473061308480861","4"
"Rarely ","2017","(Married) couple without C. ","Female","1683","0.40342139548307","0.388630425854865","0.418212365111275","4"
"Rarely ","2017","Single parent ","Female","596","0.323206321291101","0.301677648409394","0.344734994172808","4"
"Rarely ","2017","Single parent ","Male","229","0.423055140628185","0.383622571139542","0.462487710116828","4"
"Rarely ","2017","Couple + C. LE 16 ","Male","1220","0.399740404465869","0.383075491716112","0.416405317215627","4"
"Rarely ","2017","Couple + C. LE and GT 16","Female","436","0.372241452833118","0.345943652157211","0.398539253509024","4"
"Rarely ","2017","Couple + C. LE and GT 16","Male","454","0.374758239971772","0.347794051599314","0.40172242834423","4"
"Rarely ","2017","Couple + C. LE 16 ","Female","1229","0.364575625044394","0.349043906457774","0.380107343631014","4"
"Rarely ","2017","Couple + C. GT 16 ","Male","746","0.456590400790595","0.432905125168792","0.480275676412398","4"
"Rarely ","2017","Couple + C. GT 16 ","Female","631","0.395109127982542","0.371280988807357","0.418937267157726","4"
"Sometimes","2017","Couple + C. LE and GT 16","Female","393","0.292035481145858","0.267299206116014","0.316771756175703","3"
"Sometimes","2017","1-pers.-HH","Female","774","0.334303889648628","0.314910349317178","0.353697429980078","3"
"Sometimes","2017","Single parent ","Male","197","0.28419408222529","0.248194737769077","0.320193426681502","3"
"Sometimes","2017","Single parent ","Female","607","0.336296575016952","0.314549670856727","0.358043479177177","3"
"Sometimes","2017","Couple + C. LE 16 ","Female","1255","0.35266636902762","0.33724794902197","0.36808478903327","3"
"Sometimes","2017","Couple + C. GT 16 ","Male","488","0.281605178280106","0.260218008528881","0.30299234803133","3"
"Sometimes","2017","Couple + C. LE and GT 16","Male","350","0.298903496719413","0.273403380073516","0.324403613365309","3"
"Sometimes","2017","1-pers.-HH","Male","763","0.334680594329567","0.315174051807224","0.354187136851911","3"
"Sometimes","2017","(Married) couple without C. ","Male","1186","0.288724899361483","0.274929103933287","0.30252069478968","3"
"Sometimes","2017","(Married) couple without C. ","Female","1333","0.323582448844913","0.309477118645133","0.337687779044694","3"
"Sometimes","2017","Couple + C. LE 16 ","Male","992","0.300384065557692","0.284788082436397","0.315980048678987","3"
"Sometimes","2017","Couple + C. GT 16 ","Female","501","0.288627923960499","0.266542249795607","0.31071359812539","3"
"Very often","2017","1-pers.-HH","Male","161","0.0274775623438273","0.0207200187897181","0.0342351058979365","1"
"Very often","2017","Single parent ","Female","93","0.0326012577723717","0.0244266085492321","0.0407759069955113","1"
"Very often","2017","Couple + C. LE and GT 16","Female","41","0.0148945393445576","0.00830483930689494","0.0214842393822204","1"
"Very often","2017","1-pers.-HH","Female","106","0.043531597358945","0.0351430649128816","0.0519201298050083","1"
"Very often","2017","(Married) couple without C. ","Male","35","0.00585790097001034","0.00353473055205806","0.00818107138796263","1"
"Very often","2017","Single parent ","Male","12","","","","1"
"Very often","2017","Couple + C. LE 16 ","Male","86","0.0100021210798729","0.00661673931439524","0.0133875028453505","1"
"Very often","2017","Couple + C. LE 16 ","Female","148","0.0192373673112136","0.0148048694221137","0.0236698652003135","1"
"Very often","2017","Couple + C. GT 16 ","Male","20","","","","1"
"Very often","2017","Couple + C. GT 16 ","Female","24","","","","1"
"Very often","2017","Couple + C. LE and GT 16","Male","32","0.0140796460483584","0.00751661356908095","0.0206426785276358","1"
"Very often","2017","(Married) couple without C. ","Female","67","0.0119827567363626","0.00870222700513349","0.0152632864675918","1"
"Never","2018","1-pers.-HH","Male","1","","","","5"
"Never","2018","Couple + C. LE 16 ","Female","19","","","","5"
"Never","2018","Couple + C. GT 16 ","Male","3","","","","5"
"Never","2018","Couple + C. GT 16 ","Female","1","","","","5"
"Never","2018","Couple + C. LE and GT 16","Male","19","","","","5"
"Never","2018","Couple + C. LE and GT 16","Female","9","","","","5"
"Never","2018","1-pers.-HH","Female","","","","","5"
"Never","2018","(Married) couple without C. ","Male","5","","","","5"
"Never","2018","(Married) couple without C. ","Female","3","","","","5"
"Never","2018","Single parent ","Male","3","","","","5"
"Never","2018","Single parent ","Female","1","","","","5"
"Never","2018","Couple + C. LE 16 ","Male","20","","","","5"
"Often","2018","1-pers.-HH","Male","","","","","2"
"Often","2018","1-pers.-HH","Female","","","","","2"
"Often","2018","(Married) couple without C. ","Male","1","","","","2"
"Often","2018","(Married) couple without C. ","Female","3","","","","2"
"Often","2018","Single parent ","Male","2","","","","2"
"Often","2018","Single parent ","Female","4","","","","2"
"Often","2018","Couple + C. LE 16 ","Male","10","","","","2"
"Often","2018","Couple + C. LE 16 ","Female","20","","","","2"
"Often","2018","Couple + C. LE and GT 16","Male","9","","","","2"
"Often","2018","Couple + C. GT 16 ","Male","2","","","","2"
"Often","2018","Couple + C. GT 16 ","Female","1","","","","2"
"Often","2018","Couple + C. LE and GT 16","Female","12","","","","2"
"Rarely ","2018","1-pers.-HH","Male","2","","","","4"
"Rarely ","2018","1-pers.-HH","Female","","","","","4"
"Rarely ","2018","(Married) couple without C. ","Male","","","","","4"
"Rarely ","2018","(Married) couple without C. ","Female","","","","","4"
"Rarely ","2018","Single parent ","Female","1","","","","4"
"Rarely ","2018","Single parent ","Male","1","","","","4"
"Rarely ","2018","Couple + C. LE 16 ","Male","6","","","","4"
"Rarely ","2018","Couple + C. LE and GT 16","Female","8","","","","4"
"Rarely ","2018","Couple + C. LE 16 ","Female","8","","","","4"
"Rarely ","2018","Couple + C. GT 16 ","Female","3","","","","4"
"Rarely ","2018","Couple + C. LE and GT 16","Male","10","","","","4"
"Rarely ","2018","Couple + C. GT 16 ","Male","1","","","","4"
"Sometimes","2018","Single parent ","Male","3","","","","3"
"Sometimes","2018","Couple + C. LE 16 ","Female","33","0.321782061475023","0.227841783830425","0.415722339119622","3"
"Sometimes","2018","Couple + C. LE and GT 16","Male","21","","","","3"
"Sometimes","2018","Couple + C. LE and GT 16","Female","10","","","","3"
"Sometimes","2018","1-pers.-HH","Male","3","","","","3"
"Sometimes","2018","1-pers.-HH","Female","","","","","3"
"Sometimes","2018","(Married) couple without C. ","Female","6","","","","3"
"Sometimes","2018","Single parent ","Female","7","","","","3"
"Sometimes","2018","Couple + C. LE 16 ","Male","10","","","","3"
"Sometimes","2018","Couple + C. GT 16 ","Male","3","","","","3"
"Sometimes","2018","Couple + C. GT 16 ","Female","1","","","","3"
"Sometimes","2018","(Married) couple without C. ","Male","1","","","","3"
"Very often","2018","1-pers.-HH","Male","1","","","","1"
"Very often","2018","1-pers.-HH","Female","1","","","","1"
"Very often","2018","Single parent ","Female","1","","","","1"
"Very often","2018","Couple + C. LE and GT 16","Female","6","","","","1"
"Very often","2018","Single parent ","Male","2","","","","1"
"Very often","2018","Couple + C. LE 16 ","Male","8","","","","1"
"Very often","2018","Couple + C. LE 16 ","Female","15","","","","1"
"Very often","2018","Couple + C. GT 16 ","Male","2","","","","1"
"Very often","2018","Couple + C. LE and GT 16","Male","3","","","","1"
"Very often","2018","(Married) couple without C. ","Male","2","","","","1"
"Very often","2018","(Married) couple without C. ","Female","","","","","1"
"Very often","2018","Couple + C. GT 16 ","Female","1","","","","1"
"Never","2019","1-pers.-HH","Male","","","","","5"
