"plj0587","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"Very often","2015","Couple + C. LE 16 ","East Germany","","","",""
"Very often","2015","Couple + C. GT 16 ","West Germany","","","",""
"Very often","2015","Couple + C. GT 16 ","East Germany","","","",""
"Very often","2015","Couple + C. LE and GT 16","West Germany","","","",""
"Very often","2015","Couple + C. LE and GT 16","East Germany","","","",""
"Often","2015","1-pers.-HH","West Germany","","","",""
"Often","2015","1-pers.-HH","East Germany","","","",""
"Often","2015","(Married) couple without C. ","West Germany","","","",""
"Often","2015","(Married) couple without C. ","East Germany","","","",""
"Often","2015","Single parent ","West Germany","","","",""
"Often","2015","Single parent ","East Germany","","","",""
"Often","2015","Couple + C. LE 16 ","West Germany","","","",""
"Often","2015","Couple + C. LE 16 ","East Germany","","","",""
"Often","2015","Couple + C. GT 16 ","West Germany","","","",""
"Often","2015","Couple + C. GT 16 ","East Germany","","","",""
"Often","2015","Couple + C. LE and GT 16","West Germany","","","",""
"Often","2015","Couple + C. LE and GT 16","East Germany","","","",""
"Sometimes","2015","1-pers.-HH","West Germany","","","",""
"Sometimes","2015","1-pers.-HH","East Germany","","","",""
"Sometimes","2015","(Married) couple without C. ","West Germany","","","",""
"Sometimes","2015","(Married) couple without C. ","East Germany","","","",""
"Sometimes","2015","Single parent ","West Germany","","","",""
"Sometimes","2015","Single parent ","East Germany","","","",""
"Sometimes","2015","Couple + C. LE 16 ","West Germany","","","",""
"Sometimes","2015","Couple + C. LE 16 ","East Germany","","","",""
"Sometimes","2015","Couple + C. GT 16 ","West Germany","","","",""
"Sometimes","2015","Couple + C. GT 16 ","East Germany","","","",""
"Sometimes","2015","Couple + C. LE and GT 16","West Germany","","","",""
"Sometimes","2015","Couple + C. LE and GT 16","East Germany","","","",""
"Rarely ","2015","1-pers.-HH","West Germany","","","",""
"Rarely ","2015","1-pers.-HH","East Germany","","","",""
"Rarely ","2015","(Married) couple without C. ","West Germany","","","",""
"Rarely ","2015","(Married) couple without C. ","East Germany","","","",""
"Rarely ","2015","Single parent ","West Germany","","","",""
"Rarely ","2015","Single parent ","East Germany","","","",""
"Rarely ","2015","Couple + C. LE 16 ","West Germany","","","",""
"Rarely ","2015","Couple + C. LE 16 ","East Germany","","","",""
"Rarely ","2015","Couple + C. GT 16 ","West Germany","","","",""
"Rarely ","2015","Couple + C. GT 16 ","East Germany","","","",""
"Rarely ","2015","Couple + C. LE and GT 16","West Germany","","","",""
"Rarely ","2015","Couple + C. LE and GT 16","East Germany","","","",""
"Never","2015","1-pers.-HH","West Germany","","","",""
"Never","2015","1-pers.-HH","East Germany","","","",""
"Never","2015","(Married) couple without C. ","West Germany","","","",""
"Never","2015","(Married) couple without C. ","East Germany","","","",""
"Never","2015","Single parent ","West Germany","","","",""
"Never","2015","Single parent ","East Germany","","","",""
"Never","2015","Couple + C. LE 16 ","West Germany","","","",""
"Never","2015","Couple + C. LE 16 ","East Germany","","","",""
"Never","2015","Couple + C. GT 16 ","West Germany","","","",""
"Never","2015","Couple + C. GT 16 ","East Germany","","","",""
"Never","2015","Couple + C. LE and GT 16","West Germany","","","",""
"Never","2015","Couple + C. LE and GT 16","East Germany","","","",""
"Very often","2016","1-pers.-HH","West Germany","141","0.189812964881118","0.162203828577866","0.217422101184369"
"Very often","2016","1-pers.-HH","East Germany","43","0.219899195015171","0.161766833172932","0.27803155685741"
"Very often","2016","(Married) couple without C. ","West Germany","26","","",""
"Very often","2016","(Married) couple without C. ","East Germany","3","","",""
"Very often","2016","Single parent ","West Germany","58","0.194405914469718","0.147026077144444","0.241785751794992"
"Very often","2016","Single parent ","East Germany","12","","",""
"Very often","2016","Couple + C. LE 16 ","West Germany","211","0.134669330758729","0.117399696342205","0.151938965175253"
"Very often","2016","Couple + C. LE 16 ","East Germany","36","0.095684430962843","0.063148449635392","0.128220412290294"
"Very often","2016","Couple + C. GT 16 ","West Germany","7","","",""
"Very often","2016","Couple + C. GT 16 ","East Germany","1","","",""
"Very often","2016","Couple + C. LE and GT 16","West Germany","38","0.140307514710026","0.103606260913105","0.177008768506947"
"Very often","2016","Couple + C. LE and GT 16","East Germany","8","","",""
"Often","2016","1-pers.-HH","West Germany","177","0.231664108141929","0.201960980800799","0.261367235483059"
"Often","2016","1-pers.-HH","East Germany","38","0.221372967744973","0.163101250376168","0.279644685113777"
"Often","2016","(Married) couple without C. ","West Germany","23","","",""
"Often","2016","(Married) couple without C. ","East Germany","6","","",""
"Often","2016","Single parent ","West Germany","48","0.1839995764644","0.137608516268567","0.230390636660233"
"Often","2016","Single parent ","East Germany","20","","",""
"Often","2016","Couple + C. LE 16 ","West Germany","268","0.178221638164814","0.158861194233016","0.197582082096611"
"Often","2016","Couple + C. LE 16 ","East Germany","56","0.16562968776965","0.124511706905283","0.206747668634018"
"Often","2016","Couple + C. GT 16 ","West Germany","14","","",""
"Often","2016","Couple + C. GT 16 ","East Germany","3","","",""
"Often","2016","Couple + C. LE and GT 16","West Germany","43","0.118433388747995","0.0842878857796174","0.152578891716373"
"Often","2016","Couple + C. LE and GT 16","East Germany","8","","",""
"Sometimes","2016","1-pers.-HH","West Germany","226","0.30446246079259","0.272063998085359","0.33686092349982"
"Sometimes","2016","1-pers.-HH","East Germany","76","0.377839486624242","0.30978830372357","0.445890669524914"
"Sometimes","2016","(Married) couple without C. ","West Germany","36","0.315741595979968","0.230417511834302","0.401065680125633"
"Sometimes","2016","(Married) couple without C. ","East Germany","3","","",""
"Sometimes","2016","Single parent ","West Germany","74","0.298355896281597","0.243577861617193","0.353133930946"
"Sometimes","2016","Single parent ","East Germany","25","","",""
"Sometimes","2016","Couple + C. LE 16 ","West Germany","428","0.302772300221908","0.279528714227631","0.326015886216184"
"Sometimes","2016","Couple + C. LE 16 ","East Germany","103","0.329405424869572","0.277420351833625","0.381390497905519"
"Sometimes","2016","Couple + C. GT 16 ","West Germany","18","","",""
"Sometimes","2016","Couple + C. GT 16 ","East Germany","1","","",""
"Sometimes","2016","Couple + C. LE and GT 16","West Germany","108","0.315218290819079","0.266121777556354","0.364314804081804"
"Sometimes","2016","Couple + C. LE and GT 16","East Germany","15","","",""
"Rarely ","2016","1-pers.-HH","West Germany","92","0.105869343240882","0.0842081267912929","0.127530559690472"
"Rarely ","2016","1-pers.-HH","East Germany","20","","",""
"Rarely ","2016","(Married) couple without C. ","West Germany","6","","",""
"Rarely ","2016","(Married) couple without C. ","East Germany","2","","",""
"Rarely ","2016","Single parent ","West Germany","40","0.166198785067638","0.121630504631289","0.210767065503986"
"Rarely ","2016","Single parent ","East Germany","14","","",""
"Rarely ","2016","Couple + C. LE 16 ","West Germany","240","0.165579500553437","0.146775359011863","0.184383642095012"
"Rarely ","2016","Couple + C. LE 16 ","East Germany","47","0.156586025966095","0.116390273393733","0.196781778538458"
"Rarely ","2016","Couple + C. GT 16 ","West Germany","9","","",""
"Rarely ","2016","Couple + C. GT 16 ","East Germany","1","","",""
"Rarely ","2016","Couple + C. LE and GT 16","West Germany","64","0.190883607211658","0.149353917478666","0.23241329694465"
"Rarely ","2016","Couple + C. LE and GT 16","East Germany","10","","",""
"Never","2016","1-pers.-HH","West Germany","139","0.168191122943481","0.141857503794016","0.194524742092947"
"Never","2016","1-pers.-HH","East Germany","18","","",""
"Never","2016","(Married) couple without C. ","West Germany","23","","",""
"Never","2016","(Married) couple without C. ","East Germany","8","","",""
"Never","2016","Single parent ","West Germany","48","0.157039827716648","0.113479701749468","0.200599953683827"
"Never","2016","Single parent ","East Germany","12","","",""
"Never","2016","Couple + C. LE 16 ","West Germany","354","0.218757230301113","0.197843478073967","0.239670982528259"
"Never","2016","Couple + C. LE 16 ","East Germany","72","0.252694430431839","0.204629290454889","0.300759570408789"
"Never","2016","Couple + C. GT 16 ","West Germany","14","","",""
"Never","2016","Couple + C. GT 16 ","East Germany","","","",""
"Never","2016","Couple + C. LE and GT 16","West Germany","91","0.235157198511242","0.190341094401865","0.279973302620618"
"Never","2016","Couple + C. LE and GT 16","East Germany","19","","",""
"Very often","2017","1-pers.-HH","West Germany","214","0.0367416519523867","0.0304759089836868","0.0430073949210865"
"Very often","2017","1-pers.-HH","East Germany","53","0.0339420064924613","0.0230307287064243","0.0448532842784982"
"Very often","2017","(Married) couple without C. ","West Germany","86","0.00923010137995418","0.00686344774014584","0.0115967550197625"
"Very often","2017","(Married) couple without C. ","East Germany","16","","",""
"Very often","2017","Single parent ","West Germany","90","0.031559363175556","0.0237759188630559","0.0393428074880561"
"Very often","2017","Single parent ","East Germany","15","","",""
"Very often","2017","Couple + C. LE 16 ","West Germany","205","0.0154461975382704","0.0122689440215543","0.0186234510549865"
"Very often","2017","Couple + C. LE 16 ","East Germany","29","","",""
"Very often","2017","Couple + C. GT 16 ","West Germany","40","0.0160597509124276","0.0114267524711636","0.0206927493536917"
"Very often","2017","Couple + C. GT 16 ","East Germany","4","","",""
"Very often","2017","Couple + C. LE and GT 16","West Germany","60","0.013973183802448","0.00900465571190283","0.0189417118929932"
"Very often","2017","Couple + C. LE and GT 16","East Germany","13","","",""
"Often","2017","1-pers.-HH","West Germany","425","0.0939350773621651","0.0842184532431091","0.103651701481221"
"Often","2017","1-pers.-HH","East Germany","142","0.101154798261669","0.0829853828876626","0.119324213635676"
"Often","2017","(Married) couple without C. ","West Germany","379","0.0566050565137277","0.0508860649959961","0.0623240480314592"
"Often","2017","(Married) couple without C. ","East Germany","148","0.0796455873821774","0.0680631414669399","0.091228033297415"
"Often","2017","Single parent ","West Germany","210","0.106196038889046","0.0924794380341927","0.119912639743898"
"Often","2017","Single parent ","East Germany","64","0.140432041379266","0.109285677266918","0.171578405491615"
"Often","2017","Couple + C. LE 16 ","West Germany","531","0.072699779035643","0.0660102109714064","0.0793893470998795"
"Often","2017","Couple + C. LE 16 ","East Germany","100","0.0806111963488018","0.065341248717949","0.0958811439796546"
"Often","2017","Couple + C. GT 16 ","West Germany","172","0.0619453671885885","0.0530609924089316","0.0708297419682452"
"Often","2017","Couple + C. GT 16 ","East Germany","35","0.0707766970552599","0.0480234505465155","0.0935299435640044"
"Often","2017","Couple + C. LE and GT 16","West Germany","189","0.0635594140884544","0.053232614302966","0.0738862138739427"
"Often","2017","Couple + C. LE and GT 16","East Germany","30","0.0712756077581768","0.0458061940328414","0.0967450214835122"
"Sometimes","2017","1-pers.-HH","West Germany","1156","0.32403830450576","0.308450639489234","0.339625969522286"
"Sometimes","2017","1-pers.-HH","East Germany","381","0.37552211559183","0.346342366851204","0.404701864332456"
"Sometimes","2017","(Married) couple without C. ","West Germany","1832","0.299007941098998","0.287677600207074","0.310338281990923"
"Sometimes","2017","(Married) couple without C. ","East Germany","687","0.337206137023373","0.316981588014085","0.357430686032661"
"Sometimes","2017","Single parent ","West Germany","636","0.312784523148243","0.292143068564719","0.333425977731768"
"Sometimes","2017","Single parent ","East Germany","168","0.352759736041335","0.309923982578612","0.395595489504058"
"Sometimes","2017","Couple + C. LE 16 ","West Germany","1873","0.321776134743626","0.309740062137467","0.333812207349786"
"Sometimes","2017","Couple + C. LE 16 ","East Germany","374","0.349033964350451","0.32229754348707","0.375770385213832"
"Sometimes","2017","Couple + C. GT 16 ","West Germany","851","0.280340006473875","0.26378556212277","0.29689445082498"
"Sometimes","2017","Couple + C. GT 16 ","East Germany","138","0.31589706660972","0.274652029100299","0.35714210411914"
"Sometimes","2017","Couple + C. LE and GT 16","West Germany","630","0.295298270066209","0.275988868219961","0.314607671912458"
"Sometimes","2017","Couple + C. LE and GT 16","East Germany","113","0.297344342840555","0.252095636089613","0.342593049591498"
"Rarely ","2017","1-pers.-HH","West Germany","1082","0.365761097384001","0.34971952114598","0.381802673622023"
"Rarely ","2017","1-pers.-HH","East Germany","338","0.344680654831568","0.316042818273217","0.373318491389918"
"Rarely ","2017","(Married) couple without C. ","West Germany","2654","0.438809836098786","0.42652870780087","0.451090964396701"
"Rarely ","2017","(Married) couple without C. ","East Germany","865","0.395884342785713","0.374963167389221","0.416805518182205"
"Rarely ","2017","Single parent ","West Germany","671","0.359948261073315","0.338578543352002","0.381317978794628"
"Rarely ","2017","Single parent ","East Germany","154","0.332151099604115","0.289928876367996","0.374373322840234"
"Rarely ","2017","Couple + C. LE 16 ","West Germany","1984","0.385036205644149","0.372499110892629","0.397573300395668"
"Rarely ","2017","Couple + C. LE 16 ","East Germany","465","0.368543623948909","0.341484957666703","0.395602290231116"
"Rarely ","2017","Couple + C. GT 16 ","West Germany","1179","0.438238287757009","0.419951407740305","0.456525167773714"
"Rarely ","2017","Couple + C. GT 16 ","East Germany","198","0.363964877060546","0.321276615655712","0.40665313846538"
"Rarely ","2017","Couple + C. LE and GT 16","West Germany","751","0.366330979746256","0.345936916497714","0.386725042994798"
"Rarely ","2017","Couple + C. LE and GT 16","East Germany","139","0.423839891235041","0.374920891838612","0.47275889063147"
"Never","2017","1-pers.-HH","West Germany","586","0.179523868795687","0.166741365294755","0.192306372296618"
"Never","2017","1-pers.-HH","East Germany","144","0.144700424822472","0.123502210027778","0.165898639617166"
"Never","2017","(Married) couple without C. ","West Germany","1321","0.196347064908534","0.186516204248519","0.20617792556855"
"Never","2017","(Married) couple without C. ","East Germany","383","0.180028677397706","0.163592075022867","0.196465279772546"
"Never","2017","Single parent ","West Germany","331","0.18951181371384","0.172063129086771","0.20696049834091"
"Never","2017","Single parent ","East Germany","77","0.146563162651306","0.114857834756198","0.178268490546413"
"Never","2017","Couple + C. LE 16 ","West Germany","1194","0.205041683038312","0.194639736735634","0.21544362934099"
"Never","2017","Couple + C. LE 16 ","East Germany","253","0.191251234933825","0.169191555434394","0.213310914433257"
"Never","2017","Couple + C. GT 16 ","West Germany","586","0.2034165876681","0.188580574841625","0.218252600494574"
"Never","2017","Couple + C. GT 16 ","East Germany","113","0.245769082949513","0.207569909136892","0.283968256762133"
"Never","2017","Couple + C. LE and GT 16","West Germany","514","0.260838152296633","0.242251934187796","0.279424370405469"
"Never","2017","Couple + C. LE and GT 16","East Germany","97","0.189542704626096","0.150743425008501","0.22834198424369"
"Very often","2018","1-pers.-HH","West Germany","2","","",""
"Very often","2018","1-pers.-HH","East Germany","","","",""
"Very often","2018","(Married) couple without C. ","West Germany","2","","",""
"Very often","2018","(Married) couple without C. ","East Germany","","","",""
"Very often","2018","Single parent ","West Germany","3","","",""
"Very often","2018","Single parent ","East Germany","","","",""
"Very often","2018","Couple + C. LE 16 ","West Germany","19","","",""
"Very often","2018","Couple + C. LE 16 ","East Germany","4","","",""
"Very often","2018","Couple + C. GT 16 ","West Germany","3","","",""
"Very often","2018","Couple + C. GT 16 ","East Germany","","","",""
"Very often","2018","Couple + C. LE and GT 16","West Germany","8","","",""
"Very often","2018","Couple + C. LE and GT 16","East Germany","1","","",""
"Often","2018","1-pers.-HH","West Germany","","","",""
"Often","2018","1-pers.-HH","East Germany","","","",""
"Often","2018","(Married) couple without C. ","West Germany","4","","",""
"Often","2018","(Married) couple without C. ","East Germany","","","",""
"Often","2018","Single parent ","West Germany","4","","",""
"Often","2018","Single parent ","East Germany","2","","",""
"Often","2018","Couple + C. LE 16 ","West Germany","23","","",""
"Often","2018","Couple + C. LE 16 ","East Germany","7","","",""
"Often","2018","Couple + C. GT 16 ","West Germany","3","","",""
"Often","2018","Couple + C. GT 16 ","East Germany","","","",""
"Often","2018","Couple + C. LE and GT 16","West Germany","17","","",""
"Often","2018","Couple + C. LE and GT 16","East Germany","4","","",""
"Sometimes","2018","1-pers.-HH","West Germany","2","","",""
"Sometimes","2018","1-pers.-HH","East Germany","1","","",""
"Sometimes","2018","(Married) couple without C. ","West Germany","5","","",""
"Sometimes","2018","(Married) couple without C. ","East Germany","2","","",""
"Sometimes","2018","Single parent ","West Germany","10","","",""
"Sometimes","2018","Single parent ","East Germany","","","",""
"Sometimes","2018","Couple + C. LE 16 ","West Germany","39","0.300712099857779","0.221270759209724","0.380153440505835"
"Sometimes","2018","Couple + C. LE 16 ","East Germany","4","","",""
"Sometimes","2018","Couple + C. GT 16 ","West Germany","4","","",""
"Sometimes","2018","Couple + C. GT 16 ","East Germany","","","",""
"Sometimes","2018","Couple + C. LE and GT 16","West Germany","28","","",""
"Sometimes","2018","Couple + C. LE and GT 16","East Germany","3","","",""
"Rarely ","2018","1-pers.-HH","West Germany","2","","",""
"Rarely ","2018","1-pers.-HH","East Germany","","","",""
"Rarely ","2018","(Married) couple without C. ","West Germany","","","",""
"Rarely ","2018","(Married) couple without C. ","East Germany","","","",""
"Rarely ","2018","Single parent ","West Germany","2","","",""
"Rarely ","2018","Single parent ","East Germany","","","",""
"Rarely ","2018","Couple + C. LE 16 ","West Germany","13","","",""
"Rarely ","2018","Couple + C. LE 16 ","East Germany","1","","",""
"Rarely ","2018","Couple + C. GT 16 ","West Germany","4","","",""
"Rarely ","2018","Couple + C. GT 16 ","East Germany","","","",""
"Rarely ","2018","Couple + C. LE and GT 16","West Germany","15","","",""
"Rarely ","2018","Couple + C. LE and GT 16","East Germany","3","","",""
"Never","2018","1-pers.-HH","West Germany","1","","",""
"Never","2018","1-pers.-HH","East Germany","","","",""
"Never","2018","(Married) couple without C. ","West Germany","8","","",""
"Never","2018","(Married) couple without C. ","East Germany","","","",""
"Never","2018","Single parent ","West Germany","4","","",""
"Never","2018","Single parent ","East Germany","","","",""
"Never","2018","Couple + C. LE 16 ","West Germany","34","0.327843681297747","0.246521005898917","0.409166356696576"
"Never","2018","Couple + C. LE 16 ","East Germany","5","","",""
"Never","2018","Couple + C. GT 16 ","West Germany","4","","",""
"Never","2018","Couple + C. GT 16 ","East Germany","","","",""
"Never","2018","Couple + C. LE and GT 16","West Germany","19","","",""
"Never","2018","Couple + C. LE and GT 16","East Germany","9","","",""
"Very often","2019","1-pers.-HH","West Germany","","","",""
"Very often","2019","1-pers.-HH","East Germany","1","","",""
"Very often","2019","(Married) couple without C. ","West Germany","6","","",""
"Very often","2019","(Married) couple without C. ","East Germany","","","",""
