"plb0218","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"Yes, every 3-4 weeks","2014","Not Employed","","","","","4"
"Yes, every week","2014","Employed","","","","","2"
"Yes, every week","2014","Not Employed","","","","","2"
"No, never","2015","Not Employed","170","0.512879055521801","0.461671572234632","0.56408653880897","1"
"No, never","2015","Employed","5886","0.379005881528254","0.371229981961984","0.386781781094525","1"
"Rarely","2015","Employed","3463","0.238058885113056","0.231232562227821","0.24488520799829","5"
"Rarely","2015","Not Employed","52","0.138506355016271","0.103117343056175","0.173895366976367","5"
"Yes, every 2 weeks","2015","Employed","2304","0.160067936110807","0.154190902462281","0.165944969759333","3"
"Yes, every 2 weeks","2015","Not Employed","61","0.133827237524618","0.0989467885541064","0.16870768649513","3"
"Yes, every 3-4 weeks","2015","Employed","1284","0.0871242751793169","0.0826040575720799","0.0916444927865539","4"
"Yes, every 3-4 weeks","2015","Not Employed","25","","","","4"
"Yes, every week","2015","Employed","2016","0.135743022068566","0.130253125926095","0.141232918211036","2"
"Yes, every week","2015","Not Employed","58","0.157791487733864","0.120444193166296","0.195138782301433","2"
"No, never","2016","Not Employed","","","","","1"
"No, never","2016","Employed","","","","","1"
"Rarely","2016","Not Employed","","","","","5"
"Rarely","2016","Employed","","","","","5"
"Yes, every 2 weeks","2016","Not Employed","","","","","3"
"Yes, every 2 weeks","2016","Employed","","","","","3"
"Yes, every 3-4 weeks","2016","Not Employed","","","","","4"
"Yes, every 3-4 weeks","2016","Employed","","","","","4"
"Yes, every week","2016","Not Employed","","","","","2"
"Yes, every week","2016","Employed","","","","","2"
"No, never","2017","Not Employed","233","0.616674288885013","0.568787866281893","0.664560711488133","1"
"No, never","2017","Employed","6926","0.415289767642955","0.407752153050464","0.422827382235446","1"
"Rarely","2017","Not Employed","34","0.115777202651192","0.0842639756346426","0.147290429667742","5"
"Rarely","2017","Employed","3230","0.210812391707073","0.204573231150392","0.217051552263754","5"
"Yes, every 2 weeks","2017","Not Employed","43","0.104499909909939","0.0743704551142645","0.134629364705614","3"
"Yes, every 2 weeks","2017","Employed","2470","0.149066834601975","0.143618971253079","0.154514697950872","3"
"Yes, every 3-4 weeks","2017","Not Employed","36","0.0517735711578319","0.0299507654044665","0.0735963769111973","4"
"Yes, every 3-4 weeks","2017","Employed","1579","0.0909106129778524","0.0865131868525686","0.0953080391031362","4"
"Yes, every week","2017","Not Employed","50","0.111275027396023","0.080302043632594","0.142248011159452","2"
"Yes, every week","2017","Employed","2213","0.133920393070144","0.128710962798635","0.139129823341653","2"
"No, never","2018","Not Employed","","","","","1"
"No, never","2018","Employed","","","","","1"
"Rarely","2018","Not Employed","","","","","5"
"Rarely","2018","Employed","","","","","5"
"Yes, every 2 weeks","2018","Not Employed","","","","","3"
"Yes, every 2 weeks","2018","Employed","","","","","3"
"Yes, every 3-4 weeks","2018","Not Employed","","","","","4"
"Yes, every 3-4 weeks","2018","Employed","","","","","4"
"Yes, every week","2018","Not Employed","","","","","2"
"Yes, every week","2018","Employed","","","","","2"
"No, never","2019","Not Employed","285","0.385043344537937","0.349098316640766","0.420988372435107","1"
"No, never","2019","Employed","6699","0.428162265122105","0.420544328154669","0.43578020208954","1"
"Rarely","2019","Not Employed","121","0.207389322913006","0.177440144192936","0.237338501633076","5"
"Rarely","2019","Employed","3362","0.213643056159395","0.207332741305147","0.219953371013643","5"
"Yes, every 2 weeks","2019","Not Employed","94","0.143300087382936","0.117417996946987","0.169182177818886","3"
"Yes, every 2 weeks","2019","Employed","2396","0.145906165617253","0.140471330279529","0.151341000954976","3"
"Yes, every 3-4 weeks","2019","Not Employed","81","0.113493619476245","0.0900627493088503","0.13692448964364","4"
"Yes, every 3-4 weeks","2019","Employed","1440","0.086254167073198","0.0819320201829245","0.0905763139634715","4"
"Yes, every week","2019","Not Employed","123","0.150773625689876","0.124341250665472","0.17720600071428","2"
"Yes, every week","2019","Employed","2310","0.12603434602805","0.120924728253794","0.131143963802305","2"
