"plb0218","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Yes, every 3-4 weeks","2008","Urban Area","Female","","","",""
"Yes, every 3-4 weeks","2008","Rural Area","Male","","","",""
"Yes, every 3-4 weeks","2008","Rural Area","Female","","","",""
"Rarely","2008","Urban Area","Male","","","",""
"Rarely","2008","Urban Area","Female","","","",""
"Rarely","2008","Rural Area","Male","","","",""
"Rarely","2008","Rural Area","Female","","","",""
"No, never","2009","Urban Area","Male","1083","0.304323226458133","0.288985192214517","0.319661260701748"
"No, never","2009","Urban Area","Female","1443","0.450875003857545","0.433869878397415","0.467880129317675"
"No, never","2009","Rural Area","Male","488","0.279972523483483","0.259248099511514","0.300696947455453"
"No, never","2009","Rural Area","Female","667","0.374552616262609","0.351283258927741","0.397821973597477"
"Yes, every week","2009","Urban Area","Male","540","0.166074878076198","0.153669388705838","0.178480367446557"
"Yes, every week","2009","Urban Area","Female","466","0.13807194987605","0.126282205455497","0.149861694296603"
"Yes, every week","2009","Rural Area","Male","303","0.150324875561542","0.133828364367851","0.166821386755233"
"Yes, every week","2009","Rural Area","Female","258","0.181448619098169","0.162920455031548","0.199976783164789"
"Yes, every 2 weeks","2009","Urban Area","Male","436","0.131910557589705","0.12063026365097","0.14319085152844"
"Yes, every 2 weeks","2009","Urban Area","Female","486","0.161094240220903","0.148530679334071","0.173657801107735"
"Yes, every 2 weeks","2009","Rural Area","Male","245","0.148872520409078","0.132441868145675","0.165303172672481"
"Yes, every 2 weeks","2009","Rural Area","Female","294","0.173158518613557","0.154967138847204","0.191349898379911"
"Yes, every 3-4 weeks","2009","Urban Area","Male","345","0.0986070794061766","0.0886688384856926","0.108545320326661"
"Yes, every 3-4 weeks","2009","Urban Area","Female","226","0.0671411543573776","0.0585881533500833","0.0756941553646718"
"Yes, every 3-4 weeks","2009","Rural Area","Male","204","0.111784362060918","0.0972398230260017","0.126328901095834"
"Yes, every 3-4 weeks","2009","Rural Area","Female","139","0.0710532463073572","0.0587017391478406","0.0834047534668737"
"Rarely","2009","Urban Area","Male","1053","0.299084258469788","0.28382167381033","0.314346843129246"
"Rarely","2009","Urban Area","Female","668","0.182817651688125","0.16960820258563","0.196027100790619"
"Rarely","2009","Rural Area","Male","563","0.309045718484979","0.287715944704252","0.330375492265706"
"Rarely","2009","Rural Area","Female","304","0.199786999718308","0.180564095804951","0.219009903631665"
"No, never","2010","Urban Area","Male","417","0.28506794078014","0.262905861307407","0.307230020252874"
"No, never","2010","Urban Area","Female","566","0.424882039334353","0.397958890094005","0.451805188574701"
"No, never","2010","Rural Area","Male","247","0.301511676308418","0.271191033945703","0.331832318671132"
"No, never","2010","Rural Area","Female","304","0.410606849796478","0.375469723466718","0.445743976126238"
"Yes, every week","2010","Urban Area","Male","207","0.122314270658749","0.106229605811767","0.138398935505731"
"Yes, every week","2010","Urban Area","Female","174","0.135582277483037","0.116936671591588","0.154227883374486"
"Yes, every week","2010","Rural Area","Male","132","0.14190410237803","0.118848729886748","0.164959474869312"
"Yes, every week","2010","Rural Area","Female","120","0.155847755830783","0.129941105159211","0.181754406502355"
"Yes, every 2 weeks","2010","Urban Area","Male","262","0.164916122075715","0.146698128728177","0.183134115423252"
"Yes, every 2 weeks","2010","Urban Area","Female","215","0.169761487231444","0.149314269096279","0.19020870536661"
"Yes, every 2 weeks","2010","Rural Area","Male","132","0.135411709373665","0.112804886067334","0.158018532679997"
"Yes, every 2 weeks","2010","Rural Area","Female","150","0.215824063062676","0.186440308296129","0.245207817829224"
"Yes, every 3-4 weeks","2010","Urban Area","Male","177","0.11466341765025","0.0990221993117367","0.130304635988764"
"Yes, every 3-4 weeks","2010","Urban Area","Female","96","0.072676614914923","0.0585373719233014","0.0868158579065446"
"Yes, every 3-4 weeks","2010","Rural Area","Male","105","0.122213782477343","0.10057358465623","0.143853980298455"
"Yes, every 3-4 weeks","2010","Rural Area","Female","55","0.0712258202282679","0.0528551754648695","0.0895964649916663"
"Rarely","2010","Urban Area","Male","531","0.313038248835145","0.290273182838269","0.335803314832021"
"Rarely","2010","Urban Area","Female","244","0.197097581036242","0.175431256847883","0.218763905224602"
"Rarely","2010","Rural Area","Male","264","0.298958729462544","0.268711599844605","0.329205859080483"
"Rarely","2010","Rural Area","Female","124","0.146495511081795","0.121239447260827","0.171751574902762"
"No, never","2011","Urban Area","Male","1715","0.320666974479647","0.308209166559729","0.333124782399565"
"No, never","2011","Urban Area","Female","2494","0.453440688541412","0.440181170049022","0.466700207033802"
"No, never","2011","Rural Area","Male","882","0.293151730491436","0.276881612306957","0.309421848675916"
"No, never","2011","Rural Area","Female","1228","0.416365229268007","0.398561407111747","0.434169051424266"
"Yes, every week","2011","Urban Area","Male","827","0.158686618875276","0.148933978707022","0.16843925904353"
"Yes, every week","2011","Urban Area","Female","742","0.147100752787773","0.137666550726592","0.156534954848953"
"Yes, every week","2011","Rural Area","Male","443","0.128395377997278","0.116438554060013","0.140352201934543"
"Yes, every week","2011","Rural Area","Female","428","0.149042784790425","0.13618059889107","0.16190497068978"
"Yes, every 2 weeks","2011","Urban Area","Male","733","0.138479068563119","0.129259764624614","0.147698372501624"
"Yes, every 2 weeks","2011","Urban Area","Female","848","0.161613030500934","0.151808894943148","0.171417166058721"
"Yes, every 2 weeks","2011","Rural Area","Male","470","0.155993433595801","0.143024404981768","0.168962462209834"
"Yes, every 2 weeks","2011","Rural Area","Female","571","0.181332012521872","0.167416583948038","0.195247441095706"
"Yes, every 3-4 weeks","2011","Urban Area","Male","563","0.0988946344164389","0.0909266715441696","0.106862597288708"
"Yes, every 3-4 weeks","2011","Urban Area","Female","404","0.0724579839422271","0.0655530619049562","0.079362905979498"
"Yes, every 3-4 weeks","2011","Rural Area","Male","330","0.113008361058817","0.101692270137221","0.124324451980414"
"Yes, every 3-4 weeks","2011","Rural Area","Female","256","0.0850458628227839","0.0749711726331257","0.0951205530124422"
"Rarely","2011","Urban Area","Male","1554","0.283272703665519","0.271245837298605","0.295299570032433"
"Rarely","2011","Urban Area","Female","927","0.165387544227653","0.155491931494408","0.175283156960899"
"Rarely","2011","Rural Area","Male","882","0.309451096856668","0.292928640626192","0.325973553087144"
"Rarely","2011","Rural Area","Female","462","0.168214110596912","0.154704512549368","0.181723708644456"
"No, never","2012","Urban Area","Male","498","0.33562940255296","0.311906055257382","0.359352749848538"
"No, never","2012","Urban Area","Female","777","0.468858476952173","0.445052397243374","0.492664556660971"
"No, never","2012","Rural Area","Male","315","0.339487340925484","0.309231749668691","0.369742932182277"
"No, never","2012","Rural Area","Female","459","0.447452807115696","0.416711426568396","0.478194187662995"
"Yes, every week","2012","Urban Area","Male","216","0.139417447147701","0.122015590110599","0.156819304184804"
"Yes, every week","2012","Urban Area","Female","235","0.130093524622823","0.114045337049823","0.146141712195824"
"Yes, every week","2012","Rural Area","Male","135","0.13949423599665","0.117357769292081","0.161630702701219"
"Yes, every week","2012","Rural Area","Female","159","0.165889221634177","0.142891436534768","0.188887006733586"
"Yes, every 2 weeks","2012","Urban Area","Male","255","0.173931900209707","0.154888771124455","0.192975029294958"
"Yes, every 2 weeks","2012","Urban Area","Female","265","0.166982195240632","0.149190222889446","0.184774167591817"
"Yes, every 2 weeks","2012","Rural Area","Male","155","0.178767986292758","0.154286877221131","0.203249095364385"
"Yes, every 2 weeks","2012","Rural Area","Female","185","0.183939452789856","0.159986244206285","0.207892661373426"
"Yes, every 3-4 weeks","2012","Urban Area","Male","161","0.10846296566787","0.0928404418114061","0.124085489524333"
"Yes, every 3-4 weeks","2012","Urban Area","Female","132","0.0792758082398007","0.0663874681861673","0.0921641482934341"
"Yes, every 3-4 weeks","2012","Rural Area","Male","104","0.102279085777333","0.0829185500941822","0.121639621460484"
"Yes, every 3-4 weeks","2012","Rural Area","Female","74","0.0744264288421329","0.0581995825153522","0.0906532751689137"
"Rarely","2012","Urban Area","Male","392","0.242558284421763","0.221024347781255","0.26409222106227"
"Rarely","2012","Urban Area","Female","279","0.154789994944572","0.137534968565795","0.172045021323348"
"Rarely","2012","Rural Area","Male","232","0.239971351007775","0.212684843076351","0.267257858939199"
"Rarely","2012","Rural Area","Female","128","0.128292089618139","0.107616852780836","0.148967326455442"
"No, never","2013","Urban Area","Male","1616","0.321825335646776","0.308682801895053","0.334967869398498"
"No, never","2013","Urban Area","Female","2383","0.433108926389515","0.419591703734979","0.44662614904405"
"No, never","2013","Rural Area","Male","806","0.303999737568106","0.286620426838189","0.321379048298024"
"No, never","2013","Rural Area","Female","1197","0.413870886416907","0.395750352874633","0.43199141995918"
"Yes, every week","2013","Urban Area","Male","664","0.133447746952421","0.123881288144525","0.143014205760316"
"Yes, every week","2013","Urban Area","Female","667","0.137354616649596","0.127964372748954","0.146744860550237"
"Yes, every week","2013","Rural Area","Male","391","0.133092835092349","0.120259046633099","0.145926623551599"
"Yes, every week","2013","Rural Area","Female","377","0.141909219807569","0.129070733581426","0.154747706033713"
"Yes, every 2 weeks","2013","Urban Area","Male","656","0.12817556041415","0.118771501587983","0.137579619240317"
"Yes, every 2 weeks","2013","Urban Area","Female","803","0.156005187966983","0.146106480269665","0.165903895664301"
"Yes, every 2 weeks","2013","Rural Area","Male","404","0.170343261856651","0.156139514329382","0.184547009383919"
"Yes, every 2 weeks","2013","Rural Area","Female","554","0.202257101704991","0.187478775159341","0.217035428250642"
"Yes, every 3-4 weeks","2013","Urban Area","Male","477","0.106742386814521","0.0980556828173116","0.11542909081173"
"Yes, every 3-4 weeks","2013","Urban Area","Female","377","0.082055966721506","0.0745690625276021","0.0895428709154098"
"Yes, every 3-4 weeks","2013","Rural Area","Male","284","0.0941308431572169","0.0830979362676142","0.10516375004682"
"Yes, every 3-4 weeks","2013","Rural Area","Female","222","0.0727684596186417","0.0632117677315035","0.0823251515057798"
"Rarely","2013","Urban Area","Male","1441","0.309808970172133","0.296800391302208","0.322817549042058"
"Rarely","2013","Urban Area","Female","932","0.191475302272401","0.180741783550135","0.202208820994666"
"Rarely","2013","Rural Area","Male","806","0.298433322325677","0.281145138347565","0.31572150630379"
"Rarely","2013","Rural Area","Female","488","0.169194332451891","0.155400513343992","0.182988151559791"
"No, never","2014","Urban Area","Male","","","",""
"No, never","2014","Urban Area","Female","","","",""
"No, never","2014","Rural Area","Male","","","",""
"No, never","2014","Rural Area","Female","","","",""
"Yes, every week","2014","Urban Area","Male","","","",""
"Yes, every week","2014","Urban Area","Female","","","",""
"Yes, every week","2014","Rural Area","Male","","","",""
"Yes, every week","2014","Rural Area","Female","","","",""
"Yes, every 2 weeks","2014","Urban Area","Male","","","",""
"Yes, every 2 weeks","2014","Urban Area","Female","","","",""
"Yes, every 2 weeks","2014","Rural Area","Male","","","",""
"Yes, every 2 weeks","2014","Rural Area","Female","","","",""
"Yes, every 3-4 weeks","2014","Urban Area","Male","","","",""
"Yes, every 3-4 weeks","2014","Urban Area","Female","","","",""
"Yes, every 3-4 weeks","2014","Rural Area","Male","","","",""
"Yes, every 3-4 weeks","2014","Rural Area","Female","","","",""
"Rarely","2014","Urban Area","Male","","","",""
"Rarely","2014","Urban Area","Female","","","",""
"Rarely","2014","Rural Area","Male","","","",""
"Rarely","2014","Rural Area","Female","","","",""
"No, never","2015","Urban Area","Male","1681","0.343219785656531","0.329920645135564","0.356518926177498"
"No, never","2015","Urban Area","Female","2350","0.437208210182615","0.423630252109351","0.45078616825588"
"No, never","2015","Rural Area","Male","855","0.325323785989888","0.307298381526453","0.343349190453323"
"No, never","2015","Rural Area","Female","1170","0.418065532969524","0.399464159123624","0.436666906815423"
"Yes, every week","2015","Urban Area","Male","688","0.137011393669639","0.127379575853378","0.1466432114859"
"Yes, every week","2015","Urban Area","Female","681","0.1334862058963","0.124176791404445","0.142795620388155"
"Yes, every week","2015","Rural Area","Male","352","0.134398919454405","0.121275826851998","0.147522012056812"
"Yes, every week","2015","Rural Area","Female","353","0.1421098496684","0.128942034261792","0.155277665075009"
"Yes, every 2 weeks","2015","Urban Area","Male","679","0.143014154115966","0.133207886934153","0.152820421297778"
"Yes, every 2 weeks","2015","Urban Area","Female","808","0.165131922580826","0.154968479047279","0.175295366114374"
"Yes, every 2 weeks","2015","Rural Area","Male","374","0.145923846642024","0.132340998580295","0.159506694703753"
"Yes, every 2 weeks","2015","Rural Area","Female","504","0.202359918939254","0.187208561921097","0.217511275957411"
"Yes, every 3-4 weeks","2015","Urban Area","Male","480","0.0985108391327217","0.0901634693985157","0.106858208866928"
"Yes, every 3-4 weeks","2015","Urban Area","Female","366","0.0765608743227641","0.0692826739086731","0.0838390747368551"
"Yes, every 3-4 weeks","2015","Rural Area","Male","258","0.0963783312530783","0.0850239772743019","0.107732685231855"
"Yes, every 3-4 weeks","2015","Rural Area","Female","205","0.0680752961744454","0.0585764472412429","0.0775741451076479"
"Rarely","2015","Urban Area","Male","1368","0.278243827425143","0.265691177731138","0.290796477119147"
"Rarely","2015","Urban Area","Female","922","0.187612787017494","0.176926442057568","0.198299131977421"
"Rarely","2015","Rural Area","Male","756","0.297975116660604","0.280377831888084","0.315572401433124"
"Rarely","2015","Rural Area","Female","469","0.169389402248377","0.155243597782454","0.183535206714299"
"No, never","2016","Urban Area","Male","","","",""
"No, never","2016","Urban Area","Female","","","",""
"No, never","2016","Rural Area","Male","","","",""
"No, never","2016","Rural Area","Female","","","",""
"Yes, every week","2016","Urban Area","Male","","","",""
"Yes, every week","2016","Urban Area","Female","","","",""
"Yes, every week","2016","Rural Area","Male","","","",""
"Yes, every week","2016","Rural Area","Female","","","",""
"Yes, every 2 weeks","2016","Urban Area","Male","","","",""
"Yes, every 2 weeks","2016","Urban Area","Female","","","",""
"Yes, every 2 weeks","2016","Rural Area","Male","","","",""
"Yes, every 2 weeks","2016","Rural Area","Female","","","",""
"Yes, every 3-4 weeks","2016","Urban Area","Male","","","",""
"Yes, every 3-4 weeks","2016","Urban Area","Female","","","",""
"Yes, every 3-4 weeks","2016","Rural Area","Male","","","",""
"Yes, every 3-4 weeks","2016","Rural Area","Female","","","",""
"Rarely","2016","Urban Area","Male","","","",""
"Rarely","2016","Urban Area","Female","","","",""
"Rarely","2016","Rural Area","Male","","","",""
"Rarely","2016","Rural Area","Female","","","",""
"No, never","2017","Urban Area","Male","1976","0.379949195817869","0.366869529718244","0.393028861917493"
"No, never","2017","Urban Area","Female","2740","0.482553059766744","0.469464305753838","0.495641813779651"
"No, never","2017","Rural Area","Male","1047","0.35104774171224","0.333649173466713","0.368446309957767"
"No, never","2017","Rural Area","Female","1396","0.459673740267752","0.441940292201478","0.477407188334027"
"Yes, every week","2017","Urban Area","Male","741","0.137503151683644","0.128222994339067","0.146783309028221"
"Yes, every week","2017","Urban Area","Female","728","0.125163692401649","0.116496160674996","0.133831224128301"
"Yes, every week","2017","Rural Area","Male","386","0.1310173906387","0.118717703613846","0.143317077663554"
"Yes, every week","2017","Rural Area","Female","408","0.143967611664851","0.131476019369111","0.156459203960592"
"Yes, every 2 weeks","2017","Urban Area","Male","696","0.130817785838581","0.121731025630435","0.139904546046727"
"Yes, every 2 weeks","2017","Urban Area","Female","829","0.156526507744159","0.147009015655247","0.16604399983307"
"Yes, every 2 weeks","2017","Rural Area","Male","437","0.143271094217594","0.130500090123169","0.15604209831202"
"Yes, every 2 weeks","2017","Rural Area","Female","551","0.177055026380174","0.163472522696883","0.190637530063465"
"Yes, every 3-4 weeks","2017","Urban Area","Male","558","0.103320868785969","0.0951186224000014","0.111523115171937"
"Yes, every 3-4 weeks","2017","Urban Area","Female","452","0.0719697979304008","0.0652004154349143","0.0787391804258874"
"Yes, every 3-4 weeks","2017","Rural Area","Male","325","0.102046564988532","0.091012128776001","0.113081001201064"
"Yes, every 3-4 weeks","2017","Rural Area","Female","280","0.0830366252545595","0.073217989644889","0.09285526086423"
"Rarely","2017","Urban Area","Male","1319","0.248408997873938","0.236765198803229","0.260052796944648"
"Rarely","2017","Urban Area","Female","850","0.163786942157047","0.154093211084231","0.173480673229864"
"Rarely","2017","Rural Area","Male","696","0.272617208442933","0.256384828871258","0.288849588014608"
"Rarely","2017","Rural Area","Female","399","0.136266996432663","0.12405953385175","0.148474459013576"
"No, never","2018","Urban Area","Male","","","",""
"No, never","2018","Urban Area","Female","","","",""
"No, never","2018","Rural Area","Male","","","",""
"No, never","2018","Rural Area","Female","","","",""
"Yes, every week","2018","Urban Area","Male","","","",""
"Yes, every week","2018","Urban Area","Female","","","",""
"Yes, every week","2018","Rural Area","Male","","","",""
"Yes, every week","2018","Rural Area","Female","","","",""
"Yes, every 2 weeks","2018","Urban Area","Male","","","",""
"Yes, every 2 weeks","2018","Urban Area","Female","","","",""
"Yes, every 2 weeks","2018","Rural Area","Male","","","",""
"Yes, every 2 weeks","2018","Rural Area","Female","","","",""
"Yes, every 3-4 weeks","2018","Urban Area","Male","","","",""
"Yes, every 3-4 weeks","2018","Urban Area","Female","","","",""
"Yes, every 3-4 weeks","2018","Rural Area","Male","","","",""
"Yes, every 3-4 weeks","2018","Rural Area","Female","","","",""
"Rarely","2018","Urban Area","Male","","","",""
"Rarely","2018","Urban Area","Female","","","",""
"Rarely","2018","Rural Area","Male","","","",""
"Rarely","2018","Rural Area","Female","","","",""
"No, never","2019","Urban Area","Male","1800","0.383817584424136","0.37046938553158","0.397165783316691"
"No, never","2019","Urban Area","Female","2518","0.504973530919882","0.491242290515265","0.518704771324498"
"No, never","2019","Rural Area","Male","988","0.361967242220735","0.344394626947399","0.379539857494071"
"No, never","2019","Rural Area","Female","1314","0.444050846947079","0.425770864124263","0.462330829769894"
"Yes, every week","2019","Urban Area","Male","842","0.12656949934134","0.11744341889066","0.135695579792021"
"Yes, every week","2019","Urban Area","Female","620","0.116883972684148","0.10806033598538","0.125707609382917"
"Yes, every week","2019","Rural Area","Male","456","0.1399712620234","0.127284342093345","0.152658181953456"
"Yes, every week","2019","Rural Area","Female","379","0.134636893077626","0.122078816586274","0.147194969568978"
"Yes, every 2 weeks","2019","Urban Area","Male","672","0.128516680671618","0.119330925319136","0.137702436024099"
"Yes, every 2 weeks","2019","Urban Area","Female","738","0.151474437181196","0.141628356460172","0.16132051790222"
"Yes, every 2 weeks","2019","Rural Area","Male","429","0.14104860418358","0.128320932343934","0.153776276023225"
"Yes, every 2 weeks","2019","Rural Area","Female","488","0.17668325472748","0.16265114199281","0.19071536746215"
"Yes, every 3-4 weeks","2019","Urban Area","Male","487","0.0939576587156805","0.0859492556170331","0.101966061814328"
"Yes, every 3-4 weeks","2019","Urban Area","Female","381","0.0684812357089334","0.061544696412832","0.0754177750050348"
"Yes, every 3-4 weeks","2019","Rural Area","Male","306","0.107682792982386","0.0963480137024215","0.11901757226235"
"Yes, every 3-4 weeks","2019","Rural Area","Female","237","0.0854058586295062","0.0751233298286825","0.0956883874303298"
"Rarely","2019","Urban Area","Male","1298","0.267138576847226","0.254993931976807","0.279283221717644"
"Rarely","2019","Urban Area","Female","836","0.15818682350584","0.148164826580311","0.16820882043137"
"Rarely","2019","Rural Area","Male","694","0.249330098589899","0.233510621136317","0.265149576043482"
"Rarely","2019","Rural Area","Female","420","0.159223146618309","0.145761897232728","0.17268439600389"
