"plb0218","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2009","Not Working","Rural Area","7","","","","5"
"Yes, every 2 weeks","2009","Full Time","Rural Area","366","0.172635082372911","0.157302661071196","0.187967503674627","3"
"Yes, every 2 weeks","2009","Full Time","Urban Area","579","0.138536603383751","0.128327871631282","0.14874533513622","3"
"Yes, every 2 weeks","2009","Part Time","Urban Area","328","0.158714799342207","0.143646289284256","0.173783309400158","3"
"Yes, every 2 weeks","2009","Not Working","Urban Area","15","","","","3"
"Yes, every 2 weeks","2009","Part Time","Rural Area","165","0.13166356826844","0.111507210154155","0.151819926382725","3"
"Yes, every 2 weeks","2009","Not Working","Rural Area","8","","","","3"
"Yes, every 3-4 weeks","2009","Full Time","Urban Area","417","0.0907231082686233","0.0822356403117153","0.0992105762255314","4"
"Yes, every 3-4 weeks","2009","Full Time","Rural Area","253","0.102763178280078","0.0904443337799898","0.115082022780167","4"
"Yes, every 3-4 weeks","2009","Part Time","Urban Area","144","0.0670517073818224","0.0567377891693747","0.0773656255942702","4"
"Yes, every 3-4 weeks","2009","Part Time","Rural Area","88","0.0766894389317533","0.0608267456875818","0.0925521321759249","4"
"Yes, every 3-4 weeks","2009","Not Working","Urban Area","10","","","","4"
"Yes, every 3-4 weeks","2009","Not Working","Rural Area","2","","","","4"
"Yes, every week","2009","Full Time","Rural Area","406","0.159806288956356","0.144940624986664","0.174671952926048","2"
"Yes, every week","2009","Full Time","Urban Area","660","0.158665317562496","0.147868481459217","0.169462153665775","2"
"Yes, every week","2009","Part Time","Urban Area","331","0.140590609315982","0.126256583590401","0.154924635041564","2"
"Yes, every week","2009","Part Time","Rural Area","144","0.171425756695735","0.148959071702841","0.193892441688629","2"
"Yes, every week","2009","Not Working","Urban Area","15","","","","2"
"Yes, every week","2009","Not Working","Rural Area","11","","","","2"
"No, never","2010","Full Time","Urban Area","460","0.29116951307231","0.269202376324064","0.313136649820556","1"
"No, never","2010","Full Time","Rural Area","239","0.276236199455778","0.24671059068456","0.305761808226995","1"
"No, never","2010","Part Time","Urban Area","469","0.416162377294574","0.387320129132508","0.445004625456639","1"
"No, never","2010","Not Working","Rural Area","47","0.542550426933672","0.441839676445475","0.64326117742187","1"
"No, never","2010","Part Time","Rural Area","265","0.422487937416324","0.384746118113206","0.460229756719441","1"
"No, never","2010","Not Working","Urban Area","54","0.431121249318562","0.343955309124851","0.518287189512274","1"
"Rarely","2010","Full Time","Urban Area","514","0.301899970947082","0.279701673167198","0.324098268726967","5"
"Rarely","2010","Full Time","Rural Area","248","0.281280518724617","0.251590554631403","0.310970482817832","5"
"Rarely","2010","Part Time","Urban Area","233","0.215233646277544","0.191185758780764","0.239281533774324","5"
"Rarely","2010","Part Time","Rural Area","126","0.175650891051053","0.146576146398018","0.204725635704088","5"
"Rarely","2010","Not Working","Urban Area","28","","","","5"
"Rarely","2010","Not Working","Rural Area","14","","","","5"
"Yes, every 2 weeks","2010","Part Time","Urban Area","190","0.167038973429658","0.145213035814006","0.18886491104531","3"
"Yes, every 2 weeks","2010","Not Working","Rural Area","19","","","","3"
"Yes, every 2 weeks","2010","Full Time","Urban Area","272","0.167761978969744","0.149694404394856","0.185829553544632","3"
"Yes, every 2 weeks","2010","Full Time","Rural Area","149","0.168731545401987","0.144001271359792","0.193461819444183","3"
"Yes, every 2 weeks","2010","Part Time","Rural Area","114","0.177296720333068","0.148115254090704","0.206478186575431","3"
"Yes, every 2 weeks","2010","Not Working","Urban Area","15","","","","3"
"Yes, every 3-4 weeks","2010","Full Time","Rural Area","111","0.127362607659378","0.105348655555746","0.14937655976301","4"
"Yes, every 3-4 weeks","2010","Full Time","Urban Area","179","0.11058970500495","0.0954248684054236","0.125754541604477","4"
"Yes, every 3-4 weeks","2010","Part Time","Urban Area","82","0.0743629223977545","0.059011442146863","0.089714402648646","4"
"Yes, every 3-4 weeks","2010","Part Time","Rural Area","43","0.0642961016257201","0.0455549322997148","0.0830372709517254","4"
"Yes, every 3-4 weeks","2010","Not Working","Urban Area","12","","","","4"
"Yes, every 3-4 weeks","2010","Not Working","Rural Area","6","","","","4"
"Yes, every week","2010","Full Time","Rural Area","134","0.14638912875824","0.123046781880955","0.169731475635524","2"
"Yes, every week","2010","Full Time","Urban Area","218","0.128578832005913","0.112393258212494","0.144764405799333","2"
"Yes, every week","2010","Part Time","Urban Area","148","0.12720208060047","0.107705626968729","0.146698534232212","2"
"Yes, every week","2010","Part Time","Rural Area","110","0.160268349573835","0.132237950056803","0.188298749090867","2"
"Yes, every week","2010","Not Working","Urban Area","15","","","","2"
"Yes, every week","2010","Not Working","Rural Area","8","","","","2"
"No, never","2011","Full Time","Urban Area","2197","0.339184729642332","0.327746460095645","0.35062299918902","1"
"No, never","2011","Part Time","Urban Area","1855","0.458993546555298","0.443469150686854","0.474517942423742","1"
"No, never","2011","Full Time","Rural Area","1089","0.311230231418911","0.296246797605359","0.326213665232464","1"
"No, never","2011","Part Time","Rural Area","944","0.428141819139341","0.407113607454978","0.449170030823704","1"
"No, never","2011","Not Working","Rural Area","77","0.458335680020093","0.380396611174884","0.536274748865302","1"
"No, never","2011","Not Working","Urban Area","157","0.627717274585127","0.569841185485695","0.685593363684558","1"
"Rarely","2011","Part Time","Urban Area","697","0.167126707466981","0.155503590916411","0.178749824017551","5"
"Rarely","2011","Part Time","Rural Area","354","0.197992139927954","0.181057435026918","0.21492684482899","5"
"Rarely","2011","Full Time","Urban Area","1755","0.261534610135097","0.25091687706082","0.272152343209375","5"
"Rarely","2011","Full Time","Rural Area","973","0.266942410326826","0.252626754007952","0.281258066645701","5"
"Rarely","2011","Not Working","Urban Area","29","","","","5"
"Rarely","2011","Not Working","Rural Area","17","","","","5"
"Yes, every 2 weeks","2011","Full Time","Urban Area","964","0.148125964781218","0.139543630380704","0.156708299181732","3"
"Yes, every 2 weeks","2011","Full Time","Rural Area","652","0.176771932687105","0.164426674785927","0.189117190588283","3"
"Yes, every 2 weeks","2011","Part Time","Urban Area","584","0.151851036870115","0.140670693425217","0.163031380315014","3"
"Yes, every 2 weeks","2011","Part Time","Rural Area","363","0.151310597327078","0.136081526426361","0.166539668227795","3"
"Yes, every 2 weeks","2011","Not Working","Urban Area","33","0.140604753907164","0.0989871406774414","0.182222367136886","3"
"Yes, every 2 weeks","2011","Not Working","Rural Area","26","","","","3"
"Yes, every 3-4 weeks","2011","Full Time","Rural Area","386","0.101913926766502","0.0921233297312917","0.111704523801713","4"
"Yes, every 3-4 weeks","2011","Full Time","Urban Area","634","0.091308378149924","0.0843490755288778","0.0982676807709702","4"
"Yes, every 3-4 weeks","2011","Part Time","Urban Area","317","0.0797938578071918","0.0713520105258197","0.088235705088564","4"
"Yes, every 3-4 weeks","2011","Part Time","Rural Area","188","0.0954230390595829","0.0829373150969517","0.107908763022214","4"
"Yes, every 3-4 weeks","2011","Not Working","Rural Area","12","","","","4"
"Yes, every 3-4 weeks","2011","Not Working","Urban Area","16","","","","4"
"Yes, every week","2011","Full Time","Urban Area","1031","0.159846317291428","0.150992453615312","0.168700180967544","2"
"Yes, every week","2011","Full Time","Rural Area","568","0.143141498800655","0.131807823597568","0.154475174003742","2"
"Yes, every week","2011","Part Time","Urban Area","505","0.142234851300413","0.131353134828401","0.153116567772425","2"
"Yes, every week","2011","Part Time","Rural Area","278","0.127132404546044","0.112975553514423","0.141289255577665","2"
"Yes, every week","2011","Not Working","Urban Area","33","0.105187961578165","0.0684572262568771","0.141918696899453","2"
"Yes, every week","2011","Not Working","Rural Area","25","","","","2"
"No, never","2012","Full Time","Urban Area","565","0.344989315333248","0.322291965421813","0.367686665244682","1"
"No, never","2012","Part Time","Urban Area","651","0.468011065743363","0.441779751442643","0.494242380044083","1"
"No, never","2012","Not Working","Rural Area","56","0.598556089771774","0.49839038725758","0.698721792285969","1"
"No, never","2012","Full Time","Rural Area","337","0.324031296319971","0.295642000814572","0.352420591825369","1"
"No, never","2012","Part Time","Rural Area","381","0.467213440871087","0.432854491482203","0.50157239025997","1"
"No, never","2012","Not Working","Urban Area","59","0.482846249469314","0.398552479589696","0.567140019348933","1"
"Rarely","2012","Full Time","Rural Area","249","0.234393376619973","0.208696913527645","0.260089839712301","5"
"Rarely","2012","Part Time","Urban Area","228","0.155672428304591","0.136613344196586","0.174731512412595","5"
"Rarely","2012","Not Working","Urban Area","21","","","","5"
"Rarely","2012","Full Time","Urban Area","422","0.239161857782654","0.218794240030188","0.25952947553512","5"
"Rarely","2012","Part Time","Rural Area","105","0.12737611706332","0.104416579740964","0.150335654385677","5"
"Rarely","2012","Not Working","Rural Area","6","","","","5"
"Yes, every 2 weeks","2012","Full Time","Urban Area","288","0.175288487043759","0.157134339390909","0.193442634696608","3"
"Yes, every 2 weeks","2012","Full Time","Rural Area","188","0.196411188198662","0.172312250778273","0.220510125619051","3"
"Yes, every 2 weeks","2012","Part Time","Urban Area","209","0.164120026113908","0.144648793737376","0.183591258490441","3"
"Yes, every 2 weeks","2012","Part Time","Rural Area","141","0.166349010542763","0.14070370796031","0.191994313125215","3"
"Yes, every 2 weeks","2012","Not Working","Urban Area","23","","","","3"
"Yes, every 2 weeks","2012","Not Working","Rural Area","11","","","","3"
"Yes, every 3-4 weeks","2012","Full Time","Urban Area","164","0.100378171626953","0.0860299600826442","0.114726383171262","4"
"Yes, every 3-4 weeks","2012","Full Time","Rural Area","110","0.0975315935380311","0.0795351575797923","0.11552802949627","4"
"Yes, every 3-4 weeks","2012","Part Time","Urban Area","118","0.0891553789071627","0.0741745234092201","0.104136234405105","4"
"Yes, every 3-4 weeks","2012","Part Time","Rural Area","62","0.0758762823459538","0.0576405309961309","0.0941120336957767","4"
"Yes, every 3-4 weeks","2012","Not Working","Urban Area","11","","","","4"
"Yes, every 3-4 weeks","2012","Not Working","Rural Area","6","","","","4"
"Yes, every week","2012","Full Time","Urban Area","246","0.140182168213386","0.123605480772955","0.156758855653817","2"
"Yes, every week","2012","Full Time","Rural Area","160","0.147632545323363","0.126114524427142","0.169150566219585","2"
"Yes, every week","2012","Part Time","Urban Area","184","0.123041100930975","0.105772569124207","0.140309632737743","2"
"Yes, every week","2012","Part Time","Rural Area","121","0.163185149176877","0.137736743021912","0.188633555331842","2"
"Yes, every week","2012","Not Working","Urban Area","21","","","","2"
"Yes, every week","2012","Not Working","Rural Area","13","","","","2"
"No, never","2013","Full Time","Urban Area","2082","0.333065999556306","0.321118508467574","0.345013490645037","1"
"No, never","2013","Full Time","Rural Area","1025","0.308565451569953","0.292928745473067","0.32420215766684","1"
"No, never","2013","Not Working","Urban Area","128","0.411255467622686","0.351213139442401","0.471297795802971","1"
"No, never","2013","Not Working","Rural Area","52","0.436575895974809","0.349631684541202","0.523520107408417","1"
"No, never","2013","Part Time","Urban Area","1789","0.456578125164462","0.44069893683438","0.472457313494544","1"
"No, never","2013","Part Time","Rural Area","926","0.445894188166387","0.424387592445603","0.46740078388717","1"
"Rarely","2013","Full Time","Rural Area","897","0.273539781786075","0.25844898216387","0.28863058140828","5"
"Rarely","2013","Full Time","Urban Area","1654","0.292675084935228","0.281141282972106","0.304208886898351","5"
"Rarely","2013","Part Time","Urban Area","673","0.175885156627843","0.163748176126323","0.188022137129362","5"
"Rarely","2013","Not Working","Urban Area","46","0.233583809694148","0.181955020267132","0.285212599121164","5"
"Rarely","2013","Part Time","Rural Area","374","0.167123752007438","0.150981328396624","0.183266175618252","5"
"Rarely","2013","Not Working","Rural Area","23","","","","5"
"Yes, every 2 weeks","2013","Full Time","Urban Area","859","0.135436887430311","0.126762536882755","0.144111237977867","3"
"Yes, every 2 weeks","2013","Full Time","Rural Area","572","0.182716605854851","0.169634687538587","0.195798524171114","3"
"Yes, every 2 weeks","2013","Part Time","Urban Area","563","0.154923143245406","0.143388386367836","0.166457900122976","3"
"Yes, every 2 weeks","2013","Part Time","Rural Area","368","0.193338997916138","0.17625204293424","0.210425952898037","3"
"Yes, every 2 weeks","2013","Not Working","Urban Area","37","0.117969818696653","0.0786088827250526","0.157330754668253","3"
"Yes, every 2 weeks","2013","Not Working","Rural Area","18","","","","3"
"Yes, every 3-4 weeks","2013","Full Time","Urban Area","547","0.101143603543661","0.0935002402275954","0.108786966859727","4"
"Yes, every 3-4 weeks","2013","Full Time","Rural Area","358","0.0927904389936736","0.0829684032553439","0.102612474732003","4"
"Yes, every 3-4 weeks","2013","Part Time","Urban Area","287","0.081205956427508","0.0724982211128294","0.0899136917421866","4"
"Yes, every 3-4 weeks","2013","Part Time","Rural Area","140","0.0679285684360093","0.0570415178139417","0.078815619058077","4"
"Yes, every 3-4 weeks","2013","Not Working","Urban Area","20","","","","4"
"Yes, every 3-4 weeks","2013","Not Working","Rural Area","8","","","","4"
"Yes, every week","2013","Full Time","Rural Area","500","0.142387721795448","0.130557909552859","0.154217534038036","2"
"Yes, every week","2013","Full Time","Urban Area","836","0.137678424534493","0.128943931442283","0.146412917626704","2"
"Yes, every week","2013","Part Time","Urban Area","468","0.131407618534781","0.120637500291242","0.142177736778321","2"
"Yes, every week","2013","Part Time","Rural Area","244","0.125714493474027","0.111370214361107","0.140058772586948","2"
"Yes, every week","2013","Not Working","Rural Area","24","","","","2"
"Yes, every week","2013","Not Working","Urban Area","27","","","","2"
"No, never","2014","Full Time","Urban Area","","","","","1"
"No, never","2014","Full Time","Rural Area","","","","","1"
"No, never","2014","Part Time","Urban Area","","","","","1"
"No, never","2014","Part Time","Rural Area","","","","","1"
"No, never","2014","Not Working","Urban Area","","","","","1"
"No, never","2014","Not Working","Rural Area","","","","","1"
"Rarely","2014","Full Time","Rural Area","","","","","5"
"Rarely","2014","Part Time","Urban Area","","","","","5"
"Rarely","2014","Full Time","Urban Area","","","","","5"
"Rarely","2014","Part Time","Rural Area","","","","","5"
"Rarely","2014","Not Working","Urban Area","","","","","5"
"Rarely","2014","Not Working","Rural Area","","","","","5"
"Yes, every 2 weeks","2014","Full Time","Rural Area","","","","","3"
"Yes, every 2 weeks","2014","Part Time","Urban Area","","","","","3"
"Yes, every 2 weeks","2014","Not Working","Urban Area","","","","","3"
"Yes, every 2 weeks","2014","Not Working","Rural Area","","","","","3"
"Yes, every 2 weeks","2014","Full Time","Urban Area","","","","","3"
"Yes, every 2 weeks","2014","Part Time","Rural Area","","","","","3"
"Yes, every 3-4 weeks","2014","Full Time","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2014","Full Time","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2014","Part Time","Urban Area","","","","","4"
"Yes, every 3-4 weeks","2014","Part Time","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2014","Not Working","Rural Area","","","","","4"
"Yes, every 3-4 weeks","2014","Not Working","Urban Area","","","","","4"
"Yes, every week","2014","Full Time","Urban Area","","","","","2"
"Yes, every week","2014","Full Time","Rural Area","","","","","2"
"Yes, every week","2014","Part Time","Urban Area","","","","","2"
"Yes, every week","2014","Part Time","Rural Area","","","","","2"
"Yes, every week","2014","Not Working","Rural Area","","","","","2"
"Yes, every week","2014","Not Working","Urban Area","","","","","2"
"No, never","2015","Full Time","Urban Area","2118","0.345825354718105","0.333792314595414","0.357858394840795","1"
"No, never","2015","Full Time","Rural Area","1080","0.328013742773503","0.31174450574352","0.344282979803486","1"
"No, never","2015","Part Time","Urban Area","1799","0.458937126735787","0.443055763017498","0.474818490454077","1"
"No, never","2015","Not Working","Urban Area","114","0.519284478500032","0.455941878770292","0.582627078229772","1"
"No, never","2015","Part Time","Rural Area","889","0.440571404723009","0.418648632999333","0.462494176446686","1"
"No, never","2015","Not Working","Rural Area","56","0.499390602613024","0.412431327205251","0.586349878020797","1"
"Rarely","2015","Full Time","Rural Area","851","0.271737978772258","0.256322395115115","0.287153562429402","5"
"Rarely","2015","Part Time","Urban Area","670","0.182583248337245","0.170270937809718","0.194895558864771","5"
"Rarely","2015","Not Working","Urban Area","34","0.123831674288317","0.0820718379932231","0.16559151058341","5"
"Rarely","2015","Not Working","Rural Area","18","","","","5"
"Rarely","2015","Full Time","Urban Area","1586","0.266795980722814","0.25560670037344","0.277985261072187","5"
"Rarely","2015","Part Time","Rural Area","356","0.175112390603519","0.158329343769531","0.191895437437506","5"
"Yes, every 2 weeks","2015","Full Time","Urban Area","858","0.139753418408724","0.130981536162741","0.148525300654707","3"
"Yes, every 2 weeks","2015","Part Time","Urban Area","585","0.179888308537218","0.167647071729568","0.192129545344868","3"
"Yes, every 2 weeks","2015","Full Time","Rural Area","519","0.162759091309909","0.149967080450422","0.175551102169396","3"
"Yes, every 2 weeks","2015","Part Time","Rural Area","342","0.195264591066732","0.177759947114193","0.21276923501927","3"
"Yes, every 2 weeks","2015","Not Working","Rural Area","17","","","","3"
"Yes, every 2 weeks","2015","Not Working","Urban Area","44","0.145475767842222","0.100775856579422","0.190175679105021","3"
"Yes, every 3-4 weeks","2015","Full Time","Urban Area","575","0.102942026031505","0.0952541440684082","0.110629907994602","4"
"Yes, every 3-4 weeks","2015","Full Time","Rural Area","315","0.0926768642130261","0.0826282163163945","0.102725512109658","4"
"Yes, every 3-4 weeks","2015","Part Time","Urban Area","256","0.0621707685142442","0.0544751712897148","0.0698663657387736","4"
"Yes, every 3-4 weeks","2015","Part Time","Rural Area","138","0.0656220048569204","0.0546874520490281","0.0765565576648128","4"
"Yes, every 3-4 weeks","2015","Not Working","Rural Area","10","","","","4"
"Yes, every 3-4 weeks","2015","Not Working","Urban Area","15","","","","4"
