"plb0218","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2016","66 and older","West Germany","","","",""
"Yes, every 2 weeks","2016","66 and older","East Germany","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","West Germany","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","East Germany","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","West Germany","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","East Germany","","","",""
"Yes, every 3-4 weeks","2016","66 and older","West Germany","","","",""
"Yes, every 3-4 weeks","2016","66 and older","East Germany","","","",""
"Rarely","2016","16-34 y.","West Germany","","","",""
"Rarely","2016","16-34 y.","East Germany","","","",""
"Rarely","2016","35-65 y.","West Germany","","","",""
"Rarely","2016","35-65 y.","East Germany","","","",""
"Rarely","2016","66 and older","West Germany","","","",""
"Rarely","2016","66 and older","East Germany","","","",""
"No, never","2017","16-34 y.","West Germany","1490","0.461220037682563","0.4443420495044","0.478098025860725"
"No, never","2017","16-34 y.","East Germany","283","0.402888664511926","0.367062359008884","0.438714970014969"
"No, never","2017","35-65 y.","West Germany","4141","0.401823256840281","0.3921146704515","0.411531843229061"
"No, never","2017","35-65 y.","East Germany","1049","0.411323105858449","0.392209222143176","0.430436989573723"
"No, never","2017","66 and older","West Germany","164","0.491465732360397","0.438865206469669","0.544066258251125"
"No, never","2017","66 and older","East Germany","32","0.622006725395234","0.492679253585596","0.751334197204872"
"Yes, every week","2017","16-34 y.","West Germany","504","0.144499046479566","0.132594753230194","0.156403339728938"
"Yes, every week","2017","16-34 y.","East Germany","87","0.120081145032088","0.0963378731839702","0.143824416880205"
"Yes, every week","2017","35-65 y.","West Germany","1298","0.129058426411724","0.122419292990424","0.135697559833025"
"Yes, every week","2017","35-65 y.","East Germany","305","0.12679903281521","0.113873931208716","0.139724134421704"
"Yes, every week","2017","66 and older","West Germany","61","0.169568910149805","0.130086080681117","0.209051739618494"
"Yes, every week","2017","66 and older","East Germany","8","","",""
"Yes, every 2 weeks","2017","16-34 y.","West Germany","550","0.146125795485049","0.134166068433211","0.158085522536886"
"Yes, every 2 weeks","2017","16-34 y.","East Germany","129","0.174346003650778","0.146632790316758","0.202059216984798"
"Yes, every 2 weeks","2017","35-65 y.","West Germany","1379","0.148086088419873","0.141052471862137","0.155119704977609"
"Yes, every 2 weeks","2017","35-65 y.","East Germany","426","0.162542631242948","0.148211387303541","0.176873875182356"
"Yes, every 2 weeks","2017","66 and older","West Germany","23","","",""
"Yes, every 2 weeks","2017","66 and older","East Germany","6","","",""
"Yes, every 3-4 weeks","2017","16-34 y.","West Germany","271","0.0821512319389833","0.0728540039274809","0.0914484599504856"
"Yes, every 3-4 weeks","2017","16-34 y.","East Germany","99","0.118390306786011","0.0947921493583595","0.141988464213662"
"Yes, every 3-4 weeks","2017","35-65 y.","West Germany","967","0.094043959912725","0.0882637618639154","0.0998241579615347"
"Yes, every 3-4 weeks","2017","35-65 y.","East Germany","257","0.087725337444422","0.0767366904629848","0.0987139844258593"
"Yes, every 3-4 weeks","2017","66 and older","West Germany","20","","",""
"Yes, every 3-4 weeks","2017","66 and older","East Germany","1","","",""
"Rarely","2017","16-34 y.","West Germany","536","0.16600388841384","0.153405876333712","0.178601900493969"
"Rarely","2017","16-34 y.","East Germany","122","0.184293880019197","0.15597316851939","0.212614591519005"
"Rarely","2017","35-65 y.","West Germany","2011","0.226988268415397","0.218693229052858","0.235283307777936"
"Rarely","2017","35-65 y.","East Germany","509","0.21160989263897","0.195744257673725","0.227475527604215"
"Rarely","2017","66 and older","West Germany","79","0.226844310089661","0.182780628837412","0.27090799134191"
"Rarely","2017","66 and older","East Germany","7","","",""
"No, never","2018","16-34 y.","West Germany","","","",""
"No, never","2018","16-34 y.","East Germany","","","",""
"No, never","2018","35-65 y.","West Germany","","","",""
"No, never","2018","35-65 y.","East Germany","","","",""
"No, never","2018","66 and older","West Germany","","","",""
"No, never","2018","66 and older","East Germany","","","",""
"Yes, every week","2018","16-34 y.","West Germany","","","",""
"Yes, every week","2018","16-34 y.","East Germany","","","",""
"Yes, every week","2018","35-65 y.","West Germany","","","",""
"Yes, every week","2018","35-65 y.","East Germany","","","",""
"Yes, every week","2018","66 and older","West Germany","","","",""
"Yes, every week","2018","66 and older","East Germany","","","",""
"Yes, every 2 weeks","2018","16-34 y.","West Germany","","","",""
"Yes, every 2 weeks","2018","16-34 y.","East Germany","","","",""
"Yes, every 2 weeks","2018","35-65 y.","West Germany","","","",""
"Yes, every 2 weeks","2018","35-65 y.","East Germany","","","",""
"Yes, every 2 weeks","2018","66 and older","West Germany","","","",""
"Yes, every 2 weeks","2018","66 and older","East Germany","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","West Germany","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","East Germany","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","West Germany","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","East Germany","","","",""
"Yes, every 3-4 weeks","2018","66 and older","West Germany","","","",""
"Yes, every 3-4 weeks","2018","66 and older","East Germany","","","",""
"Rarely","2018","16-34 y.","West Germany","","","",""
"Rarely","2018","16-34 y.","East Germany","","","",""
"Rarely","2018","35-65 y.","West Germany","","","",""
"Rarely","2018","35-65 y.","East Germany","","","",""
"Rarely","2018","66 and older","West Germany","","","",""
"Rarely","2018","66 and older","East Germany","","","",""
"No, never","2019","16-34 y.","West Germany","1384","0.456816367975445","0.439140890565447","0.474491845385443"
"No, never","2019","16-34 y.","East Germany","252","0.393623201525593","0.355654026096669","0.431592376954518"
"No, never","2019","35-65 y.","West Germany","3979","0.418565326429187","0.408822519185785","0.428308133672589"
"No, never","2019","35-65 y.","East Germany","1072","0.40180685832475","0.383207276008489","0.42040644064101"
"No, never","2019","66 and older","West Germany","220","0.477719768427895","0.434992331686179","0.520447205169612"
"No, never","2019","66 and older","East Germany","52","0.482927166237003","0.395674341185741","0.570179991288266"
"Yes, every week","2019","16-34 y.","West Germany","437","0.130276080256086","0.118332073621016","0.142220086891156"
"Yes, every week","2019","16-34 y.","East Germany","91","0.147246343074975","0.119706999306316","0.174785686843635"
"Yes, every week","2019","35-65 y.","West Germany","1460","0.126595993266806","0.120028954310946","0.133163032222666"
"Yes, every week","2019","35-65 y.","East Germany","326","0.114953631690463","0.102852717969011","0.127054545411915"
"Yes, every week","2019","66 and older","West Germany","97","0.123295664214683","0.0951721933121227","0.151419135117242"
"Yes, every week","2019","66 and older","East Germany","19","","",""
"Yes, every 2 weeks","2019","16-34 y.","West Germany","476","0.157214735490907","0.144298615269533","0.170130855712282"
"Yes, every 2 weeks","2019","16-34 y.","East Germany","115","0.184254260151584","0.154123803806322","0.214384716496847"
"Yes, every 2 weeks","2019","35-65 y.","West Germany","1379","0.137166023184924","0.13037181398194","0.143960232387907"
"Yes, every 2 weeks","2019","35-65 y.","East Germany","458","0.170001339988551","0.155750558792868","0.184252121184233"
"Yes, every 2 weeks","2019","66 and older","West Germany","46","0.0880107132503419","0.0637763798725751","0.112245046628109"
"Yes, every 2 weeks","2019","66 and older","East Germany","10","","",""
"Yes, every 3-4 weeks","2019","16-34 y.","West Germany","276","0.0887064274843704","0.0786177628554891","0.0987950921132517"
"Yes, every 3-4 weeks","2019","16-34 y.","East Germany","66","0.0915346570633741","0.0691233856795186","0.11394592844723"
"Yes, every 3-4 weeks","2019","35-65 y.","West Germany","894","0.086946192211204","0.0813817006034761","0.0925106838189319"
"Yes, every 3-4 weeks","2019","35-65 y.","East Germany","225","0.0909687659492514","0.0800591526073369","0.101878379291166"
"Yes, every 3-4 weeks","2019","66 and older","West Germany","37","0.0582300800763352","0.0381985307647231","0.0782616293879473"
"Yes, every 3-4 weeks","2019","66 and older","East Germany","13","","",""
"Rarely","2019","16-34 y.","West Germany","478","0.166986388793191","0.153752314373821","0.180220463212561"
"Rarely","2019","16-34 y.","East Germany","112","0.183341538184473","0.153268991919103","0.213414084449843"
"Rarely","2019","35-65 y.","West Germany","2137","0.230726464907879","0.222406123936004","0.239046805879754"
"Rarely","2019","35-65 y.","East Germany","588","0.222269404046986","0.206495897917533","0.238042910176438"
"Rarely","2019","66 and older","West Germany","125","0.252743774030745","0.215569418898988","0.289918129162502"
"Rarely","2019","66 and older","East Germany","32","0.179911838284715","0.112842663882253","0.246981012687177"
