"plb0218","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2005","Couple + C. LE and GT 16","no migration background","217","0.255282760124696","0.22597078554096","0.284594734708431","5"
"Rarely","2005","Couple + C. LE and GT 16","direct migration background","32","0.283879230432063","0.214873348388886","0.352885112475241","5"
"Rarely","2005","Couple + C. LE and GT 16","indirect migration background","7","","","","5"
"Yes, every 2 weeks","2005","1-pers.-HH","no migration background","196","0.148710373031187","0.128646077031712","0.168774669030663","3"
"Yes, every 2 weeks","2005","Single parent ","indirect migration background","6","","","","3"
"Yes, every 2 weeks","2005","Couple + C. LE 16 ","direct migration background","52","0.125302556081519","0.0911987618218598","0.159406350341177","3"
"Yes, every 2 weeks","2005","1-pers.-HH","direct migration background","15","","","","3"
"Yes, every 2 weeks","2005","1-pers.-HH","indirect migration background","17","","","","3"
"Yes, every 2 weeks","2005","(Married) couple without C. ","no migration background","357","0.135227827816599","0.122581742416248","0.14787391321695","3"
"Yes, every 2 weeks","2005","(Married) couple without C. ","direct migration background","36","0.153363676765329","0.109223119389942","0.197504234140717","3"
"Yes, every 2 weeks","2005","(Married) couple without C. ","indirect migration background","8","","","","3"
"Yes, every 2 weeks","2005","Single parent ","no migration background","78","0.14153692082023","0.110610200815806","0.172463640824655","3"
"Yes, every 2 weeks","2005","Single parent ","direct migration background","10","","","","3"
"Yes, every 2 weeks","2005","Couple + C. LE 16 ","no migration background","335","0.170491572456503","0.155085673178104","0.185897471734901","3"
"Yes, every 2 weeks","2005","Couple + C. LE 16 ","indirect migration background","14","","","","3"
"Yes, every 2 weeks","2005","Couple + C. GT 16 ","no migration background","244","0.123266326713853","0.108603657913083","0.137928995514623","3"
"Yes, every 2 weeks","2005","Couple + C. GT 16 ","indirect migration background","14","","","","3"
"Yes, every 2 weeks","2005","Couple + C. LE and GT 16","no migration background","120","0.137517172046758","0.114364968974759","0.160669375118757","3"
"Yes, every 2 weeks","2005","Couple + C. GT 16 ","direct migration background","31","0.169689752414865","0.121389199138737","0.217990305690993","3"
"Yes, every 2 weeks","2005","Couple + C. LE and GT 16","direct migration background","20","","","","3"
"Yes, every 2 weeks","2005","Couple + C. LE and GT 16","indirect migration background","3","","","","3"
"Yes, every 3-4 weeks","2005","1-pers.-HH","no migration background","97","0.0829585372910918","0.0674046247374113","0.0985124498447723","4"
"Yes, every 3-4 weeks","2005","1-pers.-HH","indirect migration background","6","","","","4"
"Yes, every 3-4 weeks","2005","1-pers.-HH","direct migration background","5","","","","4"
"Yes, every 3-4 weeks","2005","(Married) couple without C. ","no migration background","215","0.0743712141632882","0.0646685034437427","0.0840739248828337","4"
"Yes, every 3-4 weeks","2005","(Married) couple without C. ","direct migration background","25","","","","4"
"Yes, every 3-4 weeks","2005","(Married) couple without C. ","indirect migration background","12","","","","4"
"Yes, every 3-4 weeks","2005","Single parent ","no migration background","52","0.112215280739777","0.0842114133142961","0.140219148165259","4"
"Yes, every 3-4 weeks","2005","Single parent ","direct migration background","8","","","","4"
"Yes, every 3-4 weeks","2005","Couple + C. LE 16 ","direct migration background","34","0.111362342642774","0.078956349073649","0.143768336211899","4"
"Yes, every 3-4 weeks","2005","Couple + C. LE 16 ","indirect migration background","12","","","","4"
"Yes, every 3-4 weeks","2005","Couple + C. GT 16 ","no migration background","190","0.111139376552577","0.0971206757783297","0.125158077326824","4"
"Yes, every 3-4 weeks","2005","Couple + C. GT 16 ","direct migration background","18","","","","4"
"Yes, every 3-4 weeks","2005","Couple + C. GT 16 ","indirect migration background","7","","","","4"
"Yes, every 3-4 weeks","2005","Couple + C. LE and GT 16","no migration background","78","0.0899982218829024","0.0707594779976329","0.109236965768172","4"
"Yes, every 3-4 weeks","2005","Couple + C. LE and GT 16","direct migration background","20","","","","4"
"Yes, every 3-4 weeks","2005","Couple + C. LE and GT 16","indirect migration background","3","","","","4"
"Yes, every 3-4 weeks","2005","Single parent ","indirect migration background","1","","","","4"
"Yes, every 3-4 weeks","2005","Couple + C. LE 16 ","no migration background","238","0.10297657267657","0.0905257999952849","0.115427345357855","4"
"Yes, every week","2005","1-pers.-HH","no migration background","180","0.162493289966465","0.141690265137225","0.183296314795706","2"
"Yes, every week","2005","(Married) couple without C. ","indirect migration background","14","","","","2"
"Yes, every week","2005","1-pers.-HH","direct migration background","6","","","","2"
"Yes, every week","2005","(Married) couple without C. ","no migration background","405","0.160410032053852","0.146838727251927","0.173981336855776","2"
"Yes, every week","2005","(Married) couple without C. ","direct migration background","32","0.120750896160418","0.0808365281845507","0.160665264136286","2"
"Yes, every week","2005","Single parent ","no migration background","69","0.161002859455145","0.12839402957991","0.19361168933038","2"
"Yes, every week","2005","Couple + C. LE 16 ","indirect migration background","20","","","","2"
"Yes, every week","2005","1-pers.-HH","indirect migration background","12","","","","2"
"Yes, every week","2005","Single parent ","direct migration background","10","","","","2"
"Yes, every week","2005","Single parent ","indirect migration background","3","","","","2"
"Yes, every week","2005","Couple + C. LE 16 ","no migration background","298","0.142638069552321","0.128312067180509","0.156964071924133","2"
"Yes, every week","2005","Couple + C. LE 16 ","direct migration background","52","0.156690541133859","0.119244261015351","0.194136821252367","2"
"Yes, every week","2005","Couple + C. GT 16 ","no migration background","269","0.122955976234993","0.108309185653802","0.137602766816183","2"
"Yes, every week","2005","Couple + C. GT 16 ","direct migration background","26","","","","2"
"Yes, every week","2005","Couple + C. GT 16 ","indirect migration background","14","","","","2"
"Yes, every week","2005","Couple + C. LE and GT 16","no migration background","126","0.165154405232124","0.140191979300444","0.190116831163803","2"
"Yes, every week","2005","Couple + C. LE and GT 16","direct migration background","21","","","","2"
"Yes, every week","2005","Couple + C. LE and GT 16","indirect migration background","7","","","","2"
"No, never","2006","Single parent ","indirect migration background","","","","","1"
"No, never","2006","Couple + C. LE 16 ","no migration background","","","","","1"
"No, never","2006","1-pers.-HH","no migration background","","","","","1"
"No, never","2006","1-pers.-HH","direct migration background","","","","","1"
"No, never","2006","1-pers.-HH","indirect migration background","","","","","1"
"No, never","2006","(Married) couple without C. ","no migration background","","","","","1"
"No, never","2006","(Married) couple without C. ","direct migration background","","","","","1"
"No, never","2006","(Married) couple without C. ","indirect migration background","","","","","1"
"No, never","2006","Single parent ","no migration background","","","","","1"
"No, never","2006","Single parent ","direct migration background","","","","","1"
"No, never","2006","Couple + C. LE 16 ","direct migration background","","","","","1"
"No, never","2006","Couple + C. LE 16 ","indirect migration background","","","","","1"
"No, never","2006","Couple + C. GT 16 ","no migration background","","","","","1"
"No, never","2006","Couple + C. GT 16 ","direct migration background","","","","","1"
"No, never","2006","Couple + C. GT 16 ","indirect migration background","","","","","1"
"No, never","2006","Couple + C. LE and GT 16","no migration background","","","","","1"
"No, never","2006","Couple + C. LE and GT 16","direct migration background","","","","","1"
"No, never","2006","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"Rarely","2006","Single parent ","no migration background","","","","","5"
"Rarely","2006","1-pers.-HH","no migration background","","","","","5"
"Rarely","2006","1-pers.-HH","direct migration background","","","","","5"
"Rarely","2006","(Married) couple without C. ","direct migration background","","","","","5"
"Rarely","2006","(Married) couple without C. ","indirect migration background","","","","","5"
"Rarely","2006","Single parent ","direct migration background","","","","","5"
"Rarely","2006","Single parent ","indirect migration background","","","","","5"
"Rarely","2006","1-pers.-HH","indirect migration background","","","","","5"
"Rarely","2006","Couple + C. LE 16 ","no migration background","","","","","5"
"Rarely","2006","(Married) couple without C. ","no migration background","","","","","5"
"Rarely","2006","Couple + C. LE 16 ","direct migration background","","","","","5"
"Rarely","2006","Couple + C. GT 16 ","no migration background","","","","","5"
"Rarely","2006","Couple + C. GT 16 ","direct migration background","","","","","5"
"Rarely","2006","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Rarely","2006","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Rarely","2006","Couple + C. LE and GT 16","no migration background","","","","","5"
"Rarely","2006","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Rarely","2006","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Yes, every 2 weeks","2006","(Married) couple without C. ","no migration background","","","","","3"
"Yes, every 2 weeks","2006","Single parent ","direct migration background","","","","","3"
"Yes, every 2 weeks","2006","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Yes, every 2 weeks","2006","Single parent ","no migration background","","","","","3"
"Yes, every 2 weeks","2006","1-pers.-HH","indirect migration background","","","","","3"
"Yes, every 2 weeks","2006","Couple + C. LE 16 ","direct migration background","","","","","3"
"Yes, every 2 weeks","2006","(Married) couple without C. ","indirect migration background","","","","","3"
"Yes, every 2 weeks","2006","Couple + C. GT 16 ","no migration background","","","","","3"
"Yes, every 2 weeks","2006","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Yes, every 2 weeks","2006","1-pers.-HH","no migration background","","","","","3"
"Yes, every 2 weeks","2006","1-pers.-HH","direct migration background","","","","","3"
"Yes, every 2 weeks","2006","(Married) couple without C. ","direct migration background","","","","","3"
"Yes, every 2 weeks","2006","Single parent ","indirect migration background","","","","","3"
"Yes, every 2 weeks","2006","Couple + C. LE 16 ","no migration background","","","","","3"
"Yes, every 2 weeks","2006","Couple + C. GT 16 ","direct migration background","","","","","3"
"Yes, every 2 weeks","2006","Couple + C. LE and GT 16","no migration background","","","","","3"
"Yes, every 2 weeks","2006","Couple + C. LE and GT 16","direct migration background","","","","","3"
"Yes, every 2 weeks","2006","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Yes, every 3-4 weeks","2006","(Married) couple without C. ","indirect migration background","","","","","4"
"Yes, every 3-4 weeks","2006","Single parent ","no migration background","","","","","4"
"Yes, every 3-4 weeks","2006","(Married) couple without C. ","direct migration background","","","","","4"
"Yes, every 3-4 weeks","2006","1-pers.-HH","no migration background","","","","","4"
"Yes, every 3-4 weeks","2006","1-pers.-HH","direct migration background","","","","","4"
"Yes, every 3-4 weeks","2006","1-pers.-HH","indirect migration background","","","","","4"
"Yes, every 3-4 weeks","2006","(Married) couple without C. ","no migration background","","","","","4"
"Yes, every 3-4 weeks","2006","Single parent ","direct migration background","","","","","4"
"Yes, every 3-4 weeks","2006","Single parent ","indirect migration background","","","","","4"
"Yes, every 3-4 weeks","2006","Couple + C. LE 16 ","no migration background","","","","","4"
"Yes, every 3-4 weeks","2006","Couple + C. LE 16 ","direct migration background","","","","","4"
"Yes, every 3-4 weeks","2006","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Yes, every 3-4 weeks","2006","Couple + C. GT 16 ","no migration background","","","","","4"
"Yes, every 3-4 weeks","2006","Couple + C. GT 16 ","direct migration background","","","","","4"
"Yes, every 3-4 weeks","2006","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Yes, every 3-4 weeks","2006","Couple + C. LE and GT 16","no migration background","","","","","4"
"Yes, every 3-4 weeks","2006","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Yes, every 3-4 weeks","2006","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Yes, every week","2006","1-pers.-HH","direct migration background","","","","","2"
"Yes, every week","2006","1-pers.-HH","no migration background","","","","","2"
"Yes, every week","2006","(Married) couple without C. ","direct migration background","","","","","2"
"Yes, every week","2006","1-pers.-HH","indirect migration background","","","","","2"
"Yes, every week","2006","(Married) couple without C. ","indirect migration background","","","","","2"
"Yes, every week","2006","Single parent ","no migration background","","","","","2"
"Yes, every week","2006","(Married) couple without C. ","no migration background","","","","","2"
"Yes, every week","2006","Single parent ","direct migration background","","","","","2"
"Yes, every week","2006","Single parent ","indirect migration background","","","","","2"
"Yes, every week","2006","Couple + C. LE 16 ","no migration background","","","","","2"
"Yes, every week","2006","Couple + C. LE 16 ","direct migration background","","","","","2"
"Yes, every week","2006","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Yes, every week","2006","Couple + C. GT 16 ","no migration background","","","","","2"
"Yes, every week","2006","Couple + C. GT 16 ","direct migration background","","","","","2"
"Yes, every week","2006","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Yes, every week","2006","Couple + C. LE and GT 16","no migration background","","","","","2"
"Yes, every week","2006","Couple + C. LE and GT 16","direct migration background","","","","","2"
"Yes, every week","2006","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"No, never","2007","1-pers.-HH","no migration background","400","0.292382346691889","0.267356303879618","0.31740838950416","1"
"No, never","2007","1-pers.-HH","direct migration background","30","0.354884691509654","0.245123460856683","0.464645922162624","1"
"No, never","2007","1-pers.-HH","indirect migration background","32","0.392114060465208","0.288323971299584","0.495904149630832","1"
"No, never","2007","(Married) couple without C. ","no migration background","1044","0.353648943002548","0.336132993269904","0.371164892735192","1"
"No, never","2007","(Married) couple without C. ","direct migration background","90","0.350116405849349","0.291338805986778","0.40889400571192","1"
"No, never","2007","(Married) couple without C. ","indirect migration background","53","0.454243770992246","0.359458905242746","0.549028636741745","1"
"No, never","2007","Single parent ","no migration background","199","0.390776572799006","0.349276067169911","0.432277078428101","1"
"No, never","2007","Single parent ","direct migration background","24","","","","1"
"No, never","2007","Single parent ","indirect migration background","19","","","","1"
"No, never","2007","Couple + C. LE 16 ","no migration background","795","0.323808505057508","0.304829054909908","0.342787955205109","1"
"No, never","2007","Couple + C. LE 16 ","direct migration background","123","0.41343563045166","0.360223342529295","0.466647918374025","1"
"No, never","2007","Couple + C. LE 16 ","indirect migration background","45","0.405536365666306","0.318051494944409","0.493021236388202","1"
"No, never","2007","Couple + C. GT 16 ","no migration background","741","0.381558770096948","0.360332971428345","0.402784568765551","1"
"No, never","2007","Couple + C. GT 16 ","direct migration background","91","0.475339196464544","0.406300722012168","0.544377670916921","1"
"No, never","2007","Couple + C. GT 16 ","indirect migration background","44","0.548275363938748","0.444296992933662","0.652253734943834","1"
"No, never","2007","Couple + C. LE and GT 16","no migration background","271","0.37055619140284","0.336061193493639","0.405051189312042","1"
"No, never","2007","Couple + C. LE and GT 16","direct migration background","63","0.47411395675673","0.38956993869536","0.5586579748181","1"
"No, never","2007","Couple + C. LE and GT 16","indirect migration background","20","","","","1"
"Rarely","2007","1-pers.-HH","no migration background","326","0.271929378508902","0.247448212517596","0.296410544500208","5"
"Rarely","2007","1-pers.-HH","direct migration background","15","","","","5"
"Rarely","2007","1-pers.-HH","indirect migration background","6","","","","5"
"Rarely","2007","(Married) couple without C. ","direct migration background","61","0.279420869907751","0.224129405760042","0.33471233405546","5"
"Rarely","2007","Single parent ","no migration background","113","0.211521185069357","0.176785746990282","0.246256623148432","5"
"Rarely","2007","Single parent ","direct migration background","12","","","","5"
"Rarely","2007","Single parent ","indirect migration background","4","","","","5"
"Rarely","2007","Couple + C. LE 16 ","no migration background","622","0.261771228270913","0.243940828206111","0.279601628335715","5"
"Rarely","2007","(Married) couple without C. ","no migration background","728","0.245198840589426","0.229437659397243","0.260960021781608","5"
"Rarely","2007","(Married) couple without C. ","indirect migration background","22","","","","5"
"Rarely","2007","Couple + C. LE 16 ","direct migration background","67","0.176930754316698","0.13569537501294","0.218166133620455","5"
"Rarely","2007","Couple + C. LE 16 ","indirect migration background","28","","","","5"
"Rarely","2007","Couple + C. GT 16 ","direct migration background","38","0.153513152317844","0.103678324219659","0.203347980416028","5"
"Rarely","2007","Couple + C. GT 16 ","no migration background","509","0.243198269473984","0.224452408094541","0.261944130853427","5"
"Rarely","2007","Couple + C. GT 16 ","indirect migration background","13","","","","5"
"Rarely","2007","Couple + C. LE and GT 16","no migration background","196","0.26099303311055","0.229624852741516","0.292361213479583","5"
"Rarely","2007","Couple + C. LE and GT 16","direct migration background","25","","","","5"
"Rarely","2007","Couple + C. LE and GT 16","indirect migration background","9","","","","5"
"Yes, every 2 weeks","2007","1-pers.-HH","no migration background","192","0.158057541745782","0.137986676410287","0.178128407081277","3"
"Yes, every 2 weeks","2007","1-pers.-HH","direct migration background","16","","","","3"
"Yes, every 2 weeks","2007","1-pers.-HH","indirect migration background","13","","","","3"
"Yes, every 2 weeks","2007","(Married) couple without C. ","direct migration background","46","0.166123084715609","0.120260999236125","0.211985170195093","3"
"Yes, every 2 weeks","2007","(Married) couple without C. ","indirect migration background","14","","","","3"
"Yes, every 2 weeks","2007","Single parent ","no migration background","91","0.154281950055664","0.123558414585183","0.185005485526145","3"
"Yes, every 2 weeks","2007","Single parent ","direct migration background","13","","","","3"
"Yes, every 2 weeks","2007","Single parent ","indirect migration background","1","","","","3"
"Yes, every 2 weeks","2007","Couple + C. LE 16 ","no migration background","376","0.187528332486751","0.171696098231514","0.203360566741988","3"
"Yes, every 2 weeks","2007","Couple + C. LE 16 ","direct migration background","60","0.187155284866752","0.145009418785648","0.229301150947856","3"
"Yes, every 2 weeks","2007","Couple + C. GT 16 ","direct migration background","25","","","","3"
"Yes, every 2 weeks","2007","Couple + C. GT 16 ","indirect migration background","8","","","","3"
"Yes, every 2 weeks","2007","(Married) couple without C. ","no migration background","400","0.148569078928589","0.135538845350798","0.161599312506379","3"
"Yes, every 2 weeks","2007","Couple + C. LE 16 ","indirect migration background","16","","","","3"
"Yes, every 2 weeks","2007","Couple + C. GT 16 ","no migration background","266","0.136691541439165","0.121681291585887","0.151701791292443","3"
"Yes, every 2 weeks","2007","Couple + C. LE and GT 16","no migration background","105","0.125395730474572","0.101742101824753","0.149049359124391","3"
"Yes, every 2 weeks","2007","Couple + C. LE and GT 16","direct migration background","23","","","","3"
"Yes, every 2 weeks","2007","Couple + C. LE and GT 16","indirect migration background","5","","","","3"
"Yes, every 3-4 weeks","2007","1-pers.-HH","direct migration background","7","","","","4"
"Yes, every 3-4 weeks","2007","1-pers.-HH","no migration background","137","0.108638396072341","0.0915171285271191","0.125759663617563","4"
"Yes, every 3-4 weeks","2007","1-pers.-HH","indirect migration background","14","","","","4"
"Yes, every 3-4 weeks","2007","(Married) couple without C. ","no migration background","264","0.100016342086727","0.0890246115886297","0.111008072584825","4"
"Yes, every 3-4 weeks","2007","(Married) couple without C. ","direct migration background","20","","","","4"
"Yes, every 3-4 weeks","2007","(Married) couple without C. ","indirect migration background","5","","","","4"
"Yes, every 3-4 weeks","2007","Single parent ","no migration background","47","0.09078208061533","0.066345812041653","0.115218349189007","4"
"Yes, every 3-4 weeks","2007","Single parent ","indirect migration background","5","","","","4"
"Yes, every 3-4 weeks","2007","Couple + C. LE 16 ","no migration background","226","0.100497202138078","0.0883021715665293","0.112692232709627","4"
"Yes, every 3-4 weeks","2007","Couple + C. LE 16 ","direct migration background","33","0.0862184275969726","0.0558884989241068","0.116548356269838","4"
"Yes, every 3-4 weeks","2007","Couple + C. LE 16 ","indirect migration background","16","","","","4"
"Yes, every 3-4 weeks","2007","Couple + C. GT 16 ","no migration background","196","0.0994431376575162","0.0863670723124312","0.112519203002601","4"
"Yes, every 3-4 weeks","2007","Couple + C. GT 16 ","direct migration background","19","","","","4"
"Yes, every 3-4 weeks","2007","Single parent ","direct migration background","7","","","","4"
"Yes, every 3-4 weeks","2007","Couple + C. GT 16 ","indirect migration background","8","","","","4"
"Yes, every 3-4 weeks","2007","Couple + C. LE and GT 16","no migration background","76","0.0953144862348895","0.0743406015126048","0.116288370957174","4"
"Yes, every 3-4 weeks","2007","Couple + C. LE and GT 16","direct migration background","13","","","","4"
"Yes, every 3-4 weeks","2007","Couple + C. LE and GT 16","indirect migration background","3","","","","4"
"Yes, every week","2007","1-pers.-HH","no migration background","214","0.168992336981086","0.14837401581758","0.189610658144592","2"
"Yes, every week","2007","1-pers.-HH","direct migration background","5","","","","2"
"Yes, every week","2007","(Married) couple without C. ","no migration background","426","0.152566795392711","0.139393451577406","0.165740139208015","2"
"Yes, every week","2007","(Married) couple without C. ","direct migration background","36","0.151554757247582","0.107368773699468","0.195740740795696","2"
"Yes, every week","2007","(Married) couple without C. ","indirect migration background","12","","","","2"
"Yes, every week","2007","1-pers.-HH","indirect migration background","20","","","","2"
"Yes, every week","2007","Single parent ","no migration background","81","0.152638211460642","0.122049097136035","0.18322732578525","2"
"Yes, every week","2007","Single parent ","direct migration background","10","","","","2"
"Yes, every week","2007","Single parent ","indirect migration background","7","","","","2"
"Yes, every week","2007","Couple + C. LE 16 ","no migration background","316","0.126394732046749","0.112916691534082","0.139872772559417","2"
"Yes, every week","2007","Couple + C. LE 16 ","direct migration background","46","0.136259902767918","0.0991896352602548","0.17333017027558","2"
"Yes, every week","2007","Couple + C. LE 16 ","indirect migration background","16","","","","2"
"Yes, every week","2007","Couple + C. GT 16 ","no migration background","300","0.139108281332387","0.123987129980381","0.154229432684393","2"
"Yes, every week","2007","Couple + C. GT 16 ","direct migration background","28","","","","2"
"Yes, every week","2007","Couple + C. GT 16 ","indirect migration background","15","","","","2"
"Yes, every week","2007","Couple + C. LE and GT 16","no migration background","105","0.147740558777148","0.122395903881925","0.173085213672371","2"
"Yes, every week","2007","Couple + C. LE and GT 16","direct migration background","10","","","","2"
"Yes, every week","2007","Couple + C. LE and GT 16","indirect migration background","6","","","","2"
"No, never","2008","1-pers.-HH","no migration background","","","","","1"
"No, never","2008","1-pers.-HH","direct migration background","","","","","1"
"No, never","2008","1-pers.-HH","indirect migration background","","","","","1"
"No, never","2008","(Married) couple without C. ","no migration background","","","","","1"
"No, never","2008","(Married) couple without C. ","direct migration background","","","","","1"
"No, never","2008","(Married) couple without C. ","indirect migration background","","","","","1"
"No, never","2008","Single parent ","no migration background","","","","","1"
"No, never","2008","Single parent ","direct migration background","","","","","1"
"No, never","2008","Single parent ","indirect migration background","","","","","1"
"No, never","2008","Couple + C. LE 16 ","no migration background","","","","","1"
"No, never","2008","Couple + C. LE 16 ","direct migration background","","","","","1"
"No, never","2008","Couple + C. LE 16 ","indirect migration background","","","","","1"
"No, never","2008","Couple + C. GT 16 ","no migration background","","","","","1"
"No, never","2008","Couple + C. GT 16 ","direct migration background","","","","","1"
"No, never","2008","Couple + C. GT 16 ","indirect migration background","","","","","1"
"No, never","2008","Couple + C. LE and GT 16","no migration background","","","","","1"
"No, never","2008","Couple + C. LE and GT 16","direct migration background","","","","","1"
"No, never","2008","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"Rarely","2008","1-pers.-HH","no migration background","","","","","5"
"Rarely","2008","1-pers.-HH","direct migration background","","","","","5"
"Rarely","2008","1-pers.-HH","indirect migration background","","","","","5"
"Rarely","2008","(Married) couple without C. ","no migration background","","","","","5"
"Rarely","2008","(Married) couple without C. ","indirect migration background","","","","","5"
"Rarely","2008","Single parent ","direct migration background","","","","","5"
"Rarely","2008","Single parent ","indirect migration background","","","","","5"
"Rarely","2008","Couple + C. LE 16 ","no migration background","","","","","5"
"Rarely","2008","(Married) couple without C. ","direct migration background","","","","","5"
"Rarely","2008","Single parent ","no migration background","","","","","5"
"Rarely","2008","Couple + C. GT 16 ","no migration background","","","","","5"
"Rarely","2008","Couple + C. GT 16 ","direct migration background","","","","","5"
"Rarely","2008","Couple + C. LE 16 ","direct migration background","","","","","5"
"Rarely","2008","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Rarely","2008","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Rarely","2008","Couple + C. LE and GT 16","no migration background","","","","","5"
"Rarely","2008","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Rarely","2008","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Yes, every 2 weeks","2008","1-pers.-HH","no migration background","","","","","3"
"Yes, every 2 weeks","2008","1-pers.-HH","direct migration background","","","","","3"
"Yes, every 2 weeks","2008","(Married) couple without C. ","direct migration background","","","","","3"
"Yes, every 2 weeks","2008","(Married) couple without C. ","indirect migration background","","","","","3"
"Yes, every 2 weeks","2008","1-pers.-HH","indirect migration background","","","","","3"
"Yes, every 2 weeks","2008","(Married) couple without C. ","no migration background","","","","","3"
"Yes, every 2 weeks","2008","Single parent ","no migration background","","","","","3"
"Yes, every 2 weeks","2008","Single parent ","direct migration background","","","","","3"
"Yes, every 2 weeks","2008","Single parent ","indirect migration background","","","","","3"
"Yes, every 2 weeks","2008","Couple + C. LE 16 ","no migration background","","","","","3"
"Yes, every 2 weeks","2008","Couple + C. LE 16 ","direct migration background","","","","","3"
"Yes, every 2 weeks","2008","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Yes, every 2 weeks","2008","Couple + C. GT 16 ","no migration background","","","","","3"
"Yes, every 2 weeks","2008","Couple + C. GT 16 ","direct migration background","","","","","3"
"Yes, every 2 weeks","2008","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Yes, every 2 weeks","2008","Couple + C. LE and GT 16","no migration background","","","","","3"
"Yes, every 2 weeks","2008","Couple + C. LE and GT 16","direct migration background","","","","","3"
