"plb0218","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Yes, every 3-4 weeks","2008","Full Time","West Germany","","","","","4"
"Yes, every 3-4 weeks","2008","Full Time","East Germany","","","","","4"
"Yes, every 3-4 weeks","2008","Part Time","West Germany","","","","","4"
"Yes, every 3-4 weeks","2008","Part Time","East Germany","","","","","4"
"Yes, every 3-4 weeks","2008","Not Working","West Germany","","","","","4"
"Yes, every 3-4 weeks","2008","Not Working","East Germany","","","","","4"
"Yes, every week","2008","Full Time","West Germany","","","","","2"
"Yes, every week","2008","Full Time","East Germany","","","","","2"
"Yes, every week","2008","Part Time","West Germany","","","","","2"
"Yes, every week","2008","Not Working","West Germany","","","","","2"
"Yes, every week","2008","Part Time","East Germany","","","","","2"
"Yes, every week","2008","Not Working","East Germany","","","","","2"
"No, never","2009","Part Time","West Germany","1224","0.441563094060003","0.422794310335247","0.460331877784759","1"
"No, never","2009","Not Working","East Germany","21","","","","1"
"No, never","2009","Full Time","West Germany","1665","0.329538064218933","0.316522317628909","0.342553810808957","1"
"No, never","2009","Full Time","East Germany","449","0.244018428673769","0.223738222315339","0.264298635032199","1"
"No, never","2009","Part Time","East Germany","279","0.42030038605109","0.382382947050782","0.458217825051398","1"
"No, never","2009","Not Working","West Germany","43","0.472169670611325","0.375287419930152","0.569051921292498","1"
"Rarely","2009","Full Time","West Germany","1395","0.275644099740662","0.263270969640401","0.288017229840922","5"
"Rarely","2009","Part Time","West Germany","528","0.192781271855246","0.177871166055206","0.207691377655286","5"
"Rarely","2009","Full Time","East Germany","543","0.31625057676011","0.294293748654489","0.338207404865732","5"
"Rarely","2009","Part Time","East Germany","109","0.181632246509886","0.152016115117246","0.211248377902525","5"
"Rarely","2009","Not Working","West Germany","12","","","","5"
"Rarely","2009","Not Working","East Germany","1","","","","5"
"Yes, every 2 weeks","2009","Full Time","East Germany","280","0.187957642506724","0.169510683249625","0.206404601763824","3"
"Yes, every 2 weeks","2009","Full Time","West Germany","665","0.140790068645507","0.131159212796341","0.150420924494672","3"
"Yes, every 2 weeks","2009","Part Time","West Germany","376","0.149321212608445","0.135850323979096","0.162792101237794","3"
"Yes, every 2 weeks","2009","Not Working","West Germany","17","","","","3"
"Yes, every 2 weeks","2009","Part Time","East Germany","117","0.157102603288432","0.129149074255178","0.185056132321686","3"
"Yes, every 2 weeks","2009","Not Working","East Germany","6","","","","3"
"Yes, every 3-4 weeks","2009","Full Time","West Germany","466","0.0895520665370545","0.0816453787247631","0.0974587543493459","4"
"Yes, every 3-4 weeks","2009","Full Time","East Germany","204","0.116899645202015","0.101728544942046","0.132070745461985","4"
"Yes, every 3-4 weeks","2009","Part Time","West Germany","176","0.0669639400314948","0.0575163203189602","0.0764115597440295","4"
"Yes, every 3-4 weeks","2009","Part Time","East Germany","56","0.0874242604992807","0.0657268432877993","0.109121677710762","4"
"Yes, every 3-4 weeks","2009","Not Working","West Germany","11","","","","4"
"Yes, every 3-4 weeks","2009","Not Working","East Germany","1","","","","4"
"Yes, every week","2009","Full Time","East Germany","247","0.134873706857381","0.11874465438153","0.151002759333232","2"
"Yes, every week","2009","Full Time","West Germany","819","0.164475700857844","0.154210684558201","0.174740717157487","2"
"Yes, every week","2009","Part Time","West Germany","385","0.149370481444812","0.135897760792573","0.16284320209705","2"
"Yes, every week","2009","Part Time","East Germany","90","0.153540503651311","0.12584736576996","0.181233641532663","2"
"Yes, every week","2009","Not Working","West Germany","19","","","","2"
"Yes, every week","2009","Not Working","East Germany","7","","","","2"
"No, never","2010","Full Time","West Germany","583","0.291647321606387","0.272067141393456","0.311227501819318","1"
"No, never","2010","Full Time","East Germany","116","0.25913279251001","0.218828478073341","0.299437106946679","1"
"No, never","2010","Part Time","West Germany","615","0.420813731800182","0.395567807652803","0.446059655947561","1"
"No, never","2010","Not Working","East Germany","20","","","","1"
"No, never","2010","Part Time","East Germany","119","0.403152877093832","0.348635578150876","0.457670176036788","1"
"No, never","2010","Not Working","West Germany","81","0.482024160794527","0.406465786501696","0.557582535087359","1"
"Rarely","2010","Full Time","West Germany","634","0.298477682298907","0.278765278081682","0.318190086516132","5"
"Rarely","2010","Full Time","East Germany","128","0.279562602222903","0.23828087819773","0.320844326248076","5"
"Rarely","2010","Part Time","West Germany","287","0.202610778219746","0.182056433021103","0.223165123418389","5"
"Rarely","2010","Part Time","East Germany","72","0.201459637857191","0.156882687151127","0.246036588563256","5"
"Rarely","2010","Not Working","West Germany","29","","","","5"
"Rarely","2010","Not Working","East Germany","13","","","","5"
"Yes, every 2 weeks","2010","Part Time","West Germany","249","0.169989987392702","0.150781616642147","0.189198358143256","3"
"Yes, every 2 weeks","2010","Not Working","East Germany","13","","","","3"
"Yes, every 2 weeks","2010","Full Time","West Germany","328","0.161179031337353","0.14533915348842","0.177018909186286","3"
"Yes, every 2 weeks","2010","Full Time","East Germany","93","0.204989608138074","0.167855543420818","0.242123672855329","3"
"Yes, every 2 weeks","2010","Part Time","East Germany","55","0.172457219640773","0.13047128613395","0.214443153147595","3"
"Yes, every 2 weeks","2010","Not Working","West Germany","21","","","","3"
"Yes, every 3-4 weeks","2010","Full Time","East Germany","52","0.10613131585032","0.0777992136187405","0.134463418081899","4"
"Yes, every 3-4 weeks","2010","Full Time","West Germany","238","0.117591828487493","0.10371512685026","0.131468530124727","4"
"Yes, every 3-4 weeks","2010","Part Time","West Germany","98","0.0654301884546241","0.0527848006442657","0.0780755762649825","4"
"Yes, every 3-4 weeks","2010","Part Time","East Germany","27","","","","4"
"Yes, every 3-4 weeks","2010","Not Working","West Germany","16","","","","4"
"Yes, every 3-4 weeks","2010","Not Working","East Germany","2","","","","4"
"Yes, every week","2010","Full Time","East Germany","65","0.150183681278694","0.11732167528299","0.183045687274398","2"
"Yes, every week","2010","Full Time","West Germany","287","0.13110413626986","0.116564451861088","0.145643820678632","2"
"Yes, every week","2010","Part Time","West Germany","220","0.141155314132747","0.123350267070207","0.158960361195286","2"
"Yes, every week","2010","Part Time","East Germany","38","0.119026584519029","0.0830374598411789","0.155015709196879","2"
"Yes, every week","2010","Not Working","West Germany","21","","","","2"
"Yes, every week","2010","Not Working","East Germany","2","","","","2"
"No, never","2011","Full Time","West Germany","2589","0.339619172557809","0.329151568641751","0.350086776473867","1"
"No, never","2011","Part Time","West Germany","2353","0.456787604233529","0.442994207781338","0.470581000685721","1"
"No, never","2011","Full Time","East Germany","697","0.289044445044297","0.270855127242296","0.307233762846299","1"
"No, never","2011","Part Time","East Germany","446","0.405004404202801","0.375659641130228","0.434349167275374","1"
"No, never","2011","Not Working","East Germany","50","0.602955069710203","0.502974298953116","0.702935840467291","1"
"No, never","2011","Not Working","West Germany","184","0.55985713293605","0.506540659442031","0.613173606430068","1"
"Rarely","2011","Part Time","West Germany","852","0.174072671979068","0.163573248710424","0.184572095247712","5"
"Rarely","2011","Part Time","East Germany","199","0.193709227219976","0.170084605783817","0.217333848656134","5"
"Rarely","2011","Full Time","West Germany","2094","0.262813619080923","0.253084656384202","0.272542581777644","5"
"Rarely","2011","Full Time","East Germany","634","0.265338388898142","0.247622759409616","0.283054018386667","5"
"Rarely","2011","Not Working","West Germany","32","0.125703580089907","0.0900970914383842","0.16131006874143","5"
"Rarely","2011","Not Working","East Germany","14","","","","5"
"Yes, every 2 weeks","2011","Full Time","West Germany","1169","0.14755072038413","0.139711752334687","0.155389688433573","3"
"Yes, every 2 weeks","2011","Full Time","East Germany","447","0.200069049059476","0.184017051843766","0.216121046275186","3"
"Yes, every 2 weeks","2011","Part Time","West Germany","739","0.149585694721088","0.139709502409847","0.159461887032329","3"
"Yes, every 2 weeks","2011","Part Time","East Germany","208","0.1637939147789","0.141670640573623","0.185917188984178","3"
"Yes, every 2 weeks","2011","Not Working","West Germany","46","0.141911912202389","0.104431760780712","0.179392063624067","3"
"Yes, every 2 weeks","2011","Not Working","East Germany","13","","","","3"
"Yes, every 3-4 weeks","2011","Full Time","East Germany","261","0.107584174517898","0.0951513243779202","0.120017024657877","4"
"Yes, every 3-4 weeks","2011","Full Time","West Germany","759","0.0917785674745455","0.0853971014154604","0.0981600335336306","4"
"Yes, every 3-4 weeks","2011","Part Time","West Germany","403","0.0804197160988406","0.0728895367245638","0.0879498954731174","4"
"Yes, every 3-4 weeks","2011","Part Time","East Germany","102","0.109990004660512","0.0912867188219014","0.128693290499123","4"
"Yes, every 3-4 weeks","2011","Not Working","East Germany","5","","","","4"
"Yes, every 3-4 weeks","2011","Not Working","West Germany","23","","","","4"
"Yes, every week","2011","Full Time","West Germany","1252","0.158237920502593","0.150171071731022","0.166304769274163","2"
"Yes, every week","2011","Full Time","East Germany","347","0.137963942480187","0.124126418531264","0.151801466429109","2"
"Yes, every week","2011","Part Time","West Germany","663","0.139134312967474","0.129551035758032","0.148717590176915","2"
"Yes, every week","2011","Part Time","East Germany","120","0.127502449137811","0.107564282073708","0.147440616201914","2"
"Yes, every week","2011","Not Working","West Germany","48","0.119379494376008","0.0845549663786678","0.154204022373348","2"
"Yes, every week","2011","Not Working","East Germany","10","","","","2"
"No, never","2012","Full Time","West Germany","739","0.339552905215487","0.319862765122678","0.359243045308296","1"
"No, never","2012","Part Time","West Germany","867","0.475092314950205","0.452224965704935","0.497959664195476","1"
"No, never","2012","Not Working","East Germany","29","","","","1"
"No, never","2012","Full Time","East Germany","163","0.327877151827837","0.28701473799248","0.368739565663194","1"
"No, never","2012","Part Time","East Germany","165","0.423912829634673","0.373422690936844","0.474402968332502","1"
"No, never","2012","Not Working","West Germany","86","0.501102881135275","0.427023385895272","0.575182376375278","1"
"Rarely","2012","Full Time","East Germany","131","0.263824863296826","0.22546363141559","0.302186095178063","5"
"Rarely","2012","Part Time","West Germany","274","0.145809906937581","0.129649356916414","0.161970456958748","5"
"Rarely","2012","Not Working","West Germany","24","","","","5"
"Rarely","2012","Full Time","West Germany","540","0.232416694795539","0.214854754988978","0.249978634602099","5"
"Rarely","2012","Part Time","East Germany","59","0.149538894920838","0.113103079497996","0.18597471034368","5"
"Rarely","2012","Not Working","East Germany","3","","","","5"
"Yes, every 2 weeks","2012","Full Time","West Germany","376","0.183982535447025","0.16787184732969","0.200093223564361","3"
"Yes, every 2 weeks","2012","Full Time","East Germany","100","0.175867954264462","0.142729223693845","0.209006684835079","3"
"Yes, every 2 weeks","2012","Part Time","West Germany","285","0.160249525865557","0.143451476166735","0.177047575564379","3"
"Yes, every 2 weeks","2012","Part Time","East Germany","65","0.192342213019392","0.152072811213514","0.232611614825271","3"
"Yes, every 2 weeks","2012","Not Working","West Germany","25","","","","3"
"Yes, every 2 weeks","2012","Not Working","East Germany","9","","","","3"
"Yes, every 3-4 weeks","2012","Full Time","West Germany","226","0.0972840787866447","0.0849623257452504","0.109605831828039","4"
"Yes, every 3-4 weeks","2012","Full Time","East Germany","48","0.110266659173531","0.083002246146666","0.137531072200396","4"
"Yes, every 3-4 weeks","2012","Part Time","West Germany","145","0.083399287566619","0.0707386195231761","0.096059955610062","4"
"Yes, every 3-4 weeks","2012","Part Time","East Germany","35","0.0930081324332721","0.063333432221331","0.122682832645213","4"
"Yes, every 3-4 weeks","2012","Not Working","West Germany","15","","","","4"
"Yes, every 3-4 weeks","2012","Not Working","East Germany","2","","","","4"
"Yes, every week","2012","Full Time","West Germany","341","0.146763785755304","0.132050144713216","0.161477426797393","2"
"Yes, every week","2012","Full Time","East Germany","65","0.122163371437344","0.0936583438693454","0.150668399005342","2"
"Yes, every week","2012","Part Time","West Germany","261","0.135448964680038","0.119778981912904","0.151118947447171","2"
"Yes, every week","2012","Part Time","East Germany","44","0.141197929991824","0.1056196549712","0.176776205012449","2"
"Yes, every week","2012","Not Working","West Germany","25","","","","2"
"Yes, every week","2012","Not Working","East Germany","9","","","","2"
"No, never","2013","Full Time","West Germany","2481","0.336639452126237","0.325723306280397","0.347555597972076","1"
"No, never","2013","Full Time","East Germany","626","0.276645707636925","0.257652694627602","0.295638720646247","1"
"No, never","2013","Not Working","West Germany","132","0.365082892063444","0.308690134584175","0.421475649542714","1"
"No, never","2013","Not Working","East Germany","48","0.579631279290445","0.48430325722197","0.67495930135892","1"
"No, never","2013","Part Time","West Germany","2232","0.458601965623255","0.444442143147399","0.472761788099111","1"
"No, never","2013","Part Time","East Germany","483","0.4250966545227","0.395544774126461","0.45464853491894","1"
"Rarely","2013","Full Time","East Germany","606","0.291611183242503","0.272313983067659","0.310908383417347","5"
"Rarely","2013","Full Time","West Germany","1945","0.285148639483084","0.274719330597693","0.295577948368476","5"
"Rarely","2013","Part Time","West Germany","849","0.172333320593205","0.161600994022788","0.183065647163623","5"
"Rarely","2013","Not Working","West Germany","53","0.276555944596853","0.224164177044348","0.328947712149358","5"
"Rarely","2013","Part Time","East Germany","198","0.175789952208807","0.153035843152943","0.198544061264671","5"
"Rarely","2013","Not Working","East Germany","16","","","","5"
"Yes, every 2 weeks","2013","Full Time","West Germany","1052","0.14092209585741","0.132884654347457","0.148959537367363","3"
"Yes, every 2 weeks","2013","Full Time","East Germany","379","0.192711136339633","0.175964628655227","0.209457644024038","3"
"Yes, every 2 weeks","2013","Part Time","West Germany","745","0.160257631120889","0.149832922914011","0.170682339327768","3"
"Yes, every 2 weeks","2013","Part Time","East Germany","186","0.20587577624675","0.181704994011302","0.230046558482199","3"
"Yes, every 2 weeks","2013","Not Working","West Germany","36","0.119475832802442","0.0814849182248274","0.157466747380056","3"
"Yes, every 2 weeks","2013","Not Working","East Germany","19","","","","3"
"Yes, every 3-4 weeks","2013","Full Time","West Germany","667","0.0967611687752681","0.0899320627238705","0.103590274826666","4"
"Yes, every 3-4 weeks","2013","Full Time","East Germany","238","0.105250903182417","0.0922216382142252","0.11828016815061","4"
"Yes, every 3-4 weeks","2013","Part Time","West Germany","340","0.07526815331165","0.067771023114718","0.082765283508582","4"
"Yes, every 3-4 weeks","2013","Part Time","East Germany","87","0.0838018991611835","0.0672378892013716","0.100365909120995","4"
"Yes, every 3-4 weeks","2013","Not Working","West Germany","18","","","","4"
"Yes, every 3-4 weeks","2013","Not Working","East Germany","10","","","","4"
"Yes, every week","2013","Full Time","East Germany","282","0.133781069598523","0.119327752419697","0.148234386777349","2"
"Yes, every week","2013","Full Time","West Germany","1054","0.140528643758001","0.132500592524363","0.148556694991639","2"
"Yes, every week","2013","Part Time","West Germany","591","0.133538929351","0.123872635623951","0.143205223078049","2"
"Yes, every week","2013","Part Time","East Germany","121","0.109435717860559","0.0907738099987481","0.128097625722369","2"
"Yes, every week","2013","Not Working","East Germany","10","","","","2"
"Yes, every week","2013","Not Working","West Germany","41","0.146401514679321","0.104994999793645","0.187808029564997","2"
"No, never","2014","Full Time","West Germany","","","","","1"
"No, never","2014","Full Time","East Germany","","","","","1"
"No, never","2014","Part Time","West Germany","","","","","1"
"No, never","2014","Part Time","East Germany","","","","","1"
"No, never","2014","Not Working","West Germany","","","","","1"
"No, never","2014","Not Working","East Germany","","","","","1"
"Rarely","2014","Full Time","East Germany","","","","","5"
"Rarely","2014","Part Time","West Germany","","","","","5"
"Rarely","2014","Full Time","West Germany","","","","","5"
"Rarely","2014","Part Time","East Germany","","","","","5"
"Rarely","2014","Not Working","West Germany","","","","","5"
"Rarely","2014","Not Working","East Germany","","","","","5"
"Yes, every 2 weeks","2014","Full Time","East Germany","","","","","3"
"Yes, every 2 weeks","2014","Part Time","West Germany","","","","","3"
"Yes, every 2 weeks","2014","Not Working","West Germany","","","","","3"
"Yes, every 2 weeks","2014","Not Working","East Germany","","","","","3"
"Yes, every 2 weeks","2014","Full Time","West Germany","","","","","3"
"Yes, every 2 weeks","2014","Part Time","East Germany","","","","","3"
"Yes, every 3-4 weeks","2014","Full Time","West Germany","","","","","4"
"Yes, every 3-4 weeks","2014","Full Time","East Germany","","","","","4"
"Yes, every 3-4 weeks","2014","Part Time","West Germany","","","","","4"
"Yes, every 3-4 weeks","2014","Part Time","East Germany","","","","","4"
"Yes, every 3-4 weeks","2014","Not Working","East Germany","","","","","4"
"Yes, every 3-4 weeks","2014","Not Working","West Germany","","","","","4"
"Yes, every week","2014","Full Time","West Germany","","","","","2"
"Yes, every week","2014","Full Time","East Germany","","","","","2"
"Yes, every week","2014","Part Time","West Germany","","","","","2"
"Yes, every week","2014","Part Time","East Germany","","","","","2"
"Yes, every week","2014","Not Working","East Germany","","","","","2"
"Yes, every week","2014","Not Working","West Germany","","","","","2"
"No, never","2015","Full Time","West Germany","2579","0.34781584491707","0.336867696189004","0.358763993645137","1"
"No, never","2015","Full Time","East Germany","619","0.306062004553849","0.285506790821701","0.326617218285998","1"
"No, never","2015","Part Time","West Germany","2248","0.45652115918907","0.442393078098634","0.470649240279505","1"
"No, never","2015","Not Working","West Germany","139","0.532443536604882","0.475794337902344","0.589092735307421","1"
"No, never","2015","Part Time","East Germany","440","0.434454575258094","0.403372733619768","0.46553641689642","1"
"No, never","2015","Not Working","East Germany","31","0.429308858842732","0.311662327973541","0.546955389711923","1"
"Rarely","2015","Full Time","East Germany","547","0.290905399894121","0.270647942478055","0.311162857310188","5"
"Rarely","2015","Part Time","West Germany","859","0.184783723071856","0.173775184186275","0.195792261957437","5"
"Rarely","2015","Not Working","West Germany","39","0.118577673480321","0.0818719790310277","0.155283367929615","5"
"Rarely","2015","Not Working","East Germany","13","","","","5"
"Rarely","2015","Full Time","West Germany","1890","0.263281085915052","0.253157330931108","0.273404840898996","5"
"Rarely","2015","Part Time","East Germany","167","0.154792871710957","0.132112098114856","0.177473645307059","5"
"Yes, every 2 weeks","2015","Full Time","West Germany","1035","0.138636246398071","0.130692734003644","0.146579758792499","3"
"Yes, every 2 weeks","2015","Part Time","West Germany","735","0.176658258632974","0.16584096938979","0.187475547876158","3"
"Yes, every 2 weeks","2015","Full Time","East Germany","342","0.184695404394624","0.167387481810375","0.202003326978874","3"
"Yes, every 2 weeks","2015","Part Time","East Germany","192","0.229809671177783","0.203429112398975","0.256190229956592","3"
"Yes, every 2 weeks","2015","Not Working","East Germany","7","","","","3"
"Yes, every 2 weeks","2015","Not Working","West Germany","54","0.146790090244054","0.106609503601907","0.186970676886202","3"
"Yes, every 3-4 weeks","2015","Full Time","West Germany","705","0.0990636979658888","0.0921964109843692","0.105930984947408","4"
"Yes, every 3-4 weeks","2015","Full Time","East Germany","185","0.102207692778495","0.0886967179030539","0.115718667653936","4"
"Yes, every 3-4 weeks","2015","Part Time","West Germany","318","0.0609419806160615","0.0541567299189667","0.0677272313131563","4"
"Yes, every 3-4 weeks","2015","Part Time","East Germany","76","0.0761977860625686","0.0595613044234682","0.092834267701669","4"
"Yes, every 3-4 weeks","2015","Not Working","East Germany","6","","","","4"
"Yes, every 3-4 weeks","2015","Not Working","West Germany","19","","","","4"
"Yes, every week","2015","Full Time","West Germany","1061","0.151203124803918","0.142968133310786","0.159438116297049","2"
"Yes, every week","2015","Full Time","East Germany","238","0.11612949837891","0.101839816873288","0.130419179884532","2"
"Yes, every week","2015","Part Time","West Germany","615","0.121094878490039","0.111841607340538","0.13034814963954","2"
"Yes, every week","2015","Part Time","East Germany","102","0.104745095790597","0.0855433368753854","0.123946854705808","2"
"Yes, every week","2015","Not Working","West Germany","47","0.14736766820897","0.107121738589013","0.187613597828927","2"
"Yes, every week","2015","Not Working","East Germany","11","","","","2"
"No, never","2016","Full Time","West Germany","","","","","1"
"No, never","2016","Full Time","East Germany","","","","","1"
"No, never","2016","Part Time","West Germany","","","","","1"
