"plh0194","year","age_gr","n","percent","lower_confidence","upper_confidence"
"Rather agree","2010","66 and older","","","",""
"Rather disagree","2010","16-34 y.","","","",""
"Rather disagree","2010","35-65 y.","","","",""
"Rather disagree","2010","66 and older","","","",""
"Disagree fully","2010","16-34 y.","","","",""
"Disagree fully","2010","35-65 y.","","","",""
"Disagree fully","2010","66 and older","","","",""
"Fully agree","2011","16-34 y.","","","",""
"Fully agree","2011","35-65 y.","","","",""
"Fully agree","2011","66 and older","","","",""
"Rather agree","2011","16-34 y.","","","",""
"Rather agree","2011","35-65 y.","","","",""
"Rather agree","2011","66 and older","","","",""
"Rather disagree","2011","16-34 y.","","","",""
"Rather disagree","2011","35-65 y.","","","",""
"Rather disagree","2011","66 and older","","","",""
"Disagree fully","2011","16-34 y.","","","",""
"Disagree fully","2011","35-65 y.","","","",""
"Disagree fully","2011","66 and older","","","",""
"Fully agree","2012","16-34 y.","","","",""
"Fully agree","2012","35-65 y.","","","",""
"Fully agree","2012","66 and older","","","",""
"Rather agree","2012","16-34 y.","","","",""
"Rather agree","2012","35-65 y.","","","",""
"Rather agree","2012","66 and older","","","",""
"Rather disagree","2012","16-34 y.","","","",""
"Rather disagree","2012","35-65 y.","","","",""
"Rather disagree","2012","66 and older","","","",""
"Disagree fully","2012","16-34 y.","","","",""
"Disagree fully","2012","35-65 y.","","","",""
"Disagree fully","2012","66 and older","","","",""
"Fully agree","2013","16-34 y.","2307","0.383135695138079","0.370440208778679","0.395831181497478"
"Fully agree","2013","35-65 y.","5860","0.406166279647086","0.398280596608709","0.414051962685463"
"Fully agree","2013","66 and older","2468","0.505466891762855","0.491573905962692","0.519359877563018"
"Rather agree","2013","16-34 y.","2665","0.48323668535316","0.470186880977606","0.496286489728715"
"Rather agree","2013","35-65 y.","7024","0.455238221080655","0.447242131879068","0.463234310282242"
"Rather agree","2013","66 and older","2047","0.408180876621574","0.394523340032453","0.421838413210695"
"Rather disagree","2013","16-34 y.","606","0.124031657436464","0.115423926275043","0.132639388597886"
"Rather disagree","2013","35-65 y.","1789","0.121617615480236","0.116369601205267","0.126865629755206"
"Rather disagree","2013","66 and older","392","0.0730694110660852","0.0658376684791731","0.0803011536529974"
"Disagree fully","2013","16-34 y.","55","0.00959596207229723","0.00705013630436239","0.0121417878402321"
"Disagree fully","2013","35-65 y.","227","0.0169778837920223","0.0149035512550697","0.0190522163289749"
"Disagree fully","2013","66 and older","68","0.0132828205494854","0.0101016053705393","0.0164640357284316"
"Fully agree","2014","16-34 y.","","","",""
"Fully agree","2014","35-65 y.","","","",""
"Fully agree","2014","66 and older","","","",""
"Rather agree","2014","16-34 y.","","","",""
"Rather agree","2014","35-65 y.","","","",""
"Rather agree","2014","66 and older","","","",""
"Rather disagree","2014","16-34 y.","","","",""
"Rather disagree","2014","35-65 y.","","","",""
"Rather disagree","2014","66 and older","","","",""
"Disagree fully","2014","16-34 y.","","","",""
"Disagree fully","2014","35-65 y.","","","",""
"Disagree fully","2014","66 and older","","","",""
"Fully agree","2015","16-34 y.","","","",""
"Fully agree","2015","35-65 y.","","","",""
"Fully agree","2015","66 and older","","","",""
"Rather agree","2015","16-34 y.","","","",""
"Rather agree","2015","35-65 y.","","","",""
"Rather agree","2015","66 and older","","","",""
"Rather disagree","2015","16-34 y.","","","",""
"Rather disagree","2015","35-65 y.","","","",""
"Rather disagree","2015","66 and older","","","",""
"Disagree fully","2015","16-34 y.","","","",""
"Disagree fully","2015","35-65 y.","","","",""
"Disagree fully","2015","66 and older","","","",""
"Fully agree","2016","16-34 y.","","","",""
"Fully agree","2016","35-65 y.","","","",""
"Fully agree","2016","66 and older","","","",""
"Rather agree","2016","16-34 y.","","","",""
"Rather agree","2016","35-65 y.","","","",""
"Rather agree","2016","66 and older","","","",""
"Rather disagree","2016","16-34 y.","","","",""
"Rather disagree","2016","35-65 y.","","","",""
"Rather disagree","2016","66 and older","","","",""
"Disagree fully","2016","16-34 y.","","","",""
"Disagree fully","2016","35-65 y.","","","",""
"Disagree fully","2016","66 and older","","","",""
"Fully agree","2017","16-34 y.","","","",""
"Fully agree","2017","35-65 y.","","","",""
"Fully agree","2017","66 and older","","","",""
"Rather agree","2017","16-34 y.","","","",""
"Rather agree","2017","35-65 y.","","","",""
"Rather agree","2017","66 and older","","","",""
"Rather disagree","2017","16-34 y.","","","",""
"Rather disagree","2017","35-65 y.","","","",""
"Rather disagree","2017","66 and older","","","",""
"Disagree fully","2017","16-34 y.","","","",""
"Disagree fully","2017","35-65 y.","","","",""
"Disagree fully","2017","66 and older","","","",""
"Fully agree","2018","16-34 y.","3817","0.388609763926622","0.377936586619376","0.399282941233868"
"Fully agree","2018","35-65 y.","6908","0.384380310342452","0.376934885785951","0.391825734898953"
"Fully agree","2018","66 and older","2304","0.460803535045846","0.447090969911204","0.474516100180487"
"Rather agree","2018","16-34 y.","3084","0.450619012517569","0.439724214345116","0.461513810690023"
"Rather agree","2018","35-65 y.","6987","0.454104290669441","0.446483758634414","0.461724822704469"
"Rather agree","2018","66 and older","2179","0.426980706187935","0.413373278582707","0.440588133793162"
"Rather disagree","2018","16-34 y.","960","0.146689393532404","0.138942447168029","0.154436339896778"
"Rather disagree","2018","35-65 y.","2158","0.140643169047909","0.135322101911122","0.145964236184697"
"Rather disagree","2018","66 and older","512","0.099122272602982","0.0909016287286027","0.107342916477361"
"Disagree fully","2018","16-34 y.","151","0.0140818300234049","0.0115017830981821","0.0166618769486277"
"Disagree fully","2018","35-65 y.","345","0.0208722299401976","0.0186841823718389","0.0230602775085562"
"Disagree fully","2018","66 and older","81","0.0130934861632377","0.00996630573881939","0.0162206665876561"
