"m11125","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"2 on Scale 1 to 10","2005","Single parent ","West Germany","19","","",""
"2 on Scale 1 to 10","2005","Single parent ","East Germany","5","","",""
"2 on Scale 1 to 10","2005","Couple + C. LE 16 ","West Germany","63","0.024417230527891","0.0189144635374143","0.0299199975183678"
"2 on Scale 1 to 10","2005","Couple + C. LE 16 ","East Germany","11","","",""
"2 on Scale 1 to 10","2005","Couple + C. GT 16 ","West Germany","52","0.021707069342133","0.0161045933304005","0.0273095453538656"
"2 on Scale 1 to 10","2005","Couple + C. GT 16 ","East Germany","18","","",""
"2 on Scale 1 to 10","2005","Couple + C. LE and GT 16","West Germany","12","","",""
"2 on Scale 1 to 10","2005","Couple + C. LE and GT 16","East Germany","7","","",""
"3 on Scale 1 to 10","2005","1-pers.-HH","West Germany","144","0.0687405388722321","0.0582581597001912","0.079222918044273"
"3 on Scale 1 to 10","2005","1-pers.-HH","East Germany","63","0.0944959925882679","0.0732471986316293","0.115744786544906"
"3 on Scale 1 to 10","2005","(Married) couple without C. ","West Germany","309","0.0688369458275692","0.062011213397413","0.0756626782577254"
"3 on Scale 1 to 10","2005","(Married) couple without C. ","East Germany","143","0.0894194007782763","0.0761033980721387","0.102735403484414"
"3 on Scale 1 to 10","2005","Single parent ","West Germany","39","0.0594067674344081","0.0430366905748359","0.0757768442939802"
"3 on Scale 1 to 10","2005","Single parent ","East Germany","12","","",""
"3 on Scale 1 to 10","2005","Couple + C. LE 16 ","West Germany","95","0.0314685577558323","0.0252441771243388","0.0376929383873258"
"3 on Scale 1 to 10","2005","Couple + C. LE 16 ","East Germany","29","","",""
"3 on Scale 1 to 10","2005","Couple + C. GT 16 ","West Germany","110","0.0447056711746518","0.036760653627037","0.0526506887222667"
"3 on Scale 1 to 10","2005","Couple + C. GT 16 ","East Germany","53","0.0512041473818583","0.0378531500697115","0.064555144694005"
"3 on Scale 1 to 10","2005","Couple + C. LE and GT 16","West Germany","39","0.035746132095301","0.0257608744268372","0.0457313897637647"
"3 on Scale 1 to 10","2005","Couple + C. LE and GT 16","East Germany","13","","",""
"4 on Scale 1 to 10","2005","1-pers.-HH","West Germany","143","0.0697408026152077","0.0591881046827606","0.0802935005476548"
"4 on Scale 1 to 10","2005","1-pers.-HH","East Germany","61","0.0795569542994563","0.0598998321650786","0.099214076433834"
"4 on Scale 1 to 10","2005","(Married) couple without C. ","West Germany","327","0.0617554719016628","0.0552658209657374","0.0682451228375882"
"4 on Scale 1 to 10","2005","(Married) couple without C. ","East Germany","165","0.0889222981690305","0.0756397362653657","0.102204860072695"
"4 on Scale 1 to 10","2005","Single parent ","West Germany","45","0.0625181828154047","0.0457526858020278","0.0792836798287817"
"4 on Scale 1 to 10","2005","Single parent ","East Germany","20","","",""
"4 on Scale 1 to 10","2005","Couple + C. LE 16 ","West Germany","135","0.0468849676206811","0.039348109656776","0.0544218255845862"
"4 on Scale 1 to 10","2005","Couple + C. LE 16 ","East Germany","34","0.046731466820684","0.0310398380924932","0.0624230955488747"
"4 on Scale 1 to 10","2005","Couple + C. GT 16 ","West Germany","125","0.0490864288513107","0.0407803472634937","0.0573925104391278"
"4 on Scale 1 to 10","2005","Couple + C. GT 16 ","East Germany","52","0.0540648678952911","0.040366683723107","0.0677630520674752"
"4 on Scale 1 to 10","2005","Couple + C. LE and GT 16","West Germany","63","0.0517383988204495","0.0398254403464899","0.0636513572944092"
"4 on Scale 1 to 10","2005","Couple + C. LE and GT 16","East Germany","20","","",""
"5 on Scale 1 to 10","2005","1-pers.-HH","West Germany","347","0.162561783293322","0.147275437998261","0.177848128588383"
"5 on Scale 1 to 10","2005","1-pers.-HH","East Germany","136","0.181226275879875","0.153244521968119","0.209208029791631"
"5 on Scale 1 to 10","2005","(Married) couple without C. ","West Germany","800","0.158845096361963","0.148990235613994","0.168699957109932"
"5 on Scale 1 to 10","2005","(Married) couple without C. ","East Germany","338","0.188812454892342","0.170549343962624","0.207075565822061"
"5 on Scale 1 to 10","2005","Single parent ","West Germany","110","0.138723344734149","0.11478589128974","0.162660798178557"
"5 on Scale 1 to 10","2005","Single parent ","East Germany","40","0.132518596336725","0.0945297698390537","0.170507422834397"
"5 on Scale 1 to 10","2005","Couple + C. LE 16 ","West Germany","283","0.119200270961724","0.107647715331132","0.130752826592316"
"5 on Scale 1 to 10","2005","Couple + C. LE 16 ","East Germany","71","0.122453889299081","0.0980826870748606","0.146825091523301"
"5 on Scale 1 to 10","2005","Couple + C. GT 16 ","West Germany","279","0.109084546522686","0.0970993595762526","0.121069733469119"
"5 on Scale 1 to 10","2005","Couple + C. GT 16 ","East Germany","122","0.117871950825246","0.0983399919293154","0.137403909721177"
"5 on Scale 1 to 10","2005","Couple + C. LE and GT 16","West Germany","131","0.110969337232579","0.0940762540851628","0.127862420379996"
"5 on Scale 1 to 10","2005","Couple + C. LE and GT 16","East Germany","39","0.0975277437674744","0.0674605214761769","0.127594966058772"
"6 on Scale 1 to 10","2005","1-pers.-HH","West Germany","212","0.0917005127714997","0.0797436163665969","0.103657409176403"
"6 on Scale 1 to 10","2005","1-pers.-HH","East Germany","68","0.0876598086498463","0.0671169411894292","0.108202676110263"
"6 on Scale 1 to 10","2005","(Married) couple without C. ","West Germany","597","0.112969517344472","0.10443506801804","0.121503966670905"
"6 on Scale 1 to 10","2005","(Married) couple without C. ","East Germany","238","0.130297372869628","0.114588246936677","0.146006498802579"
"6 on Scale 1 to 10","2005","Single parent ","West Germany","69","0.0891593808125526","0.0694244072115075","0.108894354413598"
"6 on Scale 1 to 10","2005","Single parent ","East Germany","26","","",""
"6 on Scale 1 to 10","2005","Couple + C. LE 16 ","West Germany","287","0.0921654938765638","0.0818524140034358","0.102478573749692"
"6 on Scale 1 to 10","2005","Couple + C. LE 16 ","East Germany","59","0.077976392205863","0.0580417576757697","0.0979110267359563"
"6 on Scale 1 to 10","2005","Couple + C. GT 16 ","West Germany","261","0.112579053532996","0.100427310263358","0.124730796802635"
"6 on Scale 1 to 10","2005","Couple + C. GT 16 ","East Germany","119","0.0999155430946844","0.0817506474207574","0.118080438768611"
"6 on Scale 1 to 10","2005","Couple + C. LE and GT 16","West Germany","124","0.109137022164786","0.0923667326973276","0.125907311632245"
"6 on Scale 1 to 10","2005","Couple + C. LE and GT 16","East Germany","42","0.11071890411149","0.0789177626051955","0.142520045617785"
"7 on Scale 1 to 10","2005","1-pers.-HH","West Germany","353","0.155973363042152","0.140941204604048","0.171005521480256"
"7 on Scale 1 to 10","2005","1-pers.-HH","East Germany","115","0.169748375746974","0.142478065300045","0.197018686193903"
"7 on Scale 1 to 10","2005","(Married) couple without C. ","West Germany","936","0.173951632263755","0.163731827763909","0.184171436763601"
"7 on Scale 1 to 10","2005","(Married) couple without C. ","East Germany","289","0.160405454661097","0.143279958170425","0.17753095115177"
"7 on Scale 1 to 10","2005","Single parent ","West Germany","131","0.133338500866991","0.109796987997663","0.156880013736318"
"7 on Scale 1 to 10","2005","Single parent ","East Germany","38","0.111344842353695","0.0761005282539295","0.14658915645346"
"7 on Scale 1 to 10","2005","Couple + C. LE 16 ","West Germany","560","0.184508507290977","0.170678615690781","0.198338398891173"
"7 on Scale 1 to 10","2005","Couple + C. LE 16 ","East Germany","145","0.183958557227477","0.155153297622523","0.212763816832431"
"7 on Scale 1 to 10","2005","Couple + C. GT 16 ","West Germany","404","0.144738588513543","0.131212053638392","0.158265123388693"
"7 on Scale 1 to 10","2005","Couple + C. GT 16 ","East Germany","206","0.186954141910354","0.163338496640115","0.210569787180593"
"7 on Scale 1 to 10","2005","Couple + C. LE and GT 16","West Germany","217","0.169541679124913","0.149360515016721","0.189722843233104"
"7 on Scale 1 to 10","2005","Couple + C. LE and GT 16","East Germany","63","0.15642161270815","0.119606732494441","0.193236492921858"
"8 on Scale 1 to 10","2005","1-pers.-HH","West Germany","499","0.206336653636708","0.189570848921647","0.223102458351769"
"8 on Scale 1 to 10","2005","1-pers.-HH","East Germany","140","0.173497887197623","0.145990364458301","0.201005409936945"
"8 on Scale 1 to 10","2005","(Married) couple without C. ","West Germany","1199","0.217343120410376","0.206223646307472","0.228462594513281"
"8 on Scale 1 to 10","2005","(Married) couple without C. ","East Germany","334","0.187301540427008","0.169094716449787","0.205508364404229"
"8 on Scale 1 to 10","2005","Single parent ","West Germany","178","0.228605518136768","0.199524242579695","0.257686793693841"
"8 on Scale 1 to 10","2005","Single parent ","East Germany","73","0.275402376520766","0.225350579781387","0.325454173260144"
"8 on Scale 1 to 10","2005","Couple + C. LE 16 ","West Germany","850","0.254323332248258","0.238796986938565","0.269849677557951"
"8 on Scale 1 to 10","2005","Couple + C. LE 16 ","East Germany","188","0.272388859826986","0.239290991070941","0.30548672858303"
"8 on Scale 1 to 10","2005","Couple + C. GT 16 ","West Germany","599","0.223432794780953","0.207418495766192","0.239447093795714"
"8 on Scale 1 to 10","2005","Couple + C. GT 16 ","East Germany","275","0.27890495086668","0.251740613292539","0.30606928844082"
"8 on Scale 1 to 10","2005","Couple + C. LE and GT 16","West Germany","323","0.209870013520332","0.187968530625489","0.231771496415175"
"8 on Scale 1 to 10","2005","Couple + C. LE and GT 16","East Germany","104","0.228642327455849","0.186080672367329","0.27120398254437"
"9 on Scale 1 to 10","2005","1-pers.-HH","West Germany","218","0.0869542666025868","0.0752805333905152","0.0986279998146585"
"9 on Scale 1 to 10","2005","1-pers.-HH","East Germany","50","0.0602427062795198","0.0429587766033178","0.0775266359557218"
"9 on Scale 1 to 10","2005","(Married) couple without C. ","West Germany","486","0.0825977064262957","0.0751762438811991","0.0900191689713923"
"9 on Scale 1 to 10","2005","(Married) couple without C. ","East Germany","90","0.0383868479274378","0.0294210236250257","0.0473526722298499"
"9 on Scale 1 to 10","2005","Single parent ","West Germany","117","0.133963218881709","0.110375128200631","0.157551309562786"
"9 on Scale 1 to 10","2005","Single parent ","East Germany","47","0.125900977970982","0.088731860734607","0.163070095207357"
"9 on Scale 1 to 10","2005","Couple + C. LE 16 ","West Germany","447","0.142020332236199","0.12957476712528","0.154465897347118"
"9 on Scale 1 to 10","2005","Couple + C. LE 16 ","East Germany","106","0.150636442186887","0.124043430443543","0.177229453930231"
"9 on Scale 1 to 10","2005","Couple + C. GT 16 ","West Germany","443","0.161661240672158","0.147507941795923","0.175814539548394"
"9 on Scale 1 to 10","2005","Couple + C. GT 16 ","East Germany","111","0.0950078047428864","0.077246420539096","0.112769188946677"
"9 on Scale 1 to 10","2005","Couple + C. LE and GT 16","West Germany","215","0.143970051935413","0.125088851024728","0.162851252846099"
"9 on Scale 1 to 10","2005","Couple + C. LE and GT 16","East Germany","53","0.18009573472358","0.1411512845768","0.219040184870359"
"10 Completely satisfied","2005","1-pers.-HH","West Germany","141","0.0655541181913625","0.0553000755995257","0.0758081607831992"
"10 Completely satisfied","2005","1-pers.-HH","East Germany","37","0.0593966184488267","0.0422267673245793","0.076566469573074"
"10 Completely satisfied","2005","(Married) couple without C. ","West Germany","297","0.0536109020175456","0.0475381294473671","0.0596836745877241"
"10 Completely satisfied","2005","(Married) couple without C. ","East Germany","42","0.0250808638364088","0.0177836958639424","0.0323780318088752"
"10 Completely satisfied","2005","Single parent ","West Germany","74","0.106404466020831","0.0850503176424602","0.127758614399202"
"10 Completely satisfied","2005","Single parent ","East Germany","39","0.138269280110727","0.0995937730446629","0.176944787176791"
"10 Completely satisfied","2005","Couple + C. LE 16 ","West Germany","275","0.0914190913530531","0.0811436350972343","0.101694547608872"
"10 Completely satisfied","2005","Couple + C. LE 16 ","East Germany","45","0.0658731594530894","0.0474309537779883","0.0843153651281904"
"10 Completely satisfied","2005","Couple + C. GT 16 ","West Germany","272","0.110322786306894","0.0982781470832346","0.122367425530553"
"10 Completely satisfied","2005","Couple + C. GT 16 ","East Germany","66","0.0688684017435142","0.0535296405967219","0.0842071628903066"
"10 Completely satisfied","2005","Couple + C. LE and GT 16","West Germany","189","0.141371930502026","0.122633501017779","0.160110359986273"
"10 Completely satisfied","2005","Couple + C. LE and GT 16","East Germany","30","0.0871217900062025","0.0585404816637667","0.115703098348638"
"0 Completely dissatisfied","2006","1-pers.-HH","West Germany","51","0.0210794692401897","0.0154664526361302","0.0266924858442493"
"0 Completely dissatisfied","2006","1-pers.-HH","East Germany","11","","",""
"0 Completely dissatisfied","2006","(Married) couple without C. ","West Germany","94","0.0176829502132473","0.0143225245003681","0.0210433759261265"
"0 Completely dissatisfied","2006","(Married) couple without C. ","East Germany","47","0.0370690687231667","0.0287091511403948","0.0454289863059385"
"0 Completely dissatisfied","2006","Single parent ","West Germany","10","","",""
"0 Completely dissatisfied","2006","Single parent ","East Germany","5","","",""
"0 Completely dissatisfied","2006","Couple + C. LE 16 ","West Germany","13","","",""
"0 Completely dissatisfied","2006","Couple + C. LE 16 ","East Germany","2","","",""
"0 Completely dissatisfied","2006","Couple + C. GT 16 ","West Germany","17","","",""
"0 Completely dissatisfied","2006","Couple + C. GT 16 ","East Germany","15","","",""
"0 Completely dissatisfied","2006","Couple + C. LE and GT 16","West Germany","6","","",""
"0 Completely dissatisfied","2006","Couple + C. LE and GT 16","East Germany","1","","",""
"1 on Scale 1 to 10","2006","1-pers.-HH","West Germany","44","0.0187698751048712","0.0134670305012943","0.0240727197084481"
"1 on Scale 1 to 10","2006","1-pers.-HH","East Germany","22","","",""
"1 on Scale 1 to 10","2006","(Married) couple without C. ","West Germany","69","0.0162190531212139","0.0129983325458376","0.0194397736965902"
"1 on Scale 1 to 10","2006","(Married) couple without C. ","East Germany","25","","",""
"1 on Scale 1 to 10","2006","Single parent ","West Germany","13","","",""
"1 on Scale 1 to 10","2006","Single parent ","East Germany","2","","",""
"1 on Scale 1 to 10","2006","Couple + C. LE 16 ","West Germany","8","","",""
"1 on Scale 1 to 10","2006","Couple + C. LE 16 ","East Germany","2","","",""
"1 on Scale 1 to 10","2006","Couple + C. GT 16 ","West Germany","25","","",""
"1 on Scale 1 to 10","2006","Couple + C. GT 16 ","East Germany","14","","",""
"1 on Scale 1 to 10","2006","Couple + C. LE and GT 16","West Germany","6","","",""
"1 on Scale 1 to 10","2006","Couple + C. LE and GT 16","East Germany","1","","",""
"2 on Scale 1 to 10","2006","1-pers.-HH","West Germany","107","0.0480294289511785","0.0396742021035867","0.0563846557987702"
"2 on Scale 1 to 10","2006","1-pers.-HH","East Germany","52","0.0654904768972509","0.0486501015165567","0.0823308522779451"
"2 on Scale 1 to 10","2006","(Married) couple without C. ","West Germany","193","0.0370445231051504","0.032228858812747","0.0418601873975538"
"2 on Scale 1 to 10","2006","(Married) couple without C. ","East Germany","68","0.0418133522134685","0.0329564644706526","0.0506702399562844"
"2 on Scale 1 to 10","2006","Single parent ","West Germany","17","","",""
"2 on Scale 1 to 10","2006","Single parent ","East Germany","9","","",""
"2 on Scale 1 to 10","2006","Couple + C. LE 16 ","West Germany","49","0.0194350072127723","0.0146579388484117","0.0242120755771329"
"2 on Scale 1 to 10","2006","Couple + C. LE 16 ","East Germany","7","","",""
"2 on Scale 1 to 10","2006","Couple + C. GT 16 ","West Germany","43","0.01394644790202","0.00944751109811288","0.0184453847059272"
"2 on Scale 1 to 10","2006","Couple + C. GT 16 ","East Germany","23","","",""
"2 on Scale 1 to 10","2006","Couple + C. LE and GT 16","West Germany","22","","",""
"2 on Scale 1 to 10","2006","Couple + C. LE and GT 16","East Germany","6","","",""
"3 on Scale 1 to 10","2006","1-pers.-HH","West Germany","154","0.0675013541024108","0.0576980354352843","0.0773046727695373"
"3 on Scale 1 to 10","2006","1-pers.-HH","East Germany","62","0.0681504120142599","0.0509959154450238","0.0853049085834959"
"3 on Scale 1 to 10","2006","(Married) couple without C. ","West Germany","363","0.0686497731612805","0.0622026322617057","0.0750969140608552"
"3 on Scale 1 to 10","2006","(Married) couple without C. ","East Germany","147","0.0830916039583509","0.070878103993489","0.0953051039232127"
"3 on Scale 1 to 10","2006","Single parent ","West Germany","39","0.0482706703608198","0.0340526425013955","0.062488698220244"
"3 on Scale 1 to 10","2006","Single parent ","East Germany","15","","",""
"3 on Scale 1 to 10","2006","Couple + C. LE 16 ","West Germany","113","0.0431270100727941","0.0360973757447581","0.0501566444008301"
"3 on Scale 1 to 10","2006","Couple + C. LE 16 ","East Germany","26","","",""
"3 on Scale 1 to 10","2006","Couple + C. GT 16 ","West Germany","106","0.0424335858908821","0.0347002449605489","0.0501669268212154"
"3 on Scale 1 to 10","2006","Couple + C. GT 16 ","East Germany","54","0.056690626149239","0.0427628168120434","0.0706184354864346"
"3 on Scale 1 to 10","2006","Couple + C. LE and GT 16","West Germany","37","0.0331385875992703","0.0229770582835389","0.0433001169150017"
"3 on Scale 1 to 10","2006","Couple + C. LE and GT 16","East Germany","11","","",""
"4 on Scale 1 to 10","2006","1-pers.-HH","West Germany","152","0.0634713495980856","0.0539446565362326","0.0729980426599386"
"4 on Scale 1 to 10","2006","1-pers.-HH","East Germany","50","0.0652341124271601","0.0484244252174692","0.082043799636851"
"4 on Scale 1 to 10","2006","(Married) couple without C. ","West Germany","371","0.0665890021465088","0.0602323447305716","0.0729456595624459"
"4 on Scale 1 to 10","2006","(Married) couple without C. ","East Germany","166","0.087378951732855","0.0748836356923518","0.0998742677733583"
"4 on Scale 1 to 10","2006","Single parent ","West Germany","53","0.0593895199078131","0.0437111544654393","0.0750678853501869"
"4 on Scale 1 to 10","2006","Single parent ","East Germany","18","","",""
"4 on Scale 1 to 10","2006","Couple + C. LE 16 ","West Germany","130","0.0499878125032319","0.0424468363799319","0.0575287886265318"
"4 on Scale 1 to 10","2006","Couple + C. LE 16 ","East Germany","35","0.0622736836692022","0.0446225675075321","0.0799247998308723"
"4 on Scale 1 to 10","2006","Couple + C. GT 16 ","West Germany","149","0.0722285650620366","0.0622973398788094","0.0821597902452638"
"4 on Scale 1 to 10","2006","Couple + C. GT 16 ","East Germany","63","0.0612972540459781","0.0468500214459757","0.0757444866459804"
"4 on Scale 1 to 10","2006","Couple + C. LE and GT 16","West Germany","51","0.058642684258839","0.0453045791678918","0.0719807893497862"
"4 on Scale 1 to 10","2006","Couple + C. LE and GT 16","East Germany","14","","",""
"5 on Scale 1 to 10","2006","1-pers.-HH","West Germany","378","0.149819415800061","0.135873969631121","0.163764861969"
"5 on Scale 1 to 10","2006","1-pers.-HH","East Germany","152","0.193579278818207","0.166683687387889","0.220474870248526"
"5 on Scale 1 to 10","2006","(Married) couple without C. ","West Germany","892","0.163363469653972","0.153937262448732","0.172789676859213"
"5 on Scale 1 to 10","2006","(Married) couple without C. ","East Germany","400","0.202178475601774","0.184407186875454","0.219949764328094"
"5 on Scale 1 to 10","2006","Single parent ","West Germany","107","0.116471458716155","0.09519197836367","0.137750939068639"
"5 on Scale 1 to 10","2006","Single parent ","East Germany","30","0.110384132209817","0.0745638494288753","0.146204414990758"
"5 on Scale 1 to 10","2006","Couple + C. LE 16 ","West Germany","302","0.102295197347792","0.0918088241957935","0.11278157049979"
"5 on Scale 1 to 10","2006","Couple + C. LE 16 ","East Germany","69","0.126873451112873","0.102562283563981","0.151184618661764"
"5 on Scale 1 to 10","2006","Couple + C. GT 16 ","West Germany","297","0.10856973334324","0.0966346375051421","0.120504829181337"
"5 on Scale 1 to 10","2006","Couple + C. GT 16 ","East Germany","158","0.136731590727836","0.116039352564543","0.157423828891129"
"5 on Scale 1 to 10","2006","Couple + C. LE and GT 16","West Germany","117","0.10292951478439","0.0856793515089375","0.120179678059842"
"5 on Scale 1 to 10","2006","Couple + C. LE and GT 16","East Germany","31","0.0951203877285558","0.0620865535540938","0.128154221903018"
"6 on Scale 1 to 10","2006","1-pers.-HH","West Germany","252","0.0877541992482836","0.0766985904478722","0.098809808048695"
"6 on Scale 1 to 10","2006","1-pers.-HH","East Germany","87","0.104119523570994","0.0833291665164728","0.124909880625516"
"6 on Scale 1 to 10","2006","(Married) couple without C. ","West Germany","617","0.103461823096147","0.0956963923078425","0.111227253884451"
"6 on Scale 1 to 10","2006","(Married) couple without C. ","East Germany","252","0.116466461485299","0.102272273593348","0.13066064937725"
"6 on Scale 1 to 10","2006","Single parent ","West Germany","94","0.0954680424338187","0.0759748964350598","0.114961188432578"
"6 on Scale 1 to 10","2006","Single parent ","East Germany","20","","",""
"6 on Scale 1 to 10","2006","Couple + C. LE 16 ","West Germany","283","0.0930500999574706","0.0829974402419525","0.103102759672989"
"6 on Scale 1 to 10","2006","Couple + C. LE 16 ","East Germany","70","0.0836082917112567","0.063389877329715","0.103826706092798"
"6 on Scale 1 to 10","2006","Couple + C. GT 16 ","West Germany","261","0.104296686112917","0.0925708132081151","0.116022559017718"
"6 on Scale 1 to 10","2006","Couple + C. GT 16 ","East Germany","110","0.0839962688002326","0.0672900282801396","0.100702509320326"
"6 on Scale 1 to 10","2006","Couple + C. LE and GT 16","West Germany","94","0.0904491269028315","0.0741664558071749","0.106731797998488"
"6 on Scale 1 to 10","2006","Couple + C. LE and GT 16","East Germany","25","","",""
"7 on Scale 1 to 10","2006","1-pers.-HH","West Germany","397","0.163437482950666","0.148989147835929","0.177885818065404"
"7 on Scale 1 to 10","2006","1-pers.-HH","East Germany","123","0.146322813657534","0.122264028979071","0.170381598335997"
"7 on Scale 1 to 10","2006","(Married) couple without C. ","West Germany","995","0.163478165490203","0.154049296219121","0.172907034761286"
"7 on Scale 1 to 10","2006","(Married) couple without C. ","East Germany","332","0.161103908877189","0.144836974531835","0.177370843222544"
"7 on Scale 1 to 10","2006","Single parent ","West Germany","134","0.149998503730967","0.126312364504741","0.173684642957194"
"7 on Scale 1 to 10","2006","Single parent ","East Germany","51","0.149140548455392","0.108421163698824","0.189859933211961"
"7 on Scale 1 to 10","2006","Couple + C. LE 16 ","West Germany","575","0.169224133344625","0.156249234024339","0.18219903266491"
"7 on Scale 1 to 10","2006","Couple + C. LE 16 ","East Germany","131","0.148625950541826","0.122642945978194","0.174608955105457"
"7 on Scale 1 to 10","2006","Couple + C. GT 16 ","West Germany","449","0.178721740679514","0.164023623907399","0.19341985745163"
"7 on Scale 1 to 10","2006","Couple + C. GT 16 ","East Germany","191","0.170567460249848","0.147913781524319","0.193221138975377"
"7 on Scale 1 to 10","2006","Couple + C. LE and GT 16","West Germany","217","0.154464512347828","0.133948628003839","0.174980396691818"
"7 on Scale 1 to 10","2006","Couple + C. LE and GT 16","East Germany","47","0.156454201966999","0.115549359370129","0.197359044563869"
"8 on Scale 1 to 10","2006","1-pers.-HH","West Germany","538","0.215620577394507","0.199551128939698","0.231690025849316"
"8 on Scale 1 to 10","2006","1-pers.-HH","East Germany","167","0.177096117144677","0.151109490840442","0.203082743448912"
"8 on Scale 1 to 10","2006","(Married) couple without C. ","West Germany","1384","0.219539520817563","0.208985379375214","0.230093662259913"
"8 on Scale 1 to 10","2006","(Married) couple without C. ","East Germany","368","0.171121672958918","0.154457011697522","0.187786334220314"
"8 on Scale 1 to 10","2006","Single parent ","West Germany","202","0.247473301251116","0.218846943039858","0.276099659462373"
"8 on Scale 1 to 10","2006","Single parent ","East Germany","72","0.237742346978562","0.189081619724357","0.286403074232767"
"8 on Scale 1 to 10","2006","Couple + C. LE 16 ","West Germany","917","0.264089949302311","0.24883470331301","0.279345195291612"
"8 on Scale 1 to 10","2006","Couple + C. LE 16 ","East Germany","212","0.28360047135363","0.250676443329053","0.316524499378207"
"8 on Scale 1 to 10","2006","Couple + C. GT 16 ","West Germany","622","0.229092721087668","0.212970140521245","0.24521530165409"
"8 on Scale 1 to 10","2006","Couple + C. GT 16 ","East Germany","256","0.247269863570677","0.221285902463456","0.273253824677898"
"8 on Scale 1 to 10","2006","Couple + C. LE and GT 16","West Germany","323","0.250542807341049","0.225943416711532","0.275142197970567"
"8 on Scale 1 to 10","2006","Couple + C. LE and GT 16","East Germany","95","0.3446841513179","0.29117072360006","0.398197579035741"
"9 on Scale 1 to 10","2006","1-pers.-HH","West Germany","264","0.0990185835165696","0.0873475573165133","0.110689609716626"
"9 on Scale 1 to 10","2006","1-pers.-HH","East Germany","60","0.0730224354228456","0.0553118223935651","0.0907330484521261"
"9 on Scale 1 to 10","2006","(Married) couple without C. ","West Germany","605","0.0946365546833746","0.0871732351753816","0.102099874191368"
"9 on Scale 1 to 10","2006","(Married) couple without C. ","East Germany","110","0.0525963150861087","0.0427188891136342","0.0624737410585833"
"9 on Scale 1 to 10","2006","Single parent ","West Germany","121","0.136693321658421","0.113905796143153","0.159480847173688"
"9 on Scale 1 to 10","2006","Single parent ","East Germany","38","0.147478767149062","0.106947351079841","0.188010183218282"
"9 on Scale 1 to 10","2006","Couple + C. LE 16 ","West Germany","499","0.151924451721873","0.139503295585923","0.164345607857824"
"9 on Scale 1 to 10","2006","Couple + C. LE 16 ","East Germany","113","0.168353137677103","0.141021734608564","0.195684540745642"
"9 on Scale 1 to 10","2006","Couple + C. GT 16 ","West Germany","373","0.127173561079186","0.114391814574486","0.139955307583886"
"9 on Scale 1 to 10","2006","Couple + C. GT 16 ","East Germany","111","0.110868939501158","0.0919590953897416","0.129778783612575"
"9 on Scale 1 to 10","2006","Couple + C. LE and GT 16","West Germany","171","0.121823629493344","0.103255566361957","0.140391692624731"
"9 on Scale 1 to 10","2006","Couple + C. LE and GT 16","East Germany","52","0.149679252496262","0.109509517423016","0.189848987569508"
"10 Completely satisfied","2006","1-pers.-HH","West Germany","179","0.0654982640931769","0.0558311304205513","0.0751653977658024"
"10 Completely satisfied","2006","1-pers.-HH","East Germany","43","0.0585506318248","0.0425684854877629","0.074532778161837"
"10 Completely satisfied","2006","(Married) couple without C. ","West Germany","326","0.0493351645113389","0.043813333628678","0.0548569953939999"
"10 Completely satisfied","2006","(Married) couple without C. ","East Germany","47","0.0283702627983893","0.0210237596687946","0.035716765927984"
"10 Completely satisfied","2006","Single parent ","West Germany","83","0.101441685477935","0.081414388817193","0.121468982138678"
"10 Completely satisfied","2006","Single parent ","East Germany","34","0.0942417964339469","0.0608451897455294","0.127638403122364"
"10 Completely satisfied","2006","Couple + C. LE 16 ","West Germany","319","0.0958326629444845","0.0856464653516178","0.106018860537351"
"10 Completely satisfied","2006","Couple + C. LE 16 ","East Germany","53","0.0785558214010512","0.0589038761672981","0.0982077666348042"
"10 Completely satisfied","2006","Couple + C. GT 16 ","West Germany","268","0.10618823381201","0.094369006921186","0.118007460702833"
"10 Completely satisfied","2006","Couple + C. GT 16 ","East Germany","64","0.0786608993260278","0.0624469311626768","0.0948748674893788"
"10 Completely satisfied","2006","Couple + C. LE and GT 16","West Germany","148","0.153718211268357","0.133242918415828","0.174193504120887"
"10 Completely satisfied","2006","Couple + C. LE and GT 16","East Germany","20","","",""
"0 Completely dissatisfied","2007","1-pers.-HH","West Germany","37","0.0180054637808727","0.012672266836069","0.0233386607256763"
"0 Completely dissatisfied","2007","1-pers.-HH","East Germany","18","","",""
"0 Completely dissatisfied","2007","(Married) couple without C. ","West Germany","84","0.0149585419488444","0.0117426070141972","0.0181744768834916"
"0 Completely dissatisfied","2007","(Married) couple without C. ","East Germany","33","0.0260403986522785","0.0188738721463643","0.0332069251581927"
"0 Completely dissatisfied","2007","Single parent ","West Germany","4","","",""
"0 Completely dissatisfied","2007","Single parent ","East Germany","5","","",""
"0 Completely dissatisfied","2007","Couple + C. LE 16 ","West Germany","5","","",""
"0 Completely dissatisfied","2007","Couple + C. LE 16 ","East Germany","2","","",""
"0 Completely dissatisfied","2007","Couple + C. GT 16 ","West Germany","15","","",""
"0 Completely dissatisfied","2007","Couple + C. GT 16 ","East Germany","9","","",""
"0 Completely dissatisfied","2007","Couple + C. LE and GT 16","West Germany","4","","",""
"0 Completely dissatisfied","2007","Couple + C. LE and GT 16","East Germany","2","","",""
