"m11125","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"7 on Scale 1 to 10","1984","Employed","no migration background","674","0.131905362839011","0.122594549445051","0.141216176232971","7"
"7 on Scale 1 to 10","1984","Employed","direct migration background","259","0.117270462419844","0.104430386617349","0.13011053822234","7"
"7 on Scale 1 to 10","1984","Employed","indirect migration background","6","","","","7"
"8 on Scale 1 to 10","1984","Not Employed","no migration background","570","0.152637903916889","0.140886676665644","0.164389131168134","8"
"8 on Scale 1 to 10","1984","Not Employed","indirect migration background","6","","","","8"
"8 on Scale 1 to 10","1984","Not Employed","direct migration background","143","0.143351537382591","0.121610246944173","0.165092827821008","8"
"8 on Scale 1 to 10","1984","Employed","no migration background","1042","0.202891093240597","0.19182579352762","0.213956392953574","8"
"8 on Scale 1 to 10","1984","Employed","direct migration background","380","0.156312208071701","0.141819592553023","0.170804823590379","8"
"8 on Scale 1 to 10","1984","Employed","indirect migration background","11","","","","8"
"9 on Scale 1 to 10","1984","Not Employed","no migration background","338","0.0847634503469124","0.0756624631707667","0.0938644375230582","9"
"9 on Scale 1 to 10","1984","Not Employed","direct migration background","96","0.104144450041615","0.0851939846439506","0.12309491543928","9"
"9 on Scale 1 to 10","1984","Not Employed","indirect migration background","14","","","","9"
"9 on Scale 1 to 10","1984","Employed","direct migration background","278","0.120925054602493","0.107913459614068","0.133936649590918","9"
"9 on Scale 1 to 10","1984","Employed","no migration background","648","0.126640553817978","0.117489823190941","0.135791284445016","9"
"9 on Scale 1 to 10","1984","Employed","indirect migration background","12","","","","9"
"0 Completely dissatisfied","1985","Not Employed","no migration background","118","0.0386566675734516","0.0320321001447447","0.0452812350021586","0"
"0 Completely dissatisfied","1985","Not Employed","direct migration background","33","0.0487188936567491","0.0345355181843161","0.0629022691291821","0"
"0 Completely dissatisfied","1985","Not Employed","indirect migration background","2","","","","0"
"0 Completely dissatisfied","1985","Employed","no migration background","48","0.0109838388802148","0.00800726676831265","0.013960410992117","0"
"0 Completely dissatisfied","1985","Employed","direct migration background","28","","","","0"
"0 Completely dissatisfied","1985","Employed","indirect migration background","1","","","","0"
"1 on Scale 1 to 10","1985","Not Employed","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","1985","Employed","no migration background","29","","","","1"
"1 on Scale 1 to 10","1985","Not Employed","no migration background","66","0.0228262304285832","0.0176939655993361","0.0279584952578303","1"
"1 on Scale 1 to 10","1985","Not Employed","direct migration background","16","","","","1"
"1 on Scale 1 to 10","1985","Employed","direct migration background","20","","","","1"
"1 on Scale 1 to 10","1985","Employed","indirect migration background","1","","","","1"
"10 Completely satisfied","1985","Not Employed","no migration background","450","0.129332323123388","0.11780082295744","0.140863823289335","10"
"10 Completely satisfied","1985","Not Employed","direct migration background","188","0.1778545226588","0.152661327649203","0.203047717668397","10"
"10 Completely satisfied","1985","Not Employed","indirect migration background","35","0.29015695078452","0.185328419963025","0.394985481606016","10"
"10 Completely satisfied","1985","Employed","no migration background","810","0.17416380248907","0.163332927485052","0.184994677493088","10"
"10 Completely satisfied","1985","Employed","direct migration background","423","0.19186631562235","0.174778994550994","0.208953636693705","10"
"10 Completely satisfied","1985","Employed","indirect migration background","28","","","","10"
"2 on Scale 1 to 10","1985","Not Employed","no migration background","143","0.0490674552087568","0.0416444856041253","0.0564904248133883","2"
"2 on Scale 1 to 10","1985","Not Employed","indirect migration background","1","","","","2"
"2 on Scale 1 to 10","1985","Employed","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1985","Employed","no migration background","74","0.0159412876348416","0.0123643625710867","0.0195182126985964","2"
"2 on Scale 1 to 10","1985","Employed","direct migration background","49","0.0169509635577864","0.0113492900389307","0.0225526370766422","2"
"2 on Scale 1 to 10","1985","Not Employed","direct migration background","37","0.0436090614603277","0.0301540970910001","0.0570640258296553","2"
"3 on Scale 1 to 10","1985","Not Employed","no migration background","175","0.0599227554174553","0.051766633346322","0.0680788774885885","3"
"3 on Scale 1 to 10","1985","Not Employed","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1985","Not Employed","direct migration background","43","0.0541691900012222","0.0392563844577305","0.0690819955447138","3"
"3 on Scale 1 to 10","1985","Employed","no migration background","126","0.0273780528336557","0.0227177842316143","0.0320383214356971","3"
"3 on Scale 1 to 10","1985","Employed","direct migration background","77","0.0366308806146156","0.0284790894082908","0.0447826718209404","3"
"3 on Scale 1 to 10","1985","Employed","indirect migration background","","","","","3"
"4 on Scale 1 to 10","1985","Employed","no migration background","199","0.0435688856786588","0.0377390983528229","0.0493986730044948","4"
"4 on Scale 1 to 10","1985","Not Employed","indirect migration background","1","","","","4"
"4 on Scale 1 to 10","1985","Not Employed","no migration background","194","0.061756476372734","0.0534845796910502","0.0700283730544178","4"
"4 on Scale 1 to 10","1985","Not Employed","direct migration background","46","0.0548661807124692","0.0398632718091077","0.0698690896158307","4"
"4 on Scale 1 to 10","1985","Employed","direct migration background","77","0.0403232060036471","0.0317868399282577","0.0488595720790365","4"
"4 on Scale 1 to 10","1985","Employed","indirect migration background","1","","","","4"
"5 on Scale 1 to 10","1985","Not Employed","direct migration background","112","0.141417489003269","0.118460282783324","0.164374695223214","5"
"5 on Scale 1 to 10","1985","Not Employed","no migration background","593","0.186370978161384","0.172989366654977","0.199752589667791","5"
"5 on Scale 1 to 10","1985","Not Employed","indirect migration background","5","","","","5"
"5 on Scale 1 to 10","1985","Employed","no migration background","638","0.136891873630669","0.127075319310412","0.146708427950927","5"
"5 on Scale 1 to 10","1985","Employed","direct migration background","301","0.162486399305862","0.146478385545646","0.178494413066077","5"
"5 on Scale 1 to 10","1985","Employed","indirect migration background","7","","","","5"
"6 on Scale 1 to 10","1985","Not Employed","direct migration background","58","0.0710374364347637","0.0541128056891819","0.0879620671803454","6"
"6 on Scale 1 to 10","1985","Not Employed","no migration background","271","0.0868018198705321","0.0771267748774521","0.0964768648636121","6"
"6 on Scale 1 to 10","1985","Not Employed","indirect migration background","2","","","","6"
"6 on Scale 1 to 10","1985","Employed","no migration background","383","0.082454859331171","0.0745996188561628","0.0903100998061793","6"
"6 on Scale 1 to 10","1985","Employed","direct migration background","154","0.0819308429752873","0.0700295425679887","0.0938321433825858","6"
"6 on Scale 1 to 10","1985","Employed","indirect migration background","2","","","","6"
"7 on Scale 1 to 10","1985","Not Employed","no migration background","392","0.12145517277111","0.11022992255409","0.132680422988131","7"
"7 on Scale 1 to 10","1985","Not Employed","indirect migration background","6","","","","7"
"7 on Scale 1 to 10","1985","Not Employed","direct migration background","106","0.14676614923486","0.12345179214212","0.1700805063276","7"
"7 on Scale 1 to 10","1985","Employed","no migration background","702","0.148489235029466","0.138334228808421","0.158644241250512","7"
"7 on Scale 1 to 10","1985","Employed","direct migration background","249","0.122944435328417","0.108694890242095","0.137193980414739","7"
"7 on Scale 1 to 10","1985","Employed","indirect migration background","10","","","","7"
"8 on Scale 1 to 10","1985","Not Employed","direct migration background","165","0.152010439199814","0.128356230975276","0.175664647424352","8"
"8 on Scale 1 to 10","1985","Employed","direct migration background","433","0.213973557010871","0.19617717831408","0.231769935707662","8"
"8 on Scale 1 to 10","1985","Not Employed","indirect migration background","10","","","","8"
"8 on Scale 1 to 10","1985","Employed","no migration background","1103","0.229865360664868","0.217849421203917","0.241881300125818","8"
"8 on Scale 1 to 10","1985","Not Employed","no migration background","530","0.155178452710043","0.142736049844542","0.167620855575543","8"
"8 on Scale 1 to 10","1985","Employed","indirect migration background","14","","","","8"
"9 on Scale 1 to 10","1985","Not Employed","indirect migration background","9","","","","9"
"9 on Scale 1 to 10","1985","Employed","no migration background","598","0.123801591343361","0.114395656173395","0.133207526513327","9"
"9 on Scale 1 to 10","1985","Employed","direct migration background","229","0.112894496532473","0.0991617618465708","0.126627231218375","9"
"9 on Scale 1 to 10","1985","Not Employed","no migration background","321","0.0886316683625627","0.078864976447781","0.0983983602773444","9"
"9 on Scale 1 to 10","1985","Not Employed","direct migration background","81","0.0901189124214294","0.0712530464113213","0.108984778431538","9"
"9 on Scale 1 to 10","1985","Employed","indirect migration background","8","","","","9"
"0 Completely dissatisfied","1986","Not Employed","no migration background","117","0.0431215363920858","0.0358696336646863","0.0503734391194853","0"
"0 Completely dissatisfied","1986","Not Employed","direct migration background","35","0.0562780918674931","0.040803471828177","0.0717527119068092","0"
"0 Completely dissatisfied","1986","Not Employed","indirect migration background","1","","","","0"
"0 Completely dissatisfied","1986","Employed","no migration background","48","0.0103332375289196","0.00741057221786958","0.0132559028399696","0"
"0 Completely dissatisfied","1986","Employed","direct migration background","24","","","","0"
"0 Completely dissatisfied","1986","Employed","indirect migration background","1","","","","0"
"1 on Scale 1 to 10","1986","Employed","no migration background","31","0.00647261615277137","0.00415497478802343","0.0087902575175193","1"
"1 on Scale 1 to 10","1986","Not Employed","indirect migration background","1","","","","1"
"1 on Scale 1 to 10","1986","Not Employed","no migration background","59","0.0230345765001057","0.0176790005849831","0.0283901524152283","1"
"1 on Scale 1 to 10","1986","Not Employed","direct migration background","20","","","","1"
"1 on Scale 1 to 10","1986","Employed","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1986","Employed","direct migration background","20","","","","1"
"10 Completely satisfied","1986","Not Employed","direct migration background","157","0.125634419990721","0.103379341020065","0.147889498961377","10"
"10 Completely satisfied","1986","Not Employed","no migration background","387","0.114469093604421","0.103102706291012","0.12583548091783","10"
"10 Completely satisfied","1986","Employed","no migration background","687","0.148420240369194","0.138145387379191","0.158695093359198","10"
"10 Completely satisfied","1986","Not Employed","indirect migration background","19","","","","10"
"10 Completely satisfied","1986","Employed","direct migration background","380","0.16928350749121","0.152832156682724","0.185734858299695","10"
"10 Completely satisfied","1986","Employed","indirect migration background","29","","","","10"
"2 on Scale 1 to 10","1986","Employed","direct migration background","41","0.0181744288493362","0.0123141891823279","0.0240346685163446","2"
"2 on Scale 1 to 10","1986","Employed","no migration background","68","0.0158463708459688","0.0122371559339622","0.0194555857579753","2"
"2 on Scale 1 to 10","1986","Not Employed","indirect migration background","3","","","","2"
"2 on Scale 1 to 10","1986","Not Employed","no migration background","105","0.0372413428280425","0.0304813248745438","0.0440013607815413","2"
"2 on Scale 1 to 10","1986","Not Employed","direct migration background","32","0.0351534970260626","0.0227871430260341","0.0475198510260911","2"
"2 on Scale 1 to 10","1986","Employed","indirect migration background","","","","","2"
"3 on Scale 1 to 10","1986","Not Employed","no migration background","161","0.0589926517555539","0.0505811811103794","0.0674041224007284","3"
"3 on Scale 1 to 10","1986","Not Employed","direct migration background","37","0.037211114453084","0.0245015646798437","0.0499206642263244","3"
"3 on Scale 1 to 10","1986","Employed","no migration background","149","0.0318448839225678","0.0267702035478173","0.0369195642973184","3"
"3 on Scale 1 to 10","1986","Employed","direct migration background","89","0.0520060942401218","0.0422652249752527","0.0617469635049909","3"
"3 on Scale 1 to 10","1986","Not Employed","indirect migration background","1","","","","3"
"3 on Scale 1 to 10","1986","Employed","indirect migration background","3","","","","3"
"4 on Scale 1 to 10","1986","Employed","no migration background","217","0.050726992691479","0.0443849156952411","0.0570690696877169","4"
"4 on Scale 1 to 10","1986","Not Employed","no migration background","186","0.0638545315448808","0.0551259434737273","0.0725831196160343","4"
"4 on Scale 1 to 10","1986","Not Employed","indirect migration background","2","","","","4"
"4 on Scale 1 to 10","1986","Not Employed","direct migration background","43","0.0602064065538151","0.0442341643528019","0.0761786487548283","4"
"4 on Scale 1 to 10","1986","Employed","direct migration background","89","0.0368134569648362","0.0285525767165624","0.0450743372131099","4"
"4 on Scale 1 to 10","1986","Employed","indirect migration background","2","","","","4"
"5 on Scale 1 to 10","1986","Not Employed","no migration background","502","0.182959311935982","0.169156245811219","0.196762378060745","5"
"5 on Scale 1 to 10","1986","Not Employed","direct migration background","136","0.174268729755386","0.148797061358872","0.199740398151899","5"
"5 on Scale 1 to 10","1986","Not Employed","indirect migration background","4","","","","5"
"5 on Scale 1 to 10","1986","Employed","no migration background","623","0.138372890582341","0.128393556308066","0.148352224856616","5"
"5 on Scale 1 to 10","1986","Employed","direct migration background","274","0.132370842181506","0.117503578026684","0.147238106336328","5"
"5 on Scale 1 to 10","1986","Employed","indirect migration background","6","","","","5"
"6 on Scale 1 to 10","1986","Not Employed","indirect migration background","5","","","","6"
"6 on Scale 1 to 10","1986","Not Employed","direct migration background","53","0.0599951210911286","0.0440491374354904","0.0759411047467668","6"
"6 on Scale 1 to 10","1986","Employed","indirect migration background","3","","","","6"
"6 on Scale 1 to 10","1986","Not Employed","no migration background","291","0.102040069907198","0.0912334389802204","0.112846700834176","6"
"6 on Scale 1 to 10","1986","Employed","no migration background","379","0.0811441762815447","0.0732525092991044","0.089035843263985","6"
"6 on Scale 1 to 10","1986","Employed","direct migration background","169","0.0811218691290288","0.069144380846967","0.0930993574110906","6"
"7 on Scale 1 to 10","1986","Not Employed","no migration background","350","0.110112087410309","0.0989367249275359","0.121287449893083","7"
"7 on Scale 1 to 10","1986","Not Employed","indirect migration background","2","","","","7"
"7 on Scale 1 to 10","1986","Not Employed","direct migration background","85","0.128761533138531","0.106271510932586","0.151251555344477","7"
"7 on Scale 1 to 10","1986","Employed","no migration background","707","0.152321880549454","0.141936724679259","0.162707036419649","7"
"7 on Scale 1 to 10","1986","Employed","direct migration background","255","0.144561013178373","0.129133783902413","0.159988242454333","7"
"7 on Scale 1 to 10","1986","Employed","indirect migration background","11","","","","7"
"8 on Scale 1 to 10","1986","Employed","no migration background","1063","0.229823645076594","0.217664337870856","0.241982952282332","8"
"8 on Scale 1 to 10","1986","Not Employed","indirect migration background","12","","","","8"
"8 on Scale 1 to 10","1986","Not Employed","no migration background","550","0.172239030505454","0.158758880483382","0.185719180527527","8"
"8 on Scale 1 to 10","1986","Not Employed","direct migration background","152","0.176337461951164","0.150747169840227","0.201927754062101","8"
"8 on Scale 1 to 10","1986","Employed","direct migration background","406","0.21695303852437","0.198871116362691","0.235034960686048","8"
"8 on Scale 1 to 10","1986","Employed","indirect migration background","22","","","","8"
"9 on Scale 1 to 10","1986","Employed","no migration background","627","0.134693065999165","0.124826316607406","0.144559815390924","9"
"9 on Scale 1 to 10","1986","Not Employed","indirect migration background","14","","","","9"
"9 on Scale 1 to 10","1986","Not Employed","no migration background","306","0.0919357676159665","0.0816205830006878","0.102250952231245","9"
"9 on Scale 1 to 10","1986","Not Employed","direct migration background","102","0.118946105131993","0.0972088529307318","0.140683357333254","9"
"9 on Scale 1 to 10","1986","Employed","direct migration background","249","0.126784741309189","0.112187796196961","0.141381686421416","9"
"9 on Scale 1 to 10","1986","Employed","indirect migration background","14","","","","9"
"0 Completely dissatisfied","1987","Not Employed","direct migration background","27","","","","0"
"0 Completely dissatisfied","1987","Not Employed","no migration background","98","0.0387966795952138","0.031724284822524","0.0458690743679035","0"
"0 Completely dissatisfied","1987","Not Employed","indirect migration background","1","","","","0"
"0 Completely dissatisfied","1987","Employed","no migration background","42","0.00909929604976615","0.0063615127321017","0.0118370793674306","0"
"0 Completely dissatisfied","1987","Employed","direct migration background","14","","","","0"
"0 Completely dissatisfied","1987","Employed","indirect migration background","2","","","","0"
"1 on Scale 1 to 10","1987","Not Employed","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1987","Not Employed","no migration background","77","0.0311667737650775","0.0248027466591238","0.0375308008710313","1"
"1 on Scale 1 to 10","1987","Employed","no migration background","27","","","","1"
"1 on Scale 1 to 10","1987","Not Employed","direct migration background","15","","","","1"
"1 on Scale 1 to 10","1987","Employed","direct migration background","22","","","","1"
"1 on Scale 1 to 10","1987","Employed","indirect migration background","","","","","1"
"10 Completely satisfied","1987","Not Employed","direct migration background","154","0.158785950566806","0.134259603432547","0.183312297701065","10"
"10 Completely satisfied","1987","Not Employed","no migration background","311","0.0968947619516107","0.0860609594338573","0.107728564469364","10"
"10 Completely satisfied","1987","Not Employed","indirect migration background","19","","","","10"
"10 Completely satisfied","1987","Employed","no migration background","601","0.127044928618105","0.117443082983305","0.136646774252906","10"
"10 Completely satisfied","1987","Employed","direct migration background","355","0.150978223111697","0.135208209591454","0.16674823663194","10"
"10 Completely satisfied","1987","Employed","indirect migration background","35","0.325907205155632","0.234497095973788","0.417317314337476","10"
"2 on Scale 1 to 10","1987","Employed","no migration background","104","0.0225667994506242","0.0182846814108053","0.0268489174904432","2"
"2 on Scale 1 to 10","1987","Employed","direct migration background","54","0.0229711073930378","0.0163723803302206","0.0295698344558549","2"
"2 on Scale 1 to 10","1987","Not Employed","no migration background","115","0.046207154367713","0.03851862590822","0.053895682827206","2"
"2 on Scale 1 to 10","1987","Not Employed","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1987","Not Employed","direct migration background","30","0.0248952328573251","0.0144394317919391","0.0353510339227111","2"
"2 on Scale 1 to 10","1987","Employed","indirect migration background","2","","","","2"
"3 on Scale 1 to 10","1987","Not Employed","no migration background","141","0.0505844113476495","0.0425584306017474","0.0586103920935516","3"
"3 on Scale 1 to 10","1987","Not Employed","direct migration background","41","0.0520823484568233","0.0371714380706912","0.0669932588429554","3"
"3 on Scale 1 to 10","1987","Employed","no migration background","161","0.0362184699149153","0.0308316252060066","0.0416053146238241","3"
"3 on Scale 1 to 10","1987","Employed","direct migration background","74","0.0424278347090745","0.0335495986769034","0.0513060707412456","3"
"3 on Scale 1 to 10","1987","Not Employed","indirect migration background","5","","","","3"
"3 on Scale 1 to 10","1987","Employed","indirect migration background","2","","","","3"
"4 on Scale 1 to 10","1987","Employed","no migration background","184","0.0408896705981527","0.035179866645988","0.0465994745503174","4"
"4 on Scale 1 to 10","1987","Not Employed","no migration background","160","0.0590508882597364","0.0504179652082146","0.0676838113112581","4"
"4 on Scale 1 to 10","1987","Not Employed","direct migration background","42","0.0705106877448868","0.0533306841256179","0.0876906913641558","4"
"4 on Scale 1 to 10","1987","Not Employed","indirect migration background","3","","","","4"
"4 on Scale 1 to 10","1987","Employed","direct migration background","77","0.0436065802393938","0.0346114014421259","0.0526017590366616","4"
"4 on Scale 1 to 10","1987","Employed","indirect migration background","2","","","","4"
"5 on Scale 1 to 10","1987","Not Employed","no migration background","486","0.184403049332993","0.170199940003339","0.198606158662647","5"
"5 on Scale 1 to 10","1987","Not Employed","direct migration background","107","0.136891036757614","0.113823889127235","0.159958184387993","5"
"5 on Scale 1 to 10","1987","Not Employed","indirect migration background","6","","","","5"
"5 on Scale 1 to 10","1987","Employed","no migration background","619","0.140489144603507","0.13047008007055","0.150508209136464","5"
"5 on Scale 1 to 10","1987","Employed","direct migration background","268","0.14162679850317","0.126269094601109","0.156984502405232","5"
"5 on Scale 1 to 10","1987","Employed","indirect migration background","8","","","","5"
"6 on Scale 1 to 10","1987","Not Employed","no migration background","295","0.107691040003318","0.0963380829049456","0.11904399710169","6"
"6 on Scale 1 to 10","1987","Not Employed","direct migration background","74","0.0873950172292661","0.0684428740193259","0.106347160439206","6"
"6 on Scale 1 to 10","1987","Not Employed","indirect migration background","3","","","","6"
"6 on Scale 1 to 10","1987","Employed","no migration background","383","0.0843494486842842","0.076336615313578","0.0923622820549904","6"
"6 on Scale 1 to 10","1987","Employed","direct migration background","177","0.108611628662077","0.0949063730120869","0.122316884312068","6"
"6 on Scale 1 to 10","1987","Employed","indirect migration background","3","","","","6"
"7 on Scale 1 to 10","1987","Not Employed","no migration background","382","0.132388012460509","0.11997581467834","0.144800210242677","7"
"7 on Scale 1 to 10","1987","Not Employed","indirect migration background","6","","","","7"
"7 on Scale 1 to 10","1987","Not Employed","direct migration background","130","0.145736064292655","0.12205762192027","0.169414506665039","7"
"7 on Scale 1 to 10","1987","Employed","no migration background","756","0.163176707484325","0.152522379311771","0.173831035656878","7"
"7 on Scale 1 to 10","1987","Employed","direct migration background","287","0.154872002797539","0.138936594414261","0.170807411180817","7"
"7 on Scale 1 to 10","1987","Employed","indirect migration background","8","","","","7"
"8 on Scale 1 to 10","1987","Not Employed","no migration background","516","0.168863531949195","0.155143166228713","0.182583897669676","8"
"8 on Scale 1 to 10","1987","Not Employed","indirect migration background","16","","","","8"
"8 on Scale 1 to 10","1987","Employed","no migration background","1154","0.246461427467373","0.234036114669492","0.258886740265254","8"
"8 on Scale 1 to 10","1987","Not Employed","direct migration background","152","0.200753511694282","0.173872505602527","0.227634517786038","8"
"8 on Scale 1 to 10","1987","Employed","direct migration background","425","0.214376060208121","0.196299699749105","0.232452420667137","8"
"8 on Scale 1 to 10","1987","Employed","indirect migration background","19","","","","8"
"9 on Scale 1 to 10","1987","Not Employed","no migration background","283","0.0839536969669853","0.0737972873024972","0.0941101066314734","9"
"9 on Scale 1 to 10","1987","Employed","no migration background","590","0.123393755213935","0.113911121454639","0.13287638897323","9"
"9 on Scale 1 to 10","1987","Not Employed","indirect migration background","17","","","","9"
"9 on Scale 1 to 10","1987","Not Employed","direct migration background","81","0.0743073852141541","0.0567069679292668","0.0919078024990414","9"
"9 on Scale 1 to 10","1987","Employed","direct migration background","227","0.107056120153561","0.0934374930531314","0.12067474725399","9"
"9 on Scale 1 to 10","1987","Employed","indirect migration background","20","","","","9"
"0 Completely dissatisfied","1988","Not Employed","no migration background","112","0.0479403070351959","0.0398139046421743","0.0560667094282176","0"
"0 Completely dissatisfied","1988","Not Employed","direct migration background","23","","","","0"
"0 Completely dissatisfied","1988","Not Employed","indirect migration background","1","","","","0"
"0 Completely dissatisfied","1988","Employed","no migration background","38","0.00900307093088562","0.00622471362825901","0.0117814282335122","0"
"0 Completely dissatisfied","1988","Employed","direct migration background","14","","","","0"
"0 Completely dissatisfied","1988","Employed","indirect migration background","1","","","","0"
"1 on Scale 1 to 10","1988","Not Employed","no migration background","68","0.0305926545303692","0.0240421075971381","0.0371432014636003","1"
"1 on Scale 1 to 10","1988","Not Employed","direct migration background","25","","","","1"
"1 on Scale 1 to 10","1988","Not Employed","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1988","Employed","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1988","Employed","no migration background","28","","","","1"
"1 on Scale 1 to 10","1988","Employed","direct migration background","17","","","","1"
"10 Completely satisfied","1988","Not Employed","no migration background","245","0.0802355586257647","0.0699022934062379","0.0905688238452915","10"
"10 Completely satisfied","1988","Not Employed","direct migration background","115","0.0922364278009179","0.0723093693593939","0.112163486242442","10"
"10 Completely satisfied","1988","Not Employed","indirect migration background","29","","","","10"
"10 Completely satisfied","1988","Employed","no migration background","511","0.112074904715198","0.102795952025727","0.121353857404669","10"
"10 Completely satisfied","1988","Employed","direct migration background","299","0.133390105517072","0.117996621417711","0.148783589616432","10"
"10 Completely satisfied","1988","Employed","indirect migration background","37","0.175323500453059","0.108665088884582","0.241981912021536","10"
