"m11125","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"2 on Scale 1 to 10","2016","Not Employed","vocational + Abi","15","","",""
"2 on Scale 1 to 10","2016","Not Employed","higher vocational","21","","",""
"2 on Scale 1 to 10","2016","Not Employed","higher education","51","0.0369119008936284","0.0291195306901943","0.0447042710970626"
"2 on Scale 1 to 10","2016","Employed","in school","1","","",""
"2 on Scale 1 to 10","2016","Employed","inadequately","4","","",""
"2 on Scale 1 to 10","2016","Employed","general elemantary","21","","",""
"2 on Scale 1 to 10","2016","Employed","middle vocational","148","0.0198536042883978","0.0166222314945068","0.0230849770822887"
"2 on Scale 1 to 10","2016","Employed","vocational + Abi","38","0.0223697044039594","0.0152277225934484","0.0295116862144705"
"2 on Scale 1 to 10","2016","Employed","higher vocational","10","","",""
"2 on Scale 1 to 10","2016","Employed","higher education","58","0.0124565552835035","0.00918124672675049","0.0157318638402566"
"3 on Scale 1 to 10","2016","Not Employed","in school","4","","",""
"3 on Scale 1 to 10","2016","Not Employed","inadequately","65","0.0315865244631404","0.0235711729816888","0.0396018759445919"
"3 on Scale 1 to 10","2016","Not Employed","general elemantary","106","0.0697891542179259","0.0588342146440747","0.080744093791777"
"3 on Scale 1 to 10","2016","Not Employed","middle vocational","336","0.0912690266777287","0.0829816843310091","0.0995563690244483"
"3 on Scale 1 to 10","2016","Not Employed","vocational + Abi","20","","",""
"3 on Scale 1 to 10","2016","Not Employed","higher vocational","32","0.0981764461643997","0.0693393930296774","0.127013499299122"
"3 on Scale 1 to 10","2016","Not Employed","higher education","105","0.0618944015006808","0.051935649645031","0.0718531533563307"
"3 on Scale 1 to 10","2016","Employed","in school","","","",""
"3 on Scale 1 to 10","2016","Employed","inadequately","4","","",""
"3 on Scale 1 to 10","2016","Employed","general elemantary","68","0.0531347232917021","0.0410890997695687","0.0651803468138356"
"3 on Scale 1 to 10","2016","Employed","middle vocational","290","0.0485978363089142","0.0436168833048366","0.0535787893129918"
"3 on Scale 1 to 10","2016","Employed","vocational + Abi","56","0.0340032323235729","0.0252503874929582","0.0427560771541877"
"3 on Scale 1 to 10","2016","Employed","higher vocational","50","0.0632010642853757","0.0481124020403153","0.0782897265304361"
"3 on Scale 1 to 10","2016","Employed","higher education","133","0.0313309780001229","0.02618639929076","0.0364755567094858"
"4 on Scale 1 to 10","2016","Not Employed","in school","7","","",""
"4 on Scale 1 to 10","2016","Not Employed","inadequately","80","0.105417670602757","0.0913439766152224","0.119491364590292"
"4 on Scale 1 to 10","2016","Not Employed","general elemantary","112","0.0742243035857854","0.0629535936500334","0.0854950135215374"
"4 on Scale 1 to 10","2016","Not Employed","middle vocational","307","0.0700291107106209","0.0626854959263552","0.0773727254948867"
"4 on Scale 1 to 10","2016","Not Employed","vocational + Abi","19","","",""
"4 on Scale 1 to 10","2016","Not Employed","higher vocational","34","0.0688650598399338","0.0443240622164625","0.0934060574634051"
"4 on Scale 1 to 10","2016","Not Employed","higher education","145","0.0768142110229481","0.0658084847868947","0.0878199372590015"
"4 on Scale 1 to 10","2016","Employed","in school","3","","",""
"4 on Scale 1 to 10","2016","Employed","inadequately","14","","",""
"4 on Scale 1 to 10","2016","Employed","general elemantary","58","0.0546660057052892","0.0424579279279559","0.0668740834826224"
"4 on Scale 1 to 10","2016","Employed","middle vocational","350","0.0529426050051947","0.047755647226157","0.0581295627842324"
"4 on Scale 1 to 10","2016","Employed","vocational + Abi","60","0.0377157143522365","0.0285151565689911","0.0469162721354818"
"4 on Scale 1 to 10","2016","Employed","higher vocational","54","0.0339076734752558","0.0226842936842325","0.045131053266279"
"4 on Scale 1 to 10","2016","Employed","higher education","176","0.0439814777638069","0.0379260727426297","0.050036882784984"
"5 on Scale 1 to 10","2016","Not Employed","in school","9","","",""
"5 on Scale 1 to 10","2016","Not Employed","inadequately","222","0.182699393288764","0.164990121569841","0.200408665007686"
"5 on Scale 1 to 10","2016","Not Employed","general elemantary","293","0.201595669596957","0.184346135843574","0.21884520335034"
"5 on Scale 1 to 10","2016","Not Employed","middle vocational","702","0.171349413180581","0.160506076650329","0.182192749710834"
"5 on Scale 1 to 10","2016","Not Employed","vocational + Abi","59","0.177278822640441","0.143220026487169","0.211337618793714"
"5 on Scale 1 to 10","2016","Not Employed","higher vocational","59","0.140404801917607","0.106736252313912","0.174073351521303"
"5 on Scale 1 to 10","2016","Not Employed","higher education","243","0.120936820912145","0.107461389372823","0.134412252451467"
"5 on Scale 1 to 10","2016","Employed","in school","3","","",""
"5 on Scale 1 to 10","2016","Employed","inadequately","24","","",""
"5 on Scale 1 to 10","2016","Employed","general elemantary","169","0.134488702679111","0.116166602590997","0.152810802767224"
"5 on Scale 1 to 10","2016","Employed","middle vocational","843","0.121464459619913","0.113897416851131","0.129031502388695"
"5 on Scale 1 to 10","2016","Employed","vocational + Abi","133","0.0834829222406831","0.070124031629491","0.0968418128518753"
"5 on Scale 1 to 10","2016","Employed","higher vocational","113","0.113100937620722","0.0934612060618493","0.132740669179595"
"5 on Scale 1 to 10","2016","Employed","higher education","326","0.0739763491274118","0.0662471833694614","0.0817055148853622"
"6 on Scale 1 to 10","2016","Not Employed","in school","10","","",""
"6 on Scale 1 to 10","2016","Not Employed","inadequately","125","0.109656146996472","0.095336358232994","0.12397593575995"
"6 on Scale 1 to 10","2016","Not Employed","general elemantary","178","0.121323370179872","0.107285148694052","0.135361591665692"
"6 on Scale 1 to 10","2016","Not Employed","middle vocational","480","0.116010556660178","0.106795283790854","0.125225829529502"
"6 on Scale 1 to 10","2016","Not Employed","vocational + Abi","54","0.132680293675808","0.102427370485293","0.162933216866323"
"6 on Scale 1 to 10","2016","Not Employed","higher vocational","55","0.12582600008019","0.0936841719010123","0.157967828259367"
"6 on Scale 1 to 10","2016","Not Employed","higher education","232","0.113996046173278","0.100861469273057","0.127130623073499"
"6 on Scale 1 to 10","2016","Employed","in school","4","","",""
"6 on Scale 1 to 10","2016","Employed","inadequately","20","","",""
"6 on Scale 1 to 10","2016","Employed","general elemantary","127","0.0967996355971673","0.0809205718621802","0.112678699332154"
"6 on Scale 1 to 10","2016","Employed","middle vocational","749","0.102581149807943","0.0955528013542926","0.109609498261594"
"6 on Scale 1 to 10","2016","Employed","vocational + Abi","150","0.0872578883800954","0.0736284586447873","0.100887318115404"
"6 on Scale 1 to 10","2016","Employed","higher vocational","105","0.109674229376032","0.0902969806091322","0.129051478142932"
"6 on Scale 1 to 10","2016","Employed","higher education","399","0.100910835631272","0.0920158465821389","0.109805824680406"
"7 on Scale 1 to 10","2016","Not Employed","in school","32","0.100327216536757","0.0656292902440511","0.135025142829464"
"7 on Scale 1 to 10","2016","Not Employed","inadequately","159","0.07210081715566","0.0602469043644256","0.0839547299468944"
"7 on Scale 1 to 10","2016","Not Employed","general elemantary","221","0.113299739576197","0.0996718629498859","0.126927616202508"
"7 on Scale 1 to 10","2016","Not Employed","middle vocational","675","0.151567763787804","0.141248519184459","0.161887008391149"
"7 on Scale 1 to 10","2016","Not Employed","vocational + Abi","94","0.207637777215522","0.171464355457244","0.243811198973801"
"7 on Scale 1 to 10","2016","Not Employed","higher vocational","84","0.192013899298283","0.153841037891911","0.230186760704654"
"7 on Scale 1 to 10","2016","Not Employed","higher education","365","0.20268310582247","0.1860689751556","0.219297236489339"
"7 on Scale 1 to 10","2016","Employed","in school","11","","",""
"7 on Scale 1 to 10","2016","Employed","inadequately","31","0.225316845311804","0.165113432113663","0.285520258509946"
"7 on Scale 1 to 10","2016","Employed","general elemantary","208","0.162930181337298","0.143097675503977","0.182762687170619"
"7 on Scale 1 to 10","2016","Employed","middle vocational","1391","0.203398679403157","0.194074374095638","0.212722984710675"
"7 on Scale 1 to 10","2016","Employed","vocational + Abi","340","0.208502477413207","0.188883259943607","0.228121694882807"
"7 on Scale 1 to 10","2016","Employed","higher vocational","231","0.231860668894408","0.205690960066841","0.258030377721975"
"7 on Scale 1 to 10","2016","Employed","higher education","907","0.221944005045212","0.209672374530384","0.234215635560041"
"8 on Scale 1 to 10","2016","Not Employed","in school","60","0.181715378942591","0.137180540239598","0.226250217645584"
"8 on Scale 1 to 10","2016","Not Employed","inadequately","229","0.127171094180653","0.111902466591448","0.142439721769858"
"8 on Scale 1 to 10","2016","Not Employed","general elemantary","355","0.176004787421968","0.159630971481444","0.192378603362493"
"8 on Scale 1 to 10","2016","Not Employed","middle vocational","844","0.1792419448403","0.168204633192918","0.190279256487681"
"8 on Scale 1 to 10","2016","Not Employed","vocational + Abi","87","0.14189877433187","0.110779238620939","0.173018310042802"
"8 on Scale 1 to 10","2016","Not Employed","higher vocational","83","0.210999094652791","0.171456470786651","0.25054171851893"
"8 on Scale 1 to 10","2016","Not Employed","higher education","449","0.207310832624502","0.190556936328177","0.224064728920827"
"8 on Scale 1 to 10","2016","Employed","in school","17","","",""
"8 on Scale 1 to 10","2016","Employed","inadequately","36","0.167880385538775","0.114021782415352","0.221738988662198"
"8 on Scale 1 to 10","2016","Employed","general elemantary","321","0.226972454707636","0.204477763253304","0.249467146161968"
"8 on Scale 1 to 10","2016","Employed","middle vocational","1860","0.253274277193583","0.243200368550105","0.26334818583706"
"8 on Scale 1 to 10","2016","Employed","vocational + Abi","447","0.279701994833076","0.258024695266286","0.301379294399866"
"8 on Scale 1 to 10","2016","Employed","higher vocational","266","0.279306354741394","0.2514848188465","0.307127890636288"
"8 on Scale 1 to 10","2016","Employed","higher education","1334","0.291269411932719","0.277852172726548","0.304686651138891"
"9 on Scale 1 to 10","2016","Not Employed","in school","84","0.33130959821357","0.27694935379298","0.38566984263416"
"9 on Scale 1 to 10","2016","Not Employed","inadequately","197","0.0768755254104133","0.0646669379288008","0.0890841128920258"
"9 on Scale 1 to 10","2016","Not Employed","general elemantary","207","0.0664957224217602","0.0557834815403346","0.0772079633031858"
"9 on Scale 1 to 10","2016","Not Employed","middle vocational","411","0.0727421681182073","0.0652685779175603","0.0802157583188543"
"9 on Scale 1 to 10","2016","Not Employed","vocational + Abi","52","0.100845531443541","0.0739908497788686","0.127700213108213"
"9 on Scale 1 to 10","2016","Not Employed","higher vocational","19","","",""
"9 on Scale 1 to 10","2016","Not Employed","higher education","265","0.0953642124726488","0.0832252111457085","0.107503213799589"
"9 on Scale 1 to 10","2016","Employed","in school","14","","",""
"9 on Scale 1 to 10","2016","Employed","inadequately","16","","",""
"9 on Scale 1 to 10","2016","Employed","general elemantary","172","0.124613871981993","0.106876919440933","0.142350824523054"
"9 on Scale 1 to 10","2016","Employed","middle vocational","912","0.119963987338901","0.112437409138196","0.127490565539607"
"9 on Scale 1 to 10","2016","Employed","vocational + Abi","253","0.148282436782897","0.131119407239364","0.165445466326429"
"9 on Scale 1 to 10","2016","Employed","higher vocational","121","0.108429551407013","0.089149108331203","0.127709994482823"
"9 on Scale 1 to 10","2016","Employed","higher education","738","0.153321419002828","0.142681560894738","0.163961277110919"
"10 Completely satisfied","2016","Not Employed","in school","80","0.283887055116085","0.231813718734054","0.335960391498117"
"10 Completely satisfied","2016","Not Employed","inadequately","617","0.144014734207588","0.127923926440026","0.160105541975149"
"10 Completely satisfied","2016","Not Employed","general elemantary","438","0.0658477520700681","0.0551841328745094","0.0765113712656268"
"10 Completely satisfied","2016","Not Employed","middle vocational","488","0.0450324823015038","0.0390649724020547","0.050999992200953"
"10 Completely satisfied","2016","Not Employed","vocational + Abi","63","0.0613108612484358","0.0399162632550351","0.0827054592418364"
"10 Completely satisfied","2016","Not Employed","higher vocational","8","","",""
"10 Completely satisfied","2016","Not Employed","higher education","341","0.049674338074093","0.0406947660947543","0.0586539100534317"
"10 Completely satisfied","2016","Employed","in school","17","","",""
"10 Completely satisfied","2016","Employed","inadequately","32","0.154904152257862","0.102767067925636","0.207041236590088"
"10 Completely satisfied","2016","Employed","general elemantary","170","0.107649514572776","0.0910050530855499","0.124293976060003"
"10 Completely satisfied","2016","Employed","middle vocational","515","0.0629355848280678","0.0573101672113548","0.0685610024447808"
"10 Completely satisfied","2016","Employed","vocational + Abi","157","0.0926427537652622","0.0786405570318641","0.10664495049866"
"10 Completely satisfied","2016","Employed","higher vocational","35","0.0418847701261544","0.0294624623016102","0.0543070779506986"
"10 Completely satisfied","2016","Employed","higher education","298","0.0635325492285525","0.056329446328027","0.070735652129078"
"0 Completely dissatisfied","2017","Not Employed","in school","","","",""
"0 Completely dissatisfied","2017","Not Employed","inadequately","71","0.0300469727322262","0.0231255647787121","0.0369683806857403"
"0 Completely dissatisfied","2017","Not Employed","general elemantary","53","0.0342104274223167","0.026823501531263","0.0415973533133704"
"0 Completely dissatisfied","2017","Not Employed","middle vocational","103","0.024210578359304","0.0198902053050496","0.0285309514135585"
"0 Completely dissatisfied","2017","Not Employed","vocational + Abi","15","","",""
"0 Completely dissatisfied","2017","Not Employed","higher vocational","5","","",""
"0 Completely dissatisfied","2017","Not Employed","higher education","29","","",""
"0 Completely dissatisfied","2017","Employed","in school","","","",""
"0 Completely dissatisfied","2017","Employed","inadequately","5","","",""
"0 Completely dissatisfied","2017","Employed","general elemantary","10","","",""
"0 Completely dissatisfied","2017","Employed","middle vocational","48","0.00794144359771948","0.00600943256331416","0.00987345463212479"
"0 Completely dissatisfied","2017","Employed","vocational + Abi","5","","",""
"0 Completely dissatisfied","2017","Employed","higher vocational","8","","",""
"0 Completely dissatisfied","2017","Employed","higher education","11","","",""
"1 on Scale 1 to 10","2017","Not Employed","in school","","","",""
"1 on Scale 1 to 10","2017","Not Employed","inadequately","29","","",""
"1 on Scale 1 to 10","2017","Not Employed","general elemantary","34","0.016156775867157","0.0110330777288941","0.02128047400542"
"1 on Scale 1 to 10","2017","Not Employed","middle vocational","104","0.0225665335477663","0.0183919165007725","0.0267411505947601"
"1 on Scale 1 to 10","2017","Not Employed","vocational + Abi","10","","",""
"1 on Scale 1 to 10","2017","Not Employed","higher vocational","7","","",""
"1 on Scale 1 to 10","2017","Not Employed","higher education","22","","",""
"1 on Scale 1 to 10","2017","Employed","in school","1","","",""
"1 on Scale 1 to 10","2017","Employed","inadequately","3","","",""
"1 on Scale 1 to 10","2017","Employed","general elemantary","16","","",""
"1 on Scale 1 to 10","2017","Employed","middle vocational","63","0.00838635932376379","0.0064014110204254","0.0103713076271022"
"1 on Scale 1 to 10","2017","Employed","vocational + Abi","6","","",""
"1 on Scale 1 to 10","2017","Employed","higher vocational","7","","",""
"1 on Scale 1 to 10","2017","Employed","higher education","32","0.00466822271763532","0.00278259500980538","0.00655385042546526"
"2 on Scale 1 to 10","2017","Not Employed","in school","3","","",""
"2 on Scale 1 to 10","2017","Not Employed","inadequately","71","0.0697931534810551","0.0594628064430194","0.0801235005190907"
"2 on Scale 1 to 10","2017","Not Employed","general elemantary","83","0.0531469402950919","0.0440305342012059","0.062263346388978"
"2 on Scale 1 to 10","2017","Not Employed","middle vocational","214","0.0546089382085015","0.0482222130724241","0.0609956633445789"
"2 on Scale 1 to 10","2017","Not Employed","vocational + Abi","12","","",""
"2 on Scale 1 to 10","2017","Not Employed","higher vocational","30","0.0928827625267878","0.0651884150290419","0.120577110024534"
"2 on Scale 1 to 10","2017","Not Employed","higher education","67","0.0416985013083163","0.0337668340898192","0.0496301685268134"
"2 on Scale 1 to 10","2017","Employed","in school","","","",""
"2 on Scale 1 to 10","2017","Employed","inadequately","4","","",""
"2 on Scale 1 to 10","2017","Employed","general elemantary","31","0.0190273803760529","0.0121318867199643","0.0259228740321415"
"2 on Scale 1 to 10","2017","Employed","middle vocational","203","0.0256033734735903","0.0221653589855755","0.0290413879616051"
"2 on Scale 1 to 10","2017","Employed","vocational + Abi","34","0.0254323990091327","0.0182428288338879","0.0326219691843775"
"2 on Scale 1 to 10","2017","Employed","higher vocational","28","","",""
"2 on Scale 1 to 10","2017","Employed","higher education","71","0.0131284828039506","0.00997976449395876","0.0162772011139425"
"3 on Scale 1 to 10","2017","Not Employed","in school","7","","",""
"3 on Scale 1 to 10","2017","Not Employed","inadequately","84","0.0966857345961733","0.0847040089826718","0.108667460209675"
"3 on Scale 1 to 10","2017","Not Employed","general elemantary","143","0.0968074598372673","0.0847906878940384","0.108824231780496"
"3 on Scale 1 to 10","2017","Not Employed","middle vocational","328","0.0849851700776835","0.0771467911578507","0.0928235489975163"
"3 on Scale 1 to 10","2017","Not Employed","vocational + Abi","24","","",""
"3 on Scale 1 to 10","2017","Not Employed","higher vocational","38","0.112536787974845","0.0823849144414988","0.142688661508192"
"3 on Scale 1 to 10","2017","Not Employed","higher education","116","0.0685046879999523","0.0584815511275697","0.0785278248723349"
"3 on Scale 1 to 10","2017","Employed","in school","3","","",""
"3 on Scale 1 to 10","2017","Employed","inadequately","13","","",""
"3 on Scale 1 to 10","2017","Employed","general elemantary","69","0.0525645720879482","0.0413011905134581","0.0638279536624383"
"3 on Scale 1 to 10","2017","Employed","middle vocational","392","0.0530549593894849","0.0481761191044344","0.0579337996745354"
"3 on Scale 1 to 10","2017","Employed","vocational + Abi","65","0.0341489589399283","0.025855282497628","0.0424426353822287"
"3 on Scale 1 to 10","2017","Employed","higher vocational","51","0.0363750405817099","0.0254152804750102","0.0473348006884096"
"3 on Scale 1 to 10","2017","Employed","higher education","154","0.0356414877235861","0.0305129517817702","0.040770023665402"
"4 on Scale 1 to 10","2017","Not Employed","in school","5","","",""
"4 on Scale 1 to 10","2017","Not Employed","inadequately","97","0.110072647804302","0.0973834046595185","0.122761890949085"
"4 on Scale 1 to 10","2017","Not Employed","general elemantary","121","0.077341509217853","0.0664855038741355","0.0881975145615705"
"4 on Scale 1 to 10","2017","Not Employed","middle vocational","315","0.0787632024408672","0.0711915976882032","0.0863348071935313"
"4 on Scale 1 to 10","2017","Not Employed","vocational + Abi","31","0.0521532528526946","0.0327617189229394","0.0715447867824498"
"4 on Scale 1 to 10","2017","Not Employed","higher vocational","29","","",""
"4 on Scale 1 to 10","2017","Not Employed","higher education","140","0.073217280550333","0.0628813653232745","0.0835531957773916"
"4 on Scale 1 to 10","2017","Employed","in school","2","","",""
"4 on Scale 1 to 10","2017","Employed","inadequately","13","","",""
"4 on Scale 1 to 10","2017","Employed","general elemantary","83","0.0551794759549679","0.0436552738671222","0.0667036780428135"
"4 on Scale 1 to 10","2017","Employed","middle vocational","414","0.0552669429346349","0.0502932553952943","0.0602406304739754"
"4 on Scale 1 to 10","2017","Employed","vocational + Abi","93","0.0469527743854628","0.037292463155654","0.0566130856152715"
"4 on Scale 1 to 10","2017","Employed","higher vocational","64","0.0595221744047824","0.0456718814690124","0.0733724673405524"
"4 on Scale 1 to 10","2017","Employed","higher education","190","0.0406368296095985","0.0351748803357674","0.0460987788834296"
"5 on Scale 1 to 10","2017","Not Employed","in school","14","","",""
"5 on Scale 1 to 10","2017","Not Employed","inadequately","260","0.14646766061871","0.132132597890361","0.160802723347059"
"5 on Scale 1 to 10","2017","Not Employed","general elemantary","313","0.198727762225435","0.182511059529556","0.214944464921315"
"5 on Scale 1 to 10","2017","Not Employed","middle vocational","766","0.191647268880736","0.180583772807235","0.202710764954237"
"5 on Scale 1 to 10","2017","Not Employed","vocational + Abi","67","0.159997266899609","0.128023115021939","0.191971418777279"
"5 on Scale 1 to 10","2017","Not Employed","higher vocational","74","0.165142840256946","0.129716374473737","0.200569306040155"
"5 on Scale 1 to 10","2017","Not Employed","higher education","275","0.122007245745407","0.109020765614327","0.134993725876487"
"5 on Scale 1 to 10","2017","Employed","in school","1","","",""
"5 on Scale 1 to 10","2017","Employed","inadequately","33","0.145353622728144","0.102756881559655","0.187950363896632"
"5 on Scale 1 to 10","2017","Employed","general elemantary","180","0.104877822209974","0.0894135171145797","0.120342127305369"
"5 on Scale 1 to 10","2017","Employed","middle vocational","968","0.121669479286705","0.114553887375293","0.128785071198117"
"5 on Scale 1 to 10","2017","Employed","vocational + Abi","160","0.086257299599317","0.0734365574045865","0.0990780417940476"
"5 on Scale 1 to 10","2017","Employed","higher vocational","100","0.103023078792385","0.0852278661709403","0.120818291413829"
"5 on Scale 1 to 10","2017","Employed","higher education","344","0.0724483984061074","0.0652773993254534","0.0796193974867614"
"6 on Scale 1 to 10","2017","Not Employed","in school","12","","",""
"6 on Scale 1 to 10","2017","Not Employed","inadequately","121","0.0979741355983798","0.0859214466012264","0.110026824595533"
"6 on Scale 1 to 10","2017","Not Employed","general elemantary","181","0.103479015321518","0.0911010400916899","0.115856990551346"
"6 on Scale 1 to 10","2017","Not Employed","middle vocational","489","0.101858141418534","0.0933563400088729","0.110359942828195"
"6 on Scale 1 to 10","2017","Not Employed","vocational + Abi","46","0.085533405299856","0.0611410236766186","0.109925786923093"
"6 on Scale 1 to 10","2017","Not Employed","higher vocational","59","0.129388143507556","0.0973659265985037","0.161410360416609"
"6 on Scale 1 to 10","2017","Not Employed","higher education","234","0.112574390850104","0.100033194732528","0.125115586967681"
"6 on Scale 1 to 10","2017","Employed","in school","6","","",""
"6 on Scale 1 to 10","2017","Employed","inadequately","22","","",""
"6 on Scale 1 to 10","2017","Employed","general elemantary","134","0.10730805313615","0.0916868533594338","0.122929252912865"
"6 on Scale 1 to 10","2017","Employed","middle vocational","813","0.104919509912845","0.0982491327154395","0.111589887110251"
"6 on Scale 1 to 10","2017","Employed","vocational + Abi","177","0.102011146775543","0.0881894116558388","0.115832881895246"
"6 on Scale 1 to 10","2017","Employed","higher vocational","123","0.0988472177868955","0.0813758573401058","0.116318578233685"
"6 on Scale 1 to 10","2017","Employed","higher education","483","0.101750752463359","0.0933877258606137","0.110113779066104"
"7 on Scale 1 to 10","2017","Not Employed","in school","50","0.15681912492935","0.11811046570495","0.19552778415375"
"7 on Scale 1 to 10","2017","Not Employed","inadequately","226","0.0892204161897297","0.0776630865454631","0.100777745833996"
"7 on Scale 1 to 10","2017","Not Employed","general elemantary","287","0.147082087897327","0.132688245388902","0.161475930405753"
"7 on Scale 1 to 10","2017","Not Employed","middle vocational","733","0.16811665695554","0.157604854260305","0.178628459650775"
"7 on Scale 1 to 10","2017","Not Employed","vocational + Abi","97","0.2262063803112","0.1897169234225","0.262695837199901"
"7 on Scale 1 to 10","2017","Not Employed","higher vocational","76","0.169543731975195","0.133743064936469","0.205344399013921"
"7 on Scale 1 to 10","2017","Not Employed","higher education","383","0.183625647174704","0.168263054215847","0.198988240133561"
"7 on Scale 1 to 10","2017","Employed","in school","10","","",""
"7 on Scale 1 to 10","2017","Employed","inadequately","36","0.116787369742297","0.0779722624468549","0.15560247703774"
"7 on Scale 1 to 10","2017","Employed","general elemantary","244","0.160651893700659","0.142118224709111","0.179185562692206"
"7 on Scale 1 to 10","2017","Employed","middle vocational","1598","0.199839556314292","0.191135524125903","0.208543588502682"
"7 on Scale 1 to 10","2017","Employed","vocational + Abi","358","0.203256841739221","0.184879400785234","0.221634282693207"
"7 on Scale 1 to 10","2017","Employed","higher vocational","257","0.217327768169267","0.193184677926137","0.241470858412398"
"7 on Scale 1 to 10","2017","Employed","higher education","1042","0.206802579496593","0.195598792209414","0.218006366783771"
"8 on Scale 1 to 10","2017","Not Employed","in school","71","0.170370642621248","0.130349666358833","0.210391618883663"
"8 on Scale 1 to 10","2017","Not Employed","inadequately","341","0.131710464715458","0.117999716380243","0.145421213050674"
"8 on Scale 1 to 10","2017","Not Employed","general elemantary","351","0.14225023296199","0.128054754556945","0.156445711367036"
"8 on Scale 1 to 10","2017","Not Employed","middle vocational","884","0.173048064719425","0.162414861328998","0.183681268109853"
"8 on Scale 1 to 10","2017","Not Employed","vocational + Abi","91","0.195120848123693","0.160557199719422","0.229684496527964"
"8 on Scale 1 to 10","2017","Not Employed","higher vocational","73","0.155787826196366","0.121187162487878","0.190388489904855"
"8 on Scale 1 to 10","2017","Not Employed","higher education","529","0.223521533244193","0.206991353729111","0.240051712759276"
"8 on Scale 1 to 10","2017","Employed","in school","25","","",""
"8 on Scale 1 to 10","2017","Employed","inadequately","58","0.274867929811864","0.220911797743494","0.328824061880234"
"8 on Scale 1 to 10","2017","Employed","general elemantary","369","0.250142228049817","0.228283223738635","0.272001232360999"
"8 on Scale 1 to 10","2017","Employed","middle vocational","1936","0.231213955695185","0.222036950270042","0.240390961120327"
"8 on Scale 1 to 10","2017","Employed","vocational + Abi","494","0.269218910294978","0.248963095874313","0.289474724715642"
"8 on Scale 1 to 10","2017","Employed","higher vocational","296","0.27329878922713","0.24721071145732","0.29938686699694"
"8 on Scale 1 to 10","2017","Employed","higher education","1473","0.27451942203643","0.262174292095436","0.286864551977424"
"9 on Scale 1 to 10","2017","Not Employed","in school","100","0.265191180377924","0.218200150830923","0.312182209924924"
"9 on Scale 1 to 10","2017","Not Employed","inadequately","233","0.059557460724043","0.0499622845286984","0.0691526369193876"
"9 on Scale 1 to 10","2017","Not Employed","general elemantary","217","0.058856104536053","0.0492915002267872","0.0684207088453187"
"9 on Scale 1 to 10","2017","Not Employed","middle vocational","426","0.0624569494488759","0.0556551063841819","0.06925879251357"
"9 on Scale 1 to 10","2017","Not Employed","vocational + Abi","55","0.0685407451863415","0.046503426915266","0.090578063457417"
"9 on Scale 1 to 10","2017","Not Employed","higher vocational","22","","",""
"9 on Scale 1 to 10","2017","Not Employed","higher education","293","0.0966934006523082","0.0849668796263782","0.108419921678238"
"9 on Scale 1 to 10","2017","Employed","in school","16","","",""
"9 on Scale 1 to 10","2017","Employed","inadequately","21","","",""
"9 on Scale 1 to 10","2017","Employed","general elemantary","185","0.116531858003889","0.100337445313051","0.132726270694727"
"9 on Scale 1 to 10","2017","Employed","middle vocational","1068","0.12433376149199","0.117151601751154","0.131515921232826"
"9 on Scale 1 to 10","2017","Employed","vocational + Abi","305","0.153251438953294","0.136800799191259","0.169702078715328"
"9 on Scale 1 to 10","2017","Employed","higher vocational","132","0.123576251745131","0.104311214083092","0.142841289407171"
"9 on Scale 1 to 10","2017","Employed","higher education","832","0.167929421349273","0.157588964868112","0.178269877830435"
"10 Completely satisfied","2017","Not Employed","in school","77","0.223185620082937","0.178861515102046","0.267509725063829"
"10 Completely satisfied","2017","Not Employed","inadequately","804","0.154724655147454","0.140062507203277","0.16938680309163"
"10 Completely satisfied","2017","Not Employed","general elemantary","543","0.0719416844179901","0.0614409138401258","0.0824424549958545"
"10 Completely satisfied","2017","Not Employed","middle vocational","500","0.0377384959427665","0.0323820162416155","0.0430949756439175"
"10 Completely satisfied","2017","Not Employed","vocational + Abi","57","0.048461169211092","0.0297322548461622","0.0671900835760218"
"10 Completely satisfied","2017","Not Employed","higher vocational","9","","",""
"10 Completely satisfied","2017","Not Employed","higher education","352","0.0521887784752557","0.0433640232738084","0.0610135336767029"
"10 Completely satisfied","2017","Employed","in school","19","","",""
"10 Completely satisfied","2017","Employed","inadequately","55","0.142168239061535","0.0999623969685932","0.184374081154476"
"10 Completely satisfied","2017","Employed","general elemantary","187","0.113494940432026","0.0974854952955533","0.129504385568499"
"10 Completely satisfied","2017","Employed","middle vocational","605","0.0677706585797892","0.0622995736314352","0.0732417435281432"
"10 Completely satisfied","2017","Employed","vocational + Abi","145","0.0731225559005459","0.0612336985419253","0.0850114132591665"
"10 Completely satisfied","2017","Employed","higher vocational","55","0.0439025754413664","0.031909201967832","0.0558959489149008"
"10 Completely satisfied","2017","Employed","higher education","388","0.0801728687786377","0.0726607395191855","0.08768499803809"
"0 Completely dissatisfied","2018","Not Employed","in school","1","","",""
"0 Completely dissatisfied","2018","Not Employed","inadequately","44","0.059121415861846","0.0480235989356866","0.0702192327880055"
"0 Completely dissatisfied","2018","Not Employed","general elemantary","54","0.0324939775856497","0.024676207434057","0.0403117477372424"
"0 Completely dissatisfied","2018","Not Employed","middle vocational","118","0.0217918374038075","0.0175136218009831","0.0260700530066319"
"0 Completely dissatisfied","2018","Not Employed","vocational + Abi","13","","",""
"0 Completely dissatisfied","2018","Not Employed","higher vocational","5","","",""
