"m11125","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"9 on Scale 1 to 10","1988","Employed","middle vocational","428","0.126917898806908","0.115462857819322","0.138372939794495"
"9 on Scale 1 to 10","1988","Employed","vocational + Abi","32","0.180115145860841","0.126857171764224","0.233373119957459"
"9 on Scale 1 to 10","1988","Employed","higher vocational","48","0.106388862165094","0.0757876833868049","0.136990040943383"
"9 on Scale 1 to 10","1988","Employed","higher education","109","0.190649388048593","0.158430088512016","0.22286868758517"
"10 Completely satisfied","1988","Not Employed","in school","42","0.273856335470118","0.203425895217643","0.344286775722592"
"10 Completely satisfied","1988","Not Employed","inadequately","35","0.115637625533946","0.0793294296149094","0.151945821452983"
"10 Completely satisfied","1988","Not Employed","general elemantary","137","0.0729285816257982","0.0582777969536543","0.0875793662979421"
"10 Completely satisfied","1988","Not Employed","middle vocational","135","0.0760723169075918","0.0626693510143096","0.089475282800874"
"10 Completely satisfied","1988","Not Employed","vocational + Abi","5","","",""
"10 Completely satisfied","1988","Not Employed","higher vocational","10","","",""
"10 Completely satisfied","1988","Not Employed","higher education","17","","",""
"10 Completely satisfied","1988","Employed","in school","1","","",""
"10 Completely satisfied","1988","Employed","inadequately","40","0.103317440151516","0.0734520753942336","0.133182804908797"
"10 Completely satisfied","1988","Employed","general elemantary","251","0.135506434764744","0.118334008266224","0.152678861263264"
"10 Completely satisfied","1988","Employed","middle vocational","414","0.116179879157542","0.105152937655378","0.127206820659706"
"10 Completely satisfied","1988","Employed","vocational + Abi","19","","",""
"10 Completely satisfied","1988","Employed","higher vocational","47","0.113733025258781","0.0822235358060465","0.145242514711516"
"10 Completely satisfied","1988","Employed","higher education","55","0.0811286393460213","0.058733978440464","0.103523300251578"
"0 Completely dissatisfied","1989","Not Employed","in school","2","","",""
"0 Completely dissatisfied","1989","Not Employed","inadequately","18","","",""
"0 Completely dissatisfied","1989","Not Employed","general elemantary","54","0.0528280710706672","0.0398714387802754","0.0657847033610591"
"0 Completely dissatisfied","1989","Not Employed","middle vocational","65","0.0502531783095674","0.0390123043974292","0.0614940522217056"
"0 Completely dissatisfied","1989","Not Employed","vocational + Abi","1","","",""
"0 Completely dissatisfied","1989","Not Employed","higher vocational","1","","",""
"0 Completely dissatisfied","1989","Not Employed","higher education","2","","",""
"0 Completely dissatisfied","1989","Employed","in school","","","",""
"0 Completely dissatisfied","1989","Employed","inadequately","13","","",""
"0 Completely dissatisfied","1989","Employed","general elemantary","13","","",""
"0 Completely dissatisfied","1989","Employed","middle vocational","39","0.012317081284373","0.00848054860848337","0.0161536139602627"
"0 Completely dissatisfied","1989","Employed","vocational + Abi","","","",""
"0 Completely dissatisfied","1989","Employed","higher vocational","","","",""
"0 Completely dissatisfied","1989","Employed","higher education","3","","",""
"1 on Scale 1 to 10","1989","Not Employed","in school","2","","",""
"1 on Scale 1 to 10","1989","Not Employed","inadequately","12","","",""
"1 on Scale 1 to 10","1989","Not Employed","general elemantary","25","","",""
"1 on Scale 1 to 10","1989","Not Employed","middle vocational","30","0.0251848678765575","0.0171228203452333","0.0332469154078818"
"1 on Scale 1 to 10","1989","Not Employed","vocational + Abi","1","","",""
"1 on Scale 1 to 10","1989","Not Employed","higher vocational","3","","",""
"1 on Scale 1 to 10","1989","Not Employed","higher education","","","",""
"1 on Scale 1 to 10","1989","Employed","in school","","","",""
"1 on Scale 1 to 10","1989","Employed","inadequately","4","","",""
"1 on Scale 1 to 10","1989","Employed","general elemantary","15","","",""
"1 on Scale 1 to 10","1989","Employed","middle vocational","23","","",""
"1 on Scale 1 to 10","1989","Employed","vocational + Abi","","","",""
"1 on Scale 1 to 10","1989","Employed","higher vocational","4","","",""
"1 on Scale 1 to 10","1989","Employed","higher education","1","","",""
"2 on Scale 1 to 10","1989","Not Employed","in school","","","",""
"2 on Scale 1 to 10","1989","Not Employed","inadequately","18","","",""
"2 on Scale 1 to 10","1989","Not Employed","general elemantary","46","0.0419978087698387","0.0303795267360419","0.0536160908036355"
"2 on Scale 1 to 10","1989","Not Employed","middle vocational","63","0.0474425891070607","0.0365044320270195","0.0583807461871019"
"2 on Scale 1 to 10","1989","Not Employed","vocational + Abi","2","","",""
"2 on Scale 1 to 10","1989","Not Employed","higher vocational","13","","",""
"2 on Scale 1 to 10","1989","Not Employed","higher education","9","","",""
"2 on Scale 1 to 10","1989","Employed","in school","","","",""
"2 on Scale 1 to 10","1989","Employed","inadequately","12","","",""
"2 on Scale 1 to 10","1989","Employed","general elemantary","30","0.0195505783408264","0.0123922418581417","0.0267089148235111"
"2 on Scale 1 to 10","1989","Employed","middle vocational","71","0.025524627826959","0.0200388101541654","0.0310104454997526"
"2 on Scale 1 to 10","1989","Employed","vocational + Abi","2","","",""
"2 on Scale 1 to 10","1989","Employed","higher vocational","6","","",""
"2 on Scale 1 to 10","1989","Employed","higher education","10","","",""
"3 on Scale 1 to 10","1989","Not Employed","in school","1","","",""
"3 on Scale 1 to 10","1989","Not Employed","inadequately","23","","",""
"3 on Scale 1 to 10","1989","Not Employed","general elemantary","75","0.0706972827504996","0.0558507407169943","0.0855438247840048"
"3 on Scale 1 to 10","1989","Not Employed","middle vocational","85","0.0654981426730579","0.0527684194319604","0.0782278659141555"
"3 on Scale 1 to 10","1989","Not Employed","vocational + Abi","7","","",""
"3 on Scale 1 to 10","1989","Not Employed","higher vocational","15","","",""
"3 on Scale 1 to 10","1989","Not Employed","higher education","8","","",""
"3 on Scale 1 to 10","1989","Employed","in school","1","","",""
"3 on Scale 1 to 10","1989","Employed","inadequately","23","","",""
"3 on Scale 1 to 10","1989","Employed","general elemantary","61","0.0485827277985946","0.0374667883982464","0.0596986671989428"
"3 on Scale 1 to 10","1989","Employed","middle vocational","121","0.0393524381631143","0.0325893649137052","0.0461155114125233"
"3 on Scale 1 to 10","1989","Employed","vocational + Abi","7","","",""
"3 on Scale 1 to 10","1989","Employed","higher vocational","13","","",""
"3 on Scale 1 to 10","1989","Employed","higher education","25","","",""
"4 on Scale 1 to 10","1989","Not Employed","in school","7","","",""
"4 on Scale 1 to 10","1989","Not Employed","inadequately","17","","",""
"4 on Scale 1 to 10","1989","Not Employed","general elemantary","75","0.07659530693996","0.0611909892447342","0.0919996246351858"
"4 on Scale 1 to 10","1989","Not Employed","middle vocational","86","0.0633621424633307","0.0508274072201235","0.0758968777065378"
"4 on Scale 1 to 10","1989","Not Employed","vocational + Abi","2","","",""
"4 on Scale 1 to 10","1989","Not Employed","higher vocational","7","","",""
"4 on Scale 1 to 10","1989","Not Employed","higher education","7","","",""
"4 on Scale 1 to 10","1989","Employed","in school","","","",""
"4 on Scale 1 to 10","1989","Employed","inadequately","21","","",""
"4 on Scale 1 to 10","1989","Employed","general elemantary","62","0.0368199545068195","0.0270831809707146","0.0465567280429244"
"4 on Scale 1 to 10","1989","Employed","middle vocational","147","0.0492992245702934","0.0417688219911972","0.0568296271493897"
"4 on Scale 1 to 10","1989","Employed","vocational + Abi","8","","",""
"4 on Scale 1 to 10","1989","Employed","higher vocational","21","","",""
"4 on Scale 1 to 10","1989","Employed","higher education","25","","",""
"5 on Scale 1 to 10","1989","Not Employed","in school","11","","",""
"5 on Scale 1 to 10","1989","Not Employed","inadequately","39","0.128198830549233","0.0893176291013335","0.167080031997132"
"5 on Scale 1 to 10","1989","Not Employed","general elemantary","212","0.211270058467389","0.187625648126364","0.234914468808413"
"5 on Scale 1 to 10","1989","Not Employed","middle vocational","251","0.186100440593303","0.16607539598721","0.206125485199395"
"5 on Scale 1 to 10","1989","Not Employed","vocational + Abi","12","","",""
"5 on Scale 1 to 10","1989","Not Employed","higher vocational","29","","",""
"5 on Scale 1 to 10","1989","Not Employed","higher education","17","","",""
"5 on Scale 1 to 10","1989","Employed","in school","1","","",""
"5 on Scale 1 to 10","1989","Employed","inadequately","52","0.1378417076276","0.102715516817246","0.172967898437955"
"5 on Scale 1 to 10","1989","Employed","general elemantary","199","0.164359228466417","0.145197858132881","0.183520598799952"
"5 on Scale 1 to 10","1989","Employed","middle vocational","437","0.137862197019624","0.125870319944106","0.149854074095141"
"5 on Scale 1 to 10","1989","Employed","vocational + Abi","24","","",""
"5 on Scale 1 to 10","1989","Employed","higher vocational","39","0.0999179738103714","0.0695248636711224","0.13031108394962"
"5 on Scale 1 to 10","1989","Employed","higher education","64","0.108579506499632","0.0831283580770636","0.1340306549222"
"6 on Scale 1 to 10","1989","Not Employed","in school","4","","",""
"6 on Scale 1 to 10","1989","Not Employed","inadequately","23","","",""
"6 on Scale 1 to 10","1989","Not Employed","general elemantary","114","0.110181191837979","0.0920448425523044","0.128317541123653"
"6 on Scale 1 to 10","1989","Not Employed","middle vocational","130","0.0992984461441259","0.0839106626533031","0.114686229634949"
"6 on Scale 1 to 10","1989","Not Employed","vocational + Abi","8","","",""
"6 on Scale 1 to 10","1989","Not Employed","higher vocational","13","","",""
"6 on Scale 1 to 10","1989","Not Employed","higher education","8","","",""
"6 on Scale 1 to 10","1989","Employed","in school","1","","",""
"6 on Scale 1 to 10","1989","Employed","inadequately","41","0.107330256878765","0.0757908355574459","0.138869678200085"
"6 on Scale 1 to 10","1989","Employed","general elemantary","146","0.109570563479302","0.0934207909778515","0.125720335980753"
"6 on Scale 1 to 10","1989","Employed","middle vocational","286","0.0932364533085469","0.083122612238402","0.103350294378692"
"6 on Scale 1 to 10","1989","Employed","vocational + Abi","14","","",""
"6 on Scale 1 to 10","1989","Employed","higher vocational","37","0.102110279346628","0.071422990449631","0.132797568243626"
"6 on Scale 1 to 10","1989","Employed","higher education","59","0.105572515482776","0.0804339698919233","0.130711061073628"
"7 on Scale 1 to 10","1989","Not Employed","in school","16","","",""
"7 on Scale 1 to 10","1989","Not Employed","inadequately","37","0.105898157773794","0.0701110485821666","0.141685266965421"
"7 on Scale 1 to 10","1989","Not Employed","general elemantary","136","0.118962908640947","0.100210881152258","0.137714936129636"
"7 on Scale 1 to 10","1989","Not Employed","middle vocational","197","0.131707625185558","0.114307481366507","0.149107769004609"
"7 on Scale 1 to 10","1989","Not Employed","vocational + Abi","10","","",""
"7 on Scale 1 to 10","1989","Not Employed","higher vocational","15","","",""
"7 on Scale 1 to 10","1989","Not Employed","higher education","13","","",""
"7 on Scale 1 to 10","1989","Employed","in school","3","","",""
"7 on Scale 1 to 10","1989","Employed","inadequately","52","0.153290140904694","0.116581217388994","0.189999064420393"
"7 on Scale 1 to 10","1989","Employed","general elemantary","199","0.146468946432994","0.128187853812421","0.164750039053567"
"7 on Scale 1 to 10","1989","Employed","middle vocational","460","0.1433353250689","0.131146600214238","0.155524049923562"
"7 on Scale 1 to 10","1989","Employed","vocational + Abi","36","0.182656225469198","0.130521573064008","0.234790877874388"
"7 on Scale 1 to 10","1989","Employed","higher vocational","62","0.166080519463448","0.128363818648431","0.203797220278465"
"7 on Scale 1 to 10","1989","Employed","higher education","85","0.145274831326697","0.116447756124944","0.17410190652845"
"8 on Scale 1 to 10","1989","Not Employed","in school","25","","",""
"8 on Scale 1 to 10","1989","Not Employed","inadequately","50","0.193945515611215","0.147961066145398","0.239929965077033"
"8 on Scale 1 to 10","1989","Not Employed","general elemantary","178","0.134456551417148","0.114696832224241","0.154216270610054"
"8 on Scale 1 to 10","1989","Not Employed","middle vocational","295","0.183128525166625","0.163227784097573","0.203029266235677"
"8 on Scale 1 to 10","1989","Not Employed","vocational + Abi","18","","",""
"8 on Scale 1 to 10","1989","Not Employed","higher vocational","31","0.192423184768835","0.127585941834633","0.257260427703037"
"8 on Scale 1 to 10","1989","Not Employed","higher education","26","","",""
"8 on Scale 1 to 10","1989","Employed","in school","5","","",""
"8 on Scale 1 to 10","1989","Employed","inadequately","73","0.181561096630748","0.142282880097149","0.220839313164347"
"8 on Scale 1 to 10","1989","Employed","general elemantary","323","0.221924907997959","0.200440000530012","0.243409815465906"
"8 on Scale 1 to 10","1989","Employed","middle vocational","798","0.254245808342878","0.239099702808921","0.269391913876834"
"8 on Scale 1 to 10","1989","Employed","vocational + Abi","62","0.316368445608022","0.253618335262396","0.379118555953648"
"8 on Scale 1 to 10","1989","Employed","higher vocational","110","0.294881568079554","0.248668251530376","0.341094884628732"
"8 on Scale 1 to 10","1989","Employed","higher education","144","0.254923246364428","0.219270140242017","0.29057635248684"
"9 on Scale 1 to 10","1989","Not Employed","in school","37","0.258109784321333","0.189441238972884","0.326778329669782"
"9 on Scale 1 to 10","1989","Not Employed","inadequately","24","","",""
"9 on Scale 1 to 10","1989","Not Employed","general elemantary","105","0.0661371931802588","0.0517422562278593","0.0805321301326583"
"9 on Scale 1 to 10","1989","Not Employed","middle vocational","120","0.0635951661474184","0.0510389650860138","0.0761513672088229"
"9 on Scale 1 to 10","1989","Not Employed","vocational + Abi","9","","",""
"9 on Scale 1 to 10","1989","Not Employed","higher vocational","8","","",""
"9 on Scale 1 to 10","1989","Not Employed","higher education","18","","",""
"9 on Scale 1 to 10","1989","Employed","in school","3","","",""
"9 on Scale 1 to 10","1989","Employed","inadequately","32","0.0896542864795664","0.0605447068357381","0.118763866123395"
"9 on Scale 1 to 10","1989","Employed","general elemantary","164","0.100824608811856","0.0852568825656844","0.116392335058027"
"9 on Scale 1 to 10","1989","Employed","middle vocational","405","0.122248172071684","0.110853986600573","0.133642357542796"
"9 on Scale 1 to 10","1989","Employed","vocational + Abi","25","","",""
"9 on Scale 1 to 10","1989","Employed","higher vocational","48","0.123159541316812","0.0898547580651179","0.156464324568506"
"9 on Scale 1 to 10","1989","Employed","higher education","93","0.158998934756812","0.129084036843964","0.18891383266966"
"10 Completely satisfied","1989","Not Employed","in school","51","0.313371147333049","0.240580376223453","0.386161918442646"
"10 Completely satisfied","1989","Not Employed","inadequately","23","","",""
"10 Completely satisfied","1989","Not Employed","general elemantary","125","0.0902870019705904","0.073686922628443","0.106887081312738"
"10 Completely satisfied","1989","Not Employed","middle vocational","129","0.084428876333396","0.0701232810974355","0.0987344715693565"
"10 Completely satisfied","1989","Not Employed","vocational + Abi","7","","",""
"10 Completely satisfied","1989","Not Employed","higher vocational","7","","",""
"10 Completely satisfied","1989","Not Employed","higher education","17","","",""
"10 Completely satisfied","1989","Employed","in school","5","","",""
"10 Completely satisfied","1989","Employed","inadequately","47","0.129255093655249","0.0950715931689088","0.163438594141589"
"10 Completely satisfied","1989","Employed","general elemantary","225","0.129250234107413","0.111904924376656","0.146595543838171"
"10 Completely satisfied","1989","Employed","middle vocational","388","0.116164350541871","0.105018879753125","0.127309821330618"
"10 Completely satisfied","1989","Employed","vocational + Abi","33","0.105496529563561","0.0640472520520398","0.146945807075083"
"10 Completely satisfied","1989","Employed","higher vocational","34","0.0785911734007003","0.0513186476456287","0.105863699155772"
"10 Completely satisfied","1989","Employed","higher education","65","0.108371508366885","0.0829417828361273","0.133801233897643"
"0 Completely dissatisfied","1990","Not Employed","in school","2","","",""
"0 Completely dissatisfied","1990","Not Employed","inadequately","6","","",""
"0 Completely dissatisfied","1990","Not Employed","general elemantary","42","0.0501947234468495","0.0372086007993462","0.0631808460943529"
"0 Completely dissatisfied","1990","Not Employed","middle vocational","50","0.0419069046673191","0.0315032169888578","0.0523105923457803"
"0 Completely dissatisfied","1990","Not Employed","vocational + Abi","2","","",""
"0 Completely dissatisfied","1990","Not Employed","higher vocational","5","","",""
"0 Completely dissatisfied","1990","Not Employed","higher education","","","",""
"0 Completely dissatisfied","1990","Employed","in school","","","",""
"0 Completely dissatisfied","1990","Employed","inadequately","6","","",""
"0 Completely dissatisfied","1990","Employed","general elemantary","14","","",""
"0 Completely dissatisfied","1990","Employed","middle vocational","28","","",""
"0 Completely dissatisfied","1990","Employed","vocational + Abi","1","","",""
"0 Completely dissatisfied","1990","Employed","higher vocational","2","","",""
"0 Completely dissatisfied","1990","Employed","higher education","4","","",""
"1 on Scale 1 to 10","1990","Not Employed","in school","1","","",""
"1 on Scale 1 to 10","1990","Not Employed","inadequately","9","","",""
"1 on Scale 1 to 10","1990","Not Employed","general elemantary","35","0.0419915912723897","0.0300627295267121","0.0539204530180673"
"1 on Scale 1 to 10","1990","Not Employed","middle vocational","32","0.0250250471269754","0.0169149726913399","0.0331351215626109"
"1 on Scale 1 to 10","1990","Not Employed","vocational + Abi","2","","",""
"1 on Scale 1 to 10","1990","Not Employed","higher vocational","2","","",""
"1 on Scale 1 to 10","1990","Not Employed","higher education","3","","",""
"1 on Scale 1 to 10","1990","Employed","in school","","","",""
"1 on Scale 1 to 10","1990","Employed","inadequately","4","","",""
"1 on Scale 1 to 10","1990","Employed","general elemantary","6","","",""
"1 on Scale 1 to 10","1990","Employed","middle vocational","20","","",""
"1 on Scale 1 to 10","1990","Employed","vocational + Abi","3","","",""
"1 on Scale 1 to 10","1990","Employed","higher vocational","4","","",""
"1 on Scale 1 to 10","1990","Employed","higher education","3","","",""
"2 on Scale 1 to 10","1990","Not Employed","in school","","","",""
"2 on Scale 1 to 10","1990","Not Employed","inadequately","20","","",""
"2 on Scale 1 to 10","1990","Not Employed","general elemantary","50","0.0502459919917432","0.0372535897345492","0.0632383942489372"
"2 on Scale 1 to 10","1990","Not Employed","middle vocational","49","0.0415468447130378","0.0311860008744725","0.0519076885516031"
"2 on Scale 1 to 10","1990","Not Employed","vocational + Abi","2","","",""
"2 on Scale 1 to 10","1990","Not Employed","higher vocational","2","","",""
"2 on Scale 1 to 10","1990","Not Employed","higher education","4","","",""
"2 on Scale 1 to 10","1990","Employed","in school","","","",""
"2 on Scale 1 to 10","1990","Employed","inadequately","11","","",""
"2 on Scale 1 to 10","1990","Employed","general elemantary","29","","",""
"2 on Scale 1 to 10","1990","Employed","middle vocational","63","0.0186681983643175","0.013929514513623","0.023406882215012"
"2 on Scale 1 to 10","1990","Employed","vocational + Abi","2","","",""
"2 on Scale 1 to 10","1990","Employed","higher vocational","1","","",""
"2 on Scale 1 to 10","1990","Employed","higher education","8","","",""
"3 on Scale 1 to 10","1990","Not Employed","in school","2","","",""
"3 on Scale 1 to 10","1990","Not Employed","inadequately","25","","",""
"3 on Scale 1 to 10","1990","Not Employed","general elemantary","75","0.0827074348972742","0.0663257189562815","0.0990891508382669"
"3 on Scale 1 to 10","1990","Not Employed","middle vocational","61","0.0453158688613954","0.0345165673564139","0.0561151703663768"
"3 on Scale 1 to 10","1990","Not Employed","vocational + Abi","6","","",""
"3 on Scale 1 to 10","1990","Not Employed","higher vocational","7","","",""
"3 on Scale 1 to 10","1990","Not Employed","higher education","11","","",""
"3 on Scale 1 to 10","1990","Employed","in school","1","","",""
"3 on Scale 1 to 10","1990","Employed","inadequately","18","","",""
"3 on Scale 1 to 10","1990","Employed","general elemantary","50","0.0424096229376452","0.0318307647265597","0.0529884811487307"
"3 on Scale 1 to 10","1990","Employed","middle vocational","114","0.0394482286826515","0.032633120767723","0.0462633365975801"
"3 on Scale 1 to 10","1990","Employed","vocational + Abi","6","","",""
"3 on Scale 1 to 10","1990","Employed","higher vocational","14","","",""
"3 on Scale 1 to 10","1990","Employed","higher education","22","","",""
"4 on Scale 1 to 10","1990","Not Employed","in school","3","","",""
"4 on Scale 1 to 10","1990","Not Employed","inadequately","24","","",""
"4 on Scale 1 to 10","1990","Not Employed","general elemantary","67","0.062689675127571","0.0482727418505112","0.0771066084046308"
"4 on Scale 1 to 10","1990","Not Employed","middle vocational","87","0.0710043058314958","0.0576694030945201","0.0843392085684716"
"4 on Scale 1 to 10","1990","Not Employed","vocational + Abi","4","","",""
"4 on Scale 1 to 10","1990","Not Employed","higher vocational","9","","",""
"4 on Scale 1 to 10","1990","Not Employed","higher education","4","","",""
"4 on Scale 1 to 10","1990","Employed","in school","1","","",""
"4 on Scale 1 to 10","1990","Employed","inadequately","22","","",""
"4 on Scale 1 to 10","1990","Employed","general elemantary","67","0.056315990933287","0.0442143052937149","0.068417676572859"
"4 on Scale 1 to 10","1990","Employed","middle vocational","146","0.0469533801549191","0.0395472882195252","0.0543594720903131"
"4 on Scale 1 to 10","1990","Employed","vocational + Abi","13","","",""
"4 on Scale 1 to 10","1990","Employed","higher vocational","14","","",""
"4 on Scale 1 to 10","1990","Employed","higher education","33","0.0661058271465089","0.0456543224518731","0.0865573318411447"
"5 on Scale 1 to 10","1990","Not Employed","in school","14","","",""
"5 on Scale 1 to 10","1990","Not Employed","inadequately","36","0.147513828104587","0.105057666055274","0.1899699901539"
"5 on Scale 1 to 10","1990","Not Employed","general elemantary","204","0.203961937016298","0.179997090084307","0.22792678394829"
"5 on Scale 1 to 10","1990","Not Employed","middle vocational","252","0.189536733872179","0.16918722075138","0.209886246992977"
"5 on Scale 1 to 10","1990","Not Employed","vocational + Abi","11","","",""
"5 on Scale 1 to 10","1990","Not Employed","higher vocational","36","0.292447893063027","0.216553094868416","0.368342691257638"
"5 on Scale 1 to 10","1990","Not Employed","higher education","13","","",""
"5 on Scale 1 to 10","1990","Employed","in school","","","",""
"5 on Scale 1 to 10","1990","Employed","inadequately","61","0.194657347723872","0.154204422393683","0.235110273054062"
"5 on Scale 1 to 10","1990","Employed","general elemantary","192","0.156738765725594","0.137654037347689","0.175823494103499"
"5 on Scale 1 to 10","1990","Employed","middle vocational","411","0.137893501870463","0.125822287718656","0.14996471602227"
"5 on Scale 1 to 10","1990","Employed","vocational + Abi","16","","",""
"5 on Scale 1 to 10","1990","Employed","higher vocational","41","0.120137718308619","0.0872751721921931","0.153000264425045"
"5 on Scale 1 to 10","1990","Employed","higher education","44","0.0793279765879022","0.0570834983630174","0.101572454812787"
"6 on Scale 1 to 10","1990","Not Employed","in school","7","","",""
"6 on Scale 1 to 10","1990","Not Employed","inadequately","28","","",""
"6 on Scale 1 to 10","1990","Not Employed","general elemantary","112","0.122616855688563","0.103109297575248","0.142124413801878"
"6 on Scale 1 to 10","1990","Not Employed","middle vocational","160","0.105130264938114","0.0892050813217406","0.121055448554487"
"6 on Scale 1 to 10","1990","Not Employed","vocational + Abi","5","","",""
"6 on Scale 1 to 10","1990","Not Employed","higher vocational","20","","",""
"6 on Scale 1 to 10","1990","Not Employed","higher education","12","","",""
"6 on Scale 1 to 10","1990","Employed","in school","1","","",""
"6 on Scale 1 to 10","1990","Employed","inadequately","38","0.0836576275781405","0.0553693934066962","0.111945861749585"
"6 on Scale 1 to 10","1990","Employed","general elemantary","137","0.0994431736516559","0.0837337680305324","0.115152579272779"
"6 on Scale 1 to 10","1990","Employed","middle vocational","283","0.095378121236042","0.0850942526038946","0.105661989868189"
"6 on Scale 1 to 10","1990","Employed","vocational + Abi","22","","",""
"6 on Scale 1 to 10","1990","Employed","higher vocational","29","","",""
"6 on Scale 1 to 10","1990","Employed","higher education","43","0.0843286964771642","0.0614561743114393","0.107201218642889"
"7 on Scale 1 to 10","1990","Not Employed","in school","12","","",""
"7 on Scale 1 to 10","1990","Not Employed","inadequately","34","0.126595794471558","0.0867852632545258","0.166406325688589"
"7 on Scale 1 to 10","1990","Not Employed","general elemantary","139","0.126946998479586","0.107147020752001","0.146746976207171"
"7 on Scale 1 to 10","1990","Not Employed","middle vocational","202","0.142767014601171","0.124603326539781","0.16093070266256"
"7 on Scale 1 to 10","1990","Not Employed","vocational + Abi","13","","",""
"7 on Scale 1 to 10","1990","Not Employed","higher vocational","17","","",""
"7 on Scale 1 to 10","1990","Not Employed","higher education","24","","",""
"7 on Scale 1 to 10","1990","Employed","in school","1","","",""
"7 on Scale 1 to 10","1990","Employed","inadequately","52","0.127254245498753","0.0932052586055775","0.161303232391929"
"7 on Scale 1 to 10","1990","Employed","general elemantary","215","0.144060916635689","0.125627271626452","0.162494561644926"
"7 on Scale 1 to 10","1990","Employed","middle vocational","512","0.166059063733864","0.153030470238544","0.179087657229183"
"7 on Scale 1 to 10","1990","Employed","vocational + Abi","39","0.185343125900779","0.132662545286058","0.238023706515501"
"7 on Scale 1 to 10","1990","Employed","higher vocational","88","0.238615041068285","0.195532111884185","0.281697970252385"
"7 on Scale 1 to 10","1990","Employed","higher education","93","0.158445209165029","0.128388784652791","0.188501633677268"
"8 on Scale 1 to 10","1990","Not Employed","in school","32","0.160353914140409","0.101037165176504","0.219670663104315"
"8 on Scale 1 to 10","1990","Not Employed","inadequately","38","0.160574144098065","0.116619003557847","0.204529284638282"
"8 on Scale 1 to 10","1990","Not Employed","general elemantary","170","0.128867706553602","0.108940460425683","0.148794952681521"
"8 on Scale 1 to 10","1990","Not Employed","middle vocational","302","0.199823080631109","0.179061687411633","0.220584473850585"
"8 on Scale 1 to 10","1990","Not Employed","vocational + Abi","20","","",""
"8 on Scale 1 to 10","1990","Not Employed","higher vocational","31","0.174609554607684","0.111270399096279","0.237948710119089"
"8 on Scale 1 to 10","1990","Not Employed","higher education","25","","",""
"8 on Scale 1 to 10","1990","Employed","in school","5","","",""
"8 on Scale 1 to 10","1990","Employed","inadequately","69","0.191040982305228","0.150875710224047","0.231206254386409"
"8 on Scale 1 to 10","1990","Employed","general elemantary","326","0.240945708583795","0.218495895888557","0.263395521279033"
"8 on Scale 1 to 10","1990","Employed","middle vocational","787","0.255314795579859","0.240048876741648","0.270580714418069"
"8 on Scale 1 to 10","1990","Employed","vocational + Abi","61","0.310294355855746","0.247576128376792","0.3730125833347"
"8 on Scale 1 to 10","1990","Employed","higher vocational","103","0.254920877949154","0.210869644998444","0.298972110899864"
"8 on Scale 1 to 10","1990","Employed","higher education","163","0.279909967725569","0.24295616438078","0.316863771070358"
"9 on Scale 1 to 10","1990","Not Employed","in school","35","0.267121893593018","0.195596535627601","0.338647251558436"
"9 on Scale 1 to 10","1990","Not Employed","inadequately","22","","",""
"9 on Scale 1 to 10","1990","Not Employed","general elemantary","85","0.0651886286691568","0.0505067681353238","0.0798704892029898"
"9 on Scale 1 to 10","1990","Not Employed","middle vocational","113","0.0661458792987669","0.0532416647357058","0.079050093861828"
"9 on Scale 1 to 10","1990","Not Employed","vocational + Abi","11","","",""
"9 on Scale 1 to 10","1990","Not Employed","higher vocational","5","","",""
"9 on Scale 1 to 10","1990","Not Employed","higher education","23","","",""
"9 on Scale 1 to 10","1990","Employed","in school","3","","",""
"9 on Scale 1 to 10","1990","Employed","inadequately","37","0.0924011695721308","0.0628135599744216","0.12198877916984"
"9 on Scale 1 to 10","1990","Employed","general elemantary","168","0.10498932932434","0.0888975750759504","0.121081083572729"
"9 on Scale 1 to 10","1990","Employed","middle vocational","417","0.122628408633784","0.1111446005702","0.134112216697367"
"9 on Scale 1 to 10","1990","Employed","vocational + Abi","26","","",""
"9 on Scale 1 to 10","1990","Employed","higher vocational","45","0.114333802043064","0.0821693226546545","0.146498281431474"
"9 on Scale 1 to 10","1990","Employed","higher education","101","0.181156933030999","0.149455099621421","0.212858766440577"
"10 Completely satisfied","1990","Not Employed","in school","39","0.207860514576287","0.142264681257106","0.273456347895468"
"10 Completely satisfied","1990","Not Employed","inadequately","26","","",""
"10 Completely satisfied","1990","Not Employed","general elemantary","107","0.0645884568569661","0.0499696477501359","0.0792072659637963"
"10 Completely satisfied","1990","Not Employed","middle vocational","117","0.0717980554584376","0.0583945548960767","0.0852015560207984"
"10 Completely satisfied","1990","Not Employed","vocational + Abi","9","","",""
"10 Completely satisfied","1990","Not Employed","higher vocational","4","","",""
"10 Completely satisfied","1990","Not Employed","higher education","14","","",""
"10 Completely satisfied","1990","Employed","in school","3","","",""
"10 Completely satisfied","1990","Employed","inadequately","50","0.150335429781908","0.113819815744821","0.186851043818995"
"10 Completely satisfied","1990","Employed","general elemantary","190","0.118603184667314","0.101630497056062","0.135575872278567"
"10 Completely satisfied","1990","Employed","middle vocational","353","0.102361887961539","0.0917493714127088","0.112974404510369"
"10 Completely satisfied","1990","Employed","vocational + Abi","20","","",""
"10 Completely satisfied","1990","Employed","higher vocational","35","0.0870738914545143","0.0585757879565078","0.115571994952521"
