"m11125","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"5 on Scale 1 to 10","2011","Employed","West Germany","1372","0.113755998552002","0.108344134232317","0.119167862871687"
"5 on Scale 1 to 10","2011","Employed","East Germany","465","0.141996486676848","0.130647973607002","0.153344999746694"
"6 on Scale 1 to 10","2011","Not Employed","West Germany","675","0.10489978336364","0.0976438341548062","0.112155732572473"
"6 on Scale 1 to 10","2011","Not Employed","East Germany","257","0.127629515690711","0.113616061583915","0.141642969797508"
"6 on Scale 1 to 10","2011","Employed","West Germany","1251","0.0975444286843987","0.0924873787500964","0.102601478618701"
"6 on Scale 1 to 10","2011","Employed","East Germany","352","0.0976284478140494","0.0879782432506808","0.107278652377418"
"7 on Scale 1 to 10","2011","Not Employed","West Germany","948","0.135359474429665","0.127258575188267","0.143460373671064"
"7 on Scale 1 to 10","2011","Not Employed","East Germany","309","0.129123999854022","0.115040817594978","0.143207182113067"
"7 on Scale 1 to 10","2011","Employed","West Germany","2339","0.185413845304342","0.178789809296379","0.192037881312306"
"7 on Scale 1 to 10","2011","Employed","East Germany","707","0.191664949437754","0.178867521744932","0.204462377130577"
"8 on Scale 1 to 10","2011","Not Employed","West Germany","1380","0.178973738355413","0.169896697577385","0.18805077913344"
"8 on Scale 1 to 10","2011","Not Employed","East Germany","352","0.149010913429846","0.134055783619664","0.163966043240028"
"8 on Scale 1 to 10","2011","Employed","West Germany","3480","0.253682824761921","0.246266472621021","0.26109917690282"
"8 on Scale 1 to 10","2011","Employed","East Germany","930","0.232870134306078","0.219128228358435","0.246612040253722"
"9 on Scale 1 to 10","2011","Not Employed","West Germany","732","0.0831170292460413","0.0765801108002477","0.0896539476918349"
"9 on Scale 1 to 10","2011","Not Employed","East Germany","148","0.0576749127513877","0.0478842294409834","0.067465596061792"
"9 on Scale 1 to 10","2011","Employed","West Germany","2013","0.134917357524031","0.129094370740149","0.140740344307912"
"9 on Scale 1 to 10","2011","Employed","East Germany","453","0.110492348912325","0.100299476767794","0.120685221056855"
"10 Completely satisfied","2011","Not Employed","West Germany","563","0.060301407223789","0.0546646527384144","0.0659381617091636"
"10 Completely satisfied","2011","Not Employed","East Germany","97","0.0311395679463823","0.0238448911495246","0.0384342447432399"
"10 Completely satisfied","2011","Employed","West Germany","1223","0.0866584302724682","0.0818632480743818","0.0914536124705546"
"10 Completely satisfied","2011","Employed","East Germany","255","0.0736143189270245","0.0651238300855024","0.0821048077685466"
"0 Completely dissatisfied","2012","Not Employed","West Germany","160","0.0255753341055232","0.0218803554867457","0.0292703127243008"
"0 Completely dissatisfied","2012","Not Employed","East Germany","62","0.0292539490656681","0.0223774187737152","0.0361304793576211"
"0 Completely dissatisfied","2012","Employed","West Germany","74","0.00564033952170072","0.00437821028692464","0.0069024687564768"
"0 Completely dissatisfied","2012","Employed","East Germany","22","","",""
"1 on Scale 1 to 10","2012","Not Employed","West Germany","129","0.0212313590436398","0.0178572737426109","0.0246054443446688"
"1 on Scale 1 to 10","2012","Not Employed","East Germany","69","0.0318068074133587","0.0246459447298914","0.0389676700968261"
"1 on Scale 1 to 10","2012","Employed","West Germany","74","0.00583675442867809","0.00455296434590365","0.00712054451145253"
"1 on Scale 1 to 10","2012","Employed","East Germany","31","0.0114104145169022","0.00797331462720836","0.014847514406596"
"2 on Scale 1 to 10","2012","Not Employed","West Germany","276","0.049894529390498","0.0447984109618582","0.0549906478191377"
"2 on Scale 1 to 10","2012","Not Employed","East Germany","117","0.0594641814896708","0.0498139065627056","0.0691144564166359"
"2 on Scale 1 to 10","2012","Employed","West Germany","257","0.0201691401159264","0.0177999565993886","0.0225383236324643"
"2 on Scale 1 to 10","2012","Employed","East Germany","81","0.0251534478841031","0.0200858713142664","0.0302210244539398"
"3 on Scale 1 to 10","2012","Not Employed","West Germany","423","0.0672169813803881","0.0613561806508282","0.0730777821099481"
"3 on Scale 1 to 10","2012","Not Employed","East Germany","189","0.0819061422058617","0.0707162456887579","0.0930960387229655"
"3 on Scale 1 to 10","2012","Employed","West Germany","540","0.0441447318926112","0.0406828283359198","0.0476066354493025"
"3 on Scale 1 to 10","2012","Employed","East Germany","143","0.0415656604201616","0.0351064125165875","0.0480249083237357"
"4 on Scale 1 to 10","2012","Not Employed","West Germany","469","0.0724981659920237","0.0664287341896019","0.0785675977944455"
"4 on Scale 1 to 10","2012","Not Employed","East Germany","209","0.0986260344833819","0.0864593405061892","0.110792728460575"
"4 on Scale 1 to 10","2012","Employed","West Germany","574","0.0441135085203185","0.0406527729529427","0.0475742440876944"
"4 on Scale 1 to 10","2012","Employed","East Germany","176","0.0449326312481778","0.0382286721364942","0.0516365903598614"
"5 on Scale 1 to 10","2012","Not Employed","West Germany","1064","0.170314441876364","0.161515921574554","0.179112962178175"
"5 on Scale 1 to 10","2012","Not Employed","East Germany","445","0.204756412392428","0.188290221818943","0.221222602965913"
"5 on Scale 1 to 10","2012","Employed","West Germany","1351","0.10364959825665","0.0985126856830072","0.108786510830294"
"5 on Scale 1 to 10","2012","Employed","East Germany","449","0.143612127935272","0.132262954304632","0.154961301565912"
"6 on Scale 1 to 10","2012","Not Employed","West Germany","730","0.112901419823863","0.105494071265962","0.120308768381765"
"6 on Scale 1 to 10","2012","Not Employed","East Germany","244","0.108093989621993","0.0954237563064339","0.120764222937552"
"6 on Scale 1 to 10","2012","Employed","West Germany","1250","0.0949158017463883","0.0899761855524832","0.0998554179402934"
"6 on Scale 1 to 10","2012","Employed","East Germany","411","0.108442810869894","0.0983802524737458","0.118505369266043"
"7 on Scale 1 to 10","2012","Not Employed","West Germany","1076","0.153504194662349","0.145066968973908","0.161941420350789"
"7 on Scale 1 to 10","2012","Not Employed","East Germany","364","0.152908022640727","0.138221982389738","0.167594062891717"
"7 on Scale 1 to 10","2012","Employed","West Germany","2529","0.187095952667018","0.180523442093621","0.193668463240416"
"7 on Scale 1 to 10","2012","Employed","East Germany","670","0.175398481220462","0.163091021957836","0.187705940483088"
"8 on Scale 1 to 10","2012","Not Employed","West Germany","1419","0.176345719939468","0.167425366158944","0.185266073719991"
"8 on Scale 1 to 10","2012","Not Employed","East Germany","365","0.147176188080159","0.132719369605683","0.161633006554636"
"8 on Scale 1 to 10","2012","Employed","West Germany","3752","0.272113323934999","0.264612892545636","0.279613755324363"
"8 on Scale 1 to 10","2012","Employed","East Germany","988","0.272565562880973","0.258155500922471","0.286975624839475"
"9 on Scale 1 to 10","2012","Not Employed","West Germany","758","0.0880179090862159","0.0813865000612387","0.0946493181111931"
"9 on Scale 1 to 10","2012","Not Employed","East Germany","153","0.0487199324069419","0.0399351333727947","0.0575047314410892"
"9 on Scale 1 to 10","2012","Employed","West Germany","1914","0.138442887727029","0.132622434349301","0.144263341104757"
"9 on Scale 1 to 10","2012","Employed","East Germany","492","0.109162651122725","0.0990708270009688","0.119254475244481"
"10 Completely satisfied","2012","Not Employed","West Germany","508","0.0624999446996675","0.0568342573534192","0.0681656320459157"
"10 Completely satisfied","2012","Not Employed","East Germany","90","0.0372883401998094","0.0295569260865875","0.0450197543130313"
"10 Completely satisfied","2012","Employed","West Germany","1210","0.0838779611886798","0.0792062062606406","0.088549716116719"
"10 Completely satisfied","2012","Employed","East Germany","205","0.0629220206149153","0.0550638288266617","0.070780212403169"
"0 Completely dissatisfied","2013","Not Employed","West Germany","199","0.0208921559249606","0.0182525509387151","0.0235317609112061"
"0 Completely dissatisfied","2013","Not Employed","East Germany","66","0.0366467594926265","0.0293468955113254","0.0439466234739277"
"0 Completely dissatisfied","2013","Employed","West Germany","86","0.00681447654728428","0.00541706201396909","0.00821189108059948"
"0 Completely dissatisfied","2013","Employed","East Germany","17","","",""
"1 on Scale 1 to 10","2013","Not Employed","West Germany","163","0.018584310996759","0.0160918304563038","0.0210767915372141"
"1 on Scale 1 to 10","2013","Not Employed","East Germany","61","0.0282721707115582","0.0218326121763473","0.0347117292467692"
"1 on Scale 1 to 10","2013","Employed","West Germany","72","0.00803980829553361","0.00652288443261033","0.00955673215845688"
"1 on Scale 1 to 10","2013","Employed","East Germany","23","","",""
"2 on Scale 1 to 10","2013","Not Employed","West Germany","385","0.0454763851581262","0.0416311903030005","0.0493215800132518"
"2 on Scale 1 to 10","2013","Not Employed","East Germany","133","0.0691344097238457","0.0592785431465677","0.0789902763011236"
"2 on Scale 1 to 10","2013","Employed","West Germany","258","0.0199748441865262","0.0175982549459643","0.0223514334270881"
"2 on Scale 1 to 10","2013","Employed","East Germany","84","0.0197482561017389","0.0151937981367421","0.0243027140667357"
"3 on Scale 1 to 10","2013","Not Employed","West Germany","527","0.0614910188179114","0.0570574127096803","0.0659246249261426"
"3 on Scale 1 to 10","2013","Not Employed","East Germany","207","0.091501919749084","0.0803002875787493","0.102703551919419"
"3 on Scale 1 to 10","2013","Employed","West Germany","511","0.0453380721836556","0.041804205666834","0.0488719387004772"
"3 on Scale 1 to 10","2013","Employed","East Germany","170","0.0482066168899066","0.0411948385472157","0.0552183952325975"
"4 on Scale 1 to 10","2013","Not Employed","West Germany","625","0.0687725168636085","0.0641019736196954","0.0734430601075215"
"4 on Scale 1 to 10","2013","Not Employed","East Germany","205","0.0860066318522173","0.0751137776654533","0.0968994860389812"
"4 on Scale 1 to 10","2013","Employed","West Germany","628","0.0508286640488645","0.0470977051093834","0.0545596229883457"
"4 on Scale 1 to 10","2013","Employed","East Germany","169","0.0505846377710165","0.0434109749402641","0.0577583006017689"
"5 on Scale 1 to 10","2013","Not Employed","West Germany","1501","0.155265094187031","0.148581205915258","0.161948982458803"
"5 on Scale 1 to 10","2013","Not Employed","East Germany","446","0.191904692814426","0.176605155838264","0.207204229790588"
"5 on Scale 1 to 10","2013","Employed","West Germany","1275","0.104312677072115","0.0991206066531274","0.109504747491102"
"5 on Scale 1 to 10","2013","Employed","East Germany","433","0.124873290610363","0.114052132102443","0.135694449118283"
"6 on Scale 1 to 10","2013","Not Employed","West Germany","982","0.0968463592270525","0.0913880955234818","0.102304622930623"
"6 on Scale 1 to 10","2013","Not Employed","East Germany","265","0.104805051978463","0.0929048558847268","0.116705248072199"
"6 on Scale 1 to 10","2013","Employed","West Germany","1268","0.0935285834586748","0.0885827094357378","0.0984744574816117"
"6 on Scale 1 to 10","2013","Employed","East Germany","385","0.101498151118709","0.0916128008073811","0.111383501430037"
"7 on Scale 1 to 10","2013","Not Employed","West Germany","1631","0.147200656411489","0.140661671309105","0.153739641513874"
"7 on Scale 1 to 10","2013","Not Employed","East Germany","369","0.142869702010474","0.129274123548848","0.156465280472101"
"7 on Scale 1 to 10","2013","Employed","West Germany","2534","0.194653944423107","0.187928566607628","0.201379322238586"
"7 on Scale 1 to 10","2013","Employed","East Germany","689","0.198025767363838","0.184980752724972","0.211070782002704"
"8 on Scale 1 to 10","2013","Not Employed","West Germany","2373","0.190406882396824","0.183160741559938","0.197653023233709"
"8 on Scale 1 to 10","2013","Not Employed","East Germany","435","0.139374076827713","0.125918497180359","0.152829656475068"
"8 on Scale 1 to 10","2013","Employed","West Germany","3624","0.262810482078547","0.255333872000049","0.270287092157045"
"8 on Scale 1 to 10","2013","Employed","East Germany","941","0.257166748128441","0.242859484300407","0.271474011956476"
"9 on Scale 1 to 10","2013","Not Employed","West Germany","1404","0.0971418587051432","0.0916761685330867","0.1026075488772"
"9 on Scale 1 to 10","2013","Not Employed","East Germany","198","0.0630684531541204","0.0536242739682342","0.0725126323400065"
"9 on Scale 1 to 10","2013","Employed","West Germany","2001","0.135326169556545","0.12951570485939","0.1411366342537"
"9 on Scale 1 to 10","2013","Employed","East Germany","433","0.120578417154648","0.109918916508773","0.131237917800524"
"10 Completely satisfied","2013","Not Employed","West Germany","1488","0.097922761311095","0.0924375200514682","0.103408002570722"
"10 Completely satisfied","2013","Not Employed","East Germany","160","0.0464161316854713","0.0382424425351201","0.0545898208358225"
"10 Completely satisfied","2013","Employed","West Germany","1057","0.0783722781491471","0.0738071516630307","0.0829374046352634"
"10 Completely satisfied","2013","Employed","East Germany","241","0.065716235180431","0.0576051446325585","0.0738273257283035"
"0 Completely dissatisfied","2014","Not Employed","West Germany","164","0.0245666304285238","0.020999159365505","0.0281341014915425"
"0 Completely dissatisfied","2014","Not Employed","East Germany","59","0.0333824156640463","0.02579643960982","0.0409683917182727"
"0 Completely dissatisfied","2014","Employed","West Germany","70","0.00521208774570333","0.00403367019836012","0.00639050529304654"
"0 Completely dissatisfied","2014","Employed","East Germany","14","","",""
"1 on Scale 1 to 10","2014","Not Employed","West Germany","140","0.0255753230812297","0.0219372320664776","0.0292134140959818"
"1 on Scale 1 to 10","2014","Not Employed","East Germany","47","0.0191982547869907","0.0134033442978194","0.024993165276162"
"1 on Scale 1 to 10","2014","Employed","West Germany","80","0.0066250286655468","0.00529739401287737","0.00795266331821623"
"1 on Scale 1 to 10","2014","Employed","East Germany","25","","",""
"2 on Scale 1 to 10","2014","Not Employed","West Germany","290","0.0453108544781221","0.0405177049560326","0.0501040040002116"
"2 on Scale 1 to 10","2014","Not Employed","East Germany","104","0.0543090098263967","0.0447384837784475","0.0638795358743459"
"2 on Scale 1 to 10","2014","Employed","West Germany","305","0.0241678105015722","0.0216545684640511","0.0266810525390933"
"2 on Scale 1 to 10","2014","Employed","East Germany","65","0.0251417641111414","0.0199237625730597","0.0303597656492231"
"3 on Scale 1 to 10","2014","Not Employed","West Germany","464","0.0708509457183462","0.0649379933731992","0.0767638980634932"
"3 on Scale 1 to 10","2014","Not Employed","East Germany","180","0.0877296655855319","0.0757826273190539","0.0996767038520098"
"3 on Scale 1 to 10","2014","Employed","West Germany","544","0.0434592509848307","0.0401225218896441","0.0467959800800172"
"3 on Scale 1 to 10","2014","Employed","East Germany","143","0.0399446099556892","0.033417621657803","0.0464715982535753"
"4 on Scale 1 to 10","2014","Not Employed","West Germany","422","0.063922081254247","0.0582847920929933","0.0695593704155008"
"4 on Scale 1 to 10","2014","Not Employed","East Germany","218","0.103225501994347","0.0903767671119439","0.11607423687675"
"4 on Scale 1 to 10","2014","Employed","West Germany","618","0.0469421621148298","0.0434806228285515","0.0504037014011081"
"4 on Scale 1 to 10","2014","Employed","East Germany","167","0.05142197077809","0.0440608069080184","0.0587831346481615"
"5 on Scale 1 to 10","2014","Not Employed","West Germany","1090","0.162581467084824","0.154078007311326","0.171084926858322"
"5 on Scale 1 to 10","2014","Not Employed","East Germany","397","0.204450604043216","0.18741909946163","0.221482108624801"
"5 on Scale 1 to 10","2014","Employed","West Germany","1449","0.105356849684475","0.10033244744546","0.110381251923489"
"5 on Scale 1 to 10","2014","Employed","East Germany","431","0.12248891479908","0.11156167947989","0.133416150118271"
"6 on Scale 1 to 10","2014","Not Employed","West Germany","766","0.110800781166533","0.103567092620127","0.118034469712939"
"6 on Scale 1 to 10","2014","Not Employed","East Germany","268","0.125069233627809","0.111099525573305","0.139038941682313"
"6 on Scale 1 to 10","2014","Employed","West Germany","1349","0.0948513062113439","0.0900560732116727","0.0996465392110152"
"6 on Scale 1 to 10","2014","Employed","East Germany","361","0.113914231241188","0.103325047866583","0.124503414615793"
"7 on Scale 1 to 10","2014","Not Employed","West Germany","1117","0.156153302882557","0.147787719675117","0.164518886089997"
"7 on Scale 1 to 10","2014","Not Employed","East Germany","291","0.119256382139435","0.105569932333675","0.132942831945195"
"7 on Scale 1 to 10","2014","Employed","West Germany","2682","0.181300297482722","0.17499523105553","0.187605363909913"
"7 on Scale 1 to 10","2014","Employed","East Germany","702","0.206549885385132","0.19305690499086","0.220042865779404"
"8 on Scale 1 to 10","2014","Not Employed","West Germany","1511","0.197443719255288","0.18826994035186","0.206617498158715"
"8 on Scale 1 to 10","2014","Not Employed","East Germany","363","0.153273985668919","0.138060423329297","0.168487548008541"
"8 on Scale 1 to 10","2014","Employed","West Germany","3838","0.264152329727471","0.256937114772151","0.271367544682791"
"8 on Scale 1 to 10","2014","Employed","East Germany","890","0.242199232333604","0.227920176290559","0.25647828837665"
"9 on Scale 1 to 10","2014","Not Employed","West Germany","695","0.078874426352596","0.0726626417869881","0.0850862109182039"
"9 on Scale 1 to 10","2014","Not Employed","East Germany","146","0.0560374073237118","0.0463246698444237","0.0657501448029999"
"9 on Scale 1 to 10","2014","Employed","West Germany","2118","0.14172856110142","0.136020756318252","0.147436365884588"
"9 on Scale 1 to 10","2014","Employed","East Germany","456","0.127084325419754","0.115983181410981","0.138185469428527"
"10 Completely satisfied","2014","Not Employed","West Germany","574","0.063920468297734","0.0582832454035116","0.0695576911919564"
"10 Completely satisfied","2014","Not Employed","East Germany","81","0.0440675393395964","0.0353999516000338","0.0527351270791591"
"10 Completely satisfied","2014","Employed","West Germany","1290","0.0862043157800864","0.0816110968325483","0.0907975347276245"
"10 Completely satisfied","2014","Employed","East Germany","204","0.0606535293721185","0.0526978634253905","0.0686091953188466"
"0 Completely dissatisfied","2015","Not Employed","West Germany","120","0.02268979328915","0.0190579210924619","0.026321665485838"
"0 Completely dissatisfied","2015","Not Employed","East Germany","45","0.0320201277264266","0.0243729022117094","0.0396673532411438"
"0 Completely dissatisfied","2015","Employed","West Germany","66","0.00632694784146521","0.00498414631304264","0.00766974936988779"
"0 Completely dissatisfied","2015","Employed","East Germany","10","","",""
"1 on Scale 1 to 10","2015","Not Employed","West Germany","109","0.0201627544942495","0.016734674294779","0.0235908346937201"
"1 on Scale 1 to 10","2015","Not Employed","East Germany","60","0.0326124036529128","0.0248971383248532","0.0403276689809723"
"1 on Scale 1 to 10","2015","Employed","West Germany","72","0.00544786080892437","0.00420128204807545","0.00669443956977329"
"1 on Scale 1 to 10","2015","Employed","East Germany","14","","",""
"2 on Scale 1 to 10","2015","Not Employed","West Germany","307","0.0556294184963468","0.050039280155373","0.0612195568373206"
"2 on Scale 1 to 10","2015","Not Employed","East Germany","130","0.0765529730285786","0.0650039239009764","0.0881020221561807"
"2 on Scale 1 to 10","2015","Employed","West Germany","236","0.0199648333083624","0.0175959339087229","0.022333732708002"
"2 on Scale 1 to 10","2015","Employed","East Germany","72","0.0234102481452159","0.0182054885363989","0.028615007754033"
"3 on Scale 1 to 10","2015","Not Employed","West Germany","424","0.0775161972831899","0.0709942891805218","0.0840381053858581"
"3 on Scale 1 to 10","2015","Not Employed","East Germany","167","0.088548329331684","0.0762082994126338","0.100888359250734"
"3 on Scale 1 to 10","2015","Employed","West Germany","494","0.0377051309572649","0.0344792580316882","0.0409310038828416"
"3 on Scale 1 to 10","2015","Employed","East Germany","133","0.0406250550341866","0.0338293776513022","0.047420732417071"
"4 on Scale 1 to 10","2015","Not Employed","West Germany","408","0.064939726226454","0.0589297313671686","0.0709497210857394"
"4 on Scale 1 to 10","2015","Not Employed","East Germany","164","0.0769183949301863","0.0653441049462366","0.088492684914136"
"4 on Scale 1 to 10","2015","Employed","West Germany","620","0.0485461123275181","0.0449064252692744","0.0521857993857618"
"4 on Scale 1 to 10","2015","Employed","East Germany","159","0.0570252509368207","0.0490430028771675","0.0650074989964739"
"5 on Scale 1 to 10","2015","Not Employed","West Germany","979","0.159684749923633","0.150750627186261","0.168618872661006"
"5 on Scale 1 to 10","2015","Not Employed","East Germany","370","0.188413446552429","0.171427780841218","0.205399112263641"
"5 on Scale 1 to 10","2015","Employed","West Germany","1288","0.102467110048879","0.0973312831963834","0.107602936901375"
"5 on Scale 1 to 10","2015","Employed","East Germany","390","0.136781229477741","0.124953121648829","0.148609337306654"
"6 on Scale 1 to 10","2015","Not Employed","West Germany","677","0.108810120419318","0.101215276745282","0.116404964093354"
"6 on Scale 1 to 10","2015","Not Employed","East Germany","238","0.121943519900218","0.107730060485339","0.136156979315098"
"6 on Scale 1 to 10","2015","Employed","West Germany","1257","0.0971899857012069","0.0921734733400223","0.102206498062391"
"6 on Scale 1 to 10","2015","Employed","East Germany","361","0.101423230083147","0.0910314990351633","0.11181496113113"
"7 on Scale 1 to 10","2015","Not Employed","West Germany","1017","0.156333772437331","0.147476279661538","0.165191265213123"
"7 on Scale 1 to 10","2015","Not Employed","East Germany","314","0.143305237576215","0.12808563570853","0.1585248394439"
"7 on Scale 1 to 10","2015","Employed","West Germany","2566","0.196382427336387","0.189654690920591","0.203110163752183"
"7 on Scale 1 to 10","2015","Employed","East Germany","674","0.20233603864121","0.188507120916763","0.216164956365657"
"8 on Scale 1 to 10","2015","Not Employed","West Germany","1326","0.196606383003977","0.18691329700542","0.206299469002533"
"8 on Scale 1 to 10","2015","Not Employed","East Germany","338","0.145829539928448","0.130499113649336","0.161159966207561"
"8 on Scale 1 to 10","2015","Employed","West Germany","3591","0.256697007757271","0.249299485382758","0.264094530131784"
"8 on Scale 1 to 10","2015","Employed","East Germany","833","0.26016263708356","0.24506071661411","0.27526455755301"
"9 on Scale 1 to 10","2015","Not Employed","West Germany","656","0.0834199463373243","0.0766759205109214","0.0901639721637272"
"9 on Scale 1 to 10","2015","Not Employed","East Germany","143","0.0607329122154966","0.0503584448267124","0.0711073796042808"
"9 on Scale 1 to 10","2015","Employed","West Germany","2039","0.146983635430074","0.140987021109197","0.152980249750951"
"9 on Scale 1 to 10","2015","Employed","East Germany","427","0.122005670401988","0.110739470597183","0.133271870206793"
"10 Completely satisfied","2015","Not Employed","West Germany","435","0.0542071380890269","0.0486847703137494","0.0597295058643045"
"10 Completely satisfied","2015","Not Employed","East Germany","67","0.033123115157404","0.0253497265364276","0.0408965037783804"
"10 Completely satisfied","2015","Employed","West Germany","1165","0.0822889484826463","0.0776350524072365","0.086942844558056"
"10 Completely satisfied","2015","Employed","East Germany","169","0.048160031847389","0.0407900411953292","0.0555300224994488"
"0 Completely dissatisfied","2016","Not Employed","West Germany","225","0.0237205716095661","0.0207171573652569","0.0267239858538754"
"0 Completely dissatisfied","2016","Not Employed","East Germany","54","0.0291589174586903","0.0227889023093491","0.0355289326080314"
"0 Completely dissatisfied","2016","Employed","West Germany","76","0.00513851734955378","0.00390897430451058","0.00636806039459698"
"0 Completely dissatisfied","2016","Employed","East Germany","14","","",""
"1 on Scale 1 to 10","2016","Not Employed","West Germany","145","0.0217412555312257","0.018862964055571","0.0246195470068803"
"1 on Scale 1 to 10","2016","Not Employed","East Germany","66","0.0286554493858109","0.0223390299697419","0.0349718688018799"
"1 on Scale 1 to 10","2016","Employed","West Germany","75","0.00641518502063621","0.00504224810839866","0.00778812193287376"
"1 on Scale 1 to 10","2016","Employed","East Germany","27","","",""
"2 on Scale 1 to 10","2016","Not Employed","West Germany","308","0.0446268930380414","0.0405516789974685","0.0487021070786142"
"2 on Scale 1 to 10","2016","Not Employed","East Germany","114","0.0676759973800894","0.0581659767490235","0.0771860180111553"
"2 on Scale 1 to 10","2016","Employed","West Germany","216","0.0175109870661695","0.0152553839790343","0.0197665901533048"
"2 on Scale 1 to 10","2016","Employed","East Germany","68","0.0199766794989204","0.0150958834977974","0.0248574755000433"
"3 on Scale 1 to 10","2016","Not Employed","West Germany","503","0.073491844857802","0.0683418144905501","0.0786418752250538"
"3 on Scale 1 to 10","2016","Not Employed","East Germany","187","0.0889970356808058","0.078216797415357","0.0997772739462546"
"3 on Scale 1 to 10","2016","Employed","West Germany","469","0.0401661913822016","0.036789651656121","0.0435427311082822"
"3 on Scale 1 to 10","2016","Employed","East Germany","142","0.0565166176877052","0.0484616090729648","0.0645716263024456"
"4 on Scale 1 to 10","2016","Not Employed","West Germany","526","0.0672592242807043","0.0623158669974929","0.0722025815639157"
"4 on Scale 1 to 10","2016","Not Employed","East Germany","204","0.0851757555838113","0.0746073973943075","0.0957441137733152"
"4 on Scale 1 to 10","2016","Employed","West Germany","583","0.0483393845441643","0.0446510090998077","0.052027759988521"
"4 on Scale 1 to 10","2016","Employed","East Germany","143","0.0454815130866517","0.038213420946726","0.0527496052265775"
"5 on Scale 1 to 10","2016","Not Employed","West Germany","1243","0.157785110689489","0.15059045427407","0.164979767104908"
"5 on Scale 1 to 10","2016","Not Employed","East Germany","409","0.184750423067102","0.170057144721137","0.199443701413067"
"5 on Scale 1 to 10","2016","Employed","West Germany","1269","0.101699515719915","0.0965017850158328","0.106897246423996"
"5 on Scale 1 to 10","2016","Employed","East Germany","362","0.119826878213625","0.108498389568643","0.131155366858607"
"6 on Scale 1 to 10","2016","Not Employed","West Germany","901","0.114492656826793","0.108208449682624","0.120776863970961"
"6 on Scale 1 to 10","2016","Not Employed","East Germany","271","0.112806917322801","0.10082965302095","0.124784181624651"
"6 on Scale 1 to 10","2016","Employed","West Germany","1254","0.0962265742194391","0.0911552566001388","0.101297891838739"
"6 on Scale 1 to 10","2016","Employed","East Germany","329","0.117520496072193","0.106286871082381","0.128754121062005"
"7 on Scale 1 to 10","2016","Not Employed","West Germany","1366","0.159045043506123","0.1518271240942","0.166262962918045"
"7 on Scale 1 to 10","2016","Not Employed","East Germany","338","0.139165051879638","0.1260609961324","0.152269107626875"
"7 on Scale 1 to 10","2016","Employed","West Germany","2495","0.205098378107145","0.198154832058113","0.212041924156177"
"7 on Scale 1 to 10","2016","Employed","East Germany","677","0.219157584750881","0.204727437895253","0.233587731606508"
"8 on Scale 1 to 10","2016","Not Employed","West Germany","1776","0.191183670884009","0.183422701944987","0.198944639823031"
"8 on Scale 1 to 10","2016","Not Employed","East Germany","427","0.146121028874182","0.132747832748724","0.159494224999639"
"8 on Scale 1 to 10","2016","Employed","West Germany","3534","0.266827048194927","0.259220954714253","0.274433141675601"
"8 on Scale 1 to 10","2016","Employed","East Germany","825","0.245774689952701","0.230756073386796","0.260793306518606"
"9 on Scale 1 to 10","2016","Not Employed","West Germany","1089","0.0843308997589759","0.078846510919569","0.0898152885983828"
"9 on Scale 1 to 10","2016","Not Employed","East Germany","218","0.0718266725990187","0.0620511921814985","0.0816021530165389"
"9 on Scale 1 to 10","2016","Employed","West Germany","1918","0.137660132324286","0.131735152998995","0.143585111649577"
"9 on Scale 1 to 10","2016","Employed","East Germany","390","0.108256192465524","0.0974179908587198","0.119094394072328"
"10 Completely satisfied","2016","Not Employed","West Germany","1780","0.0623228290172712","0.0575517584208744","0.0670938996136679"
"10 Completely satisfied","2016","Not Employed","East Germany","392","0.0456667507680513","0.0377630447582639","0.0535704567778388"
"10 Completely satisfied","2016","Employed","West Germany","1101","0.0749180860715635","0.0703909145646177","0.0794452575785093"
"10 Completely satisfied","2016","Employed","East Germany","180","0.0564762014990407","0.0484239010865911","0.0645285019114904"
"0 Completely dissatisfied","2017","Not Employed","West Germany","227","0.022037496579159","0.0193043579828297","0.0247706351754883"
"0 Completely dissatisfied","2017","Not Employed","East Germany","64","0.0282218737558483","0.0220074281638588","0.0344363193478378"
"0 Completely dissatisfied","2017","Employed","West Germany","65","0.00499744248635208","0.00385639364757366","0.0061384913251305"
"0 Completely dissatisfied","2017","Employed","East Germany","22","","",""
"1 on Scale 1 to 10","2017","Not Employed","West Germany","158","0.0188864016787939","0.0163521270078631","0.0214206763497246"
"1 on Scale 1 to 10","2017","Not Employed","East Germany","50","0.0246510342622422","0.0188323673805253","0.030469701143959"
"1 on Scale 1 to 10","2017","Employed","West Germany","104","0.00716870254401652","0.00580356552995927","0.00853383955807377"
"1 on Scale 1 to 10","2017","Employed","East Germany","25","","",""
"2 on Scale 1 to 10","2017","Not Employed","West Germany","373","0.0495565228530426","0.045516042634904","0.0535970030711812"
"2 on Scale 1 to 10","2017","Not Employed","East Germany","122","0.0589008975803616","0.0500659384647788","0.0677358566959444"
"2 on Scale 1 to 10","2017","Employed","West Germany","289","0.0207772294548737","0.018469139119988","0.0230853197897595"
"2 on Scale 1 to 10","2017","Employed","East Germany","86","0.0247455363390107","0.019696786533319","0.0297942861447025"
"3 on Scale 1 to 10","2017","Not Employed","West Germany","570","0.0786971588871032","0.0736841305849164","0.08371018718929"
"3 on Scale 1 to 10","2017","Not Employed","East Germany","191","0.0956599644814669","0.0846228157610969","0.106697113201837"
