"m11125","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"4 on Scale 1 to 10","2005","Employed","(Married) couple without C. ","190","0.0488391670717197","0.0417361695245302","0.0559421646189093"
"4 on Scale 1 to 10","2005","Employed","Single parent ","38","0.0554183125645062","0.0386244832135797","0.0722121419154326"
"4 on Scale 1 to 10","2005","Employed","Couple + C. LE 16 ","129","0.041017641717203","0.0339743805248086","0.0480609029095973"
"4 on Scale 1 to 10","2005","Employed","Couple + C. GT 16 ","118","0.0438534216608412","0.0359305294950493","0.0517763138266331"
"4 on Scale 1 to 10","2005","Employed","Couple + C. LE and GT 16","59","0.0521540482813711","0.0393482486150226","0.0649598479477196"
"5 on Scale 1 to 10","2005","Not Employed","1-pers.-HH","305","0.214640705021768","0.193383055966253","0.235898354077283"
"5 on Scale 1 to 10","2005","Not Employed","(Married) couple without C. ","698","0.201741279893008","0.188469167249162","0.215013392536854"
"5 on Scale 1 to 10","2005","Not Employed","Single parent ","52","0.104624839271134","0.0744030687850117","0.134846609757257"
"5 on Scale 1 to 10","2005","Not Employed","Couple + C. LE 16 ","68","0.107564613312659","0.084121789026495","0.131007437598823"
"5 on Scale 1 to 10","2005","Not Employed","Couple + C. GT 16 ","114","0.110442649227872","0.0917491072526443","0.1291361912031"
"5 on Scale 1 to 10","2005","Not Employed","Couple + C. LE and GT 16","38","0.0883119851519059","0.0644678492972702","0.112156121006542"
"5 on Scale 1 to 10","2005","Employed","1-pers.-HH","178","0.118693161477812","0.102502916041781","0.134883406913843"
"5 on Scale 1 to 10","2005","Employed","(Married) couple without C. ","440","0.12427048460029","0.113398732255962","0.135142236944617"
"5 on Scale 1 to 10","2005","Employed","Single parent ","98","0.155105913632587","0.128534256529982","0.181677570735192"
"5 on Scale 1 to 10","2005","Employed","Couple + C. LE 16 ","286","0.122446132249677","0.110805071125938","0.134087193373417"
"5 on Scale 1 to 10","2005","Employed","Couple + C. GT 16 ","287","0.111111225055831","0.0989515367143874","0.123270913397274"
"5 on Scale 1 to 10","2005","Employed","Couple + C. LE and GT 16","132","0.118182530555776","0.0995890881467383","0.136775972964813"
"6 on Scale 1 to 10","2005","Not Employed","1-pers.-HH","149","0.0946149870116332","0.0794611848355181","0.109768789187748"
"6 on Scale 1 to 10","2005","Not Employed","(Married) couple without C. ","458","0.124305564995616","0.113393864970487","0.135217265020746"
"6 on Scale 1 to 10","2005","Not Employed","Single parent ","33","0.0730308309983045","0.0473395507735827","0.0987221112230264"
"6 on Scale 1 to 10","2005","Not Employed","Couple + C. LE 16 ","53","0.0631383829641287","0.0447361179133053","0.0815406480149522"
"6 on Scale 1 to 10","2005","Not Employed","Couple + C. GT 16 ","110","0.108446314203609","0.0899017188571007","0.126990909550117"
"6 on Scale 1 to 10","2005","Not Employed","Couple + C. LE and GT 16","48","0.109634384176479","0.0833797348509049","0.135889033502053"
"6 on Scale 1 to 10","2005","Employed","1-pers.-HH","131","0.0873011077663067","0.0731708315138678","0.101431384018746"
"6 on Scale 1 to 10","2005","Employed","(Married) couple without C. ","377","0.107586615220921","0.0973750404656643","0.117798189976179"
"6 on Scale 1 to 10","2005","Employed","Single parent ","62","0.0936178778975814","0.0722363671554029","0.11499938863976"
"6 on Scale 1 to 10","2005","Employed","Couple + C. LE 16 ","293","0.0962087711338128","0.0857368940390208","0.106680648228605"
"6 on Scale 1 to 10","2005","Employed","Couple + C. GT 16 ","270","0.110599605622701","0.098464453831561","0.12273475741384"
"6 on Scale 1 to 10","2005","Employed","Couple + C. LE and GT 16","118","0.109281591975421","0.091312028311639","0.127251155639203"
"7 on Scale 1 to 10","2005","Not Employed","1-pers.-HH","206","0.143336296034698","0.125193330817536","0.16147926125186"
"7 on Scale 1 to 10","2005","Not Employed","(Married) couple without C. ","565","0.151872838356391","0.14000309365392","0.163742583058863"
"7 on Scale 1 to 10","2005","Not Employed","Single parent ","47","0.101931834001364","0.0720567214358226","0.131806946566905"
"7 on Scale 1 to 10","2005","Not Employed","Couple + C. LE 16 ","111","0.17561291633252","0.14682364665766","0.20440218600738"
"7 on Scale 1 to 10","2005","Not Employed","Couple + C. GT 16 ","145","0.116662871643295","0.0975174124567241","0.135808330829866"
"7 on Scale 1 to 10","2005","Not Employed","Couple + C. LE and GT 16","77","0.138719222663569","0.109673021444101","0.167765423883036"
"7 on Scale 1 to 10","2005","Employed","1-pers.-HH","262","0.173616957581227","0.154655846489829","0.192578068672626"
"7 on Scale 1 to 10","2005","Employed","(Married) couple without C. ","660","0.192496664486658","0.179503518206341","0.205489810766975"
"7 on Scale 1 to 10","2005","Employed","Single parent ","122","0.143183089387129","0.117473614569304","0.168892564204953"
"7 on Scale 1 to 10","2005","Employed","Couple + C. LE 16 ","594","0.186437962388297","0.172607214876354","0.20026870990024"
"7 on Scale 1 to 10","2005","Employed","Couple + C. GT 16 ","465","0.169443597358383","0.154928601648504","0.183958593068261"
"7 on Scale 1 to 10","2005","Employed","Couple + C. LE and GT 16","203","0.180570248247578","0.158415196283909","0.202725300211247"
"8 on Scale 1 to 10","2005","Not Employed","1-pers.-HH","216","0.146585301647369","0.128272690755698","0.164897912539039"
"8 on Scale 1 to 10","2005","Not Employed","(Married) couple without C. ","595","0.162471322086921","0.150271344354511","0.174671299819331"
"8 on Scale 1 to 10","2005","Not Employed","Single parent ","77","0.229244648004736","0.187738937051615","0.270750358957856"
"8 on Scale 1 to 10","2005","Not Employed","Couple + C. LE 16 ","177","0.233621680560566","0.201605832672789","0.265637528448342"
"8 on Scale 1 to 10","2005","Not Employed","Couple + C. GT 16 ","213","0.197322720199423","0.173587391781112","0.221058048617733"
"8 on Scale 1 to 10","2005","Not Employed","Couple + C. LE and GT 16","125","0.196658064308284","0.163257428008585","0.230058700607983"
"8 on Scale 1 to 10","2005","Employed","1-pers.-HH","423","0.252299805380793","0.230557819058623","0.274041791702963"
"8 on Scale 1 to 10","2005","Employed","(Married) couple without C. ","938","0.264878695699719","0.250336379607114","0.279421011792323"
"8 on Scale 1 to 10","2005","Employed","Single parent ","174","0.243338018555133","0.211841738279314","0.274834298830952"
"8 on Scale 1 to 10","2005","Employed","Couple + C. LE 16 ","861","0.262329536115034","0.246707489313919","0.277951582916149"
"8 on Scale 1 to 10","2005","Employed","Couple + C. GT 16 ","661","0.251231218506434","0.234449731852534","0.268012705160335"
"8 on Scale 1 to 10","2005","Employed","Couple + C. LE and GT 16","302","0.22034009933809","0.196467858849649","0.244212339826532"
"9 on Scale 1 to 10","2005","Not Employed","1-pers.-HH","66","0.0422422249010347","0.0318280172913891","0.0526564325106804"
"9 on Scale 1 to 10","2005","Not Employed","(Married) couple without C. ","152","0.0407120724430073","0.0341761493660419","0.0472479955199726"
"9 on Scale 1 to 10","2005","Not Employed","Single parent ","58","0.128285136829874","0.0952652655091456","0.161305008150602"
"9 on Scale 1 to 10","2005","Not Employed","Couple + C. LE 16 ","106","0.1714087624612","0.142893753738582","0.199923771183818"
"9 on Scale 1 to 10","2005","Not Employed","Couple + C. GT 16 ","183","0.170916150922545","0.148465600522489","0.193366701322601"
"9 on Scale 1 to 10","2005","Not Employed","Couple + C. LE and GT 16","108","0.195030488390717","0.161734676354309","0.228326300427125"
"9 on Scale 1 to 10","2005","Employed","1-pers.-HH","202","0.120530984118737","0.104232896933826","0.136829071303648"
"9 on Scale 1 to 10","2005","Employed","(Married) couple without C. ","424","0.110392891779826","0.100065272055355","0.120720511504296"
"9 on Scale 1 to 10","2005","Employed","Single parent ","106","0.134426627971213","0.109388726720706","0.159464529221721"
"9 on Scale 1 to 10","2005","Employed","Couple + C. LE 16 ","447","0.136881735667904","0.124675238727024","0.149088232608785"
"9 on Scale 1 to 10","2005","Employed","Couple + C. GT 16 ","371","0.1378282721162","0.124490422711546","0.151166121520855"
"9 on Scale 1 to 10","2005","Employed","Couple + C. LE and GT 16","160","0.129087699976847","0.109775868860181","0.148399531093513"
"10 Completely satisfied","2005","Not Employed","1-pers.-HH","48","0.0335538971772548","0.0242302613924889","0.0428775329620206"
"10 Completely satisfied","2005","Not Employed","(Married) couple without C. ","97","0.0326715635491737","0.026792031334692","0.0385510957636555"
"10 Completely satisfied","2005","Not Employed","Single parent ","47","0.138504241791826","0.104396097708036","0.172612385875615"
"10 Completely satisfied","2005","Not Employed","Couple + C. LE 16 ","71","0.110230658292425","0.0865345650470787","0.133926751537771"
"10 Completely satisfied","2005","Not Employed","Couple + C. GT 16 ","116","0.0893314835849563","0.0723209221482504","0.106342045021662"
"10 Completely satisfied","2005","Not Employed","Couple + C. LE and GT 16","95","0.167923523842323","0.136512215002544","0.199334832682102"
"10 Completely satisfied","2005","Employed","1-pers.-HH","130","0.0945402059895403","0.0798941776193788","0.109186234359702"
"10 Completely satisfied","2005","Employed","(Married) couple without C. ","242","0.0649412691253388","0.0568202526458389","0.0730622856048387"
"10 Completely satisfied","2005","Employed","Single parent ","66","0.0993665350746868","0.0774082995409191","0.121324770608455"
"10 Completely satisfied","2005","Employed","Couple + C. LE 16 ","249","0.0824845239039309","0.0727149397830723","0.0922541080247895"
"10 Completely satisfied","2005","Employed","Couple + C. GT 16 ","222","0.107071480037829","0.0951077937838415","0.119035166291817"
"10 Completely satisfied","2005","Employed","Couple + C. LE and GT 16","124","0.116440890741117","0.0979667445846041","0.134915036897631"
"0 Completely dissatisfied","2006","Not Employed","1-pers.-HH","50","0.0273442275514878","0.0195666261811212","0.0351218289218543"
"0 Completely dissatisfied","2006","Not Employed","(Married) couple without C. ","125","0.0358783299058409","0.0301117623669694","0.0416448974447123"
"0 Completely dissatisfied","2006","Not Employed","Single parent ","9","","",""
"0 Completely dissatisfied","2006","Not Employed","Couple + C. LE 16 ","5","","",""
"0 Completely dissatisfied","2006","Not Employed","Couple + C. GT 16 ","23","","",""
"0 Completely dissatisfied","2006","Not Employed","Couple + C. LE and GT 16","1","","",""
"0 Completely dissatisfied","2006","Employed","1-pers.-HH","12","","",""
"0 Completely dissatisfied","2006","Employed","(Married) couple without C. ","16","","",""
"0 Completely dissatisfied","2006","Employed","Single parent ","6","","",""
"0 Completely dissatisfied","2006","Employed","Couple + C. LE 16 ","10","","",""
"0 Completely dissatisfied","2006","Employed","Couple + C. GT 16 ","9","","",""
"0 Completely dissatisfied","2006","Employed","Couple + C. LE and GT 16","6","","",""
"1 on Scale 1 to 10","2006","Not Employed","1-pers.-HH","57","0.0383420802667896","0.0291844857760042","0.047499674757575"
"1 on Scale 1 to 10","2006","Not Employed","(Married) couple without C. ","73","0.0248607387986979","0.0200332009459294","0.0296882766514664"
"1 on Scale 1 to 10","2006","Not Employed","Single parent ","12","","",""
"1 on Scale 1 to 10","2006","Not Employed","Couple + C. LE 16 ","4","","",""
"1 on Scale 1 to 10","2006","Not Employed","Couple + C. GT 16 ","19","","",""
"1 on Scale 1 to 10","2006","Not Employed","Couple + C. LE and GT 16","3","","",""
"1 on Scale 1 to 10","2006","Employed","1-pers.-HH","9","","",""
"1 on Scale 1 to 10","2006","Employed","(Married) couple without C. ","21","","",""
"1 on Scale 1 to 10","2006","Employed","Single parent ","3","","",""
"1 on Scale 1 to 10","2006","Employed","Couple + C. LE 16 ","6","","",""
"1 on Scale 1 to 10","2006","Employed","Couple + C. GT 16 ","20","","",""
"1 on Scale 1 to 10","2006","Employed","Couple + C. LE and GT 16","4","","",""
"2 on Scale 1 to 10","2006","Not Employed","1-pers.-HH","117","0.0749517487678887","0.0623941574621711","0.0875093400736062"
"2 on Scale 1 to 10","2006","Not Employed","(Married) couple without C. ","186","0.0486730377432425","0.0420012152989795","0.0553448601875054"
"2 on Scale 1 to 10","2006","Not Employed","Single parent ","17","","",""
"2 on Scale 1 to 10","2006","Not Employed","Couple + C. LE 16 ","14","","",""
"2 on Scale 1 to 10","2006","Not Employed","Couple + C. GT 16 ","33","0.0262530112555787","0.0165867315191339","0.0359192909920235"
"2 on Scale 1 to 10","2006","Not Employed","Couple + C. LE and GT 16","9","","",""
"2 on Scale 1 to 10","2006","Employed","1-pers.-HH","42","0.0274530283084626","0.0195831440245428","0.0353229125923824"
"2 on Scale 1 to 10","2006","Employed","(Married) couple without C. ","75","0.0263373211528595","0.021295327448004","0.031379314857715"
"2 on Scale 1 to 10","2006","Employed","Single parent ","9","","",""
"2 on Scale 1 to 10","2006","Employed","Couple + C. LE 16 ","42","0.0183072444748587","0.0136434015694924","0.0229710873802251"
"2 on Scale 1 to 10","2006","Employed","Couple + C. GT 16 ","33","0.0115051253362216","0.00742008679873941","0.0155901638737038"
"2 on Scale 1 to 10","2006","Employed","Couple + C. LE and GT 16","19","","",""
"3 on Scale 1 to 10","2006","Not Employed","1-pers.-HH","158","0.0947638545142721","0.0807958113556266","0.108731897672918"
"3 on Scale 1 to 10","2006","Not Employed","(Married) couple without C. ","318","0.0806967883346623","0.0722519203427105","0.0891416563266141"
"3 on Scale 1 to 10","2006","Not Employed","Single parent ","22","","",""
"3 on Scale 1 to 10","2006","Not Employed","Couple + C. LE 16 ","38","0.0531031528667974","0.0370974810856736","0.0691088246479212"
"3 on Scale 1 to 10","2006","Not Employed","Couple + C. GT 16 ","55","0.0622583606753193","0.0476504813025334","0.0768662400481051"
"3 on Scale 1 to 10","2006","Not Employed","Couple + C. LE and GT 16","12","","",""
"3 on Scale 1 to 10","2006","Employed","1-pers.-HH","58","0.0397262179418957","0.0303191545409337","0.0491332813428578"
"3 on Scale 1 to 10","2006","Employed","(Married) couple without C. ","192","0.0614827172458382","0.05391944207537","0.0690459924163064"
"3 on Scale 1 to 10","2006","Employed","Single parent ","32","0.0477219520020932","0.0325759939752101","0.0628679100289763"
"3 on Scale 1 to 10","2006","Employed","Couple + C. LE 16 ","101","0.0384388136817249","0.0317504777202814","0.0451271496431685"
"3 on Scale 1 to 10","2006","Employed","Couple + C. GT 16 ","105","0.0386796211195697","0.0312931254071655","0.0460661168319739"
"3 on Scale 1 to 10","2006","Employed","Couple + C. LE and GT 16","36","0.0315748270655449","0.0211313825294874","0.0420182716016024"
"4 on Scale 1 to 10","2006","Not Employed","1-pers.-HH","131","0.0794032265220541","0.0665092443454687","0.0922972086986395"
"4 on Scale 1 to 10","2006","Not Employed","(Married) couple without C. ","332","0.084620651993929","0.0759913813565274","0.0932499226313306"
"4 on Scale 1 to 10","2006","Not Employed","Single parent ","24","","",""
"4 on Scale 1 to 10","2006","Not Employed","Couple + C. LE 16 ","29","","",""
"4 on Scale 1 to 10","2006","Not Employed","Couple + C. GT 16 ","70","0.0707427401110545","0.0552418851329184","0.0862435950891906"
"4 on Scale 1 to 10","2006","Not Employed","Couple + C. LE and GT 16","18","","",""
"4 on Scale 1 to 10","2006","Employed","1-pers.-HH","71","0.0478034881535139","0.0375277977313762","0.0580791785756517"
"4 on Scale 1 to 10","2006","Employed","(Married) couple without C. ","205","0.0555202020876344","0.0483102215368685","0.0627301826384004"
"4 on Scale 1 to 10","2006","Employed","Single parent ","47","0.0602237602144007","0.0433212219776089","0.0771262984511925"
"4 on Scale 1 to 10","2006","Employed","Couple + C. LE 16 ","136","0.0520261558710265","0.0443001741544418","0.0597521375876113"
"4 on Scale 1 to 10","2006","Employed","Couple + C. GT 16 ","142","0.0695297208231769","0.0597865623710158","0.079272879275338"
"4 on Scale 1 to 10","2006","Employed","Couple + C. LE and GT 16","47","0.0565437279241208","0.0427496286751956","0.0703378271730461"
"5 on Scale 1 to 10","2006","Not Employed","1-pers.-HH","341","0.202056700277565","0.182907267664317","0.221206132890812"
"5 on Scale 1 to 10","2006","Not Employed","(Married) couple without C. ","824","0.208661610362858","0.196062561912148","0.221260658813568"
"5 on Scale 1 to 10","2006","Not Employed","Single parent ","51","0.114411471884344","0.0834489838577855","0.145373959910903"
"5 on Scale 1 to 10","2006","Not Employed","Couple + C. LE 16 ","63","0.0766392446575284","0.0576514847290442","0.0956270045860126"
"5 on Scale 1 to 10","2006","Not Employed","Couple + C. GT 16 ","125","0.120949688602648","0.101236540880541","0.140662836324756"
"5 on Scale 1 to 10","2006","Not Employed","Couple + C. LE and GT 16","31","0.0702239725064905","0.0457281616975849","0.0947197833153961"
"5 on Scale 1 to 10","2006","Employed","1-pers.-HH","189","0.113920107806001","0.098617883665073","0.12922233194693"
"5 on Scale 1 to 10","2006","Employed","(Married) couple without C. ","468","0.130015703565804","0.119426437766792","0.140604969364815"
"5 on Scale 1 to 10","2006","Employed","Single parent ","86","0.115758537560897","0.0930275807912577","0.138489494330536"
"5 on Scale 1 to 10","2006","Employed","Couple + C. LE 16 ","308","0.113358822269984","0.102329565667639","0.124388078872329"
"5 on Scale 1 to 10","2006","Employed","Couple + C. GT 16 ","330","0.112044848126667","0.0999624057742498","0.124127290479085"
"5 on Scale 1 to 10","2006","Employed","Couple + C. LE and GT 16","117","0.114058063027486","0.0950732700648475","0.133042855990124"
"6 on Scale 1 to 10","2006","Not Employed","1-pers.-HH","187","0.105389298881974","0.0907456749094197","0.120032922854529"
"6 on Scale 1 to 10","2006","Not Employed","(Married) couple without C. ","475","0.117452422268091","0.107470012257361","0.127434832278821"
"6 on Scale 1 to 10","2006","Not Employed","Single parent ","44","0.0813473162291978","0.0547564574812301","0.107938174977166"
"6 on Scale 1 to 10","2006","Not Employed","Couple + C. LE 16 ","63","0.089124041474675","0.0687869204124967","0.109461162536853"
"6 on Scale 1 to 10","2006","Not Employed","Couple + C. GT 16 ","94","0.0901257300713993","0.0728131488913102","0.107438311251488"
"6 on Scale 1 to 10","2006","Not Employed","Couple + C. LE and GT 16","31","0.087140791966383","0.060102914110423","0.114178669822343"
"6 on Scale 1 to 10","2006","Employed","1-pers.-HH","152","0.0762833522339993","0.0634983091753403","0.0890683952926584"
"6 on Scale 1 to 10","2006","Employed","(Married) couple without C. ","394","0.0935820906105523","0.0844120164468151","0.102752164774289"
"6 on Scale 1 to 10","2006","Employed","Single parent ","70","0.0927119977332566","0.0721058733871656","0.113318122079348"
"6 on Scale 1 to 10","2006","Employed","Couple + C. LE 16 ","290","0.0923290833064875","0.0822579556310407","0.102400210981934"
"6 on Scale 1 to 10","2006","Employed","Couple + C. GT 16 ","277","0.103925361296228","0.0922358559392732","0.115614866653182"
"6 on Scale 1 to 10","2006","Employed","Couple + C. LE and GT 16","88","0.0920660362014104","0.0747990280782687","0.109333044324552"
"7 on Scale 1 to 10","2006","Not Employed","1-pers.-HH","220","0.13288642100362","0.116697736388062","0.149075105619178"
"7 on Scale 1 to 10","2006","Not Employed","(Married) couple without C. ","590","0.140520477369438","0.129745337248929","0.151295617489948"
"7 on Scale 1 to 10","2006","Not Employed","Single parent ","54","0.13807216416756","0.104515900863273","0.171628427471847"
"7 on Scale 1 to 10","2006","Not Employed","Couple + C. LE 16 ","124","0.145739737126982","0.120554472901891","0.170925001352073"
"7 on Scale 1 to 10","2006","Not Employed","Couple + C. GT 16 ","155","0.163857486706981","0.141479550556052","0.186235422857911"
"7 on Scale 1 to 10","2006","Not Employed","Couple + C. LE and GT 16","61","0.108009500374447","0.0782537406522891","0.137765260096605"
"7 on Scale 1 to 10","2006","Employed","1-pers.-HH","300","0.187887161374857","0.169073441841098","0.206700880908616"
"7 on Scale 1 to 10","2006","Employed","(Married) couple without C. ","737","0.187525783126411","0.175235906435537","0.199815659817285"
"7 on Scale 1 to 10","2006","Employed","Single parent ","131","0.155792818612026","0.130026403391277","0.181559233832775"
"7 on Scale 1 to 10","2006","Employed","Couple + C. LE 16 ","582","0.17147154554098","0.15835877761315","0.184584313468809"
"7 on Scale 1 to 10","2006","Employed","Couple + C. GT 16 ","485","0.18230250300973","0.167512920321085","0.197092085698375"
"7 on Scale 1 to 10","2006","Employed","Couple + C. LE and GT 16","203","0.172969014564719","0.150380624145952","0.195557404983486"
"8 on Scale 1 to 10","2006","Not Employed","1-pers.-HH","252","0.14575865184214","0.128930332993394","0.162586970690885"
"8 on Scale 1 to 10","2006","Not Employed","(Married) couple without C. ","725","0.16821828625951","0.156620458957703","0.179816113561316"
"8 on Scale 1 to 10","2006","Not Employed","Single parent ","76","0.196228350787911","0.157597676122864","0.234859025452959"
"8 on Scale 1 to 10","2006","Not Employed","Couple + C. LE 16 ","217","0.304804805959326","0.271947897043013","0.337661714875638"
"8 on Scale 1 to 10","2006","Not Employed","Couple + C. GT 16 ","217","0.206025247168613","0.181573477210495","0.230477017126731"
"8 on Scale 1 to 10","2006","Not Employed","Couple + C. LE and GT 16","118","0.27022842193467","0.22765692364882","0.31279992022052"
"8 on Scale 1 to 10","2006","Employed","1-pers.-HH","453","0.271779667662631","0.250352843448106","0.293206491877157"
"8 on Scale 1 to 10","2006","Employed","(Married) couple without C. ","1027","0.255486271868328","0.241754316690911","0.269218227045746"
"8 on Scale 1 to 10","2006","Employed","Single parent ","198","0.270626089975863","0.239060369509257","0.302191810442469"
"8 on Scale 1 to 10","2006","Employed","Couple + C. LE 16 ","912","0.257231482690274","0.242024836755249","0.272438128625298"
"8 on Scale 1 to 10","2006","Employed","Couple + C. GT 16 ","661","0.243965872926123","0.22751463779704","0.260417108055206"
"8 on Scale 1 to 10","2006","Employed","Couple + C. LE and GT 16","300","0.262287403329902","0.236016648236679","0.288558158423125"
"9 on Scale 1 to 10","2006","Not Employed","1-pers.-HH","98","0.0535962610717074","0.0428554089608413","0.0643371131825735"
"9 on Scale 1 to 10","2006","Not Employed","(Married) couple without C. ","216","0.0555583627342138","0.0484560852936964","0.0626606401747312"
"9 on Scale 1 to 10","2006","Not Employed","Single parent ","44","0.101818159164774","0.0724024156675711","0.131233902661976"
"9 on Scale 1 to 10","2006","Not Employed","Couple + C. LE 16 ","113","0.146137246945995","0.120923527652764","0.171350966239226"
"9 on Scale 1 to 10","2006","Not Employed","Couple + C. GT 16 ","158","0.128913449090827","0.108654052722828","0.149172845458827"
"9 on Scale 1 to 10","2006","Not Employed","Couple + C. LE and GT 16","74","0.13889461978076","0.105741010640281","0.172048228921239"
"9 on Scale 1 to 10","2006","Employed","1-pers.-HH","226","0.135145258309114","0.118679189855009","0.151611326763219"
"9 on Scale 1 to 10","2006","Employed","(Married) couple without C. ","499","0.119870809967368","0.109643953282226","0.130097666652509"
"9 on Scale 1 to 10","2006","Employed","Single parent ","115","0.157473228049701","0.131594019962368","0.183352436137033"
"9 on Scale 1 to 10","2006","Employed","Couple + C. LE 16 ","499","0.156410226562004","0.143773259441898","0.16904719368211"
"9 on Scale 1 to 10","2006","Employed","Couple + C. GT 16 ","326","0.121539313954585","0.109022816214177","0.134055811694994"
"9 on Scale 1 to 10","2006","Employed","Couple + C. LE and GT 16","149","0.120918367500621","0.101446797064701","0.140389937936542"
"10 Completely satisfied","2006","Not Employed","1-pers.-HH","78","0.0455075293005016","0.0355681068779751","0.0554469517230281"
"10 Completely satisfied","2006","Not Employed","(Married) couple without C. ","132","0.0348592942295169","0.0291722060431086","0.0405463824159252"
"10 Completely satisfied","2006","Not Employed","Single parent ","53","0.156730107639091","0.121367475152509","0.192092740125674"
"10 Completely satisfied","2006","Not Employed","Couple + C. LE 16 ","84","0.0998105352421699","0.0784152750047131","0.121205795479627"
"10 Completely satisfied","2006","Not Employed","Couple + C. GT 16 ","102","0.0920109565057641","0.0745363739534915","0.109485539058037"
"10 Completely satisfied","2006","Not Employed","Couple + C. LE and GT 16","60","0.197131259057516","0.158993078310279","0.235269439804752"
"10 Completely satisfied","2006","Employed","1-pers.-HH","144","0.0832284617173809","0.0699243948308402","0.0965325286039215"
"10 Completely satisfied","2006","Employed","(Married) couple without C. ","241","0.0564551615771408","0.0491883259530712","0.0637219972012104"
"10 Completely satisfied","2006","Employed","Single parent ","64","0.0713550479621073","0.0530659214118768","0.0896441745123379"
"10 Completely satisfied","2006","Employed","Couple + C. LE 16 ","288","0.0916551234567094","0.0816170957832208","0.101693151130198"
"10 Completely satisfied","2006","Employed","Couple + C. GT 16 ","230","0.103635750665708","0.0919606581136395","0.115310843217776"
"10 Completely satisfied","2006","Employed","Couple + C. LE and GT 16","108","0.119086190412074","0.0997425749711513","0.138429805852997"
"0 Completely dissatisfied","2007","Not Employed","1-pers.-HH","45","0.0284550988472853","0.0203080637467617","0.036602133947809"
"0 Completely dissatisfied","2007","Not Employed","(Married) couple without C. ","98","0.0257092944706287","0.0206606013646101","0.0307579875766474"
"0 Completely dissatisfied","2007","Not Employed","Single parent ","7","","",""
"0 Completely dissatisfied","2007","Not Employed","Couple + C. LE 16 ","2","","",""
"0 Completely dissatisfied","2007","Not Employed","Couple + C. GT 16 ","14","","",""
"0 Completely dissatisfied","2007","Not Employed","Couple + C. LE and GT 16","1","","",""
"0 Completely dissatisfied","2007","Employed","1-pers.-HH","10","","",""
"0 Completely dissatisfied","2007","Employed","(Married) couple without C. ","19","","",""
"0 Completely dissatisfied","2007","Employed","Single parent ","2","","",""
"0 Completely dissatisfied","2007","Employed","Couple + C. LE 16 ","5","","",""
"0 Completely dissatisfied","2007","Employed","Couple + C. GT 16 ","10","","",""
"0 Completely dissatisfied","2007","Employed","Couple + C. LE and GT 16","5","","",""
"1 on Scale 1 to 10","2007","Not Employed","1-pers.-HH","51","0.0342078291041565","0.0253016239086178","0.0431140342996952"
"1 on Scale 1 to 10","2007","Not Employed","(Married) couple without C. ","78","0.025705672675435","0.0206573258158484","0.0307540195350217"
"1 on Scale 1 to 10","2007","Not Employed","Single parent ","9","","",""
"1 on Scale 1 to 10","2007","Not Employed","Couple + C. LE 16 ","11","","",""
"1 on Scale 1 to 10","2007","Not Employed","Couple + C. GT 16 ","11","","",""
"1 on Scale 1 to 10","2007","Not Employed","Couple + C. LE and GT 16","2","","",""
"1 on Scale 1 to 10","2007","Employed","1-pers.-HH","12","","",""
"1 on Scale 1 to 10","2007","Employed","(Married) couple without C. ","24","","",""
"1 on Scale 1 to 10","2007","Employed","Single parent ","3","","",""
"1 on Scale 1 to 10","2007","Employed","Couple + C. LE 16 ","14","","",""
"1 on Scale 1 to 10","2007","Employed","Couple + C. GT 16 ","19","","",""
"1 on Scale 1 to 10","2007","Employed","Couple + C. LE and GT 16","4","","",""
"2 on Scale 1 to 10","2007","Not Employed","1-pers.-HH","96","0.0689487239494946","0.0565339728753336","0.0813634750236556"
"2 on Scale 1 to 10","2007","Not Employed","(Married) couple without C. ","189","0.0502599246812469","0.0432904039909267","0.0572294453715672"
"2 on Scale 1 to 10","2007","Not Employed","Single parent ","19","","",""
"2 on Scale 1 to 10","2007","Not Employed","Couple + C. LE 16 ","14","","",""
"2 on Scale 1 to 10","2007","Not Employed","Couple + C. GT 16 ","40","0.0423364174642859","0.02990612452012","0.0547667104084517"
"2 on Scale 1 to 10","2007","Not Employed","Couple + C. LE and GT 16","7","","",""
"2 on Scale 1 to 10","2007","Employed","1-pers.-HH","30","0.0175089567240766","0.0110150203772833","0.0240028930708699"
"2 on Scale 1 to 10","2007","Employed","(Married) couple without C. ","84","0.0265153772865024","0.0212635299044848","0.0317672246685199"
"2 on Scale 1 to 10","2007","Employed","Single parent ","15","","",""
"2 on Scale 1 to 10","2007","Employed","Couple + C. LE 16 ","41","0.017577598561341","0.0128339418693566","0.0223212552533255"
"2 on Scale 1 to 10","2007","Employed","Couple + C. GT 16 ","43","0.0171130676988808","0.012057437830691","0.0221686975670706"
"2 on Scale 1 to 10","2007","Employed","Couple + C. LE and GT 16","21","","",""
"3 on Scale 1 to 10","2007","Not Employed","1-pers.-HH","151","0.0926308228238495","0.0784252787524221","0.106836366895277"
"3 on Scale 1 to 10","2007","Not Employed","(Married) couple without C. ","322","0.0941640753276483","0.0848474848427225","0.103480665812574"
"3 on Scale 1 to 10","2007","Not Employed","Single parent ","25","","",""
"3 on Scale 1 to 10","2007","Not Employed","Couple + C. LE 16 ","24","","",""
"3 on Scale 1 to 10","2007","Not Employed","Couple + C. GT 16 ","55","0.0443969822467769","0.0316814862095322","0.0571124782840216"
