"m11125","year","n","percent","lower_confidence","upper_confidence"
"5 on Scale 1 to 10","1989","1401","0.157542740980889","0.150286049008059","0.164799432953719"
"6 on Scale 1 to 10","1989","892","0.0966826762159981","0.0907961368439128","0.102569215588083"
"7 on Scale 1 to 10","1989","1340","0.13792491393802","0.13105645257163","0.14479337530441"
"8 on Scale 1 to 10","1989","2171","0.217796294975043","0.209574801243784","0.226017788706302"
"9 on Scale 1 to 10","1989","1118","0.103053648841933","0.0969977240595272","0.109109573624338"
"0 Completely dissatisfied","1990","344","0.0265142038231153","0.0238469303494264","0.0291814772968041"
"1 on Scale 1 to 10","1990","169","0.0153536468540349","0.0133123350213889","0.017394958686681"
"10 Completely satisfied","1990","1853","0.108072185580644","0.102917700796508","0.11322667036478"
"2 on Scale 1 to 10","1990","358","0.0271991311990475","0.024498576788364","0.0298996856097309"
"3 on Scale 1 to 10","1990","595","0.047714903113403","0.0441759569329555","0.0512538492938506"
"4 on Scale 1 to 10","1990","685","0.0532920186561573","0.0495629313962817","0.057021105916033"
"5 on Scale 1 to 10","1990","2104","0.159812610251525","0.153729060795537","0.165896159707512"
"6 on Scale 1 to 10","1990","1257","0.0954150209756811","0.0905375296918471","0.100292512259515"
"7 on Scale 1 to 10","1990","1999","0.147226069259778","0.141343422681322","0.153108715838234"
"8 on Scale 1 to 10","1990","3031","0.215893993735927","0.209063200944964","0.222724786526889"
"9 on Scale 1 to 10","1990","1542","0.103506216550688","0.0984488981232899","0.108563534978086"
"0 Completely dissatisfied","1991","264","0.0248618859577552","0.022249067898362","0.0274747040171484"
"1 on Scale 1 to 10","1991","154","0.0128529518864446","0.0109627794100997","0.0147431243627895"
"10 Completely satisfied","1991","1459","0.0920432360853067","0.0871921655180891","0.0968943066525243"
"2 on Scale 1 to 10","1991","316","0.0272724620709667","0.0245392907999604","0.030005633341973"
"3 on Scale 1 to 10","1991","645","0.0515856934634916","0.0478739944347339","0.0552973924922493"
"4 on Scale 1 to 10","1991","677","0.0550069171003039","0.0511810310062881","0.0588328031943196"
"5 on Scale 1 to 10","1991","2047","0.161076582486978","0.154907985030308","0.167245179943648"
"6 on Scale 1 to 10","1991","1285","0.0984144602226507","0.0934159337716373","0.103412986673664"
"7 on Scale 1 to 10","1991","1959","0.145176768357086","0.139265294285414","0.151088242428759"
"8 on Scale 1 to 10","1991","3126","0.217588050806585","0.21066425380204","0.22451184781113"
"9 on Scale 1 to 10","1991","1710","0.11412099156243","0.108785443429744","0.119456539695117"
"0 Completely dissatisfied","1992","248","0.0235965057847216","0.0210210158392312","0.0261719957302119"
"1 on Scale 1 to 10","1992","155","0.0149279897733428","0.0128704132214322","0.0169855663252535"
"10 Completely satisfied","1992","1371","0.0923511182838714","0.0874386318301228","0.09726360473762"
"2 on Scale 1 to 10","1992","347","0.0297638640161777","0.0268804651277809","0.0326472629045744"
"3 on Scale 1 to 10","1992","560","0.0467114809564173","0.0431309671922301","0.0502919947206045"
"4 on Scale 1 to 10","1992","656","0.0532324013864204","0.0494232251140681","0.0570415776587727"
"5 on Scale 1 to 10","1992","1794","0.141267352325685","0.135357573359264","0.147177131292106"
"6 on Scale 1 to 10","1992","1175","0.0901961937043581","0.0853355999105178","0.0950567874981983"
"7 on Scale 1 to 10","1992","2025","0.154384804089835","0.148254104823416","0.160515503356255"
"8 on Scale 1 to 10","1992","3275","0.238004356701383","0.230778488337416","0.245230225065351"
"9 on Scale 1 to 10","1992","1737","0.115563932977787","0.110139357864305","0.120988508091268"
"0 Completely dissatisfied","1993","228","0.0216644019869742","0.0191756301901156","0.0241531737838329"
"1 on Scale 1 to 10","1993","153","0.01454769300559","0.0125008588052841","0.016594527205896"
"10 Completely satisfied","1993","1272","0.0876913252190984","0.0828560965836459","0.0925265538545509"
"2 on Scale 1 to 10","1993","390","0.0326791388750788","0.0296397352669862","0.0357185424831714"
"3 on Scale 1 to 10","1993","605","0.0507766635974118","0.0470236159361866","0.0545297112586369"
"4 on Scale 1 to 10","1993","717","0.0580165979768726","0.054020229262826","0.0620129666909191"
"5 on Scale 1 to 10","1993","1916","0.151701191197923","0.145568703016902","0.157833679378945"
"6 on Scale 1 to 10","1993","1379","0.10641747161606","0.101145881946001","0.111689061286118"
"7 on Scale 1 to 10","1993","2027","0.154519702930648","0.148340798561053","0.160698607300243"
"8 on Scale 1 to 10","1993","2995","0.223986131132099","0.216859027044712","0.231113235219486"
"9 on Scale 1 to 10","1993","1463","0.0979996824622441","0.0929171112151141","0.103082253709374"
"0 Completely dissatisfied","1994","225","0.0217278953286947","0.0192129784534475","0.0242428122039419"
"1 on Scale 1 to 10","1994","147","0.0153753213280664","0.0132528959560099","0.0174977467001228"
"10 Completely satisfied","1994","1081","0.0743929136869701","0.0698663973759389","0.0789194299980013"
"2 on Scale 1 to 10","1994","367","0.0343368804679395","0.0311958061582338","0.0374779547776452"
"3 on Scale 1 to 10","1994","708","0.0606638587335679","0.0565461037464119","0.0647816137207238"
"4 on Scale 1 to 10","1994","748","0.0590603775421174","0.0549939413902228","0.0631268136940121"
"5 on Scale 1 to 10","1994","1911","0.155909410207957","0.149651696884008","0.162167123531905"
"6 on Scale 1 to 10","1994","1345","0.101542465166052","0.0963322267246009","0.106752703607502"
"7 on Scale 1 to 10","1994","2060","0.162126557498632","0.155768839463208","0.168484275534056"
"8 on Scale 1 to 10","1994","2851","0.213448489041848","0.206380512537194","0.220516465546502"
"9 on Scale 1 to 10","1994","1467","0.101415830998157","0.0962084754891168","0.106623186507196"
"0 Completely dissatisfied","1995","192","0.0195627707803073","0.0172104172813085","0.0219151242793062"
"1 on Scale 1 to 10","1995","132","0.0119839516369491","0.0101357066840049","0.0138321965898932"
"10 Completely satisfied","1995","1113","0.0707432010548958","0.0663882053308346","0.0750981967789569"
"2 on Scale 1 to 10","1995","356","0.0326058408944536","0.029589176908314","0.0356225048805932"
"3 on Scale 1 to 10","1995","702","0.0589974457711595","0.0549953312522512","0.0629995602900677"
"4 on Scale 1 to 10","1995","748","0.0596164487863858","0.0555947173216976","0.063638180251074"
"5 on Scale 1 to 10","1995","1928","0.153724238845337","0.147597848954883","0.159850628735792"
"6 on Scale 1 to 10","1995","1366","0.103520369938308","0.0983459624557894","0.108694777420826"
"7 on Scale 1 to 10","1995","2161","0.164617951741272","0.15831913937212","0.170916764110424"
"8 on Scale 1 to 10","1995","3085","0.22015596020165","0.213118003219366","0.227193917183933"
"9 on Scale 1 to 10","1995","1532","0.104471820349283","0.0992764475668475","0.109667193131718"
"0 Completely dissatisfied","1996","192","0.018030225124176","0.0157526127315239","0.0203078375168281"
"1 on Scale 1 to 10","1996","139","0.0131785294322549","0.0112265153216514","0.0151305435428585"
"10 Completely satisfied","1996","1005","0.0692425452626991","0.0648970932755754","0.0735879972498228"
"2 on Scale 1 to 10","1996","372","0.0338237364841863","0.0307293884766886","0.0369180844916841"
"3 on Scale 1 to 10","1996","642","0.0520221779608152","0.0482209533177852","0.0558234026038453"
"4 on Scale 1 to 10","1996","761","0.0644354357013921","0.0602327254527887","0.0686381459499956"
"5 on Scale 1 to 10","1996","1927","0.159157093769572","0.152895273259514","0.165418914279629"
"6 on Scale 1 to 10","1996","1426","0.105794229894811","0.10052945378502","0.111059006004602"
"7 on Scale 1 to 10","1996","2161","0.163004379398289","0.15668184193359","0.169326916862988"
"8 on Scale 1 to 10","1996","3039","0.221657966781935","0.214548171479017","0.228767762084853"
"9 on Scale 1 to 10","1996","1447","0.0996536801898692","0.0945264637623089","0.104780896617429"
"0 Completely dissatisfied","1997","143","0.0141393783370373","0.0121005561022449","0.0161782005718298"
"1 on Scale 1 to 10","1997","153","0.0143576387321592","0.0123033682087058","0.0164119092556126"
"10 Completely satisfied","1997","938","0.0665294141627702","0.0622259953703423","0.0708328329551982"
"2 on Scale 1 to 10","1997","350","0.0318314553558321","0.0287999371864513","0.0348629735252128"
"3 on Scale 1 to 10","1997","700","0.0604061336239347","0.0562921074571384","0.0645201597907309"
"4 on Scale 1 to 10","1997","820","0.0694346651529063","0.0650451348501524","0.0738241954556602"
"5 on Scale 1 to 10","1997","1793","0.144278478389027","0.1382107875053","0.150346169272753"
"6 on Scale 1 to 10","1997","1412","0.108253142827124","0.102887799789302","0.113618485864945"
"7 on Scale 1 to 10","1997","2230","0.172701636943471","0.16617430418707","0.179228969699871"
"8 on Scale 1 to 10","1997","2987","0.223243106246861","0.216052127086725","0.230434085406997"
"9 on Scale 1 to 10","1997","1356","0.0948249502288781","0.0897657246662859","0.0998841757914704"
"0 Completely dissatisfied","1998","177","0.0135947990487586","0.0116950802611845","0.0154945178363328"
"1 on Scale 1 to 10","1998","148","0.0118029967429557","0.0100312846286719","0.0135747088572394"
"10 Completely satisfied","1998","1164","0.0814201499516087","0.0769337328129932","0.0859065670902241"
"2 on Scale 1 to 10","1998","423","0.0380154693873632","0.0348782891711813","0.0411526496035451"
"3 on Scale 1 to 10","1998","716","0.0528059735967875","0.0491370704506121","0.0564748767429629"
"4 on Scale 1 to 10","1998","796","0.0580232471294243","0.0541879735209513","0.0618585207378974"
"5 on Scale 1 to 10","1998","2017","0.150362157907425","0.144498596964608","0.156225718850242"
"6 on Scale 1 to 10","1998","1504","0.103584446602001","0.0985855148047729","0.10858337839923"
"7 on Scale 1 to 10","1998","2420","0.162499188232023","0.156447264294501","0.168551112169544"
"8 on Scale 1 to 10","1998","3403","0.225327197085585","0.218473242750909","0.232181151420262"
"9 on Scale 1 to 10","1998","1506","0.102564374316067","0.0975872880851197","0.107541460547015"
"0 Completely dissatisfied","1999","193","0.0177881601353288","0.0155770389103827","0.0199992813602749"
"1 on Scale 1 to 10","1999","150","0.0134910757247791","0.0115612492728378","0.0154209021767203"
"10 Completely satisfied","1999","1009","0.0724878402329048","0.0681503666591964","0.0768253138066132"
"2 on Scale 1 to 10","1999","394","0.0318585547067421","0.0289207231142583","0.0347963862992259"
"3 on Scale 1 to 10","1999","720","0.0594362737369007","0.0554811110154215","0.0633914364583799"
"4 on Scale 1 to 10","1999","781","0.0594413128853082","0.0554859930988594","0.063396632671757"
"5 on Scale 1 to 10","1999","1921","0.143232177147935","0.137372194551489","0.14909215974438"
"6 on Scale 1 to 10","1999","1452","0.107265783516223","0.102089284321703","0.112442282710742"
"7 on Scale 1 to 10","1999","2360","0.163128017898552","0.156947309568993","0.169308726228111"
"8 on Scale 1 to 10","1999","3163","0.222673113946335","0.215713579453065","0.229632648439604"
"9 on Scale 1 to 10","1999","1585","0.109197690068992","0.10398043765342","0.114414942484565"
"0 Completely dissatisfied","2000","337","0.015805828299647","0.014235197222026","0.0173764593772679"
"1 on Scale 1 to 10","2000","261","0.0128281570393162","0.0114110466703302","0.0142452674083021"
"10 Completely satisfied","2000","2475","0.103602965740078","0.0997653502232865","0.10744058125687"
"2 on Scale 1 to 10","2000","612","0.0268159607399576","0.0247816404462465","0.0288502810336686"
"3 on Scale 1 to 10","2000","1131","0.0514805702778972","0.0486978474390289","0.0542632931167656"
"4 on Scale 1 to 10","2000","1255","0.0535476593657745","0.0507127134176339","0.0563826053139151"
"5 on Scale 1 to 10","2000","3368","0.14418659255532","0.139762979364489","0.14861020574615"
"6 on Scale 1 to 10","2000","2427","0.0975299019595885","0.0937938709996943","0.101265932919483"
"7 on Scale 1 to 10","2000","3903","0.159031031280643","0.154425750805247","0.163636311756039"
"8 on Scale 1 to 10","2000","5592","0.222639108177104","0.2174002428677","0.227877973486509"
"9 on Scale 1 to 10","2000","2863","0.112532224564674","0.108552620090607","0.11651182903874"
"0 Completely dissatisfied","2001","280","0.0145821176382509","0.0129974976514148","0.016166737625087"
"1 on Scale 1 to 10","2001","204","0.0111586339708055","0.00977004586795995","0.012547222073651"
"10 Completely satisfied","2001","2088","0.0978303847836744","0.0939031615359471","0.101757608031402"
"2 on Scale 1 to 10","2001","564","0.0284934383587469","0.0262940601896656","0.0306928165278281"
"3 on Scale 1 to 10","2001","1070","0.052101585190275","0.0491638612800129","0.055039309100537"
"4 on Scale 1 to 10","2001","1190","0.0547824760553307","0.051774382617853","0.0577905694928085"
"5 on Scale 1 to 10","2001","2949","0.139412345852457","0.134833534147914","0.143991157557001"
"6 on Scale 1 to 10","2001","2153","0.0995281517861472","0.0955707271714996","0.103485576400795"
"7 on Scale 1 to 10","2001","3610","0.160681282661221","0.155826713304976","0.165535852017467"
"8 on Scale 1 to 10","2001","5254","0.227627882921094","0.22208506472168","0.233170701120507"
"9 on Scale 1 to 10","2001","2621","0.113801700781998","0.109603681359822","0.117999720204173"
"0 Completely dissatisfied","2002","270","0.0139293747653036","0.01241813377657","0.0154406157540371"
"1 on Scale 1 to 10","2002","226","0.0125473726822738","0.0111120536764769","0.0139826916880707"
"10 Completely satisfied","2002","1913","0.0822448806421688","0.0787022020972567","0.0857875591870809"
"2 on Scale 1 to 10","2002","621","0.0314940559407609","0.0292419991166083","0.0337461127649134"
"3 on Scale 1 to 10","2002","1085","0.052218334241096","0.0493496710523752","0.0550869974298169"
"4 on Scale 1 to 10","2002","1230","0.0567056892361961","0.0537233926851388","0.0596879857872535"
"5 on Scale 1 to 10","2002","3136","0.149337468260554","0.144741500788438","0.153933435732669"
"6 on Scale 1 to 10","2002","2311","0.100479721381274","0.0966030535340767","0.10435638922847"
"7 on Scale 1 to 10","2002","3949","0.167477791823529","0.162662856822451","0.172292726824607"
"8 on Scale 1 to 10","2002","5486","0.22037396003651","0.215029089279897","0.225718830793123"
"9 on Scale 1 to 10","2002","2876","0.113191350990334","0.109105942531664","0.117276759449005"
"0 Completely dissatisfied","2003","232","0.0119702409505023","0.0105415074201402","0.0133989744808643"
"1 on Scale 1 to 10","2003","264","0.0152424363216063","0.0136328783052937","0.0168519943379189"
"10 Completely satisfied","2003","1657","0.0741745989697787","0.0707318375497181","0.0776173603898393"
"2 on Scale 1 to 10","2003","584","0.0315536344961429","0.0292570773309967","0.0338501916612891"
"3 on Scale 1 to 10","2003","1046","0.0510384228545013","0.0481471590774774","0.0539296866315251"
"4 on Scale 1 to 10","2003","1227","0.058083063723673","0.0550101820375037","0.0611559454098424"
"5 on Scale 1 to 10","2003","2950","0.144812095263416","0.14018883894677","0.149435351580062"
"6 on Scale 1 to 10","2003","2235","0.101420047627117","0.0974540262956583","0.105386068958576"
"7 on Scale 1 to 10","2003","3770","0.164651374719405","0.159779104800308","0.169523644638502"
"8 on Scale 1 to 10","2003","5575","0.234240393521302","0.228676332305045","0.239804454737559"
"9 on Scale 1 to 10","2003","2717","0.112813691552555","0.10865742780722","0.116969955297889"
"0 Completely dissatisfied","2004","295","0.0193346287214649","0.0175005948029966","0.0211686626399331"
"1 on Scale 1 to 10","2004","256","0.0142142138380765","0.0126375768060006","0.0157908508701524"
"10 Completely satisfied","2004","1546","0.0733787978331678","0.0699057126312356","0.0768518830351"
"2 on Scale 1 to 10","2004","661","0.037200135794684","0.0346794466123889","0.039720824976979"
"3 on Scale 1 to 10","2004","1123","0.0571848981076898","0.0540922324925647","0.060277563722815"
"4 on Scale 1 to 10","2004","1173","0.0563779664540877","0.0533058847293855","0.05945004817879"
"5 on Scale 1 to 10","2004","3059","0.151745576843045","0.146966983082419","0.156524170603671"
"6 on Scale 1 to 10","2004","2217","0.101365916422932","0.0973460053708671","0.105385827474996"
"7 on Scale 1 to 10","2004","3685","0.165412618664041","0.160463826097086","0.170361411230996"
"8 on Scale 1 to 10","2004","5148","0.221599195905406","0.216067417777407","0.227130974033406"
"9 on Scale 1 to 10","2004","2491","0.102186051415406","0.0981517531090062","0.106220349721805"
"0 Completely dissatisfied","2005","236","0.0133948838121798","0.0118306519480943","0.0149591156762652"
"1 on Scale 1 to 10","2005","280","0.0164357185288527","0.0147056803262406","0.0181657567314648"
"10 Completely satisfied","2005","1557","0.0766534502637285","0.0730334534307456","0.0802734470967114"
"2 on Scale 1 to 10","2005","583","0.0345443248105149","0.0320593928864076","0.0370292567346222"
"3 on Scale 1 to 10","2005","1085","0.0594096536379088","0.0561931152407575","0.0626261920350601"
"4 on Scale 1 to 10","2005","1226","0.0611327646952807","0.0578729037008093","0.0643926256897522"
"5 on Scale 1 to 10","2005","2768","0.143936242803204","0.13915987119847","0.148712614407937"
"6 on Scale 1 to 10","2005","2154","0.102079645125079","0.0979601076734972","0.106199182576661"
"7 on Scale 1 to 10","2005","3537","0.164512198096661","0.159467570855953","0.169556825337368"
"8 on Scale 1 to 10","2005","4878","0.221221848429222","0.215574028269926","0.226869668588517"
"9 on Scale 1 to 10","2005","2444","0.106679269797369","0.102478743628566","0.110879795966172"
"0 Completely dissatisfied","2006","284","0.0154719601686968","0.0138420745444595","0.017101845792934"
"1 on Scale 1 to 10","2006","248","0.0148615710020546","0.0132636643459783","0.0164594776581308"
"10 Completely satisfied","2006","1630","0.0737379748286187","0.0702866729516436","0.0771892767055937"
"2 on Scale 1 to 10","2006","618","0.0329804305164902","0.0306220373551996","0.0353388236777808"
"3 on Scale 1 to 10","2006","1161","0.0584777480203438","0.0553790373386812","0.0615764587020063"
"4 on Scale 1 to 10","2006","1288","0.064673083532269","0.0614250992764134","0.0679210677881245"
"5 on Scale 1 to 10","2006","2997","0.141515526177314","0.13691255046945","0.146118501885178"
"6 on Scale 1 to 10","2006","2232","0.0974535321936705","0.0935369793289629","0.101370085058378"
"7 on Scale 1 to 10","2006","3733","0.163635212036838","0.158749738479662","0.168520685594014"
"8 on Scale 1 to 10","2006","5270","0.22785553094996","0.222316299842766","0.233394762057153"
"9 on Scale 1 to 10","2006","2566","0.109337430573745","0.105216346756003","0.113458514391486"
"0 Completely dissatisfied","2007","230","0.0126739823101379","0.0111456695297047","0.014202295090571"
"1 on Scale 1 to 10","2007","254","0.0144924445532709","0.0128596700551447","0.0161252190513972"
"10 Completely satisfied","2007","1250","0.0635168354023699","0.0601847216498277","0.0668489491549121"
"2 on Scale 1 to 10","2007","621","0.0342304519974116","0.031746355420191","0.0367145485746322"
"3 on Scale 1 to 10","2007","1109","0.0568996293840705","0.0537347360154386","0.0600645227527024"
"4 on Scale 1 to 10","2007","1229","0.0641182483788755","0.0607714718069306","0.0674650249508204"
"5 on Scale 1 to 10","2007","2753","0.143130336845336","0.138345703792611","0.14791496989806"
"6 on Scale 1 to 10","2007","2230","0.107070007954771","0.102845578826562","0.11129443708298"
"7 on Scale 1 to 10","2007","3642","0.167961384147374","0.162853960655579","0.17306880763917"
"8 on Scale 1 to 10","2007","4900","0.229558894337939","0.223813204334081","0.235304584341796"
"9 on Scale 1 to 10","2007","2362","0.106347784688444","0.102135924972305","0.110559644404583"
"0 Completely dissatisfied","2008","216","0.0133558909196222","0.0117406758996076","0.0149711059396368"
"1 on Scale 1 to 10","2008","208","0.0127658087084281","0.0111862058556862","0.0143454115611701"
"10 Completely satisfied","2008","1118","0.0599331231236749","0.0565932768373791","0.0632729694099707"
"2 on Scale 1 to 10","2008","563","0.0330514434265299","0.030536023196899","0.0355668636561608"
"3 on Scale 1 to 10","2008","1048","0.054950633755095","0.0517441632486304","0.0581571042615595"
"4 on Scale 1 to 10","2008","1244","0.066152882772423","0.0626556388220058","0.0696501267228402"
"5 on Scale 1 to 10","2008","2633","0.147113632523077","0.142129544598499","0.152097720447656"
"6 on Scale 1 to 10","2008","2111","0.111048070003488","0.106627194394448","0.115468945612528"
"7 on Scale 1 to 10","2008","3522","0.172433006341629","0.167117735123814","0.177748277559444"
"8 on Scale 1 to 10","2008","4604","0.221455791100693","0.215613289913662","0.227298292287723"
"9 on Scale 1 to 10","2008","2136","0.10773971732534","0.103377097728685","0.112102336921994"
"0 Completely dissatisfied","2009","203","0.013083143746057","0.0114275066936146","0.0147387807984993"
"1 on Scale 1 to 10","2009","212","0.0129428970868606","0.0112960408634808","0.0145897533102405"
"10 Completely satisfied","2009","1029","0.062055009712957","0.0585398431757021","0.0655701762502119"
"2 on Scale 1 to 10","2009","583","0.0370834972342534","0.0343301977435475","0.0398367967249592"
"3 on Scale 1 to 10","2009","1063","0.0646529175576986","0.0610698973364224","0.0682359377789747"
"4 on Scale 1 to 10","2009","1157","0.0627381585586756","0.0592049835565877","0.0662713335607636"
"5 on Scale 1 to 10","2009","2504","0.143568247411729","0.138459147719627","0.148677347103831"
"6 on Scale 1 to 10","2009","1931","0.109476558922829","0.104927180701055","0.114025937144603"
"7 on Scale 1 to 10","2009","3255","0.17340470389037","0.167888431551544","0.178920976229195"
"8 on Scale 1 to 10","2009","4197","0.219636300868685","0.213604189002123","0.225668412735247"
"9 on Scale 1 to 10","2009","1961","0.101358565009885","0.0969612027612821","0.105755927258489"
"0 Completely dissatisfied","2010","275","0.0132219223028021","0.0117777192712249","0.0146661253343794"
"1 on Scale 1 to 10","2010","256","0.0154683301205001","0.013908031347094","0.0170286288939063"
"10 Completely satisfied","2010","2160","0.0691325707447155","0.065925145992795","0.072339995496636"
"2 on Scale 1 to 10","2010","677","0.0345292712365066","0.0322207468456909","0.0368377956273224"
"3 on Scale 1 to 10","2010","1158","0.0569370455270031","0.0540072385283888","0.0598668525256175"
"4 on Scale 1 to 10","2010","1326","0.0641045890486279","0.0610076730564796","0.0672015050407762"
"5 on Scale 1 to 10","2010","3015","0.142806958645063","0.13838326330899","0.147230653981136"
"6 on Scale 1 to 10","2010","2243","0.101887879782604","0.0980631765160122","0.105712583049196"
"7 on Scale 1 to 10","2010","4066","0.169990231058652","0.165240983702013","0.174739478415291"
"8 on Scale 1 to 10","2010","5743","0.219739375879658","0.214504034639027","0.22497471712029"
"9 on Scale 1 to 10","2010","3111","0.112181825653868","0.108191627412128","0.116172023895607"
"0 Completely dissatisfied","2011","302","0.0133657664549878","0.011966853661816","0.0147646792481595"
"1 on Scale 1 to 10","2011","279","0.0133319907414229","0.0119348227005117","0.0147291587823342"
"10 Completely satisfied","2011","2138","0.0731299143985251","0.0699583569462854","0.0763014718507648"
"2 on Scale 1 to 10","2011","757","0.0376052965741842","0.0352878126046136","0.0399227805437547"
"3 on Scale 1 to 10","2011","1309","0.0564821396311497","0.0536699393297948","0.0592943399325046"
"4 on Scale 1 to 10","2011","1423","0.0630601334409208","0.060099061768663","0.0660212051131786"
"5 on Scale 1 to 10","2011","3352","0.142423312169109","0.138165929953107","0.14668069438511"
