"m11125","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"2 on Scale 1 to 10","2001","vocational + Abi","Urban Area","19","","","","2"
"2 on Scale 1 to 10","2001","higher education","Urban Area","54","0.0242643970916933","0.0181827718477424","0.0303460223356442","2"
"2 on Scale 1 to 10","2001","higher education","Rural Area","26","","","","2"
"3 on Scale 1 to 10","2001","general elemantary","Urban Area","139","0.0693869784699097","0.0585649502093167","0.0802090067305028","3"
"3 on Scale 1 to 10","2001","general elemantary","Rural Area","64","0.0696680042097931","0.0538173596551587","0.0855186487644275","3"
"3 on Scale 1 to 10","2001","in school","Urban Area","5","","","","3"
"3 on Scale 1 to 10","2001","in school","Rural Area","4","","","","3"
"3 on Scale 1 to 10","2001","inadequately","Urban Area","17","","","","3"
"3 on Scale 1 to 10","2001","inadequately","Rural Area","7","","","","3"
"3 on Scale 1 to 10","2001","middle vocational","Urban Area","342","0.0492532643787002","0.0442963340029892","0.0542101947544112","3"
"3 on Scale 1 to 10","2001","middle vocational","Rural Area","220","0.0524853775874816","0.0458153259764667","0.0591554291984964","3"
"3 on Scale 1 to 10","2001","vocational + Abi","Urban Area","34","0.0494507156345366","0.0347890922989938","0.0641123389700793","3"
"3 on Scale 1 to 10","2001","vocational + Abi","Rural Area","7","","","","3"
"3 on Scale 1 to 10","2001","higher vocational","Urban Area","45","0.045944958940458","0.0334294213755674","0.0584604965053486","3"
"3 on Scale 1 to 10","2001","higher vocational","Rural Area","29","","","","3"
"3 on Scale 1 to 10","2001","higher education","Urban Area","99","0.0434391744653801","0.0353823128595536","0.0514960360712066","3"
"3 on Scale 1 to 10","2001","higher education","Rural Area","54","0.0578045334855819","0.0440132970563421","0.0715957699148216","3"
"4 on Scale 1 to 10","2001","in school","Urban Area","7","","","","4"
"4 on Scale 1 to 10","2001","in school","Rural Area","4","","","","4"
"4 on Scale 1 to 10","2001","inadequately","Urban Area","24","","","","4"
"4 on Scale 1 to 10","2001","inadequately","Rural Area","5","","","","4"
"4 on Scale 1 to 10","2001","general elemantary","Urban Area","127","0.0618748868518362","0.0516142881363845","0.0721354855672878","4"
"4 on Scale 1 to 10","2001","general elemantary","Rural Area","63","0.0657154292369819","0.0502883209973897","0.0811425374765741","4"
"4 on Scale 1 to 10","2001","middle vocational","Urban Area","396","0.0542047496392074","0.0490181810759398","0.0593913182024749","4"
"4 on Scale 1 to 10","2001","middle vocational","Rural Area","245","0.0603632274091905","0.0532398935552454","0.0674865612631355","4"
"4 on Scale 1 to 10","2001","vocational + Abi","Urban Area","39","0.0496251128658726","0.0349390062161132","0.064311219515632","4"
"4 on Scale 1 to 10","2001","vocational + Abi","Rural Area","14","","","","4"
"4 on Scale 1 to 10","2001","higher vocational","Urban Area","57","0.0584169904369481","0.0443971601961911","0.0724368206777051","4"
"4 on Scale 1 to 10","2001","higher vocational","Rural Area","42","0.0723425703118987","0.0515448495792115","0.0931402910445859","4"
"4 on Scale 1 to 10","2001","higher education","Urban Area","99","0.0373227263003172","0.0298307591179387","0.0448146934826957","4"
"4 on Scale 1 to 10","2001","higher education","Rural Area","63","0.0549423514298722","0.0414764782401543","0.0684082246195902","4"
"5 on Scale 1 to 10","2001","in school","Urban Area","17","","","","5"
"5 on Scale 1 to 10","2001","in school","Rural Area","14","","","","5"
"5 on Scale 1 to 10","2001","inadequately","Urban Area","48","0.197226794888894","0.147197504044945","0.247256085732843","5"
"5 on Scale 1 to 10","2001","vocational + Abi","Rural Area","23","","","","5"
"5 on Scale 1 to 10","2001","vocational + Abi","Urban Area","78","0.0982403563600271","0.0781124404070593","0.118368272312995","5"
"5 on Scale 1 to 10","2001","higher vocational","Urban Area","145","0.140135265782043","0.11938457071639","0.160885960847695","5"
"5 on Scale 1 to 10","2001","higher vocational","Rural Area","90","0.175484660782267","0.144946427298225","0.206022894266309","5"
"5 on Scale 1 to 10","2001","inadequately","Rural Area","10","","","","5"
"5 on Scale 1 to 10","2001","higher education","Urban Area","240","0.100989529869922","0.089080143729071","0.112898916010773","5"
"5 on Scale 1 to 10","2001","higher education","Rural Area","136","0.120752307289975","0.101496794619805","0.140007819960145","5"
"5 on Scale 1 to 10","2001","general elemantary","Urban Area","323","0.168472052991458","0.152532083997656","0.18441202198526","5"
"5 on Scale 1 to 10","2001","general elemantary","Rural Area","173","0.173572117325308","0.149991578479221","0.197152656171394","5"
"5 on Scale 1 to 10","2001","middle vocational","Urban Area","994","0.139450325273533","0.131515075053551","0.147385575493515","5"
"5 on Scale 1 to 10","2001","middle vocational","Rural Area","640","0.155533385607631","0.144693614141084","0.166373157074177","5"
"6 on Scale 1 to 10","2001","higher vocational","Urban Area","117","0.111022190189118","0.0922422495820702","0.129802130796165","6"
"6 on Scale 1 to 10","2001","higher vocational","Rural Area","62","0.127522508823895","0.10074343817334","0.154301579474449","6"
"6 on Scale 1 to 10","2001","higher education","Urban Area","218","0.0902519375010864","0.0789264302279987","0.101577444774174","6"
"6 on Scale 1 to 10","2001","in school","Urban Area","15","","","","6"
"6 on Scale 1 to 10","2001","in school","Rural Area","8","","","","6"
"6 on Scale 1 to 10","2001","inadequately","Urban Area","20","","","","6"
"6 on Scale 1 to 10","2001","inadequately","Rural Area","8","","","","6"
"6 on Scale 1 to 10","2001","general elemantary","Urban Area","216","0.103264096999946","0.0903044829490556","0.116223711050836","6"
"6 on Scale 1 to 10","2001","general elemantary","Rural Area","97","0.110615568323159","0.0910872811580089","0.130143855488309","6"
"6 on Scale 1 to 10","2001","middle vocational","Urban Area","687","0.0942896705056145","0.0875956104074624","0.100983730603767","6"
"6 on Scale 1 to 10","2001","middle vocational","Rural Area","474","0.10583899524225","0.0966377249589509","0.115040265525549","6"
"6 on Scale 1 to 10","2001","vocational + Abi","Urban Area","92","0.122890402708369","0.100688286921718","0.145092518495019","6"
"6 on Scale 1 to 10","2001","vocational + Abi","Rural Area","18","","","","6"
"6 on Scale 1 to 10","2001","higher education","Rural Area","120","0.106456773033007","0.0882305709667528","0.124682975099262","6"
"7 on Scale 1 to 10","2001","in school","Urban Area","42","0.120168020332603","0.0863913047372736","0.153944735927932","7"
"7 on Scale 1 to 10","2001","in school","Rural Area","14","","","","7"
"7 on Scale 1 to 10","2001","inadequately","Urban Area","36","0.139155712074151","0.0956388296929838","0.182672594455318","7"
"7 on Scale 1 to 10","2001","inadequately","Rural Area","6","","","","7"
"7 on Scale 1 to 10","2001","general elemantary","Urban Area","282","0.125267982278744","0.111170464016458","0.13936550054103","7"
"7 on Scale 1 to 10","2001","general elemantary","Rural Area","154","0.141207579271899","0.119526326674465","0.162888831869333","7"
"7 on Scale 1 to 10","2001","middle vocational","Urban Area","1248","0.173699126288809","0.165020903193668","0.182377349383949","7"
"7 on Scale 1 to 10","2001","middle vocational","Rural Area","681","0.149755648813529","0.139082795142333","0.160428502484726","7"
"7 on Scale 1 to 10","2001","vocational + Abi","Urban Area","147","0.168400067968483","0.143093293087159","0.193706842849807","7"
"7 on Scale 1 to 10","2001","vocational + Abi","Rural Area","44","0.163651630841621","0.116451210580493","0.21085205110275","7"
"7 on Scale 1 to 10","2001","higher vocational","Urban Area","184","0.176055189440639","0.153287585089696","0.198822793791581","7"
"7 on Scale 1 to 10","2001","higher vocational","Rural Area","110","0.151699083792693","0.122899155390424","0.180499012194963","7"
"7 on Scale 1 to 10","2001","higher education","Urban Area","433","0.173496517677504","0.158529455885229","0.188463579469779","7"
"7 on Scale 1 to 10","2001","higher education","Rural Area","217","0.183872322241353","0.160980045770142","0.206764598712563","7"
"8 on Scale 1 to 10","2001","in school","Urban Area","80","0.220406781760939","0.177347221044585","0.263466342477292","8"
"8 on Scale 1 to 10","2001","in school","Rural Area","51","0.247082440429068","0.186231948913334","0.307932931944801","8"
"8 on Scale 1 to 10","2001","inadequately","Urban Area","34","0.145557450398065","0.10121664188921","0.18989825890692","8"
"8 on Scale 1 to 10","2001","general elemantary","Rural Area","197","0.183957250658528","0.159834536314067","0.208079965002989","8"
"8 on Scale 1 to 10","2001","middle vocational","Urban Area","1792","0.233864333264222","0.224168219011187","0.243560447517257","8"
"8 on Scale 1 to 10","2001","middle vocational","Rural Area","992","0.223454623988161","0.210995280383785","0.235913967592536","8"
"8 on Scale 1 to 10","2001","vocational + Abi","Urban Area","208","0.222856198334632","0.194713126410516","0.250999270258749","8"
"8 on Scale 1 to 10","2001","vocational + Abi","Rural Area","67","0.301486386482729","0.242938209079639","0.36003456388582","8"
"8 on Scale 1 to 10","2001","higher vocational","Urban Area","261","0.227675578463478","0.202608601198392","0.252742555728563","8"
"8 on Scale 1 to 10","2001","higher vocational","Rural Area","141","0.218464111229623","0.185290750195142","0.251637472264103","8"
"8 on Scale 1 to 10","2001","inadequately","Rural Area","8","","","","8"
"8 on Scale 1 to 10","2001","general elemantary","Urban Area","436","0.190523320586712","0.173798504339832","0.207248136833592","8"
"8 on Scale 1 to 10","2001","higher education","Urban Area","692","0.268251884734959","0.250740478465224","0.285763291004693","8"
"8 on Scale 1 to 10","2001","higher education","Rural Area","276","0.236972535755518","0.211843788316246","0.262101283194791","8"
"9 on Scale 1 to 10","2001","in school","Urban Area","85","0.240128999914216","0.195756353280772","0.28450164654766","9"
"9 on Scale 1 to 10","2001","in school","Rural Area","48","0.244191817564496","0.183582305900233","0.304801329228759","9"
"9 on Scale 1 to 10","2001","inadequately","Urban Area","16","","","","9"
"9 on Scale 1 to 10","2001","vocational + Abi","Urban Area","135","0.146488164025294","0.122576241773278","0.17040008627731","9"
"9 on Scale 1 to 10","2001","vocational + Abi","Rural Area","35","0.146027576373293","0.100973773809972","0.191081378936615","9"
"9 on Scale 1 to 10","2001","higher vocational","Urban Area","130","0.117799530293835","0.098528750861965","0.137070309725704","9"
"9 on Scale 1 to 10","2001","higher education","Urban Area","396","0.161738398660642","0.147184974654854","0.17629182266643","9"
"9 on Scale 1 to 10","2001","inadequately","Rural Area","8","","","","9"
"9 on Scale 1 to 10","2001","general elemantary","Urban Area","196","0.0815737784490843","0.0699168926991785","0.0932306641989902","9"
"9 on Scale 1 to 10","2001","general elemantary","Rural Area","77","0.0666322791983102","0.0511055497022227","0.0821590086943978","9"
"9 on Scale 1 to 10","2001","middle vocational","Urban Area","829","0.106213954996077","0.0991561368715268","0.113271773120627","9"
"9 on Scale 1 to 10","2001","middle vocational","Rural Area","453","0.101553332736453","0.0925187039668107","0.110587961506096","9"
"9 on Scale 1 to 10","2001","higher vocational","Rural Area","61","0.0967540800271639","0.0730205351823398","0.120487624871988","9"
"9 on Scale 1 to 10","2001","higher education","Rural Area","141","0.140022592779234","0.119515961295356","0.160529224263112","9"
"0 Completely dissatisfied","2002","in school","Urban Area","","","","","0"
"0 Completely dissatisfied","2002","in school","Rural Area","2","","","","0"
"0 Completely dissatisfied","2002","inadequately","Urban Area","8","","","","0"
"0 Completely dissatisfied","2002","inadequately","Rural Area","1","","","","0"
"0 Completely dissatisfied","2002","general elemantary","Urban Area","34","0.0194693232615192","0.0133757706971553","0.0255628758258831","0"
"0 Completely dissatisfied","2002","general elemantary","Rural Area","17","","","","0"
"0 Completely dissatisfied","2002","middle vocational","Urban Area","95","0.0149338407401444","0.0121752385531112","0.0176924429271775","0"
"0 Completely dissatisfied","2002","middle vocational","Rural Area","59","0.0151828848300491","0.0114874257345698","0.0188783439255284","0"
"0 Completely dissatisfied","2002","vocational + Abi","Urban Area","7","","","","0"
"0 Completely dissatisfied","2002","vocational + Abi","Rural Area","","","","","0"
"0 Completely dissatisfied","2002","higher vocational","Urban Area","10","","","","0"
"0 Completely dissatisfied","2002","higher vocational","Rural Area","6","","","","0"
"0 Completely dissatisfied","2002","higher education","Urban Area","18","","","","0"
"0 Completely dissatisfied","2002","higher education","Rural Area","10","","","","0"
"1 on Scale 1 to 10","2002","middle vocational","Rural Area","50","0.0152548861964536","0.0115508104416927","0.0189589619512146","1"
"1 on Scale 1 to 10","2002","inadequately","Urban Area","3","","","","1"
"1 on Scale 1 to 10","2002","vocational + Abi","Rural Area","","","","","1"
"1 on Scale 1 to 10","2002","middle vocational","Urban Area","81","0.0128603740041823","0.0102977392546272","0.0154230087537373","1"
"1 on Scale 1 to 10","2002","higher vocational","Urban Area","9","","","","1"
"1 on Scale 1 to 10","2002","vocational + Abi","Urban Area","7","","","","1"
"1 on Scale 1 to 10","2002","in school","Urban Area","1","","","","1"
"1 on Scale 1 to 10","2002","in school","Rural Area","","","","","1"
"1 on Scale 1 to 10","2002","inadequately","Rural Area","2","","","","1"
"1 on Scale 1 to 10","2002","general elemantary","Urban Area","30","0.0178929654954088","0.0120466114206946","0.0237393195701229","1"
"1 on Scale 1 to 10","2002","general elemantary","Rural Area","8","","","","1"
"1 on Scale 1 to 10","2002","higher vocational","Rural Area","7","","","","1"
"1 on Scale 1 to 10","2002","higher education","Urban Area","13","","","","1"
"1 on Scale 1 to 10","2002","higher education","Rural Area","15","","","","1"
"10 Completely satisfied","2002","in school","Urban Area","111","0.258282324168634","0.216912800492417","0.299651847844851","10"
"10 Completely satisfied","2002","in school","Rural Area","39","0.262528318985048","0.19946337118208","0.325593266788015","10"
"10 Completely satisfied","2002","inadequately","Urban Area","18","","","","10"
"10 Completely satisfied","2002","inadequately","Rural Area","9","","","","10"
"10 Completely satisfied","2002","general elemantary","Urban Area","185","0.0910088371663284","0.0783239632670651","0.103693711065592","10"
"10 Completely satisfied","2002","general elemantary","Rural Area","92","0.0945416846593624","0.0758577414411753","0.113225627877549","10"
"10 Completely satisfied","2002","middle vocational","Urban Area","598","0.0799676131818475","0.073798407595104","0.0861368187685911","10"
"10 Completely satisfied","2002","middle vocational","Rural Area","297","0.0794015638909043","0.0712307917130358","0.0875723360687728","10"
"10 Completely satisfied","2002","vocational + Abi","Urban Area","79","0.0805352038489143","0.0628355162591989","0.0982348914386297","10"
"10 Completely satisfied","2002","vocational + Abi","Rural Area","32","0.121600770679086","0.0824721237037164","0.160729417654456","10"
"10 Completely satisfied","2002","higher vocational","Urban Area","68","0.0411056236281861","0.0295453226150665","0.0526659246413058","10"
"10 Completely satisfied","2002","higher vocational","Rural Area","31","0.0626802691409358","0.0435236070354057","0.081836931246466","10"
"10 Completely satisfied","2002","higher education","Urban Area","253","0.0739599093832164","0.0649707522415865","0.0829490665248462","10"
"10 Completely satisfied","2002","higher education","Rural Area","75","0.0530127707082056","0.0408610210113166","0.0651645204050945","10"
"2 on Scale 1 to 10","2002","in school","Rural Area","","","","","2"
"2 on Scale 1 to 10","2002","in school","Urban Area","2","","","","2"
"2 on Scale 1 to 10","2002","inadequately","Urban Area","11","","","","2"
"2 on Scale 1 to 10","2002","inadequately","Rural Area","3","","","","2"
"2 on Scale 1 to 10","2002","general elemantary","Urban Area","88","0.055396258921017","0.0453076894275913","0.0654848284144427","2"
"2 on Scale 1 to 10","2002","general elemantary","Rural Area","32","0.0429319090852677","0.0299874425055613","0.055876375664974","2"
"2 on Scale 1 to 10","2002","middle vocational","Urban Area","194","0.029914126960128","0.0260396429319809","0.033788610988275","2"
"2 on Scale 1 to 10","2002","middle vocational","Rural Area","142","0.0352431972834852","0.0296705695483546","0.0408158250186157","2"
"2 on Scale 1 to 10","2002","vocational + Abi","Urban Area","19","","","","2"
"2 on Scale 1 to 10","2002","vocational + Abi","Rural Area","3","","","","2"
"2 on Scale 1 to 10","2002","higher vocational","Urban Area","23","","","","2"
"2 on Scale 1 to 10","2002","higher vocational","Rural Area","16","","","","2"
"2 on Scale 1 to 10","2002","higher education","Rural Area","27","","","","2"
"2 on Scale 1 to 10","2002","higher education","Urban Area","57","0.0185247558804176","0.0138932543212612","0.0231562574395741","2"
"3 on Scale 1 to 10","2002","in school","Urban Area","6","","","","3"
"3 on Scale 1 to 10","2002","in school","Rural Area","1","","","","3"
"3 on Scale 1 to 10","2002","inadequately","Urban Area","20","","","","3"
"3 on Scale 1 to 10","2002","inadequately","Rural Area","2","","","","3"
"3 on Scale 1 to 10","2002","general elemantary","Urban Area","118","0.060527595479703","0.050010803935896","0.0710443870235101","3"
"3 on Scale 1 to 10","2002","general elemantary","Rural Area","63","0.0694555737925772","0.0532208558606411","0.0856902917245133","3"
"3 on Scale 1 to 10","2002","middle vocational","Urban Area","321","0.0467503592957355","0.0419489755248502","0.0515517430666209","3"
"3 on Scale 1 to 10","2002","higher vocational","Urban Area","55","0.0580768201205645","0.0444579119005158","0.0716957283406132","3"
"3 on Scale 1 to 10","2002","higher vocational","Rural Area","28","","","","3"
"3 on Scale 1 to 10","2002","higher education","Urban Area","131","0.0472688336461153","0.039979656208368","0.0545580110838626","3"
"3 on Scale 1 to 10","2002","higher education","Rural Area","63","0.0650712631589536","0.0516942123801406","0.0784483139377666","3"
"3 on Scale 1 to 10","2002","middle vocational","Rural Area","220","0.0563651540141853","0.0493953463959829","0.0633349616323876","3"
"3 on Scale 1 to 10","2002","vocational + Abi","Urban Area","40","0.0497282525962917","0.0355888625543183","0.063867642638265","3"
"3 on Scale 1 to 10","2002","vocational + Abi","Rural Area","10","","","","3"
"4 on Scale 1 to 10","2002","general elemantary","Urban Area","127","0.0585922209551665","0.0482342804404172","0.0689501614699159","4"
"4 on Scale 1 to 10","2002","middle vocational","Urban Area","385","0.0554186188925117","0.0502148481121729","0.0606223896728505","4"
"4 on Scale 1 to 10","2002","middle vocational","Rural Area","233","0.0575142032530277","0.0504779993274244","0.064550407178631","4"
"4 on Scale 1 to 10","2002","in school","Urban Area","7","","","","4"
"4 on Scale 1 to 10","2002","general elemantary","Rural Area","55","0.0632849534474705","0.04773687868307","0.0788330282118709","4"
"4 on Scale 1 to 10","2002","vocational + Abi","Urban Area","49","0.0741156192047799","0.0570768423095308","0.0911543961000289","4"
"4 on Scale 1 to 10","2002","vocational + Abi","Rural Area","9","","","","4"
"4 on Scale 1 to 10","2002","in school","Rural Area","3","","","","4"
"4 on Scale 1 to 10","2002","inadequately","Urban Area","25","","","","4"
"4 on Scale 1 to 10","2002","inadequately","Rural Area","5","","","","4"
"4 on Scale 1 to 10","2002","higher vocational","Urban Area","77","0.0693074706243147","0.0545188974423398","0.0840960438062896","4"
"4 on Scale 1 to 10","2002","higher vocational","Rural Area","43","0.0831393476867406","0.0613188070327796","0.104959888340702","4"
"4 on Scale 1 to 10","2002","higher education","Urban Area","133","0.04491529783533","0.037801132087286","0.052029463583374","4"
"4 on Scale 1 to 10","2002","higher education","Rural Area","75","0.0557453537537259","0.043302345027884","0.0681883624795678","4"
"5 on Scale 1 to 10","2002","in school","Urban Area","26","","","","5"
"5 on Scale 1 to 10","2002","in school","Rural Area","10","","","","5"
"5 on Scale 1 to 10","2002","vocational + Abi","Rural Area","27","","","","5"
"5 on Scale 1 to 10","2002","higher vocational","Urban Area","128","0.120414514688047","0.101464411332862","0.139364618043232","5"
"5 on Scale 1 to 10","2002","inadequately","Urban Area","42","0.180494127085692","0.129440404164222","0.231547850007163","5"
"5 on Scale 1 to 10","2002","general elemantary","Rural Area","169","0.184600997443789","0.159825365015172","0.209376629872407","5"
"5 on Scale 1 to 10","2002","middle vocational","Urban Area","1062","0.155435835108661","0.147195165183004","0.163676505034317","5"
"5 on Scale 1 to 10","2002","middle vocational","Rural Area","637","0.153647064599023","0.14274895068731","0.164545178510735","5"
"5 on Scale 1 to 10","2002","vocational + Abi","Urban Area","102","0.127450790179355","0.10576019855978","0.149141381798929","5"
"5 on Scale 1 to 10","2002","higher vocational","Rural Area","89","0.153472006809771","0.124985068101667","0.181958945517875","5"
"5 on Scale 1 to 10","2002","inadequately","Rural Area","7","","","","5"
"5 on Scale 1 to 10","2002","general elemantary","Urban Area","343","0.193131354979745","0.175721612215234","0.210541097744255","5"
"5 on Scale 1 to 10","2002","higher education","Urban Area","328","0.113604840470639","0.102705053779374","0.124504627161905","5"
"5 on Scale 1 to 10","2002","higher education","Rural Area","146","0.130182861551542","0.11193267157671","0.148433051526373","5"
"6 on Scale 1 to 10","2002","in school","Urban Area","19","","","","6"
"6 on Scale 1 to 10","2002","in school","Rural Area","11","","","","6"
"6 on Scale 1 to 10","2002","inadequately","Urban Area","24","","","","6"
"6 on Scale 1 to 10","2002","inadequately","Rural Area","5","","","","6"
"6 on Scale 1 to 10","2002","higher vocational","Urban Area","118","0.0996029843408838","0.0821653994422317","0.117040569239536","6"
"6 on Scale 1 to 10","2002","higher vocational","Rural Area","75","0.127633277186583","0.101261339629289","0.154005214743876","6"
"6 on Scale 1 to 10","2002","higher education","Urban Area","283","0.0869772184838675","0.0772977957504349","0.0966566412173001","6"
"6 on Scale 1 to 10","2002","general elemantary","Urban Area","184","0.0865955190942572","0.0741920314059815","0.0989990067825329","6"
"6 on Scale 1 to 10","2002","general elemantary","Rural Area","105","0.119149915567161","0.0984618202140097","0.139838010920313","6"
"6 on Scale 1 to 10","2002","vocational + Abi","Urban Area","78","0.0840783220697779","0.0660283575008999","0.102128286638656","6"
"6 on Scale 1 to 10","2002","higher education","Rural Area","126","0.104261410295473","0.0876873489317995","0.120835471659146","6"
"6 on Scale 1 to 10","2002","middle vocational","Urban Area","772","0.104781516509432","0.0978156126106049","0.111747420408259","6"
"6 on Scale 1 to 10","2002","middle vocational","Rural Area","476","0.112453326656226","0.102905704780543","0.122000948531908","6"
"6 on Scale 1 to 10","2002","vocational + Abi","Rural Area","20","","","","6"
"7 on Scale 1 to 10","2002","general elemantary","Urban Area","283","0.150331314227361","0.134569214371465","0.166093414083256","7"
"7 on Scale 1 to 10","2002","general elemantary","Rural Area","131","0.136412147240796","0.114494071435025","0.158330223046566","7"
"7 on Scale 1 to 10","2002","middle vocational","Urban Area","1282","0.173668437351337","0.165052386815374","0.182284487887299","7"
"7 on Scale 1 to 10","2002","in school","Urban Area","63","0.12435009247255","0.0931610406066676","0.155539144338433","7"
"7 on Scale 1 to 10","2002","in school","Rural Area","28","","","","7"
"7 on Scale 1 to 10","2002","inadequately","Urban Area","25","","","","7"
"7 on Scale 1 to 10","2002","inadequately","Rural Area","9","","","","7"
"7 on Scale 1 to 10","2002","middle vocational","Rural Area","730","0.163894598227937","0.152707272284497","0.175081924171377","7"
"7 on Scale 1 to 10","2002","vocational + Abi","Urban Area","149","0.152399285713813","0.12902209663418","0.175776474793447","7"
"7 on Scale 1 to 10","2002","vocational + Abi","Rural Area","56","0.192761631358637","0.145534464998976","0.239988797718297","7"
"7 on Scale 1 to 10","2002","higher vocational","Urban Area","196","0.169677056830251","0.147821180908187","0.191532932752315","7"
"7 on Scale 1 to 10","2002","higher vocational","Rural Area","102","0.172988984878902","0.143095578557353","0.202882391200451","7"
"7 on Scale 1 to 10","2002","higher education","Urban Area","598","0.184682328526649","0.171353806578951","0.198010850474346","7"
"7 on Scale 1 to 10","2002","higher education","Rural Area","273","0.194431774989385","0.172967743997019","0.21589580598175","7"
"8 on Scale 1 to 10","2002","in school","Rural Area","56","0.261771076074796","0.198764824150642","0.32477732799895","8"
"8 on Scale 1 to 10","2002","in school","Urban Area","94","0.244508139217217","0.203884818789555","0.285131459644879","8"
"8 on Scale 1 to 10","2002","inadequately","Urban Area","29","","","","8"
"8 on Scale 1 to 10","2002","inadequately","Rural Area","13","","","","8"
"8 on Scale 1 to 10","2002","general elemantary","Urban Area","380","0.183992778283582","0.166903963967711","0.201081592599453","8"
"8 on Scale 1 to 10","2002","general elemantary","Rural Area","185","0.178404921981117","0.153956267103959","0.202853576858276","8"
"8 on Scale 1 to 10","2002","middle vocational","Urban Area","1754","0.218063860419774","0.208672076120375","0.227455644719172","8"
"8 on Scale 1 to 10","2002","middle vocational","Rural Area","948","0.214677696533963","0.202268865068766","0.22708652799916","8"
"8 on Scale 1 to 10","2002","vocational + Abi","Urban Area","239","0.223774883705459","0.196666433952599","0.250883333458318","8"
"8 on Scale 1 to 10","2002","vocational + Abi","Rural Area","66","0.239813025347609","0.188694620880274","0.290931429814944","8"
"8 on Scale 1 to 10","2002","higher vocational","Urban Area","299","0.264406189473113","0.23872660583593","0.290085773110297","8"
"8 on Scale 1 to 10","2002","higher vocational","Rural Area","152","0.219651997185133","0.186931320773902","0.252372673596363","8"
"8 on Scale 1 to 10","2002","higher education","Rural Area","344","0.244981508460574","0.22165649253596","0.268306524385189","8"
"8 on Scale 1 to 10","2002","higher education","Urban Area","893","0.258506094637324","0.243467921553035","0.273544267721614","8"
"9 on Scale 1 to 10","2002","in school","Urban Area","101","0.215920464624909","0.177030206499689","0.254810722750129","9"
"9 on Scale 1 to 10","2002","in school","Rural Area","37","0.136328907185401","0.0871481221882248","0.185509692182577","9"
"9 on Scale 1 to 10","2002","inadequately","Urban Area","13","","","","9"
"9 on Scale 1 to 10","2002","vocational + Abi","Urban Area","139","0.154771749682782","0.131246295591252","0.178297203774313","9"
"9 on Scale 1 to 10","2002","vocational + Abi","Rural Area","45","0.175003980656573","0.129512446399438","0.220495514913708","9"
"9 on Scale 1 to 10","2002","higher vocational","Urban Area","150","0.132228545770621","0.112504389860472","0.15195270168077","9"
"9 on Scale 1 to 10","2002","higher education","Urban Area","549","0.158324893101976","0.145786186621805","0.170863599582146","9"
"9 on Scale 1 to 10","2002","higher education","Rural Area","152","0.10432112796509","0.087742873381765","0.120899382548415","9"
"9 on Scale 1 to 10","2002","general elemantary","Rural Area","85","0.0826760527447134","0.0650897772585477","0.100262328230879","9"
"9 on Scale 1 to 10","2002","inadequately","Rural Area","5","","","","9"
"9 on Scale 1 to 10","2002","middle vocational","Rural Area","414","0.0963654245147466","0.087447362331829","0.105283486697664","9"
"9 on Scale 1 to 10","2002","general elemantary","Urban Area","203","0.0830618321359124","0.070890578308511","0.0952330859633138","9"
"9 on Scale 1 to 10","2002","higher vocational","Rural Area","66","0.0848902972556107","0.0628622428544285","0.106918351656793","9"
"9 on Scale 1 to 10","2002","middle vocational","Urban Area","882","0.108205417536248","0.101140167498578","0.115270667573917","9"
"0 Completely dissatisfied","2003","in school","Urban Area","","","","","0"
"0 Completely dissatisfied","2003","in school","Rural Area","","","","","0"
"0 Completely dissatisfied","2003","inadequately","Urban Area","6","","","","0"
"0 Completely dissatisfied","2003","inadequately","Rural Area","3","","","","0"
"0 Completely dissatisfied","2003","general elemantary","Urban Area","32","0.0202339948302447","0.0138523991001577","0.0266155905603316","0"
"0 Completely dissatisfied","2003","general elemantary","Rural Area","19","","","","0"
"0 Completely dissatisfied","2003","middle vocational","Urban Area","78","0.0121461020673353","0.00960960056130693","0.0146826035733637","0"
"0 Completely dissatisfied","2003","middle vocational","Rural Area","48","0.0120977379449457","0.00870689626947447","0.015488579620417","0"
"0 Completely dissatisfied","2003","vocational + Abi","Urban Area","3","","","","0"
"0 Completely dissatisfied","2003","vocational + Abi","Rural Area","1","","","","0"
"0 Completely dissatisfied","2003","higher vocational","Urban Area","15","","","","0"
"0 Completely dissatisfied","2003","higher vocational","Rural Area","4","","","","0"
"0 Completely dissatisfied","2003","higher education","Urban Area","11","","","","0"
"0 Completely dissatisfied","2003","higher education","Rural Area","10","","","","0"
"1 on Scale 1 to 10","2003","in school","Urban Area","1","","","","1"
"1 on Scale 1 to 10","2003","inadequately","Urban Area","7","","","","1"
"1 on Scale 1 to 10","2003","middle vocational","Urban Area","84","0.0146148307468414","0.0118359480901381","0.0173937134035446","1"
"1 on Scale 1 to 10","2003","middle vocational","Rural Area","51","0.0121899617694041","0.00878637893004867","0.0155935446087594","1"
"1 on Scale 1 to 10","2003","vocational + Abi","Urban Area","10","","","","1"
"1 on Scale 1 to 10","2003","vocational + Abi","Rural Area","","","","","1"
"1 on Scale 1 to 10","2003","higher vocational","Urban Area","9","","","","1"
"1 on Scale 1 to 10","2003","in school","Rural Area","","","","","1"
"1 on Scale 1 to 10","2003","inadequately","Rural Area","1","","","","1"
"1 on Scale 1 to 10","2003","general elemantary","Urban Area","39","0.0294212392071597","0.0217622199765835","0.0370802584377359","1"
