"m11125","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"9 on Scale 1 to 10","2002","direct migration background","Male","154","0.124719637886188","0.107198441625808","0.142240834146568","9"
"9 on Scale 1 to 10","2002","direct migration background","Female","153","0.105826099505068","0.0899654284959885","0.121686770514147","9"
"9 on Scale 1 to 10","2002","no migration background","Female","1203","0.103062276532177","0.0971327718712259","0.108991781193128","9"
"9 on Scale 1 to 10","2002","indirect migration background","Female","86","0.156717367565501","0.12148583145166","0.191948903679341","9"
"9 on Scale 1 to 10","2002","indirect migration background","Male","83","0.17966926380767","0.140656384225173","0.218682143390167","9"
"0 Completely dissatisfied","2003","no migration background","Male","82","0.00989593561527595","0.00785860651986094","0.011933264710691","0"
"0 Completely dissatisfied","2003","no migration background","Female","115","0.0140176678183222","0.0116853075710554","0.016350028065589","0"
"0 Completely dissatisfied","2003","indirect migration background","Male","2","","","","0"
"0 Completely dissatisfied","2003","indirect migration background","Female","3","","","","0"
"0 Completely dissatisfied","2003","direct migration background","Male","20","","","","0"
"0 Completely dissatisfied","2003","direct migration background","Female","10","","","","0"
"1 on Scale 1 to 10","2003","no migration background","Male","87","0.0103181503766501","0.00823825703526615","0.012398043718034","1"
"1 on Scale 1 to 10","2003","no migration background","Female","132","0.0194924103594253","0.01674969060288","0.0222351301159706","1"
"1 on Scale 1 to 10","2003","indirect migration background","Male","1","","","","1"
"1 on Scale 1 to 10","2003","direct migration background","Male","21","","","","1"
"1 on Scale 1 to 10","2003","direct migration background","Female","17","","","","1"
"1 on Scale 1 to 10","2003","indirect migration background","Female","6","","","","1"
"10 Completely satisfied","2003","no migration background","Male","651","0.0715634911126747","0.0662581391637703","0.076868843061579","10"
"10 Completely satisfied","2003","no migration background","Female","651","0.0648923375291412","0.0600052434527158","0.0697794316055666","10"
"10 Completely satisfied","2003","direct migration background","Female","118","0.102004504565907","0.0859781568225087","0.118030852309305","10"
"10 Completely satisfied","2003","direct migration background","Male","112","0.0961400001501353","0.0799211551709526","0.112358845129318","10"
"10 Completely satisfied","2003","indirect migration background","Male","78","0.173341937736993","0.135028842994716","0.21165503247927","10"
"10 Completely satisfied","2003","indirect migration background","Female","47","0.0958088637758962","0.0674912267806733","0.124126500771119","10"
"2 on Scale 1 to 10","2003","no migration background","Male","235","0.0314853137755333","0.0278911368354824","0.0350794907155842","2"
"2 on Scale 1 to 10","2003","no migration background","Female","269","0.033852357240107","0.0302644650140106","0.0374402494662035","2"
"2 on Scale 1 to 10","2003","direct migration background","Male","31","0.0213606127957959","0.0134056989735391","0.0293155266180528","2"
"2 on Scale 1 to 10","2003","indirect migration background","Male","1","","","","2"
"2 on Scale 1 to 10","2003","indirect migration background","Female","3","","","","2"
"2 on Scale 1 to 10","2003","direct migration background","Female","45","0.036272530635268","0.026372105262325","0.0461729560082109","2"
"3 on Scale 1 to 10","2003","no migration background","Male","422","0.0500974556547595","0.045607524359222","0.0545873869502971","3"
"3 on Scale 1 to 10","2003","no migration background","Female","476","0.0543517782687102","0.049854032888056","0.0588495236493645","3"
"3 on Scale 1 to 10","2003","direct migration background","Male","55","0.0427188827755166","0.0315926800388572","0.053845085512176","3"
"3 on Scale 1 to 10","2003","direct migration background","Female","73","0.053444694289677","0.0415346574966926","0.0653547310826614","3"
"3 on Scale 1 to 10","2003","indirect migration background","Male","7","","","","3"
"3 on Scale 1 to 10","2003","indirect migration background","Female","13","","","","3"
"4 on Scale 1 to 10","2003","no migration background","Male","472","0.0549859588648742","0.0502941818058951","0.0596777359238533","4"
"4 on Scale 1 to 10","2003","no migration background","Female","575","0.0648083809598911","0.0599242300834482","0.069692531836334","4"
"4 on Scale 1 to 10","2003","direct migration background","Male","73","0.0500109988132882","0.0380185097054273","0.0620034879211492","4"
"4 on Scale 1 to 10","2003","direct migration background","Female","81","0.0495786647587666","0.0380840794180244","0.0610732500995089","4"
"4 on Scale 1 to 10","2003","indirect migration background","Male","14","","","","4"
"4 on Scale 1 to 10","2003","indirect migration background","Female","12","","","","4"
"5 on Scale 1 to 10","2003","no migration background","Female","1370","0.154132004707218","0.146968576837065","0.161295432577371","5"
"5 on Scale 1 to 10","2003","no migration background","Male","1139","0.132921896112179","0.125934430094121","0.139909362130236","5"
"5 on Scale 1 to 10","2003","direct migration background","Male","168","0.145621945119633","0.126215064414782","0.165028825824485","5"
"5 on Scale 1 to 10","2003","direct migration background","Female","209","0.173103992070854","0.153070032323354","0.193137951818353","5"
"5 on Scale 1 to 10","2003","indirect migration background","Female","36","0.102699889133382","0.0734934984204184","0.131906279846345","5"
"5 on Scale 1 to 10","2003","indirect migration background","Male","28","","","","5"
"6 on Scale 1 to 10","2003","indirect migration background","Male","20","","","","6"
"6 on Scale 1 to 10","2003","no migration background","Male","931","0.101973386380125","0.0957449309661514","0.108201841794099","6"
"6 on Scale 1 to 10","2003","no migration background","Female","971","0.10108854423038","0.0951081114828254","0.107068976977934","6"
"6 on Scale 1 to 10","2003","direct migration background","Male","121","0.106261172246111","0.0893056998465145","0.123216644645708","6"
"6 on Scale 1 to 10","2003","direct migration background","Female","164","0.110304926073782","0.093716474305963","0.126893377841601","6"
"6 on Scale 1 to 10","2003","indirect migration background","Female","28","","","","6"
"7 on Scale 1 to 10","2003","no migration background","Male","1566","0.170245687335997","0.162509888743112","0.177981485928882","7"
"7 on Scale 1 to 10","2003","no migration background","Female","1640","0.164351684027465","0.156999404121511","0.171703963933418","7"
"7 on Scale 1 to 10","2003","direct migration background","Male","230","0.161053591648379","0.140829473359723","0.181277709937036","7"
"7 on Scale 1 to 10","2003","indirect migration background","Male","46","0.0956416171790326","0.0658752251718013","0.125408009186264","7"
"7 on Scale 1 to 10","2003","indirect migration background","Female","55","0.181142359871647","0.144088090356382","0.218196629386912","7"
"7 on Scale 1 to 10","2003","direct migration background","Female","233","0.147440238087594","0.128666176641626","0.166214299533561","7"
"8 on Scale 1 to 10","2003","no migration background","Male","2359","0.250454236203561","0.241536479837992","0.25937199256913","8"
"8 on Scale 1 to 10","2003","no migration background","Female","2430","0.223530179233318","0.215264975643609","0.231795382823027","8"
"8 on Scale 1 to 10","2003","indirect migration background","Male","100","0.269770452009745","0.2248484246428","0.31469247937669","8"
"8 on Scale 1 to 10","2003","direct migration background","Male","270","0.204766987077298","0.182564866829516","0.22696910732508","8"
"8 on Scale 1 to 10","2003","direct migration background","Female","293","0.213938132281122","0.192223110370045","0.235653154192199","8"
"8 on Scale 1 to 10","2003","indirect migration background","Female","123","0.278469530784681","0.235343427178083","0.321595634391278","8"
"9 on Scale 1 to 10","2003","no migration background","Male","1124","0.116058488568371","0.109466103678018","0.122650873458723","9"
"9 on Scale 1 to 10","2003","no migration background","Female","1131","0.105482655626022","0.0993885764471486","0.111576734804895","9"
"9 on Scale 1 to 10","2003","direct migration background","Male","168","0.136448522232306","0.11756226875846","0.155334775706153","9"
"9 on Scale 1 to 10","2003","indirect migration background","Male","78","0.166823558114412","0.129089836769459","0.204557279459365","9"
"9 on Scale 1 to 10","2003","direct migration background","Female","127","0.0901401348786167","0.07497542299996","0.105304846757273","9"
"9 on Scale 1 to 10","2003","indirect migration background","Female","89","0.179514301777235","0.142590273282976","0.216438330271493","9"
"0 Completely dissatisfied","2004","no migration background","Male","119","0.0194379020978155","0.0165514436283487","0.0223243605672822","0"
"0 Completely dissatisfied","2004","no migration background","Female","141","0.019883410890995","0.0170788843495914","0.0226879374323987","0"
"0 Completely dissatisfied","2004","direct migration background","Female","22","","","","0"
"0 Completely dissatisfied","2004","indirect migration background","Female","2","","","","0"
"0 Completely dissatisfied","2004","indirect migration background","Male","1","","","","0"
"0 Completely dissatisfied","2004","direct migration background","Male","10","","","","0"
"1 on Scale 1 to 10","2004","no migration background","Male","113","0.0154369872887589","0.0128594432248029","0.018014531352715","1"
"1 on Scale 1 to 10","2004","no migration background","Female","113","0.0153460435974968","0.0128765081193314","0.0178155790756622","1"
"1 on Scale 1 to 10","2004","indirect migration background","Male","2","","","","1"
"1 on Scale 1 to 10","2004","direct migration background","Male","13","","","","1"
"1 on Scale 1 to 10","2004","direct migration background","Female","12","","","","1"
"1 on Scale 1 to 10","2004","indirect migration background","Female","3","","","","1"
"10 Completely satisfied","2004","no migration background","Male","573","0.0684511411116988","0.0631715993177475","0.07373068290565","10"
"10 Completely satisfied","2004","no migration background","Female","614","0.0646275967550159","0.059688170335381","0.0695670231746508","10"
"10 Completely satisfied","2004","direct migration background","Male","121","0.10889758881703","0.0914032558478143","0.126391921786245","10"
"10 Completely satisfied","2004","direct migration background","Female","110","0.08570492083907","0.0706323885772437","0.100777453100896","10"
"10 Completely satisfied","2004","indirect migration background","Male","73","0.17685263683492","0.138839196718451","0.214866076951389","10"
"10 Completely satisfied","2004","indirect migration background","Female","55","0.126830491189876","0.0949282592502609","0.15873272312949","10"
"2 on Scale 1 to 10","2004","no migration background","Male","258","0.0338883379712821","0.0301052898642297","0.0376713860783345","2"
"2 on Scale 1 to 10","2004","no migration background","Female","313","0.0418804610822121","0.0378561567480632","0.0459047654163609","2"
"2 on Scale 1 to 10","2004","direct migration background","Female","37","0.0223676637903696","0.0144053691582088","0.0303299584225304","2"
"2 on Scale 1 to 10","2004","indirect migration background","Male","1","","","","2"
"2 on Scale 1 to 10","2004","indirect migration background","Female","4","","","","2"
"2 on Scale 1 to 10","2004","direct migration background","Male","48","0.0530917015167774","0.0404997880575155","0.0656836149760392","2"
"3 on Scale 1 to 10","2004","no migration background","Male","440","0.0535064342492135","0.0488013770788888","0.0582114914195383","3"
"3 on Scale 1 to 10","2004","no migration background","Female","527","0.0638205208869737","0.0589099162266997","0.0687311255472478","3"
"3 on Scale 1 to 10","2004","direct migration background","Male","52","0.0450509787999188","0.033402568588577","0.0566993890112606","3"
"3 on Scale 1 to 10","2004","direct migration background","Female","79","0.0630412916411067","0.0499551104492626","0.0761274728329508","3"
"3 on Scale 1 to 10","2004","indirect migration background","Female","16","","","","3"
"3 on Scale 1 to 10","2004","indirect migration background","Male","9","","","","3"
"4 on Scale 1 to 10","2004","no migration background","Male","467","0.052717444746004","0.0480452599431983","0.0573896295488096","4"
"4 on Scale 1 to 10","2004","no migration background","Female","538","0.0606977210597284","0.0559007828801743","0.0654946592392825","4"
"4 on Scale 1 to 10","2004","direct migration background","Male","64","0.0547027035178794","0.0419320521198229","0.0674733549159359","4"
"4 on Scale 1 to 10","2004","direct migration background","Female","79","0.0615357746065182","0.0485964130367747","0.0744751361762617","4"
"4 on Scale 1 to 10","2004","indirect migration background","Male","14","","","","4"
"4 on Scale 1 to 10","2004","indirect migration background","Female","11","","","","4"
"5 on Scale 1 to 10","2004","no migration background","Female","1473","0.168159083013957","0.160645353698138","0.175672812329777","5"
"5 on Scale 1 to 10","2004","no migration background","Male","1133","0.134671606046949","0.127534345290266","0.141808866803633","5"
"5 on Scale 1 to 10","2004","direct migration background","Male","174","0.151261896116702","0.131139668050357","0.171384124183047","5"
"5 on Scale 1 to 10","2004","direct migration background","Female","210","0.164940717141495","0.144957622500643","0.184923811782348","5"
"5 on Scale 1 to 10","2004","indirect migration background","Male","25","","","","5"
"5 on Scale 1 to 10","2004","indirect migration background","Female","44","0.156836380236878","0.121975424847056","0.1916973356267","5"
"6 on Scale 1 to 10","2004","no migration background","Male","914","0.105357039692124","0.0989381528287911","0.111775926555456","6"
"6 on Scale 1 to 10","2004","no migration background","Female","970","0.0981907532426494","0.092212588503726","0.104168917981573","6"
"6 on Scale 1 to 10","2004","direct migration background","Female","153","0.104784394439266","0.0882931937073495","0.121275595171182","6"
"6 on Scale 1 to 10","2004","indirect migration background","Male","21","","","","6"
"6 on Scale 1 to 10","2004","indirect migration background","Female","25","","","","6"
"6 on Scale 1 to 10","2004","direct migration background","Male","134","0.115000175168934","0.0970840004031892","0.132916349934678","6"
"7 on Scale 1 to 10","2004","no migration background","Male","1543","0.173507530931177","0.165590147424118","0.181424914438236","7"
"7 on Scale 1 to 10","2004","no migration background","Female","1596","0.160054891228547","0.152688832640882","0.167420949816212","7"
"7 on Scale 1 to 10","2004","direct migration background","Male","202","0.148206469649952","0.128252688869538","0.168160250430366","7"
"7 on Scale 1 to 10","2004","direct migration background","Female","231","0.173257242240015","0.152878796837958","0.193635687642073","7"
"7 on Scale 1 to 10","2004","indirect migration background","Male","55","0.156906148238359","0.120669288887782","0.193143007588937","7"
"7 on Scale 1 to 10","2004","indirect migration background","Female","58","0.148955215958962","0.114823036920426","0.183087394997498","7"
"8 on Scale 1 to 10","2004","indirect migration background","Male","115","0.263128358786239","0.219257881592932","0.306998835979546","8"
"8 on Scale 1 to 10","2004","no migration background","Male","2194","0.236999812236064","0.228109041931424","0.245890582540705","8"
"8 on Scale 1 to 10","2004","no migration background","Female","2187","0.211062811534687","0.202864917236386","0.219260705832988","8"
"8 on Scale 1 to 10","2004","direct migration background","Male","268","0.206693158551086","0.183952235029498","0.229434082072675","8"
"8 on Scale 1 to 10","2004","direct migration background","Female","270","0.187399033369997","0.166387270427524","0.20841079631247","8"
"8 on Scale 1 to 10","2004","indirect migration background","Female","114","0.269619776470987","0.227078518810179","0.312161034131796","8"
"9 on Scale 1 to 10","2004","no migration background","Male","1034","0.106025763628913","0.0995889449885233","0.112462582269302","9"
"9 on Scale 1 to 10","2004","no migration background","Female","1046","0.096276706707737","0.0903508166200691","0.102202596795405","9"
"9 on Scale 1 to 10","2004","direct migration background","Female","122","0.0959083259478546","0.0800530230902192","0.11176362880549","9"
"9 on Scale 1 to 10","2004","indirect migration background","Male","71","0.154195449650812","0.118215264319907","0.190175634981717","9"
"9 on Scale 1 to 10","2004","direct migration background","Male","132","0.101919208839651","0.0849285518456361","0.118909865833666","9"
"9 on Scale 1 to 10","2004","indirect migration background","Female","86","0.133279802093689","0.100697514073397","0.165862090113981","9"
"0 Completely dissatisfied","2005","no migration background","Male","78","0.0103223518006269","0.00815961674513888","0.012485086856115","0"
"0 Completely dissatisfied","2005","no migration background","Female","119","0.0165273206561727","0.0139144683051244","0.0191401730072209","0"
"0 Completely dissatisfied","2005","direct migration background","Female","19","","","","0"
"0 Completely dissatisfied","2005","indirect migration background","Male","","","","","0"
"0 Completely dissatisfied","2005","indirect migration background","Female","2","","","","0"
"0 Completely dissatisfied","2005","direct migration background","Male","18","","","","0"
"1 on Scale 1 to 10","2005","no migration background","Male","119","0.0175986859941382","0.0147851550297039","0.0204122169585724","1"
"1 on Scale 1 to 10","2005","direct migration background","Female","17","","","","1"
"1 on Scale 1 to 10","2005","no migration background","Female","119","0.0160764016026899","0.0134988486015854","0.0186539546037944","1"
"1 on Scale 1 to 10","2005","direct migration background","Male","21","","","","1"
"1 on Scale 1 to 10","2005","indirect migration background","Male","2","","","","1"
"1 on Scale 1 to 10","2005","indirect migration background","Female","2","","","","1"
"10 Completely satisfied","2005","no migration background","Male","587","0.0688049144397598","0.063388683448867","0.0742211454306527","10"
"10 Completely satisfied","2005","no migration background","Female","622","0.0727745995727823","0.0674508813003239","0.0780983178452406","10"
"10 Completely satisfied","2005","direct migration background","Male","112","0.11013980788024","0.0918378318500955","0.128441783910384","10"
"10 Completely satisfied","2005","direct migration background","Female","93","0.0672165732378741","0.053374248077315","0.0810588983984332","10"
"10 Completely satisfied","2005","indirect migration background","Male","80","0.197716875923454","0.158880105591825","0.236553646255084","10"
"10 Completely satisfied","2005","indirect migration background","Female","63","0.133996464199236","0.101686189122498","0.166306739275974","10"
"2 on Scale 1 to 10","2005","no migration background","Male","232","0.0337728219251947","0.0299074578121403","0.0376381860382491","2"
"2 on Scale 1 to 10","2005","no migration background","Female","258","0.0358431932754354","0.0320333275005767","0.0396530590502941","2"
"2 on Scale 1 to 10","2005","direct migration background","Male","38","0.0405557982675014","0.0290238874853301","0.0520877090496728","2"
"2 on Scale 1 to 10","2005","direct migration background","Female","42","0.0299913881199633","0.0205623686887106","0.039420407551216","2"
"2 on Scale 1 to 10","2005","indirect migration background","Male","6","","","","2"
"2 on Scale 1 to 10","2005","indirect migration background","Female","7","","","","2"
"3 on Scale 1 to 10","2005","no migration background","Male","424","0.0554437735274194","0.0505470294281821","0.0603405176266567","3"
"3 on Scale 1 to 10","2005","no migration background","Female","506","0.0638251102448024","0.0588154672979268","0.0688347531916781","3"
"3 on Scale 1 to 10","2005","indirect migration background","Male","11","","","","3"
"3 on Scale 1 to 10","2005","direct migration background","Male","69","0.0746390948886071","0.0592751163715444","0.0900030734056698","3"
"3 on Scale 1 to 10","2005","direct migration background","Female","66","0.0591130541492284","0.0460756576753545","0.0721504506231022","3"
"3 on Scale 1 to 10","2005","indirect migration background","Female","9","","","","3"
"4 on Scale 1 to 10","2005","no migration background","Male","473","0.054281037145972","0.0494329297948453","0.0591291444970986","4"
"4 on Scale 1 to 10","2005","no migration background","Female","584","0.0701532984630911","0.0649189549853994","0.0753876419407829","4"
"4 on Scale 1 to 10","2005","direct migration background","Male","67","0.0558754182740807","0.0424480784092908","0.0693027581388707","4"
"4 on Scale 1 to 10","2005","direct migration background","Female","82","0.0702049256978034","0.0560809206285941","0.0843289307670128","4"
"4 on Scale 1 to 10","2005","indirect migration background","Male","11","","","","4"
"4 on Scale 1 to 10","2005","indirect migration background","Female","9","","","","4"
"5 on Scale 1 to 10","2005","no migration background","Male","1056","0.134601010158248","0.127298041073496","0.141903979242999","5"
"5 on Scale 1 to 10","2005","no migration background","Female","1308","0.156908946405838","0.149454874359582","0.164363018452093","5"
"5 on Scale 1 to 10","2005","direct migration background","Male","148","0.133134208499024","0.113273913354786","0.152994503643261","5"
"5 on Scale 1 to 10","2005","direct migration background","Female","194","0.152745491588089","0.132858385216416","0.172632597959762","5"
"5 on Scale 1 to 10","2005","indirect migration background","Male","25","","","","5"
"5 on Scale 1 to 10","2005","indirect migration background","Female","37","0.121200177141834","0.0902451805059407","0.152155173777727","5"
"6 on Scale 1 to 10","2005","direct migration background","Female","135","0.108169530137125","0.0909993806246961","0.125339679649555","6"
"6 on Scale 1 to 10","2005","indirect migration background","Male","23","","","","6"
"6 on Scale 1 to 10","2005","indirect migration background","Female","42","0.117836099353854","0.0872553605476112","0.148416838160098","6"
"6 on Scale 1 to 10","2005","no migration background","Male","889","0.103552747459583","0.0970333074424759","0.11007218747669","6"
"6 on Scale 1 to 10","2005","no migration background","Female","931","0.0971836398839899","0.0911130795031179","0.103254200264862","6"
"6 on Scale 1 to 10","2005","direct migration background","Male","134","0.129597442448871","0.109962789463433","0.149232095434309","6"
"7 on Scale 1 to 10","2005","no migration background","Male","1528","0.183155684414117","0.174879179882901","0.191432188945333","7"
"7 on Scale 1 to 10","2005","no migration background","Female","1494","0.15260564217371","0.145235759537106","0.159975524810313","7"
"7 on Scale 1 to 10","2005","direct migration background","Male","165","0.130497432726732","0.11080491007654","0.150189955376925","7"
"7 on Scale 1 to 10","2005","direct migration background","Female","234","0.180669126509004","0.159399880986015","0.201938372031993","7"
"7 on Scale 1 to 10","2005","indirect migration background","Male","48","0.103816603126161","0.0740732955169873","0.133559910735334","7"
"7 on Scale 1 to 10","2005","indirect migration background","Female","68","0.149197106949118","0.115403944701427","0.182990269196809","7"
"8 on Scale 1 to 10","2005","no migration background","Male","2032","0.231024930077054","0.222006048914611","0.240043811239497","8"
"8 on Scale 1 to 10","2005","no migration background","Female","2145","0.218971681301875","0.210496288027422","0.227447074576328","8"
"8 on Scale 1 to 10","2005","direct migration background","Male","240","0.186345350176658","0.16358157587923","0.209109124474086","8"
"8 on Scale 1 to 10","2005","direct migration background","Female","246","0.200939261659939","0.178787781585957","0.223090741733921","8"
"8 on Scale 1 to 10","2005","indirect migration background","Male","108","0.247990683748408","0.20588054213638","0.290100825360436","8"
"8 on Scale 1 to 10","2005","indirect migration background","Female","107","0.225898113731779","0.186234752193679","0.265561475269879","8"
"9 on Scale 1 to 10","2005","no migration background","Male","972","0.107442043057887","0.100815722333192","0.114068363782583","9"
"9 on Scale 1 to 10","2005","no migration background","Female","1060","0.099130166419614","0.0930057257419953","0.105254607097233","9"
"9 on Scale 1 to 10","2005","direct migration background","Male","112","0.104413776727501","0.0865366573622017","0.122290896092801","9"
"9 on Scale 1 to 10","2005","direct migration background","Female","129","0.0997156234949041","0.0831521310678362","0.116279115921972","9"
"9 on Scale 1 to 10","2005","indirect migration background","Male","90","0.199988350074722","0.16098446098313","0.238992239166314","9"
"9 on Scale 1 to 10","2005","indirect migration background","Female","81","0.19931071347088","0.161420113316586","0.237201313625174","9"
"0 Completely dissatisfied","2006","no migration background","Male","111","0.0163460630925863","0.0137266358533522","0.0189654903318205","0"
"0 Completely dissatisfied","2006","no migration background","Female","129","0.0154250787546133","0.0129874101899348","0.0178627473192918","0"
"0 Completely dissatisfied","2006","direct migration background","Female","22","","","","0"
"0 Completely dissatisfied","2006","direct migration background","Male","20","","","","0"
"0 Completely dissatisfied","2006","indirect migration background","Female","2","","","","0"
"0 Completely dissatisfied","2006","indirect migration background","Male","","","","","0"
"1 on Scale 1 to 10","2006","no migration background","Male","88","0.0141304479771899","0.0116922650891877","0.0165686308651921","1"
"1 on Scale 1 to 10","2006","no migration background","Female","136","0.0182172992126002","0.0155719302082544","0.0208626682169459","1"
"1 on Scale 1 to 10","2006","direct migration background","Male","6","","","","1"
"1 on Scale 1 to 10","2006","direct migration background","Female","15","","","","1"
"1 on Scale 1 to 10","2006","indirect migration background","Male","","","","","1"
"1 on Scale 1 to 10","2006","indirect migration background","Female","3","","","","1"
"10 Completely satisfied","2006","no migration background","Male","612","0.0660292430942906","0.0608992901034498","0.0711591960851315","10"
"10 Completely satisfied","2006","no migration background","Female","682","0.069722663248069","0.0646849924767289","0.074760334019409","10"
"10 Completely satisfied","2006","direct migration background","Male","105","0.103230983395348","0.0852751459718404","0.121186820818856","10"
"10 Completely satisfied","2006","direct migration background","Female","101","0.0770220662747599","0.0624155600566587","0.091628572492861","10"
"10 Completely satisfied","2006","indirect migration background","Male","66","0.141993673719036","0.107615702722118","0.176371644715954","10"
"10 Completely satisfied","2006","indirect migration background","Female","64","0.139388619162096","0.10657581043739","0.172201427886802","10"
"2 on Scale 1 to 10","2006","no migration background","Male","237","0.0296607183328745","0.0261561766842901","0.0331652599814588","2"
"2 on Scale 1 to 10","2006","no migration background","Female","288","0.0360192632432132","0.0323334089114348","0.0397051175749915","2"
"2 on Scale 1 to 10","2006","direct migration background","Male","37","0.0453789846773121","0.0330960195871237","0.0576619497675006","2"
"2 on Scale 1 to 10","2006","direct migration background","Female","42","0.0263993339570645","0.017616594037142","0.035182073876987","2"
"2 on Scale 1 to 10","2006","indirect migration background","Male","4","","","","2"
"2 on Scale 1 to 10","2006","indirect migration background","Female","10","","","","2"
"3 on Scale 1 to 10","2006","no migration background","Male","457","0.0547541054911601","0.0500545224193164","0.0594536885630039","3"
"3 on Scale 1 to 10","2006","no migration background","Female","526","0.0593472826660311","0.0546736814385138","0.0640208838935484","3"
"3 on Scale 1 to 10","2006","direct migration background","Male","64","0.0641101796567294","0.0496545772895612","0.0785657820238976","3"
"3 on Scale 1 to 10","2006","indirect migration background","Male","18","","","","3"
"3 on Scale 1 to 10","2006","indirect migration background","Female","12","","","","3"
"3 on Scale 1 to 10","2006","direct migration background","Female","84","0.0719000907417777","0.0577485022783558","0.0860516792051995","3"
"4 on Scale 1 to 10","2006","no migration background","Male","527","0.0642425926459639","0.0591776824053183","0.0693075028866096","4"
"4 on Scale 1 to 10","2006","no migration background","Female","599","0.0683627652056651","0.0633708200353576","0.0733547103759726","4"
"4 on Scale 1 to 10","2006","direct migration background","Male","48","0.0606132667787832","0.046531200255455","0.0746953333021114","4"
"4 on Scale 1 to 10","2006","indirect migration background","Male","11","","","","4"
"4 on Scale 1 to 10","2006","indirect migration background","Female","12","","","","4"
"4 on Scale 1 to 10","2006","direct migration background","Female","91","0.0729816465580656","0.058732327820169","0.0872309652959622","4"
"5 on Scale 1 to 10","2006","no migration background","Male","1197","0.138782985034243","0.131641262065619","0.145924708002868","5"
"5 on Scale 1 to 10","2006","no migration background","Female","1398","0.15031741648616","0.143248227587724","0.157386605384595","5"
"5 on Scale 1 to 10","2006","direct migration background","Male","154","0.132838897465064","0.112809270526214","0.152868524403915","5"
"5 on Scale 1 to 10","2006","direct migration background","Female","181","0.143189811424835","0.124001291569758","0.162378331279912","5"
"5 on Scale 1 to 10","2006","indirect migration background","Male","27","","","","5"
"5 on Scale 1 to 10","2006","indirect migration background","Female","40","0.103901396061221","0.0749936122371296","0.132809179885312","5"
"6 on Scale 1 to 10","2006","no migration background","Male","937","0.0978916714036951","0.0917529092809159","0.104030433526474","6"
"6 on Scale 1 to 10","2006","direct migration background","Female","144","0.111379363733887","0.0941446660505403","0.128614061417233","6"
"6 on Scale 1 to 10","2006","indirect migration background","Male","24","","","","6"
"6 on Scale 1 to 10","2006","indirect migration background","Female","32","0.0876370229209369","0.0608481870577757","0.114425858784098","6"
"6 on Scale 1 to 10","2006","no migration background","Female","968","0.0960045867552013","0.0901773094990727","0.10183186401133","6"
"6 on Scale 1 to 10","2006","direct migration background","Male","127","0.108851928459677","0.0904715971919361","0.127232259727418","6"
"7 on Scale 1 to 10","2006","no migration background","Male","1547","0.168011264595732","0.16028790047657","0.175734628714893","7"
"7 on Scale 1 to 10","2006","no migration background","Female","1635","0.158799894738047","0.151570343477082","0.166029445999011","7"
"7 on Scale 1 to 10","2006","direct migration background","Male","196","0.169164429467227","0.147039983715273","0.191288875219182","7"
"7 on Scale 1 to 10","2006","direct migration background","Female","220","0.160669490050732","0.140551883096411","0.180787097005053","7"
"7 on Scale 1 to 10","2006","indirect migration background","Female","67","0.138345072692645","0.105635509663226","0.171054635722065","7"
"7 on Scale 1 to 10","2006","indirect migration background","Male","68","0.195193567278252","0.156156339556411","0.234230795000092","7"
"8 on Scale 1 to 10","2006","no migration background","Male","2265","0.239836035765674","0.231015612131924","0.248656459399425","8"
"8 on Scale 1 to 10","2006","no migration background","Female","2309","0.224368800469046","0.216117062184681","0.232620538753412","8"
"8 on Scale 1 to 10","2006","direct migration background","Male","225","0.174058584936657","0.151682573221241","0.196434596652073","8"
"8 on Scale 1 to 10","2006","direct migration background","Female","264","0.21518338633209","0.19267047976013","0.237696292904051","8"
"8 on Scale 1 to 10","2006","indirect migration background","Male","98","0.249655318346682","0.207026694435884","0.29228394225748","8"
"8 on Scale 1 to 10","2006","indirect migration background","Female","109","0.248172875255343","0.207250356365531","0.289095394145156","8"
"9 on Scale 1 to 10","2006","no migration background","Male","1024","0.11031487256659","0.103843240982399","0.116786504150782","9"
"9 on Scale 1 to 10","2006","no migration background","Female","1148","0.103414949221354","0.0973917949717995","0.109438103470908","9"
"9 on Scale 1 to 10","2006","direct migration background","Male","121","0.117884824453131","0.0988542485047155","0.136915400401546","9"
"9 on Scale 1 to 10","2006","direct migration background","Female","116","0.0912367742484884","0.0754623528124184","0.107011195684558","9"
"9 on Scale 1 to 10","2006","indirect migration background","Male","80","0.177392048557773","0.139768130128762","0.215015966986784","9"
"9 on Scale 1 to 10","2006","indirect migration background","Female","77","0.179753002989485","0.143375188131769","0.216130817847202","9"
"0 Completely dissatisfied","2007","no migration background","Male","98","0.0139451739377568","0.0114441908014976","0.0164461570740159","0"
"0 Completely dissatisfied","2007","no migration background","Female","101","0.0131589647565463","0.0108327990678997","0.0154851304451929","0"
"0 Completely dissatisfied","2007","direct migration background","Male","10","","","","0"
"0 Completely dissatisfied","2007","direct migration background","Female","20","","","","0"
"0 Completely dissatisfied","2007","indirect migration background","Female","","","","","0"
"0 Completely dissatisfied","2007","indirect migration background","Male","1","","","","0"
"1 on Scale 1 to 10","2007","no migration background","Male","102","0.0141330449691461","0.0116155112886699","0.0166505786496223","1"
"1 on Scale 1 to 10","2007","no migration background","Female","126","0.0167717270122767","0.0141503936484918","0.0193930603760616","1"
