"m11125","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"5 on Scale 1 to 10","1991","indirect migration background","Male","8","","","","5"
"6 on Scale 1 to 10","1991","no migration background","Male","454","0.0917498742491766","0.0838264838077269","0.0996732646906263","6"
"6 on Scale 1 to 10","1991","no migration background","Female","559","0.105353283891938","0.09727844104209","0.113428126741786","6"
"6 on Scale 1 to 10","1991","direct migration background","Male","117","0.0932081044634248","0.0778415183198586","0.108574690606991","6"
"6 on Scale 1 to 10","1991","direct migration background","Female","143","0.10608162651278","0.0891187205271008","0.12304453249846","6"
"6 on Scale 1 to 10","1991","indirect migration background","Male","5","","","","6"
"6 on Scale 1 to 10","1991","indirect migration background","Female","7","","","","6"
"7 on Scale 1 to 10","1991","no migration background","Male","759","0.149682643320279","0.139890408283488","0.15947487835707","7"
"7 on Scale 1 to 10","1991","no migration background","Female","766","0.141050073624225","0.131895147665163","0.150204999583288","7"
"7 on Scale 1 to 10","1991","direct migration background","Male","201","0.142777155494025","0.124285620115476","0.161268690872575","7"
"7 on Scale 1 to 10","1991","direct migration background","Female","193","0.152747864319267","0.132931446631085","0.172564282007448","7"
"7 on Scale 1 to 10","1991","indirect migration background","Male","12","","","","7"
"7 on Scale 1 to 10","1991","indirect migration background","Female","28","","","","7"
"8 on Scale 1 to 10","1991","no migration background","Male","1237","0.23515778686097","0.223517298741777","0.246798274980162","8"
"8 on Scale 1 to 10","1991","no migration background","Female","1200","0.199923309423614","0.189404132022627","0.2104424868246","8"
"8 on Scale 1 to 10","1991","direct migration background","Male","332","0.244250404541101","0.221541125357583","0.266959683724619","8"
"8 on Scale 1 to 10","1991","direct migration background","Female","275","0.21195914837139","0.189446235686531","0.234472061056248","8"
"8 on Scale 1 to 10","1991","indirect migration background","Male","44","0.228650784552808","0.166070590073366","0.291230979032249","8"
"8 on Scale 1 to 10","1991","indirect migration background","Female","38","0.170439724391579","0.114887539788277","0.225991908994882","8"
"9 on Scale 1 to 10","1991","no migration background","Male","669","0.125358152769464","0.116269552494913","0.134446753044015","9"
"9 on Scale 1 to 10","1991","direct migration background","Male","189","0.115179205966862","0.0983054624987723","0.132052949434951","9"
"9 on Scale 1 to 10","1991","no migration background","Female","640","0.105392224029557","0.0973160647927245","0.11346838326639","9"
"9 on Scale 1 to 10","1991","direct migration background","Female","134","0.0869517680156018","0.0714308535115871","0.102472682519617","9"
"9 on Scale 1 to 10","1991","indirect migration background","Male","41","0.194122374734529","0.135184104431946","0.253060645037111","9"
"9 on Scale 1 to 10","1991","indirect migration background","Female","37","0.181264651460903","0.124350523247612","0.238178779674194","9"
"0 Completely dissatisfied","1992","no migration background","Male","79","0.0185530302085492","0.0147862916613094","0.022319768755789","0"
"0 Completely dissatisfied","1992","no migration background","Female","119","0.0288596308746408","0.0244117288524487","0.0333075328968328","0"
"0 Completely dissatisfied","1992","direct migration background","Male","21","","","","0"
"0 Completely dissatisfied","1992","direct migration background","Female","25","","","","0"
"0 Completely dissatisfied","1992","indirect migration background","Male","1","","","","0"
"0 Completely dissatisfied","1992","indirect migration background","Female","3","","","","0"
"1 on Scale 1 to 10","1992","no migration background","Male","58","0.0135737018706268","0.0103436752211496","0.0168037285201039","1"
"1 on Scale 1 to 10","1992","no migration background","Female","62","0.0169264778905562","0.013499233131541","0.0203537226495715","1"
"1 on Scale 1 to 10","1992","direct migration background","Male","20","","","","1"
"1 on Scale 1 to 10","1992","direct migration background","Female","14","","","","1"
"1 on Scale 1 to 10","1992","indirect migration background","Male","","","","","1"
"1 on Scale 1 to 10","1992","indirect migration background","Female","1","","","","1"
"10 Completely satisfied","1992","no migration background","Male","523","0.100618631663052","0.0922214068949522","0.109015856431151","10"
"10 Completely satisfied","1992","no migration background","Female","447","0.0776507471428347","0.0705404239461483","0.0847610703395211","10"
"10 Completely satisfied","1992","direct migration background","Female","118","0.0898299734699528","0.0738697689191066","0.105790178020799","10"
"10 Completely satisfied","1992","direct migration background","Male","178","0.121020407476695","0.103492060078789","0.138548754874601","10"
"10 Completely satisfied","1992","indirect migration background","Male","65","0.301938404360558","0.23909246657865","0.364784342142466","10"
"10 Completely satisfied","1992","indirect migration background","Female","40","0.176541936321126","0.124092025001354","0.228991847640898","10"
"2 on Scale 1 to 10","1992","no migration background","Male","112","0.0273554522724756","0.0228021795933222","0.031908724951629","2"
"2 on Scale 1 to 10","1992","no migration background","Female","161","0.0337480185704979","0.0289502625315347","0.0385457746094611","2"
"2 on Scale 1 to 10","1992","direct migration background","Male","30","0.0169332231665117","0.00999922701686127","0.0238672193161622","2"
"2 on Scale 1 to 10","1992","indirect migration background","Male","1","","","","2"
"2 on Scale 1 to 10","1992","direct migration background","Female","40","0.0313944592565818","0.0216610153414223","0.0411279031717412","2"
"2 on Scale 1 to 10","1992","indirect migration background","Female","3","","","","2"
"3 on Scale 1 to 10","1992","no migration background","Male","188","0.0416878356336401","0.036108495916029","0.0472671753512512","3"
"3 on Scale 1 to 10","1992","no migration background","Female","246","0.0504953143179134","0.0446777268939811","0.0563129017418457","3"
"3 on Scale 1 to 10","1992","direct migration background","Female","66","0.0598552519524614","0.0466144269273667","0.073096076977556","3"
"3 on Scale 1 to 10","1992","direct migration background","Male","52","0.0408663320737838","0.0302262575839912","0.0515064065635763","3"
"3 on Scale 1 to 10","1992","indirect migration background","Male","2","","","","3"
"3 on Scale 1 to 10","1992","indirect migration background","Female","6","","","","3"
"4 on Scale 1 to 10","1992","no migration background","Male","215","0.0469632997772711","0.0410577716005954","0.0528688279539468","4"
"4 on Scale 1 to 10","1992","no migration background","Female","292","0.0566735302970336","0.0505303966180118","0.0628166639760554","4"
"4 on Scale 1 to 10","1992","direct migration background","Female","78","0.0767998420382329","0.0619372467790105","0.0916624372974553","4"
"4 on Scale 1 to 10","1992","indirect migration background","Male","1","","","","4"
"4 on Scale 1 to 10","1992","direct migration background","Male","67","0.0591619554025731","0.0464824893371979","0.0718414214679483","4"
"4 on Scale 1 to 10","1992","indirect migration background","Female","3","","","","4"
"5 on Scale 1 to 10","1992","no migration background","Male","616","0.127444322616249","0.118135785122916","0.136752860109582","5"
"5 on Scale 1 to 10","1992","no migration background","Female","791","0.153946456588665","0.144357914140149","0.163534999037182","5"
"5 on Scale 1 to 10","1992","direct migration background","Male","169","0.136890205123453","0.118417032852547","0.155363377394358","5"
"5 on Scale 1 to 10","1992","direct migration background","Female","185","0.15400484366804","0.133857505264412","0.174152182071667","5"
"5 on Scale 1 to 10","1992","indirect migration background","Male","12","","","","5"
"5 on Scale 1 to 10","1992","indirect migration background","Female","21","","","","5"
"6 on Scale 1 to 10","1992","indirect migration background","Male","7","","","","6"
"6 on Scale 1 to 10","1992","no migration background","Male","406","0.0807781327420485","0.0731716880828842","0.0883845774012127","6"
"6 on Scale 1 to 10","1992","no migration background","Female","492","0.0951150142169311","0.0873204820794568","0.102909546354405","6"
"6 on Scale 1 to 10","1992","direct migration background","Male","125","0.10851849777524","0.0918025761882334","0.125234419362248","6"
"6 on Scale 1 to 10","1992","direct migration background","Female","137","0.115218673057255","0.0973971030252311","0.133040243089279","6"
"6 on Scale 1 to 10","1992","indirect migration background","Female","8","","","","6"
"7 on Scale 1 to 10","1992","no migration background","Male","779","0.160737919071896","0.150485352381656","0.170990485762136","7"
"7 on Scale 1 to 10","1992","no migration background","Female","850","0.154954284189275","0.145340138067202","0.164568430311347","7"
"7 on Scale 1 to 10","1992","indirect migration background","Male","21","","","","7"
"7 on Scale 1 to 10","1992","direct migration background","Female","178","0.129703051746315","0.110949851961688","0.148456251530942","7"
"7 on Scale 1 to 10","1992","direct migration background","Male","172","0.136690368666089","0.118228548298827","0.155152189033351","7"
"7 on Scale 1 to 10","1992","indirect migration background","Female","25","","","","7"
"8 on Scale 1 to 10","1992","no migration background","Male","1323","0.261792209218148","0.249520860364272","0.274063558072024","8"
"8 on Scale 1 to 10","1992","no migration background","Female","1298","0.220801384051617","0.209781074232646","0.231821693870587","8"
"8 on Scale 1 to 10","1992","direct migration background","Male","301","0.22330486596715","0.200922981167845","0.245686750766456","8"
"8 on Scale 1 to 10","1992","direct migration background","Female","257","0.216864270371398","0.193861556637515","0.239866984105281","8"
"8 on Scale 1 to 10","1992","indirect migration background","Male","45","0.211395763806238","0.155503866373603","0.267287661238873","8"
"8 on Scale 1 to 10","1992","indirect migration background","Female","51","0.261526628719628","0.201072571935808","0.321980685503448","8"
"9 on Scale 1 to 10","1992","no migration background","Male","631","0.120495464926044","0.111408287161886","0.129582642690203","9"
"9 on Scale 1 to 10","1992","no migration background","Female","684","0.110829141860036","0.102488712318404","0.119169571401667","9"
"9 on Scale 1 to 10","1992","direct migration background","Male","195","0.118631755186842","0.101253688956548","0.136009821417135","9"
"9 on Scale 1 to 10","1992","direct migration background","Female","135","0.0947211874566743","0.0783763239685371","0.111066050944812","9"
"9 on Scale 1 to 10","1992","indirect migration background","Male","50","0.223583542968627","0.166548937264717","0.280618148672538","9"
"9 on Scale 1 to 10","1992","indirect migration background","Female","42","0.175712250767502","0.12335937825905","0.228065123275954","9"
"0 Completely dissatisfied","1993","direct migration background","Female","26","","","","0"
"0 Completely dissatisfied","1993","no migration background","Male","73","0.0190523888833796","0.0152041288434474","0.0229006489233118","0"
"0 Completely dissatisfied","1993","no migration background","Female","99","0.0242130571776736","0.0200872841182904","0.0283388302370568","0"
"0 Completely dissatisfied","1993","direct migration background","Male","26","","","","0"
"0 Completely dissatisfied","1993","indirect migration background","Male","1","","","","0"
"0 Completely dissatisfied","1993","indirect migration background","Female","3","","","","0"
"1 on Scale 1 to 10","1993","no migration background","Male","49","0.0119362201895679","0.00887923956622719","0.0149932008129087","1"
"1 on Scale 1 to 10","1993","direct migration background","Male","14","","","","1"
"1 on Scale 1 to 10","1993","direct migration background","Female","20","","","","1"
"1 on Scale 1 to 10","1993","no migration background","Female","70","0.0171903491802587","0.013701517027713","0.0206791813328044","1"
"1 on Scale 1 to 10","1993","indirect migration background","Male","","","","","1"
"1 on Scale 1 to 10","1993","indirect migration background","Female","","","","","1"
"10 Completely satisfied","1993","no migration background","Female","447","0.0817988826293268","0.0744428166701662","0.0891549485884874","10"
"10 Completely satisfied","1993","no migration background","Male","423","0.0810457216292512","0.0733636423595156","0.0887278008989869","10"
"10 Completely satisfied","1993","direct migration background","Male","160","0.107553682869142","0.0906666821258947","0.124440683612389","10"
"10 Completely satisfied","1993","direct migration background","Female","119","0.10273014349121","0.0855379944142592","0.119922292568162","10"
"10 Completely satisfied","1993","indirect migration background","Male","73","0.31376220277248","0.254933838817035","0.372590566727925","10"
"10 Completely satisfied","1993","indirect migration background","Female","50","0.25439409336002","0.198711129766355","0.310077056953686","10"
"2 on Scale 1 to 10","1993","no migration background","Male","133","0.0289073083157158","0.0241910133858116","0.0336236032456201","2"
"2 on Scale 1 to 10","1993","no migration background","Female","160","0.0352450223183568","0.0302955325637009","0.0401945120730127","2"
"2 on Scale 1 to 10","1993","direct migration background","Male","43","0.034012690700915","0.0241327341677613","0.0438926472340687","2"
"2 on Scale 1 to 10","1993","direct migration background","Female","50","0.0459755564153278","0.0341161506091572","0.0578349622214983","2"
"2 on Scale 1 to 10","1993","indirect migration background","Male","3","","","","2"
"2 on Scale 1 to 10","1993","indirect migration background","Female","1","","","","2"
"3 on Scale 1 to 10","1993","no migration background","Female","265","0.0564068232449694","0.0502143913721468","0.062599255117792","3"
"3 on Scale 1 to 10","1993","no migration background","Male","208","0.0465585991230556","0.0406277928147655","0.0524894054313458","3"
"3 on Scale 1 to 10","1993","direct migration background","Male","64","0.0463185890840043","0.0348627171961206","0.057774460971888","3"
"3 on Scale 1 to 10","1993","direct migration background","Female","62","0.0497438608278832","0.037432394862169","0.0620553267935973","3"
"3 on Scale 1 to 10","1993","indirect migration background","Male","4","","","","3"
"3 on Scale 1 to 10","1993","indirect migration background","Female","2","","","","3"
"4 on Scale 1 to 10","1993","no migration background","Male","225","0.0504147040180478","0.0442556730622865","0.0565737349738091","4"
"4 on Scale 1 to 10","1993","no migration background","Female","326","0.0640024929399471","0.0574328946921948","0.0705720911876994","4"
"4 on Scale 1 to 10","1993","direct migration background","Male","68","0.068090443844483","0.0543601828172492","0.0818207048717168","4"
"4 on Scale 1 to 10","1993","direct migration background","Female","85","0.0649492727944036","0.0509944471526548","0.0789040984361523","4"
"4 on Scale 1 to 10","1993","indirect migration background","Male","3","","","","4"
"4 on Scale 1 to 10","1993","indirect migration background","Female","10","","","","4"
"5 on Scale 1 to 10","1993","no migration background","Male","655","0.13584388766955","0.126199316115565","0.145488459223535","5"
"5 on Scale 1 to 10","1993","no migration background","Female","859","0.16922552484974","0.159161364958405","0.179289684741075","5"
"5 on Scale 1 to 10","1993","direct migration background","Male","170","0.14191081130956","0.122890273823575","0.160931348795545","5"
"5 on Scale 1 to 10","1993","direct migration background","Female","194","0.163759250234129","0.142804221243249","0.184714279225008","5"
"5 on Scale 1 to 10","1993","indirect migration background","Male","16","","","","5"
"5 on Scale 1 to 10","1993","indirect migration background","Female","22","","","","5"
"6 on Scale 1 to 10","1993","no migration background","Male","510","0.107957805728268","0.0992223310629056","0.11669328039363","6"
"6 on Scale 1 to 10","1993","no migration background","Female","563","0.104763504286634","0.096543407740811","0.112983600832457","6"
"6 on Scale 1 to 10","1993","direct migration background","Male","141","0.118324178403174","0.100719015704639","0.135929341101708","6"
"6 on Scale 1 to 10","1993","direct migration background","Female","138","0.110317954114574","0.0925776853637275","0.128058222865421","6"
"6 on Scale 1 to 10","1993","indirect migration background","Male","14","","","","6"
"6 on Scale 1 to 10","1993","indirect migration background","Female","13","","","","6"
"7 on Scale 1 to 10","1993","no migration background","Female","812","0.152741176570367","0.14308535711684","0.162396996023893","7"
"7 on Scale 1 to 10","1993","no migration background","Male","818","0.162259450848531","0.151881142856404","0.172637758840658","7"
"7 on Scale 1 to 10","1993","direct migration background","Female","172","0.153396392404184","0.132989949314383","0.173802835493984","7"
"7 on Scale 1 to 10","1993","indirect migration background","Male","22","","","","7"
"7 on Scale 1 to 10","1993","direct migration background","Male","168","0.123300571570044","0.105379798715616","0.141221344424473","7"
"7 on Scale 1 to 10","1993","indirect migration background","Female","35","0.151433763089846","0.105601807214511","0.197265718965182","7"
"8 on Scale 1 to 10","1993","no migration background","Male","1206","0.251505869183224","0.239292512313541","0.263719226052906","8"
"8 on Scale 1 to 10","1993","no migration background","Female","1197","0.205734802442478","0.194884554330055","0.2165850505549","8"
"8 on Scale 1 to 10","1993","direct migration background","Male","276","0.214562838322219","0.192186871777052","0.236938804867386","8"
"8 on Scale 1 to 10","1993","direct migration background","Female","210","0.179666693490598","0.157927239003621","0.201406147977575","8"
"8 on Scale 1 to 10","1993","indirect migration background","Male","50","0.209269954181507","0.157697630377336","0.260842277985677","8"
"8 on Scale 1 to 10","1993","indirect migration background","Female","56","0.235393909610997","0.181152539954008","0.289635279267985","8"
"9 on Scale 1 to 10","1993","no migration background","Male","548","0.104518044411409","0.0959063057367864","0.113129783086033","9"
"9 on Scale 1 to 10","1993","no migration background","Female","534","0.0886783643602492","0.081047957453687","0.0963087712668115","9"
"9 on Scale 1 to 10","1993","direct migration background","Female","122","0.0854503911013336","0.0696204119248355","0.101280370277832","9"
"9 on Scale 1 to 10","1993","direct migration background","Male","163","0.11369045303696","0.0963881648718308","0.130992741202088","9"
"9 on Scale 1 to 10","1993","indirect migration background","Male","53","0.169856387333723","0.122249838693241","0.217462935974205","9"
"9 on Scale 1 to 10","1993","indirect migration background","Female","43","0.178708890873698","0.129726971363649","0.227690810383747","9"
"0 Completely dissatisfied","1994","direct migration background","Female","22","","","","0"
"0 Completely dissatisfied","1994","no migration background","Male","71","0.0176894849457725","0.0139466676388613","0.0214323022526837","0"
"0 Completely dissatisfied","1994","no migration background","Female","99","0.024284977829353","0.0201356878499694","0.0284342678087365","0"
"0 Completely dissatisfied","1994","direct migration background","Male","28","","","","0"
"0 Completely dissatisfied","1994","indirect migration background","Male","2","","","","0"
"0 Completely dissatisfied","1994","indirect migration background","Female","3","","","","0"
"1 on Scale 1 to 10","1994","no migration background","Male","52","0.0156669900549626","0.0121410051624058","0.0191929749475194","1"
"1 on Scale 1 to 10","1994","no migration background","Female","68","0.0165185236742118","0.0130828481331892","0.0199541992152345","1"
"1 on Scale 1 to 10","1994","direct migration background","Male","16","","","","1"
"1 on Scale 1 to 10","1994","direct migration background","Female","10","","","","1"
"1 on Scale 1 to 10","1994","indirect migration background","Male","","","","","1"
"1 on Scale 1 to 10","1994","indirect migration background","Female","1","","","","1"
"10 Completely satisfied","1994","no migration background","Male","375","0.0730937980980104","0.0657032814917592","0.0804843147042616","10"
"10 Completely satisfied","1994","no migration background","Female","394","0.0716061195261924","0.064656122161114","0.0785561168912707","10"
"10 Completely satisfied","1994","direct migration background","Female","76","0.0556278784325128","0.0423751315270959","0.0688806253379297","10"
"10 Completely satisfied","1994","direct migration background","Male","122","0.0891310635934357","0.0731161797238787","0.105145947462993","10"
"10 Completely satisfied","1994","indirect migration background","Male","63","0.230011326341633","0.177528599209045","0.282494053474222","10"
"10 Completely satisfied","1994","indirect migration background","Female","51","0.12596569302785","0.0845017196061648","0.167429666449536","10"
"2 on Scale 1 to 10","1994","no migration background","Male","121","0.029421703943195","0.0246236421506602","0.0342197657357299","2"
"2 on Scale 1 to 10","1994","no migration background","Female","158","0.0382720234716123","0.0331005979681345","0.0434434489750901","2"
"2 on Scale 1 to 10","1994","direct migration background","Male","36","0.027939153393255","0.0186765162781454","0.0372017905083646","2"
"2 on Scale 1 to 10","1994","direct migration background","Female","43","0.0446504083276247","0.0327082739076587","0.0565925427475907","2"
"2 on Scale 1 to 10","1994","indirect migration background","Male","3","","","","2"
"2 on Scale 1 to 10","1994","indirect migration background","Female","6","","","","2"
"3 on Scale 1 to 10","1994","no migration background","Male","235","0.053421072271791","0.0470362126227839","0.059805931920798","3"
"3 on Scale 1 to 10","1994","direct migration background","Male","61","0.0520328368387566","0.0395499020222836","0.0645157716552296","3"
"3 on Scale 1 to 10","1994","direct migration background","Female","88","0.0754748687636555","0.0602010152731592","0.0907487222541518","3"
"3 on Scale 1 to 10","1994","no migration background","Female","316","0.0681018889595147","0.0613113033209035","0.0748924745981258","3"
"3 on Scale 1 to 10","1994","indirect migration background","Male","2","","","","3"
"3 on Scale 1 to 10","1994","indirect migration background","Female","6","","","","3"
"4 on Scale 1 to 10","1994","no migration background","Male","246","0.0529187878105721","0.0465623296472616","0.0592752459738825","4"
"4 on Scale 1 to 10","1994","direct migration background","Male","78","0.0760718600661808","0.0611709628656514","0.0909727572667102","4"
"4 on Scale 1 to 10","1994","direct migration background","Female","71","0.0493445409327841","0.0368212287641516","0.0618678531014165","4"
"4 on Scale 1 to 10","1994","indirect migration background","Male","3","","","","4"
"4 on Scale 1 to 10","1994","indirect migration background","Female","11","","","","4"
"4 on Scale 1 to 10","1994","no migration background","Female","339","0.0646794727547435","0.0580495738795161","0.0713093716299708","4"
"5 on Scale 1 to 10","1994","no migration background","Female","891","0.177993205380505","0.167682631190765","0.188303779570245","5"
"5 on Scale 1 to 10","1994","no migration background","Male","631","0.137390296970766","0.127615632936473","0.147164961005059","5"
"5 on Scale 1 to 10","1994","direct migration background","Male","177","0.133114664771952","0.11402162474326","0.152207704800643","5"
"5 on Scale 1 to 10","1994","direct migration background","Female","175","0.156838350698312","0.135811722647641","0.177864978748984","5"
"5 on Scale 1 to 10","1994","indirect migration background","Male","18","","","","5"
"5 on Scale 1 to 10","1994","indirect migration background","Female","19","","","","5"
"6 on Scale 1 to 10","1994","no migration background","Male","520","0.103146841681967","0.0945109879737127","0.11178269539022","6"
"6 on Scale 1 to 10","1994","no migration background","Female","548","0.0977267544728589","0.0897225308466794","0.105730978099038","6"
"6 on Scale 1 to 10","1994","direct migration background","Male","119","0.109059654835919","0.0915395106520418","0.126579799019796","6"
"6 on Scale 1 to 10","1994","direct migration background","Female","130","0.121765950877291","0.102857491524726","0.140674410229855","6"
"6 on Scale 1 to 10","1994","indirect migration background","Male","9","","","","6"
"6 on Scale 1 to 10","1994","indirect migration background","Female","19","","","","6"
"7 on Scale 1 to 10","1994","no migration background","Male","826","0.172080454092022","0.161363373956358","0.182797534227687","7"
"7 on Scale 1 to 10","1994","no migration background","Female","838","0.155282640031171","0.145520150107365","0.165045129954978","7"
"7 on Scale 1 to 10","1994","direct migration background","Female","176","0.175313047686012","0.153327374990613","0.197298720381411","7"
"7 on Scale 1 to 10","1994","indirect migration background","Male","24","","","","7"
"7 on Scale 1 to 10","1994","direct migration background","Male","166","0.150426243255589","0.130333295609553","0.170519190901624","7"
"7 on Scale 1 to 10","1994","indirect migration background","Female","30","0.118109122701628","0.0777789869056103","0.158439258497646","7"
"8 on Scale 1 to 10","1994","no migration background","Male","1141","0.23531656056444","0.223272200589356","0.247360920539525","8"
"8 on Scale 1 to 10","1994","no migration background","Female","1095","0.193635198734041","0.18298392932626","0.204286468141821","8"
"8 on Scale 1 to 10","1994","direct migration background","Male","266","0.23332108779972","0.209549124077673","0.257093051521767","8"
"8 on Scale 1 to 10","1994","direct migration background","Female","233","0.198679155101522","0.175608100392858","0.221750209810187","8"
"8 on Scale 1 to 10","1994","indirect migration background","Male","67","0.224893933085708","0.172826154142188","0.276961712029227","8"
"8 on Scale 1 to 10","1994","indirect migration background","Female","49","0.169169878686971","0.122321110851667","0.216018646522274","8"
"9 on Scale 1 to 10","1994","no migration background","Male","547","0.109854009566501","0.100975190316682","0.11873282881632","9"
"9 on Scale 1 to 10","1994","no migration background","Female","541","0.0918991951657966","0.0841122642796393","0.0996861260519539","9"
"9 on Scale 1 to 10","1994","direct migration background","Male","147","0.085929006439291","0.0701768084258662","0.101681204452716","9"
"9 on Scale 1 to 10","1994","direct migration background","Female","125","0.0871369788905727","0.0708293006760926","0.103444657105053","9"
"9 on Scale 1 to 10","1994","indirect migration background","Male","56","0.229731642185777","0.177271308131174","0.28219197624038","9"
"9 on Scale 1 to 10","1994","indirect migration background","Female","51","0.247798198029555","0.193847534028694","0.301748862030417","9"
"0 Completely dissatisfied","1995","direct migration background","Female","25","","","","0"
"0 Completely dissatisfied","1995","no migration background","Male","57","0.0161337688274235","0.0125474486829957","0.0197200889718514","0"
"0 Completely dissatisfied","1995","no migration background","Female","91","0.023337353211742","0.0192593553664154","0.0274153510570685","0"
"0 Completely dissatisfied","1995","direct migration background","Male","17","","","","0"
"0 Completely dissatisfied","1995","indirect migration background","Male","","","","","0"
"0 Completely dissatisfied","1995","indirect migration background","Female","2","","","","0"
"1 on Scale 1 to 10","1995","direct migration background","Male","17","","","","1"
"1 on Scale 1 to 10","1995","no migration background","Male","36","0.00917641224717105","0.00646217541380828","0.0118906490805338","1"
"1 on Scale 1 to 10","1995","no migration background","Female","64","0.0146982158431142","0.0114475984994268","0.0179488331868015","1"
"1 on Scale 1 to 10","1995","direct migration background","Female","13","","","","1"
"1 on Scale 1 to 10","1995","indirect migration background","Male","2","","","","1"
"1 on Scale 1 to 10","1995","indirect migration background","Female","","","","","1"
"10 Completely satisfied","1995","no migration background","Female","334","0.0583802680089546","0.0520471187898103","0.064713417228099","10"
"10 Completely satisfied","1995","no migration background","Male","343","0.0639354052252152","0.0569717584481093","0.0708990520023211","10"
"10 Completely satisfied","1995","direct migration background","Male","183","0.126617658051397","0.109303056269406","0.143932259833388","10"
"10 Completely satisfied","1995","direct migration background","Female","138","0.098201583998732","0.082517795337511","0.113885372659953","10"
"10 Completely satisfied","1995","indirect migration background","Male","56","0.164765267889302","0.1190538242059","0.210476711572704","10"
"10 Completely satisfied","1995","indirect migration background","Female","59","0.225621847630036","0.174418868532648","0.276824826727424","10"
"2 on Scale 1 to 10","1995","no migration background","Male","104","0.0259297026067111","0.0214058647402916","0.0304535404731306","2"
"2 on Scale 1 to 10","1995","no migration background","Female","155","0.0385778466100687","0.0333757914040957","0.0437799018160418","2"
"2 on Scale 1 to 10","1995","direct migration background","Male","40","0.0277070513600526","0.0191611694195854","0.0362529333005198","2"
"2 on Scale 1 to 10","1995","direct migration background","Female","50","0.0410043728367377","0.0305533113875768","0.0514554342858985","2"
"2 on Scale 1 to 10","1995","indirect migration background","Male","1","","","","2"
"2 on Scale 1 to 10","1995","indirect migration background","Female","6","","","","2"
"3 on Scale 1 to 10","1995","no migration background","Male","236","0.0554541216064624","0.0489394645704013","0.0619687786425235","3"
"3 on Scale 1 to 10","1995","no migration background","Female","304","0.0656169780553563","0.0589286204527168","0.0723053356579958","3"
"3 on Scale 1 to 10","1995","direct migration background","Male","72","0.0531289601642543","0.0414508050131904","0.0648071153153182","3"
"3 on Scale 1 to 10","1995","direct migration background","Female","73","0.0508513361593477","0.0392727560243307","0.0624299162943647","3"
"3 on Scale 1 to 10","1995","indirect migration background","Male","5","","","","3"
"3 on Scale 1 to 10","1995","indirect migration background","Female","12","","","","3"
"4 on Scale 1 to 10","1995","no migration background","Male","275","0.0589540885300777","0.0522494482159778","0.0656587288441777","4"
"4 on Scale 1 to 10","1995","no migration background","Female","314","0.0641843331713554","0.0575643242328184","0.0708043421098924","4"
"4 on Scale 1 to 10","1995","direct migration background","Male","72","0.0488886888936629","0.0376611896523115","0.0601161881350144","4"
"4 on Scale 1 to 10","1995","direct migration background","Female","75","0.0566275355915619","0.0444462695138902","0.0688088016692336","4"
"4 on Scale 1 to 10","1995","indirect migration background","Male","6","","","","4"
"4 on Scale 1 to 10","1995","indirect migration background","Female","6","","","","4"
"5 on Scale 1 to 10","1995","no migration background","Female","812","0.166835635698941","0.15676495893784","0.176906312460041","5"
"5 on Scale 1 to 10","1995","no migration background","Male","636","0.139472720075328","0.129611286128738","0.149334154021918","5"
"5 on Scale 1 to 10","1995","direct migration background","Male","196","0.148699849987117","0.130174783043521","0.167224916930712","5"
"5 on Scale 1 to 10","1995","direct migration background","Female","247","0.170031126828229","0.150232634483643","0.189829619172815","5"
"5 on Scale 1 to 10","1995","indirect migration background","Male","14","","","","5"
"5 on Scale 1 to 10","1995","indirect migration background","Female","23","","","","5"
"6 on Scale 1 to 10","1995","no migration background","Male","497","0.106900915568284","0.0981055550070541","0.115696276129515","6"
"6 on Scale 1 to 10","1995","no migration background","Female","567","0.105821830506345","0.0975128341314561","0.114130826881235","6"
"6 on Scale 1 to 10","1995","direct migration background","Male","139","0.086268798466783","0.0716504177561381","0.100887179177428","6"
"6 on Scale 1 to 10","1995","direct migration background","Female","127","0.0940681776955564","0.0786828722051826","0.10945348318593","6"
"6 on Scale 1 to 10","1995","indirect migration background","Male","18","","","","6"
"6 on Scale 1 to 10","1995","indirect migration background","Female","18","","","","6"
"7 on Scale 1 to 10","1995","no migration background","Male","833","0.171994873910721","0.161252818757772","0.182736929063669","7"
"7 on Scale 1 to 10","1995","no migration background","Female","888","0.166823589680511","0.156753203693253","0.176893975667768","7"
"7 on Scale 1 to 10","1995","direct migration background","Female","200","0.144937042333994","0.126383546775086","0.163490537892903","7"
"7 on Scale 1 to 10","1995","direct migration background","Male","186","0.138356166960391","0.120378790259971","0.156333543660811","7"
"7 on Scale 1 to 10","1995","indirect migration background","Male","36","0.185162738509442","0.137299721746984","0.233025755271901","7"
"7 on Scale 1 to 10","1995","indirect migration background","Female","18","","","","7"
"8 on Scale 1 to 10","1995","direct migration background","Male","322","0.221629493494003","0.200003795751992","0.243255191236015","8"
"8 on Scale 1 to 10","1995","no migration background","Male","1175","0.241177550418448","0.229000232661835","0.253354868175061","8"
"8 on Scale 1 to 10","1995","no migration background","Female","1180","0.203974921676022","0.19309061760887","0.214859225743175","8"
"8 on Scale 1 to 10","1995","direct migration background","Female","286","0.201771137146218","0.180620169769827","0.222922104522609","8"
"8 on Scale 1 to 10","1995","indirect migration background","Male","62","0.235030922901477","0.182782609805237","0.287279235997717","8"
