"m11125","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"2 on Scale 1 to 10","1984","higher vocational","Female","5","","",""
"2 on Scale 1 to 10","1984","higher education","Male","11","","",""
"2 on Scale 1 to 10","1984","higher education","Female","7","","",""
"3 on Scale 1 to 10","1984","in school","Male","3","","",""
"3 on Scale 1 to 10","1984","in school","Female","","","",""
"3 on Scale 1 to 10","1984","inadequately","Male","15","","",""
"3 on Scale 1 to 10","1984","inadequately","Female","37","0.0690891782341858","0.0486774490620362","0.0895009074063354"
"3 on Scale 1 to 10","1984","general elemantary","Male","43","0.0382842981465762","0.0272038953113602","0.0493647009817922"
"3 on Scale 1 to 10","1984","general elemantary","Female","128","0.0624744320739461","0.052605166861061","0.0723436972868312"
"3 on Scale 1 to 10","1984","middle vocational","Male","106","0.0365882305662697","0.03005042226976","0.0431260388627795"
"3 on Scale 1 to 10","1984","middle vocational","Female","98","0.0417204658530086","0.0339552362833965","0.0494856954226207"
"3 on Scale 1 to 10","1984","vocational + Abi","Male","6","","",""
"3 on Scale 1 to 10","1984","vocational + Abi","Female","6","","",""
"3 on Scale 1 to 10","1984","higher vocational","Male","24","","",""
"3 on Scale 1 to 10","1984","higher vocational","Female","3","","",""
"3 on Scale 1 to 10","1984","higher education","Male","13","","",""
"3 on Scale 1 to 10","1984","higher education","Female","10","","",""
"4 on Scale 1 to 10","1984","in school","Male","1","","",""
"4 on Scale 1 to 10","1984","in school","Female","1","","",""
"4 on Scale 1 to 10","1984","inadequately","Male","15","","",""
"4 on Scale 1 to 10","1984","inadequately","Female","38","0.0573866775709457","0.0386672281087454","0.0761061270331459"
"4 on Scale 1 to 10","1984","general elemantary","Male","40","0.047085989356406","0.0348540714484218","0.0593179072643902"
"4 on Scale 1 to 10","1984","general elemantary","Female","109","0.0534009007790998","0.044232376572524","0.0625694249856756"
"4 on Scale 1 to 10","1984","middle vocational","Male","132","0.0424449257122215","0.0354247129507585","0.0494651384736844"
"4 on Scale 1 to 10","1984","middle vocational","Female","104","0.0435115787293084","0.035588829723636","0.0514343277349807"
"4 on Scale 1 to 10","1984","vocational + Abi","Male","7","","",""
"4 on Scale 1 to 10","1984","vocational + Abi","Female","7","","",""
"4 on Scale 1 to 10","1984","higher vocational","Male","12","","",""
"4 on Scale 1 to 10","1984","higher vocational","Female","10","","",""
"4 on Scale 1 to 10","1984","higher education","Male","19","","",""
"4 on Scale 1 to 10","1984","higher education","Female","5","","",""
"5 on Scale 1 to 10","1984","in school","Male","3","","",""
"5 on Scale 1 to 10","1984","in school","Female","6","","",""
"5 on Scale 1 to 10","1984","inadequately","Male","59","0.109396503992362","0.0797558889534932","0.139037119031231"
"5 on Scale 1 to 10","1984","inadequately","Female","105","0.164045713846201","0.134240348296975","0.193851079395427"
"5 on Scale 1 to 10","1984","general elemantary","Male","146","0.153718175158242","0.132890443747488","0.174545906568997"
"5 on Scale 1 to 10","1984","general elemantary","Female","425","0.196497396024793","0.180293697846733","0.212701094202852"
"5 on Scale 1 to 10","1984","middle vocational","Male","414","0.139880378451624","0.12780186933443","0.151958887568817"
"5 on Scale 1 to 10","1984","middle vocational","Female","388","0.162352166793545","0.148030505520551","0.176673828066539"
"5 on Scale 1 to 10","1984","vocational + Abi","Male","23","","",""
"5 on Scale 1 to 10","1984","vocational + Abi","Female","12","","",""
"5 on Scale 1 to 10","1984","higher vocational","Male","58","0.152603971098318","0.116542574739298","0.188665367457338"
"5 on Scale 1 to 10","1984","higher vocational","Female","54","0.211390730244147","0.163221749321271","0.259559711167022"
"5 on Scale 1 to 10","1984","higher education","Male","46","0.0848396780221867","0.0612504464829053","0.108428909561468"
"5 on Scale 1 to 10","1984","higher education","Female","25","","",""
"6 on Scale 1 to 10","1984","in school","Male","2","","",""
"6 on Scale 1 to 10","1984","in school","Female","2","","",""
"6 on Scale 1 to 10","1984","inadequately","Male","36","0.0828916836584262","0.0567093057072667","0.109074061609586"
"6 on Scale 1 to 10","1984","inadequately","Female","41","0.0757307884941429","0.0544368386464659","0.0970247383418199"
"6 on Scale 1 to 10","1984","general elemantary","Male","65","0.0541281847719036","0.0410619720215536","0.0671943975222535"
"6 on Scale 1 to 10","1984","general elemantary","Female","165","0.0719525973482788","0.0614147860160671","0.0824904086804905"
"6 on Scale 1 to 10","1984","middle vocational","Male","210","0.0696145552062177","0.0607524483021908","0.0784766621102447"
"6 on Scale 1 to 10","1984","middle vocational","Female","172","0.0662170445576689","0.0565600611258692","0.0758740279894686"
"6 on Scale 1 to 10","1984","vocational + Abi","Male","12","","",""
"6 on Scale 1 to 10","1984","vocational + Abi","Female","6","","",""
"6 on Scale 1 to 10","1984","higher vocational","Male","27","","",""
"6 on Scale 1 to 10","1984","higher vocational","Female","12","","",""
"6 on Scale 1 to 10","1984","higher education","Male","25","","",""
"6 on Scale 1 to 10","1984","higher education","Female","17","","",""
"7 on Scale 1 to 10","1984","in school","Male","9","","",""
"7 on Scale 1 to 10","1984","in school","Female","5","","",""
"7 on Scale 1 to 10","1984","inadequately","Male","47","0.111418562597022","0.0815392442536561","0.141297880940389"
"7 on Scale 1 to 10","1984","inadequately","Female","59","0.11057883814747","0.085337609857288","0.135820066437653"
"7 on Scale 1 to 10","1984","general elemantary","Male","129","0.110795132109884","0.0926699196039094","0.128920344615859"
"7 on Scale 1 to 10","1984","general elemantary","Female","243","0.112312882972047","0.0994367086625285","0.125189057281565"
"7 on Scale 1 to 10","1984","middle vocational","Male","379","0.123802132712883","0.112333261827333","0.135271003598434"
"7 on Scale 1 to 10","1984","middle vocational","Female","319","0.12786825468999","0.114899268293217","0.140837241086764"
"7 on Scale 1 to 10","1984","vocational + Abi","Male","21","","",""
"7 on Scale 1 to 10","1984","vocational + Abi","Female","12","","",""
"7 on Scale 1 to 10","1984","higher vocational","Male","50","0.132032400393221","0.0980848512337706","0.165979949552672"
"7 on Scale 1 to 10","1984","higher vocational","Female","26","","",""
"7 on Scale 1 to 10","1984","higher education","Male","76","0.145510624596791","0.115659109238937","0.175362139954645"
"7 on Scale 1 to 10","1984","higher education","Female","28","","",""
"8 on Scale 1 to 10","1984","in school","Male","19","","",""
"8 on Scale 1 to 10","1984","in school","Female","16","","",""
"8 on Scale 1 to 10","1984","inadequately","Male","55","0.125482181279467","0.0940250834729625","0.156939279085971"
"8 on Scale 1 to 10","1984","inadequately","Female","81","0.124772958549819","0.0981754262780356","0.151370490821602"
"8 on Scale 1 to 10","1984","general elemantary","Male","169","0.144991070922468","0.124659178395307","0.165322963449629"
"8 on Scale 1 to 10","1984","general elemantary","Female","348","0.145526181770065","0.131146077057028","0.159906286483102"
"8 on Scale 1 to 10","1984","middle vocational","Male","607","0.187277819825754","0.173692504186897","0.200863135464612"
"8 on Scale 1 to 10","1984","middle vocational","Female","463","0.177500830805482","0.162661936290436","0.192339725320528"
"8 on Scale 1 to 10","1984","vocational + Abi","Male","35","0.210374968783309","0.153169404862628","0.267580532703991"
"8 on Scale 1 to 10","1984","vocational + Abi","Female","18","","",""
"8 on Scale 1 to 10","1984","higher vocational","Male","88","0.226869428510789","0.184871214580183","0.268867642441395"
"8 on Scale 1 to 10","1984","higher vocational","Female","57","0.193512798234142","0.146906228864897","0.240119367603387"
"8 on Scale 1 to 10","1984","higher education","Male","126","0.241500899707236","0.205268040395344","0.277733759019129"
"8 on Scale 1 to 10","1984","higher education","Female","62","0.235921720857099","0.183912422002361","0.287931019711836"
"9 on Scale 1 to 10","1984","in school","Male","24","","",""
"9 on Scale 1 to 10","1984","in school","Female","14","","",""
"9 on Scale 1 to 10","1984","inadequately","Male","33","0.0933804889979219","0.0657502975620129","0.121010680433831"
"9 on Scale 1 to 10","1984","inadequately","Female","44","0.0697315221894767","0.0492322014923192","0.0902308428866341"
"9 on Scale 1 to 10","1984","general elemantary","Male","147","0.118157929266752","0.0995178096814418","0.136798048852063"
"9 on Scale 1 to 10","1984","general elemantary","Female","199","0.0729438688452214","0.0623393855256356","0.0835483521648071"
"9 on Scale 1 to 10","1984","middle vocational","Male","385","0.116672252351396","0.105493322471399","0.127851182231392"
"9 on Scale 1 to 10","1984","middle vocational","Female","286","0.104845281723542","0.0929477432846058","0.116742820162478"
"9 on Scale 1 to 10","1984","vocational + Abi","Male","33","0.164343198925414","0.112329153874708","0.21635724397612"
"9 on Scale 1 to 10","1984","vocational + Abi","Female","23","","",""
"9 on Scale 1 to 10","1984","higher vocational","Male","42","0.110394775802893","0.0789687594042429","0.141820792201543"
"9 on Scale 1 to 10","1984","higher vocational","Female","29","","",""
"9 on Scale 1 to 10","1984","higher education","Male","84","0.15818348480123","0.127290847435516","0.189076122166945"
"9 on Scale 1 to 10","1984","higher education","Female","38","0.139035927480734","0.0966536644920644","0.181418190469403"
"10 Completely satisfied","1984","in school","Male","31","0.332872958191139","0.238111918146609","0.427633998235669"
"10 Completely satisfied","1984","in school","Female","46","0.456099102065057","0.354323501479374","0.557874702650739"
"10 Completely satisfied","1984","inadequately","Male","119","0.273375644388019","0.231052475566622","0.315698813209417"
"10 Completely satisfied","1984","inadequately","Female","119","0.191187198368444","0.159537166097316","0.222837230639573"
"10 Completely satisfied","1984","general elemantary","Male","326","0.239430811369665","0.214788511737123","0.264073111002206"
"10 Completely satisfied","1984","general elemantary","Female","461","0.162051003140223","0.147023848499198","0.177078157781248"
"10 Completely satisfied","1984","middle vocational","Male","711","0.206338901488671","0.192247194361707","0.220430608615635"
"10 Completely satisfied","1984","middle vocational","Female","562","0.206372365005462","0.190655432789892","0.222089297221032"
"10 Completely satisfied","1984","vocational + Abi","Male","49","0.195366183093684","0.139717534555026","0.251014831632341"
"10 Completely satisfied","1984","vocational + Abi","Female","30","0.245010777519817","0.167078363253507","0.322943191786127"
"10 Completely satisfied","1984","higher vocational","Male","59","0.143437855926517","0.108287660787539","0.178588051065495"
"10 Completely satisfied","1984","higher vocational","Female","65","0.213076814494332","0.164767839997928","0.261385788990737"
"10 Completely satisfied","1984","higher education","Male","126","0.214071925350226","0.179347349065398","0.248796501635055"
"10 Completely satisfied","1984","higher education","Female","59","0.218084843170829","0.167499969952607","0.268669716389051"
"0 Completely dissatisfied","1985","in school","Male","","","",""
"0 Completely dissatisfied","1985","in school","Female","","","",""
"0 Completely dissatisfied","1985","inadequately","Male","12","","",""
"0 Completely dissatisfied","1985","inadequately","Female","15","","",""
"0 Completely dissatisfied","1985","general elemantary","Male","18","","",""
"0 Completely dissatisfied","1985","general elemantary","Female","53","0.0281782042691116","0.0209831145574315","0.0353732939807917"
"0 Completely dissatisfied","1985","middle vocational","Male","63","0.0261854847244712","0.0203125205497224","0.0320584488992199"
"0 Completely dissatisfied","1985","middle vocational","Female","41","0.0202725416438501","0.0145575129872165","0.0259875703004837"
"0 Completely dissatisfied","1985","vocational + Abi","Male","3","","",""
"0 Completely dissatisfied","1985","vocational + Abi","Female","2","","",""
"0 Completely dissatisfied","1985","higher vocational","Male","7","","",""
"0 Completely dissatisfied","1985","higher vocational","Female","7","","",""
"0 Completely dissatisfied","1985","higher education","Male","3","","",""
"0 Completely dissatisfied","1985","higher education","Female","2","","",""
"1 on Scale 1 to 10","1985","in school","Male","1","","",""
"1 on Scale 1 to 10","1985","in school","Female","1","","",""
"1 on Scale 1 to 10","1985","inadequately","Male","6","","",""
"1 on Scale 1 to 10","1985","inadequately","Female","12","","",""
"1 on Scale 1 to 10","1985","general elemantary","Male","11","","",""
"1 on Scale 1 to 10","1985","general elemantary","Female","29","","",""
"1 on Scale 1 to 10","1985","middle vocational","Male","34","0.0132538444869632","0.00904790928264292","0.0174597796912835"
"1 on Scale 1 to 10","1985","middle vocational","Female","26","","",""
"1 on Scale 1 to 10","1985","vocational + Abi","Male","1","","",""
"1 on Scale 1 to 10","1985","vocational + Abi","Female","1","","",""
"1 on Scale 1 to 10","1985","higher vocational","Male","6","","",""
"1 on Scale 1 to 10","1985","higher vocational","Female","1","","",""
"1 on Scale 1 to 10","1985","higher education","Male","2","","",""
"1 on Scale 1 to 10","1985","higher education","Female","","","",""
"2 on Scale 1 to 10","1985","in school","Male","1","","",""
"2 on Scale 1 to 10","1985","in school","Female","","","",""
"2 on Scale 1 to 10","1985","inadequately","Male","19","","",""
"2 on Scale 1 to 10","1985","inadequately","Female","19","","",""
"2 on Scale 1 to 10","1985","general elemantary","Male","25","","",""
"2 on Scale 1 to 10","1985","general elemantary","Female","79","0.0430787793469458","0.0342509073674217","0.0519066513264698"
"2 on Scale 1 to 10","1985","middle vocational","Male","69","0.024164387004926","0.0185167712112563","0.0298120027985957"
"2 on Scale 1 to 10","1985","middle vocational","Female","51","0.026840404598236","0.0202865283680368","0.0333942808284353"
"2 on Scale 1 to 10","1985","vocational + Abi","Male","7","","",""
"2 on Scale 1 to 10","1985","vocational + Abi","Female","3","","",""
"2 on Scale 1 to 10","1985","higher vocational","Male","7","","",""
"2 on Scale 1 to 10","1985","higher vocational","Female","10","","",""
"2 on Scale 1 to 10","1985","higher education","Male","7","","",""
"2 on Scale 1 to 10","1985","higher education","Female","3","","",""
"3 on Scale 1 to 10","1985","in school","Male","","","",""
"3 on Scale 1 to 10","1985","in school","Female","","","",""
"3 on Scale 1 to 10","1985","inadequately","Male","14","","",""
"3 on Scale 1 to 10","1985","inadequately","Female","29","","",""
"3 on Scale 1 to 10","1985","general elemantary","Male","31","0.039296521691588","0.0274421107223166","0.0511509326608595"
"3 on Scale 1 to 10","1985","general elemantary","Female","98","0.0549006547917517","0.0449965840784142","0.0648047255050891"
"3 on Scale 1 to 10","1985","middle vocational","Male","105","0.0386315292156192","0.0315438376792144","0.045719220752024"
"3 on Scale 1 to 10","1985","middle vocational","Female","84","0.0396503692103749","0.0317372086731772","0.0475635297475725"
"3 on Scale 1 to 10","1985","vocational + Abi","Male","6","","",""
"3 on Scale 1 to 10","1985","vocational + Abi","Female","5","","",""
"3 on Scale 1 to 10","1985","higher vocational","Male","17","","",""
"3 on Scale 1 to 10","1985","higher vocational","Female","7","","",""
"3 on Scale 1 to 10","1985","higher education","Male","15","","",""
"3 on Scale 1 to 10","1985","higher education","Female","6","","",""
"4 on Scale 1 to 10","1985","in school","Male","4","","",""
"4 on Scale 1 to 10","1985","in school","Female","1","","",""
"4 on Scale 1 to 10","1985","inadequately","Male","12","","",""
"4 on Scale 1 to 10","1985","inadequately","Female","37","0.0880594709444937","0.0629426334288467","0.113176308460141"
"4 on Scale 1 to 10","1985","general elemantary","Male","40","0.0436311506645649","0.0311682456055768","0.0560940557235529"
"4 on Scale 1 to 10","1985","general elemantary","Female","114","0.0624678702031766","0.0519456431506279","0.0729900972557253"
"4 on Scale 1 to 10","1985","middle vocational","Male","128","0.052146643910922","0.0439700453033672","0.0603232425184768"
"4 on Scale 1 to 10","1985","middle vocational","Female","119","0.0539974690601086","0.044832214682849","0.0631627234373681"
"4 on Scale 1 to 10","1985","vocational + Abi","Male","6","","",""
"4 on Scale 1 to 10","1985","vocational + Abi","Female","4","","",""
"4 on Scale 1 to 10","1985","higher vocational","Male","18","","",""
"4 on Scale 1 to 10","1985","higher vocational","Female","14","","",""
"4 on Scale 1 to 10","1985","higher education","Male","10","","",""
"4 on Scale 1 to 10","1985","higher education","Female","7","","",""
"5 on Scale 1 to 10","1985","in school","Male","7","","",""
"5 on Scale 1 to 10","1985","in school","Female","5","","",""
"5 on Scale 1 to 10","1985","inadequately","Male","47","0.170207818946325","0.131003387426767","0.209412250465883"
"5 on Scale 1 to 10","1985","inadequately","Female","81","0.175801378500916","0.142063269155535","0.209539487846297"
"5 on Scale 1 to 10","1985","general elemantary","Male","125","0.115831309844164","0.0963064110244186","0.13535620866391"
"5 on Scale 1 to 10","1985","general elemantary","Female","403","0.213376771497939","0.195563520292476","0.231190022703403"
"5 on Scale 1 to 10","1985","middle vocational","Male","397","0.149219994029028","0.136115777286349","0.162324210771706"
"5 on Scale 1 to 10","1985","middle vocational","Female","369","0.16217370510459","0.147225849825477","0.177121560383703"
"5 on Scale 1 to 10","1985","vocational + Abi","Male","16","","",""
"5 on Scale 1 to 10","1985","vocational + Abi","Female","20","","",""
"5 on Scale 1 to 10","1985","higher vocational","Male","55","0.157389740472002","0.119719148259118","0.195060332684885"
"5 on Scale 1 to 10","1985","higher vocational","Female","38","0.155785370861135","0.111619379613067","0.199951362109203"
"5 on Scale 1 to 10","1985","higher education","Male","50","0.101119930572564","0.0749542364676772","0.12728562467745"
"5 on Scale 1 to 10","1985","higher education","Female","30","0.124015056191903","0.0829109562924888","0.165119156091318"
"6 on Scale 1 to 10","1985","in school","Male","3","","",""
"6 on Scale 1 to 10","1985","in school","Female","","","",""
"6 on Scale 1 to 10","1985","inadequately","Male","22","","",""
"6 on Scale 1 to 10","1985","inadequately","Female","42","0.0730843392753063","0.0500154898722893","0.0961531886783234"
"6 on Scale 1 to 10","1985","general elemantary","Male","65","0.0830089042813323","0.0661762291274768","0.0998415794351878"
"6 on Scale 1 to 10","1985","general elemantary","Female","171","0.0892828393414701","0.0768845434784218","0.101681135204519"
"6 on Scale 1 to 10","1985","middle vocational","Male","240","0.0866770592892304","0.076329136289579","0.0970249822888818"
"6 on Scale 1 to 10","1985","middle vocational","Female","184","0.0803504580388016","0.0693270209059112","0.0913738951716919"
"6 on Scale 1 to 10","1985","vocational + Abi","Male","15","","",""
"6 on Scale 1 to 10","1985","vocational + Abi","Female","8","","",""
"6 on Scale 1 to 10","1985","higher vocational","Male","37","0.109806178295647","0.0774649475536912","0.142147409037603"
"6 on Scale 1 to 10","1985","higher vocational","Female","20","","",""
"6 on Scale 1 to 10","1985","higher education","Male","34","0.0754188351747495","0.0525009027674605","0.0983367675820385"
"6 on Scale 1 to 10","1985","higher education","Female","21","","",""
"7 on Scale 1 to 10","1985","in school","Male","18","","",""
"7 on Scale 1 to 10","1985","in school","Female","6","","",""
"7 on Scale 1 to 10","1985","inadequately","Male","54","0.127118686116679","0.0923696282511246","0.161867743982234"
"7 on Scale 1 to 10","1985","inadequately","Female","58","0.104731255906913","0.0775913380746473","0.131871173739179"
"7 on Scale 1 to 10","1985","general elemantary","Male","135","0.133247483784422","0.112513378176658","0.153981589392186"
"7 on Scale 1 to 10","1985","general elemantary","Female","240","0.121777153480945","0.107558072953258","0.135996234008631"
"7 on Scale 1 to 10","1985","middle vocational","Male","385","0.142299199980576","0.129450533448379","0.155147866512773"
"7 on Scale 1 to 10","1985","middle vocational","Female","331","0.139986543946449","0.125916111649625","0.154056976243273"
"7 on Scale 1 to 10","1985","vocational + Abi","Male","22","","",""
"7 on Scale 1 to 10","1985","vocational + Abi","Female","16","","",""
"7 on Scale 1 to 10","1985","higher vocational","Male","47","0.131387608133753","0.0964421224826696","0.166333093784837"
"7 on Scale 1 to 10","1985","higher vocational","Female","34","0.121815007629163","0.0819821363497468","0.16164787890858"
"7 on Scale 1 to 10","1985","higher education","Male","86","0.176990865808514","0.143867019759801","0.210114711857227"
"7 on Scale 1 to 10","1985","higher education","Female","27","","",""
"8 on Scale 1 to 10","1985","in school","Male","27","","",""
"8 on Scale 1 to 10","1985","in school","Female","16","","",""
"8 on Scale 1 to 10","1985","inadequately","Male","62","0.175350931723136","0.135682104275194","0.215019759171078"
"8 on Scale 1 to 10","1985","inadequately","Female","91","0.158032379337471","0.125701732318662","0.19036302635628"
"8 on Scale 1 to 10","1985","general elemantary","Male","200","0.183872547464595","0.160238087559291","0.2075070073699"
"8 on Scale 1 to 10","1985","general elemantary","Female","351","0.159355908502913","0.143442016482001","0.175269800523825"
"8 on Scale 1 to 10","1985","middle vocational","Male","612","0.207110120150607","0.192206354306448","0.222013885994765"
"8 on Scale 1 to 10","1985","middle vocational","Female","470","0.187884746532622","0.172044342042812","0.203725151022433"
"8 on Scale 1 to 10","1985","vocational + Abi","Male","39","0.249090041198767","0.184268082451632","0.313911999945901"
"8 on Scale 1 to 10","1985","vocational + Abi","Female","19","","",""
"8 on Scale 1 to 10","1985","higher vocational","Male","86","0.242479356198757","0.198145502049572","0.286813210347941"
"8 on Scale 1 to 10","1985","higher vocational","Female","55","0.202448776366004","0.153512031278249","0.251385521453759"
"8 on Scale 1 to 10","1985","higher education","Male","144","0.274060098219665","0.235348933202091","0.312771263237238"
"8 on Scale 1 to 10","1985","higher education","Female","61","0.233493208500485","0.180734428480578","0.286251988520393"
"9 on Scale 1 to 10","1985","in school","Male","24","","",""
"9 on Scale 1 to 10","1985","in school","Female","13","","",""
"9 on Scale 1 to 10","1985","inadequately","Male","33","0.0996692599167116","0.0684198087432476","0.130918711090176"
"9 on Scale 1 to 10","1985","inadequately","Female","34","0.0555802427915153","0.0352736802420444","0.0758868053409862"
"9 on Scale 1 to 10","1985","general elemantary","Male","129","0.119972348357578","0.100148088512422","0.139796608202735"
"9 on Scale 1 to 10","1985","general elemantary","Female","185","0.086531251875549","0.0743070762870957","0.0987554274640023"
"9 on Scale 1 to 10","1985","middle vocational","Male","319","0.100993147581916","0.0899111927456398","0.112075102418192"
"9 on Scale 1 to 10","1985","middle vocational","Female","262","0.106602201558758","0.0940875950825568","0.119116808034958"
"9 on Scale 1 to 10","1985","vocational + Abi","Male","24","","",""
"9 on Scale 1 to 10","1985","vocational + Abi","Female","9","","",""
"9 on Scale 1 to 10","1985","higher vocational","Male","35","0.0957528900494221","0.0653145911893009","0.126191188909543"
"9 on Scale 1 to 10","1985","higher vocational","Female","30","0.119604065628262","0.0800846790842867","0.159123452172238"
"9 on Scale 1 to 10","1985","higher education","Male","94","0.168941315349806","0.13642159631416","0.201461034385453"
"9 on Scale 1 to 10","1985","higher education","Female","41","0.15356734113384","0.108605379280881","0.1985293029868"
"10 Completely satisfied","1985","in school","Male","26","","",""
"10 Completely satisfied","1985","in school","Female","33","0.358848193850581","0.250292332744374","0.467404054956788"
"10 Completely satisfied","1985","inadequately","Male","72","0.217760746918613","0.174706069499717","0.260815424337509"
"10 Completely satisfied","1985","inadequately","Female","71","0.160494940360402","0.127961050409386","0.193028830311418"
"10 Completely satisfied","1985","general elemantary","Male","253","0.215485452558957","0.190400243711834","0.240570661406081"
"10 Completely satisfied","1985","general elemantary","Female","309","0.123382876499464","0.109083448688973","0.137682304309954"
"10 Completely satisfied","1985","middle vocational","Male","488","0.159318589625742","0.145858812469553","0.172778366781931"
"10 Completely satisfied","1985","middle vocational","Female","399","0.16746162523399","0.152320036251104","0.182603214216877"
"10 Completely satisfied","1985","vocational + Abi","Male","32","0.139462366927891","0.087538923562938","0.191385810292844"
"10 Completely satisfied","1985","vocational + Abi","Female","17","","",""
"10 Completely satisfied","1985","higher vocational","Male","44","0.111026903419457","0.0785287047453601","0.143525102093553"
"10 Completely satisfied","1985","higher vocational","Female","43","0.151921857814742","0.108207281315013","0.195636434314472"
"10 Completely satisfied","1985","higher education","Male","65","0.121847421438529","0.0934580246445483","0.15023681823251"
"10 Completely satisfied","1985","higher education","Female","49","0.196302029220978","0.146767453804909","0.245836604637046"
"0 Completely dissatisfied","1986","in school","Male","","","",""
"0 Completely dissatisfied","1986","in school","Female","","","",""
"0 Completely dissatisfied","1986","inadequately","Male","12","","",""
"0 Completely dissatisfied","1986","inadequately","Female","16","","",""
"0 Completely dissatisfied","1986","general elemantary","Male","11","","",""
"0 Completely dissatisfied","1986","general elemantary","Female","60","0.0382069490006921","0.0295919579322185","0.0468219400691657"
"0 Completely dissatisfied","1986","middle vocational","Male","52","0.0218778584168427","0.0164024904031084","0.027353226430577"
"0 Completely dissatisfied","1986","middle vocational","Female","55","0.0287101199718929","0.0218284518191565","0.0355917881246294"
"0 Completely dissatisfied","1986","vocational + Abi","Male","3","","",""
"0 Completely dissatisfied","1986","vocational + Abi","Female","","","",""
"0 Completely dissatisfied","1986","higher vocational","Male","7","","",""
"0 Completely dissatisfied","1986","higher vocational","Female","2","","",""
"0 Completely dissatisfied","1986","higher education","Male","3","","",""
"0 Completely dissatisfied","1986","higher education","Female","2","","",""
"1 on Scale 1 to 10","1986","in school","Male","","","",""
"1 on Scale 1 to 10","1986","in school","Female","","","",""
"1 on Scale 1 to 10","1986","inadequately","Male","12","","",""
"1 on Scale 1 to 10","1986","inadequately","Female","8","","",""
"1 on Scale 1 to 10","1986","general elemantary","Male","11","","",""
"1 on Scale 1 to 10","1986","general elemantary","Female","35","0.0224268912200016","0.0157725970476034","0.0290811853923997"
"1 on Scale 1 to 10","1986","middle vocational","Male","27","","",""
"1 on Scale 1 to 10","1986","middle vocational","Female","20","","",""
"1 on Scale 1 to 10","1986","vocational + Abi","Male","1","","",""
"1 on Scale 1 to 10","1986","vocational + Abi","Female","1","","",""
"1 on Scale 1 to 10","1986","higher vocational","Male","2","","",""
"1 on Scale 1 to 10","1986","higher vocational","Female","4","","",""
"1 on Scale 1 to 10","1986","higher education","Male","6","","",""
"1 on Scale 1 to 10","1986","higher education","Female","2","","",""
"2 on Scale 1 to 10","1986","in school","Male","1","","",""
