"m11125","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"9 on Scale 1 to 10","1985","66 and older","Female","33","0.0482412438960305","0.0319798464970612","0.0645026412949998","9"
"9 on Scale 1 to 10","1985","66 and older","Male","22","","","","9"
"0 Completely dissatisfied","1986","16-34 y.","Female","14","","","","0"
"0 Completely dissatisfied","1986","16-34 y.","Male","12","","","","0"
"0 Completely dissatisfied","1986","35-65 y.","Female","80","0.0312410296065537","0.0247199519268234","0.0377621072862839","0"
"0 Completely dissatisfied","1986","35-65 y.","Male","55","0.0201298875491426","0.0148826731912128","0.0253771019070724","0"
"0 Completely dissatisfied","1986","66 and older","Female","42","0.0611420817935778","0.0422217920661638","0.0800623715209917","0"
"0 Completely dissatisfied","1986","66 and older","Male","23","","","","0"
"1 on Scale 1 to 10","1986","35-65 y.","Male","36","0.0122858261413116","0.00817014517956998","0.0164015071030533","1"
"1 on Scale 1 to 10","1986","35-65 y.","Female","42","0.01463523716287","0.0101338410457567","0.0191366332799832","1"
"1 on Scale 1 to 10","1986","16-34 y.","Female","9","","","","1"
"1 on Scale 1 to 10","1986","16-34 y.","Male","5","","","","1"
"1 on Scale 1 to 10","1986","66 and older","Male","18","","","","1"
"1 on Scale 1 to 10","1986","66 and older","Female","21","","","","1"
"10 Completely satisfied","1986","66 and older","Female","41","0.0729899339662826","0.0524484674797521","0.093531400452813","10"
"10 Completely satisfied","1986","35-65 y.","Male","347","0.113071019721987","0.101239406787766","0.124902632656209","10"
"10 Completely satisfied","1986","35-65 y.","Female","270","0.0977360245925375","0.0866047991206884","0.108867250064387","10"
"10 Completely satisfied","1986","16-34 y.","Female","454","0.21022271673655","0.192413935596011","0.228031497877089","10"
"10 Completely satisfied","1986","16-34 y.","Male","514","0.216009780797367","0.19832038999182","0.233699171602914","10"
"10 Completely satisfied","1986","66 and older","Male","33","0.077913592612262","0.0524008241390183","0.103426361085506","10"
"2 on Scale 1 to 10","1986","16-34 y.","Female","23","","","","2"
"2 on Scale 1 to 10","1986","16-34 y.","Male","16","","","","2"
"2 on Scale 1 to 10","1986","35-65 y.","Male","69","0.0254459009991449","0.0195624008464712","0.0313294011518186","2"
"2 on Scale 1 to 10","1986","66 and older","Female","28","","","","2"
"2 on Scale 1 to 10","1986","35-65 y.","Female","90","0.0309452479076886","0.024454122842154","0.0374363729732232","2"
"2 on Scale 1 to 10","1986","66 and older","Male","23","","","","2"
"3 on Scale 1 to 10","1986","35-65 y.","Male","128","0.0499861413406358","0.0418444683866659","0.0581278142946056","3"
"3 on Scale 1 to 10","1986","16-34 y.","Female","69","0.0343496227337802","0.0263896239986218","0.0423096214689385","3"
"3 on Scale 1 to 10","1986","35-65 y.","Female","142","0.0489649281779215","0.0408760245115035","0.0570538318443395","3"
"3 on Scale 1 to 10","1986","16-34 y.","Male","31","0.0127346282775215","0.00791480699753152","0.0175544495575115","3"
"3 on Scale 1 to 10","1986","66 and older","Female","48","0.0786834593037781","0.0574214701759235","0.0999454484316328","3"
"3 on Scale 1 to 10","1986","66 and older","Male","22","","","","3"
"4 on Scale 1 to 10","1986","16-34 y.","Female","69","0.04450697655654","0.0354939663611468","0.0535199867519333","4"
"4 on Scale 1 to 10","1986","16-34 y.","Male","58","0.0315645390590998","0.0240490730670192","0.0390800050511805","4"
"4 on Scale 1 to 10","1986","35-65 y.","Female","177","0.0631747182349396","0.0540556640999766","0.0722937723699025","4"
"4 on Scale 1 to 10","1986","35-65 y.","Male","151","0.0561280735417666","0.0475286274373635","0.0647275196461698","4"
"4 on Scale 1 to 10","1986","66 and older","Female","52","0.077288623865331","0.05619998936709","0.098377258363572","4"
"4 on Scale 1 to 10","1986","66 and older","Male","32","0.0717587075232559","0.0471927945711151","0.0963246204753966","4"
"5 on Scale 1 to 10","1986","35-65 y.","Female","520","0.196160381481905","0.181275712246908","0.211045050716903","5"
"5 on Scale 1 to 10","1986","16-34 y.","Male","162","0.0822786118865967","0.0704667121708665","0.094090511602327","5"
"5 on Scale 1 to 10","1986","66 and older","Male","76","0.178499602371126","0.142050429436917","0.214948775305334","5"
"5 on Scale 1 to 10","1986","16-34 y.","Female","216","0.101632936852814","0.0884264834324435","0.114839390273185","5"
"5 on Scale 1 to 10","1986","35-65 y.","Male","438","0.162928691686989","0.149131080915293","0.176726302458684","5"
"5 on Scale 1 to 10","1986","66 and older","Female","133","0.235231648563889","0.201737374881572","0.268725922246205","5"
"6 on Scale 1 to 10","1986","16-34 y.","Female","121","0.0576836889008357","0.047493859266525","0.0678735185351464","6"
"6 on Scale 1 to 10","1986","35-65 y.","Female","284","0.105773382056355","0.0942451999581393","0.117301564154571","6"
"6 on Scale 1 to 10","1986","16-34 y.","Male","106","0.0507531284863623","0.0413181298326742","0.0601881271400504","6"
"6 on Scale 1 to 10","1986","35-65 y.","Male","258","0.0954713888542496","0.0844921647271669","0.106450612981332","6"
"6 on Scale 1 to 10","1986","66 and older","Female","75","0.113261471002469","0.0882351723246067","0.138287769680332","6"
"6 on Scale 1 to 10","1986","66 and older","Male","56","0.131726778114117","0.0995360795609962","0.163917476667238","6"
"7 on Scale 1 to 10","1986","35-65 y.","Male","414","0.155198930061036","0.141670560290615","0.168727299831457","7"
"7 on Scale 1 to 10","1986","35-65 y.","Female","378","0.142648620156761","0.129539846975246","0.155757393338276","7"
"7 on Scale 1 to 10","1986","16-34 y.","Female","227","0.113014347558937","0.0991765445362428","0.126852150581631","7"
"7 on Scale 1 to 10","1986","16-34 y.","Male","277","0.142078654554706","0.127071132130408","0.157086176979003","7"
"7 on Scale 1 to 10","1986","66 and older","Female","64","0.100173134149572","0.0764641556021347","0.123882112697009","7"
"7 on Scale 1 to 10","1986","66 and older","Male","50","0.114701629856898","0.0843700669055104","0.145033192808285","7"
"8 on Scale 1 to 10","1986","35-65 y.","Male","585","0.21598536628157","0.200610968112131","0.23135976445101","8"
"8 on Scale 1 to 10","1986","35-65 y.","Female","507","0.181058871528568","0.166624925341306","0.19549281771583","8"
"8 on Scale 1 to 10","1986","16-34 y.","Female","458","0.237667158142511","0.219063474003179","0.256270842281843","8"
"8 on Scale 1 to 10","1986","16-34 y.","Male","503","0.251455352386032","0.232806155105338","0.270104549666725","8"
"8 on Scale 1 to 10","1986","66 and older","Female","81","0.132750672722666","0.105956022876047","0.159545322569285","8"
"8 on Scale 1 to 10","1986","66 and older","Male","71","0.16842286769341","0.132800977496585","0.204044757890235","8"
"9 on Scale 1 to 10","1986","16-34 y.","Male","395","0.198895856233377","0.18173740032598","0.216054312140774","9"
"9 on Scale 1 to 10","1986","16-34 y.","Female","351","0.17800588066484","0.161287524003589","0.19472423732609","9"
"9 on Scale 1 to 10","1986","35-65 y.","Male","271","0.0933687738221669","0.0824985111052719","0.104239036539062","9"
"9 on Scale 1 to 10","1986","35-65 y.","Female","244","0.0876615590938998","0.0770609353959131","0.0982621827918864","9"
"9 on Scale 1 to 10","1986","66 and older","Female","31","0.052833931225253","0.0351683771317575","0.0704994853187484","9"
"9 on Scale 1 to 10","1986","66 and older","Male","20","","","","9"
"0 Completely dissatisfied","1987","16-34 y.","Male","12","","","","0"
"0 Completely dissatisfied","1987","16-34 y.","Female","16","","","","0"
"0 Completely dissatisfied","1987","35-65 y.","Female","59","0.0249831516894621","0.0190764045875122","0.0308898987914121","0"
"0 Completely dissatisfied","1987","35-65 y.","Male","39","0.0156239919288344","0.0109409741301761","0.0203070097274928","0"
"0 Completely dissatisfied","1987","66 and older","Female","37","0.0517954189168221","0.0348237660363173","0.0687670717973269","0"
"0 Completely dissatisfied","1987","66 and older","Male","21","","","","0"
"1 on Scale 1 to 10","1987","35-65 y.","Female","45","0.0143100506542255","0.00981526015795534","0.0188048411504957","1"
"1 on Scale 1 to 10","1987","16-34 y.","Female","6","","","","1"
"1 on Scale 1 to 10","1987","35-65 y.","Male","36","0.0148365403607787","0.010271235709623","0.0194018450119344","1"
"1 on Scale 1 to 10","1987","16-34 y.","Male","7","","","","1"
"1 on Scale 1 to 10","1987","66 and older","Female","32","0.0500282378122909","0.0333330852556019","0.0667233903689799","1"
"1 on Scale 1 to 10","1987","66 and older","Male","15","","","","1"
"10 Completely satisfied","1987","35-65 y.","Male","310","0.0996266434587033","0.0883170143653283","0.110936272552078","10"
"10 Completely satisfied","1987","66 and older","Female","42","0.067890428109812","0.0486255973299936","0.0871552588896304","10"
"10 Completely satisfied","1987","16-34 y.","Female","389","0.188357556888737","0.171052095078321","0.205663018699154","10"
"10 Completely satisfied","1987","35-65 y.","Female","251","0.0925524560042734","0.0815845569930633","0.103520355015483","10"
"10 Completely satisfied","1987","16-34 y.","Male","450","0.170086027253338","0.153916602413594","0.186255452093083","10"
"10 Completely satisfied","1987","66 and older","Male","33","0.0814187342410801","0.0555401561561327","0.107297312326028","10"
"2 on Scale 1 to 10","1987","16-34 y.","Female","25","","","","2"
"2 on Scale 1 to 10","1987","16-34 y.","Male","23","","","","2"
"2 on Scale 1 to 10","1987","35-65 y.","Male","81","0.0243931790104921","0.0185678439405257","0.0302185140804586","2"
"2 on Scale 1 to 10","1987","66 and older","Female","37","0.0561833600081259","0.0385483743767484","0.0738183456395034","2"
"2 on Scale 1 to 10","1987","35-65 y.","Female","111","0.0411624322255128","0.0336437498360124","0.0486811146150132","2"
"2 on Scale 1 to 10","1987","66 and older","Male","28","","","","2"
"3 on Scale 1 to 10","1987","35-65 y.","Male","116","0.0454947062483532","0.0376257179658774","0.0533636945308291","3"
"3 on Scale 1 to 10","1987","16-34 y.","Female","43","0.0255083884399832","0.0185302455590141","0.0324865313209522","3"
"3 on Scale 1 to 10","1987","16-34 y.","Male","48","0.0284867245888033","0.0213271149650614","0.0356463342125452","3"
"3 on Scale 1 to 10","1987","35-65 y.","Female","151","0.0509455866263343","0.0426237814440427","0.0592673918086259","3"
"3 on Scale 1 to 10","1987","66 and older","Female","48","0.065050931021807","0.0461645748309074","0.0839372872127065","3"
"3 on Scale 1 to 10","1987","66 and older","Male","18","","","","3"
"4 on Scale 1 to 10","1987","16-34 y.","Female","47","0.0268671611390621","0.0197105693082103","0.0340237529699139","4"
"4 on Scale 1 to 10","1987","16-34 y.","Male","64","0.0347442836527843","0.0268628252620024","0.0426257420435662","4"
"4 on Scale 1 to 10","1987","35-65 y.","Female","142","0.0535058671363947","0.0449890294460093","0.0620227048267801","4"
"4 on Scale 1 to 10","1987","35-65 y.","Male","139","0.0542315017369381","0.0456795048737785","0.0627834986000977","4"
"4 on Scale 1 to 10","1987","66 and older","Female","51","0.0784500113693355","0.0578587289355318","0.0990412938031391","4"
"4 on Scale 1 to 10","1987","66 and older","Male","25","","","","4"
"5 on Scale 1 to 10","1987","16-34 y.","Female","212","0.114180332435463","0.100104386015607","0.12825627885532","5"
"5 on Scale 1 to 10","1987","16-34 y.","Male","154","0.0818347752142299","0.0700377344015045","0.0936318160269553","5"
"5 on Scale 1 to 10","1987","35-65 y.","Female","482","0.185360232481496","0.170653716798391","0.2000667481646","5"
"5 on Scale 1 to 10","1987","35-65 y.","Male","418","0.161045248306402","0.147165150637997","0.174925345974808","5"
"5 on Scale 1 to 10","1987","66 and older","Female","143","0.226877115353118","0.194803563908864","0.258950666797371","5"
"5 on Scale 1 to 10","1987","66 and older","Male","85","0.201391937683036","0.163442326529531","0.23934154883654","5"
"6 on Scale 1 to 10","1987","16-34 y.","Female","123","0.0620293617791898","0.0513535090941442","0.0727052144642353","6"
"6 on Scale 1 to 10","1987","35-65 y.","Female","311","0.112396173673313","0.100442426929405","0.124349920417221","6"
"6 on Scale 1 to 10","1987","16-34 y.","Male","98","0.0551201864968066","0.0452984712336857","0.0649419017599275","6"
"6 on Scale 1 to 10","1987","35-65 y.","Male","274","0.107321807191482","0.0956337925578691","0.119009821825096","6"
"6 on Scale 1 to 10","1987","66 and older","Female","74","0.112491112225014","0.0882934783189028","0.136688746131125","6"
"6 on Scale 1 to 10","1987","66 and older","Male","55","0.128845607203902","0.0971425007757244","0.160548713632079","6"
"7 on Scale 1 to 10","1987","16-34 y.","Female","265","0.138231719637791","0.122955763527171","0.15350767574841","7"
"7 on Scale 1 to 10","1987","35-65 y.","Female","412","0.152982729843782","0.139359313159627","0.166606146527938","7"
"7 on Scale 1 to 10","1987","35-65 y.","Male","432","0.168780163325471","0.154636303414497","0.182924023236445","7"
"7 on Scale 1 to 10","1987","16-34 y.","Male","315","0.153069665896816","0.137573932842607","0.168565398951026","7"
"7 on Scale 1 to 10","1987","66 and older","Female","75","0.113714357819697","0.0894022871497211","0.138026428489673","7"
"7 on Scale 1 to 10","1987","66 and older","Male","70","0.159445758383357","0.124803292159264","0.19408822460745","7"
"8 on Scale 1 to 10","1987","16-34 y.","Female","500","0.253567082981305","0.234311746018546","0.272822419944063","8"
"8 on Scale 1 to 10","1987","35-65 y.","Male","605","0.220595181669465","0.204937449877972","0.236252913460957","8"
"8 on Scale 1 to 10","1987","35-65 y.","Female","514","0.201624425573483","0.186440156306133","0.216808694840833","8"
"8 on Scale 1 to 10","1987","16-34 y.","Male","515","0.265065000151259","0.246069778166507","0.284060222136011","8"
"8 on Scale 1 to 10","1987","66 and older","Female","86","0.131679910686305","0.10578424217068","0.157575579201929","8"
"8 on Scale 1 to 10","1987","66 and older","Male","62","0.133504429281908","0.101319655885687","0.165689202678129","8"
"9 on Scale 1 to 10","1987","16-34 y.","Male","388","0.191964928856917","0.175014926358198","0.208914931355636","9"
"9 on Scale 1 to 10","1987","16-34 y.","Female","335","0.166083406020308","0.149611884292314","0.182554927748302","9"
"9 on Scale 1 to 10","1987","35-65 y.","Female","204","0.0701768940917231","0.0605093548655128","0.0798444333179334","9"
"9 on Scale 1 to 10","1987","35-65 y.","Male","244","0.0880510367630803","0.0773505927440002","0.0987514807821603","9"
"9 on Scale 1 to 10","1987","66 and older","Female","30","0.0458391166776735","0.0298230316688237","0.0618552016865232","9"
"9 on Scale 1 to 10","1987","66 and older","Male","17","","","","9"
