"m11125","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"1 on Scale 1 to 10","2014","66 and older","in school","","","","","1"
"1 on Scale 1 to 10","2014","66 and older","higher education","17","","","","1"
"1 on Scale 1 to 10","2014","35-65 y.","higher vocational","8","","","","1"
"1 on Scale 1 to 10","2014","35-65 y.","higher education","23","","","","1"
"1 on Scale 1 to 10","2014","66 and older","inadequately","3","","","","1"
"1 on Scale 1 to 10","2014","35-65 y.","vocational + Abi","15","","","","1"
"1 on Scale 1 to 10","2014","35-65 y.","middle vocational","99","0.0184437347779449","0.0153567947271361","0.0215306748287537","1"
"1 on Scale 1 to 10","2014","66 and older","general elemantary","18","","","","1"
"1 on Scale 1 to 10","2014","66 and older","middle vocational","50","0.0216338501729378","0.0160254959570674","0.0272422043888083","1"
"1 on Scale 1 to 10","2014","66 and older","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","2014","66 and older","higher vocational","8","","","","1"
"1 on Scale 1 to 10","2014","16-34 y.","inadequately","2","","","","1"
"1 on Scale 1 to 10","2014","16-34 y.","general elemantary","7","","","","1"
"1 on Scale 1 to 10","2014","16-34 y.","in school","2","","","","1"
"1 on Scale 1 to 10","2014","16-34 y.","middle vocational","12","","","","1"
"10 Completely satisfied","2014","16-34 y.","in school","102","0.238260192852576","0.198854951593636","0.277665434111516","10"
"10 Completely satisfied","2014","16-34 y.","inadequately","23","","","","10"
"10 Completely satisfied","2014","16-34 y.","general elemantary","243","0.219421124912392","0.195897471113745","0.242944778711038","10"
"10 Completely satisfied","2014","16-34 y.","middle vocational","381","0.136488049798313","0.123569770068411","0.149406329528214","10"
"10 Completely satisfied","2014","16-34 y.","vocational + Abi","65","0.111900238459883","0.0843782882058051","0.13942218871396","10"
"10 Completely satisfied","2014","16-34 y.","higher vocational","14","","","","10"
"10 Completely satisfied","2014","16-34 y.","higher education","123","0.125883374722217","0.104811727074193","0.146955022370241","10"
"10 Completely satisfied","2014","35-65 y.","in school","","","","","10"
"10 Completely satisfied","2014","35-65 y.","inadequately","27","","","","10"
"10 Completely satisfied","2014","35-65 y.","general elemantary","94","0.0650674017037335","0.0513004294746231","0.0788343739328439","10"
"10 Completely satisfied","2014","35-65 y.","middle vocational","404","0.0498067343102839","0.0448156354845583","0.0547978331360095","10"
"10 Completely satisfied","2014","35-65 y.","vocational + Abi","100","0.0715285151125778","0.0581388556794389","0.0849181745457168","10"
"10 Completely satisfied","2014","35-65 y.","higher vocational","36","0.0279327865765085","0.0182867131412815","0.0375788600117355","10"
"10 Completely satisfied","2014","35-65 y.","higher education","262","0.0644048228764532","0.0569038234951726","0.0719058222577338","10"
"10 Completely satisfied","2014","66 and older","in school","","","","","10"
"10 Completely satisfied","2014","66 and older","inadequately","2","","","","10"
"10 Completely satisfied","2014","66 and older","general elemantary","26","","","","10"
"10 Completely satisfied","2014","66 and older","middle vocational","87","0.0394690507002456","0.0319631668573825","0.0469749345431087","10"
"10 Completely satisfied","2014","66 and older","vocational + Abi","5","","","","10"
"10 Completely satisfied","2014","66 and older","higher vocational","8","","","","10"
"10 Completely satisfied","2014","66 and older","higher education","38","0.0359098868626527","0.0252391968759188","0.0465805768493866","10"
"2 on Scale 1 to 10","2014","66 and older","higher vocational","15","","","","2"
"2 on Scale 1 to 10","2014","16-34 y.","in school","2","","","","2"
"2 on Scale 1 to 10","2014","16-34 y.","inadequately","7","","","","2"
"2 on Scale 1 to 10","2014","16-34 y.","general elemantary","20","","","","2"
"2 on Scale 1 to 10","2014","16-34 y.","vocational + Abi","9","","","","2"
"2 on Scale 1 to 10","2014","16-34 y.","higher vocational","2","","","","2"
"2 on Scale 1 to 10","2014","16-34 y.","higher education","7","","","","2"
"2 on Scale 1 to 10","2014","35-65 y.","in school","","","","","2"
"2 on Scale 1 to 10","2014","35-65 y.","inadequately","13","","","","2"
"2 on Scale 1 to 10","2014","35-65 y.","general elemantary","46","0.0262362999202044","0.0173146611174596","0.0351579387229492","2"
"2 on Scale 1 to 10","2014","35-65 y.","middle vocational","237","0.036687384981704","0.0323742985242557","0.0410004714391524","2"
"2 on Scale 1 to 10","2014","35-65 y.","vocational + Abi","33","0.026423550926258","0.0180900735497476","0.0347570283027684","2"
"2 on Scale 1 to 10","2014","35-65 y.","higher vocational","32","0.0435515310697246","0.0316040105095248","0.0554990516299243","2"
"2 on Scale 1 to 10","2014","35-65 y.","higher education","87","0.024138473950153","0.0194485591787009","0.0288283887216052","2"
"2 on Scale 1 to 10","2014","66 and older","in school","","","","","2"
"2 on Scale 1 to 10","2014","66 and older","inadequately","2","","","","2"
"2 on Scale 1 to 10","2014","66 and older","general elemantary","37","0.0489482143139153","0.032964799155161","0.0649316294726696","2"
"2 on Scale 1 to 10","2014","66 and older","middle vocational","116","0.049369979792456","0.0410186611485022","0.0577212984364098","2"
"2 on Scale 1 to 10","2014","66 and older","vocational + Abi","6","","","","2"
"2 on Scale 1 to 10","2014","66 and older","higher education","46","0.0485173991854346","0.0361955510696876","0.0608392473011815","2"
"2 on Scale 1 to 10","2014","16-34 y.","middle vocational","28","","","","2"
"3 on Scale 1 to 10","2014","16-34 y.","vocational + Abi","8","","","","3"
"3 on Scale 1 to 10","2014","16-34 y.","higher vocational","3","","","","3"
"3 on Scale 1 to 10","2014","16-34 y.","higher education","26","","","","3"
"3 on Scale 1 to 10","2014","35-65 y.","in school","","","","","3"
"3 on Scale 1 to 10","2014","35-65 y.","inadequately","24","","","","3"
"3 on Scale 1 to 10","2014","35-65 y.","general elemantary","75","0.0664591834577275","0.0525561134768295","0.0803622534386256","3"
"3 on Scale 1 to 10","2014","35-65 y.","middle vocational","419","0.0680530418788619","0.062275201625309","0.0738308821324147","3"
"3 on Scale 1 to 10","2014","35-65 y.","vocational + Abi","48","0.0312149311311831","0.0221796733053194","0.0402501889570468","3"
"3 on Scale 1 to 10","2014","35-65 y.","higher vocational","62","0.0486955206003461","0.0360961293546063","0.0612949118460859","3"
"3 on Scale 1 to 10","2014","35-65 y.","higher education","174","0.0490129380707631","0.0424157537207839","0.0556101224207424","3"
"3 on Scale 1 to 10","2014","66 and older","in school","","","","","3"
"3 on Scale 1 to 10","2014","66 and older","inadequately","8","","","","3"
"3 on Scale 1 to 10","2014","66 and older","general elemantary","58","0.0769065160689432","0.0571685007083696","0.0966445314295169","3"
"3 on Scale 1 to 10","2014","66 and older","middle vocational","184","0.0716036525883282","0.0616644368533226","0.0815428683233339","3"
"3 on Scale 1 to 10","2014","66 and older","higher vocational","33","0.0918292797851871","0.0614005111061359","0.122258048464238","3"
"3 on Scale 1 to 10","2014","66 and older","higher education","65","0.0544590536413546","0.0414453208561573","0.0674727864265519","3"
"3 on Scale 1 to 10","2014","66 and older","vocational + Abi","5","","","","3"
"3 on Scale 1 to 10","2014","16-34 y.","in school","11","","","","3"
"3 on Scale 1 to 10","2014","16-34 y.","inadequately","9","","","","3"
"3 on Scale 1 to 10","2014","16-34 y.","general elemantary","31","0.0262247036869178","0.0171414418185423","0.0353079655552933","3"
"3 on Scale 1 to 10","2014","16-34 y.","middle vocational","72","0.0263372462830432","0.0203114748378873","0.0323630177281992","3"
"4 on Scale 1 to 10","2014","16-34 y.","vocational + Abi","19","","","","4"
"4 on Scale 1 to 10","2014","16-34 y.","higher vocational","3","","","","4"
"4 on Scale 1 to 10","2014","35-65 y.","higher education","158","0.0346794972625166","0.029088515069538","0.0402704794554953","4"
"4 on Scale 1 to 10","2014","66 and older","higher vocational","22","","","","4"
"4 on Scale 1 to 10","2014","66 and older","higher education","76","0.0723660172632343","0.0575072653919406","0.087224769134528","4"
"4 on Scale 1 to 10","2014","35-65 y.","general elemantary","95","0.096230024191936","0.0797692292431707","0.112690819140701","4"
"4 on Scale 1 to 10","2014","16-34 y.","inadequately","11","","","","4"
"4 on Scale 1 to 10","2014","16-34 y.","higher education","10","","","","4"
"4 on Scale 1 to 10","2014","35-65 y.","inadequately","26","","","","4"
"4 on Scale 1 to 10","2014","66 and older","inadequately","2","","","","4"
"4 on Scale 1 to 10","2014","66 and older","general elemantary","56","0.0847263997378164","0.0640971271177753","0.105355672357857","4"
"4 on Scale 1 to 10","2014","66 and older","middle vocational","179","0.0674985928547452","0.0578271799578167","0.0771700057516737","4"
"4 on Scale 1 to 10","2014","66 and older","vocational + Abi","15","","","","4"
"4 on Scale 1 to 10","2014","35-65 y.","middle vocational","463","0.0672541839354149","0.0615078948604822","0.0730004730103475","4"
"4 on Scale 1 to 10","2014","66 and older","in school","","","","","4"
"4 on Scale 1 to 10","2014","35-65 y.","in school","","","","","4"
"4 on Scale 1 to 10","2014","35-65 y.","higher vocational","63","0.067551167630831","0.0528593942903776","0.0822429409712843","4"
"4 on Scale 1 to 10","2014","16-34 y.","in school","9","","","","4"
"4 on Scale 1 to 10","2014","16-34 y.","general elemantary","48","0.034636846751696","0.024243110384816","0.045030583118576","4"
"4 on Scale 1 to 10","2014","16-34 y.","middle vocational","91","0.0326739724127157","0.025984211451139","0.0393637333742923","4"
"4 on Scale 1 to 10","2014","35-65 y.","vocational + Abi","63","0.0508686419630417","0.0394521184940839","0.0622851654319995","4"
"5 on Scale 1 to 10","2014","35-65 y.","inadequately","54","0.128248101367317","0.0899624355695413","0.166533767165093","5"
"5 on Scale 1 to 10","2014","35-65 y.","general elemantary","214","0.178197033712511","0.156837063623564","0.199557003801459","5"
"5 on Scale 1 to 10","2014","35-65 y.","middle vocational","1024","0.144107681325916","0.136050200306697","0.152165162345135","5"
"5 on Scale 1 to 10","2014","35-65 y.","higher education","341","0.0867533954537297","0.0781523108162761","0.0953544800911834","5"
"5 on Scale 1 to 10","2014","66 and older","in school","","","","","5"
"5 on Scale 1 to 10","2014","66 and older","inadequately","14","","","","5"
"5 on Scale 1 to 10","2014","66 and older","vocational + Abi","27","","","","5"
"5 on Scale 1 to 10","2014","66 and older","higher vocational","63","0.165161587409374","0.126035557948958","0.20428761686979","5"
"5 on Scale 1 to 10","2014","66 and older","higher education","168","0.141051413249897","0.121089646560367","0.161013179939428","5"
"5 on Scale 1 to 10","2014","16-34 y.","vocational + Abi","24","","","","5"
"5 on Scale 1 to 10","2014","16-34 y.","higher vocational","9","","","","5"
"5 on Scale 1 to 10","2014","66 and older","general elemantary","158","0.238869667864424","0.207282616353931","0.270456719374918","5"
"5 on Scale 1 to 10","2014","66 and older","middle vocational","540","0.215710315413172","0.199854392500694","0.231566238325651","5"
"5 on Scale 1 to 10","2014","16-34 y.","in school","16","","","","5"
"5 on Scale 1 to 10","2014","16-34 y.","inadequately","31","0.206795684912808","0.144428828514708","0.269162541310908","5"
"5 on Scale 1 to 10","2014","16-34 y.","general elemantary","100","0.0823401887806496","0.0667157671863149","0.0979646103749843","5"
"5 on Scale 1 to 10","2014","16-34 y.","higher education","38","0.0293258188935371","0.0186083697856929","0.0400432680013813","5"
"5 on Scale 1 to 10","2014","35-65 y.","in school","","","","","5"
"5 on Scale 1 to 10","2014","35-65 y.","vocational + Abi","153","0.126904355799635","0.109609584788089","0.144199126811181","5"
"5 on Scale 1 to 10","2014","35-65 y.","higher vocational","135","0.122280994241342","0.103103029467431","0.141458959015252","5"
"5 on Scale 1 to 10","2014","16-34 y.","middle vocational","187","0.0651560377364157","0.055869152238946","0.0744429232338853","5"
"6 on Scale 1 to 10","2014","16-34 y.","vocational + Abi","40","0.0748280119474199","0.0518572096646404","0.0977988142301995","6"
"6 on Scale 1 to 10","2014","16-34 y.","higher vocational","9","","","","6"
"6 on Scale 1 to 10","2014","16-34 y.","higher education","68","0.0638437036403556","0.0483140119212421","0.0793733953594691","6"
"6 on Scale 1 to 10","2014","35-65 y.","in school","","","","","6"
"6 on Scale 1 to 10","2014","35-65 y.","inadequately","25","","","","6"
"6 on Scale 1 to 10","2014","35-65 y.","general elemantary","132","0.11043898969575","0.0929439216917398","0.127934057699761","6"
"6 on Scale 1 to 10","2014","35-65 y.","middle vocational","805","0.113960668189942","0.106670288364459","0.121251048015424","6"
"6 on Scale 1 to 10","2014","35-65 y.","vocational + Abi","141","0.103566151345757","0.08773495689829","0.119397345793223","6"
"6 on Scale 1 to 10","2014","35-65 y.","higher vocational","127","0.120043698008237","0.10101778439547","0.139069611621005","6"
"6 on Scale 1 to 10","2014","35-65 y.","higher education","413","0.111663867419304","0.10203974932187","0.121287985516738","6"
"6 on Scale 1 to 10","2014","66 and older","in school","","","","","6"
"6 on Scale 1 to 10","2014","66 and older","inadequately","7","","","","6"
"6 on Scale 1 to 10","2014","66 and older","general elemantary","85","0.122921209720257","0.0985973893051666","0.147245030135346","6"
"6 on Scale 1 to 10","2014","66 and older","higher vocational","39","0.132206385764218","0.0965165554617074","0.167896216066728","6"
"6 on Scale 1 to 10","2014","66 and older","higher education","145","0.123423366295591","0.104559951783789","0.142286780807394","6"
"6 on Scale 1 to 10","2014","66 and older","vocational + Abi","14","","","","6"
"6 on Scale 1 to 10","2014","16-34 y.","inadequately","17","","","","6"
"6 on Scale 1 to 10","2014","16-34 y.","general elemantary","77","0.084224482639385","0.0684385278713941","0.100010437407376","6"
"6 on Scale 1 to 10","2014","16-34 y.","middle vocational","180","0.0655465092186027","0.0562337832608942","0.0748592351763112","6"
"6 on Scale 1 to 10","2014","66 and older","middle vocational","349","0.11965864981086","0.107146975896338","0.132170323725382","6"
"6 on Scale 1 to 10","2014","16-34 y.","in school","28","","","","6"
"7 on Scale 1 to 10","2014","16-34 y.","vocational + Abi","94","0.171478839805102","0.138571718406786","0.204385961203418","7"
"7 on Scale 1 to 10","2014","66 and older","middle vocational","375","0.142907557370508","0.129416088107727","0.15639902663329","7"
"7 on Scale 1 to 10","2014","35-65 y.","higher education","860","0.204501803310689","0.192176883052675","0.216826723568704","7"
"7 on Scale 1 to 10","2014","66 and older","in school","","","","","7"
"7 on Scale 1 to 10","2014","66 and older","inadequately","4","","","","7"
"7 on Scale 1 to 10","2014","66 and older","general elemantary","106","0.139728598664309","0.114044787654948","0.16541240967367","7"
"7 on Scale 1 to 10","2014","66 and older","vocational + Abi","24","","","","7"
"7 on Scale 1 to 10","2014","66 and older","higher vocational","63","0.184553619057545","0.143677558917465","0.225429679197625","7"
"7 on Scale 1 to 10","2014","66 and older","higher education","232","0.193581931557115","0.170923011663185","0.216240851451044","7"
"7 on Scale 1 to 10","2014","16-34 y.","higher vocational","20","","","","7"
"7 on Scale 1 to 10","2014","35-65 y.","in school","","","","","7"
"7 on Scale 1 to 10","2014","16-34 y.","inadequately","16","","","","7"
"7 on Scale 1 to 10","2014","16-34 y.","general elemantary","166","0.143475639772977","0.123549824109472","0.163401455436483","7"
"7 on Scale 1 to 10","2014","16-34 y.","middle vocational","460","0.167993303635666","0.153925296162768","0.182061311108565","7"
"7 on Scale 1 to 10","2014","16-34 y.","higher education","179","0.19092759229122","0.165961092511443","0.215894092070997","7"
"7 on Scale 1 to 10","2014","35-65 y.","inadequately","40","0.103475778045481","0.0686007436206567","0.138350812470306","7"
"7 on Scale 1 to 10","2014","35-65 y.","general elemantary","189","0.16184852030101","0.141290458022888","0.182406582579131","7"
"7 on Scale 1 to 10","2014","35-65 y.","middle vocational","1311","0.178008589800556","0.169232515711968","0.186784663889144","7"
"7 on Scale 1 to 10","2014","35-65 y.","vocational + Abi","278","0.189945323766884","0.169564716943264","0.210325930590504","7"
"7 on Scale 1 to 10","2014","35-65 y.","higher vocational","230","0.182595276644905","0.159979650008799","0.20521090328101","7"
"7 on Scale 1 to 10","2014","16-34 y.","in school","55","0.164675719169547","0.130369942373649","0.198981495965445","7"
"8 on Scale 1 to 10","2014","16-34 y.","in school","118","0.234630890088784","0.195433876480326","0.273827903697242","8"
"8 on Scale 1 to 10","2014","16-34 y.","vocational + Abi","144","0.288010550999526","0.248476274010512","0.32754482798854","8"
"8 on Scale 1 to 10","2014","16-34 y.","higher vocational","38","0.301608334384497","0.223015376072043","0.380201292696951","8"
"8 on Scale 1 to 10","2014","16-34 y.","higher education","301","0.312019486596299","0.282588247666028","0.341450725526571","8"
"8 on Scale 1 to 10","2014","35-65 y.","in school","","","","","8"
"8 on Scale 1 to 10","2014","35-65 y.","inadequately","49","0.142865875821153","0.10279739030197","0.182934361340336","8"
"8 on Scale 1 to 10","2014","35-65 y.","general elemantary","247","0.19493628613561","0.172824286282716","0.217048285988503","8"
"8 on Scale 1 to 10","2014","35-65 y.","higher education","1117","0.270112232101755","0.256544223322142","0.283680240881367","8"
"8 on Scale 1 to 10","2014","66 and older","in school","","","","","8"
"8 on Scale 1 to 10","2014","66 and older","inadequately","4","","","","8"
"8 on Scale 1 to 10","2014","66 and older","general elemantary","111","0.155453382664605","0.128611623661062","0.182295141668149","8"
"8 on Scale 1 to 10","2014","66 and older","middle vocational","488","0.188085400767849","0.173021045958374","0.203149755577323","8"
"8 on Scale 1 to 10","2014","66 and older","vocational + Abi","26","","","","8"
"8 on Scale 1 to 10","2014","35-65 y.","middle vocational","1708","0.220840748056217","0.211323774068708","0.230357722043726","8"
"8 on Scale 1 to 10","2014","35-65 y.","vocational + Abi","394","0.253870921757844","0.231257873801596","0.276483969714091","8"
"8 on Scale 1 to 10","2014","35-65 y.","higher vocational","287","0.276277561335407","0.25010151139116","0.302453611279654","8"
"8 on Scale 1 to 10","2014","66 and older","higher vocational","64","0.17147626643661","0.13176035551823","0.21119217735499","8"
"8 on Scale 1 to 10","2014","66 and older","higher education","257","0.210782559503216","0.187391906651152","0.23417321235528","8"
"8 on Scale 1 to 10","2014","16-34 y.","middle vocational","768","0.28559872120451","0.268601714918197","0.302595727490823","8"
"8 on Scale 1 to 10","2014","16-34 y.","inadequately","30","0.180995348448614","0.121707256365655","0.240283440531573","8"
"8 on Scale 1 to 10","2014","16-34 y.","general elemantary","316","0.241760509993325","0.217424294355995","0.266096725630654","8"
"9 on Scale 1 to 10","2014","16-34 y.","vocational + Abi","99","0.228377997365049","0.19172898678209","0.265027007948008","9"
"9 on Scale 1 to 10","2014","16-34 y.","higher vocational","33","0.307987753316289","0.228931531110362","0.387043975522216","9"
"9 on Scale 1 to 10","2014","16-34 y.","higher education","197","0.21190088855337","0.185941980230918","0.237859796875822","9"
"9 on Scale 1 to 10","2014","35-65 y.","in school","","","","","9"
"9 on Scale 1 to 10","2014","35-65 y.","inadequately","17","","","","9"
"9 on Scale 1 to 10","2014","35-65 y.","general elemantary","96","0.0610993204601991","0.0477304544844956","0.0744681864359025","9"
"9 on Scale 1 to 10","2014","35-65 y.","middle vocational","744","0.0897145909634274","0.08315817509193","0.0962710068349249","9"
"9 on Scale 1 to 10","2014","35-65 y.","vocational + Abi","183","0.135806801346645","0.11800713657288","0.153606466120409","9"
"9 on Scale 1 to 10","2014","35-65 y.","higher vocational","138","0.101916016862771","0.0842057550591002","0.119626278666442","9"
"9 on Scale 1 to 10","2014","35-65 y.","higher education","654","0.13967129038261","0.129078710985149","0.150263869780071","9"
"9 on Scale 1 to 10","2014","66 and older","inadequately","1","","","","9"
"9 on Scale 1 to 10","2014","66 and older","higher vocational","27","","","","9"
"9 on Scale 1 to 10","2014","66 and older","higher education","110","0.0894514930372964","0.0730843827135691","0.105818603361024","9"
"9 on Scale 1 to 10","2014","66 and older","in school","","","","","9"
"9 on Scale 1 to 10","2014","16-34 y.","inadequately","14","","","","9"
"9 on Scale 1 to 10","2014","16-34 y.","general elemantary","174","0.140277948130707","0.120538686682142","0.160017209579272","9"
"9 on Scale 1 to 10","2014","66 and older","general elemantary","25","","","","9"
"9 on Scale 1 to 10","2014","66 and older","middle vocational","148","0.0578964450954609","0.0488933240795057","0.0668995661114161","9"
"9 on Scale 1 to 10","2014","66 and older","vocational + Abi","5","","","","9"
"9 on Scale 1 to 10","2014","16-34 y.","middle vocational","530","0.199571143805056","0.184531642496387","0.214610645113725","9"
"9 on Scale 1 to 10","2014","16-34 y.","in school","105","0.218403174916481","0.180187125706933","0.256619224126029","9"
"0 Completely dissatisfied","2015","66 and older","vocational + Abi","4","","","","0"
"0 Completely dissatisfied","2015","66 and older","higher vocational","6","","","","0"
"0 Completely dissatisfied","2015","66 and older","higher education","7","","","","0"
"0 Completely dissatisfied","2015","35-65 y.","higher education","16","","","","0"
"0 Completely dissatisfied","2015","16-34 y.","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","2015","16-34 y.","higher vocational","","","","","0"
"0 Completely dissatisfied","2015","16-34 y.","higher education","","","","","0"
"0 Completely dissatisfied","2015","35-65 y.","in school","","","","","0"
"0 Completely dissatisfied","2015","35-65 y.","inadequately","6","","","","0"
"0 Completely dissatisfied","2015","35-65 y.","general elemantary","25","","","","0"
"0 Completely dissatisfied","2015","35-65 y.","middle vocational","78","0.017211108964855","0.0141210371503225","0.0203011807793874","0"
"0 Completely dissatisfied","2015","35-65 y.","vocational + Abi","9","","","","0"
"0 Completely dissatisfied","2015","35-65 y.","higher vocational","5","","","","0"
"0 Completely dissatisfied","2015","66 and older","in school","","","","","0"
"0 Completely dissatisfied","2015","66 and older","inadequately","","","","","0"
"0 Completely dissatisfied","2015","66 and older","general elemantary","14","","","","0"
"0 Completely dissatisfied","2015","66 and older","middle vocational","47","0.0235947905884498","0.0176990006871804","0.0294905804897193","0"
"0 Completely dissatisfied","2015","16-34 y.","inadequately","1","","","","0"
"0 Completely dissatisfied","2015","16-34 y.","general elemantary","7","","","","0"
"0 Completely dissatisfied","2015","16-34 y.","middle vocational","11","","","","0"
"0 Completely dissatisfied","2015","16-34 y.","in school","","","","","0"
"1 on Scale 1 to 10","2015","16-34 y.","vocational + Abi","1","","","","1"
"1 on Scale 1 to 10","2015","16-34 y.","higher vocational","","","","","1"
"1 on Scale 1 to 10","2015","16-34 y.","higher education","1","","","","1"
"1 on Scale 1 to 10","2015","35-65 y.","in school","","","","","1"
"1 on Scale 1 to 10","2015","35-65 y.","inadequately","8","","","","1"
"1 on Scale 1 to 10","2015","35-65 y.","general elemantary","13","","","","1"
"1 on Scale 1 to 10","2015","35-65 y.","middle vocational","71","0.00871766565409846","0.00650898557611998","0.0109263457320769","1"
"1 on Scale 1 to 10","2015","35-65 y.","vocational + Abi","11","","","","1"
"1 on Scale 1 to 10","2015","35-65 y.","higher vocational","7","","","","1"
"1 on Scale 1 to 10","2015","35-65 y.","higher education","18","","","","1"
"1 on Scale 1 to 10","2015","66 and older","in school","","","","","1"
"1 on Scale 1 to 10","2015","66 and older","inadequately","2","","","","1"
"1 on Scale 1 to 10","2015","66 and older","higher education","23","","","","1"
"1 on Scale 1 to 10","2015","66 and older","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","2015","66 and older","higher vocational","4","","","","1"
"1 on Scale 1 to 10","2015","66 and older","general elemantary","17","","","","1"
"1 on Scale 1 to 10","2015","66 and older","middle vocational","57","0.0231257415366904","0.0172874462340826","0.0289640368392982","1"
"1 on Scale 1 to 10","2015","16-34 y.","in school","1","","","","1"
"1 on Scale 1 to 10","2015","16-34 y.","inadequately","1","","","","1"
"1 on Scale 1 to 10","2015","16-34 y.","middle vocational","9","","","","1"
"1 on Scale 1 to 10","2015","16-34 y.","general elemantary","6","","","","1"
"10 Completely satisfied","2015","66 and older","higher education","35","0.0358651754458478","0.0252910310787673","0.0464393198129283","10"
"10 Completely satisfied","2015","66 and older","higher vocational","10","","","","10"
"10 Completely satisfied","2015","16-34 y.","in school","77","0.180274246366449","0.140058543173722","0.220489949559177","10"
"10 Completely satisfied","2015","16-34 y.","inadequately","17","","","","10"
"10 Completely satisfied","2015","16-34 y.","general elemantary","197","0.216405942827543","0.190676481133354","0.242135404521733","10"
"10 Completely satisfied","2015","16-34 y.","middle vocational","322","0.133849044916413","0.120053317812099","0.147644772020726","10"
"10 Completely satisfied","2015","16-34 y.","higher vocational","8","","","","10"
"10 Completely satisfied","2015","16-34 y.","higher education","91","0.0665324630829237","0.0499152713768407","0.0831496547890067","10"
"10 Completely satisfied","2015","35-65 y.","in school","","","","","10"
"10 Completely satisfied","2015","35-65 y.","inadequately","28","","","","10"
"10 Completely satisfied","2015","35-65 y.","general elemantary","65","0.0561176503154013","0.0421301505217387","0.0701051501090638","10"
"10 Completely satisfied","2015","35-65 y.","middle vocational","375","0.0493158591139636","0.0441713320953938","0.0544603861325334","10"
"10 Completely satisfied","2015","35-65 y.","vocational + Abi","91","0.0652230632020812","0.0521718365418219","0.0782742898623405","10"
"10 Completely satisfied","2015","35-65 y.","higher vocational","33","0.0357005688318934","0.0245362065114223","0.0468649311523645","10"
"10 Completely satisfied","2015","35-65 y.","higher education","230","0.0613293522889658","0.0537326317781483","0.0689260727997833","10"
"10 Completely satisfied","2015","66 and older","in school","","","","","10"
"10 Completely satisfied","2015","66 and older","inadequately","","","","","10"
"10 Completely satisfied","2015","66 and older","vocational + Abi","5","","","","10"
"10 Completely satisfied","2015","16-34 y.","vocational + Abi","50","0.107922828008449","0.0790290654558786","0.13681659056102","10"
"10 Completely satisfied","2015","66 and older","general elemantary","19","","","","10"
"10 Completely satisfied","2015","66 and older","middle vocational","70","0.0350489436328442","0.0279054773238688","0.0421924099418195","10"
"2 on Scale 1 to 10","2015","66 and older","higher vocational","23","","","","2"
"2 on Scale 1 to 10","2015","66 and older","higher education","42","0.0343719109877066","0.0240122234876081","0.0447315984878052","2"
"2 on Scale 1 to 10","2015","35-65 y.","general elemantary","32","0.0352901614557273","0.0240762635497244","0.0465040593617303","2"
"2 on Scale 1 to 10","2015","35-65 y.","middle vocational","236","0.0428515196081131","0.0380397281471126","0.0476633110691135","2"
"2 on Scale 1 to 10","2015","35-65 y.","vocational + Abi","38","0.0233737795144064","0.0153878512729551","0.0313597077558578","2"
"2 on Scale 1 to 10","2015","35-65 y.","higher vocational","20","","","","2"
"2 on Scale 1 to 10","2015","35-65 y.","higher education","83","0.0208589474477176","0.0163340976684227","0.0253837972270124","2"
"2 on Scale 1 to 10","2015","66 and older","in school","","","","","2"
"2 on Scale 1 to 10","2015","66 and older","inadequately","7","","","","2"
"2 on Scale 1 to 10","2015","66 and older","general elemantary","46","0.0727729408888796","0.0529851593144007","0.0925607224633585","2"
"2 on Scale 1 to 10","2015","66 and older","middle vocational","132","0.0608359807697519","0.0515512381083984","0.0701207234311055","2"
"2 on Scale 1 to 10","2015","16-34 y.","in school","1","","","","2"
"2 on Scale 1 to 10","2015","16-34 y.","inadequately","3","","","","2"
"2 on Scale 1 to 10","2015","16-34 y.","general elemantary","12","","","","2"
"2 on Scale 1 to 10","2015","16-34 y.","vocational + Abi","5","","","","2"
"2 on Scale 1 to 10","2015","16-34 y.","higher vocational","","","","","2"
"2 on Scale 1 to 10","2015","16-34 y.","higher education","5","","","","2"
"2 on Scale 1 to 10","2015","35-65 y.","in school","","","","","2"
"2 on Scale 1 to 10","2015","35-65 y.","inadequately","12","","","","2"
"2 on Scale 1 to 10","2015","66 and older","vocational + Abi","5","","","","2"
"2 on Scale 1 to 10","2015","16-34 y.","middle vocational","29","","","","2"
"3 on Scale 1 to 10","2015","35-65 y.","higher education","144","0.0345751677593033","0.0287905226292408","0.0403598128893658","3"
"3 on Scale 1 to 10","2015","35-65 y.","middle vocational","374","0.0554364781000638","0.0499996271533727","0.0608733290467549","3"
"3 on Scale 1 to 10","2015","66 and older","higher education","73","0.0762611058915877","0.0611684373234865","0.091353774459689","3"
"3 on Scale 1 to 10","2015","35-65 y.","in school","","","","","3"
"3 on Scale 1 to 10","2015","35-65 y.","inadequately","20","","","","3"
"3 on Scale 1 to 10","2015","35-65 y.","higher vocational","49","0.0567675463953092","0.0428440012158283","0.0706910915747901","3"
"3 on Scale 1 to 10","2015","66 and older","inadequately","8","","","","3"
"3 on Scale 1 to 10","2015","66 and older","general elemantary","63","0.0996972147443094","0.0768751514276134","0.122519278061006","3"
"3 on Scale 1 to 10","2015","66 and older","vocational + Abi","9","","","","3"
