"m11125","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"6 on Scale 1 to 10","1987","66 and older","middle vocational","63","0.123337916766418","0.0947435389746275","0.151932294558209","6"
"6 on Scale 1 to 10","1987","66 and older","general elemantary","48","0.11770790255338","0.0865901309980482","0.148825674108713","6"
"7 on Scale 1 to 10","1987","66 and older","middle vocational","66","0.129834568461232","0.100605678823581","0.159063458098883","7"
"7 on Scale 1 to 10","1987","66 and older","vocational + Abi","4","","","","7"
"7 on Scale 1 to 10","1987","66 and older","higher vocational","14","","","","7"
"7 on Scale 1 to 10","1987","66 and older","higher education","10","","","","7"
"7 on Scale 1 to 10","1987","16-34 y.","general elemantary","155","0.151975158426371","0.13068262383601","0.173267693016732","7"
"7 on Scale 1 to 10","1987","35-65 y.","vocational + Abi","18","","","","7"
"7 on Scale 1 to 10","1987","66 and older","inadequately","","","","","7"
"7 on Scale 1 to 10","1987","35-65 y.","higher education","78","0.16710244938114","0.133230332986805","0.200974565775475","7"
"7 on Scale 1 to 10","1987","66 and older","general elemantary","51","0.11432813223992","0.0836016768871503","0.145054587592689","7"
"7 on Scale 1 to 10","1987","16-34 y.","vocational + Abi","11","","","","7"
"7 on Scale 1 to 10","1987","66 and older","in school","","","","","7"
"7 on Scale 1 to 10","1987","35-65 y.","higher vocational","66","0.21122492443714","0.166220654505764","0.256229194368515","7"
"7 on Scale 1 to 10","1987","16-34 y.","middle vocational","290","0.151123121497054","0.135047767160567","0.16719847583354","7"
"7 on Scale 1 to 10","1987","35-65 y.","middle vocational","407","0.160250846251578","0.146062703984931","0.174438988518224","7"
"7 on Scale 1 to 10","1987","16-34 y.","inadequately","30","0.122791652822737","0.0780822654847745","0.1675010401607","7"
"7 on Scale 1 to 10","1987","16-34 y.","higher vocational","31","0.172831215245583","0.118050120565495","0.22761230992567","7"
"7 on Scale 1 to 10","1987","35-65 y.","inadequately","70","0.152590067331197","0.122119460219299","0.183060674443096","7"
"7 on Scale 1 to 10","1987","16-34 y.","in school","32","0.193525823750179","0.137351741514754","0.249699905985603","7"
"7 on Scale 1 to 10","1987","16-34 y.","higher education","24","","","","7"
"7 on Scale 1 to 10","1987","35-65 y.","general elemantary","198","0.142368785540276","0.12370141101334","0.161036160067213","7"
"7 on Scale 1 to 10","1987","35-65 y.","in school","","","","","7"
"8 on Scale 1 to 10","1987","66 and older","middle vocational","76","0.142456061978464","0.112062269574108","0.172849854382819","8"
"8 on Scale 1 to 10","1987","16-34 y.","in school","37","0.193675478008555","0.137484894413489","0.249866061603622","8"
"8 on Scale 1 to 10","1987","16-34 y.","inadequately","48","0.193865081993051","0.140011253680583","0.247718910305519","8"
"8 on Scale 1 to 10","1987","16-34 y.","general elemantary","236","0.229769758795898","0.204818440920727","0.254721076671069","8"
"8 on Scale 1 to 10","1987","16-34 y.","middle vocational","508","0.271769862042218","0.251803096623153","0.291736627461283","8"
"8 on Scale 1 to 10","1987","16-34 y.","vocational + Abi","54","0.342431240704114","0.267727987059045","0.417134494349182","8"
"8 on Scale 1 to 10","1987","16-34 y.","higher vocational","42","0.218809659991178","0.158908639125314","0.278710680857042","8"
"8 on Scale 1 to 10","1987","16-34 y.","higher education","66","0.314513804399867","0.253018034050151","0.376009574749582","8"
"8 on Scale 1 to 10","1987","35-65 y.","in school","","","","","8"
"8 on Scale 1 to 10","1987","35-65 y.","inadequately","83","0.140793558500416","0.111321439980844","0.170265677019989","8"
"8 on Scale 1 to 10","1987","35-65 y.","general elemantary","248","0.170015524174003","0.14994748985195","0.190083558496055","8"
"8 on Scale 1 to 10","1987","35-65 y.","middle vocational","575","0.224986095604202","0.208835699885116","0.241136491323288","8"
"8 on Scale 1 to 10","1987","35-65 y.","vocational + Abi","24","","","","8"
"8 on Scale 1 to 10","1987","35-65 y.","higher vocational","63","0.190543780549626","0.147242711294806","0.233844849804445","8"
"8 on Scale 1 to 10","1987","35-65 y.","higher education","121","0.259766895642131","0.219953310517397","0.299580480766864","8"
"8 on Scale 1 to 10","1987","66 and older","in school","","","","","8"
"8 on Scale 1 to 10","1987","66 and older","inadequately","4","","","","8"
"8 on Scale 1 to 10","1987","66 and older","general elemantary","43","0.108767529502972","0.0787036781407408","0.138831380865202","8"
"8 on Scale 1 to 10","1987","66 and older","vocational + Abi","4","","","","8"
"8 on Scale 1 to 10","1987","66 and older","higher vocational","6","","","","8"
"8 on Scale 1 to 10","1987","66 and older","higher education","15","","","","8"
"9 on Scale 1 to 10","1987","66 and older","vocational + Abi","2","","","","9"
"9 on Scale 1 to 10","1987","66 and older","middle vocational","11","","","","9"
"9 on Scale 1 to 10","1987","66 and older","higher education","5","","","","9"
"9 on Scale 1 to 10","1987","66 and older","higher vocational","1","","","","9"
"9 on Scale 1 to 10","1987","16-34 y.","general elemantary","192","0.173295624664451","0.150846175524574","0.195745073804329","9"
"9 on Scale 1 to 10","1987","16-34 y.","middle vocational","333","0.172940091179631","0.155965900719382","0.18991428163988","9"
"9 on Scale 1 to 10","1987","16-34 y.","vocational + Abi","32","0.2045563260231","0.141053446967697","0.268059205078503","9"
"9 on Scale 1 to 10","1987","16-34 y.","higher vocational","37","0.212823820702419","0.153521916944259","0.272125724460578","9"
"9 on Scale 1 to 10","1987","35-65 y.","general elemantary","83","0.057134616846987","0.0447352340952145","0.0695339995987596","9"
"9 on Scale 1 to 10","1987","35-65 y.","middle vocational","223","0.0799746680018938","0.069483431026583","0.0904659049772046","9"
"9 on Scale 1 to 10","1987","66 and older","general elemantary","27","","","","9"
"9 on Scale 1 to 10","1987","35-65 y.","in school","","","","","9"
"9 on Scale 1 to 10","1987","35-65 y.","inadequately","37","0.0616003941952144","0.0412273065275433","0.0819734818628855","9"
"9 on Scale 1 to 10","1987","16-34 y.","in school","45","0.231424000337595","0.171456092411408","0.291391908263782","9"
"9 on Scale 1 to 10","1987","16-34 y.","inadequately","34","0.171457567444921","0.12011251228411","0.222802622605732","9"
"9 on Scale 1 to 10","1987","16-34 y.","higher education","42","0.186287284481488","0.134722501903409","0.237852067059568","9"
"9 on Scale 1 to 10","1987","35-65 y.","vocational + Abi","3","","","","9"
"9 on Scale 1 to 10","1987","35-65 y.","higher vocational","22","","","","9"
"9 on Scale 1 to 10","1987","35-65 y.","higher education","77","0.156512981449734","0.123523953682746","0.189502009216722","9"
"9 on Scale 1 to 10","1987","66 and older","in school","","","","","9"
"9 on Scale 1 to 10","1987","66 and older","inadequately","1","","","","9"
"0 Completely dissatisfied","1988","16-34 y.","middle vocational","8","","","","0"
"0 Completely dissatisfied","1988","16-34 y.","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1988","66 and older","general elemantary","24","","","","0"
"0 Completely dissatisfied","1988","16-34 y.","general elemantary","3","","","","0"
"0 Completely dissatisfied","1988","16-34 y.","higher vocational","1","","","","0"
"0 Completely dissatisfied","1988","16-34 y.","higher education","1","","","","0"
"0 Completely dissatisfied","1988","35-65 y.","in school","","","","","0"
"0 Completely dissatisfied","1988","35-65 y.","inadequately","9","","","","0"
"0 Completely dissatisfied","1988","35-65 y.","general elemantary","35","0.0334592947141817","0.0235844143551508","0.0433341750732126","0"
"0 Completely dissatisfied","1988","35-65 y.","middle vocational","45","0.0201443438210412","0.014574344979521","0.0257143426625614","0"
"0 Completely dissatisfied","1988","35-65 y.","vocational + Abi","1","","","","0"
"0 Completely dissatisfied","1988","35-65 y.","higher vocational","1","","","","0"
"0 Completely dissatisfied","1988","35-65 y.","higher education","6","","","","0"
"0 Completely dissatisfied","1988","66 and older","in school","","","","","0"
"0 Completely dissatisfied","1988","66 and older","inadequately","1","","","","0"
"0 Completely dissatisfied","1988","66 and older","middle vocational","40","0.0811480476823226","0.0572612439298713","0.105034851434774","0"
"0 Completely dissatisfied","1988","66 and older","vocational + Abi","2","","","","0"
"0 Completely dissatisfied","1988","66 and older","higher vocational","3","","","","0"
"0 Completely dissatisfied","1988","66 and older","higher education","2","","","","0"
"0 Completely dissatisfied","1988","16-34 y.","inadequately","6","","","","0"
"0 Completely dissatisfied","1988","16-34 y.","in school","","","","","0"
"1 on Scale 1 to 10","1988","66 and older","higher education","1","","","","1"
"1 on Scale 1 to 10","1988","66 and older","middle vocational","16","","","","1"
"1 on Scale 1 to 10","1988","66 and older","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1988","66 and older","higher vocational","","","","","1"
"1 on Scale 1 to 10","1988","16-34 y.","general elemantary","4","","","","1"
"1 on Scale 1 to 10","1988","16-34 y.","middle vocational","5","","","","1"
"1 on Scale 1 to 10","1988","16-34 y.","inadequately","2","","","","1"
"1 on Scale 1 to 10","1988","35-65 y.","vocational + Abi","","","","","1"
"1 on Scale 1 to 10","1988","35-65 y.","higher vocational","1","","","","1"
"1 on Scale 1 to 10","1988","35-65 y.","higher education","2","","","","1"
"1 on Scale 1 to 10","1988","35-65 y.","inadequately","13","","","","1"
"1 on Scale 1 to 10","1988","16-34 y.","in school","","","","","1"
"1 on Scale 1 to 10","1988","35-65 y.","in school","","","","","1"
"1 on Scale 1 to 10","1988","35-65 y.","general elemantary","26","","","","1"
"1 on Scale 1 to 10","1988","66 and older","general elemantary","19","","","","1"
"1 on Scale 1 to 10","1988","66 and older","in school","","","","","1"
"1 on Scale 1 to 10","1988","16-34 y.","higher education","","","","","1"
"1 on Scale 1 to 10","1988","66 and older","inadequately","1","","","","1"
"1 on Scale 1 to 10","1988","35-65 y.","middle vocational","45","0.0187595607497134","0.0133806227059596","0.0241384987934672","1"
"1 on Scale 1 to 10","1988","16-34 y.","higher vocational","1","","","","1"
"1 on Scale 1 to 10","1988","16-34 y.","vocational + Abi","","","","","1"
"10 Completely satisfied","1988","66 and older","higher education","5","","","","10"
"10 Completely satisfied","1988","66 and older","middle vocational","27","","","","10"
"10 Completely satisfied","1988","66 and older","vocational + Abi","1","","","","10"
"10 Completely satisfied","1988","66 and older","higher vocational","4","","","","10"
"10 Completely satisfied","1988","16-34 y.","middle vocational","302","0.153330279492764","0.13668993885003","0.169970620135498","10"
"10 Completely satisfied","1988","16-34 y.","vocational + Abi","17","","","","10"
"10 Completely satisfied","1988","16-34 y.","higher vocational","24","","","","10"
"10 Completely satisfied","1988","16-34 y.","higher education","27","","","","10"
"10 Completely satisfied","1988","35-65 y.","inadequately","42","0.0725844697118946","0.0496819287985723","0.0954870106252169","10"
"10 Completely satisfied","1988","35-65 y.","general elemantary","113","0.0753459975133089","0.0608521697053335","0.0898398253212842","10"
"10 Completely satisfied","1988","35-65 y.","middle vocational","220","0.0825590974610795","0.0716479856104745","0.0934702093116844","10"
"10 Completely satisfied","1988","35-65 y.","vocational + Abi","6","","","","10"
"10 Completely satisfied","1988","35-65 y.","higher vocational","29","","","","10"
"10 Completely satisfied","1988","35-65 y.","higher education","40","0.0771385781303492","0.0522648423426582","0.10201231391804","10"
"10 Completely satisfied","1988","66 and older","in school","","","","","10"
"10 Completely satisfied","1988","66 and older","inadequately","1","","","","10"
"10 Completely satisfied","1988","66 and older","general elemantary","16","","","","10"
"10 Completely satisfied","1988","35-65 y.","in school","","","","","10"
"10 Completely satisfied","1988","16-34 y.","in school","43","0.269797676420866","0.201448813859846","0.338146538981886","10"
"10 Completely satisfied","1988","16-34 y.","inadequately","32","0.143658281895165","0.0933874383488691","0.193929125441461","10"
"10 Completely satisfied","1988","16-34 y.","general elemantary","259","0.198412310545552","0.174561355325188","0.222263265765916","10"
"2 on Scale 1 to 10","1988","66 and older","middle vocational","29","","","","2"
"2 on Scale 1 to 10","1988","66 and older","vocational + Abi","2","","","","2"
"2 on Scale 1 to 10","1988","66 and older","higher vocational","6","","","","2"
"2 on Scale 1 to 10","1988","16-34 y.","in school","2","","","","2"
"2 on Scale 1 to 10","1988","16-34 y.","inadequately","6","","","","2"
"2 on Scale 1 to 10","1988","16-34 y.","general elemantary","13","","","","2"
"2 on Scale 1 to 10","1988","16-34 y.","middle vocational","10","","","","2"
"2 on Scale 1 to 10","1988","16-34 y.","vocational + Abi","1","","","","2"
"2 on Scale 1 to 10","1988","16-34 y.","higher vocational","1","","","","2"
"2 on Scale 1 to 10","1988","16-34 y.","higher education","3","","","","2"
"2 on Scale 1 to 10","1988","35-65 y.","in school","","","","","2"
"2 on Scale 1 to 10","1988","35-65 y.","inadequately","30","0.0712734751302045","0.0485626703932357","0.0939842798671732","2"
"2 on Scale 1 to 10","1988","35-65 y.","general elemantary","45","0.0344347295801456","0.0244219989246955","0.0444474602355956","2"
"2 on Scale 1 to 10","1988","35-65 y.","middle vocational","87","0.0400414091219025","0.0322685925990613","0.0478142256447437","2"
"2 on Scale 1 to 10","1988","35-65 y.","vocational + Abi","4","","","","2"
"2 on Scale 1 to 10","1988","35-65 y.","higher vocational","5","","","","2"
"2 on Scale 1 to 10","1988","35-65 y.","higher education","3","","","","2"
"2 on Scale 1 to 10","1988","66 and older","in school","","","","","2"
"2 on Scale 1 to 10","1988","66 and older","inadequately","2","","","","2"
"2 on Scale 1 to 10","1988","66 and older","general elemantary","25","","","","2"
"2 on Scale 1 to 10","1988","66 and older","higher education","3","","","","2"
"3 on Scale 1 to 10","1988","35-65 y.","middle vocational","123","0.0506797534114187","0.0419837218267749","0.0593757849960626","3"
"3 on Scale 1 to 10","1988","16-34 y.","general elemantary","27","","","","3"
"3 on Scale 1 to 10","1988","16-34 y.","middle vocational","32","0.0191830397562492","0.0128480789606928","0.0255180005518057","3"
"3 on Scale 1 to 10","1988","16-34 y.","vocational + Abi","5","","","","3"
"3 on Scale 1 to 10","1988","16-34 y.","higher vocational","3","","","","3"
"3 on Scale 1 to 10","1988","16-34 y.","higher education","6","","","","3"
"3 on Scale 1 to 10","1988","35-65 y.","in school","","","","","3"
"3 on Scale 1 to 10","1988","35-65 y.","inadequately","47","0.0957090370456875","0.0697400386171183","0.121678035474257","3"
"3 on Scale 1 to 10","1988","35-65 y.","general elemantary","72","0.0592623837770427","0.0462969458489318","0.0722278217051537","3"
"3 on Scale 1 to 10","1988","35-65 y.","vocational + Abi","6","","","","3"
"3 on Scale 1 to 10","1988","35-65 y.","higher vocational","15","","","","3"
"3 on Scale 1 to 10","1988","35-65 y.","higher education","24","","","","3"
"3 on Scale 1 to 10","1988","66 and older","in school","","","","","3"
"3 on Scale 1 to 10","1988","66 and older","inadequately","1","","","","3"
"3 on Scale 1 to 10","1988","66 and older","middle vocational","31","0.0641439733343733","0.0427111846365349","0.0855767620322118","3"
"3 on Scale 1 to 10","1988","66 and older","vocational + Abi","2","","","","3"
"3 on Scale 1 to 10","1988","66 and older","higher vocational","5","","","","3"
"3 on Scale 1 to 10","1988","66 and older","higher education","5","","","","3"
"3 on Scale 1 to 10","1988","16-34 y.","in school","3","","","","3"
"3 on Scale 1 to 10","1988","66 and older","general elemantary","29","","","","3"
"3 on Scale 1 to 10","1988","16-34 y.","inadequately","7","","","","3"
"4 on Scale 1 to 10","1988","66 and older","middle vocational","30","0.0535975836609346","0.0338957450090345","0.0732994223128346","4"
"4 on Scale 1 to 10","1988","66 and older","vocational + Abi","2","","","","4"
"4 on Scale 1 to 10","1988","66 and older","higher vocational","3","","","","4"
"4 on Scale 1 to 10","1988","66 and older","higher education","1","","","","4"
"4 on Scale 1 to 10","1988","16-34 y.","inadequately","7","","","","4"
"4 on Scale 1 to 10","1988","16-34 y.","general elemantary","24","","","","4"
"4 on Scale 1 to 10","1988","35-65 y.","vocational + Abi","9","","","","4"
"4 on Scale 1 to 10","1988","35-65 y.","higher vocational","26","","","","4"
"4 on Scale 1 to 10","1988","16-34 y.","in school","3","","","","4"
"4 on Scale 1 to 10","1988","35-65 y.","higher education","18","","","","4"
"4 on Scale 1 to 10","1988","66 and older","inadequately","4","","","","4"
"4 on Scale 1 to 10","1988","66 and older","general elemantary","37","0.0875516734854795","0.0594282236427483","0.115675123328211","4"
"4 on Scale 1 to 10","1988","16-34 y.","middle vocational","61","0.0441132443714473","0.0346295192757982","0.0535969694670964","4"
"4 on Scale 1 to 10","1988","35-65 y.","inadequately","32","0.0691868998111239","0.0467858789641461","0.0915879206581017","4"
"4 on Scale 1 to 10","1988","16-34 y.","higher education","2","","","","4"
"4 on Scale 1 to 10","1988","35-65 y.","middle vocational","140","0.0598566536690938","0.0504518280932857","0.0692614792449019","4"
"4 on Scale 1 to 10","1988","16-34 y.","vocational + Abi","6","","","","4"
"4 on Scale 1 to 10","1988","16-34 y.","higher vocational","4","","","","4"
"4 on Scale 1 to 10","1988","66 and older","in school","","","","","4"
"4 on Scale 1 to 10","1988","35-65 y.","general elemantary","86","0.0683991614477535","0.0545378698076432","0.0822604530878638","4"
"4 on Scale 1 to 10","1988","35-65 y.","in school","","","","","4"
"5 on Scale 1 to 10","1988","66 and older","middle vocational","101","0.19336596897611","0.158817840611377","0.227914097340843","5"
"5 on Scale 1 to 10","1988","66 and older","vocational + Abi","2","","","","5"
"5 on Scale 1 to 10","1988","16-34 y.","general elemantary","105","0.0951027479394403","0.0775582026073588","0.112647293271522","5"
"5 on Scale 1 to 10","1988","16-34 y.","middle vocational","175","0.101404553118772","0.0874632917547654","0.115345814482779","5"
"5 on Scale 1 to 10","1988","16-34 y.","vocational + Abi","7","","","","5"
"5 on Scale 1 to 10","1988","16-34 y.","higher vocational","13","","","","5"
"5 on Scale 1 to 10","1988","16-34 y.","higher education","19","","","","5"
"5 on Scale 1 to 10","1988","35-65 y.","in school","","","","","5"
"5 on Scale 1 to 10","1988","35-65 y.","inadequately","84","0.187435516578643","0.152986288652019","0.221884744505267","5"
"5 on Scale 1 to 10","1988","35-65 y.","general elemantary","248","0.212884397981757","0.190406559076988","0.235362236886525","5"
"5 on Scale 1 to 10","1988","35-65 y.","middle vocational","417","0.176601164859391","0.161482988881311","0.19171934083747","5"
"5 on Scale 1 to 10","1988","35-65 y.","vocational + Abi","12","","","","5"
"5 on Scale 1 to 10","1988","35-65 y.","higher vocational","48","0.162332529942481","0.121283221223972","0.203381838660991","5"
"5 on Scale 1 to 10","1988","35-65 y.","higher education","50","0.124863636287919","0.0940464622844774","0.15568081029136","5"
"5 on Scale 1 to 10","1988","66 and older","in school","","","","","5"
"5 on Scale 1 to 10","1988","66 and older","inadequately","2","","","","5"
"5 on Scale 1 to 10","1988","66 and older","general elemantary","80","0.208429151762642","0.168012870179696","0.248845433345587","5"
"5 on Scale 1 to 10","1988","66 and older","higher vocational","19","","","","5"
"5 on Scale 1 to 10","1988","66 and older","higher education","7","","","","5"
"5 on Scale 1 to 10","1988","16-34 y.","in school","9","","","","5"
"5 on Scale 1 to 10","1988","16-34 y.","inadequately","24","","","","5"
"6 on Scale 1 to 10","1988","16-34 y.","middle vocational","123","0.0682014677581024","0.0565588910981205","0.0798440444180842","6"
"6 on Scale 1 to 10","1988","16-34 y.","vocational + Abi","11","","","","6"
"6 on Scale 1 to 10","1988","16-34 y.","higher vocational","14","","","","6"
"6 on Scale 1 to 10","1988","16-34 y.","inadequately","14","","","","6"
"6 on Scale 1 to 10","1988","16-34 y.","general elemantary","60","0.0619627047431134","0.0475441680597692","0.0763812414264576","6"
"6 on Scale 1 to 10","1988","16-34 y.","in school","4","","","","6"
"6 on Scale 1 to 10","1988","16-34 y.","higher education","12","","","","6"
"6 on Scale 1 to 10","1988","35-65 y.","in school","","","","","6"
"6 on Scale 1 to 10","1988","35-65 y.","inadequately","48","0.0874220184479256","0.0624892766720286","0.112354760223823","6"
"6 on Scale 1 to 10","1988","35-65 y.","general elemantary","137","0.112758737563246","0.095390356258914","0.130127118867578","6"
"6 on Scale 1 to 10","1988","35-65 y.","middle vocational","255","0.102388073257006","0.0903691245226354","0.114407021991377","6"
"6 on Scale 1 to 10","1988","35-65 y.","vocational + Abi","10","","","","6"
"6 on Scale 1 to 10","1988","35-65 y.","higher vocational","38","0.129209000936887","0.0918693207433791","0.166548681130395","6"
"6 on Scale 1 to 10","1988","35-65 y.","higher education","32","0.0716995267383819","0.0476481806977191","0.0957508727790447","6"
"6 on Scale 1 to 10","1988","66 and older","in school","","","","","6"
"6 on Scale 1 to 10","1988","66 and older","middle vocational","58","0.115623141508452","0.0876502539306447","0.143596029086258","6"
"6 on Scale 1 to 10","1988","66 and older","vocational + Abi","2","","","","6"
"6 on Scale 1 to 10","1988","66 and older","higher vocational","7","","","","6"
"6 on Scale 1 to 10","1988","66 and older","higher education","6","","","","6"
"6 on Scale 1 to 10","1988","66 and older","inadequately","3","","","","6"
"6 on Scale 1 to 10","1988","66 and older","general elemantary","46","0.117032866190575","0.0850469777617552","0.149018754619394","6"
"7 on Scale 1 to 10","1988","66 and older","higher vocational","10","","","","7"
"7 on Scale 1 to 10","1988","66 and older","higher education","9","","","","7"
"7 on Scale 1 to 10","1988","66 and older","middle vocational","74","0.139187909252053","0.108908237191668","0.169467581312439","7"
"7 on Scale 1 to 10","1988","66 and older","vocational + Abi","1","","","","7"
"7 on Scale 1 to 10","1988","16-34 y.","inadequately","24","","","","7"
"7 on Scale 1 to 10","1988","35-65 y.","vocational + Abi","17","","","","7"
"7 on Scale 1 to 10","1988","66 and older","general elemantary","42","0.114290656393342","0.0826326760717865","0.145948636714898","7"
"7 on Scale 1 to 10","1988","66 and older","inadequately","1","","","","7"
"7 on Scale 1 to 10","1988","16-34 y.","middle vocational","260","0.150988264601878","0.134452675264223","0.167523853939533","7"
"7 on Scale 1 to 10","1988","16-34 y.","higher education","27","","","","7"
"7 on Scale 1 to 10","1988","35-65 y.","general elemantary","184","0.14164231850004","0.122495613786046","0.160789023214035","7"
"7 on Scale 1 to 10","1988","66 and older","in school","","","","","7"
"7 on Scale 1 to 10","1988","16-34 y.","general elemantary","121","0.118783757964221","0.0994344370574906","0.138133078870951","7"
"7 on Scale 1 to 10","1988","16-34 y.","vocational + Abi","29","","","","7"
"7 on Scale 1 to 10","1988","16-34 y.","higher vocational","25","","","","7"
"7 on Scale 1 to 10","1988","35-65 y.","inadequately","62","0.116353938243882","0.0880495124910625","0.144658363996702","7"
"7 on Scale 1 to 10","1988","35-65 y.","higher vocational","55","0.177507227151239","0.134972729368261","0.220041724934218","7"
"7 on Scale 1 to 10","1988","35-65 y.","higher education","79","0.181967167532521","0.145998956202349","0.217935378862693","7"
"7 on Scale 1 to 10","1988","16-34 y.","in school","27","","","","7"
"7 on Scale 1 to 10","1988","35-65 y.","middle vocational","366","0.147186426107287","0.133140239869093","0.161232612345482","7"
"7 on Scale 1 to 10","1988","35-65 y.","in school","","","","","7"
"8 on Scale 1 to 10","1988","66 and older","middle vocational","71","0.145065997216646","0.114259285714593","0.175872708718698","8"
"8 on Scale 1 to 10","1988","16-34 y.","general elemantary","261","0.260100439199036","0.233864121700643","0.28633675669743","8"
"8 on Scale 1 to 10","1988","35-65 y.","higher vocational","62","0.191146519108439","0.14737562980722","0.234917408409659","8"
"8 on Scale 1 to 10","1988","35-65 y.","higher education","118","0.26765192109132","0.226377507460446","0.308926334722194","8"
"8 on Scale 1 to 10","1988","66 and older","in school","","","","","8"
"8 on Scale 1 to 10","1988","66 and older","inadequately","","","","","8"
"8 on Scale 1 to 10","1988","66 and older","general elemantary","46","0.117208144031203","0.0852014895375191","0.149214798524887","8"
"8 on Scale 1 to 10","1988","66 and older","vocational + Abi","5","","","","8"
"8 on Scale 1 to 10","1988","66 and older","higher vocational","9","","","","8"
"8 on Scale 1 to 10","1988","66 and older","higher education","12","","","","8"
"8 on Scale 1 to 10","1988","16-34 y.","middle vocational","500","0.276749280137796","0.256086967816121","0.297411592459472","8"
"8 on Scale 1 to 10","1988","16-34 y.","vocational + Abi","44","0.293520908068754","0.221365056992298","0.365676759145211","8"
"8 on Scale 1 to 10","1988","16-34 y.","higher vocational","54","0.354853430898709","0.281174335684954","0.428532526112465","8"
"8 on Scale 1 to 10","1988","16-34 y.","higher education","56","0.270785306629796","0.209657287161204","0.331913326098388","8"
"8 on Scale 1 to 10","1988","35-65 y.","in school","","","","","8"
"8 on Scale 1 to 10","1988","35-65 y.","inadequately","83","0.167265322801303","0.134320975097124","0.200209670505483","8"
"8 on Scale 1 to 10","1988","35-65 y.","general elemantary","250","0.188994600723799","0.167496507173502","0.210492694274095","8"
"8 on Scale 1 to 10","1988","35-65 y.","middle vocational","539","0.219130670861797","0.202730881995631","0.235530459727963","8"
"8 on Scale 1 to 10","1988","35-65 y.","vocational + Abi","26","","","","8"
"8 on Scale 1 to 10","1988","16-34 y.","in school","36","0.184166684505467","0.12447733627071","0.243856032740223","8"
"8 on Scale 1 to 10","1988","16-34 y.","inadequately","36","0.20833281901825","0.150125519140845","0.266540118895655","8"
"9 on Scale 1 to 10","1988","66 and older","vocational + Abi","","","","","9"
"9 on Scale 1 to 10","1988","66 and older","middle vocational","25","","","","9"
"9 on Scale 1 to 10","1988","66 and older","higher vocational","3","","","","9"
"9 on Scale 1 to 10","1988","66 and older","higher education","5","","","","9"
"9 on Scale 1 to 10","1988","16-34 y.","middle vocational","325","0.170161926628269","0.152807146735237","0.1875167065213","9"
"9 on Scale 1 to 10","1988","16-34 y.","vocational + Abi","33","0.225607517520542","0.159376759875592","0.291838275165492","9"
"9 on Scale 1 to 10","1988","16-34 y.","inadequately","29","","","","9"
"9 on Scale 1 to 10","1988","16-34 y.","general elemantary","197","0.186031314779896","0.162758826158015","0.209303803401777","9"
"9 on Scale 1 to 10","1988","16-34 y.","in school","35","0.226201539066788","0.161776855768732","0.290626222364845","9"
"9 on Scale 1 to 10","1988","16-34 y.","higher vocational","22","","","","9"
"9 on Scale 1 to 10","1988","16-34 y.","higher education","50","0.272918500353467","0.211640002976227","0.334196997730706","9"
"9 on Scale 1 to 10","1988","35-65 y.","in school","","","","","9"
"9 on Scale 1 to 10","1988","35-65 y.","inadequately","43","0.0755325479144616","0.0522066961401805","0.0988583996887427","9"
"9 on Scale 1 to 10","1988","35-65 y.","general elemantary","78","0.0542698083535381","0.0418296431471463","0.0667099735599299","9"
"9 on Scale 1 to 10","1988","35-65 y.","middle vocational","207","0.0826528466802696","0.0717360993910459","0.0935695939694933","9"
"9 on Scale 1 to 10","1988","35-65 y.","vocational + Abi","8","","","","9"
"9 on Scale 1 to 10","1988","35-65 y.","higher vocational","30","0.0824498278246401","0.0518318128471349","0.113067842802145","9"
"9 on Scale 1 to 10","1988","35-65 y.","higher education","70","0.150945004684093","0.117570545287341","0.184319464080844","9"
"9 on Scale 1 to 10","1988","66 and older","in school","","","","","9"
"9 on Scale 1 to 10","1988","66 and older","inadequately","1","","","","9"
"9 on Scale 1 to 10","1988","66 and older","general elemantary","24","","","","9"
"0 Completely dissatisfied","1989","16-34 y.","in school","2","","","","0"
"0 Completely dissatisfied","1989","16-34 y.","inadequately","8","","","","0"
"0 Completely dissatisfied","1989","16-34 y.","general elemantary","4","","","","0"
"0 Completely dissatisfied","1989","16-34 y.","middle vocational","10","","","","0"
"0 Completely dissatisfied","1989","16-34 y.","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1989","16-34 y.","higher vocational","","","","","0"
"0 Completely dissatisfied","1989","16-34 y.","higher education","1","","","","0"
"0 Completely dissatisfied","1989","35-65 y.","in school","","","","","0"
"0 Completely dissatisfied","1989","35-65 y.","inadequately","21","","","","0"
"0 Completely dissatisfied","1989","35-65 y.","general elemantary","35","0.0369369619628292","0.0262254653712416","0.0476484585544168","0"
"0 Completely dissatisfied","1989","35-65 y.","middle vocational","63","0.0271898502676468","0.0206296431353263","0.0337500573999672","0"
"0 Completely dissatisfied","1989","35-65 y.","vocational + Abi","","","","","0"
"0 Completely dissatisfied","1989","35-65 y.","higher vocational","1","","","","0"
"0 Completely dissatisfied","1989","35-65 y.","higher education","3","","","","0"
"0 Completely dissatisfied","1989","66 and older","in school","","","","","0"
"0 Completely dissatisfied","1989","66 and older","inadequately","2","","","","0"
"0 Completely dissatisfied","1989","66 and older","general elemantary","28","","","","0"
