"m11125","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"4 on Scale 1 to 10","2003","direct migration background","Rural Area","31","0.0549005832530109","0.0340846253023598","0.0757165412036619","4"
"4 on Scale 1 to 10","2003","indirect migration background","Urban Area","20","","","","4"
"4 on Scale 1 to 10","2003","indirect migration background","Rural Area","6","","","","4"
"5 on Scale 1 to 10","2003","no migration background","Urban Area","1559","0.140032154553784","0.13383643801834","0.146227871089228","5"
"5 on Scale 1 to 10","2003","no migration background","Rural Area","950","0.151310565279069","0.142778810332511","0.159842320225627","5"
"5 on Scale 1 to 10","2003","direct migration background","Urban Area","313","0.166212133420591","0.150581426381974","0.181842840459208","5"
"5 on Scale 1 to 10","2003","direct migration background","Rural Area","64","0.129319663797443","0.0986555211358525","0.159983806459033","5"
"5 on Scale 1 to 10","2003","indirect migration background","Urban Area","49","0.0872442102130881","0.0661732616933127","0.108315158732863","5"
"5 on Scale 1 to 10","2003","indirect migration background","Rural Area","15","","","","5"
"6 on Scale 1 to 10","2003","no migration background","Urban Area","1178","0.0994761445683819","0.0941324253398367","0.104819863796927","6"
"6 on Scale 1 to 10","2003","no migration background","Rural Area","724","0.105519782123392","0.0982053323639415","0.112834231882843","6"
"6 on Scale 1 to 10","2003","direct migration background","Urban Area","233","0.102038518447187","0.0893289617772603","0.114748075117113","6"
"6 on Scale 1 to 10","2003","direct migration background","Rural Area","52","0.138148538926616","0.106616029491588","0.169681048361643","6"
"6 on Scale 1 to 10","2003","indirect migration background","Urban Area","46","0.0740607235895708","0.0545072594741079","0.0936141877050337","6"
"6 on Scale 1 to 10","2003","indirect migration background","Rural Area","2","","","","6"
"7 on Scale 1 to 10","2003","no migration background","Rural Area","1145","0.166751699124694","0.157877039597562","0.175626358651826","7"
"7 on Scale 1 to 10","2003","no migration background","Urban Area","2061","0.167445427374317","0.160779208803435","0.174111645945198","7"
"7 on Scale 1 to 10","2003","direct migration background","Urban Area","378","0.152613017528206","0.137513740275782","0.167712294780631","7"
"7 on Scale 1 to 10","2003","direct migration background","Rural Area","85","0.160813779176482","0.127243111694034","0.19438444665893","7"
"7 on Scale 1 to 10","2003","indirect migration background","Urban Area","91","0.148571764296885","0.1220146645581","0.17512886403567","7"
"7 on Scale 1 to 10","2003","indirect migration background","Rural Area","10","","","","7"
"8 on Scale 1 to 10","2003","no migration background","Urban Area","3089","0.240921757236679","0.233286602717813","0.248556911755545","8"
"8 on Scale 1 to 10","2003","no migration background","Rural Area","1700","0.228104983169815","0.218114744741062","0.238095221598567","8"
"8 on Scale 1 to 10","2003","direct migration background","Urban Area","478","0.214259532576793","0.197031760679202","0.231487304474385","8"
"8 on Scale 1 to 10","2003","direct migration background","Rural Area","85","0.186934178164985","0.151307413554044","0.222560942775926","8"
"8 on Scale 1 to 10","2003","indirect migration background","Urban Area","201","0.282369454799039","0.248757188506523","0.315981721091554","8"
"8 on Scale 1 to 10","2003","indirect migration background","Rural Area","22","","","","8"
"9 on Scale 1 to 10","2003","no migration background","Urban Area","1518","0.116969717489204","0.111231710577792","0.122707724400616","9"
"9 on Scale 1 to 10","2003","no migration background","Rural Area","737","0.0981539679531944","0.0910704421850541","0.105237493721335","9"
"9 on Scale 1 to 10","2003","direct migration background","Urban Area","249","0.11376022538761","0.100428378523973","0.127092072251248","9"
"9 on Scale 1 to 10","2003","indirect migration background","Urban Area","144","0.171121959716529","0.143000577086423","0.199243342346634","9"
"9 on Scale 1 to 10","2003","direct migration background","Rural Area","46","0.107154130536132","0.0788882915674291","0.135419969504835","9"
"9 on Scale 1 to 10","2003","indirect migration background","Rural Area","23","","","","9"
"0 Completely dissatisfied","2004","no migration background","Urban Area","170","0.0203738454698361","0.0178141710174851","0.0229335199221871","0"
"0 Completely dissatisfied","2004","no migration background","Rural Area","90","0.0182761131107473","0.0150455282284226","0.021506697993072","0"
"0 Completely dissatisfied","2004","direct migration background","Rural Area","9","","","","0"
"0 Completely dissatisfied","2004","indirect migration background","Urban Area","2","","","","0"
"0 Completely dissatisfied","2004","indirect migration background","Rural Area","1","","","","0"
"0 Completely dissatisfied","2004","direct migration background","Urban Area","23","","","","0"
"1 on Scale 1 to 10","2004","no migration background","Rural Area","93","0.0156359150416304","0.012643760024376","0.0186280700588848","1"
"1 on Scale 1 to 10","2004","no migration background","Urban Area","133","0.0152653546899645","0.0130439325152806","0.0174867768646484","1"
"1 on Scale 1 to 10","2004","indirect migration background","Urban Area","3","","","","1"
"1 on Scale 1 to 10","2004","direct migration background","Urban Area","17","","","","1"
"1 on Scale 1 to 10","2004","direct migration background","Rural Area","8","","","","1"
"1 on Scale 1 to 10","2004","indirect migration background","Rural Area","2","","","","1"
"10 Completely satisfied","2004","no migration background","Urban Area","787","0.0647961025728839","0.0603359918498599","0.0692562132959079","10"
"10 Completely satisfied","2004","no migration background","Rural Area","400","0.0698061203494447","0.0636603256519243","0.0759519150469651","10"
"10 Completely satisfied","2004","direct migration background","Urban Area","186","0.0935149263477579","0.0810623492178472","0.105967503477668","10"
"10 Completely satisfied","2004","direct migration background","Rural Area","45","0.112901278598516","0.0834311768903004","0.142371380306731","10"
"10 Completely satisfied","2004","indirect migration background","Urban Area","116","0.156648163858882","0.129528106894942","0.183768220822821","10"
"10 Completely satisfied","2004","indirect migration background","Rural Area","12","","","","10"
"2 on Scale 1 to 10","2004","no migration background","Urban Area","358","0.0376001393677794","0.03415354203816","0.0410467366973988","2"
"2 on Scale 1 to 10","2004","no migration background","Rural Area","213","0.0387873548291428","0.0341304283880507","0.0434442812702348","2"
"2 on Scale 1 to 10","2004","indirect migration background","Urban Area","5","","","","2"
"2 on Scale 1 to 10","2004","indirect migration background","Rural Area","","","","","2"
"2 on Scale 1 to 10","2004","direct migration background","Urban Area","70","0.0365975664437936","0.0285665887966668","0.0446285440909205","2"
"2 on Scale 1 to 10","2004","direct migration background","Rural Area","15","","","","2"
"3 on Scale 1 to 10","2004","no migration background","Urban Area","608","0.0577197075392433","0.0534942848587842","0.0619451302197024","3"
"3 on Scale 1 to 10","2004","no migration background","Rural Area","359","0.0609642634657496","0.0551936327303665","0.0667348942011327","3"
"3 on Scale 1 to 10","2004","direct migration background","Urban Area","112","0.0546672420409502","0.0449443742685337","0.0643901098133667","3"
"3 on Scale 1 to 10","2004","direct migration background","Rural Area","19","","","","3"
"3 on Scale 1 to 10","2004","indirect migration background","Urban Area","22","","","","3"
"3 on Scale 1 to 10","2004","indirect migration background","Rural Area","3","","","","3"
"4 on Scale 1 to 10","2004","no migration background","Urban Area","628","0.0569373723558201","0.0527389413390031","0.0611358033726371","4"
"4 on Scale 1 to 10","2004","no migration background","Rural Area","377","0.0565982827493588","0.0510252125034204","0.0621713529952971","4"
"4 on Scale 1 to 10","2004","direct migration background","Urban Area","114","0.0573402738475985","0.0473966244890713","0.0672839232061257","4"
"4 on Scale 1 to 10","2004","direct migration background","Rural Area","29","","","","4"
"4 on Scale 1 to 10","2004","indirect migration background","Urban Area","22","","","","4"
"4 on Scale 1 to 10","2004","indirect migration background","Rural Area","3","","","","4"
"5 on Scale 1 to 10","2004","no migration background","Urban Area","1605","0.150215399887672","0.143742040758172","0.156688759017173","5"
"5 on Scale 1 to 10","2004","no migration background","Rural Area","1001","0.155216254124928","0.146482802229441","0.163949706020415","5"
"5 on Scale 1 to 10","2004","direct migration background","Urban Area","328","0.166211794195353","0.150289808249365","0.18213378014134","5"
"5 on Scale 1 to 10","2004","direct migration background","Rural Area","56","0.12088640902561","0.0905295059867185","0.151243312064502","5"
"5 on Scale 1 to 10","2004","indirect migration background","Urban Area","58","0.119436905460575","0.0952392629228661","0.143634547998285","5"
"5 on Scale 1 to 10","2004","indirect migration background","Rural Area","11","","","","5"
"6 on Scale 1 to 10","2004","direct migration background","Rural Area","59","0.125668458382293","0.0948012435498212","0.156535673214764","6"
"6 on Scale 1 to 10","2004","indirect migration background","Urban Area","40","0.0570954619453107","0.0397830250192998","0.0744078988713217","6"
"6 on Scale 1 to 10","2004","indirect migration background","Rural Area","6","","","","6"
"6 on Scale 1 to 10","2004","no migration background","Urban Area","1181","0.10294800212675","0.0974420071043134","0.108453997149186","6"
"6 on Scale 1 to 10","2004","no migration background","Rural Area","703","0.0991550498842625","0.0919468470057063","0.106363252762819","6"
"6 on Scale 1 to 10","2004","direct migration background","Urban Area","228","0.106356291827633","0.093170620741596","0.11954196291367","6"
"7 on Scale 1 to 10","2004","no migration background","Urban Area","2011","0.164017672318377","0.157308608629705","0.170726736007049","7"
"7 on Scale 1 to 10","2004","no migration background","Rural Area","1128","0.171642220387961","0.162547997408452","0.180736443367469","7"
"7 on Scale 1 to 10","2004","direct migration background","Urban Area","364","0.167279629965625","0.151316811766964","0.183242448164286","7"
"7 on Scale 1 to 10","2004","direct migration background","Rural Area","69","0.13216557975837","0.10062832791535","0.16370283160139","7"
"7 on Scale 1 to 10","2004","indirect migration background","Urban Area","89","0.147589453466568","0.121124226971499","0.174054679961638","7"
"7 on Scale 1 to 10","2004","indirect migration background","Rural Area","24","","","","7"
"8 on Scale 1 to 10","2004","indirect migration background","Urban Area","200","0.270178431627163","0.237045700916043","0.303311162338282","8"
"8 on Scale 1 to 10","2004","no migration background","Urban Area","2809","0.223035195398579","0.215492867350714","0.230577523446444","8"
"8 on Scale 1 to 10","2004","no migration background","Rural Area","1572","0.224877160786144","0.214807786127632","0.234946535444656","8"
"8 on Scale 1 to 10","2004","direct migration background","Urban Area","443","0.1913954110125","0.174569743415633","0.208221078609366","8"
"8 on Scale 1 to 10","2004","direct migration background","Rural Area","95","0.221943891659753","0.183247249213458","0.260640534106048","8"
"8 on Scale 1 to 10","2004","indirect migration background","Rural Area","29","","","","8"
"9 on Scale 1 to 10","2004","no migration background","Urban Area","1412","0.107091208273095","0.101488493637738","0.112693922908451","9"
"9 on Scale 1 to 10","2004","no migration background","Rural Area","668","0.0890412652706314","0.0821723276520735","0.0959102028891893","9"
"9 on Scale 1 to 10","2004","direct migration background","Rural Area","39","0.091789365555854","0.0649027768693414","0.118675954242367","9"
"9 on Scale 1 to 10","2004","indirect migration background","Urban Area","133","0.146524548143094","0.120138505611689","0.172910590674499","9"
"9 on Scale 1 to 10","2004","direct migration background","Urban Area","215","0.100275388043679","0.0874287224396935","0.113122053647665","9"
"9 on Scale 1 to 10","2004","indirect migration background","Rural Area","24","","","","9"
"0 Completely dissatisfied","2005","no migration background","Urban Area","124","0.0138832687190705","0.0117157369659978","0.0160508004721432","0"
"0 Completely dissatisfied","2005","no migration background","Rural Area","73","0.0127939315697507","0.0100280034340151","0.0155598597054863","0"
"0 Completely dissatisfied","2005","direct migration background","Rural Area","13","","","","0"
"0 Completely dissatisfied","2005","indirect migration background","Rural Area","","","","","0"
"0 Completely dissatisfied","2005","direct migration background","Urban Area","24","","","","0"
"0 Completely dissatisfied","2005","indirect migration background","Urban Area","2","","","","0"
"1 on Scale 1 to 10","2005","no migration background","Urban Area","145","0.0165536338303636","0.0141900149422102","0.018917252718517","1"
"1 on Scale 1 to 10","2005","no migration background","Rural Area","93","0.0173234423194182","0.0141123161695006","0.0205345684693358","1"
"1 on Scale 1 to 10","2005","indirect migration background","Urban Area","2","","","","1"
"1 on Scale 1 to 10","2005","direct migration background","Urban Area","28","","","","1"
"1 on Scale 1 to 10","2005","direct migration background","Rural Area","10","","","","1"
"1 on Scale 1 to 10","2005","indirect migration background","Rural Area","2","","","","1"
"10 Completely satisfied","2005","no migration background","Urban Area","798","0.0692439229248451","0.064541039515767","0.0739468063339233","10"
"10 Completely satisfied","2005","no migration background","Rural Area","411","0.0739381535480435","0.0674981031146496","0.0803782039814374","10"
"10 Completely satisfied","2005","direct migration background","Urban Area","169","0.0823231802327768","0.0701859125999012","0.0944604478656523","10"
"10 Completely satisfied","2005","direct migration background","Rural Area","36","0.112388000451424","0.081852943471468","0.14292305743138","10"
"10 Completely satisfied","2005","indirect migration background","Urban Area","129","0.172417238517625","0.14492088213297","0.199913594902281","10"
"10 Completely satisfied","2005","indirect migration background","Rural Area","14","","","","10"
"2 on Scale 1 to 10","2005","no migration background","Urban Area","315","0.0354995324026309","0.0320717126480506","0.0389273521572113","2"
"2 on Scale 1 to 10","2005","no migration background","Rural Area","175","0.0335573336186741","0.0291251602244034","0.0379895070129449","2"
"2 on Scale 1 to 10","2005","direct migration background","Rural Area","8","","","","2"
"2 on Scale 1 to 10","2005","indirect migration background","Urban Area","10","","","","2"
"2 on Scale 1 to 10","2005","indirect migration background","Rural Area","3","","","","2"
"2 on Scale 1 to 10","2005","direct migration background","Urban Area","72","0.0391878257571947","0.030619226916923","0.0477564245974664","2"
"3 on Scale 1 to 10","2005","no migration background","Urban Area","565","0.0585528749687489","0.0542034933124635","0.0629022566250344","3"
"3 on Scale 1 to 10","2005","no migration background","Rural Area","365","0.0620671114585456","0.0561289551996471","0.068005267717444","3"
"3 on Scale 1 to 10","2005","direct migration background","Urban Area","116","0.0693911565946856","0.0581696639614566","0.0806126492279145","3"
"3 on Scale 1 to 10","2005","direct migration background","Rural Area","19","","","","3"
"3 on Scale 1 to 10","2005","indirect migration background","Urban Area","15","","","","3"
"3 on Scale 1 to 10","2005","indirect migration background","Rural Area","5","","","","3"
"4 on Scale 1 to 10","2005","no migration background","Urban Area","634","0.0627274545987107","0.0582356875998229","0.0672192215975985","4"
"4 on Scale 1 to 10","2005","no migration background","Rural Area","423","0.0618826198715944","0.0559527125057329","0.0678125272374559","4"
"4 on Scale 1 to 10","2005","direct migration background","Urban Area","119","0.061529386975666","0.0509181354034907","0.0721406385478413","4"
"4 on Scale 1 to 10","2005","direct migration background","Rural Area","30","0.0724478093514343","0.0473861982298406","0.0975094204730281","4"
"4 on Scale 1 to 10","2005","indirect migration background","Urban Area","18","","","","4"
"4 on Scale 1 to 10","2005","indirect migration background","Rural Area","2","","","","4"
"5 on Scale 1 to 10","2005","no migration background","Rural Area","909","0.153008526163146","0.144148555019965","0.161868497306328","5"
"5 on Scale 1 to 10","2005","no migration background","Urban Area","1455","0.142473070018479","0.135997981425785","0.148948158611173","5"
"5 on Scale 1 to 10","2005","direct migration background","Urban Area","283","0.148505723277053","0.132802910951115","0.164208535602992","5"
"5 on Scale 1 to 10","2005","direct migration background","Rural Area","59","0.119410218565826","0.088060420520179","0.150760016611473","5"
"5 on Scale 1 to 10","2005","indirect migration background","Rural Area","7","","","","5"
"5 on Scale 1 to 10","2005","indirect migration background","Urban Area","55","0.10640981576171","0.0839638069980302","0.12885582452539","5"
"6 on Scale 1 to 10","2005","no migration background","Urban Area","1179","0.103683923252812","0.0980366117507767","0.109331234754846","6"
"6 on Scale 1 to 10","2005","no migration background","Rural Area","641","0.093703059652812","0.0865309467912173","0.100875172514407","6"
"6 on Scale 1 to 10","2005","direct migration background","Urban Area","224","0.124155561054997","0.109593878648474","0.13871724346152","6"
"6 on Scale 1 to 10","2005","direct migration background","Rural Area","45","0.0904468724855463","0.0627176308057226","0.11817611416537","6"
"6 on Scale 1 to 10","2005","indirect migration background","Urban Area","54","0.0785455597092585","0.0589626671714188","0.0981284522470983","6"
"6 on Scale 1 to 10","2005","indirect migration background","Rural Area","11","","","","6"
"7 on Scale 1 to 10","2005","no migration background","Urban Area","1930","0.169753090312111","0.162798558176851","0.176707622447371","7"
"7 on Scale 1 to 10","2005","no migration background","Rural Area","1092","0.16301129415125","0.153920462429708","0.172102125872792","7"
"7 on Scale 1 to 10","2005","direct migration background","Urban Area","326","0.154460693371536","0.138502237438753","0.170419149304318","7"
"7 on Scale 1 to 10","2005","indirect migration background","Urban Area","104","0.125387567442934","0.101282178153607","0.149492956732262","7"
"7 on Scale 1 to 10","2005","indirect migration background","Rural Area","12","","","","7"
"7 on Scale 1 to 10","2005","direct migration background","Rural Area","73","0.168648865370142","0.13244865129043","0.204849079449854","7"
"8 on Scale 1 to 10","2005","no migration background","Urban Area","2718","0.224903197508737","0.217168715610679","0.232637679406795","8"
"8 on Scale 1 to 10","2005","no migration background","Rural Area","1459","0.224687627596594","0.214415440789351","0.234959814403837","8"
"8 on Scale 1 to 10","2005","direct migration background","Urban Area","404","0.183517177859555","0.16642384046428","0.200610515254829","8"
"8 on Scale 1 to 10","2005","direct migration background","Rural Area","82","0.244173052413779","0.202640632895302","0.285705471932256","8"
"8 on Scale 1 to 10","2005","indirect migration background","Urban Area","183","0.230787574231499","0.200117950739224","0.261457197723775","8"
"8 on Scale 1 to 10","2005","indirect migration background","Rural Area","32","0.27490130789892","0.189908510744581","0.359894105053259","8"
"9 on Scale 1 to 10","2005","no migration background","Urban Area","1331","0.102726031463491","0.0971018641865171","0.108350198740466","9"
"9 on Scale 1 to 10","2005","no migration background","Rural Area","701","0.104026900050171","0.0965131752211588","0.111540624879183","9"
"9 on Scale 1 to 10","2005","direct migration background","Urban Area","205","0.108577005804681","0.0948389326475841","0.122315078961778","9"
"9 on Scale 1 to 10","2005","direct migration background","Rural Area","36","0.0702848584791827","0.0455714288363878","0.0949982881219775","9"
"9 on Scale 1 to 10","2005","indirect migration background","Urban Area","153","0.205567097396215","0.17615103751201","0.234983157280419","9"
"9 on Scale 1 to 10","2005","indirect migration background","Rural Area","18","","","","9"
"0 Completely dissatisfied","2006","no migration background","Urban Area","134","0.013625471640118","0.0115482232264777","0.0157027200537584","0"
"0 Completely dissatisfied","2006","no migration background","Rural Area","106","0.0201583741482856","0.0168313951840342","0.0234853531125369","0"
"0 Completely dissatisfied","2006","direct migration background","Rural Area","13","","","","0"
"0 Completely dissatisfied","2006","indirect migration background","Rural Area","","","","","0"
"0 Completely dissatisfied","2006","indirect migration background","Urban Area","2","","","","0"
"0 Completely dissatisfied","2006","direct migration background","Urban Area","29","","","","0"
"1 on Scale 1 to 10","2006","no migration background","Urban Area","143","0.0165640058753494","0.0142771042809389","0.0188509074697598","1"
"1 on Scale 1 to 10","2006","direct migration background","Rural Area","4","","","","1"
"1 on Scale 1 to 10","2006","no migration background","Rural Area","81","0.015582271238923","0.0126503692061773","0.0185141732716688","1"
"1 on Scale 1 to 10","2006","direct migration background","Urban Area","17","","","","1"
"1 on Scale 1 to 10","2006","indirect migration background","Rural Area","1","","","","1"
"1 on Scale 1 to 10","2006","indirect migration background","Urban Area","2","","","","1"
"10 Completely satisfied","2006","no migration background","Urban Area","845","0.0687334937941555","0.0642002096495733","0.0732667779387377","10"
"10 Completely satisfied","2006","no migration background","Rural Area","449","0.0663790003197729","0.0604858838961106","0.0722721167434353","10"
"10 Completely satisfied","2006","direct migration background","Urban Area","164","0.0848881304844539","0.0725365013119111","0.0972397596569966","10"
"10 Completely satisfied","2006","direct migration background","Rural Area","42","0.110889770882845","0.0811075075046314","0.140672034261058","10"
"10 Completely satisfied","2006","indirect migration background","Urban Area","116","0.146693361851434","0.12057708129333","0.172809642409537","10"
"10 Completely satisfied","2006","indirect migration background","Rural Area","14","","","","10"
"2 on Scale 1 to 10","2006","no migration background","Urban Area","325","0.0326497416048912","0.0294653718538237","0.0358341113559586","2"
"2 on Scale 1 to 10","2006","no migration background","Rural Area","200","0.0334388247104654","0.0291829921098595","0.0376946573110713","2"
"2 on Scale 1 to 10","2006","direct migration background","Urban Area","64","0.0357529046439111","0.0275245405432727","0.0439812687445494","2"
"2 on Scale 1 to 10","2006","direct migration background","Rural Area","15","","","","2"
"2 on Scale 1 to 10","2006","indirect migration background","Urban Area","13","","","","2"
"2 on Scale 1 to 10","2006","indirect migration background","Rural Area","1","","","","2"
"3 on Scale 1 to 10","2006","no migration background","Urban Area","596","0.0548085881607565","0.0507303185753269","0.0588868577461861","3"
"3 on Scale 1 to 10","2006","no migration background","Rural Area","387","0.0614941107281137","0.0558071579074289","0.0671810635487986","3"
"3 on Scale 1 to 10","2006","indirect migration background","Urban Area","23","","","","3"
"3 on Scale 1 to 10","2006","direct migration background","Urban Area","122","0.0698116984948888","0.0585185976935328","0.0811047992962449","3"
"3 on Scale 1 to 10","2006","direct migration background","Rural Area","26","","","","3"
"3 on Scale 1 to 10","2006","indirect migration background","Rural Area","7","","","","3"
"4 on Scale 1 to 10","2006","no migration background","Urban Area","685","0.0655000317465466","0.061066986742381","0.0699330767507122","4"
"4 on Scale 1 to 10","2006","no migration background","Rural Area","441","0.0679853709759477","0.0620265071362997","0.0739442348155958","4"
"4 on Scale 1 to 10","2006","direct migration background","Urban Area","111","0.0665100535308557","0.0554676875503085","0.0775524195114028","4"
"4 on Scale 1 to 10","2006","direct migration background","Rural Area","28","","","","4"
"4 on Scale 1 to 10","2006","indirect migration background","Urban Area","18","","","","4"
"4 on Scale 1 to 10","2006","indirect migration background","Rural Area","5","","","","4"
"5 on Scale 1 to 10","2006","no migration background","Urban Area","1563","0.140446631140687","0.134220993688211","0.146672268593164","5"
"5 on Scale 1 to 10","2006","no migration background","Rural Area","1032","0.152798904898316","0.144281687422147","0.161316122374484","5"
"5 on Scale 1 to 10","2006","direct migration background","Urban Area","275","0.143398802442462","0.127866860209569","0.158930744675356","5"
"5 on Scale 1 to 10","2006","direct migration background","Rural Area","60","0.1139607516698","0.0838210960243466","0.144100407315254","5"
"5 on Scale 1 to 10","2006","indirect migration background","Urban Area","59","0.0950711431784778","0.0734197867610242","0.116722499595931","5"
"5 on Scale 1 to 10","2006","indirect migration background","Rural Area","8","","","","5"
"6 on Scale 1 to 10","2006","no migration background","Urban Area","1203","0.0965452568260794","0.09125337165567","0.101837141996489","6"
"6 on Scale 1 to 10","2006","direct migration background","Rural Area","49","0.104804040503467","0.0757516265676995","0.133856454439234","6"
"6 on Scale 1 to 10","2006","indirect migration background","Urban Area","46","0.0594790622442524","0.0420200438312169","0.076938080657288","6"
"6 on Scale 1 to 10","2006","indirect migration background","Rural Area","10","","","","6"
"6 on Scale 1 to 10","2006","no migration background","Rural Area","702","0.0976457517929189","0.090618919769427","0.104672583816411","6"
"6 on Scale 1 to 10","2006","direct migration background","Urban Area","222","0.111312922486178","0.0973745877238649","0.125251257248491","6"
"7 on Scale 1 to 10","2006","no migration background","Urban Area","2076","0.1702145653132","0.163480567000357","0.176948563626043","7"
"7 on Scale 1 to 10","2006","no migration background","Rural Area","1106","0.15008754137452","0.141632732766774","0.158542349982266","7"
"7 on Scale 1 to 10","2006","direct migration background","Urban Area","330","0.15475682100027","0.138728818440373","0.170784823560167","7"
"7 on Scale 1 to 10","2006","direct migration background","Rural Area","86","0.212108652401933","0.173334125151042","0.250883179652824","7"
"7 on Scale 1 to 10","2006","indirect migration background","Rural Area","19","","","","7"
"7 on Scale 1 to 10","2006","indirect migration background","Urban Area","116","0.17373558113861","0.145767836616053","0.201703325661167","7"
"8 on Scale 1 to 10","2006","no migration background","Urban Area","2957","0.233984574541525","0.226398726986595","0.241570422096455","8"
"8 on Scale 1 to 10","2006","no migration background","Rural Area","1617","0.227940876435418","0.218010156181261","0.237871596689576","8"
"8 on Scale 1 to 10","2006","direct migration background","Urban Area","423","0.201321413262596","0.183551116873994","0.219091709651198","8"
"8 on Scale 1 to 10","2006","direct migration background","Rural Area","66","0.169305117972776","0.133734618438416","0.204875617507136","8"
"8 on Scale 1 to 10","2006","indirect migration background","Urban Area","174","0.23874487118038","0.207275673273692","0.270214069087068","8"
"8 on Scale 1 to 10","2006","indirect migration background","Rural Area","33","0.302684070553801","0.220140322225797","0.385227818881805","8"
"9 on Scale 1 to 10","2006","no migration background","Urban Area","1438","0.106927639356691","0.101390568853072","0.11246470986031","9"
"9 on Scale 1 to 10","2006","no migration background","Rural Area","734","0.106488973377319","0.0991868924849646","0.113791054269673","9"
"9 on Scale 1 to 10","2006","direct migration background","Urban Area","199","0.107037258528966","0.0933363986835037","0.120738118374428","9"
"9 on Scale 1 to 10","2006","direct migration background","Rural Area","38","0.0883640787218686","0.0614436020734519","0.115284555370285","9"
"9 on Scale 1 to 10","2006","indirect migration background","Urban Area","136","0.176105600064834","0.147988152672203","0.204223047457465","9"
"9 on Scale 1 to 10","2006","indirect migration background","Rural Area","21","","","","9"
"0 Completely dissatisfied","2007","no migration background","Urban Area","127","0.0138792665454134","0.0117128168461123","0.0160457162447144","0"
"0 Completely dissatisfied","2007","no migration background","Rural Area","72","0.0129019142966003","0.010150399546031","0.0156534290471696","0"
"0 Completely dissatisfied","2007","direct migration background","Rural Area","8","","","","0"
"0 Completely dissatisfied","2007","indirect migration background","Rural Area","","","","","0"
"0 Completely dissatisfied","2007","direct migration background","Urban Area","22","","","","0"
"0 Completely dissatisfied","2007","indirect migration background","Urban Area","1","","","","0"
"1 on Scale 1 to 10","2007","no migration background","Urban Area","137","0.0164462297233466","0.0140910039958239","0.0188014554508693","1"
"1 on Scale 1 to 10","2007","no migration background","Rural Area","91","0.013675317826438","0.0108436436579623","0.0165069919949137","1"
"1 on Scale 1 to 10","2007","direct migration background","Urban Area","19","","","","1"
"1 on Scale 1 to 10","2007","indirect migration background","Urban Area","3","","","","1"
"1 on Scale 1 to 10","2007","direct migration background","Rural Area","3","","","","1"
"1 on Scale 1 to 10","2007","indirect migration background","Rural Area","1","","","","1"
"10 Completely satisfied","2007","no migration background","Urban Area","659","0.0577419814573107","0.0534225054176883","0.0620614574969332","10"
"10 Completely satisfied","2007","direct migration background","Urban Area","115","0.0773895434127933","0.0648198825871593","0.0899592042384274","10"
"10 Completely satisfied","2007","direct migration background","Rural Area","25","","","","10"
"10 Completely satisfied","2007","no migration background","Rural Area","359","0.0579517863216452","0.0522549388330067","0.0636486338102838","10"
"10 Completely satisfied","2007","indirect migration background","Urban Area","80","0.134817677675665","0.108995629084658","0.160639726266672","10"
"10 Completely satisfied","2007","indirect migration background","Rural Area","12","","","","10"
"2 on Scale 1 to 10","2007","no migration background","Urban Area","319","0.0332851358839158","0.0299633267713458","0.0366069449964858","2"
"2 on Scale 1 to 10","2007","no migration background","Rural Area","199","0.0341822288124204","0.0297521403475773","0.0386123172772636","2"
"2 on Scale 1 to 10","2007","direct migration background","Urban Area","72","0.0405314188459018","0.0312549110689043","0.0498079266228992","2"
"2 on Scale 1 to 10","2007","indirect migration background","Urban Area","14","","","","2"
"2 on Scale 1 to 10","2007","indirect migration background","Rural Area","2","","","","2"
"2 on Scale 1 to 10","2007","direct migration background","Rural Area","15","","","","2"
"3 on Scale 1 to 10","2007","no migration background","Urban Area","604","0.0556374551152142","0.0513926934330375","0.059882216797391","3"
"3 on Scale 1 to 10","2007","no migration background","Rural Area","366","0.0592905185029091","0.0535323416549845","0.0650486953508338","3"
"3 on Scale 1 to 10","2007","direct migration background","Urban Area","104","0.0724472242343041","0.0602530212352499","0.0846414272333584","3"
"3 on Scale 1 to 10","2007","direct migration background","Rural Area","21","","","","3"
"3 on Scale 1 to 10","2007","indirect migration background","Urban Area","10","","","","3"
"3 on Scale 1 to 10","2007","indirect migration background","Rural Area","4","","","","3"
"4 on Scale 1 to 10","2007","no migration background","Urban Area","662","0.0650007906959126","0.0604355335129735","0.0695660478788518","4"
"4 on Scale 1 to 10","2007","no migration background","Rural Area","414","0.0653001611445215","0.0592765375661333","0.0713237847229098","4"
"4 on Scale 1 to 10","2007","direct migration background","Urban Area","99","0.0672645762996475","0.0554818532046172","0.0790472993946778","4"
"4 on Scale 1 to 10","2007","direct migration background","Rural Area","23","","","","4"
"4 on Scale 1 to 10","2007","indirect migration background","Urban Area","27","","","","4"
"4 on Scale 1 to 10","2007","indirect migration background","Rural Area","4","","","","4"
"5 on Scale 1 to 10","2007","no migration background","Rural Area","940","0.146880974354905","0.138250151552736","0.155511797157074","5"
"5 on Scale 1 to 10","2007","no migration background","Urban Area","1417","0.137619758501108","0.131240207682043","0.143999309320172","5"
"5 on Scale 1 to 10","2007","direct migration background","Urban Area","255","0.16604001719948","0.148535415981861","0.183544618417099","5"
"5 on Scale 1 to 10","2007","direct migration background","Rural Area","68","0.191405999696053","0.152658513810414","0.230153485581692","5"
