"plh0182","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","1984","16-34 y.","no migration background","63","0.020780856859907","0.0157544272007126","0.0258072865191013","3"
"3 on Scale 1 to 10","1984","16-34 y.","direct migration background","40","0.0277398941256607","0.0190971134332427","0.0363826748180788","3"
"3 on Scale 1 to 10","1984","16-34 y.","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1984","35-65 y.","no migration background","77","0.0188273883994914","0.0147758195569331","0.0228789572420497","3"
"3 on Scale 1 to 10","1984","35-65 y.","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1984","66 and older","no migration background","27","","","","3"
"3 on Scale 1 to 10","1984","66 and older","direct migration background","2","","","","3"
"3 on Scale 1 to 10","1984","66 and older","indirect migration background","","","","","3"
"4 on Scale 1 to 10","1984","35-65 y.","no migration background","93","0.0218811941436445","0.0175201871064236","0.0262422011808653","4"
"4 on Scale 1 to 10","1984","16-34 y.","no migration background","85","0.0271467621699518","0.0214205080173146","0.0328730163225889","4"
"4 on Scale 1 to 10","1984","16-34 y.","direct migration background","44","0.0332445468674512","0.0238098405812974","0.042679253153605","4"
"4 on Scale 1 to 10","1984","66 and older","direct migration background","1","","","","4"
"4 on Scale 1 to 10","1984","16-34 y.","indirect migration background","1","","","","4"
"4 on Scale 1 to 10","1984","35-65 y.","indirect migration background","1","","","","4"
"4 on Scale 1 to 10","1984","66 and older","no migration background","31","0.0242325803932944","0.0156460892799162","0.0328190715066727","4"
"4 on Scale 1 to 10","1984","66 and older","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1984","35-65 y.","direct migration background","76","0.037509201111816","0.0291379109716925","0.0458804912519395","4"
"5 on Scale 1 to 10","1984","66 and older","no migration background","151","0.124329347074513","0.105904666763035","0.142754027385991","5"
"5 on Scale 1 to 10","1984","66 and older","direct migration background","6","","","","5"
"5 on Scale 1 to 10","1984","35-65 y.","indirect migration background","6","","","","5"
"5 on Scale 1 to 10","1984","16-34 y.","no migration background","336","0.110268483299993","0.0992316845313384","0.121305282068648","5"
"5 on Scale 1 to 10","1984","35-65 y.","direct migration background","269","0.13908660272708","0.123840895457016","0.154332309997143","5"
"5 on Scale 1 to 10","1984","35-65 y.","no migration background","481","0.115355739330691","0.105833054543374","0.124878424118008","5"
"5 on Scale 1 to 10","1984","66 and older","indirect migration background","1","","","","5"
"5 on Scale 1 to 10","1984","16-34 y.","direct migration background","183","0.144566186952364","0.126059169690961","0.163073204213767","5"
"5 on Scale 1 to 10","1984","16-34 y.","indirect migration background","10","","","","5"
"6 on Scale 1 to 10","1984","35-65 y.","no migration background","335","0.0783042783607448","0.0702959475502992","0.0863126091711904","6"
"6 on Scale 1 to 10","1984","66 and older","no migration background","111","0.0881427447686554","0.0723120691047039","0.103973420432607","6"
"6 on Scale 1 to 10","1984","16-34 y.","indirect migration background","7","","","","6"
"6 on Scale 1 to 10","1984","16-34 y.","direct migration background","95","0.0707853237864778","0.0572882537260542","0.0842823938469015","6"
"6 on Scale 1 to 10","1984","35-65 y.","indirect migration background","1","","","","6"
"6 on Scale 1 to 10","1984","16-34 y.","no migration background","261","0.086222803262224","0.0763322823943353","0.0961133241301126","6"
"6 on Scale 1 to 10","1984","35-65 y.","direct migration background","179","0.0912044164804577","0.0785201244456067","0.103888708515309","6"
"6 on Scale 1 to 10","1984","66 and older","direct migration background","1","","","","6"
"6 on Scale 1 to 10","1984","66 and older","indirect migration background","","","","","6"
"7 on Scale 1 to 10","1984","16-34 y.","indirect migration background","10","","","","7"
"7 on Scale 1 to 10","1984","16-34 y.","no migration background","544","0.178314739063129","0.164827150606902","0.191802327519357","7"
"7 on Scale 1 to 10","1984","16-34 y.","direct migration background","196","0.142941364582794","0.124521175245912","0.161361553919676","7"
"7 on Scale 1 to 10","1984","35-65 y.","direct migration background","255","0.129166489751307","0.11439012207922","0.143942857423394","7"
"7 on Scale 1 to 10","1984","35-65 y.","indirect migration background","2","","","","7"
"7 on Scale 1 to 10","1984","66 and older","no migration background","168","0.130819706271028","0.111990402686855","0.1496490098552","7"
"7 on Scale 1 to 10","1984","66 and older","direct migration background","4","","","","7"
"7 on Scale 1 to 10","1984","66 and older","indirect migration background","","","","","7"
"7 on Scale 1 to 10","1984","35-65 y.","no migration background","688","0.157630918530466","0.146768478660669","0.168493358400263","7"
"8 on Scale 1 to 10","1984","35-65 y.","direct migration background","454","0.221842321868663","0.203536838616158","0.240147805121168","8"
"8 on Scale 1 to 10","1984","66 and older","indirect migration background","3","","","","8"
"8 on Scale 1 to 10","1984","35-65 y.","no migration background","1142","0.260309886380711","0.247229345223359","0.273390427538063","8"
"8 on Scale 1 to 10","1984","16-34 y.","indirect migration background","28","","","","8"
"8 on Scale 1 to 10","1984","16-34 y.","no migration background","781","0.24936111640908","0.234116453282389","0.264605779535771","8"
"8 on Scale 1 to 10","1984","66 and older","no migration background","277","0.225673840840854","0.202331451265967","0.249016230415742","8"
"8 on Scale 1 to 10","1984","16-34 y.","direct migration background","310","0.230919879222959","0.208741678269263","0.253098080176656","8"
"8 on Scale 1 to 10","1984","35-65 y.","indirect migration background","4","","","","8"
"8 on Scale 1 to 10","1984","66 and older","direct migration background","9","","","","8"
"9 on Scale 1 to 10","1984","66 and older","direct migration background","1","","","","9"
"9 on Scale 1 to 10","1984","16-34 y.","direct migration background","174","0.129759660470276","0.112074894532841","0.147444426407712","9"
"9 on Scale 1 to 10","1984","35-65 y.","no migration background","518","0.117142169716876","0.107555726773604","0.126728612660148","9"
"9 on Scale 1 to 10","1984","16-34 y.","no migration background","467","0.15140687674798","0.13877666909679","0.16403708439917","9"
"9 on Scale 1 to 10","1984","16-34 y.","indirect migration background","21","","","","9"
"9 on Scale 1 to 10","1984","35-65 y.","direct migration background","227","0.124194636309344","0.109664141145794","0.138725131472894","9"
"9 on Scale 1 to 10","1984","35-65 y.","indirect migration background","4","","","","9"
"9 on Scale 1 to 10","1984","66 and older","no migration background","103","0.0859178712161148","0.0702692131807268","0.101566529251503","9"
"9 on Scale 1 to 10","1984","66 and older","indirect migration background","","","","","9"
"0 Completely dissatisfied","1985","16-34 y.","no migration background","18","","","","0"
"0 Completely dissatisfied","1985","16-34 y.","direct migration background","8","","","","0"
"0 Completely dissatisfied","1985","16-34 y.","indirect migration background","","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","no migration background","43","0.0121319621278166","0.00874020661989363","0.0155237176357396","0"
"0 Completely dissatisfied","1985","35-65 y.","direct migration background","26","","","","0"
"0 Completely dissatisfied","1985","35-65 y.","indirect migration background","1","","","","0"
"0 Completely dissatisfied","1985","66 and older","no migration background","14","","","","0"
"0 Completely dissatisfied","1985","66 and older","direct migration background","","","","","0"
"0 Completely dissatisfied","1985","66 and older","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1985","16-34 y.","no migration background","20","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1985","66 and older","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1985","16-34 y.","direct migration background","13","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","no migration background","8","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","direct migration background","10","","","","1"
"1 on Scale 1 to 10","1985","66 and older","no migration background","8","","","","1"
"1 on Scale 1 to 10","1985","66 and older","direct migration background","","","","","1"
"1 on Scale 1 to 10","1985","35-65 y.","indirect migration background","","","","","1"
"10 Completely satisfied","1985","16-34 y.","no migration background","295","0.099580701816326","0.0886842722690233","0.110477131363629","10"
"10 Completely satisfied","1985","16-34 y.","indirect migration background","21","","","","10"
"10 Completely satisfied","1985","35-65 y.","direct migration background","249","0.145772095663892","0.129248478820479","0.162295712507305","10"
"10 Completely satisfied","1985","35-65 y.","no migration background","563","0.140550110225849","0.129782100869257","0.151318119582442","10"
"10 Completely satisfied","1985","16-34 y.","direct migration background","175","0.125029591959755","0.105871668350843","0.144187515568667","10"
"10 Completely satisfied","1985","35-65 y.","indirect migration background","1","","","","10"
"10 Completely satisfied","1985","66 and older","no migration background","222","0.204620564603597","0.180414304272829","0.228826824934365","10"
"10 Completely satisfied","1985","66 and older","direct migration background","7","","","","10"
"10 Completely satisfied","1985","66 and older","indirect migration background","1","","","","10"
"2 on Scale 1 to 10","1985","16-34 y.","no migration background","30","0.0108089142737423","0.00704616431351689","0.0145716642339677","2"
"2 on Scale 1 to 10","1985","16-34 y.","direct migration background","14","","","","2"
"2 on Scale 1 to 10","1985","16-34 y.","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","no migration background","47","0.0119165947619778","0.00855471298547451","0.0152784765384811","2"
"2 on Scale 1 to 10","1985","35-65 y.","direct migration background","26","","","","2"
"2 on Scale 1 to 10","1985","35-65 y.","indirect migration background","2","","","","2"
"2 on Scale 1 to 10","1985","66 and older","direct migration background","2","","","","2"
"2 on Scale 1 to 10","1985","66 and older","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1985","66 and older","no migration background","18","","","","2"
"3 on Scale 1 to 10","1985","16-34 y.","direct migration background","28","","","","3"
"3 on Scale 1 to 10","1985","35-65 y.","indirect migration background","1","","","","3"
"3 on Scale 1 to 10","1985","16-34 y.","no migration background","75","0.0258330007414252","0.0200603090732445","0.031605692409606","3"
"3 on Scale 1 to 10","1985","35-65 y.","direct migration background","51","0.0294678857502994","0.0215490655177164","0.0373867059828824","3"
"3 on Scale 1 to 10","1985","66 and older","no migration background","29","","","","3"
"3 on Scale 1 to 10","1985","16-34 y.","indirect migration background","1","","","","3"
"3 on Scale 1 to 10","1985","35-65 y.","no migration background","90","0.024253038357404","0.0194869594365755","0.0290191172782324","3"
"3 on Scale 1 to 10","1985","66 and older","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1985","66 and older","direct migration background","1","","","","3"
"4 on Scale 1 to 10","1985","66 and older","direct migration background","2","","","","4"
"4 on Scale 1 to 10","1985","16-34 y.","direct migration background","50","0.0406953776977646","0.029250895234549","0.0521398601609802","4"
"4 on Scale 1 to 10","1985","16-34 y.","indirect migration background","3","","","","4"
"4 on Scale 1 to 10","1985","35-65 y.","no migration background","108","0.0275338802558069","0.0224642008279107","0.0326035596837031","4"
"4 on Scale 1 to 10","1985","35-65 y.","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1985","66 and older","no migration background","36","0.0332149984326617","0.0224627831433563","0.0439672137219671","4"
"4 on Scale 1 to 10","1985","16-34 y.","no migration background","89","0.0308693472666529","0.0245753128279272","0.0371633817053787","4"
"4 on Scale 1 to 10","1985","66 and older","indirect migration background","1","","","","4"
"4 on Scale 1 to 10","1985","35-65 y.","direct migration background","61","0.0316776084737193","0.0234766007524829","0.0398786161949557","4"
"5 on Scale 1 to 10","1985","66 and older","direct migration background","6","","","","5"
"5 on Scale 1 to 10","1985","16-34 y.","no migration background","299","0.104186105761117","0.0930690949913164","0.115303116530917","5"
"5 on Scale 1 to 10","1985","16-34 y.","direct migration background","154","0.158463622141648","0.137311858529803","0.179615385753493","5"
"5 on Scale 1 to 10","1985","66 and older","no migration background","142","0.132167836162133","0.111846762869031","0.152488909455234","5"
"5 on Scale 1 to 10","1985","66 and older","indirect migration background","","","","","5"
"5 on Scale 1 to 10","1985","35-65 y.","no migration background","509","0.130957154964334","0.120505266687935","0.141409043240733","5"
"5 on Scale 1 to 10","1985","35-65 y.","direct migration background","220","0.137237713462861","0.121125197772127","0.153350229153596","5"
"5 on Scale 1 to 10","1985","35-65 y.","indirect migration background","2","","","","5"
"5 on Scale 1 to 10","1985","16-34 y.","indirect migration background","10","","","","5"
"6 on Scale 1 to 10","1985","16-34 y.","no migration background","262","0.0915468134743233","0.081052667064486","0.102040959884161","6"
"6 on Scale 1 to 10","1985","16-34 y.","direct migration background","116","0.114877274375602","0.0964073909314423","0.133347157819763","6"
"6 on Scale 1 to 10","1985","66 and older","no migration background","96","0.0881852634693588","0.0711708417453855","0.105199685193332","6"
"6 on Scale 1 to 10","1985","35-65 y.","no migration background","360","0.0893888468466218","0.0805495504076428","0.0982281432856008","6"
"6 on Scale 1 to 10","1985","35-65 y.","indirect migration background","1","","","","6"
"6 on Scale 1 to 10","1985","16-34 y.","indirect migration background","5","","","","6"
"6 on Scale 1 to 10","1985","35-65 y.","direct migration background","159","0.0948370436463891","0.0811176969906417","0.108556390302137","6"
"6 on Scale 1 to 10","1985","66 and older","direct migration background","4","","","","6"
"6 on Scale 1 to 10","1985","66 and older","indirect migration background","","","","","6"
"7 on Scale 1 to 10","1985","16-34 y.","indirect migration background","16","","","","7"
"7 on Scale 1 to 10","1985","16-34 y.","no migration background","580","0.200870377276998","0.186290939084196","0.215449815469799","7"
"7 on Scale 1 to 10","1985","16-34 y.","direct migration background","177","0.174615274740618","0.152625809029403","0.196604740451832","7"
"7 on Scale 1 to 10","1985","35-65 y.","no migration background","710","0.173622786188204","0.16188727325787","0.185358299118538","7"
"7 on Scale 1 to 10","1985","35-65 y.","direct migration background","305","0.156329399084376","0.139323960893096","0.173334837275656","7"
"7 on Scale 1 to 10","1985","35-65 y.","indirect migration background","3","","","","7"
"7 on Scale 1 to 10","1985","66 and older","no migration background","137","0.130479185553704","0.110268711928519","0.15068965917889","7"
"7 on Scale 1 to 10","1985","66 and older","indirect migration background","","","","","7"
"7 on Scale 1 to 10","1985","66 and older","direct migration background","4","","","","7"
"8 on Scale 1 to 10","1985","16-34 y.","no migration background","836","0.28589330826341","0.269451189792902","0.302335426733918","8"
"8 on Scale 1 to 10","1985","16-34 y.","indirect migration background","34","0.278047447039911","0.19788494718057","0.358209946899252","8"
"8 on Scale 1 to 10","1985","35-65 y.","indirect migration background","6","","","","8"
"8 on Scale 1 to 10","1985","66 and older","direct migration background","4","","","","8"
"8 on Scale 1 to 10","1985","66 and older","indirect migration background","2","","","","8"
"8 on Scale 1 to 10","1985","16-34 y.","direct migration background","269","0.23713440110591","0.21249860256299","0.26177019964883","8"
"8 on Scale 1 to 10","1985","35-65 y.","no migration background","1099","0.272219417325114","0.258429256500284","0.286009578149943","8"
"8 on Scale 1 to 10","1985","66 and older","no migration background","258","0.239350967047714","0.213748864470394","0.264953069625034","8"
"8 on Scale 1 to 10","1985","35-65 y.","direct migration background","421","0.235040791815197","0.215185704591409","0.254895879038984","8"
"9 on Scale 1 to 10","1985","16-34 y.","direct migration background","141","0.106724754984768","0.0888405112392892","0.124608998730247","9"
"9 on Scale 1 to 10","1985","16-34 y.","no migration background","397","0.136985429079082","0.12447360936313","0.149497248795034","9"
"9 on Scale 1 to 10","1985","66 and older","no migration background","107","0.109055292610403","0.0903521480283297","0.127758437192476","9"
"9 on Scale 1 to 10","1985","66 and older","direct migration background","7","","","","9"
"9 on Scale 1 to 10","1985","16-34 y.","indirect migration background","30","0.150039934513588","0.0861459221268691","0.213933946900307","9"
"9 on Scale 1 to 10","1985","35-65 y.","no migration background","465","0.115155473271105","0.105265722992289","0.125045223549921","9"
"9 on Scale 1 to 10","1985","35-65 y.","direct migration background","224","0.134224389181585","0.118261943516762","0.150186834846408","9"
"9 on Scale 1 to 10","1985","35-65 y.","indirect migration background","1","","","","9"
"9 on Scale 1 to 10","1985","66 and older","indirect migration background","1","","","","9"
"0 Completely dissatisfied","1986","16-34 y.","no migration background","8","","","","0"
"0 Completely dissatisfied","1986","16-34 y.","direct migration background","6","","","","0"
"0 Completely dissatisfied","1986","16-34 y.","indirect migration background","","","","","0"
"0 Completely dissatisfied","1986","35-65 y.","no migration background","20","","","","0"
"0 Completely dissatisfied","1986","35-65 y.","direct migration background","17","","","","0"
"0 Completely dissatisfied","1986","35-65 y.","indirect migration background","","","","","0"
"0 Completely dissatisfied","1986","66 and older","no migration background","12","","","","0"
"0 Completely dissatisfied","1986","66 and older","direct migration background","","","","","0"
"0 Completely dissatisfied","1986","66 and older","indirect migration background","","","","","0"
"1 on Scale 1 to 10","1986","16-34 y.","no migration background","8","","","","1"
"1 on Scale 1 to 10","1986","16-34 y.","direct migration background","5","","","","1"
"1 on Scale 1 to 10","1986","16-34 y.","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1986","35-65 y.","no migration background","16","","","","1"
"1 on Scale 1 to 10","1986","35-65 y.","direct migration background","14","","","","1"
"1 on Scale 1 to 10","1986","66 and older","no migration background","9","","","","1"
"1 on Scale 1 to 10","1986","66 and older","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1986","35-65 y.","indirect migration background","","","","","1"
"1 on Scale 1 to 10","1986","66 and older","direct migration background","1","","","","1"
"10 Completely satisfied","1986","16-34 y.","no migration background","265","0.089101391697332","0.0786475849290631","0.0995551984656009","10"
"10 Completely satisfied","1986","35-65 y.","direct migration background","204","0.129319689229324","0.113335842739337","0.145303535719311","10"
"10 Completely satisfied","1986","16-34 y.","direct migration background","166","0.123727397476816","0.104313197105028","0.143141597848604","10"
"10 Completely satisfied","1986","16-34 y.","indirect migration background","21","","","","10"
"10 Completely satisfied","1986","35-65 y.","no migration background","420","0.111407099407322","0.101352921898618","0.121461276916026","10"
"10 Completely satisfied","1986","35-65 y.","indirect migration background","1","","","","10"
"10 Completely satisfied","1986","66 and older","no migration background","197","0.201185137123236","0.176213241626285","0.226157032620188","10"
"10 Completely satisfied","1986","66 and older","direct migration background","7","","","","10"
"10 Completely satisfied","1986","66 and older","indirect migration background","","","","","10"
"2 on Scale 1 to 10","1986","16-34 y.","no migration background","28","","","","2"
"2 on Scale 1 to 10","1986","16-34 y.","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1986","35-65 y.","no migration background","45","0.0127933542163966","0.00920219266326126","0.0163845157695319","2"
"2 on Scale 1 to 10","1986","66 and older","direct migration background","","","","","2"
"2 on Scale 1 to 10","1986","66 and older","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1986","16-34 y.","direct migration background","12","","","","2"
"2 on Scale 1 to 10","1986","35-65 y.","direct migration background","24","","","","2"
"2 on Scale 1 to 10","1986","35-65 y.","indirect migration background","","","","","2"
"2 on Scale 1 to 10","1986","66 and older","no migration background","13","","","","2"
"3 on Scale 1 to 10","1986","16-34 y.","no migration background","56","0.02015447808876","0.0149978977374618","0.0253110584400583","3"
"3 on Scale 1 to 10","1986","16-34 y.","direct migration background","26","","","","3"
"3 on Scale 1 to 10","1986","35-65 y.","direct migration background","52","0.0312198226728955","0.0229356822885535","0.0395039630572375","3"
"3 on Scale 1 to 10","1986","35-65 y.","indirect migration background","1","","","","3"
"3 on Scale 1 to 10","1986","66 and older","no migration background","17","","","","3"
"3 on Scale 1 to 10","1986","16-34 y.","indirect migration background","2","","","","3"
"3 on Scale 1 to 10","1986","35-65 y.","no migration background","81","0.0226040038334493","0.0178542985867452","0.0273537090801533","3"
"3 on Scale 1 to 10","1986","66 and older","indirect migration background","","","","","3"
"3 on Scale 1 to 10","1986","66 and older","direct migration background","2","","","","3"
"4 on Scale 1 to 10","1986","66 and older","direct migration background","1","","","","4"
"4 on Scale 1 to 10","1986","16-34 y.","no migration background","86","0.0306650471086879","0.0243386571278984","0.0369914370894774","4"
"4 on Scale 1 to 10","1986","16-34 y.","direct migration background","36","0.0245630682333191","0.0154364926108814","0.0336896438557567","4"
"4 on Scale 1 to 10","1986","16-34 y.","indirect migration background","6","","","","4"
"4 on Scale 1 to 10","1986","35-65 y.","no migration background","89","0.0245421177892337","0.019597884268501","0.0294863513099664","4"
"4 on Scale 1 to 10","1986","35-65 y.","indirect migration background","1","","","","4"
"4 on Scale 1 to 10","1986","66 and older","no migration background","22","","","","4"
"4 on Scale 1 to 10","1986","66 and older","indirect migration background","","","","","4"
"4 on Scale 1 to 10","1986","35-65 y.","direct migration background","56","0.0246049457515525","0.0172255450620362","0.0319843464410688","4"
"5 on Scale 1 to 10","1986","16-34 y.","no migration background","289","0.104223103561257","0.0930112056555975","0.115435001466916","5"
"5 on Scale 1 to 10","1986","16-34 y.","direct migration background","139","0.118218252588219","0.0991816355933808","0.137254869583057","5"
"5 on Scale 1 to 10","1986","66 and older","no migration background","110","0.111196856347693","0.0916138421194257","0.13077987057596","5"
"5 on Scale 1 to 10","1986","66 and older","direct migration background","11","","","","5"
"5 on Scale 1 to 10","1986","66 and older","indirect migration background","1","","","","5"
"5 on Scale 1 to 10","1986","16-34 y.","indirect migration background","10","","","","5"
"5 on Scale 1 to 10","1986","35-65 y.","no migration background","471","0.130152034888177","0.119400119139703","0.140903950636652","5"
"5 on Scale 1 to 10","1986","35-65 y.","direct migration background","244","0.140835390604056","0.124265726563578","0.157405054644533","5"
"5 on Scale 1 to 10","1986","35-65 y.","indirect migration background","3","","","","5"
"6 on Scale 1 to 10","1986","16-34 y.","no migration background","249","0.0855807368304041","0.0753157617587477","0.0958457119020604","6"
"6 on Scale 1 to 10","1986","16-34 y.","direct migration background","99","0.0932779093599019","0.0761306999311906","0.110425118788613","6"
"6 on Scale 1 to 10","1986","16-34 y.","indirect migration background","9","","","","6"
"6 on Scale 1 to 10","1986","35-65 y.","no migration background","332","0.0900140445431323","0.0808684661191641","0.0991596229671006","6"
"6 on Scale 1 to 10","1986","35-65 y.","indirect migration background","3","","","","6"
"6 on Scale 1 to 10","1986","66 and older","no migration background","91","0.0890731928668641","0.0713294291670275","0.106816956566701","6"
"6 on Scale 1 to 10","1986","35-65 y.","direct migration background","169","0.0930426436065377","0.0792052572683793","0.106880029944696","6"
"6 on Scale 1 to 10","1986","66 and older","direct migration background","","","","","6"
"6 on Scale 1 to 10","1986","66 and older","indirect migration background","","","","","6"
"7 on Scale 1 to 10","1986","16-34 y.","no migration background","556","0.197613028217597","0.183001456766898","0.212224599668297","7"
"7 on Scale 1 to 10","1986","16-34 y.","direct migration background","191","0.218785525030982","0.194409584282504","0.243161465779459","7"
"7 on Scale 1 to 10","1986","16-34 y.","indirect migration background","17","","","","7"
"7 on Scale 1 to 10","1986","35-65 y.","no migration background","693","0.182530594362411","0.170186981755588","0.194874206969234","7"
"7 on Scale 1 to 10","1986","35-65 y.","direct migration background","285","0.172838739436835","0.154827846266204","0.190849632607465","7"
"7 on Scale 1 to 10","1986","35-65 y.","indirect migration background","4","","","","7"
"7 on Scale 1 to 10","1986","66 and older","no migration background","140","0.145981945175326","0.123987470532026","0.167976419818626","7"
"7 on Scale 1 to 10","1986","66 and older","direct migration background","11","","","","7"
"7 on Scale 1 to 10","1986","66 and older","indirect migration background","","","","","7"
"8 on Scale 1 to 10","1986","16-34 y.","indirect migration background","39","0.258555504076039","0.183290579399034","0.333820428753043","8"
"8 on Scale 1 to 10","1986","16-34 y.","direct migration background","248","0.247784474654741","0.2223293549235","0.273239594385981","8"
"8 on Scale 1 to 10","1986","35-65 y.","indirect migration background","4","","","","8"
"8 on Scale 1 to 10","1986","66 and older","no migration background","263","0.270225094995524","0.24256282630944","0.297887363681608","8"
"8 on Scale 1 to 10","1986","16-34 y.","no migration background","884","0.309638409547106","0.292673055413286","0.326603763680926","8"
"8 on Scale 1 to 10","1986","35-65 y.","no migration background","1084","0.284081475182079","0.269670547035879","0.298492403328279","8"
"8 on Scale 1 to 10","1986","35-65 y.","direct migration background","423","0.252531376918144","0.231835979593773","0.273226774242516","8"
"8 on Scale 1 to 10","1986","66 and older","direct migration background","10","","","","8"
"8 on Scale 1 to 10","1986","66 and older","indirect migration background","3","","","","8"
"9 on Scale 1 to 10","1986","66 and older","indirect migration background","","","","","9"
"9 on Scale 1 to 10","1986","35-65 y.","no migration background","511","0.131667172921622","0.120862277677754","0.142472068165489","9"
"9 on Scale 1 to 10","1986","66 and older","no migration background","116","0.116238403834415","0.0962732401435173","0.136203567525312","9"
"9 on Scale 1 to 10","1986","66 and older","direct migration background","6","","","","9"
"9 on Scale 1 to 10","1986","16-34 y.","no migration background","424","0.147959262379344","0.134930640986818","0.160987883771869","9"
"9 on Scale 1 to 10","1986","16-34 y.","direct migration background","177","0.138092979758205","0.117751480392478","0.158434479123932","9"
"9 on Scale 1 to 10","1986","16-34 y.","indirect migration background","26","","","","9"
"9 on Scale 1 to 10","1986","35-65 y.","direct migration background","205","0.121090788207735","0.10555092565652","0.13663065075895","9"
"9 on Scale 1 to 10","1986","35-65 y.","indirect migration background","5","","","","9"
"0 Completely dissatisfied","1987","16-34 y.","no migration background","10","","","","0"
"0 Completely dissatisfied","1987","16-34 y.","direct migration background","12","","","","0"
"0 Completely dissatisfied","1987","16-34 y.","indirect migration background","","","","","0"
"0 Completely dissatisfied","1987","35-65 y.","no migration background","21","","","","0"
"0 Completely dissatisfied","1987","35-65 y.","direct migration background","11","","","","0"
"0 Completely dissatisfied","1987","35-65 y.","indirect migration background","1","","","","0"
"0 Completely dissatisfied","1987","66 and older","no migration background","18","","","","0"
