"plb0219","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes, every week","2006","vocational + Abi","","","",""
"Yes, every week","2006","higher vocational","","","",""
"Yes, every week","2006","higher education","","","",""
"Yes, every 2 weeks","2006","in school","","","",""
"Yes, every 2 weeks","2006","inadequately","","","",""
"Yes, every 2 weeks","2006","general elemantary","","","",""
"Yes, every 2 weeks","2006","middle vocational","","","",""
"Yes, every 2 weeks","2006","vocational + Abi","","","",""
"Yes, every 2 weeks","2006","higher vocational","","","",""
"Yes, every 2 weeks","2006","higher education","","","",""
"Yes, every 3-4 weeks","2006","in school","","","",""
"Yes, every 3-4 weeks","2006","inadequately","","","",""
"Yes, every 3-4 weeks","2006","general elemantary","","","",""
"Yes, every 3-4 weeks","2006","middle vocational","","","",""
"Yes, every 3-4 weeks","2006","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2006","higher vocational","","","",""
"Yes, every 3-4 weeks","2006","higher education","","","",""
"Rarely","2006","in school","","","",""
"Rarely","2006","inadequately","","","",""
"Rarely","2006","general elemantary","","","",""
"Rarely","2006","middle vocational","","","",""
"Rarely","2006","vocational + Abi","","","",""
"Rarely","2006","higher vocational","","","",""
"Rarely","2006","higher education","","","",""
"No, never","2007","in school","16","","",""
"No, never","2007","inadequately","47","0.825134780531888","0.730583718423289","0.919685842640486"
"No, never","2007","general elemantary","512","0.675908643417229","0.642412470970004","0.709404815864453"
"No, never","2007","middle vocational","3551","0.644703585171112","0.631961987050145","0.65744518329208"
"No, never","2007","vocational + Abi","519","0.642334271202983","0.60912018497843","0.675548357427537"
"No, never","2007","higher vocational","510","0.515974695708711","0.483976423346258","0.547972968071164"
"No, never","2007","higher education","1504","0.481128028884065","0.463101009697472","0.499155048070658"
"Yes, every week","2007","in school","2","","",""
"Yes, every week","2007","inadequately","2","","",""
"Yes, every week","2007","general elemantary","44","0.0571418065377988","0.0405299706374483","0.0737536424381492"
"Yes, every week","2007","middle vocational","281","0.0541997804919997","0.0481721458968169","0.0602274150871825"
"Yes, every week","2007","vocational + Abi","40","0.0393785940995593","0.0259010943968079","0.0528560938023108"
"Yes, every week","2007","higher vocational","53","0.0582488541347318","0.0432523487628947","0.073245359506569"
"Yes, every week","2007","higher education","298","0.0950869863590375","0.0845035319120567","0.105670440806018"
"Yes, every 2 weeks","2007","in school","5","","",""
"Yes, every 2 weeks","2007","inadequately","6","","",""
"Yes, every 2 weeks","2007","general elemantary","65","0.110080176480343","0.087680205359017","0.132480147601669"
"Yes, every 2 weeks","2007","middle vocational","470","0.0907118206880491","0.0830658758173194","0.0983577655587788"
"Yes, every 2 weeks","2007","vocational + Abi","66","0.0870053992519328","0.0674750367506938","0.106535761753172"
"Yes, every 2 weeks","2007","higher vocational","109","0.12636806914995","0.105093478136197","0.147642660163704"
"Yes, every 2 weeks","2007","higher education","216","0.0783682212338369","0.0686717837531763","0.0880646587144976"
"Yes, every 3-4 weeks","2007","in school","2","","",""
"Yes, every 3-4 weeks","2007","inadequately","3","","",""
"Yes, every 3-4 weeks","2007","general elemantary","43","0.0440795092391203","0.0293886661479146","0.058770352330326"
"Yes, every 3-4 weeks","2007","middle vocational","254","0.0518319840598611","0.0459301089496662","0.057733859170056"
"Yes, every 3-4 weeks","2007","vocational + Abi","46","0.0800212004680551","0.0612196121812401","0.09882278875487"
"Yes, every 3-4 weeks","2007","higher vocational","55","0.045930928743963","0.0325273485289356","0.0593345089589904"
"Yes, every 3-4 weeks","2007","higher education","187","0.0699345372534905","0.0607328790398392","0.0791361954671418"
"Rarely","2007","in school","2","","",""
"Rarely","2007","inadequately","4","","",""
"Rarely","2007","general elemantary","86","0.11278986432551","0.090150421007457","0.135429307643562"
"Rarely","2007","middle vocational","864","0.158552829588978","0.148828741745719","0.168276917432237"
"Rarely","2007","vocational + Abi","129","0.151260534977469","0.126431884666686","0.176089185288253"
"Rarely","2007","higher vocational","210","0.253477452262644","0.225624615941253","0.281330288584034"
"Rarely","2007","higher education","746","0.27548222626957","0.259363348565264","0.291601103973877"
"No, never","2008","in school","","","",""
"No, never","2008","inadequately","","","",""
"No, never","2008","general elemantary","","","",""
"No, never","2008","middle vocational","","","",""
"No, never","2008","vocational + Abi","","","",""
"No, never","2008","higher vocational","","","",""
"No, never","2008","higher education","","","",""
"Yes, every week","2008","in school","","","",""
"Yes, every week","2008","inadequately","","","",""
"Yes, every week","2008","general elemantary","","","",""
"Yes, every week","2008","middle vocational","","","",""
"Yes, every week","2008","vocational + Abi","","","",""
"Yes, every week","2008","higher vocational","","","",""
"Yes, every week","2008","higher education","","","",""
"Yes, every 2 weeks","2008","in school","","","",""
"Yes, every 2 weeks","2008","inadequately","","","",""
"Yes, every 2 weeks","2008","general elemantary","","","",""
"Yes, every 2 weeks","2008","middle vocational","","","",""
"Yes, every 2 weeks","2008","vocational + Abi","","","",""
"Yes, every 2 weeks","2008","higher vocational","","","",""
"Yes, every 2 weeks","2008","higher education","","","",""
"Yes, every 3-4 weeks","2008","in school","","","",""
"Yes, every 3-4 weeks","2008","inadequately","","","",""
"Yes, every 3-4 weeks","2008","general elemantary","","","",""
"Yes, every 3-4 weeks","2008","middle vocational","","","",""
"Yes, every 3-4 weeks","2008","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2008","higher vocational","","","",""
"Yes, every 3-4 weeks","2008","higher education","","","",""
"Rarely","2008","in school","","","",""
"Rarely","2008","inadequately","","","",""
"Rarely","2008","general elemantary","","","",""
"Rarely","2008","middle vocational","","","",""
"Rarely","2008","vocational + Abi","","","",""
"Rarely","2008","higher vocational","","","",""
"Rarely","2008","higher education","","","",""
"No, never","2009","in school","23","","",""
"No, never","2009","inadequately","36","0.74710764090915","0.62896522103762","0.86525006078068"
"No, never","2009","general elemantary","453","0.680895601670329","0.644669117038963","0.717122086301694"
"No, never","2009","middle vocational","3053","0.622850411276867","0.609129180349812","0.636571642203922"
"No, never","2009","vocational + Abi","460","0.634907012509479","0.599112826031487","0.670701198987471"
"No, never","2009","higher vocational","430","0.518858273836625","0.484428456831128","0.553288090842123"
"No, never","2009","higher education","1317","0.478806959037565","0.459819429894491","0.497794488180639"
"Yes, every week","2009","in school","3","","",""
"Yes, every week","2009","inadequately","7","","",""
"Yes, every week","2009","general elemantary","39","0.0901595697189135","0.0679004459583085","0.112418693479518"
"Yes, every week","2009","middle vocational","249","0.0512189590458501","0.0449781233445806","0.0574597947471196"
"Yes, every week","2009","vocational + Abi","32","0.0448359717849947","0.0294506011985326","0.0602213423714569"
"Yes, every week","2009","higher vocational","52","0.0667419640110503","0.0495441126712786","0.083939815350822"
"Yes, every week","2009","higher education","300","0.118406167917469","0.106125828886027","0.130686506948911"
"Yes, every 2 weeks","2009","in school","3","","",""
"Yes, every 2 weeks","2009","inadequately","2","","",""
"Yes, every 2 weeks","2009","general elemantary","58","0.0969537850547536","0.0739575411751503","0.119950028934357"
"Yes, every 2 weeks","2009","middle vocational","434","0.0890180257195459","0.0809561101167467","0.0970799413223451"
"Yes, every 2 weeks","2009","vocational + Abi","49","0.0704799752589003","0.0514508889759314","0.0895090615418691"
"Yes, every 2 weeks","2009","higher vocational","97","0.109023482247416","0.0875468102724484","0.130500154222383"
"Yes, every 2 weeks","2009","higher education","190","0.070990868727003","0.0612297373272048","0.0807520001268012"
"Yes, every 3-4 weeks","2009","in school","1","","",""
"Yes, every 3-4 weeks","2009","inadequately","1","","",""
"Yes, every 3-4 weeks","2009","general elemantary","25","","",""
"Yes, every 3-4 weeks","2009","middle vocational","258","0.0626851489477777","0.0558228527964357","0.0695474450991196"
"Yes, every 3-4 weeks","2009","vocational + Abi","34","0.0736523837258342","0.0542329712485515","0.0930717962031169"
"Yes, every 3-4 weeks","2009","higher vocational","43","0.0317990777739656","0.0197080327421417","0.0438901228057894"
"Yes, every 3-4 weeks","2009","higher education","182","0.0706793529874666","0.0609380287709821","0.080420677203951"
"Rarely","2009","in school","7","","",""
"Rarely","2009","inadequately","6","","",""
"Rarely","2009","general elemantary","61","0.0839466198677374","0.0623949199739269","0.105498319761548"
"Rarely","2009","middle vocational","799","0.17422745500996","0.163489220290216","0.184965689729703"
"Rarely","2009","vocational + Abi","120","0.176124656720792","0.147804443333741","0.204444870107842"
"Rarely","2009","higher vocational","187","0.273577202130943","0.242858100212123","0.304296304049762"
"Rarely","2009","higher education","670","0.261116651330496","0.244421354462991","0.277811948198002"
"No, never","2010","in school","14","","",""
"No, never","2010","inadequately","36","0.567435422646604","0.44509738381016","0.689773461483048"
"No, never","2010","general elemantary","247","0.679216395423915","0.632098316223976","0.726334474623855"
"No, never","2010","middle vocational","1292","0.607275613240716","0.586747209674777","0.627804016806655"
"No, never","2010","vocational + Abi","291","0.595135076247012","0.551130586171876","0.639139566322148"
"No, never","2010","higher vocational","152","0.510865093440182","0.45252179479863","0.569208392081733"
"No, never","2010","higher education","507","0.464645763125009","0.435397295527756","0.493894230722262"
"Yes, every week","2010","in school","4","","",""
"Yes, every week","2010","inadequately","9","","",""
"Yes, every week","2010","general elemantary","27","","",""
"Yes, every week","2010","middle vocational","121","0.0519980541815767","0.0426651569936664","0.0613309513694871"
"Yes, every week","2010","vocational + Abi","33","0.0750043419483483","0.05139155805899","0.0986171258377066"
"Yes, every week","2010","higher vocational","19","","",""
"Yes, every week","2010","higher education","105","0.0811906878901389","0.065173461684347","0.0972079140959308"
"Yes, every 2 weeks","2010","in school","","","",""
"Yes, every 2 weeks","2010","inadequately","8","","",""
"Yes, every 2 weeks","2010","general elemantary","44","0.112564977843601","0.0806608157611469","0.144469139926055"
"Yes, every 2 weeks","2010","middle vocational","247","0.107428911257628","0.0944122286280452","0.12044559388721"
"Yes, every 2 weeks","2010","vocational + Abi","49","0.0964322846885684","0.0699700983438521","0.122894471033285"
"Yes, every 2 weeks","2010","higher vocational","26","","",""
"Yes, every 2 weeks","2010","higher education","136","0.133301881525107","0.113368840020468","0.153234923029747"
"Yes, every 3-4 weeks","2010","in school","","","",""
"Yes, every 3-4 weeks","2010","inadequately","4","","",""
"Yes, every 3-4 weeks","2010","general elemantary","21","","",""
"Yes, every 3-4 weeks","2010","middle vocational","147","0.067618593991773","0.0570638381548096","0.0781733498287364"
"Yes, every 3-4 weeks","2010","vocational + Abi","21","","",""
"Yes, every 3-4 weeks","2010","higher vocational","12","","",""
"Yes, every 3-4 weeks","2010","higher education","89","0.0739618932708748","0.0586143119403102","0.0893094746014394"
"Rarely","2010","in school","1","","",""
"Rarely","2010","inadequately","6","","",""
"Rarely","2010","general elemantary","38","0.0932942253465948","0.063935446450806","0.122653004242383"
"Rarely","2010","middle vocational","367","0.165678827328307","0.150050285495406","0.181307369161207"
"Rarely","2010","vocational + Abi","84","0.187577589139678","0.152581818212651","0.222573360066704"
"Rarely","2010","higher vocational","73","0.266047681365106","0.214472923294825","0.317622439435388"
"Rarely","2010","higher education","280","0.24689977418887","0.22161213770762","0.27218741067012"
"No, never","2011","in school","31","0.661838188579388","0.536810863923674","0.786865513235101"
"No, never","2011","inadequately","95","0.713300612797396","0.639694518993461","0.786906706601332"
"No, never","2011","general elemantary","810","0.723928903746859","0.698202592199911","0.749655215293807"
"No, never","2011","middle vocational","4993","0.636361176158467","0.625697302399513","0.64702504991742"
"No, never","2011","vocational + Abi","894","0.601549462234287","0.575885873592634","0.627213050875939"
"No, never","2011","higher vocational","697","0.538552228135989","0.510715516710541","0.566388939561438"
"No, never","2011","higher education","2181","0.512528082861736","0.497641753171626","0.527414412551846"
"Yes, every week","2011","in school","7","","",""
"Yes, every week","2011","inadequately","16","","",""
"Yes, every week","2011","general elemantary","79","0.0737456347633105","0.0587054770849473","0.0887857924416736"
"Yes, every week","2011","middle vocational","426","0.057691083122211","0.0525224104231477","0.0628597558212744"
"Yes, every week","2011","vocational + Abi","67","0.0538634655904692","0.0420298200082861","0.0656971111726524"
"Yes, every week","2011","higher vocational","81","0.0737346941872647","0.0591416338712173","0.0883277545033122"
"Yes, every week","2011","higher education","493","0.10306811910799","0.0940129637675449","0.112123274448435"
"Yes, every 2 weeks","2011","in school","8","","",""
"Yes, every 2 weeks","2011","inadequately","13","","",""
"Yes, every 2 weeks","2011","general elemantary","117","0.0960302500936909","0.079075161039551","0.112985339147831"
"Yes, every 2 weeks","2011","middle vocational","814","0.0982670859045794","0.0916681936893571","0.104865978119802"
"Yes, every 2 weeks","2011","vocational + Abi","144","0.107506820401915","0.0912694773222835","0.123744163481547"
"Yes, every 2 weeks","2011","higher vocational","116","0.0899044896670958","0.0739318419533797","0.105877137380812"
"Yes, every 2 weeks","2011","higher education","363","0.0865566033033085","0.0781823725820578","0.0949308340245591"
"Yes, every 3-4 weeks","2011","in school","2","","",""
"Yes, every 3-4 weeks","2011","inadequately","7","","",""
"Yes, every 3-4 weeks","2011","general elemantary","49","0.0336323053818982","0.0232577709384967","0.0440068398252997"
"Yes, every 3-4 weeks","2011","middle vocational","434","0.0530569623785808","0.0480880521141433","0.0580258726430182"
"Yes, every 3-4 weeks","2011","vocational + Abi","66","0.0473925415216542","0.0362545599831923","0.058530523060116"
"Yes, every 3-4 weeks","2011","higher vocational","74","0.050504034332102","0.0382761214824364","0.0627319471817676"
"Yes, every 3-4 weeks","2011","higher education","312","0.0624501378450479","0.055243745768907","0.0696565299211887"
"Rarely","2011","in school","7","","",""
"Rarely","2011","inadequately","14","","",""
"Rarely","2011","general elemantary","105","0.0726629060142417","0.0577248427700556","0.0876009692584279"
"Rarely","2011","middle vocational","1150","0.154623692436162","0.146608921933276","0.162638462939048"
"Rarely","2011","vocational + Abi","227","0.189687710251675","0.169136362159037","0.210239058344312"
"Rarely","2011","higher vocational","264","0.247304553677548","0.223212798675229","0.271396308679868"
"Rarely","2011","higher education","982","0.235397056881918","0.222762136890363","0.248031976873472"
"No, never","2012","in school","9","","",""
"No, never","2012","inadequately","37","0.505036893460779","0.387066911634942","0.623006875286616"
"No, never","2012","general elemantary","304","0.736318101064108","0.693719035040051","0.778917167088164"
"No, never","2012","middle vocational","1563","0.661295867999323","0.64242040229995","0.680171333698697"
"No, never","2012","vocational + Abi","391","0.67549141791569","0.637421403954197","0.713561431877184"
"No, never","2012","higher vocational","184","0.56409187358596","0.509845841169817","0.618337906002103"
"No, never","2012","higher education","633","0.523793897474062","0.496315273860701","0.551272521087423"
"Yes, every week","2012","in school","5","","",""
"Yes, every week","2012","inadequately","12","","",""
"Yes, every week","2012","general elemantary","23","","",""
"Yes, every week","2012","middle vocational","139","0.0576133880216658","0.0483201772979088","0.0669065987454228"
"Yes, every week","2012","vocational + Abi","32","0.0477170441319996","0.0303838022700709","0.0650502859939283"
"Yes, every week","2012","higher vocational","30","0.0870348316115628","0.0561980371676288","0.117871626055497"
"Yes, every week","2012","higher education","150","0.0980830560784485","0.0817187517503582","0.114447360406539"
"Yes, every 2 weeks","2012","in school","1","","",""
"Yes, every 2 weeks","2012","inadequately","10","","",""
"Yes, every 2 weeks","2012","general elemantary","43","0.0942518781403364","0.0660046454377439","0.122499110842929"
"Yes, every 2 weeks","2012","middle vocational","268","0.103619865630246","0.0914648044977461","0.115774926762746"
"Yes, every 2 weeks","2012","vocational + Abi","61","0.109170769961602","0.0838130360183787","0.134528503904825"
"Yes, every 2 weeks","2012","higher vocational","20","","",""
"Yes, every 2 weeks","2012","higher education","117","0.0884420500809876","0.0728199713590979","0.104064128802877"
"Yes, every 3-4 weeks","2012","in school","6","","",""
"Yes, every 3-4 weeks","2012","inadequately","2","","",""
"Yes, every 3-4 weeks","2012","general elemantary","11","","",""
"Yes, every 3-4 weeks","2012","middle vocational","146","0.0588116907682792","0.0494283039913943","0.0681950775451641"
"Yes, every 3-4 weeks","2012","vocational + Abi","32","0.048672978580296","0.0311757645948264","0.0661701925657657"
"Yes, every 3-4 weeks","2012","higher vocational","13","","",""
"Yes, every 3-4 weeks","2012","higher education","91","0.0759088889375301","0.0613368274957059","0.0904809503793543"
"Rarely","2012","in school","4","","",""
"Rarely","2012","inadequately","8","","",""
"Rarely","2012","general elemantary","30","0.06991668140717","0.0452631855461033","0.0945701772682368"
"Rarely","2012","middle vocational","299","0.118659187580485","0.105761491189533","0.131556883971437"
"Rarely","2012","vocational + Abi","65","0.118947789410412","0.0926245681013218","0.145271010719503"
"Rarely","2012","higher vocational","74","0.235565766110892","0.189143992749145","0.281987539472638"
"Rarely","2012","higher education","278","0.213772107428972","0.191215851020231","0.236328363837713"
"No, never","2013","in school","39","0.554141045638473","0.44011723064452","0.668164860632427"
"No, never","2013","inadequately","77","0.574883119517443","0.487517715694968","0.662248523339918"
"No, never","2013","general elemantary","784","0.714758650551759","0.688051172985536","0.741466128117981"
"No, never","2013","middle vocational","4586","0.632800518548215","0.621692329006588","0.643908708089842"
"No, never","2013","vocational + Abi","886","0.598123941381081","0.571755120272928","0.624492762489235"
"No, never","2013","higher vocational","632","0.526231364747637","0.496976064105661","0.555486665389612"
"No, never","2013","higher education","2133","0.510961931093989","0.4956252848647","0.526298577323278"
"Yes, every week","2013","in school","15","","",""
"Yes, every week","2013","inadequately","11","","",""
"Yes, every week","2013","general elemantary","72","0.0651355926581914","0.0505397081531431","0.0797314771632397"
"Yes, every week","2013","middle vocational","335","0.0452185025796275","0.0404303396035119","0.0500066655557431"
"Yes, every week","2013","vocational + Abi","56","0.0542796112902965","0.042093958653932","0.066465263926661"
"Yes, every week","2013","higher vocational","63","0.0444594084846084","0.0323829537396227","0.0565358632295941"
"Yes, every week","2013","higher education","442","0.0960003084094738","0.0869620396985702","0.105038577120377"
"Yes, every 2 weeks","2013","in school","8","","",""
"Yes, every 2 weeks","2013","inadequately","16","","",""
"Yes, every 2 weeks","2013","general elemantary","107","0.0936616384385782","0.0764281587176365","0.11089511815952"
"Yes, every 2 weeks","2013","middle vocational","806","0.104609045369222","0.0975564363268982","0.111661654411546"
"Yes, every 2 weeks","2013","vocational + Abi","130","0.0999037624389519","0.0837756163420645","0.116031908535839"
"Yes, every 2 weeks","2013","higher vocational","93","0.0879064778183597","0.0713158365417252","0.104497119094994"
"Yes, every 2 weeks","2013","higher education","311","0.0838377436457377","0.0753347709921993","0.0923407162992762"
"Yes, every 3-4 weeks","2013","in school","3","","",""
"Yes, every 3-4 weeks","2013","inadequately","9","","",""
"Yes, every 3-4 weeks","2013","general elemantary","35","0.0271134107989793","0.0175068019823067","0.0367200196156519"
"Yes, every 3-4 weeks","2013","middle vocational","377","0.0493419602171608","0.0443510563939808","0.0543328640403408"
"Yes, every 3-4 weeks","2013","vocational + Abi","57","0.0620775751876392","0.0490998107900225","0.0750553395852559"
"Yes, every 3-4 weeks","2013","higher vocational","58","0.0561532212657569","0.0426644890118275","0.0696419535196864"
"Yes, every 3-4 weeks","2013","higher education","254","0.068161646129518","0.0604294097959323","0.0758938824631037"
"Rarely","2013","in school","8","","",""
"Rarely","2013","inadequately","10","","",""
"Rarely","2013","general elemantary","100","0.0993307075524921","0.0816389343423863","0.117022480762598"
"Rarely","2013","middle vocational","1130","0.168029973285775","0.159413965988231","0.176645980583319"
"Rarely","2013","vocational + Abi","199","0.185615109702031","0.164704313452001","0.206525905952061"
"Rarely","2013","higher vocational","273","0.285249527683638","0.258793615504642","0.311705439862635"
"Rarely","2013","higher education","941","0.241038370721281","0.227915834048963","0.2541609073936"
"No, never","2014","in school","","","",""
"No, never","2014","inadequately","","","",""
"No, never","2014","general elemantary","","","",""
"No, never","2014","middle vocational","","","",""
"No, never","2014","vocational + Abi","","","",""
"No, never","2014","higher vocational","","","",""
"No, never","2014","higher education","","","",""
"Yes, every week","2014","in school","","","",""
"Yes, every week","2014","inadequately","","","",""
"Yes, every week","2014","general elemantary","","","",""
"Yes, every week","2014","middle vocational","","","",""
"Yes, every week","2014","vocational + Abi","","","",""
"Yes, every week","2014","higher vocational","","","",""
"Yes, every week","2014","higher education","","","",""
"Yes, every 2 weeks","2014","in school","","","",""
"Yes, every 2 weeks","2014","inadequately","","","",""
"Yes, every 2 weeks","2014","general elemantary","","","",""
"Yes, every 2 weeks","2014","middle vocational","","","",""
"Yes, every 2 weeks","2014","vocational + Abi","","","",""
"Yes, every 2 weeks","2014","higher vocational","","","",""
"Yes, every 2 weeks","2014","higher education","","","",""
"Yes, every 3-4 weeks","2014","in school","","","",""
"Yes, every 3-4 weeks","2014","inadequately","","","",""
"Yes, every 3-4 weeks","2014","general elemantary","","","",""
"Yes, every 3-4 weeks","2014","middle vocational","","","",""
"Yes, every 3-4 weeks","2014","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2014","higher vocational","","","",""
"Yes, every 3-4 weeks","2014","higher education","","","",""
"Rarely","2014","in school","","","",""
"Rarely","2014","inadequately","","","",""
"Rarely","2014","general elemantary","","","",""
"Rarely","2014","middle vocational","","","",""
"Rarely","2014","vocational + Abi","","","",""
"Rarely","2014","higher vocational","","","",""
"Rarely","2014","higher education","","","",""
"No, never","2015","in school","25","","",""
"No, never","2015","inadequately","107","0.697372395776023","0.622077295074708","0.772667496477338"
"No, never","2015","general elemantary","854","0.688904418305765","0.662948350817849","0.714860485793681"
"No, never","2015","middle vocational","4351","0.630621858906616","0.619138702789288","0.642105015023944"
"No, never","2015","vocational + Abi","950","0.618105798488496","0.593277629327349","0.642933967649642"
"No, never","2015","higher vocational","562","0.535320809405088","0.504500799373907","0.566140819436268"
"No, never","2015","higher education","2109","0.50018253537594","0.484813932829993","0.515551137921887"
"Yes, every week","2015","in school","10","","",""
"Yes, every week","2015","inadequately","9","","",""
"Yes, every week","2015","general elemantary","78","0.0689510658611225","0.0547451501442768","0.0831569815779683"
"Yes, every week","2015","middle vocational","352","0.048087330793729","0.0429968939636018","0.0531777676238561"
"Yes, every week","2015","vocational + Abi","70","0.0441399152007128","0.033643169759428","0.0546366606419976"
"Yes, every week","2015","higher vocational","60","0.0635766356297219","0.0484989740172985","0.0786542972421454"
"Yes, every week","2015","higher education","417","0.101614836372121","0.0923278619264673","0.110901810817774"
"Yes, every 2 weeks","2015","in school","11","","",""
"Yes, every 2 weeks","2015","inadequately","14","","",""
"Yes, every 2 weeks","2015","general elemantary","126","0.0987658443614274","0.0820382033417119","0.115493485381143"
"Yes, every 2 weeks","2015","middle vocational","772","0.10997789911203","0.102534106439087","0.117421691784973"
"Yes, every 2 weeks","2015","vocational + Abi","150","0.105438850395414","0.0897443642048881","0.12113333658594"
"Yes, every 2 weeks","2015","higher vocational","78","0.072807404455078","0.0567519777421523","0.0888628311680038"
"Yes, every 2 weeks","2015","higher education","328","0.0906004317243657","0.081777622079101","0.0994232413696305"
"Yes, every 3-4 weeks","2015","in school","1","","",""
"Yes, every 3-4 weeks","2015","inadequately","5","","",""
"Yes, every 3-4 weeks","2015","general elemantary","56","0.0474788950766981","0.0355554956341114","0.0594022945192848"
"Yes, every 3-4 weeks","2015","middle vocational","321","0.048583541851618","0.0434682421990477","0.0536988415041883"
"Yes, every 3-4 weeks","2015","vocational + Abi","77","0.0606924417343814","0.0484909489291406","0.0728939345396222"
"Yes, every 3-4 weeks","2015","higher vocational","47","0.0500953677240492","0.0366154299358201","0.0635753055122783"
"Yes, every 3-4 weeks","2015","higher education","292","0.0801353837214101","0.0717901496778932","0.088480617764927"
"Rarely","2015","in school","9","","",""
"Rarely","2015","inadequately","8","","",""
"Rarely","2015","general elemantary","108","0.095899776394987","0.0793904416405774","0.112409111149397"
"Rarely","2015","middle vocational","990","0.162729369336007","0.153947093714976","0.171511644957038"
"Rarely","2015","vocational + Abi","224","0.171622994180996","0.152354689299704","0.190891299062288"
"Rarely","2015","higher vocational","259","0.278199782786063","0.250508951208258","0.305890614363868"
"Rarely","2015","higher education","920","0.227466812806163","0.214581884756618","0.240351740855709"
"No, never","2016","in school","","","",""
"No, never","2016","inadequately","","","",""
"No, never","2016","general elemantary","","","",""
"No, never","2016","middle vocational","","","",""
"No, never","2016","vocational + Abi","","","",""
"No, never","2016","higher vocational","","","",""
"No, never","2016","higher education","","","",""
"Yes, every week","2016","in school","","","",""
"Yes, every week","2016","inadequately","","","",""
"Yes, every week","2016","general elemantary","","","",""
"Yes, every week","2016","middle vocational","","","",""
"Yes, every week","2016","vocational + Abi","","","",""
"Yes, every week","2016","higher vocational","","","",""
"Yes, every week","2016","higher education","","","",""
"Yes, every 2 weeks","2016","in school","","","",""
"Yes, every 2 weeks","2016","inadequately","","","",""
"Yes, every 2 weeks","2016","general elemantary","","","",""
"Yes, every 2 weeks","2016","middle vocational","","","",""
"Yes, every 2 weeks","2016","vocational + Abi","","","",""
"Yes, every 2 weeks","2016","higher vocational","","","",""
