"plb0219","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes, every week","2016","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Yes, every week","2016","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Yes, every week","2016","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Yes, every week","2016","Saxony","1-pers.-HH","","","",""
"Yes, every week","2016","Saxony","(Married) couple without C. ","","","",""
"Yes, every week","2016","Saxony","Single parent ","","","",""
"Yes, every week","2016","Saxony","Couple + C. LE 16 ","","","",""
"Yes, every week","2016","Saxony","Couple + C. GT 16 ","","","",""
"Yes, every week","2016","Saxony","Couple + C. LE and GT 16","","","",""
"Yes, every week","2016","Saxony-Anhalt","1-pers.-HH","","","",""
"Yes, every week","2016","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Yes, every week","2016","Saxony-Anhalt","Single parent ","","","",""
"Yes, every week","2016","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Yes, every week","2016","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Yes, every week","2016","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Yes, every week","2016","Thuringia","1-pers.-HH","","","",""
"Yes, every week","2016","Thuringia","(Married) couple without C. ","","","",""
"Yes, every week","2016","Thuringia","Single parent ","","","",""
"Yes, every week","2016","Thuringia","Couple + C. LE 16 ","","","",""
"Yes, every week","2016","Thuringia","Couple + C. GT 16 ","","","",""
"Yes, every week","2016","Thuringia","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2016","Schleswig-Holstein","1-pers.-HH","","","",""
"Yes, every 2 weeks","2016","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2016","Schleswig-Holstein","Single parent ","","","",""
"Yes, every 2 weeks","2016","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2016","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2016","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2016","Hamburg","1-pers.-HH","","","",""
"Yes, every 2 weeks","2016","Hamburg","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2016","Hamburg","Single parent ","","","",""
"Yes, every 2 weeks","2016","Hamburg","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2016","Hamburg","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2016","Hamburg","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2016","Lower Saxony","1-pers.-HH","","","",""
"Yes, every 2 weeks","2016","Lower Saxony","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2016","Lower Saxony","Single parent ","","","",""
"Yes, every 2 weeks","2016","Lower Saxony","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2016","Lower Saxony","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2016","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2016","Bremen","1-pers.-HH","","","",""
"Yes, every 2 weeks","2016","Bremen","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2016","Bremen","Single parent ","","","",""
"Yes, every 2 weeks","2016","Bremen","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2016","Bremen","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2016","Bremen","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2016","North Rhine-Westphalia","1-pers.-HH","","","",""
"Yes, every 2 weeks","2016","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2016","North Rhine-Westphalia","Single parent ","","","",""
"Yes, every 2 weeks","2016","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2016","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2016","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2016","Hesse","1-pers.-HH","","","",""
"Yes, every 2 weeks","2016","Hesse","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2016","Hesse","Single parent ","","","",""
"Yes, every 2 weeks","2016","Hesse","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2016","Hesse","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2016","Hesse","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2016","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Yes, every 2 weeks","2016","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2016","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Yes, every 2 weeks","2016","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2016","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2016","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2016","Baden-Württemberg","1-pers.-HH","","","",""
"Yes, every 2 weeks","2016","Baden-Württemberg","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2016","Baden-Württemberg","Single parent ","","","",""
"Yes, every 2 weeks","2016","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2016","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2016","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2016","Bavaria","1-pers.-HH","","","",""
"Yes, every 2 weeks","2016","Bavaria","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2016","Bavaria","Single parent ","","","",""
"Yes, every 2 weeks","2016","Bavaria","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2016","Bavaria","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2016","Bavaria","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2016","Berlin","1-pers.-HH","","","",""
"Yes, every 2 weeks","2016","Berlin","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2016","Berlin","Single parent ","","","",""
"Yes, every 2 weeks","2016","Berlin","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2016","Berlin","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2016","Berlin","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2016","Brandenburg","1-pers.-HH","","","",""
"Yes, every 2 weeks","2016","Brandenburg","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2016","Brandenburg","Single parent ","","","",""
"Yes, every 2 weeks","2016","Brandenburg","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2016","Brandenburg","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2016","Brandenburg","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2016","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Yes, every 2 weeks","2016","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2016","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Yes, every 2 weeks","2016","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2016","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2016","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2016","Saxony","1-pers.-HH","","","",""
"Yes, every 2 weeks","2016","Saxony","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2016","Saxony","Single parent ","","","",""
"Yes, every 2 weeks","2016","Saxony","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2016","Saxony","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2016","Saxony","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2016","Saxony-Anhalt","1-pers.-HH","","","",""
"Yes, every 2 weeks","2016","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2016","Saxony-Anhalt","Single parent ","","","",""
"Yes, every 2 weeks","2016","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2016","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2016","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2016","Thuringia","1-pers.-HH","","","",""
"Yes, every 2 weeks","2016","Thuringia","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2016","Thuringia","Single parent ","","","",""
"Yes, every 2 weeks","2016","Thuringia","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2016","Thuringia","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2016","Thuringia","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2016","Schleswig-Holstein","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2016","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2016","Schleswig-Holstein","Single parent ","","","",""
"Yes, every 3-4 weeks","2016","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2016","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2016","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2016","Hamburg","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2016","Hamburg","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2016","Hamburg","Single parent ","","","",""
"Yes, every 3-4 weeks","2016","Hamburg","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2016","Hamburg","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2016","Hamburg","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2016","Lower Saxony","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2016","Lower Saxony","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2016","Lower Saxony","Single parent ","","","",""
"Yes, every 3-4 weeks","2016","Lower Saxony","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2016","Lower Saxony","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2016","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2016","Bremen","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2016","Bremen","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2016","Bremen","Single parent ","","","",""
"Yes, every 3-4 weeks","2016","Bremen","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2016","Bremen","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2016","Bremen","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2016","North Rhine-Westphalia","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2016","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2016","North Rhine-Westphalia","Single parent ","","","",""
"Yes, every 3-4 weeks","2016","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2016","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2016","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2016","Hesse","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2016","Hesse","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2016","Hesse","Single parent ","","","",""
"Yes, every 3-4 weeks","2016","Hesse","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2016","Hesse","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2016","Hesse","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2016","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2016","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2016","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Yes, every 3-4 weeks","2016","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2016","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2016","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2016","Baden-Württemberg","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2016","Baden-Württemberg","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2016","Baden-Württemberg","Single parent ","","","",""
"Yes, every 3-4 weeks","2016","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2016","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2016","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2016","Bavaria","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2016","Bavaria","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2016","Bavaria","Single parent ","","","",""
"Yes, every 3-4 weeks","2016","Bavaria","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2016","Bavaria","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2016","Bavaria","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2016","Berlin","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2016","Berlin","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2016","Berlin","Single parent ","","","",""
"Yes, every 3-4 weeks","2016","Berlin","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2016","Berlin","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2016","Berlin","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2016","Brandenburg","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2016","Brandenburg","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2016","Brandenburg","Single parent ","","","",""
"Yes, every 3-4 weeks","2016","Brandenburg","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2016","Brandenburg","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2016","Brandenburg","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2016","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2016","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2016","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Yes, every 3-4 weeks","2016","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2016","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2016","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2016","Saxony","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2016","Saxony","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2016","Saxony","Single parent ","","","",""
"Yes, every 3-4 weeks","2016","Saxony","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2016","Saxony","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2016","Saxony","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2016","Saxony-Anhalt","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2016","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2016","Saxony-Anhalt","Single parent ","","","",""
"Yes, every 3-4 weeks","2016","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2016","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2016","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2016","Thuringia","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2016","Thuringia","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2016","Thuringia","Single parent ","","","",""
"Yes, every 3-4 weeks","2016","Thuringia","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2016","Thuringia","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2016","Thuringia","Couple + C. LE and GT 16","","","",""
"Rarely","2016","Schleswig-Holstein","1-pers.-HH","","","",""
"Rarely","2016","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Rarely","2016","Schleswig-Holstein","Single parent ","","","",""
"Rarely","2016","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Rarely","2016","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Rarely","2016","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Rarely","2016","Hamburg","1-pers.-HH","","","",""
"Rarely","2016","Hamburg","(Married) couple without C. ","","","",""
"Rarely","2016","Hamburg","Single parent ","","","",""
"Rarely","2016","Hamburg","Couple + C. LE 16 ","","","",""
"Rarely","2016","Hamburg","Couple + C. GT 16 ","","","",""
"Rarely","2016","Hamburg","Couple + C. LE and GT 16","","","",""
"Rarely","2016","Lower Saxony","1-pers.-HH","","","",""
"Rarely","2016","Lower Saxony","(Married) couple without C. ","","","",""
"Rarely","2016","Lower Saxony","Single parent ","","","",""
"Rarely","2016","Lower Saxony","Couple + C. LE 16 ","","","",""
"Rarely","2016","Lower Saxony","Couple + C. GT 16 ","","","",""
"Rarely","2016","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Rarely","2016","Bremen","1-pers.-HH","","","",""
"Rarely","2016","Bremen","(Married) couple without C. ","","","",""
"Rarely","2016","Bremen","Single parent ","","","",""
"Rarely","2016","Bremen","Couple + C. LE 16 ","","","",""
"Rarely","2016","Bremen","Couple + C. GT 16 ","","","",""
"Rarely","2016","Bremen","Couple + C. LE and GT 16","","","",""
"Rarely","2016","North Rhine-Westphalia","1-pers.-HH","","","",""
"Rarely","2016","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Rarely","2016","North Rhine-Westphalia","Single parent ","","","",""
"Rarely","2016","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Rarely","2016","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Rarely","2016","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Rarely","2016","Hesse","1-pers.-HH","","","",""
"Rarely","2016","Hesse","(Married) couple without C. ","","","",""
"Rarely","2016","Hesse","Single parent ","","","",""
"Rarely","2016","Hesse","Couple + C. LE 16 ","","","",""
"Rarely","2016","Hesse","Couple + C. GT 16 ","","","",""
"Rarely","2016","Hesse","Couple + C. LE and GT 16","","","",""
"Rarely","2016","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Rarely","2016","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Rarely","2016","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Rarely","2016","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Rarely","2016","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Rarely","2016","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Rarely","2016","Baden-Württemberg","1-pers.-HH","","","",""
"Rarely","2016","Baden-Württemberg","(Married) couple without C. ","","","",""
"Rarely","2016","Baden-Württemberg","Single parent ","","","",""
"Rarely","2016","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Rarely","2016","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Rarely","2016","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Rarely","2016","Bavaria","1-pers.-HH","","","",""
"Rarely","2016","Bavaria","(Married) couple without C. ","","","",""
"Rarely","2016","Bavaria","Single parent ","","","",""
"Rarely","2016","Bavaria","Couple + C. LE 16 ","","","",""
"Rarely","2016","Bavaria","Couple + C. GT 16 ","","","",""
"Rarely","2016","Bavaria","Couple + C. LE and GT 16","","","",""
"Rarely","2016","Berlin","1-pers.-HH","","","",""
"Rarely","2016","Berlin","(Married) couple without C. ","","","",""
"Rarely","2016","Berlin","Single parent ","","","",""
"Rarely","2016","Berlin","Couple + C. LE 16 ","","","",""
"Rarely","2016","Berlin","Couple + C. GT 16 ","","","",""
"Rarely","2016","Berlin","Couple + C. LE and GT 16","","","",""
"Rarely","2016","Brandenburg","1-pers.-HH","","","",""
"Rarely","2016","Brandenburg","(Married) couple without C. ","","","",""
"Rarely","2016","Brandenburg","Single parent ","","","",""
"Rarely","2016","Brandenburg","Couple + C. LE 16 ","","","",""
"Rarely","2016","Brandenburg","Couple + C. GT 16 ","","","",""
"Rarely","2016","Brandenburg","Couple + C. LE and GT 16","","","",""
"Rarely","2016","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Rarely","2016","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Rarely","2016","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Rarely","2016","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Rarely","2016","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Rarely","2016","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Rarely","2016","Saxony","1-pers.-HH","","","",""
"Rarely","2016","Saxony","(Married) couple without C. ","","","",""
"Rarely","2016","Saxony","Single parent ","","","",""
"Rarely","2016","Saxony","Couple + C. LE 16 ","","","",""
"Rarely","2016","Saxony","Couple + C. GT 16 ","","","",""
"Rarely","2016","Saxony","Couple + C. LE and GT 16","","","",""
"Rarely","2016","Saxony-Anhalt","1-pers.-HH","","","",""
"Rarely","2016","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Rarely","2016","Saxony-Anhalt","Single parent ","","","",""
"Rarely","2016","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Rarely","2016","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Rarely","2016","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Rarely","2016","Thuringia","1-pers.-HH","","","",""
"Rarely","2016","Thuringia","(Married) couple without C. ","","","",""
"Rarely","2016","Thuringia","Single parent ","","","",""
"Rarely","2016","Thuringia","Couple + C. LE 16 ","","","",""
"Rarely","2016","Thuringia","Couple + C. GT 16 ","","","",""
"Rarely","2016","Thuringia","Couple + C. LE and GT 16","","","",""
"No, never","2017","Schleswig-Holstein","1-pers.-HH","39","0.587169202477111","0.464617337478723","0.709721067475499"
"No, never","2017","Schleswig-Holstein","(Married) couple without C. ","80","0.649290218921707","0.565636268633261","0.732944169210152"
"No, never","2017","Schleswig-Holstein","Single parent ","42","0.739617621411083","0.630382658365421","0.848852584456745"
"No, never","2017","Schleswig-Holstein","Couple + C. LE 16 ","132","0.626127303436484","0.561604324221933","0.690650282651035"
"No, never","2017","Schleswig-Holstein","Couple + C. GT 16 ","51","0.651060621191932","0.545284778099192","0.756836464284672"
"No, never","2017","Schleswig-Holstein","Couple + C. LE and GT 16","25","","",""
"No, never","2017","Hamburg","1-pers.-HH","31","0.608883428670783","0.469368928395857","0.748397928945709"
"No, never","2017","Hamburg","(Married) couple without C. ","54","0.532684028194819","0.424694581820767","0.640673474568871"
"No, never","2017","Hamburg","Single parent ","17","","",""
"No, never","2017","Hamburg","Couple + C. LE 16 ","50","0.696307684654035","0.592235432063856","0.800379937244215"
"No, never","2017","Hamburg","Couple + C. GT 16 ","25","","",""
"No, never","2017","Hamburg","Couple + C. LE and GT 16","10","","",""
"No, never","2017","Lower Saxony","1-pers.-HH","85","0.476850714754918","0.401548322072582","0.552153107437254"
"No, never","2017","Lower Saxony","(Married) couple without C. ","267","0.620645532968574","0.574568160088933","0.666722905848216"
"No, never","2017","Lower Saxony","Single parent ","120","0.607933198992816","0.537582212491207","0.678284185494425"
"No, never","2017","Lower Saxony","Couple + C. LE 16 ","292","0.630818176075754","0.587049651646048","0.67458670050546"
"No, never","2017","Lower Saxony","Couple + C. GT 16 ","152","0.640261812975693","0.579161140680504","0.701362485270881"
"No, never","2017","Lower Saxony","Couple + C. LE and GT 16","100","0.676873873194064","0.605078872875125","0.748668873513004"
"No, never","2017","Bremen","1-pers.-HH","14","","",""
"No, never","2017","Bremen","(Married) couple without C. ","18","","",""
"No, never","2017","Bremen","Single parent ","15","","",""
"No, never","2017","Bremen","Couple + C. LE 16 ","20","","",""
"No, never","2017","Bremen","Couple + C. GT 16 ","8","","",""
"No, never","2017","Bremen","Couple + C. LE and GT 16","10","","",""
"No, never","2017","North Rhine-Westphalia","1-pers.-HH","240","0.645260114907139","0.596836759672929","0.69368347014135"
"No, never","2017","North Rhine-Westphalia","(Married) couple without C. ","492","0.561771879692826","0.527018477283199","0.596525282102453"
"No, never","2017","North Rhine-Westphalia","Single parent ","167","0.612280459990635","0.554055929478516","0.670504990502753"
"No, never","2017","North Rhine-Westphalia","Couple + C. LE 16 ","579","0.58770405361545","0.556185798160891","0.61922230907001"
"No, never","2017","North Rhine-Westphalia","Couple + C. GT 16 ","350","0.641456379612362","0.601267213788346","0.681645545436378"
"No, never","2017","North Rhine-Westphalia","Couple + C. LE and GT 16","229","0.62098536168037","0.572078379620153","0.669892343740586"
"No, never","2017","Hesse","1-pers.-HH","75","0.579570076864732","0.495677785383222","0.663462368346243"
"No, never","2017","Hesse","(Married) couple without C. ","146","0.542127739227693","0.481451145752095","0.602804332703292"
"No, never","2017","Hesse","Single parent ","61","0.519985141633688","0.423501811220281","0.616468472047096"
"No, never","2017","Hesse","Couple + C. LE 16 ","202","0.609611121610424","0.556977133231456","0.662245109989391"
"No, never","2017","Hesse","Couple + C. GT 16 ","101","0.654130446032665","0.5815542055482","0.726706686517129"
"No, never","2017","Hesse","Couple + C. LE and GT 16","77","0.63646399718919","0.55110902787889","0.721818966499489"
"No, never","2017","Rhineland-Palatinate,Saarland","1-pers.-HH","63","0.540191376433889","0.447056117160467","0.63332663570731"
"No, never","2017","Rhineland-Palatinate,Saarland","(Married) couple without C. ","125","0.593764721986733","0.52603669574427","0.661492748229196"
"No, never","2017","Rhineland-Palatinate,Saarland","Single parent ","45","0.490337682732349","0.379397293036503","0.601278072428195"
"No, never","2017","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","163","0.699580443742791","0.642978577454025","0.756182310031557"
"No, never","2017","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","93","0.737080641272437","0.662265232144694","0.81189605040018"
"No, never","2017","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","69","0.591949271868347","0.500928942314456","0.682969601422238"
"No, never","2017","Baden-Württemberg","1-pers.-HH","124","0.63528162241224","0.567893706534154","0.702669538290327"
"No, never","2017","Baden-Württemberg","(Married) couple without C. ","296","0.644670426649617","0.600301504284174","0.68903934901506"
"No, never","2017","Baden-Württemberg","Single parent ","104","0.580741757275328","0.503310176793145","0.658173337757511"
"No, never","2017","Baden-Württemberg","Couple + C. LE 16 ","420","0.623446443852843","0.586453547432471","0.660439340273215"
"No, never","2017","Baden-Württemberg","Couple + C. GT 16 ","230","0.768915526896966","0.72176314874377","0.816067905050163"
"No, never","2017","Baden-Württemberg","Couple + C. LE and GT 16","137","0.682218113179256","0.618788931140956","0.745647295217555"
"No, never","2017","Bavaria","1-pers.-HH","220","0.695967481435057","0.647286926136959","0.744648036733155"
"No, never","2017","Bavaria","(Married) couple without C. ","421","0.634958144593031","0.597453062818165","0.672463226367898"
"No, never","2017","Bavaria","Single parent ","162","0.654912566461098","0.597015782117608","0.712809350804589"
"No, never","2017","Bavaria","Couple + C. LE 16 ","505","0.561038095364083","0.526862572074212","0.595213618653954"
