"plb0219","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes, every 3-4 weeks","2009","East Germany","Female","65","0.0699955648029834","0.0550063708279174","0.0849847587780494","4"
"Yes, every 3-4 weeks","2009","East Germany","Male","83","0.0923625987208644","0.0758285310982585","0.10889666634347","4"
"Yes, every 3-4 weeks","2009","West Germany","Male","236","0.0603239533110809","0.0528593834105474","0.0677885232116143","4"
"Yes, every 3-4 weeks","2009","West Germany","Female","167","0.0510320204493443","0.0438781174981342","0.0581859234005545","4"
"Yes, every week","2009","East Germany","Female","81","0.0770935931064477","0.0614228899881739","0.0927642962247214","2"
"Yes, every week","2009","West Germany","Male","293","0.0823554548646947","0.0737365072270076","0.0909744025023818","2"
"Yes, every week","2009","East Germany","Male","91","0.0663295110960742","0.0521184777047921","0.0805405444873563","2"
"Yes, every week","2009","West Germany","Female","226","0.0580364119923659","0.0504355434999652","0.0656372804847667","2"
"No, never","2010","East Germany","Female","238","0.614150952221728","0.566144918663472","0.662156985779983","1"
"No, never","2010","East Germany","Male","199","0.491918937562463","0.444220391572371","0.539617483552555","1"
"No, never","2010","West Germany","Male","1108","0.556380650216645","0.534890232076699","0.577871068356591","1"
"No, never","2010","West Germany","Female","1002","0.614408937769437","0.590930629743938","0.637887245794936","1"
"Rarely","2010","East Germany","Female","67","0.158333591717838","0.12233329566735","0.194333887768325","5"
"Rarely","2010","East Germany","Male","99","0.218532935092839","0.179104852778071","0.257961017407608","5"
"Rarely","2010","West Germany","Male","441","0.205151123958238","0.187683539616974","0.222618708299502","5"
"Rarely","2010","West Germany","Female","242","0.145997359629323","0.128964927701334","0.163029791557311","5"
"Yes, every 2 weeks","2010","East Germany","Male","51","0.110560216516518","0.080641043769387","0.140479389263649","3"
"Yes, every 2 weeks","2010","East Germany","Female","44","0.118954604350853","0.0870289862250377","0.150880222476668","3"
"Yes, every 2 weeks","2010","West Germany","Male","214","0.105590553454523","0.0922972065528059","0.118883900356239","3"
"Yes, every 2 weeks","2010","West Germany","Female","202","0.122004541600373","0.106217211570575","0.137791871630171","3"
"Yes, every 3-4 weeks","2010","East Germany","Female","24","","","","4"
"Yes, every 3-4 weeks","2010","East Germany","Male","42","0.109370402893925","0.0795927589147042","0.139148046873146","4"
"Yes, every 3-4 weeks","2010","West Germany","Male","146","0.0737952272651442","0.0624863039045446","0.0851041506257439","4"
"Yes, every 3-4 weeks","2010","West Germany","Female","83","0.0466477692729428","0.0364755271672752","0.0568200113786105","4"
"Yes, every week","2010","East Germany","Female","22","","","","2"
"Yes, every week","2010","East Germany","Male","31","0.0696175079342546","0.0453356526391263","0.093899363229383","2"
"Yes, every week","2010","West Germany","Male","144","0.05908244510545","0.0488834206753893","0.0692814695355107","2"
"Yes, every week","2010","West Germany","Female","122","0.0709413917279248","0.0585578189072313","0.0833249645486182","2"
"No, never","2011","East Germany","Female","1092","0.619599841466948","0.596969924821081","0.642229758112814","1"
"No, never","2011","East Germany","Male","879","0.51886102816856","0.495144741390342","0.542577314946778","1"
"No, never","2011","West Germany","Female","4190","0.659739936032252","0.648176316894051","0.671303555170453","1"
"No, never","2011","West Germany","Male","3759","0.572822929841368","0.560839689935161","0.584806169747575","1"
"Rarely","2011","East Germany","Female","233","0.124384850682741","0.109001627579279","0.139768073786202","5"
"Rarely","2011","East Germany","Male","376","0.244474553830397","0.224074689532567","0.264874418128228","5"
"Rarely","2011","West Germany","Male","1332","0.212874821365029","0.202958647308677","0.222790995421381","5"
"Rarely","2011","West Germany","Female","843","0.125536673785699","0.117450221813249","0.133623125758149","5"
"Yes, every 2 weeks","2011","East Germany","Female","214","0.125147048537481","0.109723482503301","0.140570614571661","3"
"Yes, every 2 weeks","2011","East Germany","Male","184","0.10713769282247","0.0924569074708289","0.121818478174112","3"
"Yes, every 2 weeks","2011","West Germany","Female","667","0.10154293956163","0.0941711075279753","0.108914771595286","3"
"Yes, every 2 weeks","2011","West Germany","Male","546","0.0832703976740916","0.0765773173406989","0.0899634780074843","3"
"Yes, every 3-4 weeks","2011","East Germany","Female","110","0.052033414267859","0.0416809286142964","0.0623858999214216","4"
"Yes, every 3-4 weeks","2011","East Germany","Male","139","0.0691845644310416","0.0571391348467318","0.0812299940153514","4"
"Yes, every 3-4 weeks","2011","West Germany","Female","297","0.0454012587542121","0.0403202928782908","0.0504822246301334","4"
"Yes, every 3-4 weeks","2011","West Germany","Male","416","0.0564400960113004","0.0508497498442358","0.062030442178365","4"
"Yes, every week","2011","East Germany","Female","119","0.0788348450449714","0.066273538315949","0.0913961517739938","2"
"Yes, every week","2011","East Germany","Male","127","0.0603421607475307","0.0490394868209528","0.0716448346741087","2"
"Yes, every week","2011","West Germany","Female","452","0.0677791918662067","0.0616442635570103","0.073914120175403","2"
"Yes, every week","2011","West Germany","Male","493","0.0745917551082106","0.0682271394078646","0.0809563708085566","2"
"No, never","2012","East Germany","Female","329","0.642026004217519","0.600337310793355","0.683714697641682","1"
"No, never","2012","East Germany","Male","235","0.558747786189797","0.511147309000014","0.60634826337958","1"
"No, never","2012","West Germany","Female","1400","0.662465050810516","0.642637766698317","0.682292334922715","1"
"No, never","2012","West Germany","Male","1207","0.611200391171447","0.590067332113734","0.63233345022916","1"
"Rarely","2012","East Germany","Female","58","0.124020941552166","0.0953586698289866","0.152683213275345","5"
"Rarely","2012","East Germany","Male","78","0.190222390683294","0.152597638338668","0.227847143027919","5"
"Rarely","2012","West Germany","Female","263","0.111994504489667","0.0987715484716439","0.125217460507691","5"
"Rarely","2012","West Germany","Male","363","0.161746260500637","0.145783333800077","0.177709187201198","5"
"Yes, every 2 weeks","2012","East Germany","Female","58","0.1174200441153","0.0894260810993238","0.145414007131276","3"
"Yes, every 2 weeks","2012","West Germany","Female","238","0.104240668272057","0.0914280869639435","0.11705324958017","3"
"Yes, every 2 weeks","2012","East Germany","Male","42","0.0974258228753215","0.0689983375850969","0.125853308165546","3"
"Yes, every 2 weeks","2012","West Germany","Male","188","0.0908921464196886","0.078430410901146","0.103353881938231","3"
"Yes, every 3-4 weeks","2012","East Germany","Female","31","0.0602742613063836","0.0395784362667432","0.0809700863460241","4"
"Yes, every 3-4 weeks","2012","East Germany","Male","30","0.0790737583628232","0.0532042267896449","0.104943289936002","4"
"Yes, every 3-4 weeks","2012","West Germany","Female","104","0.0443420385644479","0.0357106346731578","0.052973442455738","4"
"Yes, every 3-4 weeks","2012","West Germany","Male","136","0.0674128455175389","0.0565429920519603","0.0782826989831175","4"
"Yes, every week","2012","East Germany","Female","32","0.056258748808632","0.0362215162488275","0.0762959813684365","2"
"Yes, every week","2012","East Germany","Male","33","0.0745302418887649","0.0493530475959916","0.0997074361815383","2"
"Yes, every week","2012","West Germany","Female","180","0.0769577378633119","0.0657824347895252","0.0881330409370985","2"
"Yes, every week","2012","West Germany","Male","150","0.0687483563906884","0.0577792226593679","0.0797174901220089","2"
"No, never","2013","East Germany","Male","810","0.507040316127494","0.482262862945058","0.531817769309931","1"
"No, never","2013","East Germany","Female","1059","0.604638672464647","0.581300633555611","0.627976711373684","1"
"No, never","2013","West Germany","Female","4033","0.641870661061287","0.629935425746285","0.65380589637629","1"
"No, never","2013","West Germany","Male","3410","0.576490343869414","0.56383928256981","0.589141405169017","1"
"Rarely","2013","East Germany","Female","223","0.150545332024632","0.133475743335767","0.167614920713498","5"
"Rarely","2013","East Germany","Male","380","0.253970917362648","0.232398461479711","0.275543373245585","5"
"Rarely","2013","West Germany","Female","850","0.141075370255748","0.13240993462795","0.149740805883547","5"
"Rarely","2013","West Germany","Male","1234","0.22795244494645","0.217211476609709","0.23869341328319","5"
"Yes, every 2 weeks","2013","East Germany","Female","206","0.110661805536884","0.0956873288522092","0.125636282221558","3"
"Yes, every 2 weeks","2013","East Germany","Male","165","0.125802382998114","0.109367032898602","0.142237733097627","3"
"Yes, every 2 weeks","2013","West Germany","Female","639","0.103774596397569","0.0961828546808222","0.111366338114316","3"
"Yes, every 2 weeks","2013","West Germany","Male","490","0.0816123951850295","0.0746028417351444","0.0886219486349146","3"
"Yes, every 3-4 weeks","2013","East Germany","Female","93","0.0656320292666473","0.0538115198458192","0.0774525386874755","4"
"Yes, every 3-4 weeks","2013","East Germany","Male","101","0.0593117566991009","0.0476053672441712","0.0710181461540306","4"
"Yes, every 3-4 weeks","2013","West Germany","Female","272","0.0467587226534591","0.0415031503876663","0.0520142949192519","4"
"Yes, every 3-4 weeks","2013","West Germany","Male","336","0.0572022645786394","0.0512563980018731","0.0631481311554057","4"
"Yes, every week","2013","East Germany","Female","105","0.0685221607071893","0.0564628886216763","0.0805814327927022","2"
"Yes, every week","2013","East Germany","Male","108","0.0538746268126424","0.0426854999259955","0.0650637536992893","2"
"Yes, every week","2013","West Germany","Female","405","0.0665206496319363","0.0603174198117495","0.0727238794521231","2"
"Yes, every week","2013","West Germany","Male","390","0.0567425514204678","0.050819181786213","0.0626659210547225","2"
"No, never","2014","East Germany","Male","","","","","1"
"No, never","2014","East Germany","Female","","","","","1"
"No, never","2014","West Germany","Female","","","","","1"
"No, never","2014","West Germany","Male","","","","","1"
"Rarely","2014","East Germany","Male","","","","","5"
"Rarely","2014","East Germany","Female","","","","","5"
"Rarely","2014","West Germany","Female","","","","","5"
"Rarely","2014","West Germany","Male","","","","","5"
"Yes, every 2 weeks","2014","East Germany","Male","","","","","3"
"Yes, every 2 weeks","2014","East Germany","Female","","","","","3"
"Yes, every 2 weeks","2014","West Germany","Male","","","","","3"
"Yes, every 2 weeks","2014","West Germany","Female","","","","","3"
"Yes, every 3-4 weeks","2014","East Germany","Male","","","","","4"
"Yes, every 3-4 weeks","2014","East Germany","Female","","","","","4"
"Yes, every 3-4 weeks","2014","West Germany","Female","","","","","4"
"Yes, every 3-4 weeks","2014","West Germany","Male","","","","","4"
"Yes, every week","2014","East Germany","Male","","","","","2"
"Yes, every week","2014","East Germany","Female","","","","","2"
"Yes, every week","2014","West Germany","Female","","","","","2"
"Yes, every week","2014","West Germany","Male","","","","","2"
"No, never","2015","West Germany","Female","3996","0.624349619469287","0.612301672130772","0.636397566807802","1"
"No, never","2015","East Germany","Male","771","0.533406391729483","0.507283122656964","0.559529660802003","1"
"No, never","2015","East Germany","Female","937","0.630174017433519","0.605784186076999","0.654563848790038","1"
"No, never","2015","West Germany","Male","3494","0.575580376588249","0.563056484786532","0.588104268389966","1"
"Rarely","2015","East Germany","Male","306","0.223746711714504","0.201923981657873","0.245569441771134","5"
"Rarely","2015","East Germany","Female","180","0.11220295094577","0.0962574257121146","0.128148476179425","5"
"Rarely","2015","West Germany","Female","875","0.149834131372842","0.140955123760947","0.158713138984737","5"
"Rarely","2015","West Germany","Male","1195","0.213341716040133","0.202961185707322","0.223722246372944","5"
"Yes, every 2 weeks","2015","East Germany","Male","142","0.122677599944964","0.10549886148188","0.139856338408048","3"
"Yes, every 2 weeks","2015","East Germany","Female","193","0.127975413337192","0.111097938214449","0.144852888459935","3"
"Yes, every 2 weeks","2015","West Germany","Female","669","0.114624923311719","0.106699720342071","0.122550126281367","3"
"Yes, every 2 weeks","2015","West Germany","Male","509","0.0795981614360395","0.0727396661163079","0.0864566567557711","3"
"Yes, every 3-4 weeks","2015","East Germany","Male","95","0.0667298286485889","0.053662322265998","0.0797973350311798","4"
"Yes, every 3-4 weeks","2015","West Germany","Female","256","0.0450914797942468","0.0399292736126814","0.0502536859758122","4"
"Yes, every 3-4 weeks","2015","East Germany","Female","92","0.0680346270818556","0.0553129392770854","0.0807563148866258","4"
"Yes, every 3-4 weeks","2015","West Germany","Male","366","0.0648948975807533","0.0586528930631829","0.0711369020983238","4"
"Yes, every week","2015","East Germany","Male","87","0.0534394679624598","0.0416624786137763","0.0652164573111433","2"
"Yes, every week","2015","East Germany","Female","103","0.061612991201664","0.0494649297216059","0.073761052681722","2"
"Yes, every week","2015","West Germany","Female","411","0.0660998460519055","0.0599188613909443","0.0722808307128668","2"
"Yes, every week","2015","West Germany","Male","419","0.066584848354825","0.0602678069970735","0.0729018897125765","2"
"No, never","2016","West Germany","Female","","","","","1"
"No, never","2016","East Germany","Male","","","","","1"
"No, never","2016","East Germany","Female","","","","","1"
"No, never","2016","West Germany","Male","","","","","1"
"Rarely","2016","West Germany","Female","","","","","5"
"Rarely","2016","East Germany","Male","","","","","5"
"Rarely","2016","East Germany","Female","","","","","5"
"Rarely","2016","West Germany","Male","","","","","5"
"Yes, every 2 weeks","2016","West Germany","Female","","","","","3"
"Yes, every 2 weeks","2016","East Germany","Male","","","","","3"
"Yes, every 2 weeks","2016","East Germany","Female","","","","","3"
"Yes, every 2 weeks","2016","West Germany","Male","","","","","3"
"Yes, every 3-4 weeks","2016","West Germany","Female","","","","","4"
"Yes, every 3-4 weeks","2016","East Germany","Male","","","","","4"
"Yes, every 3-4 weeks","2016","East Germany","Female","","","","","4"
"Yes, every 3-4 weeks","2016","West Germany","Male","","","","","4"
"Yes, every week","2016","West Germany","Female","","","","","2"
"Yes, every week","2016","East Germany","Male","","","","","2"
"Yes, every week","2016","East Germany","Female","","","","","2"
"Yes, every week","2016","West Germany","Male","","","","","2"
"No, never","2017","West Germany","Male","3903","0.597138003399532","0.585209827920044","0.609066178879021","1"
"No, never","2017","West Germany","Female","4542","0.660496170893794","0.649261657827185","0.671730683960403","1"
"No, never","2017","East Germany","Male","921","0.584933488686207","0.560614565839552","0.609252411532861","1"
"No, never","2017","East Germany","Female","1102","0.663972520218171","0.64139237740016","0.686552663036181","1"
"Rarely","2017","West Germany","Female","745","0.12216261719419","0.11439347691602","0.12993175747236","5"
"Rarely","2017","East Germany","Male","292","0.179744696398867","0.160793579509344","0.19869581328839","5"
"Rarely","2017","East Germany","Female","174","0.116997605555893","0.10163256673868","0.132362644373106","5"
"Rarely","2017","West Germany","Male","1112","0.182534570411142","0.173140241205466","0.191928899616817","5"
"Yes, every 2 weeks","2017","West Germany","Female","710","0.10411650831081","0.0968707752922744","0.111362241329345","3"
"Yes, every 2 weeks","2017","East Germany","Male","146","0.101079700055596","0.0862023764185337","0.115957023692658","3"
"Yes, every 2 weeks","2017","East Germany","Female","201","0.109515467668422","0.0945870026277043","0.124443932709141","3"
"Yes, every 2 weeks","2017","West Germany","Male","569","0.0858259576046733","0.0790138376797239","0.0926380775296226","3"
"Yes, every 3-4 weeks","2017","West Germany","Female","361","0.0486802697328243","0.0435747906271497","0.0537857488384988","4"
"Yes, every 3-4 weeks","2017","West Germany","Male","454","0.066771558696374","0.0607007261534992","0.0728423912392487","4"
"Yes, every 3-4 weeks","2017","East Germany","Male","121","0.0660683605672415","0.0538084711260466","0.0783282500084363","4"
"Yes, every 3-4 weeks","2017","East Germany","Female","101","0.0538687612347362","0.0430766001356568","0.0646609223338156","4"
"Yes, every week","2017","West Germany","Female","467","0.0645444338683823","0.0587148474751951","0.0703740202615695","2"
"Yes, every week","2017","East Germany","Male","97","0.0681737542920889","0.0557340997702952","0.0806134088138825","2"
"Yes, every week","2017","East Germany","Female","103","0.0556456453227777","0.044687241014646","0.0666040496309094","2"
"Yes, every week","2017","West Germany","Male","457","0.0677299098882787","0.0616188064083777","0.0738410133681797","2"
"No, never","2018","West Germany","Male","","","","","1"
"No, never","2018","West Germany","Female","","","","","1"
"No, never","2018","East Germany","Male","","","","","1"
"No, never","2018","East Germany","Female","","","","","1"
"Rarely","2018","West Germany","Male","","","","","5"
"Rarely","2018","West Germany","Female","","","","","5"
"Rarely","2018","East Germany","Male","","","","","5"
"Rarely","2018","East Germany","Female","","","","","5"
"Yes, every 2 weeks","2018","East Germany","Male","","","","","3"
"Yes, every 2 weeks","2018","West Germany","Male","","","","","3"
"Yes, every 2 weeks","2018","West Germany","Female","","","","","3"
"Yes, every 2 weeks","2018","East Germany","Female","","","","","3"
"Yes, every 3-4 weeks","2018","West Germany","Male","","","","","4"
"Yes, every 3-4 weeks","2018","West Germany","Female","","","","","4"
"Yes, every 3-4 weeks","2018","East Germany","Male","","","","","4"
"Yes, every 3-4 weeks","2018","East Germany","Female","","","","","4"
"Yes, every week","2018","West Germany","Male","","","","","2"
"Yes, every week","2018","West Germany","Female","","","","","2"
"Yes, every week","2018","East Germany","Male","","","","","2"
"Yes, every week","2018","East Germany","Female","","","","","2"
"No, never","2019","West Germany","Female","4311","0.667437216206525","0.656060594197042","0.678813838216009","1"
"No, never","2019","East Germany","Male","947","0.590434378399017","0.567023872128778","0.613844884669256","1"
"No, never","2019","East Germany","Female","1102","0.64421370301848","0.621300218025647","0.667127188011313","1"
"No, never","2019","West Germany","Male","3818","0.59797840159134","0.58622496612311","0.609731837059569","1"
"Rarely","2019","West Germany","Male","1280","0.182382335312545","0.173125470862723","0.191639199762367","5"
"Rarely","2019","West Germany","Female","816","0.119958079305091","0.112112270372788","0.127803888237393","5"
"Rarely","2019","East Germany","Male","339","0.172292642407609","0.154314905792212","0.190270379023005","5"
"Rarely","2019","East Germany","Female","187","0.131220103776948","0.115060279664235","0.147379927889661","5"
"Yes, every 2 weeks","2019","West Germany","Male","583","0.0859078752563125","0.0791903569625954","0.0926253935500297","3"
"Yes, every 2 weeks","2019","West Germany","Female","665","0.103225595699327","0.0958786539463067","0.110572537452347","3"
"Yes, every 2 weeks","2019","East Germany","Male","171","0.113585925607997","0.0984801224196671","0.128691728796327","3"
"Yes, every 2 weeks","2019","East Germany","Female","200","0.111398366034168","0.0963401153153501","0.126456616752985","3"
"Yes, every 3-4 weeks","2019","West Germany","Male","456","0.0653788308340621","0.0594532112506937","0.0713044504174305","4"
"Yes, every 3-4 weeks","2019","West Germany","Female","368","0.0462946133221801","0.0412206929879863","0.0513685336563739","4"
"Yes, every 3-4 weeks","2019","East Germany","Male","114","0.0564166470030475","0.0454327358694057","0.0674005581366894","4"
"Yes, every 3-4 weeks","2019","East Germany","Female","86","0.0531828003909361","0.0424429005819799","0.0639227001998923","4"
"Yes, every week","2019","West Germany","Male","548","0.0683525570057405","0.0623033204734062","0.0744017935380748","2"
"Yes, every week","2019","West Germany","Female","428","0.0630844954668772","0.0572138909315377","0.0689551000022168","2"
"Yes, every week","2019","East Germany","Male","124","0.0672704065823304","0.0553455505617462","0.0791952626029146","2"
"Yes, every week","2019","East Germany","Female","102","0.0599850267794685","0.0486200023404661","0.071350051218471","2"
