"plb0219","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes, every week","2008","66 and older","Male","","","","","2"
"Yes, every week","2008","35-65 y.","Female","","","","","2"
"Yes, every week","2008","66 and older","Female","","","","","2"
"No, never","2009","35-65 y.","Male","1970","0.523013125009271","0.506895417448276","0.539130832570266","1"
"No, never","2009","66 and older","Female","48","0.699755612629325","0.590811371324142","0.808699853934508","1"
"No, never","2009","16-34 y.","Male","777","0.596641741990277","0.569575952047425","0.623707531933128","1"
"No, never","2009","16-34 y.","Female","785","0.61955923483343","0.592762894294794","0.646355575372067","1"
"No, never","2009","35-65 y.","Female","2223","0.650444525511347","0.634461399403525","0.666427651619169","1"
"No, never","2009","66 and older","Male","72","0.518697226180434","0.434412796621278","0.602981655739591","1"
"Rarely","2009","16-34 y.","Male","228","0.183856497517123","0.162484694210207","0.20522830082404","5"
"Rarely","2009","35-65 y.","Male","902","0.247747606160903","0.233816670513455","0.26167854180835","5"
"Rarely","2009","16-34 y.","Female","192","0.164767639828906","0.144292344987185","0.185242934670626","5"
"Rarely","2009","35-65 y.","Female","498","0.147741604476567","0.135847394797607","0.159635814155526","5"
"Rarely","2009","66 and older","Male","35","0.228775360345454","0.157919417891872","0.299631302799036","5"
"Rarely","2009","66 and older","Female","12","","","","5"
"Yes, every 2 weeks","2009","16-34 y.","Female","137","0.085044206667621","0.0696480269997221","0.10044038633552","3"
"Yes, every 2 weeks","2009","16-34 y.","Male","112","0.105731693091038","0.0887666515793473","0.122696734602729","3"
"Yes, every 2 weeks","2009","35-65 y.","Male","279","0.0720944357796143","0.063748087050089","0.0804407845091395","3"
"Yes, every 2 weeks","2009","66 and older","Male","8","","","","3"
"Yes, every 2 weeks","2009","35-65 y.","Female","310","0.0915493008050356","0.0818826342476178","0.101215967362453","3"
"Yes, every 2 weeks","2009","66 and older","Female","4","","","","3"
"Yes, every 3-4 weeks","2009","16-34 y.","Male","70","0.0508623654871279","0.038740169876483","0.0629845610977729","4"
"Yes, every 3-4 weeks","2009","16-34 y.","Female","67","0.0680830449162375","0.0541803612970012","0.0819857285354738","4"
"Yes, every 3-4 weeks","2009","35-65 y.","Male","241","0.0701394470203289","0.061898372442526","0.0783805215981317","4"
"Yes, every 3-4 weeks","2009","35-65 y.","Female","165","0.0491390679713599","0.0418935322814383","0.0563846036612814","4"
"Yes, every 3-4 weeks","2009","66 and older","Male","8","","","","4"
"Yes, every 3-4 weeks","2009","66 and older","Female","","","","","4"
"Yes, every week","2009","16-34 y.","Female","80","0.0625458737538055","0.0491809990317426","0.0759107484758684","2"
"Yes, every week","2009","16-34 y.","Male","75","0.0629077019144338","0.0495121223606704","0.0763032814681973","2"
"Yes, every week","2009","35-65 y.","Male","297","0.0870053860298834","0.0779104229528692","0.0961003491068975","2"
"Yes, every week","2009","35-65 y.","Female","223","0.0611255012356907","0.0530955385181105","0.0691554639532709","2"
"Yes, every week","2009","66 and older","Male","12","","","","2"
"Yes, every week","2009","66 and older","Female","4","","","","2"
"No, never","2010","16-34 y.","Male","440","0.574574870250461","0.540207253988537","0.608942486512385","1"
"No, never","2010","16-34 y.","Female","365","0.570219556266823","0.531377682271659","0.609061430261987","1"
"No, never","2010","35-65 y.","Male","866","0.531540613545468","0.507664902617316","0.55541632447362","1"
"No, never","2010","66 and older","Female","","","","","1"
"No, never","2010","35-65 y.","Female","875","0.638169827641513","0.6131940616926","0.663145593590426","1"
"No, never","2010","66 and older","Male","1","","","","1"
"Rarely","2010","16-34 y.","Male","158","0.187999660437339","0.160840198327275","0.215159122547403","5"
"Rarely","2010","16-34 y.","Female","85","0.135578612017803","0.108718109097436","0.16243911493817","5"
"Rarely","2010","35-65 y.","Male","381","0.217597904417861","0.197855753407945","0.237340055427776","5"
"Rarely","2010","35-65 y.","Female","224","0.15478984920436","0.135990107452205","0.173589590956515","5"
"Rarely","2010","66 and older","Male","1","","","","5"
"Rarely","2010","66 and older","Female","","","","","5"
"Yes, every 2 weeks","2010","35-65 y.","Male","170","0.0976849801164824","0.0834798537225594","0.111890106510405","3"
"Yes, every 2 weeks","2010","66 and older","Female","","","","","3"
"Yes, every 2 weeks","2010","16-34 y.","Male","95","0.122050808273889","0.0992961903140219","0.144805426233755","3"
"Yes, every 2 weeks","2010","16-34 y.","Female","92","0.167104811987046","0.137833280135562","0.19637634383853","3"
"Yes, every 2 weeks","2010","35-65 y.","Female","154","0.0969012297186472","0.0815256831666389","0.112276776270656","3"
"Yes, every 2 weeks","2010","66 and older","Male","","","","","3"
"Yes, every 3-4 weeks","2010","16-34 y.","Female","27","","","","4"
"Yes, every 3-4 weeks","2010","16-34 y.","Male","49","0.0632755858061264","0.0463521501806594","0.0801990214315933","4"
"Yes, every 3-4 weeks","2010","35-65 y.","Male","139","0.0877769590018434","0.0742377623291724","0.101316155674514","4"
"Yes, every 3-4 weeks","2010","35-65 y.","Female","80","0.052758860438734","0.0411396592449042","0.0643780616325638","4"
"Yes, every 3-4 weeks","2010","66 and older","Male","","","","","4"
"Yes, every 3-4 weeks","2010","66 and older","Female","","","","","4"
"Yes, every week","2010","16-34 y.","Female","55","0.0889529546560993","0.0666169039297466","0.111289005382452","2"
"Yes, every week","2010","16-34 y.","Male","53","0.0520990752321851","0.0366514755112055","0.0675466749531646","2"
"Yes, every week","2010","35-65 y.","Male","122","0.0653995429183455","0.0535704222011347","0.0772286636355562","2"
"Yes, every week","2010","35-65 y.","Female","89","0.0573802329967461","0.04529242041065","0.0694680455828423","2"
"Yes, every week","2010","66 and older","Male","","","","","2"
"Yes, every week","2010","66 and older","Female","","","","","2"
"No, never","2011","16-34 y.","Male","1220","0.614558218065906","0.593071717489194","0.636044718642619","1"
"No, never","2011","35-65 y.","Male","3343","0.543906631235335","0.531448498283741","0.55636476418693","1"
"No, never","2011","16-34 y.","Female","1367","0.65749348016971","0.637206757977625","0.677780202361796","1"
"No, never","2011","35-65 y.","Female","3867","0.651310462036271","0.639292160188859","0.663328763883683","1"
"No, never","2011","66 and older","Female","48","0.634758181081548","0.525786948998066","0.74372941316503","1"
"No, never","2011","66 and older","Male","75","0.516933426933091","0.434157343360309","0.599709510505873","1"
"Rarely","2011","35-65 y.","Male","1338","0.231634861076601","0.221082498807934","0.242187223345268","5"
"Rarely","2011","35-65 y.","Female","821","0.128550351224784","0.120109477464944","0.136991224984624","5"
"Rarely","2011","16-34 y.","Male","335","0.183060782265075","0.165988274913373","0.200133289616777","5"
"Rarely","2011","16-34 y.","Female","244","0.119024379026675","0.105181333647247","0.132867424406103","5"
"Rarely","2011","66 and older","Male","35","0.257825430260507","0.185365154338447","0.330285706182567","5"
"Rarely","2011","66 and older","Female","11","","","","5"
"Yes, every 2 weeks","2011","16-34 y.","Male","175","0.0900545795602356","0.0774169578220829","0.102692201298388","3"
"Yes, every 2 weeks","2011","16-34 y.","Female","257","0.113523551260531","0.0999620327721334","0.127085069748929","3"
"Yes, every 2 weeks","2011","35-65 y.","Male","544","0.0877741859815415","0.080696382671841","0.0948519892912421","3"
"Yes, every 2 weeks","2011","35-65 y.","Female","618","0.102965705472029","0.0953012651878071","0.110630145756252","3"
"Yes, every 2 weeks","2011","66 and older","Male","11","","","","3"
"Yes, every 2 weeks","2011","66 and older","Female","6","","","","3"
"Yes, every 3-4 weeks","2011","16-34 y.","Female","103","0.050456940601018","0.0410996627799766","0.0598142184220594","4"
"Yes, every 3-4 weeks","2011","16-34 y.","Male","119","0.046814318117109","0.0374885871004096","0.0561400491338085","4"
"Yes, every 3-4 weeks","2011","35-65 y.","Male","429","0.0632600215861633","0.0571711319672959","0.0693489112050307","4"
"Yes, every 3-4 weeks","2011","35-65 y.","Female","304","0.0460151192368458","0.0407312672500678","0.0512989712236237","4"
"Yes, every 3-4 weeks","2011","66 and older","Female","","","","","4"
"Yes, every 3-4 weeks","2011","66 and older","Male","7","","","","4"
"Yes, every week","2011","16-34 y.","Male","122","0.0655121019916741","0.0545888390817937","0.0764353649015544","2"
"Yes, every week","2011","16-34 y.","Female","131","0.0595016489420647","0.0493887596011468","0.0696145382829826","2"
"Yes, every week","2011","35-65 y.","Male","486","0.073424300120359","0.0669001451808245","0.0799484550598936","2"
"Yes, every week","2011","35-65 y.","Female","430","0.0711583620300696","0.064674803573353","0.0776419204867862","2"
"Yes, every week","2011","66 and older","Male","12","","","","2"
"Yes, every week","2011","66 and older","Female","10","","","","2"
"No, never","2012","16-34 y.","Male","366","0.664826295840161","0.625833627348476","0.703818964331846","1"
"No, never","2012","35-65 y.","Male","1074","0.580271889767536","0.558057789964295","0.602485989570777","1"
"No, never","2012","66 and older","Female","","","","","1"
"No, never","2012","16-34 y.","Female","425","0.657881662090272","0.621577347778775","0.694185976401768","1"
"No, never","2012","35-65 y.","Female","1304","0.659722168804999","0.639146690318961","0.680297647291037","1"
"No, never","2012","66 and older","Male","2","","","","1"
"Rarely","2012","16-34 y.","Female","71","0.0931471183246959","0.0709063748022365","0.115387861847155","5"
"Rarely","2012","35-65 y.","Male","356","0.177977505630828","0.160760669993731","0.195194341267924","5"
"Rarely","2012","66 and older","Male","","","","","5"
"Rarely","2012","16-34 y.","Male","85","0.134581563184884","0.106391259827677","0.162771866542092","5"
"Rarely","2012","35-65 y.","Female","250","0.123163792414698","0.108892827429482","0.137434757399913","5"
"Rarely","2012","66 and older","Female","","","","","5"
"Yes, every 2 weeks","2012","16-34 y.","Male","50","0.0841850284390272","0.0612491596961126","0.107120897181942","3"
"Yes, every 2 weeks","2012","16-34 y.","Female","72","0.120615299386085","0.09569307374641","0.145537525025759","3"
"Yes, every 2 weeks","2012","35-65 y.","Male","180","0.0948661680818414","0.0816762832690818","0.108056052894601","3"
"Yes, every 2 weeks","2012","35-65 y.","Female","224","0.100057604156736","0.0870263869966338","0.113088821316837","3"
"Yes, every 2 weeks","2012","66 and older","Male","","","","","3"
"Yes, every 2 weeks","2012","66 and older","Female","","","","","3"
"Yes, every 3-4 weeks","2012","16-34 y.","Male","30","0.0513477383195238","0.0331168396808565","0.0695786369581911","4"
"Yes, every 3-4 weeks","2012","16-34 y.","Female","39","0.0639186879444807","0.0452003672037116","0.0826370086852499","4"
"Yes, every 3-4 weeks","2012","35-65 y.","Male","135","0.0754782961967667","0.0635878398164816","0.0873687525770519","4"
"Yes, every 3-4 weeks","2012","35-65 y.","Female","96","0.0393820291235634","0.0309355254647362","0.0478285327823906","4"
"Yes, every 3-4 weeks","2012","66 and older","Male","1","","","","4"
"Yes, every 3-4 weeks","2012","66 and older","Female","","","","","4"
"Yes, every week","2012","16-34 y.","Male","32","0.0650593742164035","0.0446870372875492","0.0854317111452577","2"
"Yes, every week","2012","16-34 y.","Female","49","0.0644372322544669","0.0456483443509803","0.0832261201579536","2"
"Yes, every week","2012","35-65 y.","Male","151","0.0714061403230283","0.0598154418547327","0.0829968387913239","2"
"Yes, every week","2012","35-65 y.","Female","163","0.0776744055000043","0.0660509923282465","0.0892978186717622","2"
"Yes, every week","2012","66 and older","Male","","","","","2"
"Yes, every week","2012","66 and older","Female","","","","","2"
"No, never","2013","16-34 y.","Male","1112","0.637398841898355","0.614692260907167","0.660105422889544","1"
"No, never","2013","16-34 y.","Female","1195","0.620810455016368","0.598819961496108","0.642800948536629","1"
"No, never","2013","66 and older","Male","92","0.613872280878338","0.539809750036356","0.68793481172032","1"
"No, never","2013","66 and older","Female","82","0.713861728507811","0.629402565601475","0.798320891414147","1"
"No, never","2013","35-65 y.","Male","3016","0.534813858725145","0.521674784666282","0.547952932784008","1"
"No, never","2013","35-65 y.","Female","3815","0.637784270177784","0.625525167143351","0.650043373212217","1"
"Rarely","2013","16-34 y.","Female","210","0.134366489981249","0.118908970444283","0.149824009518215","5"
"Rarely","2013","16-34 y.","Male","262","0.183198652042697","0.164928133337086","0.201469170748308","5"
"Rarely","2013","35-65 y.","Male","1305","0.250938117929207","0.239517431245451","0.262358804612964","5"
"Rarely","2013","66 and older","Male","47","0.231871968042564","0.16767197539636","0.296071960688769","5"
"Rarely","2013","35-65 y.","Female","849","0.14632011872353","0.137305700864359","0.155334536582701","5"
"Rarely","2013","66 and older","Female","14","","","","5"
"Yes, every 2 weeks","2013","16-34 y.","Male","152","0.0942755424592744","0.0804739536253082","0.108077131293241","3"
"Yes, every 2 weeks","2013","16-34 y.","Female","243","0.118281889508982","0.103644915717467","0.132918863300498","3"
"Yes, every 2 weeks","2013","35-65 y.","Male","495","0.0891931929286732","0.0816851103663601","0.0967012754909863","3"
"Yes, every 2 weeks","2013","35-65 y.","Female","598","0.102409306606995","0.0946763241783096","0.110142289035681","3"
"Yes, every 2 weeks","2013","66 and older","Male","8","","","","3"
"Yes, every 2 weeks","2013","66 and older","Female","4","","","","3"
"Yes, every 3-4 weeks","2013","16-34 y.","Male","99","0.0453825726017504","0.0355517297858349","0.0552134154176658","4"
"Yes, every 3-4 weeks","2013","16-34 y.","Female","102","0.0626293780176308","0.0516476165515205","0.0736111394837412","4"
"Yes, every 3-4 weeks","2013","35-65 y.","Male","330","0.0629501449797755","0.0565523581358447","0.0693479318237063","4"
"Yes, every 3-4 weeks","2013","35-65 y.","Female","262","0.0471637404494286","0.0417568023432835","0.0525706785555738","4"
"Yes, every 3-4 weeks","2013","66 and older","Male","8","","","","4"
"Yes, every 3-4 weeks","2013","66 and older","Female","1","","","","4"
"Yes, every week","2013","16-34 y.","Female","120","0.0639117874757693","0.0528257547058841","0.0749978202456545","2"
"Yes, every week","2013","16-34 y.","Male","97","0.0397443909979234","0.0305173411439894","0.0489714408518574","2"
"Yes, every week","2013","35-65 y.","Male","390","0.0621046854371988","0.0557471408215252","0.0684622300528723","2"
"Yes, every week","2013","35-65 y.","Female","381","0.0663225640422621","0.0599755826418509","0.0726695454426732","2"
"Yes, every week","2013","66 and older","Female","9","","","","2"
"Yes, every week","2013","66 and older","Male","11","","","","2"
"No, never","2014","16-34 y.","Male","","","","","1"
"No, never","2014","16-34 y.","Female","","","","","1"
"No, never","2014","35-65 y.","Male","","","","","1"
"No, never","2014","35-65 y.","Female","","","","","1"
"No, never","2014","66 and older","Male","","","","","1"
"No, never","2014","66 and older","Female","","","","","1"
"Rarely","2014","16-34 y.","Female","","","","","5"
"Rarely","2014","35-65 y.","Male","","","","","5"
"Rarely","2014","16-34 y.","Male","","","","","5"
"Rarely","2014","35-65 y.","Female","","","","","5"
"Rarely","2014","66 and older","Male","","","","","5"
"Rarely","2014","66 and older","Female","","","","","5"
"Yes, every 2 weeks","2014","16-34 y.","Female","","","","","3"
"Yes, every 2 weeks","2014","35-65 y.","Male","","","","","3"
"Yes, every 2 weeks","2014","66 and older","Male","","","","","3"
"Yes, every 2 weeks","2014","66 and older","Female","","","","","3"
"Yes, every 2 weeks","2014","16-34 y.","Male","","","","","3"
"Yes, every 2 weeks","2014","35-65 y.","Female","","","","","3"
"Yes, every 3-4 weeks","2014","16-34 y.","Male","","","","","4"
"Yes, every 3-4 weeks","2014","16-34 y.","Female","","","","","4"
"Yes, every 3-4 weeks","2014","35-65 y.","Male","","","","","4"
"Yes, every 3-4 weeks","2014","35-65 y.","Female","","","","","4"
"Yes, every 3-4 weeks","2014","66 and older","Female","","","","","4"
"Yes, every 3-4 weeks","2014","66 and older","Male","","","","","4"
"Yes, every week","2014","16-34 y.","Male","","","","","2"
"Yes, every week","2014","16-34 y.","Female","","","","","2"
"Yes, every week","2014","35-65 y.","Male","","","","","2"
"Yes, every week","2014","35-65 y.","Female","","","","","2"
"Yes, every week","2014","66 and older","Female","","","","","2"
"Yes, every week","2014","66 and older","Male","","","","","2"
"No, never","2015","16-34 y.","Male","1154","0.608547282762198","0.586166996502944","0.630927569021452","1"
"No, never","2015","16-34 y.","Female","1158","0.604404349552257","0.581890044880319","0.626918654224195","1"
"No, never","2015","35-65 y.","Male","2993","0.550074279074575","0.536749824727534","0.563398733421617","1"
"No, never","2015","66 and older","Male","118","0.611242051868756","0.544018932790152","0.678465170947361","1"
"No, never","2015","35-65 y.","Female","3695","0.62912439384621","0.616679140357198","0.641569647335222","1"
"No, never","2015","66 and older","Female","80","0.741983411240836","0.661310118807587","0.822656703674086","1"
"Rarely","2015","16-34 y.","Female","194","0.134438584706402","0.118732067137529","0.150145102275275","5"
"Rarely","2015","35-65 y.","Male","1183","0.234994092991355","0.223637992668758","0.246350193313953","5"
"Rarely","2015","66 and older","Male","48","0.231994691916855","0.173785235824608","0.290204148009103","5"
"Rarely","2015","66 and older","Female","19","","","","5"
"Rarely","2015","16-34 y.","Male","270","0.164699028143169","0.147691318656544","0.181706737629794","5"
"Rarely","2015","35-65 y.","Female","842","0.146634750454691","0.13752078708212","0.155748713827262","5"
"Yes, every 2 weeks","2015","16-34 y.","Male","179","0.0952868123415692","0.081823538570835","0.108750086112303","3"
"Yes, every 2 weeks","2015","35-65 y.","Male","468","0.0868409870612279","0.0792986847821579","0.0943832893402978","3"
"Yes, every 2 weeks","2015","16-34 y.","Female","249","0.147869873429283","0.131525743548279","0.164214003310287","3"
"Yes, every 2 weeks","2015","35-65 y.","Female","607","0.10850273593773","0.100489614918183","0.116515856957276","3"
"Yes, every 2 weeks","2015","66 and older","Female","6","","","","3"
"Yes, every 2 weeks","2015","66 and older","Male","4","","","","3"
"Yes, every 3-4 weeks","2015","16-34 y.","Male","117","0.0689219388108565","0.0573060991913378","0.0805377784303752","4"
"Yes, every 3-4 weeks","2015","16-34 y.","Female","78","0.0485908399487965","0.0386909615129291","0.0584907183846639","4"
"Yes, every 3-4 weeks","2015","35-65 y.","Male","331","0.0648256328466484","0.0582310393002756","0.0714202263930211","4"
"Yes, every 3-4 weeks","2015","35-65 y.","Female","269","0.0506640743402225","0.045013646096765","0.0563145025836801","4"
"Yes, every 3-4 weeks","2015","66 and older","Female","1","","","","4"
"Yes, every 3-4 weeks","2015","66 and older","Male","13","","","","4"
"Yes, every week","2015","16-34 y.","Male","107","0.0625449379422073","0.0514416876583239","0.0736481882260907","2"
"Yes, every week","2015","16-34 y.","Female","133","0.0646963523632613","0.0533701268076125","0.0760225779189102","2"
"Yes, every week","2015","35-65 y.","Male","380","0.0632650080261929","0.0567448441843797","0.069785171868006","2"
"Yes, every week","2015","35-65 y.","Female","374","0.065074045421147","0.0587190702059789","0.0714290206363151","2"
"Yes, every week","2015","66 and older","Male","19","","","","2"
"Yes, every week","2015","66 and older","Female","7","","","","2"
"No, never","2016","16-34 y.","Male","","","","","1"
"No, never","2016","16-34 y.","Female","","","","","1"
"No, never","2016","35-65 y.","Male","","","","","1"
"No, never","2016","66 and older","Male","","","","","1"
"No, never","2016","35-65 y.","Female","","","","","1"
"No, never","2016","66 and older","Female","","","","","1"
"Rarely","2016","16-34 y.","Male","","","","","5"
"Rarely","2016","16-34 y.","Female","","","","","5"
"Rarely","2016","35-65 y.","Male","","","","","5"
"Rarely","2016","35-65 y.","Female","","","","","5"
"Rarely","2016","66 and older","Male","","","","","5"
"Rarely","2016","66 and older","Female","","","","","5"
