"plb0219","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","2005","1-pers.-HH","Male","178","0.245514673331641","0.214099129351603","0.27693021731168"
"Rarely","2005","1-pers.-HH","Female","78","0.111959698782239","0.0862092947458936","0.137710102818585"
"Rarely","2005","(Married) couple without C. ","Male","355","0.233732139710696","0.212200323552022","0.25526395586937"
"Rarely","2005","(Married) couple without C. ","Female","188","0.101982269412877","0.0866471526859701","0.117317386139784"
"Rarely","2005","Single parent ","Male","29","","",""
"Rarely","2005","Single parent ","Female","56","0.128402049989336","0.0961771187563957","0.160626981222276"
"Rarely","2005","Couple + C. LE 16 ","Male","383","0.236711756279198","0.215665842187017","0.25775767037138"
"Rarely","2005","Couple + C. LE 16 ","Female","135","0.103815546676476","0.0856241470822905","0.122006946270661"
"Rarely","2005","Couple + C. GT 16 ","Male","255","0.209863521529082","0.186579998609385","0.233147044448778"
"Rarely","2005","Couple + C. GT 16 ","Female","103","0.0918784757719139","0.0739033834122736","0.109853568131554"
"Rarely","2005","Couple + C. LE and GT 16","Male","109","0.184134945877986","0.151917732744285","0.216352159011687"
"Rarely","2005","Couple + C. LE and GT 16","Female","54","0.117298703086039","0.0876999338954515","0.146897472276627"
"No, never","2006","1-pers.-HH","Male","","","",""
"No, never","2006","1-pers.-HH","Female","","","",""
"No, never","2006","(Married) couple without C. ","Male","","","",""
"No, never","2006","(Married) couple without C. ","Female","","","",""
"No, never","2006","Single parent ","Male","","","",""
"No, never","2006","Single parent ","Female","","","",""
"No, never","2006","Couple + C. LE 16 ","Male","","","",""
"No, never","2006","Couple + C. LE 16 ","Female","","","",""
"No, never","2006","Couple + C. GT 16 ","Male","","","",""
"No, never","2006","Couple + C. GT 16 ","Female","","","",""
"No, never","2006","Couple + C. LE and GT 16","Male","","","",""
"No, never","2006","Couple + C. LE and GT 16","Female","","","",""
"Yes, every week","2006","1-pers.-HH","Male","","","",""
"Yes, every week","2006","1-pers.-HH","Female","","","",""
"Yes, every week","2006","(Married) couple without C. ","Male","","","",""
"Yes, every week","2006","(Married) couple without C. ","Female","","","",""
"Yes, every week","2006","Single parent ","Male","","","",""
"Yes, every week","2006","Single parent ","Female","","","",""
"Yes, every week","2006","Couple + C. LE 16 ","Male","","","",""
"Yes, every week","2006","Couple + C. LE 16 ","Female","","","",""
"Yes, every week","2006","Couple + C. GT 16 ","Male","","","",""
"Yes, every week","2006","Couple + C. GT 16 ","Female","","","",""
"Yes, every week","2006","Couple + C. LE and GT 16","Male","","","",""
"Yes, every week","2006","Couple + C. LE and GT 16","Female","","","",""
"Yes, every 2 weeks","2006","1-pers.-HH","Male","","","",""
"Yes, every 2 weeks","2006","1-pers.-HH","Female","","","",""
"Yes, every 2 weeks","2006","(Married) couple without C. ","Male","","","",""
"Yes, every 2 weeks","2006","(Married) couple without C. ","Female","","","",""
"Yes, every 2 weeks","2006","Single parent ","Male","","","",""
"Yes, every 2 weeks","2006","Single parent ","Female","","","",""
"Yes, every 2 weeks","2006","Couple + C. LE 16 ","Male","","","",""
"Yes, every 2 weeks","2006","Couple + C. LE 16 ","Female","","","",""
"Yes, every 2 weeks","2006","Couple + C. GT 16 ","Male","","","",""
"Yes, every 2 weeks","2006","Couple + C. GT 16 ","Female","","","",""
"Yes, every 2 weeks","2006","Couple + C. LE and GT 16","Male","","","",""
"Yes, every 2 weeks","2006","Couple + C. LE and GT 16","Female","","","",""
"Yes, every 3-4 weeks","2006","1-pers.-HH","Male","","","",""
"Yes, every 3-4 weeks","2006","1-pers.-HH","Female","","","",""
"Yes, every 3-4 weeks","2006","(Married) couple without C. ","Male","","","",""
"Yes, every 3-4 weeks","2006","(Married) couple without C. ","Female","","","",""
"Yes, every 3-4 weeks","2006","Single parent ","Male","","","",""
"Yes, every 3-4 weeks","2006","Single parent ","Female","","","",""
"Yes, every 3-4 weeks","2006","Couple + C. LE 16 ","Male","","","",""
"Yes, every 3-4 weeks","2006","Couple + C. LE 16 ","Female","","","",""
"Yes, every 3-4 weeks","2006","Couple + C. GT 16 ","Male","","","",""
"Yes, every 3-4 weeks","2006","Couple + C. GT 16 ","Female","","","",""
"Yes, every 3-4 weeks","2006","Couple + C. LE and GT 16","Male","","","",""
"Yes, every 3-4 weeks","2006","Couple + C. LE and GT 16","Female","","","",""
"Rarely","2006","1-pers.-HH","Male","","","",""
"Rarely","2006","1-pers.-HH","Female","","","",""
"Rarely","2006","(Married) couple without C. ","Male","","","",""
"Rarely","2006","(Married) couple without C. ","Female","","","",""
"Rarely","2006","Single parent ","Male","","","",""
"Rarely","2006","Single parent ","Female","","","",""
"Rarely","2006","Couple + C. LE 16 ","Male","","","",""
"Rarely","2006","Couple + C. LE 16 ","Female","","","",""
"Rarely","2006","Couple + C. GT 16 ","Male","","","",""
"Rarely","2006","Couple + C. GT 16 ","Female","","","",""
"Rarely","2006","Couple + C. LE and GT 16","Male","","","",""
"Rarely","2006","Couple + C. LE and GT 16","Female","","","",""
"No, never","2007","1-pers.-HH","Male","414","0.543008379853442","0.507685281068624","0.578331478638261"
"No, never","2007","1-pers.-HH","Female","367","0.590583643487014","0.551561917454981","0.629605369519047"
"No, never","2007","(Married) couple without C. ","Male","860","0.546851081843575","0.522108905044108","0.571593258643042"
"No, never","2007","(Married) couple without C. ","Female","1058","0.681287478111402","0.658104618815488","0.704470337407317"
"No, never","2007","Single parent ","Male","102","0.586011000482194","0.51175149998777","0.660270500976617"
"No, never","2007","Single parent ","Female","291","0.630277641349661","0.585626894391646","0.674928388307676"
"No, never","2007","Couple + C. LE 16 ","Male","825","0.527257621003791","0.502490795713719","0.552024446293863"
"No, never","2007","Couple + C. LE 16 ","Female","739","0.63974519526434","0.611815990663896","0.667674399864784"
"No, never","2007","Couple + C. GT 16 ","Male","710","0.615900813538418","0.588324181712895","0.643477445363942"
"No, never","2007","Couple + C. GT 16 ","Female","687","0.694873554793257","0.666447889265539","0.723299220320975"
"No, never","2007","Couple + C. LE and GT 16","Male","320","0.647941452406551","0.606119475574527","0.689763429238575"
"No, never","2007","Couple + C. LE and GT 16","Female","288","0.734743157091102","0.691533882243604","0.777952431938599"
"Yes, every week","2007","1-pers.-HH","Male","63","0.0831117634040003","0.0635372551487998","0.102686271659201"
"Yes, every week","2007","1-pers.-HH","Female","49","0.0722629715714115","0.0517157299883217","0.0928102131545012"
"Yes, every week","2007","(Married) couple without C. ","Male","111","0.0597890367713053","0.0480046679006431","0.0715734056419675"
"Yes, every week","2007","(Married) couple without C. ","Female","88","0.0552288846294982","0.0438644280838542","0.0665933411751422"
"Yes, every week","2007","Single parent ","Male","15","","",""
"Yes, every week","2007","Single parent ","Female","27","","",""
"Yes, every week","2007","Couple + C. LE 16 ","Male","113","0.0629627138679148","0.0509132757604744","0.0750121519753552"
"Yes, every week","2007","Couple + C. LE 16 ","Female","57","0.0535339432170804","0.0404385875297733","0.0666292989043876"
"Yes, every week","2007","Couple + C. GT 16 ","Male","85","0.0586808900437281","0.0453554695525146","0.0720063105349415"
"Yes, every week","2007","Couple + C. GT 16 ","Female","58","0.0554705591091427","0.0413400813340637","0.0696010368842217"
"Yes, every week","2007","Couple + C. LE and GT 16","Male","30","0.0545525684697885","0.0346661981363554","0.0744389388032216"
"Yes, every week","2007","Couple + C. LE and GT 16","Female","17","","",""
"Yes, every 2 weeks","2007","1-pers.-HH","Male","72","0.0942848776165155","0.0735635182774245","0.115006236955607"
"Yes, every 2 weeks","2007","1-pers.-HH","Female","60","0.109156638837591","0.0844104157020252","0.133902861973157"
"Yes, every 2 weeks","2007","(Married) couple without C. ","Male","123","0.0813552438228168","0.067767433680203","0.0949430539654305"
"Yes, every 2 weeks","2007","(Married) couple without C. ","Female","125","0.0927604866644067","0.0783278818466858","0.107193091482128"
"Yes, every 2 weeks","2007","Single parent ","Male","14","","",""
"Yes, every 2 weeks","2007","Single parent ","Female","47","0.123840799668486","0.0933724937686999","0.154309105568273"
"Yes, every 2 weeks","2007","Couple + C. LE 16 ","Male","135","0.106715408653737","0.0913990641299463","0.122031753177527"
"Yes, every 2 weeks","2007","Couple + C. LE 16 ","Female","107","0.101595758480192","0.0840196046259415","0.119171912334443"
"Yes, every 2 weeks","2007","Couple + C. GT 16 ","Male","82","0.0577353736620837","0.0445111077744733","0.0709596395496942"
"Yes, every 2 weeks","2007","Couple + C. GT 16 ","Female","93","0.09818216927637","0.0798128295738686","0.116551508978871"
"Yes, every 2 weeks","2007","Couple + C. LE and GT 16","Male","32","0.0574271010286798","0.0370545624416412","0.0777996396157184"
"Yes, every 2 weeks","2007","Couple + C. LE and GT 16","Female","34","0.0816249075915645","0.0548272209563384","0.108422594226791"
"Yes, every 3-4 weeks","2007","1-pers.-HH","Male","38","0.0506448598923765","0.0350965405532327","0.0661931792315204"
"Yes, every 3-4 weeks","2007","1-pers.-HH","Female","37","0.0545900270856361","0.0365619287606656","0.0726181254106067"
"Yes, every 3-4 weeks","2007","(Married) couple without C. ","Male","90","0.0732867450515464","0.0603338067018979","0.086239683401195"
"Yes, every 3-4 weeks","2007","(Married) couple without C. ","Female","62","0.0365289346544476","0.0271955304558843","0.0458623388530109"
"Yes, every 3-4 weeks","2007","Single parent ","Male","11","","",""
"Yes, every 3-4 weeks","2007","Single parent ","Female","15","","",""
"Yes, every 3-4 weeks","2007","Couple + C. LE 16 ","Male","113","0.0716806897642537","0.0588840359977124","0.084477343530795"
"Yes, every 3-4 weeks","2007","Couple + C. LE 16 ","Female","53","0.0581455985858019","0.0445311370600667","0.0717600601115372"
"Yes, every 3-4 weeks","2007","Couple + C. GT 16 ","Male","75","0.0718358396794033","0.0571956358915236","0.0864760434672829"
"Yes, every 3-4 weeks","2007","Couple + C. GT 16 ","Female","42","0.039294697539543","0.0273002598138808","0.0512891352652052"
"Yes, every 3-4 weeks","2007","Couple + C. LE and GT 16","Male","25","","",""
"Yes, every 3-4 weeks","2007","Couple + C. LE and GT 16","Female","20","","",""
"Rarely","2007","1-pers.-HH","Male","177","0.228950119233665","0.199157198171813","0.258743040295518"
"Rarely","2007","1-pers.-HH","Female","97","0.173406719018348","0.143362420429571","0.203451017607124"
"Rarely","2007","(Married) couple without C. ","Male","371","0.238717892510757","0.217529491123099","0.259906293898414"
"Rarely","2007","(Married) couple without C. ","Female","219","0.134194215940245","0.11723603079124","0.15115240108925"
"Rarely","2007","Single parent ","Male","27","","",""
"Rarely","2007","Single parent ","Female","69","0.156539917379917","0.122929822559145","0.190150012200689"
"Rarely","2007","Couple + C. LE 16 ","Male","375","0.231383566710304","0.210463275387774","0.252303858032834"
"Rarely","2007","Couple + C. LE 16 ","Female","179","0.146979504452585","0.126379928390607","0.167579080514563"
"Rarely","2007","Couple + C. GT 16 ","Male","243","0.195847083076367","0.173346591159074","0.21834757499366"
"Rarely","2007","Couple + C. GT 16 ","Female","128","0.112179019281688","0.0926968933456774","0.131661145217698"
"Rarely","2007","Couple + C. LE and GT 16","Male","94","0.20537108493704","0.169997338462956","0.240744831411123"
"Rarely","2007","Couple + C. LE and GT 16","Female","42","0.0956946409515441","0.0669022808303939","0.124487001072694"
"No, never","2008","1-pers.-HH","Male","","","",""
"No, never","2008","1-pers.-HH","Female","","","",""
"No, never","2008","(Married) couple without C. ","Male","","","",""
"No, never","2008","(Married) couple without C. ","Female","","","",""
"No, never","2008","Single parent ","Male","","","",""
"No, never","2008","Single parent ","Female","","","",""
"No, never","2008","Couple + C. LE 16 ","Male","","","",""
"No, never","2008","Couple + C. LE 16 ","Female","","","",""
"No, never","2008","Couple + C. GT 16 ","Male","","","",""
"No, never","2008","Couple + C. GT 16 ","Female","","","",""
"No, never","2008","Couple + C. LE and GT 16","Male","","","",""
"No, never","2008","Couple + C. LE and GT 16","Female","","","",""
"Yes, every week","2008","1-pers.-HH","Male","","","",""
"Yes, every week","2008","1-pers.-HH","Female","","","",""
"Yes, every week","2008","(Married) couple without C. ","Male","","","",""
"Yes, every week","2008","(Married) couple without C. ","Female","","","",""
"Yes, every week","2008","Single parent ","Male","","","",""
"Yes, every week","2008","Single parent ","Female","","","",""
"Yes, every week","2008","Couple + C. LE 16 ","Male","","","",""
"Yes, every week","2008","Couple + C. LE 16 ","Female","","","",""
"Yes, every week","2008","Couple + C. GT 16 ","Male","","","",""
"Yes, every week","2008","Couple + C. GT 16 ","Female","","","",""
"Yes, every week","2008","Couple + C. LE and GT 16","Male","","","",""
"Yes, every week","2008","Couple + C. LE and GT 16","Female","","","",""
"Yes, every 2 weeks","2008","1-pers.-HH","Male","","","",""
"Yes, every 2 weeks","2008","1-pers.-HH","Female","","","",""
"Yes, every 2 weeks","2008","(Married) couple without C. ","Male","","","",""
"Yes, every 2 weeks","2008","(Married) couple without C. ","Female","","","",""
"Yes, every 2 weeks","2008","Single parent ","Male","","","",""
"Yes, every 2 weeks","2008","Single parent ","Female","","","",""
"Yes, every 2 weeks","2008","Couple + C. LE 16 ","Male","","","",""
"Yes, every 2 weeks","2008","Couple + C. LE 16 ","Female","","","",""
"Yes, every 2 weeks","2008","Couple + C. GT 16 ","Male","","","",""
"Yes, every 2 weeks","2008","Couple + C. GT 16 ","Female","","","",""
"Yes, every 2 weeks","2008","Couple + C. LE and GT 16","Male","","","",""
"Yes, every 2 weeks","2008","Couple + C. LE and GT 16","Female","","","",""
"Yes, every 3-4 weeks","2008","1-pers.-HH","Male","","","",""
"Yes, every 3-4 weeks","2008","1-pers.-HH","Female","","","",""
"Yes, every 3-4 weeks","2008","(Married) couple without C. ","Male","","","",""
"Yes, every 3-4 weeks","2008","(Married) couple without C. ","Female","","","",""
"Yes, every 3-4 weeks","2008","Single parent ","Male","","","",""
"Yes, every 3-4 weeks","2008","Single parent ","Female","","","",""
"Yes, every 3-4 weeks","2008","Couple + C. LE 16 ","Male","","","",""
"Yes, every 3-4 weeks","2008","Couple + C. LE 16 ","Female","","","",""
"Yes, every 3-4 weeks","2008","Couple + C. GT 16 ","Male","","","",""
"Yes, every 3-4 weeks","2008","Couple + C. GT 16 ","Female","","","",""
"Yes, every 3-4 weeks","2008","Couple + C. LE and GT 16","Male","","","",""
"Yes, every 3-4 weeks","2008","Couple + C. LE and GT 16","Female","","","",""
"Rarely","2008","1-pers.-HH","Male","","","",""
"Rarely","2008","1-pers.-HH","Female","","","",""
"Rarely","2008","(Married) couple without C. ","Male","","","",""
"Rarely","2008","(Married) couple without C. ","Female","","","",""
"Rarely","2008","Single parent ","Male","","","",""
"Rarely","2008","Single parent ","Female","","","",""
"Rarely","2008","Couple + C. LE 16 ","Male","","","",""
"Rarely","2008","Couple + C. LE 16 ","Female","","","",""
"Rarely","2008","Couple + C. GT 16 ","Male","","","",""
"Rarely","2008","Couple + C. GT 16 ","Female","","","",""
"Rarely","2008","Couple + C. LE and GT 16","Male","","","",""
"Rarely","2008","Couple + C. LE and GT 16","Female","","","",""
"No, never","2009","1-pers.-HH","Male","383","0.550674852839016","0.513640099325677","0.587709606352356"
"No, never","2009","1-pers.-HH","Female","330","0.556209147434704","0.515458147146671","0.596960147722737"
"No, never","2009","(Married) couple without C. ","Male","729","0.494274280605627","0.467981380287508","0.520567180923746"
"No, never","2009","(Married) couple without C. ","Female","935","0.664674821884473","0.640316205193622","0.689033438575323"
"No, never","2009","Single parent ","Male","102","0.649555557445795","0.575628088124561","0.723483026767029"
"No, never","2009","Single parent ","Female","273","0.653118328740244","0.60812993623139","0.698106721249098"
"No, never","2009","Couple + C. LE 16 ","Male","657","0.528864989816047","0.500646032976634","0.55708394665546"
"No, never","2009","Couple + C. LE 16 ","Female","622","0.640500709977946","0.610035058679723","0.670966361276169"
"No, never","2009","Couple + C. GT 16 ","Male","663","0.606703302671147","0.578069731365397","0.635336873976898"
"No, never","2009","Couple + C. GT 16 ","Female","615","0.681482582007637","0.651327716450382","0.711637447564892"
"No, never","2009","Couple + C. LE and GT 16","Male","246","0.550236261227182","0.504170748752601","0.596301773701762"
"No, never","2009","Couple + C. LE and GT 16","Female","236","0.685683849820334","0.637526864538192","0.733840835102477"
"Yes, every week","2009","1-pers.-HH","Male","65","0.0900434365661403","0.0687317492527788","0.111355123879502"
"Yes, every week","2009","1-pers.-HH","Female","52","0.0930861945483223","0.0692544584238308","0.116917930672814"
"Yes, every week","2009","(Married) couple without C. ","Male","102","0.0916935180910811","0.07651663834941","0.106870397832752"
"Yes, every week","2009","(Married) couple without C. ","Female","103","0.0559226417401955","0.0440673415310683","0.0677779419493228"
"Yes, every week","2009","Single parent ","Male","9","","",""
"Yes, every week","2009","Single parent ","Female","25","","",""
"Yes, every week","2009","Couple + C. LE 16 ","Male","86","0.0729543865109015","0.0582525322359568","0.0876562407858462"
"Yes, every week","2009","Couple + C. LE 16 ","Female","48","0.0473497939892502","0.033865524594698","0.0608340633838024"
"Yes, every week","2009","Couple + C. GT 16 ","Male","81","0.0590308028387254","0.0452156963261258","0.072845909351325"
"Yes, every week","2009","Couple + C. GT 16 ","Female","49","0.0570776546600289","0.0420623396841806","0.0720929696358772"
"Yes, every week","2009","Couple + C. LE and GT 16","Male","32","0.0741227164492641","0.049864355047511","0.0983810778510171"
"Yes, every week","2009","Couple + C. LE and GT 16","Female","25","","",""
"Yes, every 2 weeks","2009","1-pers.-HH","Male","66","0.10263448453715","0.0800394601428263","0.125229508931473"
"Yes, every 2 weeks","2009","1-pers.-HH","Female","54","0.088010345766453","0.064772714485938","0.111247977046968"
"Yes, every 2 weeks","2009","(Married) couple without C. ","Male","112","0.0801193950660982","0.0658425735552815","0.0943962165769148"
"Yes, every 2 weeks","2009","(Married) couple without C. ","Female","114","0.074434357281565","0.0608916572388781","0.0879770573242518"
"Yes, every 2 weeks","2009","Single parent ","Male","14","","",""
"Yes, every 2 weeks","2009","Single parent ","Female","55","0.122693720476204","0.0916838001686642","0.153703640783743"
"Yes, every 2 weeks","2009","Couple + C. LE 16 ","Male","88","0.0717093065831304","0.0571236623275402","0.0862949508387206"
"Yes, every 2 weeks","2009","Couple + C. LE 16 ","Female","94","0.0925595051508242","0.0741593607747776","0.110959649526871"
"Yes, every 2 weeks","2009","Couple + C. GT 16 ","Male","77","0.0766366868712398","0.0610436086502811","0.0922297650921985"
"Yes, every 2 weeks","2009","Couple + C. GT 16 ","Female","89","0.093348968303792","0.0745194909974143","0.11217844561017"
"Yes, every 2 weeks","2009","Couple + C. LE and GT 16","Male","31","0.0596377280869894","0.0377088088753064","0.0815666472986724"
"Yes, every 2 weeks","2009","Couple + C. LE and GT 16","Female","35","0.0890939796215229","0.0595427913832875","0.118645167859758"
"Yes, every 3-4 weeks","2009","1-pers.-HH","Male","39","0.0572887872236605","0.0399864160507325","0.0745911583965885"
"Yes, every 3-4 weeks","2009","1-pers.-HH","Female","32","0.0668085538311312","0.0463284833453528","0.0872886243169096"
"Yes, every 3-4 weeks","2009","(Married) couple without C. ","Male","92","0.0799913458526775","0.0657249448734837","0.0942577468318713"
"Yes, every 3-4 weeks","2009","(Married) couple without C. ","Female","68","0.0520112063122693","0.0405543625524314","0.0634680500721072"
"Yes, every 3-4 weeks","2009","Single parent ","Male","5","","",""
"Yes, every 3-4 weeks","2009","Single parent ","Female","21","","",""
"Yes, every 3-4 weeks","2009","Couple + C. LE 16 ","Male","76","0.0721201532288745","0.0574960229059978","0.0867442835517512"
"Yes, every 3-4 weeks","2009","Couple + C. LE 16 ","Female","47","0.0706158883471661","0.0543510228582053","0.086880753836127"
"Yes, every 3-4 weeks","2009","Couple + C. GT 16 ","Male","74","0.0571918110709878","0.0435803173564668","0.0708033047855088"
"Yes, every 3-4 weeks","2009","Couple + C. GT 16 ","Female","47","0.0350675155887711","0.0231615564938033","0.0469734746837389"
"Yes, every 3-4 weeks","2009","Couple + C. LE and GT 16","Male","30","0.0628187876301759","0.0403507239488089","0.0852868513115428"
"Yes, every 3-4 weeks","2009","Couple + C. LE and GT 16","Female","14","","",""
"Rarely","2009","1-pers.-HH","Male","140","0.199358438834033","0.169613173245363","0.229103704422704"
"Rarely","2009","1-pers.-HH","Female","103","0.195885758419389","0.163332808874808","0.22843870796397"
"Rarely","2009","(Married) couple without C. ","Male","354","0.253921460384516","0.231031821256702","0.276811099512329"
"Rarely","2009","(Married) couple without C. ","Female","223","0.152956972781498","0.134385245345036","0.171528700217959"
"Rarely","2009","Single parent ","Male","30","0.154842668419919","0.098789236888616","0.210896099951223"
"Rarely","2009","Single parent ","Female","56","0.112547644891281","0.0826763126567008","0.142418977125862"
"Rarely","2009","Couple + C. LE 16 ","Male","295","0.254351163861047","0.229731626140377","0.278970701581716"
"Rarely","2009","Couple + C. LE 16 ","Female","142","0.148974102534814","0.126367858176776","0.171580346892851"
"Rarely","2009","Couple + C. GT 16 ","Male","223","0.2004373965479","0.176971194672027","0.223903598423772"
"Rarely","2009","Couple + C. GT 16 ","Female","117","0.133023279439771","0.111043113516383","0.155003445363159"
"Rarely","2009","Couple + C. LE and GT 16","Male","109","0.253184506606389","0.212918894399469","0.293450118813309"
"Rarely","2009","Couple + C. LE and GT 16","Female","47","0.148039381506101","0.111199996285315","0.184878766726888"
"No, never","2010","1-pers.-HH","Male","","","",""
"No, never","2010","1-pers.-HH","Female","","","",""
"No, never","2010","(Married) couple without C. ","Male","","","",""
"No, never","2010","(Married) couple without C. ","Female","","","",""
"No, never","2010","Single parent ","Male","57","0.598902331837763","0.504249731573131","0.693554932102394"
"No, never","2010","Single parent ","Female","510","0.654298945763846","0.620965272301835","0.687632619225858"
"No, never","2010","Couple + C. LE 16 ","Male","1118","0.529937436541171","0.508825785368688","0.551049087713653"
"No, never","2010","Couple + C. LE 16 ","Female","624","0.573532748758938","0.544239807176147","0.60282569034173"
"No, never","2010","Couple + C. GT 16 ","Male","9","","",""
"No, never","2010","Couple + C. GT 16 ","Female","8","","",""
"No, never","2010","Couple + C. LE and GT 16","Male","114","0.622448643667361","0.554581458771057","0.690315828563665"
"No, never","2010","Couple + C. LE and GT 16","Female","82","0.681103353816065","0.602487037205006","0.759719670427124"
"Yes, every week","2010","1-pers.-HH","Male","","","",""
"Yes, every week","2010","1-pers.-HH","Female","","","",""
"Yes, every week","2010","(Married) couple without C. ","Male","","","",""
"Yes, every week","2010","(Married) couple without C. ","Female","","","",""
"Yes, every week","2010","Single parent ","Male","9","","",""
"Yes, every week","2010","Single parent ","Female","36","0.0548684083502416","0.038907704639881","0.0708291120606022"
"Yes, every week","2010","Couple + C. LE 16 ","Male","152","0.0631508521639916","0.0528622467990486","0.0734394575289345"
"Yes, every week","2010","Couple + C. LE 16 ","Female","94","0.077613136548321","0.061765474423587","0.093460798673055"
"Yes, every week","2010","Couple + C. GT 16 ","Male","","","",""
"Yes, every week","2010","Couple + C. GT 16 ","Female","3","","",""
"Yes, every week","2010","Couple + C. LE and GT 16","Male","13","","",""
