"plb0219","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No, never","2009","Not Employed","Couple + C. LE 16 ","30","0.639739988255003","0.49947424654251","0.780005729967496","1"
"No, never","2009","Employed","Couple + C. LE 16 ","1249","0.574293823425071","0.553196424651619","0.595391222198523","1"
"Rarely","2009","Not Employed","Single parent ","","","","","5"
"Rarely","2009","Not Employed","Couple + C. LE and GT 16","2","","","","5"
"Rarely","2009","Not Employed","(Married) couple without C. ","3","","","","5"
"Rarely","2009","Not Employed","Couple + C. LE 16 ","4","","","","5"
"Rarely","2009","Not Employed","Couple + C. GT 16 ","2","","","","5"
"Rarely","2009","Employed","1-pers.-HH","241","0.199529717161645","0.177374832943187","0.221684601380103","5"
"Rarely","2009","Employed","(Married) couple without C. ","574","0.206711275054163","0.191754791783279","0.221667758325048","5"
"Rarely","2009","Not Employed","1-pers.-HH","2","","","","5"
"Rarely","2009","Employed","Single parent ","86","0.126098575060845","0.0990359148300955","0.153161235291594","5"
"Rarely","2009","Employed","Couple + C. LE 16 ","433","0.213951655780833","0.196453619289134","0.231449692272532","5"
"Rarely","2009","Employed","Couple + C. GT 16 ","338","0.175174271455557","0.158544332141139","0.191804210769974","5"
"Rarely","2009","Employed","Couple + C. LE and GT 16","154","0.210064526441556","0.181640751377271","0.238488301505841","5"
"Yes, every 2 weeks","2009","Not Employed","(Married) couple without C. ","1","","","","3"
"Yes, every 2 weeks","2009","Not Employed","1-pers.-HH","3","","","","3"
"Yes, every 2 weeks","2009","Not Employed","Couple + C. LE 16 ","5","","","","3"
"Yes, every 2 weeks","2009","Employed","Couple + C. LE 16 ","177","0.0803260778535238","0.0687289063349805","0.0919232493720671","3"
"Yes, every 2 weeks","2009","Not Employed","Single parent ","","","","","3"
"Yes, every 2 weeks","2009","Not Employed","Couple + C. GT 16 ","2","","","","3"
"Yes, every 2 weeks","2009","Not Employed","Couple + C. LE and GT 16","1","","","","3"
"Yes, every 2 weeks","2009","Employed","1-pers.-HH","117","0.0922867178204727","0.0762418172562213","0.108331618384724","3"
"Yes, every 2 weeks","2009","Employed","(Married) couple without C. ","225","0.0771966678205186","0.0673387403148821","0.0870545953261551","3"
"Yes, every 2 weeks","2009","Employed","Single parent ","69","0.116180608425024","0.0900570244988785","0.14230419235117","3"
"Yes, every 2 weeks","2009","Employed","Couple + C. LE and GT 16","65","0.0730300769323637","0.0548752008057284","0.0911849530589991","3"
"Yes, every 2 weeks","2009","Employed","Couple + C. GT 16 ","164","0.0845350777679577","0.0723644287818721","0.0967057267540433","3"
"Yes, every 3-4 weeks","2009","Not Employed","(Married) couple without C. ","3","","","","4"
"Yes, every 3-4 weeks","2009","Not Employed","Couple + C. LE 16 ","4","","","","4"
"Yes, every 3-4 weeks","2009","Not Employed","1-pers.-HH","","","","","4"
"Yes, every 3-4 weeks","2009","Not Employed","Single parent ","1","","","","4"
"Yes, every 3-4 weeks","2009","Not Employed","Couple + C. GT 16 ","","","","","4"
"Yes, every 3-4 weeks","2009","Not Employed","Couple + C. LE and GT 16","1","","","","4"
"Yes, every 3-4 weeks","2009","Employed","(Married) couple without C. ","157","0.0630357934271139","0.0540597100530992","0.0720118768011285","4"
"Yes, every 3-4 weeks","2009","Employed","1-pers.-HH","71","0.0618103916468735","0.0484607643381418","0.0751600189556051","4"
"Yes, every 3-4 weeks","2009","Employed","Single parent ","25","","","","4"
"Yes, every 3-4 weeks","2009","Employed","Couple + C. LE 16 ","119","0.0693628293029397","0.0585220510620564","0.0802036075438229","4"
"Yes, every 3-4 weeks","2009","Employed","Couple + C. LE and GT 16","43","0.04338497161628","0.0291699394123607","0.0576000038201993","4"
"Yes, every 3-4 weeks","2009","Employed","Couple + C. GT 16 ","121","0.0488513500524387","0.0394208029654268","0.0582818971394505","4"
"Yes, every week","2009","Not Employed","(Married) couple without C. ","2","","","","2"
"Yes, every week","2009","Not Employed","Couple + C. LE 16 ","2","","","","2"
"Yes, every week","2009","Not Employed","1-pers.-HH","","","","","2"
"Yes, every week","2009","Not Employed","Single parent ","1","","","","2"
"Yes, every week","2009","Not Employed","Couple + C. GT 16 ","2","","","","2"
"Yes, every week","2009","Not Employed","Couple + C. LE and GT 16","1","","","","2"
"Yes, every week","2009","Employed","(Married) couple without C. ","203","0.0749941908567991","0.0652663197475985","0.0847220619659996","2"
"Yes, every week","2009","Employed","1-pers.-HH","117","0.0922116159589915","0.0761725818275329","0.10825065009045","2"
"Yes, every week","2009","Employed","Single parent ","33","0.0615643135144694","0.0419690571514406","0.0811595698774982","2"
"Yes, every week","2009","Employed","Couple + C. LE 16 ","132","0.0620656136376323","0.0517707969170137","0.0723604303582509","2"
"Yes, every week","2009","Employed","Couple + C. LE and GT 16","56","0.069697494344855","0.0519298330194148","0.0874651556702952","2"
"Yes, every week","2009","Employed","Couple + C. GT 16 ","128","0.0583782888947645","0.0481208646729025","0.0686357131166265","2"
"No, never","2010","Not Employed","1-pers.-HH","","","","","1"
"No, never","2010","Not Employed","(Married) couple without C. ","","","","","1"
"No, never","2010","Not Employed","Couple + C. GT 16 ","2","","","","1"
"No, never","2010","Not Employed","Couple + C. LE and GT 16","10","","","","1"
"No, never","2010","Employed","1-pers.-HH","","","","","1"
"No, never","2010","Employed","(Married) couple without C. ","","","","","1"
"No, never","2010","Employed","Couple + C. GT 16 ","15","","","","1"
"No, never","2010","Employed","Couple + C. LE and GT 16","186","0.635669040376939","0.58252477807002","0.688813302683858","1"
"No, never","2010","Not Employed","Couple + C. LE 16 ","105","0.689900852708694","0.616848979363905","0.762952726053482","1"
"No, never","2010","Employed","Single parent ","532","0.640999128917783","0.6085781171392","0.673420140696367","1"
"No, never","2010","Employed","Couple + C. LE 16 ","1637","0.53718415560893","0.519597828303131","0.55477048291473","1"
"No, never","2010","Not Employed","Single parent ","35","0.722674837352309","0.59039676493754","0.854952909767078","1"
"Rarely","2010","Not Employed","Couple + C. GT 16 ","","","","","5"
"Rarely","2010","Not Employed","Couple + C. LE and GT 16","5","","","","5"
"Rarely","2010","Not Employed","(Married) couple without C. ","","","","","5"
"Rarely","2010","Not Employed","Single parent ","3","","","","5"
"Rarely","2010","Not Employed","Couple + C. LE 16 ","18","","","","5"
"Rarely","2010","Employed","(Married) couple without C. ","","","","","5"
"Rarely","2010","Not Employed","1-pers.-HH","","","","","5"
"Rarely","2010","Employed","1-pers.-HH","","","","","5"
"Rarely","2010","Employed","Single parent ","122","0.144494533467999","0.120732303415342","0.168256763520655","5"
"Rarely","2010","Employed","Couple + C. LE 16 ","641","0.20175501330639","0.187600670404789","0.215909356207991","5"
"Rarely","2010","Employed","Couple + C. GT 16 ","4","","","","5"
"Rarely","2010","Employed","Couple + C. LE and GT 16","52","0.156292442970756","0.116191205603774","0.196393680337737","5"
"Yes, every 2 weeks","2010","Not Employed","1-pers.-HH","","","","","3"
"Yes, every 2 weeks","2010","Not Employed","(Married) couple without C. ","","","","","3"
"Yes, every 2 weeks","2010","Employed","Couple + C. LE 16 ","342","0.112754295291736","0.101598566553497","0.123910024029975","3"
"Yes, every 2 weeks","2010","Not Employed","Single parent ","4","","","","3"
