"plb0219","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"Rarely","2005","Part Time","no migration background","384","0.123717262369287","0.111748124928537","0.135686399810037"
"Rarely","2005","Part Time","direct migration background","39","0.0885080503403571","0.0607427183806372","0.116273382300077"
"Rarely","2005","Part Time","indirect migration background","14","","",""
"Rarely","2005","Not Working","no migration background","11","","",""
"Rarely","2005","Not Working","direct migration background","1","","",""
"Rarely","2005","Not Working","indirect migration background","1","","",""
"No, never","2006","Full Time","no migration background","","","",""
"No, never","2006","Full Time","direct migration background","","","",""
"No, never","2006","Full Time","indirect migration background","","","",""
"No, never","2006","Part Time","no migration background","","","",""
"No, never","2006","Part Time","direct migration background","","","",""
"No, never","2006","Part Time","indirect migration background","","","",""
"No, never","2006","Not Working","no migration background","","","",""
"No, never","2006","Not Working","direct migration background","","","",""
"No, never","2006","Not Working","indirect migration background","","","",""
"Yes, every week","2006","Full Time","no migration background","","","",""
"Yes, every week","2006","Full Time","direct migration background","","","",""
"Yes, every week","2006","Full Time","indirect migration background","","","",""
"Yes, every week","2006","Part Time","no migration background","","","",""
"Yes, every week","2006","Part Time","direct migration background","","","",""
"Yes, every week","2006","Part Time","indirect migration background","","","",""
"Yes, every week","2006","Not Working","no migration background","","","",""
"Yes, every week","2006","Not Working","direct migration background","","","",""
"Yes, every week","2006","Not Working","indirect migration background","","","",""
"Yes, every 2 weeks","2006","Full Time","no migration background","","","",""
"Yes, every 2 weeks","2006","Full Time","direct migration background","","","",""
"Yes, every 2 weeks","2006","Full Time","indirect migration background","","","",""
"Yes, every 2 weeks","2006","Part Time","no migration background","","","",""
"Yes, every 2 weeks","2006","Part Time","direct migration background","","","",""
"Yes, every 2 weeks","2006","Part Time","indirect migration background","","","",""
"Yes, every 2 weeks","2006","Not Working","no migration background","","","",""
"Yes, every 2 weeks","2006","Not Working","direct migration background","","","",""
"Yes, every 2 weeks","2006","Not Working","indirect migration background","","","",""
"Yes, every 3-4 weeks","2006","Full Time","no migration background","","","",""
"Yes, every 3-4 weeks","2006","Full Time","direct migration background","","","",""
"Yes, every 3-4 weeks","2006","Full Time","indirect migration background","","","",""
"Yes, every 3-4 weeks","2006","Part Time","no migration background","","","",""
"Yes, every 3-4 weeks","2006","Part Time","direct migration background","","","",""
"Yes, every 3-4 weeks","2006","Part Time","indirect migration background","","","",""
"Yes, every 3-4 weeks","2006","Not Working","no migration background","","","",""
"Yes, every 3-4 weeks","2006","Not Working","direct migration background","","","",""
"Yes, every 3-4 weeks","2006","Not Working","indirect migration background","","","",""
"Rarely","2006","Full Time","no migration background","","","",""
"Rarely","2006","Full Time","direct migration background","","","",""
"Rarely","2006","Full Time","indirect migration background","","","",""
"Rarely","2006","Part Time","no migration background","","","",""
"Rarely","2006","Part Time","direct migration background","","","",""
"Rarely","2006","Part Time","indirect migration background","","","",""
"Rarely","2006","Not Working","no migration background","","","",""
"Rarely","2006","Not Working","direct migration background","","","",""
"Rarely","2006","Not Working","indirect migration background","","","",""
"No, never","2007","Full Time","no migration background","3501","0.544097551136672","0.531895510917044","0.5562995913563"
"No, never","2007","Full Time","direct migration background","423","0.656004944778061","0.619597611176816","0.692412278379307"
"No, never","2007","Full Time","indirect migration background","213","0.672336582206973","0.619661463755204","0.725011700658742"
"No, never","2007","Part Time","no migration background","2090","0.681275744389696","0.664584403986657","0.697967084792734"
"No, never","2007","Part Time","direct migration background","286","0.714574141599949","0.669521034795187","0.759627248404711"
"No, never","2007","Part Time","indirect migration background","115","0.764021533189258","0.698022356814216","0.830020709564301"
"No, never","2007","Not Working","no migration background","128","0.688252134274409","0.61942669455462","0.757077573994198"
"No, never","2007","Not Working","direct migration background","15","","",""
"No, never","2007","Not Working","indirect migration background","12","","",""
"Yes, every week","2007","Full Time","no migration background","499","0.0727073917294852","0.0663459465989544","0.079068836860016"
"Yes, every week","2007","Full Time","direct migration background","32","0.0394786623135127","0.024554363367831","0.0544029612591944"
"Yes, every week","2007","Full Time","indirect migration background","19","","",""
"Yes, every week","2007","Part Time","no migration background","144","0.0541354809301686","0.0460300210587423","0.0622409408015948"
"Yes, every week","2007","Part Time","direct migration background","15","","",""
"Yes, every week","2007","Part Time","indirect migration background","4","","",""
"Yes, every week","2007","Not Working","no migration background","13","","",""
"Yes, every week","2007","Not Working","direct migration background","1","","",""
"Yes, every week","2007","Not Working","indirect migration background","","","",""
"Yes, every 2 weeks","2007","Full Time","no migration background","591","0.0972986094802212","0.0900378261587659","0.104559392801677"
"Yes, every 2 weeks","2007","Full Time","direct migration background","57","0.0977587807636241","0.0749974087412654","0.120520152785983"
"Yes, every 2 weeks","2007","Full Time","indirect migration background","23","","",""
"Yes, every 2 weeks","2007","Part Time","no migration background","227","0.0866421603283532","0.0765657160034895","0.0967186046532168"
"Yes, every 2 weeks","2007","Part Time","direct migration background","32","0.0969461885601177","0.0674288889602087","0.126463488160027"
"Yes, every 2 weeks","2007","Part Time","indirect migration background","5","","",""
"Yes, every 2 weeks","2007","Not Working","no migration background","11","","",""
"Yes, every 2 weeks","2007","Not Working","direct migration background","","","",""
"Yes, every 2 weeks","2007","Not Working","indirect migration background","1","","",""
"Yes, every 3-4 weeks","2007","Full Time","no migration background","376","0.0614379339006918","0.0555548112328094","0.0673210565685741"
"Yes, every 3-4 weeks","2007","Full Time","direct migration background","49","0.057033845292025","0.0392603192012858","0.0748073713827643"
"Yes, every 3-4 weeks","2007","Full Time","indirect migration background","15","","",""
"Yes, every 3-4 weeks","2007","Part Time","no migration background","122","0.0449740320084595","0.0375504981164212","0.0523975659004979"
"Yes, every 3-4 weeks","2007","Part Time","direct migration background","17","","",""
"Yes, every 3-4 weeks","2007","Part Time","indirect migration background","10","","",""
"Yes, every 3-4 weeks","2007","Not Working","no migration background","5","","",""
"Yes, every 3-4 weeks","2007","Not Working","direct migration background","","","",""
"Yes, every 3-4 weeks","2007","Not Working","indirect migration background","","","",""
"Rarely","2007","Full Time","no migration background","1433","0.22445851375293","0.214236683543623","0.234680343962236"
"Rarely","2007","Full Time","direct migration background","93","0.149723766852777","0.122378346153254","0.177069187552299"
"Rarely","2007","Full Time","indirect migration background","35","0.141866385259364","0.102708847073306","0.181023923445422"
"Rarely","2007","Part Time","no migration background","411","0.132972582343323","0.120810171769447","0.145134992917199"
"Rarely","2007","Part Time","direct migration background","36","0.107645798199429","0.0767270703650359","0.138564526033821"
"Rarely","2007","Part Time","indirect migration background","25","","",""
"Rarely","2007","Not Working","no migration background","17","","",""
"Rarely","2007","Not Working","direct migration background","","","",""
"Rarely","2007","Not Working","indirect migration background","3","","",""
"No, never","2008","Full Time","no migration background","","","",""
"No, never","2008","Full Time","direct migration background","","","",""
"No, never","2008","Full Time","indirect migration background","","","",""
"No, never","2008","Part Time","no migration background","","","",""
"No, never","2008","Part Time","direct migration background","","","",""
"No, never","2008","Part Time","indirect migration background","","","",""
"No, never","2008","Not Working","no migration background","","","",""
"No, never","2008","Not Working","direct migration background","","","",""
"No, never","2008","Not Working","indirect migration background","","","",""
"Yes, every week","2008","Full Time","no migration background","","","",""
"Yes, every week","2008","Full Time","direct migration background","","","",""
"Yes, every week","2008","Full Time","indirect migration background","","","",""
"Yes, every week","2008","Part Time","no migration background","","","",""
"Yes, every week","2008","Part Time","direct migration background","","","",""
"Yes, every week","2008","Part Time","indirect migration background","","","",""
"Yes, every week","2008","Not Working","no migration background","","","",""
"Yes, every week","2008","Not Working","direct migration background","","","",""
"Yes, every week","2008","Not Working","indirect migration background","","","",""
"Yes, every 2 weeks","2008","Full Time","no migration background","","","",""
"Yes, every 2 weeks","2008","Full Time","direct migration background","","","",""
"Yes, every 2 weeks","2008","Full Time","indirect migration background","","","",""
"Yes, every 2 weeks","2008","Part Time","no migration background","","","",""
"Yes, every 2 weeks","2008","Part Time","direct migration background","","","",""
"Yes, every 2 weeks","2008","Part Time","indirect migration background","","","",""
"Yes, every 2 weeks","2008","Not Working","no migration background","","","",""
"Yes, every 2 weeks","2008","Not Working","direct migration background","","","",""
"Yes, every 2 weeks","2008","Not Working","indirect migration background","","","",""
"Yes, every 3-4 weeks","2008","Full Time","no migration background","","","",""
"Yes, every 3-4 weeks","2008","Full Time","direct migration background","","","",""
"Yes, every 3-4 weeks","2008","Full Time","indirect migration background","","","",""
"Yes, every 3-4 weeks","2008","Part Time","no migration background","","","",""
"Yes, every 3-4 weeks","2008","Part Time","direct migration background","","","",""
"Yes, every 3-4 weeks","2008","Part Time","indirect migration background","","","",""
"Yes, every 3-4 weeks","2008","Not Working","no migration background","","","",""
"Yes, every 3-4 weeks","2008","Not Working","direct migration background","","","",""
"Yes, every 3-4 weeks","2008","Not Working","indirect migration background","","","",""
"Rarely","2008","Full Time","no migration background","","","",""
"Rarely","2008","Full Time","direct migration background","","","",""
"Rarely","2008","Full Time","indirect migration background","","","",""
"Rarely","2008","Part Time","no migration background","","","",""
"Rarely","2008","Part Time","direct migration background","","","",""
"Rarely","2008","Part Time","indirect migration background","","","",""
"Rarely","2008","Not Working","no migration background","","","",""
"Rarely","2008","Not Working","direct migration background","","","",""
"Rarely","2008","Not Working","indirect migration background","","","",""
"No, never","2009","Full Time","no migration background","3115","0.537014218317282","0.524078730000283","0.54994970663428"
"No, never","2009","Full Time","direct migration background","310","0.608941006558396","0.565821449687181","0.652060563429611"
"No, never","2009","Full Time","indirect migration background","187","0.675992604381713","0.621562727125089","0.730422481638337"
"No, never","2009","Part Time","no migration background","1826","0.660066817632047","0.642255583924183","0.677878051339911"
"No, never","2009","Part Time","direct migration background","243","0.684458911592492","0.635561597474055","0.73335622571093"
"No, never","2009","Part Time","indirect migration background","101","0.597256286297882","0.519029702037587","0.675482870558177"
"No, never","2009","Not Working","no migration background","76","0.631186188037426","0.541021999119257","0.721350376955594"
"No, never","2009","Not Working","direct migration background","12","","",""
"No, never","2009","Not Working","indirect migration background","5","","",""
"Yes, every week","2009","Full Time","no migration background","455","0.080952043071903","0.0738760222408642","0.0880280639029419"
"Yes, every week","2009","Full Time","direct migration background","33","0.067432859289197","0.0452743070568877","0.0895914115215062"
"Yes, every week","2009","Full Time","indirect migration background","14","","",""
"Yes, every week","2009","Part Time","no migration background","143","0.0509547320764431","0.042685998536023","0.0592234656168632"
"Yes, every week","2009","Part Time","direct migration background","24","","",""
"Yes, every week","2009","Part Time","indirect migration background","14","","",""
"Yes, every week","2009","Not Working","no migration background","5","","",""
"Yes, every week","2009","Not Working","direct migration background","1","","",""
"Yes, every week","2009","Not Working","indirect migration background","2","","",""
"Yes, every 2 weeks","2009","Full Time","no migration background","508","0.0873648346442631","0.0800395747476698","0.0946900945408564"
"Yes, every 2 weeks","2009","Full Time","direct migration background","42","0.0860501605349541","0.0612700886139572","0.110830232455951"
"Yes, every 2 weeks","2009","Full Time","indirect migration background","25","","",""
"Yes, every 2 weeks","2009","Part Time","no migration background","226","0.0821530302534165","0.0718277890777194","0.0924782714291136"
"Yes, every 2 weeks","2009","Part Time","direct migration background","26","","",""
"Yes, every 2 weeks","2009","Part Time","indirect migration background","11","","",""
"Yes, every 2 weeks","2009","Not Working","no migration background","11","","",""
"Yes, every 2 weeks","2009","Not Working","direct migration background","1","","",""
"Yes, every 2 weeks","2009","Not Working","indirect migration background","","","",""
"Yes, every 3-4 weeks","2009","Full Time","no migration background","352","0.0626507497235457","0.0563640898673997","0.0689374095796918"
"Yes, every 3-4 weeks","2009","Full Time","direct migration background","30","0.0743405091564785","0.0511610160537082","0.0975200022592489"
"Yes, every 3-4 weeks","2009","Full Time","indirect migration background","17","","",""
"Yes, every 3-4 weeks","2009","Part Time","no migration background","118","0.045965008699622","0.0380909418605826","0.0538390755386615"
"Yes, every 3-4 weeks","2009","Part Time","direct migration background","17","","",""
"Yes, every 3-4 weeks","2009","Part Time","indirect migration background","8","","",""
"Yes, every 3-4 weeks","2009","Not Working","no migration background","7","","",""
"Yes, every 3-4 weeks","2009","Not Working","direct migration background","1","","",""
"Yes, every 3-4 weeks","2009","Not Working","indirect migration background","1","","",""
"Rarely","2009","Full Time","no migration background","1278","0.232018154243006","0.221067436891912","0.242968871594101"
"Rarely","2009","Full Time","direct migration background","77","0.163235464460975","0.130578603897359","0.195892325024591"
"Rarely","2009","Full Time","indirect migration background","41","0.155968180959109","0.113770718625428","0.19816564329279"
"Rarely","2009","Part Time","no migration background","404","0.160860411338471","0.14704559980303","0.174675222873913"
"Rarely","2009","Part Time","direct migration background","37","0.100348836767365","0.0687350443122494","0.13196262922248"
"Rarely","2009","Part Time","indirect migration background","17","","",""
"Rarely","2009","Not Working","no migration background","11","","",""
"Rarely","2009","Not Working","direct migration background","1","","",""
"Rarely","2009","Not Working","indirect migration background","1","","",""
"No, never","2010","Full Time","no migration background","1021","0.536602040228862","0.514508978974612","0.558695101483112"
"No, never","2010","Full Time","direct migration background","213","0.516773655902736","0.468810743335093","0.564736568470379"
"No, never","2010","Full Time","indirect migration background","78","0.517439517006197","0.436934507242685","0.59794452676971"
"No, never","2010","Part Time","no migration background","875","0.638985359810404","0.614021820813293","0.663948898807515"
"No, never","2010","Part Time","direct migration background","153","0.58336528340721","0.523895802818592","0.642834763995827"
"No, never","2010","Part Time","indirect migration background","53","0.575370293010244","0.47597514313516","0.674765442885327"
"No, never","2010","Not Working","no migration background","118","0.694186995330734","0.624721209927474","0.763652780733994"
"No, never","2010","Not Working","direct migration background","26","","",""
"No, never","2010","Not Working","indirect migration background","10","","",""
"Yes, every week","2010","Full Time","no migration background","142","0.068216342759308","0.0570463102072003","0.0793863753114157"
"Yes, every week","2010","Full Time","direct migration background","26","","",""
"Yes, every week","2010","Full Time","indirect migration background","12","","",""
"Yes, every week","2010","Part Time","no migration background","84","0.0543817344526794","0.0425952918267437","0.0661681770786152"
"Yes, every week","2010","Part Time","direct migration background","35","0.114184760350986","0.0758209466109271","0.152548574091045"
"Yes, every week","2010","Part Time","indirect migration background","9","","",""
"Yes, every week","2010","Not Working","no migration background","7","","",""
"Yes, every week","2010","Not Working","direct migration background","3","","",""
"Yes, every week","2010","Not Working","indirect migration background","1","","",""
"Yes, every 2 weeks","2010","Full Time","no migration background","211","0.108501387095361","0.0947219759318837","0.122280798258838"
"Yes, every 2 weeks","2010","Full Time","direct migration background","61","0.145521783344865","0.11167677967606","0.17936678701367"
"Yes, every 2 weeks","2010","Full Time","indirect migration background","20","","",""
"Yes, every 2 weeks","2010","Part Time","no migration background","157","0.107071447380065","0.0910004257826849","0.123142468977445"
"Yes, every 2 weeks","2010","Part Time","direct migration background","25","","",""
"Yes, every 2 weeks","2010","Part Time","indirect migration background","17","","",""
"Yes, every 2 weeks","2010","Not Working","no migration background","18","","",""
"Yes, every 2 weeks","2010","Not Working","direct migration background","","","",""
"Yes, every 2 weeks","2010","Not Working","indirect migration background","2","","",""
"Yes, every 3-4 weeks","2010","Full Time","no migration background","146","0.0701509104019582","0.0588353629789834","0.0814664578249329"
"Yes, every 3-4 weeks","2010","Full Time","direct migration background","36","0.101577248334738","0.0725825458896179","0.130571950779858"
"Yes, every 3-4 weeks","2010","Full Time","indirect migration background","11","","",""
"Yes, every 3-4 weeks","2010","Part Time","no migration background","75","0.0444896127900475","0.0337733017106812","0.0552059238694137"
"Yes, every 3-4 weeks","2010","Part Time","direct migration background","15","","",""
"Yes, every 3-4 weeks","2010","Part Time","indirect migration background","5","","",""
"Yes, every 3-4 weeks","2010","Not Working","no migration background","5","","",""
"Yes, every 3-4 weeks","2010","Not Working","direct migration background","2","","",""
"Yes, every 3-4 weeks","2010","Not Working","indirect migration background","","","",""
"Rarely","2010","Full Time","no migration background","437","0.216529319514511","0.198281019683807","0.234777619345215"
"Rarely","2010","Full Time","direct migration background","81","0.188815980483878","0.151253079039155","0.226378881928601"
"Rarely","2010","Full Time","indirect migration background","27","","",""
"Rarely","2010","Part Time","no migration background","231","0.155071845566804","0.13625812620439","0.173885564929218"
"Rarely","2010","Part Time","direct migration background","36","0.145786120396369","0.103217700594305","0.188354540198432"
"Rarely","2010","Part Time","indirect migration background","11","","",""
"Rarely","2010","Not Working","no migration background","21","","",""
"Rarely","2010","Not Working","direct migration background","3","","",""
"Rarely","2010","Not Working","indirect migration background","2","","",""
"No, never","2011","Full Time","no migration background","4723","0.556038210096975","0.545538592379033","0.566537827814918"
"No, never","2011","Full Time","direct migration background","625","0.641257498564338","0.611500408139811","0.671014588988865"
"No, never","2011","Full Time","indirect migration background","254","0.580456341335456","0.534962539216608","0.625950143454305"
"No, never","2011","Part Time","no migration background","3339","0.672853721459866","0.659832260042402","0.685875182877329"
"No, never","2011","Part Time","direct migration background","468","0.712809858374187","0.67875297855999","0.746866738188383"
"No, never","2011","Part Time","indirect migration background","206","0.627283123187312","0.574955320336615","0.679610926038009"
"No, never","2011","Not Working","no migration background","230","0.737185177499789","0.689108618077243","0.785261736922335"
"No, never","2011","Not Working","direct migration background","56","0.871494706209733","0.793653097482493","0.949336314936974"
"No, never","2011","Not Working","indirect migration background","19","","",""
"Yes, every week","2011","Full Time","no migration background","720","0.0801836483818549","0.0744445741618604","0.0859227226018494"
"Yes, every week","2011","Full Time","direct migration background","74","0.0693895144925934","0.0536237978917581","0.0851552310934287"
"Yes, every week","2011","Full Time","indirect migration background","28","","",""
"Yes, every week","2011","Part Time","no migration background","264","0.0532761636347493","0.0470430286095028","0.0595092986599958"
"Yes, every week","2011","Part Time","direct migration background","53","0.0821361947554316","0.061468613409133","0.10280377610173"
"Yes, every week","2011","Part Time","indirect migration background","26","","",""
"Yes, every week","2011","Not Working","no migration background","19","","",""
"Yes, every week","2011","Not Working","direct migration background","4","","",""
"Yes, every week","2011","Not Working","indirect migration background","3","","",""
"Yes, every 2 weeks","2011","Full Time","no migration background","862","0.0960470213547251","0.0898202453603253","0.102273797349125"
"Yes, every 2 weeks","2011","Full Time","direct migration background","104","0.113079326988947","0.0934313963265102","0.132727257651384"
"Yes, every 2 weeks","2011","Full Time","indirect migration background","57","0.136323376056916","0.104690431316116","0.167956320797715"
"Yes, every 2 weeks","2011","Part Time","no migration background","463","0.0878875452397509","0.0800294684735466","0.0957456220059552"
"Yes, every 2 weeks","2011","Part Time","direct migration background","63","0.0794498083406004","0.0590932943792998","0.0998063223019011"
"Yes, every 2 weeks","2011","Part Time","indirect migration background","30","0.1175294357213","0.0826768817292148","0.152381989713386"
"Yes, every 2 weeks","2011","Not Working","no migration background","26","","",""
"Yes, every 2 weeks","2011","Not Working","direct migration background","4","","",""
"Yes, every 2 weeks","2011","Not Working","indirect migration background","2","","",""
"Yes, every 3-4 weeks","2011","Full Time","no migration background","553","0.0559860673953039","0.0511278431701264","0.0608442916204815"
"Yes, every 3-4 weeks","2011","Full Time","direct migration background","63","0.0562806062787726","0.0419823313330779","0.0705788812244674"
"Yes, every 3-4 weeks","2011","Full Time","indirect migration background","33","0.0958622985443456","0.0687216586838151","0.123002938404876"
"Yes, every 3-4 weeks","2011","Part Time","no migration background","245","0.0442931078446806","0.0385828089283689","0.0500034067609924"
"Yes, every 3-4 weeks","2011","Part Time","direct migration background","25","","",""
"Yes, every 3-4 weeks","2011","Part Time","indirect migration background","22","","",""
"Yes, every 3-4 weeks","2011","Not Working","no migration background","14","","",""
"Yes, every 3-4 weeks","2011","Not Working","direct migration background","3","","",""
"Yes, every 3-4 weeks","2011","Not Working","indirect migration background","4","","",""
"Rarely","2011","Full Time","no migration background","1744","0.211745052771141","0.203111523603072","0.220378581939209"
"Rarely","2011","Full Time","direct migration background","132","0.119993053675349","0.09983243184044","0.140153675510258"
"Rarely","2011","Full Time","indirect migration background","80","0.131415153866735","0.100268763558696","0.162561544174773"
"Rarely","2011","Part Time","no migration background","676","0.141689461820954","0.132010708870901","0.151368214771006"
"Rarely","2011","Part Time","direct migration background","69","0.0882154115606351","0.0668676865416096","0.109563136579661"
"Rarely","2011","Part Time","indirect migration background","44","0.135092497216476","0.0981001732095901","0.172084821223362"
"Rarely","2011","Not Working","no migration background","33","0.107885939729846","0.074000527634042","0.141771351825649"
"Rarely","2011","Not Working","direct migration background","4","","",""
"Rarely","2011","Not Working","indirect migration background","2","","",""
"No, never","2012","Full Time","no migration background","1233","0.580041623379063","0.559266139106815","0.600817107651311"
"No, never","2012","Full Time","direct migration background","246","0.618056101720407","0.571083899982866","0.665028303457947"
"No, never","2012","Full Time","indirect migration background","75","0.538456982479951","0.458411549911716","0.618502415048187"
"No, never","2012","Part Time","no migration background","1178","0.670449618558105","0.648643771377855","0.692255465738355"
"No, never","2012","Part Time","direct migration background","182","0.704974316151956","0.650776698187149","0.759171934116763"
"No, never","2012","Part Time","indirect migration background","92","0.709487066029114","0.635076424322999","0.783897707735229"
"No, never","2012","Not Working","no migration background","128","0.737270856222532","0.6718763709767","0.802665341468364"
"No, never","2012","Not Working","direct migration background","22","","",""
"No, never","2012","Not Working","indirect migration background","15","","",""
"Yes, every week","2012","Full Time","no migration background","193","0.0814812236184372","0.0699654997506146","0.0929969474862598"
"Yes, every week","2012","Full Time","direct migration background","25","","",""
"Yes, every week","2012","Full Time","indirect migration background","9","","",""
"Yes, every week","2012","Part Time","no migration background","119","0.0625272087839281","0.0512955775010186","0.0737588400668376"
"Yes, every week","2012","Part Time","direct migration background","25","","",""
"Yes, every week","2012","Part Time","indirect migration background","9","","",""
"Yes, every week","2012","Not Working","no migration background","13","","",""
"Yes, every week","2012","Not Working","direct migration background","2","","",""
"Yes, every week","2012","Not Working","indirect migration background","","","",""
"Yes, every 2 weeks","2012","Full Time","no migration background","203","0.0850564023332759","0.0733136711795508","0.0967991334870009"
"Yes, every 2 weeks","2012","Full Time","direct migration background","51","0.141149306285973","0.107488432184649","0.174810180387297"
"Yes, every 2 weeks","2012","Full Time","indirect migration background","25","","",""
"Yes, every 2 weeks","2012","Part Time","no migration background","184","0.0971784335767088","0.0834375427082501","0.110919324445167"
"Yes, every 2 weeks","2012","Part Time","direct migration background","23","","",""
"Yes, every 2 weeks","2012","Part Time","indirect migration background","21","","",""
"Yes, every 2 weeks","2012","Not Working","no migration background","15","","",""
"Yes, every 2 weeks","2012","Not Working","direct migration background","2","","",""
"Yes, every 2 weeks","2012","Not Working","indirect migration background","2","","",""
"Yes, every 3-4 weeks","2012","Full Time","no migration background","136","0.0643312313127513","0.0540038443332542","0.0746586182922484"
"Yes, every 3-4 weeks","2012","Full Time","direct migration background","29","","",""
"Yes, every 3-4 weeks","2012","Full Time","indirect migration background","9","","",""
"Yes, every 3-4 weeks","2012","Part Time","no migration background","93","0.0501163848869541","0.0399946712300423","0.060238098543866"
"Yes, every 3-4 weeks","2012","Part Time","direct migration background","19","","",""
"Yes, every 3-4 weeks","2012","Part Time","indirect migration background","8","","",""
"Yes, every 3-4 weeks","2012","Not Working","no migration background","4","","",""
"Yes, every 3-4 weeks","2012","Not Working","direct migration background","3","","",""
"Yes, every 3-4 weeks","2012","Not Working","indirect migration background","","","",""
"Rarely","2012","Full Time","no migration background","403","0.189089519356473","0.172606429058189","0.205572609654756"
"Rarely","2012","Full Time","direct migration background","60","0.111092738875018","0.080712006152632","0.141473471597403"
"Rarely","2012","Full Time","indirect migration background","31","0.182264489554886","0.120275805426897","0.244253173682876"
"Rarely","2012","Part Time","no migration background","211","0.119728354194304","0.104667977187844","0.134788731200764"
"Rarely","2012","Part Time","direct migration background","23","","",""
"Rarely","2012","Part Time","indirect migration background","13","","",""
"Rarely","2012","Not Working","no migration background","14","","",""
"Rarely","2012","Not Working","direct migration background","6","","",""
"Rarely","2012","Not Working","indirect migration background","1","","",""
"No, never","2013","Full Time","no migration background","4348","0.551741962892233","0.540714611109468","0.562769314674998"
"No, never","2013","Full Time","direct migration background","546","0.647897558788082","0.616658523582687","0.679136593993476"
"No, never","2013","Full Time","indirect migration background","273","0.638510588264299","0.594366328884274","0.682654847644324"
"No, never","2013","Part Time","no migration background","3279","0.672114302303422","0.658880715415971","0.685347889190873"
"No, never","2013","Part Time","direct migration background","408","0.617083827549455","0.578477065256824","0.655690589842087"
"No, never","2013","Part Time","indirect migration background","208","0.662388031736585","0.610575089202034","0.714200974271137"
"No, never","2013","Not Working","no migration background","202","0.610976809181915","0.556793190610123","0.665160427753707"
"No, never","2013","Not Working","direct migration background","37","0.586049174380021","0.445236882286825","0.726861466473217"
"No, never","2013","Not Working","indirect migration background","11","","",""
"Yes, every week","2013","Full Time","no migration background","572","0.0645202057461058","0.0590726177226727","0.0699677937695389"
"Yes, every week","2013","Full Time","direct migration background","64","0.0578917838001678","0.0426172211502825","0.0731663464500532"
