"plb0219","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Rarely","2015","Not Working","Couple + C. LE 16 ","13","","",""
"Rarely","2015","Not Working","Couple + C. GT 16 ","4","","",""
"Rarely","2015","Not Working","Couple + C. LE and GT 16","4","","",""
"No, never","2016","Full Time","1-pers.-HH","","","",""
"No, never","2016","Full Time","(Married) couple without C. ","","","",""
"No, never","2016","Full Time","Single parent ","","","",""
"No, never","2016","Full Time","Couple + C. LE 16 ","","","",""
"No, never","2016","Full Time","Couple + C. GT 16 ","","","",""
"No, never","2016","Full Time","Couple + C. LE and GT 16","","","",""
"No, never","2016","Part Time","1-pers.-HH","","","",""
"No, never","2016","Part Time","(Married) couple without C. ","","","",""
"No, never","2016","Part Time","Single parent ","","","",""
"No, never","2016","Part Time","Couple + C. LE 16 ","","","",""
"No, never","2016","Part Time","Couple + C. GT 16 ","","","",""
"No, never","2016","Part Time","Couple + C. LE and GT 16","","","",""
"No, never","2016","Not Working","1-pers.-HH","","","",""
"No, never","2016","Not Working","(Married) couple without C. ","","","",""
"No, never","2016","Not Working","Single parent ","","","",""
"No, never","2016","Not Working","Couple + C. LE 16 ","","","",""
"No, never","2016","Not Working","Couple + C. GT 16 ","","","",""
"No, never","2016","Not Working","Couple + C. LE and GT 16","","","",""
"Yes, every week","2016","Full Time","1-pers.-HH","","","",""
"Yes, every week","2016","Full Time","(Married) couple without C. ","","","",""
"Yes, every week","2016","Full Time","Single parent ","","","",""
"Yes, every week","2016","Full Time","Couple + C. LE 16 ","","","",""
"Yes, every week","2016","Full Time","Couple + C. GT 16 ","","","",""
"Yes, every week","2016","Full Time","Couple + C. LE and GT 16","","","",""
"Yes, every week","2016","Part Time","1-pers.-HH","","","",""
"Yes, every week","2016","Part Time","(Married) couple without C. ","","","",""
"Yes, every week","2016","Part Time","Single parent ","","","",""
"Yes, every week","2016","Part Time","Couple + C. LE 16 ","","","",""
"Yes, every week","2016","Part Time","Couple + C. GT 16 ","","","",""
"Yes, every week","2016","Part Time","Couple + C. LE and GT 16","","","",""
"Yes, every week","2016","Not Working","1-pers.-HH","","","",""
"Yes, every week","2016","Not Working","(Married) couple without C. ","","","",""
"Yes, every week","2016","Not Working","Single parent ","","","",""
"Yes, every week","2016","Not Working","Couple + C. LE 16 ","","","",""
"Yes, every week","2016","Not Working","Couple + C. GT 16 ","","","",""
"Yes, every week","2016","Not Working","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2016","Full Time","1-pers.-HH","","","",""
"Yes, every 2 weeks","2016","Full Time","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2016","Full Time","Single parent ","","","",""
"Yes, every 2 weeks","2016","Full Time","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2016","Full Time","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2016","Full Time","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2016","Part Time","1-pers.-HH","","","",""
"Yes, every 2 weeks","2016","Part Time","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2016","Part Time","Single parent ","","","",""
"Yes, every 2 weeks","2016","Part Time","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2016","Part Time","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2016","Part Time","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2016","Not Working","1-pers.-HH","","","",""
"Yes, every 2 weeks","2016","Not Working","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2016","Not Working","Single parent ","","","",""
"Yes, every 2 weeks","2016","Not Working","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2016","Not Working","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2016","Not Working","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2016","Full Time","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2016","Full Time","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2016","Full Time","Single parent ","","","",""
"Yes, every 3-4 weeks","2016","Full Time","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2016","Full Time","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2016","Full Time","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2016","Part Time","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2016","Part Time","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2016","Part Time","Single parent ","","","",""
"Yes, every 3-4 weeks","2016","Part Time","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2016","Part Time","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2016","Part Time","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2016","Not Working","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2016","Not Working","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2016","Not Working","Single parent ","","","",""
"Yes, every 3-4 weeks","2016","Not Working","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2016","Not Working","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2016","Not Working","Couple + C. LE and GT 16","","","",""
"Rarely","2016","Full Time","1-pers.-HH","","","",""
"Rarely","2016","Full Time","(Married) couple without C. ","","","",""
"Rarely","2016","Full Time","Single parent ","","","",""
"Rarely","2016","Full Time","Couple + C. LE 16 ","","","",""
"Rarely","2016","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","2016","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","2016","Part Time","1-pers.-HH","","","",""
"Rarely","2016","Part Time","(Married) couple without C. ","","","",""
"Rarely","2016","Part Time","Single parent ","","","",""
"Rarely","2016","Part Time","Couple + C. LE 16 ","","","",""
"Rarely","2016","Part Time","Couple + C. GT 16 ","","","",""
"Rarely","2016","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","2016","Not Working","1-pers.-HH","","","",""
"Rarely","2016","Not Working","(Married) couple without C. ","","","",""
"Rarely","2016","Not Working","Single parent ","","","",""
"Rarely","2016","Not Working","Couple + C. LE 16 ","","","",""
"Rarely","2016","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","2016","Not Working","Couple + C. LE and GT 16","","","",""
"No, never","2017","Full Time","1-pers.-HH","778","0.597030281089025","0.570609936105828","0.623450626072222"
"No, never","2017","Full Time","(Married) couple without C. ","1588","0.571934295276058","0.553169689962842","0.590698900589274"
"No, never","2017","Full Time","Single parent ","417","0.578010158380895","0.541266102778931","0.61475421398286"
"No, never","2017","Full Time","Couple + C. LE 16 ","1550","0.559325394857654","0.540729261579997","0.57792152813531"
"No, never","2017","Full Time","Couple + C. GT 16 ","837","0.636509627156236","0.610649268406773","0.662369985905699"
"No, never","2017","Full Time","Couple + C. LE and GT 16","533","0.652356986326766","0.621087650918552","0.68362632173498"
"No, never","2017","Part Time","1-pers.-HH","407","0.623134434842323","0.585880211241284","0.660388658443362"
"No, never","2017","Part Time","(Married) couple without C. ","927","0.66496836373973","0.639418408340036","0.690518319139425"
"No, never","2017","Part Time","Single parent ","462","0.656832753474305","0.62181195400841","0.691853552940199"
"No, never","2017","Part Time","Couple + C. LE 16 ","1318","0.691164758646508","0.670374081010033","0.711955436282982"
"No, never","2017","Part Time","Couple + C. GT 16 ","641","0.757983221102309","0.729765041720229","0.786201400484389"
"No, never","2017","Part Time","Couple + C. LE and GT 16","437","0.676582494304531","0.640894818638711","0.712270169970352"
"No, never","2017","Not Working","1-pers.-HH","36","0.861186537974706","0.76127087274798","0.961102203201432"
"No, never","2017","Not Working","(Married) couple without C. ","35","0.77327459091982","0.65946905552846","0.88708012631118"
"No, never","2017","Not Working","Single parent ","47","0.734642506783668","0.625616144766398","0.843668868800938"
"No, never","2017","Not Working","Couple + C. LE 16 ","90","0.747441945698527","0.668376187281021","0.826507704116033"
"No, never","2017","Not Working","Couple + C. GT 16 ","35","0.816627040012061","0.702286226312085","0.930967853712038"
"No, never","2017","Not Working","Couple + C. LE and GT 16","41","0.608134757726761","0.486622376582893","0.72964713887063"
"Yes, every week","2017","Full Time","1-pers.-HH","85","0.0594198220816824","0.0466857388826063","0.0721539052807585"
"Yes, every week","2017","Full Time","(Married) couple without C. ","186","0.0746275268470125","0.0646615709727476","0.0845934827212774"
"Yes, every week","2017","Full Time","Single parent ","64","0.0877374731127329","0.0666889884729504","0.108785957752515"
"Yes, every week","2017","Full Time","Couple + C. LE 16 ","203","0.078560688318683","0.068482850211537","0.0886385264258291"
"Yes, every week","2017","Full Time","Couple + C. GT 16 ","108","0.0653139906399015","0.0520302134834312","0.0785977677963718"
"Yes, every week","2017","Full Time","Couple + C. LE and GT 16","79","0.0680659525003128","0.0515285692391988","0.0846033357614269"
"Yes, every week","2017","Part Time","1-pers.-HH","53","0.0894742960447358","0.0675317679562991","0.111416824133172"
"Yes, every week","2017","Part Time","(Married) couple without C. ","51","0.0478869571705929","0.0363285065108691","0.0594454078303167"
"Yes, every week","2017","Part Time","Single parent ","50","0.0729060770413279","0.053728688260382","0.0920834658222738"
"Yes, every week","2017","Part Time","Couple + C. LE 16 ","106","0.0414055421288025","0.0324403186439305","0.0503707656136745"
"Yes, every week","2017","Part Time","Couple + C. GT 16 ","41","0.033200206383154","0.0213965890382523","0.0450038237280557"
"Yes, every week","2017","Part Time","Couple + C. LE and GT 16","46","0.0683622523034653","0.0491088341531412","0.0876156704537894"
"Yes, every week","2017","Not Working","1-pers.-HH","2","","",""
"Yes, every week","2017","Not Working","(Married) couple without C. ","5","","",""
"Yes, every week","2017","Not Working","Single parent ","5","","",""
"Yes, every week","2017","Not Working","Couple + C. LE 16 ","5","","",""
"Yes, every week","2017","Not Working","Couple + C. GT 16 ","1","","",""
"Yes, every week","2017","Not Working","Couple + C. LE and GT 16","7","","",""
"Yes, every 2 weeks","2017","Full Time","1-pers.-HH","144","0.108582066278418","0.0918240027318261","0.12534012982501"
"Yes, every 2 weeks","2017","Full Time","(Married) couple without C. ","265","0.0918368418632083","0.08088463704118","0.102789046685237"
"Yes, every 2 weeks","2017","Full Time","Single parent ","88","0.143607063590002","0.117515939213287","0.169698187966717"
"Yes, every 2 weeks","2017","Full Time","Couple + C. LE 16 ","275","0.0947414043796952","0.0837718848219606","0.10571092393743"
"Yes, every 2 weeks","2017","Full Time","Couple + C. GT 16 ","120","0.0892482381217622","0.0739202400802038","0.104576236163321"
"Yes, every 2 weeks","2017","Full Time","Couple + C. LE and GT 16","84","0.0903729794293797","0.0715468857458354","0.109199073112924"
"Yes, every 2 weeks","2017","Part Time","1-pers.-HH","66","0.0954126748612757","0.0728276955291804","0.117997654193371"
"Yes, every 2 weeks","2017","Part Time","(Married) couple without C. ","114","0.0935731956926751","0.0778083818830401","0.10933800950231"
"Yes, every 2 weeks","2017","Part Time","Single parent ","70","0.0916665793963712","0.0703815673587485","0.112951591433994"
"Yes, every 2 weeks","2017","Part Time","Couple + C. LE 16 ","180","0.11035390459365","0.0962539759055872","0.124453833281713"
"Yes, every 2 weeks","2017","Part Time","Couple + C. GT 16 ","75","0.0778555447062325","0.0602024557750336","0.0955086336374315"
"Yes, every 2 weeks","2017","Part Time","Couple + C. LE and GT 16","77","0.113398572518916","0.0892081123362777","0.137589032701553"
"Yes, every 2 weeks","2017","Not Working","1-pers.-HH","2","","",""
"Yes, every 2 weeks","2017","Not Working","(Married) couple without C. ","4","","",""
"Yes, every 2 weeks","2017","Not Working","Single parent ","3","","",""
"Yes, every 2 weeks","2017","Not Working","Couple + C. LE 16 ","9","","",""
"Yes, every 2 weeks","2017","Not Working","Couple + C. GT 16 ","5","","",""
"Yes, every 2 weeks","2017","Not Working","Couple + C. LE and GT 16","6","","",""
"Yes, every 3-4 weeks","2017","Full Time","1-pers.-HH","89","0.0635434701084","0.0504038329213152","0.0766831072954849"
"Yes, every 3-4 weeks","2017","Full Time","(Married) couple without C. ","151","0.0622179809396684","0.0530574624747936","0.0713784994045432"
"Yes, every 3-4 weeks","2017","Full Time","Single parent ","48","0.0673727202948885","0.0487233378722824","0.0860221027174946"
"Yes, every 3-4 weeks","2017","Full Time","Couple + C. LE 16 ","229","0.0788284717362884","0.0687349394698451","0.0889220040027317"
"Yes, every 3-4 weeks","2017","Full Time","Couple + C. GT 16 ","70","0.0566491006880137","0.0442205998957342","0.0690776014802931"
"Yes, every 3-4 weeks","2017","Full Time","Couple + C. LE and GT 16","83","0.0592168121182414","0.0437187811335142","0.0747148431029687"
"Yes, every 3-4 weeks","2017","Part Time","1-pers.-HH","42","0.0521968613827212","0.0350977839619268","0.0692959388035155"
"Yes, every 3-4 weeks","2017","Part Time","(Married) couple without C. ","55","0.0523400856328542","0.0402844471854987","0.0643957240802098"
"Yes, every 3-4 weeks","2017","Part Time","Single parent ","45","0.0531479710406326","0.0366005566690189","0.0696953854122462"
"Yes, every 3-4 weeks","2017","Part Time","Couple + C. LE 16 ","91","0.0444738209585815","0.0351972399310763","0.0537504019860867"
"Yes, every 3-4 weeks","2017","Part Time","Couple + C. GT 16 ","34","0.036694313486341","0.0243075484059808","0.0490810785667012"
"Yes, every 3-4 weeks","2017","Part Time","Couple + C. LE and GT 16","48","0.04892077764254","0.0324645174201096","0.0653770378649704"
"Yes, every 3-4 weeks","2017","Not Working","1-pers.-HH","3","","",""
"Yes, every 3-4 weeks","2017","Not Working","(Married) couple without C. ","3","","",""
"Yes, every 3-4 weeks","2017","Not Working","Single parent ","6","","",""
"Yes, every 3-4 weeks","2017","Not Working","Couple + C. LE 16 ","6","","",""
"Yes, every 3-4 weeks","2017","Not Working","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2017","Not Working","Couple + C. LE and GT 16","1","","",""
"Rarely","2017","Full Time","1-pers.-HH","228","0.171424360442475","0.151123873854678","0.191724847030271"
"Rarely","2017","Full Time","(Married) couple without C. ","481","0.199383355074053","0.184231426852119","0.214535283295986"
"Rarely","2017","Full Time","Single parent ","77","0.123272584621481","0.0988138547673733","0.147731314475589"
"Rarely","2017","Full Time","Couple + C. LE 16 ","481","0.188544040707679","0.173892940078142","0.203195141337217"
"Rarely","2017","Full Time","Couple + C. GT 16 ","194","0.152279043394087","0.132962379186729","0.171595707601444"
"Rarely","2017","Full Time","Couple + C. LE and GT 16","112","0.1299872696253","0.107906080704008","0.152068458546592"
"Rarely","2017","Part Time","1-pers.-HH","82","0.139781732868945","0.113124138633288","0.166439327104601"
"Rarely","2017","Part Time","(Married) couple without C. ","164","0.141231397764147","0.122379700683246","0.160083094845049"
"Rarely","2017","Part Time","Single parent ","79","0.125446619047364","0.101014092319991","0.149879145774736"
"Rarely","2017","Part Time","Couple + C. LE 16 ","202","0.112601973672458","0.0983771577123255","0.12682678963259"
"Rarely","2017","Part Time","Couple + C. GT 16 ","94","0.0942667143219636","0.0750156030246601","0.113517825619267"
"Rarely","2017","Part Time","Couple + C. LE and GT 16","52","0.0927359032305477","0.0706066408153785","0.114865165645717"
"Rarely","2017","Not Working","1-pers.-HH","3","","",""
"Rarely","2017","Not Working","(Married) couple without C. ","5","","",""
"Rarely","2017","Not Working","Single parent ","2","","",""
"Rarely","2017","Not Working","Couple + C. LE 16 ","6","","",""
"Rarely","2017","Not Working","Couple + C. GT 16 ","3","","",""
"Rarely","2017","Not Working","Couple + C. LE and GT 16","7","","",""
"No, never","2018","Full Time","1-pers.-HH","","","",""
"No, never","2018","Full Time","(Married) couple without C. ","","","",""
"No, never","2018","Full Time","Single parent ","","","",""
"No, never","2018","Full Time","Couple + C. LE 16 ","","","",""
"No, never","2018","Full Time","Couple + C. GT 16 ","","","",""
"No, never","2018","Full Time","Couple + C. LE and GT 16","","","",""
"No, never","2018","Part Time","1-pers.-HH","","","",""
"No, never","2018","Part Time","(Married) couple without C. ","","","",""
"No, never","2018","Part Time","Single parent ","","","",""
"No, never","2018","Part Time","Couple + C. LE 16 ","","","",""
"No, never","2018","Part Time","Couple + C. GT 16 ","","","",""
"No, never","2018","Part Time","Couple + C. LE and GT 16","","","",""
"No, never","2018","Not Working","1-pers.-HH","","","",""
"No, never","2018","Not Working","(Married) couple without C. ","","","",""
"No, never","2018","Not Working","Single parent ","","","",""
"No, never","2018","Not Working","Couple + C. LE 16 ","","","",""
"No, never","2018","Not Working","Couple + C. GT 16 ","","","",""
"No, never","2018","Not Working","Couple + C. LE and GT 16","","","",""
"Yes, every week","2018","Full Time","1-pers.-HH","","","",""
"Yes, every week","2018","Full Time","(Married) couple without C. ","","","",""
"Yes, every week","2018","Full Time","Single parent ","","","",""
"Yes, every week","2018","Full Time","Couple + C. LE 16 ","","","",""
"Yes, every week","2018","Full Time","Couple + C. GT 16 ","","","",""
"Yes, every week","2018","Full Time","Couple + C. LE and GT 16","","","",""
"Yes, every week","2018","Part Time","1-pers.-HH","","","",""
"Yes, every week","2018","Part Time","(Married) couple without C. ","","","",""
"Yes, every week","2018","Part Time","Single parent ","","","",""
"Yes, every week","2018","Part Time","Couple + C. LE 16 ","","","",""
"Yes, every week","2018","Part Time","Couple + C. GT 16 ","","","",""
"Yes, every week","2018","Part Time","Couple + C. LE and GT 16","","","",""
"Yes, every week","2018","Not Working","1-pers.-HH","","","",""
"Yes, every week","2018","Not Working","(Married) couple without C. ","","","",""
"Yes, every week","2018","Not Working","Single parent ","","","",""
"Yes, every week","2018","Not Working","Couple + C. LE 16 ","","","",""
"Yes, every week","2018","Not Working","Couple + C. GT 16 ","","","",""
"Yes, every week","2018","Not Working","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2018","Full Time","1-pers.-HH","","","",""
"Yes, every 2 weeks","2018","Full Time","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2018","Full Time","Single parent ","","","",""
"Yes, every 2 weeks","2018","Full Time","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2018","Full Time","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2018","Full Time","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2018","Part Time","1-pers.-HH","","","",""
"Yes, every 2 weeks","2018","Part Time","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2018","Part Time","Single parent ","","","",""
"Yes, every 2 weeks","2018","Part Time","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2018","Part Time","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2018","Part Time","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2018","Not Working","1-pers.-HH","","","",""
"Yes, every 2 weeks","2018","Not Working","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2018","Not Working","Single parent ","","","",""
"Yes, every 2 weeks","2018","Not Working","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2018","Not Working","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2018","Not Working","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2018","Full Time","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2018","Full Time","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2018","Full Time","Single parent ","","","",""
"Yes, every 3-4 weeks","2018","Full Time","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2018","Full Time","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2018","Full Time","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2018","Part Time","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2018","Part Time","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2018","Part Time","Single parent ","","","",""
"Yes, every 3-4 weeks","2018","Part Time","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2018","Part Time","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2018","Part Time","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2018","Not Working","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2018","Not Working","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2018","Not Working","Single parent ","","","",""
"Yes, every 3-4 weeks","2018","Not Working","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2018","Not Working","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2018","Not Working","Couple + C. LE and GT 16","","","",""
"Rarely","2018","Full Time","1-pers.-HH","","","",""
"Rarely","2018","Full Time","(Married) couple without C. ","","","",""
"Rarely","2018","Full Time","Single parent ","","","",""
"Rarely","2018","Full Time","Couple + C. LE 16 ","","","",""
"Rarely","2018","Full Time","Couple + C. GT 16 ","","","",""
"Rarely","2018","Full Time","Couple + C. LE and GT 16","","","",""
"Rarely","2018","Part Time","1-pers.-HH","","","",""
"Rarely","2018","Part Time","(Married) couple without C. ","","","",""
"Rarely","2018","Part Time","Single parent ","","","",""
"Rarely","2018","Part Time","Couple + C. LE 16 ","","","",""
"Rarely","2018","Part Time","Couple + C. GT 16 ","","","",""
"Rarely","2018","Part Time","Couple + C. LE and GT 16","","","",""
"Rarely","2018","Not Working","1-pers.-HH","","","",""
"Rarely","2018","Not Working","(Married) couple without C. ","","","",""
"Rarely","2018","Not Working","Single parent ","","","",""
"Rarely","2018","Not Working","Couple + C. LE 16 ","","","",""
"Rarely","2018","Not Working","Couple + C. GT 16 ","","","",""
"Rarely","2018","Not Working","Couple + C. LE and GT 16","","","",""
"No, never","2019","Full Time","1-pers.-HH","831","0.588687460906784","0.56359251806849","0.613782403745078"
"No, never","2019","Full Time","(Married) couple without C. ","1669","0.600595243465623","0.582954111537454","0.618236375393793"
"No, never","2019","Full Time","Single parent ","444","0.64649792889761","0.611259386632484","0.681736471162737"
"No, never","2019","Full Time","Couple + C. LE 16 ","1353","0.565549791220138","0.546382026617421","0.584717555822856"
"No, never","2019","Full Time","Couple + C. GT 16 ","770","0.637228702316217","0.610930279528557","0.663527125103877"
"No, never","2019","Full Time","Couple + C. LE and GT 16","519","0.619754228051082","0.587515272794386","0.651993183307779"
"No, never","2019","Part Time","1-pers.-HH","405","0.623782154882514","0.587344587701214","0.660219722063814"
"No, never","2019","Part Time","(Married) couple without C. ","961","0.67586620743189","0.651556170528244","0.700176244335537"
"No, never","2019","Part Time","Single parent ","459","0.746084121580237","0.711933813588983","0.78023442957149"
"No, never","2019","Part Time","Couple + C. LE 16 ","1106","0.677865455846283","0.654867623673181","0.700863288019384"
"No, never","2019","Part Time","Couple + C. GT 16 ","597","0.742303421850016","0.712202297276377","0.772404546423656"
"No, never","2019","Part Time","Couple + C. LE and GT 16","484","0.779193942571965","0.747902579614563","0.810485305529367"
"No, never","2019","Not Working","1-pers.-HH","41","0.455549331004691","0.350900245097543","0.560198416911838"
"No, never","2019","Not Working","(Married) couple without C. ","77","0.450614363622611","0.374231584694026","0.526997142551197"
"No, never","2019","Not Working","Single parent ","56","0.730409217869739","0.634944105765255","0.825874329974223"
"No, never","2019","Not Working","Couple + C. LE 16 ","83","0.566425570911354","0.485484284771323","0.647366857051386"
"No, never","2019","Not Working","Couple + C. GT 16 ","57","0.461708209113509","0.358712409686543","0.564704008540475"
"No, never","2019","Not Working","Couple + C. LE and GT 16","55","0.676315444620758","0.578559675648305","0.774071213593212"
"Yes, every week","2019","Full Time","1-pers.-HH","125","0.0705182250013866","0.0574616589891721","0.0835747910136011"
"Yes, every week","2019","Full Time","(Married) couple without C. ","232","0.067842157222916","0.0587843423370063","0.0768999721088256"
"Yes, every week","2019","Full Time","Single parent ","48","0.0491541010971191","0.0332183208535025","0.0650898813407356"
"Yes, every week","2019","Full Time","Couple + C. LE 16 ","217","0.0740398278277253","0.0639148310778595","0.0841648245775911"
"Yes, every week","2019","Full Time","Couple + C. GT 16 ","105","0.0704671444802129","0.0564683290281811","0.0844659599322447"
"Yes, every week","2019","Full Time","Couple + C. LE and GT 16","56","0.0664243348046667","0.0498865482702983","0.082962121339035"
"Yes, every week","2019","Part Time","1-pers.-HH","55","0.0710763075495787","0.0517492538762214","0.0904033612229359"
"Yes, every week","2019","Part Time","(Married) couple without C. ","69","0.0588078215945141","0.0465884239696116","0.0710272192194166"
"Yes, every week","2019","Part Time","Single parent ","26","","",""
"Yes, every week","2019","Part Time","Couple + C. LE 16 ","97","0.0517069282351923","0.0408090448212365","0.0626048116491482"
"Yes, every week","2019","Part Time","Couple + C. GT 16 ","43","0.0456181562059041","0.0312577206538648","0.0599785917579433"
"Yes, every week","2019","Part Time","Couple + C. LE and GT 16","39","0.0558782746789383","0.0385509427741206","0.073205606583756"
"Yes, every week","2019","Not Working","1-pers.-HH","9","","",""
"Yes, every week","2019","Not Working","(Married) couple without C. ","20","","",""
"Yes, every week","2019","Not Working","Single parent ","7","","",""
"Yes, every week","2019","Not Working","Couple + C. LE 16 ","10","","",""
"Yes, every week","2019","Not Working","Couple + C. GT 16 ","9","","",""
"Yes, every week","2019","Not Working","Couple + C. LE and GT 16","7","","",""
"Yes, every 2 weeks","2019","Full Time","1-pers.-HH","153","0.112136473862081","0.0960446822883153","0.128228265435847"
"Yes, every 2 weeks","2019","Full Time","(Married) couple without C. ","291","0.0895741749294372","0.0792882682499222","0.0998600816089522"
"Yes, every 2 weeks","2019","Full Time","Single parent ","90","0.136047269354854","0.110775928259059","0.161318610450649"
"Yes, every 2 weeks","2019","Full Time","Couple + C. LE 16 ","297","0.104546320671301","0.0927147615525266","0.116377879790075"
"Yes, every 2 weeks","2019","Full Time","Couple + C. GT 16 ","117","0.0953607404087077","0.0792954677031754","0.11142601311424"
"Yes, every 2 weeks","2019","Full Time","Couple + C. LE and GT 16","89","0.105378541711637","0.0849877184168395","0.125769365006435"
"Yes, every 2 weeks","2019","Part Time","1-pers.-HH","84","0.113497563231373","0.0896388817414178","0.137356244721328"
"Yes, every 2 weeks","2019","Part Time","(Married) couple without C. ","110","0.0806706689435967","0.0665262052999464","0.094815132587247"
"Yes, every 2 weeks","2019","Part Time","Single parent ","61","0.0981776623403935","0.074831116562679","0.121524208118108"
"Yes, every 2 weeks","2019","Part Time","Couple + C. LE 16 ","116","0.0853921295437323","0.0716383237153765","0.099145935372088"
"Yes, every 2 weeks","2019","Part Time","Couple + C. GT 16 ","57","0.0879941053364083","0.0684973080327639","0.107490902640053"
"Yes, every 2 weeks","2019","Part Time","Couple + C. LE and GT 16","61","0.0665092012890239","0.0477120476319012","0.0853063549461467"
"Yes, every 2 weeks","2019","Not Working","1-pers.-HH","11","","",""
"Yes, every 2 weeks","2019","Not Working","(Married) couple without C. ","11","","",""
"Yes, every 2 weeks","2019","Not Working","Single parent ","8","","",""
"Yes, every 2 weeks","2019","Not Working","Couple + C. LE 16 ","16","","",""
"Yes, every 2 weeks","2019","Not Working","Couple + C. GT 16 ","8","","",""
"Yes, every 2 weeks","2019","Not Working","Couple + C. LE and GT 16","5","","",""
"Yes, every 3-4 weeks","2019","Full Time","1-pers.-HH","105","0.0573446460668536","0.0454874841377008","0.0692018079960064"
"Yes, every 3-4 weeks","2019","Full Time","(Married) couple without C. ","179","0.0544791890379993","0.0463043398300698","0.0626540382459288"
"Yes, every 3-4 weeks","2019","Full Time","Single parent ","47","0.0737536641478777","0.0544875807339649","0.0930197475617905"
"Yes, every 3-4 weeks","2019","Full Time","Couple + C. LE 16 ","178","0.0724848482412082","0.0624583296750352","0.0825113668073812"
"Yes, every 3-4 weeks","2019","Full Time","Couple + C. GT 16 ","75","0.0522391604803706","0.040068530646671","0.0644097903140702"
"Yes, every 3-4 weeks","2019","Full Time","Couple + C. LE and GT 16","70","0.0717115216148098","0.0545768824770738","0.0888461607525458"
"Yes, every 3-4 weeks","2019","Part Time","1-pers.-HH","46","0.0563934746772981","0.0390425310476767","0.0737444183069196"
"Yes, every 3-4 weeks","2019","Part Time","(Married) couple without C. ","62","0.0384655172821421","0.028476763301197","0.0484542712630872"
