"plb0219","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Rarely","2012","Full Time","(3a) lower tertiary education","57","0.251037702548762","0.196962386272632","0.305113018824892"
"Rarely","2012","Full Time","(3b) higher tertiary education","125","0.228422023212648","0.192269208977922","0.264574837447374"
"Rarely","2012","Part Time","(0) in school","2","","",""
"Rarely","2012","Part Time","(1a) inadequately completed","2","","",""
"Rarely","2012","Part Time","(1b) general elementary school","6","","",""
"Rarely","2012","Part Time","(1c) basic vocational qualification","20","","",""
"Rarely","2012","Part Time","(2b) intermediate general qualification","1","","",""
"Rarely","2012","Part Time","(2a) intermediate vocational","85","0.113233359421391","0.0906751118936445","0.135791606949137"
"Rarely","2012","Part Time","(2c_gen) general maturity certificate","10","","",""
"Rarely","2012","Part Time","(2c_voc) vocational maturity certificate","28","","",""
"Rarely","2012","Part Time","(3a) lower tertiary education","21","","",""
"Rarely","2012","Part Time","(3b) higher tertiary education","70","0.191526045354316","0.148810473148198","0.234241617560435"
"Rarely","2012","Not Working","(0) in school","2","","",""
"Rarely","2012","Not Working","(1a) inadequately completed","1","","",""
"Rarely","2012","Not Working","(1b) general elementary school","3","","",""
"Rarely","2012","Not Working","(1c) basic vocational qualification","1","","",""
"Rarely","2012","Not Working","(2b) intermediate general qualification","1","","",""
"Rarely","2012","Not Working","(2a) intermediate vocational","4","","",""
"Rarely","2012","Not Working","(2c_gen) general maturity certificate","2","","",""
"Rarely","2012","Not Working","(2c_voc) vocational maturity certificate","2","","",""
"Rarely","2012","Not Working","(3a) lower tertiary education","3","","",""
"Rarely","2012","Not Working","(3b) higher tertiary education","2","","",""
"No, never","2013","Full Time","(0) in school","1","","",""
"No, never","2013","Full Time","(1a) inadequately completed","37","0.598773373669443","0.483951353384109","0.713595393954778"
"No, never","2013","Full Time","(1b) general elementary school","247","0.670858147595663","0.622114178832859","0.719602116358467"
"No, never","2013","Full Time","(1c) basic vocational qualification","1012","0.603806754661454","0.580411635585322","0.627201873737585"
"No, never","2013","Full Time","(2b) intermediate general qualification","160","0.65740848768542","0.594697635337644","0.720119340033196"
"No, never","2013","Full Time","(2a) intermediate vocational","1549","0.580150225316002","0.561499782578002","0.598800668054002"
"No, never","2013","Full Time","(2c_gen) general maturity certificate","124","0.597337061361705","0.532234150940569","0.662439971782841"
"No, never","2013","Full Time","(2c_voc) vocational maturity certificate","583","0.546597799032355","0.515397811898139","0.577797786166572"
"No, never","2013","Full Time","(3a) lower tertiary education","558","0.582651767673956","0.551651261719906","0.613652273628006"
"No, never","2013","Full Time","(3b) higher tertiary education","749","0.428541892609335","0.405415706720106","0.451668078498564"
"No, never","2013","Part Time","(0) in school","31","0.554072103210092","0.427237560163676","0.680906646256507"
"No, never","2013","Part Time","(1a) inadequately completed","48","0.634134685139181","0.518799434603714","0.749469935674647"
"No, never","2013","Part Time","(1b) general elementary school","229","0.755264985214783","0.708451247669839","0.802078722759726"
"No, never","2013","Part Time","(1c) basic vocational qualification","696","0.705392369122733","0.676981316818714","0.733803421426751"
"No, never","2013","Part Time","(2b) intermediate general qualification","133","0.826441736414811","0.770804332297405","0.882079140532218"
"No, never","2013","Part Time","(2a) intermediate vocational","1209","0.685621392322409","0.663949810703368","0.707292973941451"
"No, never","2013","Part Time","(2c_gen) general maturity certificate","194","0.600375183631922","0.545313575620813","0.655436791643032"
"No, never","2013","Part Time","(2c_voc) vocational maturity certificate","467","0.663765263425295","0.627530948874234","0.699999577976356"
"No, never","2013","Part Time","(3a) lower tertiary education","309","0.62474425873096","0.579347778440592","0.670140739021329"
"No, never","2013","Part Time","(3b) higher tertiary education","474","0.550430375436053","0.516750090422114","0.584110660449992"
"No, never","2013","Not Working","(0) in school","8","","",""
"No, never","2013","Not Working","(1a) inadequately completed","3","","",""
"No, never","2013","Not Working","(1b) general elementary school","18","","",""
"No, never","2013","Not Working","(1c) basic vocational qualification","39","0.638813719039002","0.515194261233166","0.762433176844838"
"No, never","2013","Not Working","(2b) intermediate general qualification","12","","",""
"No, never","2013","Not Working","(2a) intermediate vocational","68","0.645748770228883","0.555545207618155","0.735952332839611"
"No, never","2013","Not Working","(2c_gen) general maturity certificate","18","","",""
"No, never","2013","Not Working","(2c_voc) vocational maturity certificate","29","","",""
"No, never","2013","Not Working","(3a) lower tertiary education","15","","",""
"No, never","2013","Not Working","(3b) higher tertiary education","28","","",""
"Yes, every week","2013","Full Time","(0) in school","","","",""
"Yes, every week","2013","Full Time","(1a) inadequately completed","9","","",""
"Yes, every week","2013","Full Time","(1b) general elementary school","20","","",""
"Yes, every week","2013","Full Time","(1c) basic vocational qualification","101","0.0548201861055136","0.0439321333951394","0.0657082388158878"
"Yes, every week","2013","Full Time","(2b) intermediate general qualification","10","","",""
"Yes, every week","2013","Full Time","(2a) intermediate vocational","113","0.0363440428135838","0.0292719235825421","0.0434161620446255"
"Yes, every week","2013","Full Time","(2c_gen) general maturity certificate","14","","",""
"Yes, every week","2013","Full Time","(2c_voc) vocational maturity certificate","49","0.0480060062858343","0.0346078957441535","0.0614041168275152"
"Yes, every week","2013","Full Time","(3a) lower tertiary education","51","0.0428291226795803","0.030100562333028","0.0555576830261327"
"Yes, every week","2013","Full Time","(3b) higher tertiary education","290","0.153063390570099","0.136237568619486","0.169889212520712"
"Yes, every week","2013","Part Time","(0) in school","14","","",""
"Yes, every week","2013","Part Time","(1a) inadequately completed","4","","",""
"Yes, every week","2013","Part Time","(1b) general elementary school","31","0.0845379046760134","0.0542463537936963","0.114829455558331"
"Yes, every week","2013","Part Time","(1c) basic vocational qualification","47","0.0421864035715509","0.0296585492229639","0.0547142579201378"
"Yes, every week","2013","Part Time","(2b) intermediate general qualification","9","","",""
"Yes, every week","2013","Part Time","(2a) intermediate vocational","51","0.0314659769871667","0.0233170582694045","0.0396148957049289"
"Yes, every week","2013","Part Time","(2c_gen) general maturity certificate","32","0.0965734351209911","0.0633697285439222","0.12977714169806"
"Yes, every week","2013","Part Time","(2c_voc) vocational maturity certificate","21","","",""
"Yes, every week","2013","Part Time","(3a) lower tertiary education","20","","",""
"Yes, every week","2013","Part Time","(3b) higher tertiary education","74","0.0617287876509825","0.0454345460558796","0.0780230292460854"
"Yes, every week","2013","Not Working","(0) in school","1","","",""
"Yes, every week","2013","Not Working","(1a) inadequately completed","1","","",""
"Yes, every week","2013","Not Working","(1b) general elementary school","1","","",""
"Yes, every week","2013","Not Working","(1c) basic vocational qualification","3","","",""
"Yes, every week","2013","Not Working","(2b) intermediate general qualification","3","","",""
"Yes, every week","2013","Not Working","(2a) intermediate vocational","7","","",""
"Yes, every week","2013","Not Working","(2c_gen) general maturity certificate","4","","",""
"Yes, every week","2013","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2013","Not Working","(3a) lower tertiary education","2","","",""
"Yes, every week","2013","Not Working","(3b) higher tertiary education","5","","",""
"Yes, every 2 weeks","2013","Full Time","(0) in school","","","",""
"Yes, every 2 weeks","2013","Full Time","(1a) inadequately completed","9","","",""
"Yes, every 2 weeks","2013","Full Time","(1b) general elementary school","36","0.109587538999273","0.0771841686442267","0.141990909354318"
"Yes, every 2 weeks","2013","Full Time","(1c) basic vocational qualification","184","0.104213924864773","0.0895992966156477","0.118828553113898"
"Yes, every 2 weeks","2013","Full Time","(2b) intermediate general qualification","22","","",""
"Yes, every 2 weeks","2013","Full Time","(2a) intermediate vocational","293","0.098871741630339","0.0875919429728081","0.11015154028787"
"Yes, every 2 weeks","2013","Full Time","(2c_gen) general maturity certificate","29","","",""
"Yes, every 2 weeks","2013","Full Time","(2c_voc) vocational maturity certificate","94","0.0928476848006502","0.0746588738219167","0.111036495779384"
"Yes, every 2 weeks","2013","Full Time","(3a) lower tertiary education","69","0.0768999711291754","0.060150448681404","0.0936494935769468"
"Yes, every 2 weeks","2013","Full Time","(3b) higher tertiary education","154","0.0827948970026757","0.0699168446120626","0.0956729493932888"
"Yes, every 2 weeks","2013","Part Time","(0) in school","7","","",""
"Yes, every 2 weeks","2013","Part Time","(1a) inadequately completed","8","","",""
"Yes, every 2 weeks","2013","Part Time","(1b) general elementary school","33","0.0867127967105652","0.0560705313700892","0.117355062051041"
"Yes, every 2 weeks","2013","Part Time","(1c) basic vocational qualification","100","0.101528894247619","0.0827055480036173","0.12035224049162"
"Yes, every 2 weeks","2013","Part Time","(2b) intermediate general qualification","16","","",""
"Yes, every 2 weeks","2013","Part Time","(2a) intermediate vocational","194","0.104716836339611","0.09042426396459","0.119009408714633"
"Yes, every 2 weeks","2013","Part Time","(2c_gen) general maturity certificate","31","0.121706233578039","0.0849536722698187","0.158458794886259"
"Yes, every 2 weeks","2013","Part Time","(2c_voc) vocational maturity certificate","61","0.105730425056539","0.0821459769914274","0.12931487312165"
"Yes, every 2 weeks","2013","Part Time","(3a) lower tertiary education","22","","",""
"Yes, every 2 weeks","2013","Part Time","(3b) higher tertiary education","59","0.0909233605980165","0.0714579275367383","0.110388793659295"
"Yes, every 2 weeks","2013","Not Working","(0) in school","1","","",""
"Yes, every 2 weeks","2013","Not Working","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2013","Not Working","(1b) general elementary school","2","","",""
"Yes, every 2 weeks","2013","Not Working","(1c) basic vocational qualification","5","","",""
"Yes, every 2 weeks","2013","Not Working","(2b) intermediate general qualification","1","","",""
"Yes, every 2 weeks","2013","Not Working","(2a) intermediate vocational","15","","",""
"Yes, every 2 weeks","2013","Not Working","(2c_gen) general maturity certificate","2","","",""
"Yes, every 2 weeks","2013","Not Working","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every 2 weeks","2013","Not Working","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2013","Not Working","(3b) higher tertiary education","7","","",""
"Yes, every 3-4 weeks","2013","Full Time","(0) in school","","","",""
"Yes, every 3-4 weeks","2013","Full Time","(1a) inadequately completed","8","","",""
"Yes, every 3-4 weeks","2013","Full Time","(1b) general elementary school","17","","",""
"Yes, every 3-4 weeks","2013","Full Time","(1c) basic vocational qualification","80","0.0478880158458622","0.0376743844500027","0.0581016472417216"
"Yes, every 3-4 weeks","2013","Full Time","(2b) intermediate general qualification","5","","",""
"Yes, every 3-4 weeks","2013","Full Time","(2a) intermediate vocational","175","0.0563054587728791","0.0475945608778598","0.0650163566678983"
"Yes, every 3-4 weeks","2013","Full Time","(2c_gen) general maturity certificate","21","","",""
"Yes, every 3-4 weeks","2013","Full Time","(2c_voc) vocational maturity certificate","49","0.0718203286707777","0.055638843336249","0.0880018140053064"
"Yes, every 3-4 weeks","2013","Full Time","(3a) lower tertiary education","42","0.0441552196783347","0.0312400632742695","0.0570703760823999"
"Yes, every 3-4 weeks","2013","Full Time","(3b) higher tertiary education","143","0.0808146290425667","0.0680777884017765","0.0935514696833569"
"Yes, every 3-4 weeks","2013","Part Time","(0) in school","3","","",""
"Yes, every 3-4 weeks","2013","Part Time","(1a) inadequately completed","4","","",""
"Yes, every 3-4 weeks","2013","Part Time","(1b) general elementary school","6","","",""
"Yes, every 3-4 weeks","2013","Part Time","(1c) basic vocational qualification","31","0.0319478203568776","0.0209875833471448","0.0429080573666103"
"Yes, every 3-4 weeks","2013","Part Time","(2b) intermediate general qualification","6","","",""
"Yes, every 3-4 weeks","2013","Part Time","(2a) intermediate vocational","74","0.0440818776622114","0.0344997417871389","0.0536640135372839"
"Yes, every 3-4 weeks","2013","Part Time","(2c_gen) general maturity certificate","10","","",""
"Yes, every 3-4 weeks","2013","Part Time","(2c_voc) vocational maturity certificate","26","","",""
"Yes, every 3-4 weeks","2013","Part Time","(3a) lower tertiary education","15","","",""
"Yes, every 3-4 weeks","2013","Part Time","(3b) higher tertiary education","47","0.0726774640908237","0.0551006009408541","0.0902543272407933"
"Yes, every 3-4 weeks","2013","Not Working","(0) in school","","","",""
"Yes, every 3-4 weeks","2013","Not Working","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2013","Not Working","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2013","Not Working","(1c) basic vocational qualification","4","","",""
"Yes, every 3-4 weeks","2013","Not Working","(2b) intermediate general qualification","1","","",""
"Yes, every 3-4 weeks","2013","Not Working","(2a) intermediate vocational","8","","",""
"Yes, every 3-4 weeks","2013","Not Working","(2c_gen) general maturity certificate","2","","",""
"Yes, every 3-4 weeks","2013","Not Working","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every 3-4 weeks","2013","Not Working","(3a) lower tertiary education","2","","",""
"Yes, every 3-4 weeks","2013","Not Working","(3b) higher tertiary education","5","","",""
"Rarely","2013","Full Time","(0) in school","1","","",""
"Rarely","2013","Full Time","(1a) inadequately completed","7","","",""
"Rarely","2013","Full Time","(1b) general elementary school","37","0.113909473667949","0.0809535906801224","0.146865356655775"
"Rarely","2013","Full Time","(1c) basic vocational qualification","302","0.189271118522398","0.170534002776252","0.208008234268544"
"Rarely","2013","Full Time","(2b) intermediate general qualification","23","","",""
"Rarely","2013","Full Time","(2a) intermediate vocational","560","0.228328531467196","0.212466154584647","0.244190908349745"
"Rarely","2013","Full Time","(2c_gen) general maturity certificate","30","0.110550785332236","0.0689251056183268","0.152176465046144"
"Rarely","2013","Full Time","(2c_voc) vocational maturity certificate","203","0.240728181210382","0.213933982654038","0.267522379766727"
"Rarely","2013","Full Time","(3a) lower tertiary education","252","0.253463918838954","0.226117627740164","0.280810209937744"
"Rarely","2013","Full Time","(3b) higher tertiary education","423","0.254785190775324","0.234422132677714","0.275148248872934"
"Rarely","2013","Part Time","(0) in school","4","","",""
"Rarely","2013","Part Time","(1a) inadequately completed","3","","",""
"Rarely","2013","Part Time","(1b) general elementary school","25","","",""
"Rarely","2013","Part Time","(1c) basic vocational qualification","115","0.11894451270122","0.0987690371060867","0.139119988296353"
"Rarely","2013","Part Time","(2b) intermediate general qualification","14","","",""
"Rarely","2013","Part Time","(2a) intermediate vocational","235","0.134113916688601","0.118206881651975","0.150020951725227"
"Rarely","2013","Part Time","(2c_gen) general maturity certificate","37","0.156783051037516","0.115910615385399","0.197655486689633"
"Rarely","2013","Part Time","(2c_voc) vocational maturity certificate","78","0.122603016471616","0.0974470998488849","0.147758933094347"
"Rarely","2013","Part Time","(3a) lower tertiary education","71","0.174230637775575","0.138667586289066","0.209793689262085"
"Rarely","2013","Part Time","(3b) higher tertiary education","184","0.224240012224124","0.196001206615956","0.252478817832293"
"Rarely","2013","Not Working","(0) in school","3","","",""
"Rarely","2013","Not Working","(1a) inadequately completed","","","",""
"Rarely","2013","Not Working","(1b) general elementary school","1","","",""
"Rarely","2013","Not Working","(1c) basic vocational qualification","7","","",""
"Rarely","2013","Not Working","(2b) intermediate general qualification","3","","",""
"Rarely","2013","Not Working","(2a) intermediate vocational","10","","",""
"Rarely","2013","Not Working","(2c_gen) general maturity certificate","3","","",""
"Rarely","2013","Not Working","(2c_voc) vocational maturity certificate","4","","",""
"Rarely","2013","Not Working","(3a) lower tertiary education","4","","",""
"Rarely","2013","Not Working","(3b) higher tertiary education","7","","",""
"No, never","2014","Full Time","(0) in school","","","",""
"No, never","2014","Full Time","(1a) inadequately completed","","","",""
"No, never","2014","Full Time","(1b) general elementary school","","","",""
"No, never","2014","Full Time","(1c) basic vocational qualification","","","",""
"No, never","2014","Full Time","(2b) intermediate general qualification","","","",""
"No, never","2014","Full Time","(2a) intermediate vocational","","","",""
"No, never","2014","Full Time","(2c_gen) general maturity certificate","","","",""
"No, never","2014","Full Time","(2c_voc) vocational maturity certificate","","","",""
"No, never","2014","Full Time","(3a) lower tertiary education","","","",""
"No, never","2014","Full Time","(3b) higher tertiary education","","","",""
"No, never","2014","Part Time","(0) in school","","","",""
"No, never","2014","Part Time","(1a) inadequately completed","","","",""
"No, never","2014","Part Time","(1b) general elementary school","","","",""
"No, never","2014","Part Time","(1c) basic vocational qualification","","","",""
"No, never","2014","Part Time","(2b) intermediate general qualification","","","",""
"No, never","2014","Part Time","(2a) intermediate vocational","","","",""
"No, never","2014","Part Time","(2c_gen) general maturity certificate","","","",""
"No, never","2014","Part Time","(2c_voc) vocational maturity certificate","","","",""
"No, never","2014","Part Time","(3a) lower tertiary education","","","",""
"No, never","2014","Part Time","(3b) higher tertiary education","","","",""
"No, never","2014","Not Working","(0) in school","","","",""
"No, never","2014","Not Working","(1a) inadequately completed","","","",""
"No, never","2014","Not Working","(1b) general elementary school","","","",""
"No, never","2014","Not Working","(1c) basic vocational qualification","","","",""
"No, never","2014","Not Working","(2b) intermediate general qualification","","","",""
"No, never","2014","Not Working","(2a) intermediate vocational","","","",""
"No, never","2014","Not Working","(2c_gen) general maturity certificate","","","",""
"No, never","2014","Not Working","(2c_voc) vocational maturity certificate","","","",""
"No, never","2014","Not Working","(3a) lower tertiary education","","","",""
"No, never","2014","Not Working","(3b) higher tertiary education","","","",""
"Yes, every week","2014","Full Time","(0) in school","","","",""
"Yes, every week","2014","Full Time","(1a) inadequately completed","","","",""
"Yes, every week","2014","Full Time","(1b) general elementary school","","","",""
"Yes, every week","2014","Full Time","(1c) basic vocational qualification","","","",""
"Yes, every week","2014","Full Time","(2b) intermediate general qualification","","","",""
"Yes, every week","2014","Full Time","(2a) intermediate vocational","","","",""
"Yes, every week","2014","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2014","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2014","Full Time","(3a) lower tertiary education","","","",""
"Yes, every week","2014","Full Time","(3b) higher tertiary education","","","",""
"Yes, every week","2014","Part Time","(0) in school","","","",""
"Yes, every week","2014","Part Time","(1a) inadequately completed","","","",""
"Yes, every week","2014","Part Time","(1b) general elementary school","","","",""
"Yes, every week","2014","Part Time","(1c) basic vocational qualification","","","",""
"Yes, every week","2014","Part Time","(2b) intermediate general qualification","","","",""
"Yes, every week","2014","Part Time","(2a) intermediate vocational","","","",""
"Yes, every week","2014","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2014","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2014","Part Time","(3a) lower tertiary education","","","",""
"Yes, every week","2014","Part Time","(3b) higher tertiary education","","","",""
"Yes, every week","2014","Not Working","(0) in school","","","",""
"Yes, every week","2014","Not Working","(1a) inadequately completed","","","",""
"Yes, every week","2014","Not Working","(1b) general elementary school","","","",""
"Yes, every week","2014","Not Working","(1c) basic vocational qualification","","","",""
"Yes, every week","2014","Not Working","(2b) intermediate general qualification","","","",""
"Yes, every week","2014","Not Working","(2a) intermediate vocational","","","",""
"Yes, every week","2014","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2014","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2014","Not Working","(3a) lower tertiary education","","","",""
"Yes, every week","2014","Not Working","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2014","Full Time","(0) in school","","","",""
"Yes, every 2 weeks","2014","Full Time","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2014","Full Time","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2014","Full Time","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2014","Full Time","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2014","Full Time","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2014","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2014","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2014","Full Time","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2014","Full Time","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2014","Part Time","(0) in school","","","",""
"Yes, every 2 weeks","2014","Part Time","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2014","Part Time","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2014","Part Time","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2014","Part Time","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2014","Part Time","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2014","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2014","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2014","Part Time","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2014","Part Time","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2014","Not Working","(0) in school","","","",""
"Yes, every 2 weeks","2014","Not Working","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2014","Not Working","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2014","Not Working","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2014","Not Working","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2014","Not Working","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2014","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2014","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2014","Not Working","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2014","Not Working","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2014","Full Time","(0) in school","","","",""
"Yes, every 3-4 weeks","2014","Full Time","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2014","Full Time","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2014","Full Time","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2014","Full Time","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2014","Full Time","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2014","Full Time","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2014","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2014","Full Time","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2014","Full Time","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2014","Part Time","(0) in school","","","",""
"Yes, every 3-4 weeks","2014","Part Time","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2014","Part Time","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2014","Part Time","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2014","Part Time","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2014","Part Time","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2014","Part Time","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2014","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2014","Part Time","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2014","Part Time","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2014","Not Working","(0) in school","","","",""
"Yes, every 3-4 weeks","2014","Not Working","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2014","Not Working","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2014","Not Working","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2014","Not Working","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2014","Not Working","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2014","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2014","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2014","Not Working","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2014","Not Working","(3b) higher tertiary education","","","",""
"Rarely","2014","Full Time","(0) in school","","","",""
"Rarely","2014","Full Time","(1a) inadequately completed","","","",""
"Rarely","2014","Full Time","(1b) general elementary school","","","",""
"Rarely","2014","Full Time","(1c) basic vocational qualification","","","",""
"Rarely","2014","Full Time","(2b) intermediate general qualification","","","",""
"Rarely","2014","Full Time","(2a) intermediate vocational","","","",""
"Rarely","2014","Full Time","(2c_gen) general maturity certificate","","","",""
"Rarely","2014","Full Time","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2014","Full Time","(3a) lower tertiary education","","","",""
"Rarely","2014","Full Time","(3b) higher tertiary education","","","",""
"Rarely","2014","Part Time","(0) in school","","","",""
"Rarely","2014","Part Time","(1a) inadequately completed","","","",""
"Rarely","2014","Part Time","(1b) general elementary school","","","",""
"Rarely","2014","Part Time","(1c) basic vocational qualification","","","",""
"Rarely","2014","Part Time","(2b) intermediate general qualification","","","",""
"Rarely","2014","Part Time","(2a) intermediate vocational","","","",""
"Rarely","2014","Part Time","(2c_gen) general maturity certificate","","","",""
"Rarely","2014","Part Time","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2014","Part Time","(3a) lower tertiary education","","","",""
"Rarely","2014","Part Time","(3b) higher tertiary education","","","",""
"Rarely","2014","Not Working","(0) in school","","","",""
"Rarely","2014","Not Working","(1a) inadequately completed","","","",""
"Rarely","2014","Not Working","(1b) general elementary school","","","",""
"Rarely","2014","Not Working","(1c) basic vocational qualification","","","",""
"Rarely","2014","Not Working","(2b) intermediate general qualification","","","",""
"Rarely","2014","Not Working","(2a) intermediate vocational","","","",""
"Rarely","2014","Not Working","(2c_gen) general maturity certificate","","","",""
"Rarely","2014","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2014","Not Working","(3a) lower tertiary education","","","",""
"Rarely","2014","Not Working","(3b) higher tertiary education","","","",""
"No, never","2015","Full Time","(0) in school","3","","",""
"No, never","2015","Full Time","(1a) inadequately completed","58","0.620824630990212","0.521139146620116","0.720510115360308"
"No, never","2015","Full Time","(1b) general elementary school","271","0.649503664646391","0.603543617648084","0.695463711644698"
"No, never","2015","Full Time","(1c) basic vocational qualification","970","0.610595761492738","0.586695586050646","0.634495936934831"
"No, never","2015","Full Time","(2b) intermediate general qualification","175","0.738003085125937","0.681902257673556","0.794103912578318"
"No, never","2015","Full Time","(2a) intermediate vocational","1432","0.589747178211781","0.570157840838478","0.609336515585085"
"No, never","2015","Full Time","(2c_gen) general maturity certificate","161","0.585601110564427","0.527693461963211","0.643508759165643"
"No, never","2015","Full Time","(2c_voc) vocational maturity certificate","629","0.546566426302099","0.516695809288967","0.576437043315231"
"No, never","2015","Full Time","(3a) lower tertiary education","508","0.550701113307178","0.517854863972215","0.583547362642141"
"No, never","2015","Full Time","(3b) higher tertiary education","797","0.427238094678651","0.404341020368394","0.450135168988909"
"No, never","2015","Part Time","(0) in school","16","","",""
"No, never","2015","Part Time","(1a) inadequately completed","52","0.682846965724465","0.574600171349534","0.791093760099396"
"No, never","2015","Part Time","(1b) general elementary school","267","0.707140504370987","0.66064545708791","0.753635551654064"
"No, never","2015","Part Time","(1c) basic vocational qualification","634","0.698606654495998","0.668578056342375","0.72863525264962"
"No, never","2015","Part Time","(2b) intermediate general qualification","117","0.694459151458147","0.623959956154369","0.764958346761925"
"No, never","2015","Part Time","(2a) intermediate vocational","1069","0.686100895998269","0.662945396209428","0.709256395787109"
"No, never","2015","Part Time","(2c_gen) general maturity certificate","235","0.556390361221275","0.506504682081616","0.606276040360935"
"No, never","2015","Part Time","(2c_voc) vocational maturity certificate","490","0.685242762502569","0.651009485420846","0.719476039584293"
"No, never","2015","Part Time","(3a) lower tertiary education","267","0.715700232094745","0.671103231855074","0.760297232334415"
"No, never","2015","Part Time","(3b) higher tertiary education","493","0.493221180148695","0.461123753003822","0.525318607293569"
"No, never","2015","Not Working","(0) in school","8","","",""
"No, never","2015","Not Working","(1a) inadequately completed","9","","",""
"No, never","2015","Not Working","(1b) general elementary school","22","","",""
"No, never","2015","Not Working","(1c) basic vocational qualification","33","0.832716767593898","0.721161848914485","0.944271686273312"
"No, never","2015","Not Working","(2b) intermediate general qualification","18","","",""
"No, never","2015","Not Working","(2a) intermediate vocational","34","0.729685976033998","0.604045445699585","0.855326506368412"
