"plb0219","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2005","16-34 y.","Couple + C. GT 16 ","51","0.0761306995196","0.0556478518343016","0.0966135472048985"
"Yes, every 2 weeks","2005","16-34 y.","Couple + C. LE and GT 16","11","","",""
"Yes, every 2 weeks","2005","35-65 y.","1-pers.-HH","67","0.0815245926392497","0.0621464659413203","0.100902719337179"
"Yes, every 2 weeks","2005","35-65 y.","(Married) couple without C. ","160","0.0918858516932434","0.0796213216969532","0.104150381689534"
"Yes, every 2 weeks","2005","35-65 y.","Single parent ","40","0.112577962167737","0.0808401197505736","0.1443158045849"
"Yes, every 2 weeks","2005","35-65 y.","Couple + C. LE 16 ","172","0.0937822573436644","0.0810217622758514","0.106542752411477"
"Yes, every 2 weeks","2005","35-65 y.","Couple + C. GT 16 ","96","0.0685597414485689","0.0558390541043219","0.081280428792816"
"Yes, every 2 weeks","2005","35-65 y.","Couple + C. LE and GT 16","75","0.10328201231064","0.082140704793347","0.124423319827933"
"Yes, every 2 weeks","2005","66 and older","1-pers.-HH","","","",""
"Yes, every 2 weeks","2005","66 and older","(Married) couple without C. ","4","","",""
"Yes, every 2 weeks","2005","66 and older","Single parent ","","","",""
"Yes, every 2 weeks","2005","66 and older","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2005","66 and older","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2005","66 and older","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2005","16-34 y.","1-pers.-HH","36","0.07189436408774","0.0494095014034621","0.0943792267720179"
"Yes, every 3-4 weeks","2005","16-34 y.","(Married) couple without C. ","32","0.0510914183290017","0.035395983210499","0.0667868534475045"
"Yes, every 3-4 weeks","2005","16-34 y.","Single parent ","9","","",""
"Yes, every 3-4 weeks","2005","16-34 y.","Couple + C. LE 16 ","37","0.0722753011778526","0.052245110134231","0.0923054922214741"
"Yes, every 3-4 weeks","2005","16-34 y.","Couple + C. GT 16 ","30","0.0321389483391245","0.0185173680417135","0.0457605286365355"
"Yes, every 3-4 weeks","2005","16-34 y.","Couple + C. LE and GT 16","9","","",""
"Yes, every 3-4 weeks","2005","35-65 y.","1-pers.-HH","43","0.0623196143280304","0.0452008071378989","0.0794384215181618"
"Yes, every 3-4 weeks","2005","35-65 y.","(Married) couple without C. ","93","0.0476299173804431","0.0385871959468517","0.0566726388140345"
"Yes, every 3-4 weeks","2005","35-65 y.","Single parent ","22","","",""
"Yes, every 3-4 weeks","2005","35-65 y.","Couple + C. LE 16 ","124","0.0596448582931389","0.0492785681575233","0.0700111484287544"
"Yes, every 3-4 weeks","2005","35-65 y.","Couple + C. GT 16 ","78","0.0599782329684657","0.0480255808695869","0.0719308850673445"
"Yes, every 3-4 weeks","2005","35-65 y.","Couple + C. LE and GT 16","47","0.0516590447365069","0.0362829163728005","0.0670351731002132"
"Yes, every 3-4 weeks","2005","66 and older","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2005","66 and older","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2005","66 and older","Single parent ","","","",""
"Yes, every 3-4 weeks","2005","66 and older","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2005","66 and older","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2005","66 and older","Couple + C. LE and GT 16","","","",""
"Rarely","2005","16-34 y.","1-pers.-HH","89","0.174328960881499","0.141304753111429","0.207353168651569"
"Rarely","2005","16-34 y.","(Married) couple without C. ","128","0.161002996963449","0.134804017278346","0.187201976648551"
"Rarely","2005","16-34 y.","Single parent ","24","","",""
"Rarely","2005","16-34 y.","Couple + C. LE 16 ","97","0.152408995518684","0.124606802968168","0.1802111880692"
"Rarely","2005","16-34 y.","Couple + C. GT 16 ","66","0.110044168497241","0.0858743771909281","0.134213959803553"
"Rarely","2005","16-34 y.","Couple + C. LE and GT 16","16","","",""
"Rarely","2005","35-65 y.","1-pers.-HH","165","0.208945466873369","0.180154689274427","0.237736244472312"
"Rarely","2005","35-65 y.","(Married) couple without C. ","401","0.177186799172382","0.160975318871245","0.193398279473519"
"Rarely","2005","35-65 y.","Single parent ","61","0.148455256290217","0.11275370157439","0.184156811006043"
"Rarely","2005","35-65 y.","Couple + C. LE 16 ","421","0.200258235803235","0.182741185235857","0.217775286370613"
"Rarely","2005","35-65 y.","Couple + C. GT 16 ","292","0.181589334659934","0.162183635282174","0.200995034037693"
"Rarely","2005","35-65 y.","Couple + C. LE and GT 16","147","0.194092203175822","0.166617166503874","0.22156723984777"
"Rarely","2005","66 and older","1-pers.-HH","2","","",""
"Rarely","2005","66 and older","(Married) couple without C. ","14","","",""
"Rarely","2005","66 and older","Single parent ","","","",""
"Rarely","2005","66 and older","Couple + C. LE 16 ","","","",""
"Rarely","2005","66 and older","Couple + C. GT 16 ","","","",""
"Rarely","2005","66 and older","Couple + C. LE and GT 16","","","",""
"No, never","2006","16-34 y.","1-pers.-HH","","","",""
"No, never","2006","16-34 y.","(Married) couple without C. ","","","",""
"No, never","2006","16-34 y.","Single parent ","","","",""
"No, never","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"No, never","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"No, never","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"No, never","2006","35-65 y.","1-pers.-HH","","","",""
"No, never","2006","35-65 y.","(Married) couple without C. ","","","",""
"No, never","2006","35-65 y.","Single parent ","","","",""
"No, never","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"No, never","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"No, never","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"No, never","2006","66 and older","1-pers.-HH","","","",""
"No, never","2006","66 and older","(Married) couple without C. ","","","",""
"No, never","2006","66 and older","Single parent ","","","",""
"No, never","2006","66 and older","Couple + C. LE 16 ","","","",""
"No, never","2006","66 and older","Couple + C. GT 16 ","","","",""
"No, never","2006","66 and older","Couple + C. LE and GT 16","","","",""
"Yes, every week","2006","16-34 y.","1-pers.-HH","","","",""
"Yes, every week","2006","16-34 y.","(Married) couple without C. ","","","",""
"Yes, every week","2006","16-34 y.","Single parent ","","","",""
"Yes, every week","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"Yes, every week","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"Yes, every week","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"Yes, every week","2006","35-65 y.","1-pers.-HH","","","",""
"Yes, every week","2006","35-65 y.","(Married) couple without C. ","","","",""
"Yes, every week","2006","35-65 y.","Single parent ","","","",""
"Yes, every week","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"Yes, every week","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"Yes, every week","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"Yes, every week","2006","66 and older","1-pers.-HH","","","",""
"Yes, every week","2006","66 and older","(Married) couple without C. ","","","",""
"Yes, every week","2006","66 and older","Single parent ","","","",""
"Yes, every week","2006","66 and older","Couple + C. LE 16 ","","","",""
"Yes, every week","2006","66 and older","Couple + C. GT 16 ","","","",""
"Yes, every week","2006","66 and older","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2006","16-34 y.","1-pers.-HH","","","",""
"Yes, every 2 weeks","2006","16-34 y.","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2006","16-34 y.","Single parent ","","","",""
"Yes, every 2 weeks","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2006","35-65 y.","1-pers.-HH","","","",""
"Yes, every 2 weeks","2006","35-65 y.","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2006","35-65 y.","Single parent ","","","",""
"Yes, every 2 weeks","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2006","66 and older","1-pers.-HH","","","",""
"Yes, every 2 weeks","2006","66 and older","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2006","66 and older","Single parent ","","","",""
"Yes, every 2 weeks","2006","66 and older","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2006","66 and older","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2006","66 and older","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","Single parent ","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","Single parent ","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2006","66 and older","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2006","66 and older","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2006","66 and older","Single parent ","","","",""
"Yes, every 3-4 weeks","2006","66 and older","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2006","66 and older","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2006","66 and older","Couple + C. LE and GT 16","","","",""
"Rarely","2006","16-34 y.","1-pers.-HH","","","",""
"Rarely","2006","16-34 y.","(Married) couple without C. ","","","",""
"Rarely","2006","16-34 y.","Single parent ","","","",""
"Rarely","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"Rarely","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"Rarely","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"Rarely","2006","35-65 y.","1-pers.-HH","","","",""
"Rarely","2006","35-65 y.","(Married) couple without C. ","","","",""
"Rarely","2006","35-65 y.","Single parent ","","","",""
"Rarely","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"Rarely","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"Rarely","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"Rarely","2006","66 and older","1-pers.-HH","","","",""
"Rarely","2006","66 and older","(Married) couple without C. ","","","",""
"Rarely","2006","66 and older","Single parent ","","","",""
"Rarely","2006","66 and older","Couple + C. LE 16 ","","","",""
"Rarely","2006","66 and older","Couple + C. GT 16 ","","","",""
"Rarely","2006","66 and older","Couple + C. LE and GT 16","","","",""
"No, never","2007","16-34 y.","1-pers.-HH","283","0.527554597170872","0.483485500236196","0.571623694105547"
"No, never","2007","16-34 y.","(Married) couple without C. ","440","0.593213111701609","0.557181156489406","0.629245066913812"
"No, never","2007","16-34 y.","Single parent ","137","0.68343276055633","0.618314778101838","0.748550743010823"
"No, never","2007","16-34 y.","Couple + C. LE 16 ","401","0.632624753499024","0.595098820582043","0.670150686416004"
"No, never","2007","16-34 y.","Couple + C. GT 16 ","438","0.722676699035936","0.687237568340422","0.758115829731451"
"No, never","2007","16-34 y.","Couple + C. LE and GT 16","138","0.769960034118291","0.7081336527203","0.831786415516283"
"No, never","2007","35-65 y.","1-pers.-HH","481","0.582792562074843","0.549604401223963","0.615980722925723"
"No, never","2007","35-65 y.","(Married) couple without C. ","1403","0.613003092412773","0.592997488973798","0.633008695851748"
"No, never","2007","35-65 y.","Single parent ","255","0.584822275594891","0.537697160805968","0.631947390383815"
"No, never","2007","35-65 y.","Couple + C. LE 16 ","1163","0.551948073015016","0.530483757382125","0.573412388647906"
"No, never","2007","35-65 y.","Couple + C. GT 16 ","951","0.615126788204753","0.591104678456702","0.639148897952804"
"No, never","2007","35-65 y.","Couple + C. LE and GT 16","468","0.656525145580836","0.621887158282108","0.691163132879565"
"No, never","2007","66 and older","1-pers.-HH","17","","",""
"No, never","2007","66 and older","(Married) couple without C. ","75","0.69296372432546","0.60902368054475","0.776903768106169"
"No, never","2007","66 and older","Single parent ","1","","",""
"No, never","2007","66 and older","Couple + C. LE 16 ","","","",""
"No, never","2007","66 and older","Couple + C. GT 16 ","8","","",""
"No, never","2007","66 and older","Couple + C. LE and GT 16","2","","",""
"Yes, every week","2007","16-34 y.","1-pers.-HH","43","0.0828291407720776","0.0584991842224823","0.107159097321673"
"Yes, every week","2007","16-34 y.","(Married) couple without C. ","35","0.0370052937994717","0.0231587028292983","0.0508518847696452"
"Yes, every week","2007","16-34 y.","Single parent ","13","","",""
"Yes, every week","2007","16-34 y.","Couple + C. LE 16 ","31","0.0417355834063851","0.0261687819153171","0.0573023848974531"
"Yes, every week","2007","16-34 y.","Couple + C. GT 16 ","23","","",""
"Yes, every week","2007","16-34 y.","Couple + C. LE and GT 16","6","","",""
"Yes, every week","2007","35-65 y.","1-pers.-HH","61","0.0664690699998415","0.0497032684248164","0.0832348715748665"
"Yes, every week","2007","35-65 y.","(Married) couple without C. ","159","0.0658024931464773","0.0556187578567893","0.0759862284361652"
"Yes, every week","2007","35-65 y.","Single parent ","29","","",""
"Yes, every week","2007","35-65 y.","Couple + C. LE 16 ","139","0.0650015857470872","0.0543608618711236","0.0756423096230509"
"Yes, every week","2007","35-65 y.","Couple + C. GT 16 ","117","0.0706607079269686","0.0580090883031959","0.0833123275507414"
"Yes, every week","2007","35-65 y.","Couple + C. LE and GT 16","41","0.0621965125325642","0.0445800611008098","0.0798129639643187"
"Yes, every week","2007","66 and older","1-pers.-HH","8","","",""
"Yes, every week","2007","66 and older","(Married) couple without C. ","5","","",""
"Yes, every week","2007","66 and older","Single parent ","","","",""
"Yes, every week","2007","66 and older","Couple + C. LE 16 ","","","",""
"Yes, every week","2007","66 and older","Couple + C. GT 16 ","3","","",""
"Yes, every week","2007","66 and older","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2007","16-34 y.","1-pers.-HH","54","0.114660625740977","0.0865360049948805","0.142785246487074"
"Yes, every 2 weeks","2007","16-34 y.","(Married) couple without C. ","82","0.127754520352207","0.103269160744513","0.152239879959901"
"Yes, every 2 weeks","2007","16-34 y.","Single parent ","16","","",""
"Yes, every 2 weeks","2007","16-34 y.","Couple + C. LE 16 ","57","0.126899412791525","0.100989532380897","0.152809293202152"
"Yes, every 2 weeks","2007","16-34 y.","Couple + C. GT 16 ","51","0.0850658347671895","0.062981192926243","0.107150476608136"
"Yes, every 2 weeks","2007","16-34 y.","Couple + C. LE and GT 16","12","","",""
"Yes, every 2 weeks","2007","35-65 y.","1-pers.-HH","77","0.0968419607674877","0.0769368853253355","0.11674703620964"
"Yes, every 2 weeks","2007","35-65 y.","(Married) couple without C. ","161","0.0752293776931662","0.0643956647822334","0.086063090604099"
"Yes, every 2 weeks","2007","35-65 y.","Single parent ","45","0.110338811660823","0.0803748026235667","0.14030282069808"
"Yes, every 2 weeks","2007","35-65 y.","Couple + C. LE 16 ","185","0.0973120874735545","0.0845195714831846","0.110104603463924"
"Yes, every 2 weeks","2007","35-65 y.","Couple + C. GT 16 ","124","0.070932970152406","0.0582588569660388","0.0836070833387733"
"Yes, every 2 weeks","2007","35-65 y.","Couple + C. LE and GT 16","54","0.0672269341194004","0.0489611153764308","0.0854927528623701"
"Yes, every 2 weeks","2007","66 and older","1-pers.-HH","1","","",""
"Yes, every 2 weeks","2007","66 and older","(Married) couple without C. ","5","","",""
"Yes, every 2 weeks","2007","66 and older","Single parent ","","","",""
"Yes, every 2 weeks","2007","66 and older","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2007","66 and older","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2007","66 and older","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2007","16-34 y.","1-pers.-HH","21","","",""
"Yes, every 3-4 weeks","2007","16-34 y.","(Married) couple without C. ","40","0.0721696458748089","0.0531890186205503","0.0911502731290675"
"Yes, every 3-4 weeks","2007","16-34 y.","Single parent ","8","","",""
"Yes, every 3-4 weeks","2007","16-34 y.","Couple + C. LE 16 ","43","0.0657998562505858","0.046500807668415","0.0850989048327565"
"Yes, every 3-4 weeks","2007","16-34 y.","Couple + C. GT 16 ","30","0.0527024845415491","0.0350145713700891","0.0703903977130091"
"Yes, every 3-4 weeks","2007","16-34 y.","Couple + C. LE and GT 16","5","","",""
"Yes, every 3-4 weeks","2007","35-65 y.","1-pers.-HH","53","0.0585484907322649","0.0427466749299531","0.0743503065345766"
"Yes, every 3-4 weeks","2007","35-65 y.","(Married) couple without C. ","105","0.0501977967573152","0.0412291795120578","0.0591664140025726"
"Yes, every 3-4 weeks","2007","35-65 y.","Single parent ","18","","",""
"Yes, every 3-4 weeks","2007","35-65 y.","Couple + C. LE 16 ","123","0.06645675050567","0.055705956685195","0.0772075443261449"
"Yes, every 3-4 weeks","2007","35-65 y.","Couple + C. GT 16 ","86","0.0604913486536686","0.0487216048406052","0.0722610924667321"
"Yes, every 3-4 weeks","2007","35-65 y.","Couple + C. LE and GT 16","40","0.0395438759465997","0.0253285155468123","0.0537592363463871"
"Yes, every 3-4 weeks","2007","66 and older","1-pers.-HH","1","","",""
"Yes, every 3-4 weeks","2007","66 and older","(Married) couple without C. ","7","","",""
"Yes, every 3-4 weeks","2007","66 and older","Single parent ","","","",""
"Yes, every 3-4 weeks","2007","66 and older","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2007","66 and older","Couple + C. GT 16 ","1","","",""
"Yes, every 3-4 weeks","2007","66 and older","Couple + C. LE and GT 16","","","",""
"Rarely","2007","16-34 y.","1-pers.-HH","92","0.231291583959268","0.194070813001095","0.26851235491744"
"Rarely","2007","16-34 y.","(Married) couple without C. ","117","0.169857428271903","0.142314025027848","0.197400831515958"
"Rarely","2007","16-34 y.","Single parent ","22","","",""
"Rarely","2007","16-34 y.","Couple + C. LE 16 ","102","0.132940394052481","0.106512873455743","0.159367914649219"
"Rarely","2007","16-34 y.","Couple + C. GT 16 ","71","0.111842330864086","0.0868925926226602","0.136792069105511"
"Rarely","2007","16-34 y.","Couple + C. LE and GT 16","17","","",""
"Rarely","2007","35-65 y.","1-pers.-HH","176","0.195347916425563","0.16866344364146","0.222032389209666"
"Rarely","2007","35-65 y.","(Married) couple without C. ","449","0.195767239990268","0.179469497007197","0.212064982973339"
"Rarely","2007","35-65 y.","Single parent ","73","0.187432301182449","0.15010939599383","0.224755206371068"
"Rarely","2007","35-65 y.","Couple + C. LE 16 ","452","0.219281503258672","0.201422714724257","0.237140291793088"
"Rarely","2007","35-65 y.","Couple + C. GT 16 ","298","0.182788185062204","0.163706735521678","0.20186963460273"
"Rarely","2007","35-65 y.","Couple + C. LE and GT 16","119","0.174507531820599","0.14682262043169","0.202192443209508"
"Rarely","2007","66 and older","1-pers.-HH","6","","",""
"Rarely","2007","66 and older","(Married) couple without C. ","24","","",""
"Rarely","2007","66 and older","Single parent ","1","","",""
"Rarely","2007","66 and older","Couple + C. LE 16 ","","","",""
"Rarely","2007","66 and older","Couple + C. GT 16 ","2","","",""
"Rarely","2007","66 and older","Couple + C. LE and GT 16","","","",""
"No, never","2008","16-34 y.","1-pers.-HH","","","",""
"No, never","2008","16-34 y.","(Married) couple without C. ","","","",""
"No, never","2008","16-34 y.","Single parent ","","","",""
"No, never","2008","16-34 y.","Couple + C. LE 16 ","","","",""
"No, never","2008","16-34 y.","Couple + C. GT 16 ","","","",""
"No, never","2008","16-34 y.","Couple + C. LE and GT 16","","","",""
"No, never","2008","35-65 y.","1-pers.-HH","","","",""
"No, never","2008","35-65 y.","(Married) couple without C. ","","","",""
"No, never","2008","35-65 y.","Single parent ","","","",""
"No, never","2008","35-65 y.","Couple + C. LE 16 ","","","",""
"No, never","2008","35-65 y.","Couple + C. GT 16 ","","","",""
"No, never","2008","35-65 y.","Couple + C. LE and GT 16","","","",""
"No, never","2008","66 and older","1-pers.-HH","","","",""
"No, never","2008","66 and older","(Married) couple without C. ","","","",""
"No, never","2008","66 and older","Single parent ","","","",""
"No, never","2008","66 and older","Couple + C. LE 16 ","","","",""
"No, never","2008","66 and older","Couple + C. GT 16 ","","","",""
"No, never","2008","66 and older","Couple + C. LE and GT 16","","","",""
"Yes, every week","2008","16-34 y.","1-pers.-HH","","","",""
"Yes, every week","2008","16-34 y.","(Married) couple without C. ","","","",""
"Yes, every week","2008","16-34 y.","Single parent ","","","",""
"Yes, every week","2008","16-34 y.","Couple + C. LE 16 ","","","",""
"Yes, every week","2008","16-34 y.","Couple + C. GT 16 ","","","",""
"Yes, every week","2008","16-34 y.","Couple + C. LE and GT 16","","","",""
"Yes, every week","2008","35-65 y.","1-pers.-HH","","","",""
"Yes, every week","2008","35-65 y.","(Married) couple without C. ","","","",""
"Yes, every week","2008","35-65 y.","Single parent ","","","",""
"Yes, every week","2008","35-65 y.","Couple + C. LE 16 ","","","",""
"Yes, every week","2008","35-65 y.","Couple + C. GT 16 ","","","",""
"Yes, every week","2008","35-65 y.","Couple + C. LE and GT 16","","","",""
"Yes, every week","2008","66 and older","1-pers.-HH","","","",""
"Yes, every week","2008","66 and older","(Married) couple without C. ","","","",""
"Yes, every week","2008","66 and older","Single parent ","","","",""
"Yes, every week","2008","66 and older","Couple + C. LE 16 ","","","",""
"Yes, every week","2008","66 and older","Couple + C. GT 16 ","","","",""
"Yes, every week","2008","66 and older","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2008","16-34 y.","1-pers.-HH","","","",""
"Yes, every 2 weeks","2008","16-34 y.","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2008","16-34 y.","Single parent ","","","",""
"Yes, every 2 weeks","2008","16-34 y.","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2008","16-34 y.","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2008","16-34 y.","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2008","35-65 y.","1-pers.-HH","","","",""
"Yes, every 2 weeks","2008","35-65 y.","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2008","35-65 y.","Single parent ","","","",""
"Yes, every 2 weeks","2008","35-65 y.","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2008","35-65 y.","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2008","35-65 y.","Couple + C. LE and GT 16","","","",""
"Yes, every 2 weeks","2008","66 and older","1-pers.-HH","","","",""
"Yes, every 2 weeks","2008","66 and older","(Married) couple without C. ","","","",""
"Yes, every 2 weeks","2008","66 and older","Single parent ","","","",""
"Yes, every 2 weeks","2008","66 and older","Couple + C. LE 16 ","","","",""
"Yes, every 2 weeks","2008","66 and older","Couple + C. GT 16 ","","","",""
"Yes, every 2 weeks","2008","66 and older","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","(Married) couple without C. ","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","Single parent ","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","Couple + C. LE 16 ","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","Couple + C. GT 16 ","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","Couple + C. LE and GT 16","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","1-pers.-HH","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","(Married) couple without C. ","","","",""
