"plh0106","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Quite unimportant","1995","16-34 y.","Male","12","","","","4"
"Quite unimportant","1995","16-34 y.","Female","18","","","","4"
"Quite unimportant","1995","35-65 y.","Male","93","0.040543494787105","0.0332589066473157","0.0478280829268944","4"
"Quite unimportant","1995","35-65 y.","Female","103","0.0442412596631665","0.0368044956771439","0.0516780236491891","4"
"Quite unimportant","1995","66 and older","Male","79","0.173534385087247","0.141651793708102","0.205416976466392","4"
"Quite unimportant","1995","66 and older","Female","156","0.184675926350103","0.159505940106948","0.209845912593259","4"
"Very important","1995","16-34 y.","Male","621","0.314072937091268","0.293498453799367","0.33464742038317","1"
"Very important","1995","16-34 y.","Female","626","0.305375542382049","0.285330532407204","0.325420552356893","1"
"Very important","1995","35-65 y.","Male","470","0.163589866144851","0.149927698588471","0.17725203370123","1"
"Very important","1995","35-65 y.","Female","486","0.167498106920541","0.153993135044365","0.181003078796716","1"
"Very important","1995","66 and older","Male","36","0.0666460744028671","0.0456489938783018","0.0876431549274324","1"
"Very important","1995","66 and older","Female","56","0.0576617384360593","0.042541453315985","0.0727820235561337","1"
"Important","1996","16-34 y.","Female","","","","","2"
"Important","1996","16-34 y.","Male","","","","","2"
"Important","1996","35-65 y.","Female","","","","","2"
"Important","1996","35-65 y.","Male","","","","","2"
"Important","1996","66 and older","Male","","","","","2"
"Important","1996","66 and older","Female","","","","","2"
"Less important","1996","16-34 y.","Female","","","","","3"
"Less important","1996","16-34 y.","Male","","","","","3"
"Less important","1996","35-65 y.","Female","","","","","3"
"Less important","1996","35-65 y.","Male","","","","","3"
"Less important","1996","66 and older","Male","","","","","3"
"Less important","1996","66 and older","Female","","","","","3"
"Quite unimportant","1996","16-34 y.","Male","","","","","4"
"Quite unimportant","1996","16-34 y.","Female","","","","","4"
"Quite unimportant","1996","35-65 y.","Male","","","","","4"
"Quite unimportant","1996","35-65 y.","Female","","","","","4"
"Quite unimportant","1996","66 and older","Male","","","","","4"
"Quite unimportant","1996","66 and older","Female","","","","","4"
"Very important","1996","16-34 y.","Male","","","","","1"
"Very important","1996","16-34 y.","Female","","","","","1"
"Very important","1996","35-65 y.","Male","","","","","1"
"Very important","1996","35-65 y.","Female","","","","","1"
"Very important","1996","66 and older","Male","","","","","1"
"Very important","1996","66 and older","Female","","","","","1"
"Important","1997","16-34 y.","Male","","","","","2"
"Important","1997","16-34 y.","Female","","","","","2"
"Important","1997","35-65 y.","Female","","","","","2"
"Important","1997","35-65 y.","Male","","","","","2"
"Important","1997","66 and older","Male","","","","","2"
"Important","1997","66 and older","Female","","","","","2"
"Less important","1997","16-34 y.","Male","","","","","3"
"Less important","1997","16-34 y.","Female","","","","","3"
"Less important","1997","35-65 y.","Male","","","","","3"
"Less important","1997","35-65 y.","Female","","","","","3"
"Less important","1997","66 and older","Male","","","","","3"
"Less important","1997","66 and older","Female","","","","","3"
"Quite unimportant","1997","16-34 y.","Male","","","","","4"
"Quite unimportant","1997","16-34 y.","Female","","","","","4"
"Quite unimportant","1997","35-65 y.","Male","","","","","4"
"Quite unimportant","1997","35-65 y.","Female","","","","","4"
"Quite unimportant","1997","66 and older","Male","","","","","4"
"Quite unimportant","1997","66 and older","Female","","","","","4"
"Very important","1997","16-34 y.","Male","","","","","1"
"Very important","1997","16-34 y.","Female","","","","","1"
"Very important","1997","35-65 y.","Male","","","","","1"
"Very important","1997","35-65 y.","Female","","","","","1"
"Very important","1997","66 and older","Male","","","","","1"
"Very important","1997","66 and older","Female","","","","","1"
"Important","1998","16-34 y.","Male","","","","","2"
"Important","1998","16-34 y.","Female","","","","","2"
"Important","1998","35-65 y.","Female","","","","","2"
"Important","1998","35-65 y.","Male","","","","","2"
"Important","1998","66 and older","Male","","","","","2"
"Important","1998","66 and older","Female","","","","","2"
"Less important","1998","16-34 y.","Male","","","","","3"
"Less important","1998","16-34 y.","Female","","","","","3"
"Less important","1998","35-65 y.","Female","","","","","3"
"Less important","1998","35-65 y.","Male","","","","","3"
"Less important","1998","66 and older","Male","","","","","3"
"Less important","1998","66 and older","Female","","","","","3"
"Quite unimportant","1998","16-34 y.","Male","","","","","4"
"Quite unimportant","1998","16-34 y.","Female","","","","","4"
"Quite unimportant","1998","35-65 y.","Male","","","","","4"
"Quite unimportant","1998","35-65 y.","Female","","","","","4"
"Quite unimportant","1998","66 and older","Male","","","","","4"
"Quite unimportant","1998","66 and older","Female","","","","","4"
"Very important","1998","16-34 y.","Male","","","","","1"
"Very important","1998","16-34 y.","Female","","","","","1"
"Very important","1998","35-65 y.","Male","","","","","1"
"Very important","1998","35-65 y.","Female","","","","","1"
"Very important","1998","66 and older","Male","","","","","1"
"Very important","1998","66 and older","Female","","","","","1"
"Important","1999","16-34 y.","Male","","","","","2"
"Important","1999","16-34 y.","Female","","","","","2"
"Important","1999","35-65 y.","Male","","","","","2"
"Important","1999","35-65 y.","Female","","","","","2"
"Important","1999","66 and older","Male","","","","","2"
"Important","1999","66 and older","Female","","","","","2"
"Less important","1999","16-34 y.","Male","","","","","3"
"Less important","1999","16-34 y.","Female","","","","","3"
"Less important","1999","35-65 y.","Female","","","","","3"
"Less important","1999","35-65 y.","Male","","","","","3"
"Less important","1999","66 and older","Male","","","","","3"
"Less important","1999","66 and older","Female","","","","","3"
"Quite unimportant","1999","16-34 y.","Female","","","","","4"
"Quite unimportant","1999","16-34 y.","Male","","","","","4"
"Quite unimportant","1999","35-65 y.","Male","","","","","4"
"Quite unimportant","1999","35-65 y.","Female","","","","","4"
"Quite unimportant","1999","66 and older","Male","","","","","4"
"Quite unimportant","1999","66 and older","Female","","","","","4"
"Very important","1999","16-34 y.","Male","","","","","1"
"Very important","1999","16-34 y.","Female","","","","","1"
"Very important","1999","35-65 y.","Male","","","","","1"
"Very important","1999","35-65 y.","Female","","","","","1"
"Very important","1999","66 and older","Male","","","","","1"
"Very important","1999","66 and older","Female","","","","","1"
"Important","2000","16-34 y.","Female","","","","","2"
"Important","2000","16-34 y.","Male","","","","","2"
"Important","2000","35-65 y.","Male","","","","","2"
"Important","2000","35-65 y.","Female","","","","","2"
"Important","2000","66 and older","Male","","","","","2"
"Important","2000","66 and older","Female","","","","","2"
"Less important","2000","16-34 y.","Female","","","","","3"
"Less important","2000","16-34 y.","Male","","","","","3"
"Less important","2000","35-65 y.","Female","","","","","3"
"Less important","2000","35-65 y.","Male","","","","","3"
"Less important","2000","66 and older","Male","","","","","3"
"Less important","2000","66 and older","Female","","","","","3"
"Quite unimportant","2000","16-34 y.","Female","","","","","4"
"Quite unimportant","2000","16-34 y.","Male","","","","","4"
"Quite unimportant","2000","35-65 y.","Male","","","","","4"
"Quite unimportant","2000","35-65 y.","Female","","","","","4"
"Quite unimportant","2000","66 and older","Male","","","","","4"
"Quite unimportant","2000","66 and older","Female","","","","","4"
"Very important","2000","16-34 y.","Male","","","","","1"
"Very important","2000","16-34 y.","Female","","","","","1"
"Very important","2000","35-65 y.","Male","","","","","1"
"Very important","2000","35-65 y.","Female","","","","","1"
"Very important","2000","66 and older","Male","","","","","1"
"Very important","2000","66 and older","Female","","","","","1"
"Important","2001","16-34 y.","Male","","","","","2"
"Important","2001","16-34 y.","Female","","","","","2"
"Important","2001","35-65 y.","Female","","","","","2"
"Important","2001","35-65 y.","Male","","","","","2"
"Important","2001","66 and older","Male","","","","","2"
"Important","2001","66 and older","Female","","","","","2"
"Less important","2001","16-34 y.","Male","","","","","3"
"Less important","2001","16-34 y.","Female","","","","","3"
"Less important","2001","35-65 y.","Female","","","","","3"
"Less important","2001","35-65 y.","Male","","","","","3"
"Less important","2001","66 and older","Male","","","","","3"
"Less important","2001","66 and older","Female","","","","","3"
"Quite unimportant","2001","16-34 y.","Female","","","","","4"
"Quite unimportant","2001","16-34 y.","Male","","","","","4"
"Quite unimportant","2001","35-65 y.","Female","","","","","4"
"Quite unimportant","2001","35-65 y.","Male","","","","","4"
"Quite unimportant","2001","66 and older","Male","","","","","4"
"Quite unimportant","2001","66 and older","Female","","","","","4"
"Very important","2001","16-34 y.","Male","","","","","1"
"Very important","2001","16-34 y.","Female","","","","","1"
"Very important","2001","35-65 y.","Female","","","","","1"
"Very important","2001","35-65 y.","Male","","","","","1"
"Very important","2001","66 and older","Female","","","","","1"
"Very important","2001","66 and older","Male","","","","","1"
"Important","2002","16-34 y.","Female","","","","","2"
"Important","2002","16-34 y.","Male","","","","","2"
"Important","2002","35-65 y.","Male","","","","","2"
"Important","2002","35-65 y.","Female","","","","","2"
"Important","2002","66 and older","Male","","","","","2"
"Important","2002","66 and older","Female","","","","","2"
"Less important","2002","16-34 y.","Male","","","","","3"
"Less important","2002","16-34 y.","Female","","","","","3"
"Less important","2002","35-65 y.","Male","","","","","3"
"Less important","2002","35-65 y.","Female","","","","","3"
"Less important","2002","66 and older","Male","","","","","3"
"Less important","2002","66 and older","Female","","","","","3"
"Quite unimportant","2002","16-34 y.","Male","","","","","4"
"Quite unimportant","2002","16-34 y.","Female","","","","","4"
"Quite unimportant","2002","35-65 y.","Male","","","","","4"
"Quite unimportant","2002","35-65 y.","Female","","","","","4"
"Quite unimportant","2002","66 and older","Male","","","","","4"
"Quite unimportant","2002","66 and older","Female","","","","","4"
"Very important","2002","16-34 y.","Male","","","","","1"
"Very important","2002","16-34 y.","Female","","","","","1"
"Very important","2002","35-65 y.","Male","","","","","1"
"Very important","2002","35-65 y.","Female","","","","","1"
"Very important","2002","66 and older","Male","","","","","1"
"Very important","2002","66 and older","Female","","","","","1"
"Important","2003","16-34 y.","Male","","","","","2"
"Important","2003","16-34 y.","Female","","","","","2"
"Important","2003","35-65 y.","Male","","","","","2"
"Important","2003","35-65 y.","Female","","","","","2"
"Important","2003","66 and older","Male","","","","","2"
"Important","2003","66 and older","Female","","","","","2"
"Less important","2003","16-34 y.","Male","","","","","3"
"Less important","2003","16-34 y.","Female","","","","","3"
"Less important","2003","35-65 y.","Male","","","","","3"
"Less important","2003","35-65 y.","Female","","","","","3"
"Less important","2003","66 and older","Male","","","","","3"
"Less important","2003","66 and older","Female","","","","","3"
"Quite unimportant","2003","16-34 y.","Female","","","","","4"
"Quite unimportant","2003","16-34 y.","Male","","","","","4"
"Quite unimportant","2003","35-65 y.","Female","","","","","4"
"Quite unimportant","2003","35-65 y.","Male","","","","","4"
"Quite unimportant","2003","66 and older","Male","","","","","4"
"Quite unimportant","2003","66 and older","Female","","","","","4"
"Very important","2003","16-34 y.","Male","","","","","1"
"Very important","2003","16-34 y.","Female","","","","","1"
"Very important","2003","35-65 y.","Female","","","","","1"
"Very important","2003","35-65 y.","Male","","","","","1"
"Very important","2003","66 and older","Female","","","","","1"
"Very important","2003","66 and older","Male","","","","","1"
"Important","2004","16-34 y.","Male","1502","0.543003860542006","0.524193071211505","0.561814649872506","2"
"Important","2004","16-34 y.","Female","1605","0.54706301687388","0.529008152313178","0.565117881434582","2"
"Important","2004","35-65 y.","Male","3311","0.562218186371478","0.549602827258148","0.574833545484809","2"
"Important","2004","35-65 y.","Female","3371","0.534124452183526","0.521749532262178","0.546499372104875","2"
"Important","2004","66 and older","Male","762","0.446243522112191","0.422585385282199","0.469901658942183","2"
"Important","2004","66 and older","Female","825","0.396271492926088","0.374994153137281","0.417548832714895","2"
"Less important","2004","16-34 y.","Male","307","0.107139921640611","0.0954606257807818","0.11881921750044","3"
"Less important","2004","16-34 y.","Female","366","0.13263697035247","0.120334582480918","0.144939358224023","3"
"Less important","2004","35-65 y.","Male","1616","0.271876404558742","0.260562653298556","0.283190155818929","3"
"Less important","2004","35-65 y.","Female","1826","0.290744134891135","0.279478824609124","0.302009445173147","3"
"Less important","2004","66 and older","Female","783","0.382457979562237","0.361316995809375","0.4035989633151","3"
"Less important","2004","66 and older","Male","600","0.356926851453423","0.334125795225618","0.379727907681228","3"
"Quite unimportant","2004","16-34 y.","Male","18","","","","4"
"Quite unimportant","2004","16-34 y.","Female","20","","","","4"
"Quite unimportant","2004","35-65 y.","Male","147","0.0255326065203498","0.0215216352895389","0.0295435777511606","4"
"Quite unimportant","2004","35-65 y.","Female","191","0.0315197719261517","0.027185430472864","0.0358541133794394","4"
"Quite unimportant","2004","66 and older","Male","182","0.115060542919874","0.0998741316748639","0.130246954164884","4"
"Quite unimportant","2004","66 and older","Female","273","0.150925261242254","0.135352916834693","0.166497605649814","4"
"Very important","2004","16-34 y.","Male","867","0.337953544179654","0.320091875450632","0.355815212908676","1"
"Very important","2004","16-34 y.","Female","929","0.314149868515713","0.297313837406609","0.330985899624816","1"
"Very important","2004","35-65 y.","Male","867","0.14037280254943","0.131539667427725","0.149205937671134","1"
"Very important","2004","35-65 y.","Female","854","0.143611640999186","0.134911697966663","0.152311584031709","1"
"Very important","2004","66 and older","Male","152","0.0817690835145119","0.068728239875169","0.0948099271538548","1"
"Very important","2004","66 and older","Female","149","0.070345266269421","0.0592208212611623","0.0814697112776797","1"
"Important","2005","16-34 y.","Male","","","","","2"
"Important","2005","16-34 y.","Female","","","","","2"
"Important","2005","35-65 y.","Female","","","","","2"
"Important","2005","35-65 y.","Male","","","","","2"
"Important","2005","66 and older","Male","","","","","2"
"Important","2005","66 and older","Female","","","","","2"
"Less important","2005","16-34 y.","Male","","","","","3"
"Less important","2005","16-34 y.","Female","","","","","3"
"Less important","2005","35-65 y.","Female","","","","","3"
"Less important","2005","35-65 y.","Male","","","","","3"
"Less important","2005","66 and older","Male","","","","","3"
"Less important","2005","66 and older","Female","","","","","3"
"Quite unimportant","2005","16-34 y.","Female","","","","","4"
"Quite unimportant","2005","16-34 y.","Male","","","","","4"
"Quite unimportant","2005","35-65 y.","Female","","","","","4"
"Quite unimportant","2005","35-65 y.","Male","","","","","4"
"Quite unimportant","2005","66 and older","Male","","","","","4"
"Quite unimportant","2005","66 and older","Female","","","","","4"
"Very important","2005","16-34 y.","Male","","","","","1"
"Very important","2005","16-34 y.","Female","","","","","1"
"Very important","2005","35-65 y.","Female","","","","","1"
"Very important","2005","35-65 y.","Male","","","","","1"
"Very important","2005","66 and older","Female","","","","","1"
"Very important","2005","66 and older","Male","","","","","1"
"Important","2006","16-34 y.","Male","","","","","2"
"Important","2006","16-34 y.","Female","","","","","2"
"Important","2006","35-65 y.","Female","","","","","2"
"Important","2006","35-65 y.","Male","","","","","2"
"Important","2006","66 and older","Female","","","","","2"
"Important","2006","66 and older","Male","","","","","2"
"Less important","2006","16-34 y.","Male","","","","","3"
"Less important","2006","16-34 y.","Female","","","","","3"
"Less important","2006","35-65 y.","Male","","","","","3"
"Less important","2006","35-65 y.","Female","","","","","3"
"Less important","2006","66 and older","Female","","","","","3"
"Less important","2006","66 and older","Male","","","","","3"
"Quite unimportant","2006","16-34 y.","Male","","","","","4"
"Quite unimportant","2006","16-34 y.","Female","","","","","4"
"Quite unimportant","2006","35-65 y.","Male","","","","","4"
"Quite unimportant","2006","35-65 y.","Female","","","","","4"
"Quite unimportant","2006","66 and older","Male","","","","","4"
"Quite unimportant","2006","66 and older","Female","","","","","4"
"Very important","2006","16-34 y.","Male","","","","","1"
"Very important","2006","16-34 y.","Female","","","","","1"
"Very important","2006","35-65 y.","Male","","","","","1"
"Very important","2006","35-65 y.","Female","","","","","1"
"Very important","2006","66 and older","Female","","","","","1"
"Very important","2006","66 and older","Male","","","","","1"
"Important","2007","16-34 y.","Male","","","","","2"
"Important","2007","16-34 y.","Female","","","","","2"
"Important","2007","35-65 y.","Female","","","","","2"
"Important","2007","35-65 y.","Male","","","","","2"
"Important","2007","66 and older","Male","","","","","2"
"Important","2007","66 and older","Female","","","","","2"
"Less important","2007","16-34 y.","Male","","","","","3"
"Less important","2007","16-34 y.","Female","","","","","3"
"Less important","2007","35-65 y.","Male","","","","","3"
"Less important","2007","35-65 y.","Female","","","","","3"
"Less important","2007","66 and older","Male","","","","","3"
"Less important","2007","66 and older","Female","","","","","3"
"Quite unimportant","2007","16-34 y.","Male","","","","","4"
"Quite unimportant","2007","16-34 y.","Female","","","","","4"
"Quite unimportant","2007","35-65 y.","Male","","","","","4"
"Quite unimportant","2007","35-65 y.","Female","","","","","4"
"Quite unimportant","2007","66 and older","Male","","","","","4"
"Quite unimportant","2007","66 and older","Female","","","","","4"
"Very important","2007","16-34 y.","Male","","","","","1"
"Very important","2007","16-34 y.","Female","","","","","1"
"Very important","2007","35-65 y.","Male","","","","","1"
"Very important","2007","35-65 y.","Female","","","","","1"
"Very important","2007","66 and older","Female","","","","","1"
"Very important","2007","66 and older","Male","","","","","1"
"Important","2008","16-34 y.","Male","1199","0.565729717555817","0.544423547047066","0.587035888064569","2"
"Important","2008","16-34 y.","Female","1237","0.542611185929653","0.522189240146738","0.563033131712568","2"
"Important","2008","35-65 y.","Female","3030","0.548612073357952","0.535511711208444","0.561712435507461","2"
"Important","2008","35-65 y.","Male","2828","0.54839361528534","0.534728848363142","0.562058382207538","2"
"Important","2008","66 and older","Male","796","0.371771926963914","0.350728070231142","0.392815783696686","2"
"Important","2008","66 and older","Female","813","0.341635428490764","0.322104240290085","0.361166616691444","2"
"Less important","2008","16-34 y.","Male","259","0.123595698827524","0.109448359340461","0.137743038314588","3"
"Less important","2008","16-34 y.","Female","308","0.135041373922573","0.121031279282781","0.149051468562365","3"
"Less important","2008","35-65 y.","Female","1655","0.289695574554174","0.277753800703177","0.301637348405171","3"
"Less important","2008","35-65 y.","Male","1436","0.283657163944944","0.271279652514813","0.296034675375076","3"
"Less important","2008","66 and older","Male","824","0.414829959708845","0.393376147781248","0.436283771636441","3"
"Less important","2008","66 and older","Female","943","0.408854940496406","0.388608641555236","0.429101239437575","3"
"Quite unimportant","2008","16-34 y.","Male","17","","","","4"
"Quite unimportant","2008","16-34 y.","Female","20","","","","4"
"Quite unimportant","2008","35-65 y.","Male","154","0.0365305997728357","0.031379222457181","0.0416819770884904","4"
"Quite unimportant","2008","35-65 y.","Female","176","0.035618345100498","0.0307392757563278","0.0404974144446681","4"
"Quite unimportant","2008","66 and older","Male","273","0.15043085419354","0.134864167052163","0.165997541334918","4"
"Quite unimportant","2008","66 and older","Female","381","0.195073063258766","0.17875416366342","0.211391962854112","4"
"Very important","2008","16-34 y.","Male","604","0.302473384842694","0.282728944814299","0.322217824871089","1"
"Very important","2008","16-34 y.","Female","721","0.313037297914763","0.294027626935265","0.332046968894261","1"
"Very important","2008","35-65 y.","Male","677","0.13141862099688","0.12214157506206","0.1406956669317","1"
"Very important","2008","35-65 y.","Female","682","0.126074006987376","0.117335730981707","0.134812282993045","1"
"Very important","2008","66 and older","Male","133","0.0629672591337011","0.0523902434530539","0.0735442748143484","1"
"Very important","2008","66 and older","Female","128","0.0544365677540638","0.0450931731816971","0.0637799623264306","1"
"Important","2009","16-34 y.","Male","","","","","2"
