"pli0096_h","year","e11103","education","n","percent","lower_confidence","upper_confidence"
"Rarely","1985","Not Working","Other degree","10","","",""
"Rarely","1985","Not Working","no degree/no degree yet","29","","",""
"Never","1985","Full Time","lower secondary degree","1620","0.725009694434069","0.70641488103953","0.743604507828608"
"Never","1985","Full Time","secondary school degree","603","0.681935857641172","0.651234959731847","0.712636755550498"
"Never","1985","Full Time","college entrance qualification","345","0.628804485753627","0.588464896962002","0.669144074545251"
"Never","1985","Full Time","Other degree","697","0.874367936838248","0.851138318615443","0.897597555061053"
"Never","1985","Full Time","no degree/no degree yet","425","0.941191403149067","0.91940585616251","0.962976950135623"
"Never","1985","Part Time","lower secondary degree","719","0.78761756242727","0.761058918351003","0.814176206503536"
"Never","1985","Part Time","secondary school degree","262","0.739325310204671","0.693267573014682","0.785383047394659"
"Never","1985","Part Time","college entrance qualification","186","0.662834736440298","0.606859382016762","0.718810090863835"
"Never","1985","Part Time","Other degree","156","0.920047827730803","0.879277522167104","0.960818133294502"
"Never","1985","Part Time","no degree/no degree yet","102","0.885016021002195","0.825936996927097","0.944095045077293"
"Never","1985","Not Working","lower secondary degree","1934","0.861111472966823","0.846888106568931","0.875334839364715"
"Never","1985","Not Working","secondary school degree","469","0.766839553267508","0.73379480403865","0.799884302496367"
"Never","1985","Not Working","college entrance qualification","283","0.72881139592687","0.684518313590645","0.773104478263095"
"Never","1985","Not Working","Other degree","243","0.91445127699647","0.880902282275612","0.948000271717327"
"Never","1985","Not Working","no degree/no degree yet","465","0.78963069596884","0.754931984099806","0.824329407837875"
"Daily","1986","Full Time","lower secondary degree","","","",""
"Daily","1986","Full Time","secondary school degree","","","",""
"Daily","1986","Full Time","college entrance qualification","","","",""
"Daily","1986","Full Time","Other degree","","","",""
"Daily","1986","Full Time","no degree/no degree yet","","","",""
"Daily","1986","Part Time","lower secondary degree","","","",""
"Daily","1986","Part Time","secondary school degree","","","",""
"Daily","1986","Part Time","college entrance qualification","","","",""
"Daily","1986","Part Time","Other degree","","","",""
"Daily","1986","Part Time","no degree/no degree yet","","","",""
"Daily","1986","Not Working","lower secondary degree","","","",""
"Daily","1986","Not Working","secondary school degree","","","",""
"Daily","1986","Not Working","college entrance qualification","","","",""
"Daily","1986","Not Working","Other degree","","","",""
"Daily","1986","Not Working","no degree/no degree yet","","","",""
"Min 1x per week","1986","Full Time","lower secondary degree","202","0.0989545049315285","0.0863209847857139","0.111588025077343"
"Min 1x per week","1986","Full Time","secondary school degree","102","0.124569816771068","0.102726529168879","0.146413104373257"
"Min 1x per week","1986","Full Time","college entrance qualification","74","0.124176653996208","0.097268220230156","0.15108508776226"
"Min 1x per week","1986","Full Time","Other degree","28","","",""
"Min 1x per week","1986","Full Time","no degree/no degree yet","14","","",""
"Min 1x per week","1986","Part Time","lower secondary degree","56","0.0697360560690365","0.0528598099722745","0.0866123021657985"
"Min 1x per week","1986","Part Time","secondary school degree","28","","",""
"Min 1x per week","1986","Part Time","college entrance qualification","31","0.113135209655397","0.076165066141427","0.150105353169366"
"Min 1x per week","1986","Part Time","Other degree","7","","",""
"Min 1x per week","1986","Part Time","no degree/no degree yet","2","","",""
"Min 1x per week","1986","Not Working","lower secondary degree","100","0.0472296936921411","0.0381177841486111","0.0563416032356712"
"Min 1x per week","1986","Not Working","secondary school degree","46","0.0688080220236544","0.0484690612852835","0.0891469827620253"
"Min 1x per week","1986","Not Working","college entrance qualification","48","0.121928795483605","0.0893293195968023","0.154528271370408"
"Min 1x per week","1986","Not Working","Other degree","7","","",""
"Min 1x per week","1986","Not Working","no degree/no degree yet","24","","",""
"Min 1x per month","1986","Full Time","lower secondary degree","189","0.0915671757078922","0.0793646550713114","0.103769696344473"
"Min 1x per month","1986","Full Time","secondary school degree","62","0.0703628976871895","0.0534456613953565","0.0872801339790225"
"Min 1x per month","1986","Full Time","college entrance qualification","60","0.100827122434636","0.0762590847234219","0.125395160145851"
"Min 1x per month","1986","Full Time","Other degree","24","","",""
"Min 1x per month","1986","Full Time","no degree/no degree yet","7","","",""
"Min 1x per month","1986","Part Time","lower secondary degree","53","0.0700680246467375","0.0531546763632901","0.086981372930185"
"Min 1x per month","1986","Part Time","secondary school degree","27","","",""
"Min 1x per month","1986","Part Time","college entrance qualification","22","","",""
"Min 1x per month","1986","Part Time","Other degree","4","","",""
"Min 1x per month","1986","Part Time","no degree/no degree yet","4","","",""
"Min 1x per month","1986","Not Working","lower secondary degree","86","0.0402932274768681","0.0318464114350043","0.0487400435187319"
"Min 1x per month","1986","Not Working","secondary school degree","36","0.059740608515329","0.0406970427911743","0.0787841742394837"
"Min 1x per month","1986","Not Working","college entrance qualification","28","","",""
"Min 1x per month","1986","Not Working","Other degree","4","","",""
"Min 1x per month","1986","Not Working","no degree/no degree yet","10","","",""
"Rarely","1986","Full Time","lower secondary degree","203","0.0960188846160977","0.0835539145599762","0.108483854672219"
"Rarely","1986","Full Time","secondary school degree","93","0.100893520494942","0.0809712865851917","0.120815754404692"
"Rarely","1986","Full Time","college entrance qualification","71","0.129129413531365","0.101767303498411","0.156491523564319"
"Rarely","1986","Full Time","Other degree","28","","",""
"Rarely","1986","Full Time","no degree/no degree yet","10","","",""
"Rarely","1986","Part Time","lower secondary degree","71","0.078855411045859","0.0609977852926389","0.0967130367990792"
"Rarely","1986","Part Time","secondary school degree","39","0.11145579754122","0.0787198613723622","0.144191733710078"
"Rarely","1986","Part Time","college entrance qualification","34","0.129156190446541","0.0900134448933176","0.168298935999764"
"Rarely","1986","Part Time","Other degree","2","","",""
"Rarely","1986","Part Time","no degree/no degree yet","4","","",""
"Rarely","1986","Not Working","lower secondary degree","103","0.0472831097682503","0.0381663045370525","0.056399914999448"
"Rarely","1986","Not Working","secondary school degree","46","0.0584279558966392","0.0395816284592041","0.0772742833340742"
"Rarely","1986","Not Working","college entrance qualification","27","","",""
"Rarely","1986","Not Working","Other degree","8","","",""
"Rarely","1986","Not Working","no degree/no degree yet","18","","",""
"Never","1986","Full Time","lower secondary degree","1552","0.713459434744481","0.694329612632156","0.732589256856807"
"Never","1986","Full Time","secondary school degree","621","0.704173765046801","0.673984044249774","0.734363485843827"
"Never","1986","Full Time","college entrance qualification","372","0.645866810037791","0.606844319504932","0.684889300570649"
"Never","1986","Full Time","Other degree","672","0.880776046508729","0.857615240031589","0.903936852985868"
"Never","1986","Full Time","no degree/no degree yet","370","0.933032511289547","0.908566887135476","0.957498135443619"
"Never","1986","Part Time","lower secondary degree","695","0.781340508238367","0.753953259763538","0.808727756713196"
"Never","1986","Part Time","secondary school degree","261","0.733559148630026","0.687570368516539","0.779547928743513"
"Never","1986","Part Time","college entrance qualification","195","0.668889831669289","0.613962678197093","0.723816985141485"
"Never","1986","Part Time","Other degree","148","0.909824337163004","0.865579907668237","0.954068766657771"
"Never","1986","Part Time","no degree/no degree yet","104","0.913022334359358","0.861292600998956","0.964752067719761"
"Never","1986","Not Working","lower secondary degree","1793","0.86519396906274","0.850524340040009","0.879863598085472"
"Never","1986","Not Working","secondary school degree","467","0.813023413564377","0.781695263685692","0.844351563443063"
"Never","1986","Not Working","college entrance qualification","284","0.746893928040528","0.703575433518981","0.790212422562074"
"Never","1986","Not Working","Other degree","230","0.937575618016949","0.907526709908544","0.967624526125353"
"Never","1986","Not Working","no degree/no degree yet","457","0.878290253594451","0.849886815636739","0.906693691552163"
"Daily","1987","Full Time","lower secondary degree","","","",""
"Daily","1987","Full Time","secondary school degree","","","",""
"Daily","1987","Full Time","college entrance qualification","","","",""
"Daily","1987","Full Time","Other degree","","","",""
"Daily","1987","Full Time","no degree/no degree yet","","","",""
"Daily","1987","Part Time","lower secondary degree","","","",""
"Daily","1987","Part Time","secondary school degree","","","",""
"Daily","1987","Part Time","college entrance qualification","","","",""
"Daily","1987","Part Time","Other degree","","","",""
"Daily","1987","Part Time","no degree/no degree yet","","","",""
"Daily","1987","Not Working","lower secondary degree","","","",""
"Daily","1987","Not Working","secondary school degree","","","",""
"Daily","1987","Not Working","college entrance qualification","","","",""
"Daily","1987","Not Working","Other degree","","","",""
"Daily","1987","Not Working","no degree/no degree yet","","","",""
"Min 1x per week","1987","Full Time","lower secondary degree","","","",""
"Min 1x per week","1987","Full Time","secondary school degree","","","",""
"Min 1x per week","1987","Full Time","college entrance qualification","","","",""
"Min 1x per week","1987","Full Time","Other degree","","","",""
"Min 1x per week","1987","Full Time","no degree/no degree yet","","","",""
"Min 1x per week","1987","Part Time","lower secondary degree","","","",""
"Min 1x per week","1987","Part Time","secondary school degree","","","",""
"Min 1x per week","1987","Part Time","college entrance qualification","","","",""
"Min 1x per week","1987","Part Time","Other degree","","","",""
"Min 1x per week","1987","Part Time","no degree/no degree yet","","","",""
"Min 1x per week","1987","Not Working","lower secondary degree","","","",""
"Min 1x per week","1987","Not Working","secondary school degree","","","",""
"Min 1x per week","1987","Not Working","college entrance qualification","","","",""
"Min 1x per week","1987","Not Working","Other degree","","","",""
"Min 1x per week","1987","Not Working","no degree/no degree yet","","","",""
"Min 1x per month","1987","Full Time","lower secondary degree","","","",""
"Min 1x per month","1987","Full Time","secondary school degree","","","",""
"Min 1x per month","1987","Full Time","college entrance qualification","","","",""
"Min 1x per month","1987","Full Time","Other degree","","","",""
"Min 1x per month","1987","Full Time","no degree/no degree yet","","","",""
"Min 1x per month","1987","Part Time","lower secondary degree","","","",""
"Min 1x per month","1987","Part Time","secondary school degree","","","",""
"Min 1x per month","1987","Part Time","college entrance qualification","","","",""
"Min 1x per month","1987","Part Time","Other degree","","","",""
"Min 1x per month","1987","Part Time","no degree/no degree yet","","","",""
"Min 1x per month","1987","Not Working","lower secondary degree","","","",""
"Min 1x per month","1987","Not Working","secondary school degree","","","",""
"Min 1x per month","1987","Not Working","college entrance qualification","","","",""
"Min 1x per month","1987","Not Working","Other degree","","","",""
"Min 1x per month","1987","Not Working","no degree/no degree yet","","","",""
"Rarely","1987","Full Time","lower secondary degree","","","",""
"Rarely","1987","Full Time","secondary school degree","","","",""
"Rarely","1987","Full Time","college entrance qualification","","","",""
"Rarely","1987","Full Time","Other degree","","","",""
"Rarely","1987","Full Time","no degree/no degree yet","","","",""
"Rarely","1987","Part Time","lower secondary degree","","","",""
"Rarely","1987","Part Time","secondary school degree","","","",""
"Rarely","1987","Part Time","college entrance qualification","","","",""
"Rarely","1987","Part Time","Other degree","","","",""
"Rarely","1987","Part Time","no degree/no degree yet","","","",""
"Rarely","1987","Not Working","lower secondary degree","","","",""
"Rarely","1987","Not Working","secondary school degree","","","",""
"Rarely","1987","Not Working","college entrance qualification","","","",""
"Rarely","1987","Not Working","Other degree","","","",""
"Rarely","1987","Not Working","no degree/no degree yet","","","",""
"Never","1987","Full Time","lower secondary degree","","","",""
"Never","1987","Full Time","secondary school degree","","","",""
"Never","1987","Full Time","college entrance qualification","","","",""
"Never","1987","Full Time","Other degree","","","",""
"Never","1987","Full Time","no degree/no degree yet","","","",""
"Never","1987","Part Time","lower secondary degree","","","",""
"Never","1987","Part Time","secondary school degree","","","",""
"Never","1987","Part Time","college entrance qualification","","","",""
"Never","1987","Part Time","Other degree","","","",""
"Never","1987","Part Time","no degree/no degree yet","","","",""
"Never","1987","Not Working","lower secondary degree","","","",""
"Never","1987","Not Working","secondary school degree","","","",""
"Never","1987","Not Working","college entrance qualification","","","",""
"Never","1987","Not Working","Other degree","","","",""
"Never","1987","Not Working","no degree/no degree yet","","","",""
"Daily","1988","Full Time","lower secondary degree","","","",""
"Daily","1988","Full Time","secondary school degree","","","",""
"Daily","1988","Full Time","college entrance qualification","","","",""
"Daily","1988","Full Time","Other degree","","","",""
"Daily","1988","Full Time","no degree/no degree yet","","","",""
"Daily","1988","Part Time","lower secondary degree","","","",""
"Daily","1988","Part Time","secondary school degree","","","",""
"Daily","1988","Part Time","college entrance qualification","","","",""
"Daily","1988","Part Time","Other degree","","","",""
"Daily","1988","Part Time","no degree/no degree yet","","","",""
"Daily","1988","Not Working","lower secondary degree","","","",""
"Daily","1988","Not Working","secondary school degree","","","",""
"Daily","1988","Not Working","college entrance qualification","","","",""
"Daily","1988","Not Working","Other degree","","","",""
"Daily","1988","Not Working","no degree/no degree yet","","","",""
"Min 1x per week","1988","Full Time","lower secondary degree","211","0.108758038452061","0.09532336938632","0.122192707517801"
"Min 1x per week","1988","Full Time","secondary school degree","98","0.111618954476617","0.0905974848235615","0.132640424129672"
"Min 1x per week","1988","Full Time","college entrance qualification","80","0.14680385952601","0.117386487483069","0.17622123156895"
"Min 1x per week","1988","Full Time","Other degree","27","","",""
"Min 1x per week","1988","Full Time","no degree/no degree yet","10","","",""
"Min 1x per week","1988","Part Time","lower secondary degree","65","0.075636359265757","0.0579848764861647","0.0932878420453493"
"Min 1x per week","1988","Part Time","secondary school degree","45","0.116524256143799","0.0836980612493838","0.149350451038213"
"Min 1x per week","1988","Part Time","college entrance qualification","25","","",""
"Min 1x per week","1988","Part Time","Other degree","6","","",""
"Min 1x per week","1988","Part Time","no degree/no degree yet","2","","",""
"Min 1x per week","1988","Not Working","lower secondary degree","107","0.0556375784574982","0.0453307570942862","0.0659443998207101"
"Min 1x per week","1988","Not Working","secondary school degree","46","0.0784943826358954","0.0554446692705439","0.101544096001247"
"Min 1x per week","1988","Not Working","college entrance qualification","47","0.134389467219366","0.0979205948836749","0.170858339555057"
"Min 1x per week","1988","Not Working","Other degree","2","","",""
"Min 1x per week","1988","Not Working","no degree/no degree yet","27","","",""
"Min 1x per month","1988","Full Time","lower secondary degree","173","0.0886662279743907","0.0763998504785503","0.100932605470231"
"Min 1x per month","1988","Full Time","secondary school degree","68","0.080487265675089","0.0623263844093783","0.0986481469407996"
"Min 1x per month","1988","Full Time","college entrance qualification","55","0.0948485432113251","0.0704936261451951","0.119203460277455"
"Min 1x per month","1988","Full Time","Other degree","16","","",""
"Min 1x per month","1988","Full Time","no degree/no degree yet","8","","",""
"Min 1x per month","1988","Part Time","lower secondary degree","61","0.069234804025644","0.0522884310976386","0.0861811769536495"
"Min 1x per month","1988","Part Time","secondary school degree","27","","",""
"Min 1x per month","1988","Part Time","college entrance qualification","22","","",""
"Min 1x per month","1988","Part Time","Other degree","5","","",""
"Min 1x per month","1988","Part Time","no degree/no degree yet","2","","",""
"Min 1x per month","1988","Not Working","lower secondary degree","82","0.0398303849612534","0.031037072174735","0.0486236977477719"
"Min 1x per month","1988","Not Working","secondary school degree","48","0.0909545394622185","0.066311048045417","0.11559803087902"
"Min 1x per month","1988","Not Working","college entrance qualification","20","","",""
"Min 1x per month","1988","Not Working","Other degree","5","","",""
"Min 1x per month","1988","Not Working","no degree/no degree yet","2","","",""
"Rarely","1988","Full Time","lower secondary degree","201","0.103892059361035","0.0907255753100857","0.117058543411985"
"Rarely","1988","Full Time","secondary school degree","88","0.108936827090407","0.0881381330405674","0.129735521140247"
"Rarely","1988","Full Time","college entrance qualification","69","0.124504959110968","0.0970620046184062","0.15194791360353"
"Rarely","1988","Full Time","Other degree","33","0.0609017259212945","0.0424742321908585","0.0793292196517305"
"Rarely","1988","Full Time","no degree/no degree yet","12","","",""
"Rarely","1988","Part Time","lower secondary degree","84","0.100937910066306","0.0808277070440562","0.121048113088556"
"Rarely","1988","Part Time","secondary school degree","45","0.123410955359714","0.0897605782660639","0.157061332453364"
"Rarely","1988","Part Time","college entrance qualification","39","0.143350962376142","0.102083289565029","0.184618635187255"
"Rarely","1988","Part Time","Other degree","7","","",""
"Rarely","1988","Part Time","no degree/no degree yet","5","","",""
"Rarely","1988","Not Working","lower secondary degree","146","0.0711061209220164","0.0595501129005456","0.0826621289434872"
"Rarely","1988","Not Working","secondary school degree","34","0.0561427441121871","0.0364141006627102","0.075871387561664"
"Rarely","1988","Not Working","college entrance qualification","39","0.114128515652777","0.0801299263045585","0.148127105000995"
"Rarely","1988","Not Working","Other degree","10","","",""
"Rarely","1988","Not Working","no degree/no degree yet","20","","",""
"Never","1988","Full Time","lower secondary degree","1478","0.698683674212513","0.6788843618971","0.718482986527926"
"Never","1988","Full Time","secondary school degree","608","0.698956952757887","0.668334923052003","0.72957898246377"
"Never","1988","Full Time","college entrance qualification","352","0.633842638151697","0.593798836117963","0.673886440185431"
"Never","1988","Full Time","Other degree","571","0.870849714443143","0.84500836178442","0.896691067101867"
"Never","1988","Full Time","no degree/no degree yet","308","0.899597326092447","0.867557772358572","0.931636879826322"
"Never","1988","Part Time","lower secondary degree","652","0.754190926642293","0.725447796282689","0.782934057001897"
"Never","1988","Part Time","secondary school degree","250","0.691596686410021","0.644346771733196","0.738846601086846"
"Never","1988","Part Time","college entrance qualification","191","0.672724421466618","0.617467892174184","0.727980950759052"
"Never","1988","Part Time","Other degree","147","0.914156508766832","0.871413008588015","0.956900008945648"
"Never","1988","Part Time","no degree/no degree yet","100","0.929418625379096","0.881336286619923","0.97750096413827"
"Never","1988","Not Working","lower secondary degree","1565","0.833425915659232","0.816672301538586","0.850179529779878"
"Never","1988","Not Working","secondary school degree","395","0.774408333789699","0.738586832645112","0.810229834934286"
"Never","1988","Not Working","college entrance qualification","230","0.697022501120333","0.64788568194272","0.746159320297945"
"Never","1988","Not Working","Other degree","231","0.951600770185258","0.924891078901216","0.978310461469299"
"Never","1988","Not Working","no degree/no degree yet","410","0.836782933474762","0.802974041382373","0.870591825567151"
"Daily","1989","Full Time","lower secondary degree","","","",""
"Daily","1989","Full Time","secondary school degree","","","",""
"Daily","1989","Full Time","college entrance qualification","","","",""
"Daily","1989","Full Time","Other degree","","","",""
"Daily","1989","Full Time","no degree/no degree yet","","","",""
"Daily","1989","Part Time","lower secondary degree","","","",""
"Daily","1989","Part Time","secondary school degree","","","",""
"Daily","1989","Part Time","college entrance qualification","","","",""
"Daily","1989","Part Time","Other degree","","","",""
"Daily","1989","Part Time","no degree/no degree yet","","","",""
"Daily","1989","Not Working","lower secondary degree","","","",""
"Daily","1989","Not Working","secondary school degree","","","",""
"Daily","1989","Not Working","college entrance qualification","","","",""
"Daily","1989","Not Working","Other degree","","","",""
"Daily","1989","Not Working","no degree/no degree yet","","","",""
"Min 1x per week","1989","Full Time","lower secondary degree","","","",""
"Min 1x per week","1989","Full Time","secondary school degree","","","",""
"Min 1x per week","1989","Full Time","college entrance qualification","","","",""
"Min 1x per week","1989","Full Time","Other degree","","","",""
"Min 1x per week","1989","Full Time","no degree/no degree yet","","","",""
"Min 1x per week","1989","Part Time","lower secondary degree","","","",""
"Min 1x per week","1989","Part Time","secondary school degree","","","",""
"Min 1x per week","1989","Part Time","college entrance qualification","","","",""
"Min 1x per week","1989","Part Time","Other degree","","","",""
"Min 1x per week","1989","Part Time","no degree/no degree yet","","","",""
"Min 1x per week","1989","Not Working","lower secondary degree","","","",""
"Min 1x per week","1989","Not Working","secondary school degree","","","",""
"Min 1x per week","1989","Not Working","college entrance qualification","","","",""
"Min 1x per week","1989","Not Working","Other degree","","","",""
"Min 1x per week","1989","Not Working","no degree/no degree yet","","","",""
"Min 1x per month","1989","Full Time","lower secondary degree","","","",""
"Min 1x per month","1989","Full Time","secondary school degree","","","",""
"Min 1x per month","1989","Full Time","college entrance qualification","","","",""
"Min 1x per month","1989","Full Time","Other degree","","","",""
"Min 1x per month","1989","Full Time","no degree/no degree yet","","","",""
"Min 1x per month","1989","Part Time","lower secondary degree","","","",""
"Min 1x per month","1989","Part Time","secondary school degree","","","",""
"Min 1x per month","1989","Part Time","college entrance qualification","","","",""
"Min 1x per month","1989","Part Time","Other degree","","","",""
"Min 1x per month","1989","Part Time","no degree/no degree yet","","","",""
"Min 1x per month","1989","Not Working","lower secondary degree","","","",""
"Min 1x per month","1989","Not Working","secondary school degree","","","",""
"Min 1x per month","1989","Not Working","college entrance qualification","","","",""
"Min 1x per month","1989","Not Working","Other degree","","","",""
"Min 1x per month","1989","Not Working","no degree/no degree yet","","","",""
"Rarely","1989","Full Time","lower secondary degree","","","",""
"Rarely","1989","Full Time","secondary school degree","","","",""
"Rarely","1989","Full Time","college entrance qualification","","","",""
"Rarely","1989","Full Time","Other degree","","","",""
"Rarely","1989","Full Time","no degree/no degree yet","","","",""
"Rarely","1989","Part Time","lower secondary degree","","","",""
"Rarely","1989","Part Time","secondary school degree","","","",""
"Rarely","1989","Part Time","college entrance qualification","","","",""
"Rarely","1989","Part Time","Other degree","","","",""
"Rarely","1989","Part Time","no degree/no degree yet","","","",""
"Rarely","1989","Not Working","lower secondary degree","","","",""
"Rarely","1989","Not Working","secondary school degree","","","",""
"Rarely","1989","Not Working","college entrance qualification","","","",""
"Rarely","1989","Not Working","Other degree","","","",""
"Rarely","1989","Not Working","no degree/no degree yet","","","",""
"Never","1989","Full Time","lower secondary degree","","","",""
"Never","1989","Full Time","secondary school degree","","","",""
"Never","1989","Full Time","college entrance qualification","","","",""
"Never","1989","Full Time","Other degree","","","",""
"Never","1989","Full Time","no degree/no degree yet","","","",""
"Never","1989","Part Time","lower secondary degree","","","",""
"Never","1989","Part Time","secondary school degree","","","",""
"Never","1989","Part Time","college entrance qualification","","","",""
"Never","1989","Part Time","Other degree","","","",""
"Never","1989","Part Time","no degree/no degree yet","","","",""
"Never","1989","Not Working","lower secondary degree","","","",""
"Never","1989","Not Working","secondary school degree","","","",""
"Never","1989","Not Working","college entrance qualification","","","",""
"Never","1989","Not Working","Other degree","","","",""
"Never","1989","Not Working","no degree/no degree yet","","","",""
"Daily","1990","Full Time","lower secondary degree","26","","",""
"Daily","1990","Full Time","secondary school degree","15","","",""
"Daily","1990","Full Time","college entrance qualification","6","","",""
"Daily","1990","Full Time","Other degree","3","","",""
"Daily","1990","Full Time","no degree/no degree yet","","","",""
"Daily","1990","Part Time","lower secondary degree","4","","",""
"Daily","1990","Part Time","secondary school degree","2","","",""
"Daily","1990","Part Time","college entrance qualification","4","","",""
"Daily","1990","Part Time","Other degree","","","",""
"Daily","1990","Part Time","no degree/no degree yet","","","",""
"Daily","1990","Not Working","lower secondary degree","15","","",""
"Daily","1990","Not Working","secondary school degree","11","","",""
"Daily","1990","Not Working","college entrance qualification","5","","",""
"Daily","1990","Not Working","Other degree","1","","",""
"Daily","1990","Not Working","no degree/no degree yet","1","","",""
"Min 1x per week","1990","Full Time","lower secondary degree","157","0.0858152529949859","0.0733899378277649","0.0982405681622069"
"Min 1x per week","1990","Full Time","secondary school degree","85","0.09752346555685","0.0779335457140138","0.117113385399686"
"Min 1x per week","1990","Full Time","college entrance qualification","68","0.107946848254457","0.0829919836521315","0.132901712856783"
"Min 1x per week","1990","Full Time","Other degree","18","","",""
"Min 1x per week","1990","Full Time","no degree/no degree yet","7","","",""
"Min 1x per week","1990","Part Time","lower secondary degree","46","0.0578791004513598","0.0415541818903558","0.0742040190123638"
"Min 1x per week","1990","Part Time","secondary school degree","28","","",""
"Min 1x per week","1990","Part Time","college entrance qualification","33","0.135197995058066","0.0959113388852575","0.174484651230874"
"Min 1x per week","1990","Part Time","Other degree","2","","",""
"Min 1x per week","1990","Part Time","no degree/no degree yet","2","","",""
"Min 1x per week","1990","Not Working","lower secondary degree","88","0.0470006847901522","0.0372072449752737","0.0567941246050308"
"Min 1x per week","1990","Not Working","secondary school degree","35","0.0749908846245745","0.0509486476816616","0.0990331215674874"
"Min 1x per week","1990","Not Working","college entrance qualification","23","","",""
