"pli0096_h","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1985","Berlin","Single parent ","1","","",""
"Min 1x per month","1985","Berlin","Couple + C. LE 16 ","4","","",""
"Min 1x per month","1985","Berlin","Couple + C. GT 16 ","4","","",""
"Min 1x per month","1985","Berlin","Couple + C. LE and GT 16","2","","",""
"Min 1x per month","1985","Brandenburg","1-pers.-HH","","","",""
"Min 1x per month","1985","Brandenburg","(Married) couple without C. ","","","",""
"Min 1x per month","1985","Brandenburg","Single parent ","","","",""
"Min 1x per month","1985","Brandenburg","Couple + C. LE 16 ","","","",""
"Min 1x per month","1985","Brandenburg","Couple + C. GT 16 ","","","",""
"Min 1x per month","1985","Brandenburg","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Min 1x per month","1985","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1985","Saxony","1-pers.-HH","","","",""
"Min 1x per month","1985","Saxony","(Married) couple without C. ","","","",""
"Min 1x per month","1985","Saxony","Single parent ","","","",""
"Min 1x per month","1985","Saxony","Couple + C. LE 16 ","","","",""
"Min 1x per month","1985","Saxony","Couple + C. GT 16 ","","","",""
"Min 1x per month","1985","Saxony","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1985","Saxony-Anhalt","1-pers.-HH","","","",""
"Min 1x per month","1985","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Min 1x per month","1985","Saxony-Anhalt","Single parent ","","","",""
"Min 1x per month","1985","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Min 1x per month","1985","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Min 1x per month","1985","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1985","Thuringia","1-pers.-HH","","","",""
"Min 1x per month","1985","Thuringia","(Married) couple without C. ","","","",""
"Min 1x per month","1985","Thuringia","Single parent ","","","",""
"Min 1x per month","1985","Thuringia","Couple + C. LE 16 ","","","",""
"Min 1x per month","1985","Thuringia","Couple + C. GT 16 ","","","",""
"Min 1x per month","1985","Thuringia","Couple + C. LE and GT 16","","","",""
"Rarely","1985","Schleswig-Holstein","1-pers.-HH","2","","",""
"Rarely","1985","Schleswig-Holstein","(Married) couple without C. ","2","","",""
"Rarely","1985","Schleswig-Holstein","Single parent ","3","","",""
"Rarely","1985","Schleswig-Holstein","Couple + C. LE 16 ","7","","",""
"Rarely","1985","Schleswig-Holstein","Couple + C. GT 16 ","4","","",""
"Rarely","1985","Schleswig-Holstein","Couple + C. LE and GT 16","5","","",""
"Rarely","1985","Hamburg","1-pers.-HH","1","","",""
"Rarely","1985","Hamburg","(Married) couple without C. ","3","","",""
"Rarely","1985","Hamburg","Single parent ","2","","",""
"Rarely","1985","Hamburg","Couple + C. LE 16 ","5","","",""
"Rarely","1985","Hamburg","Couple + C. GT 16 ","2","","",""
"Rarely","1985","Hamburg","Couple + C. LE and GT 16","1","","",""
"Rarely","1985","Lower Saxony","1-pers.-HH","3","","",""
"Rarely","1985","Lower Saxony","(Married) couple without C. ","12","","",""
"Rarely","1985","Lower Saxony","Single parent ","6","","",""
"Rarely","1985","Lower Saxony","Couple + C. LE 16 ","19","","",""
"Rarely","1985","Lower Saxony","Couple + C. GT 16 ","19","","",""
"Rarely","1985","Lower Saxony","Couple + C. LE and GT 16","10","","",""
"Rarely","1985","Bremen","1-pers.-HH","2","","",""
"Rarely","1985","Bremen","(Married) couple without C. ","6","","",""
"Rarely","1985","Bremen","Single parent ","","","",""
"Rarely","1985","Bremen","Couple + C. LE 16 ","3","","",""
"Rarely","1985","Bremen","Couple + C. GT 16 ","","","",""
"Rarely","1985","Bremen","Couple + C. LE and GT 16","2","","",""
"Rarely","1985","North Rhine-Westphalia","1-pers.-HH","13","","",""
"Rarely","1985","North Rhine-Westphalia","(Married) couple without C. ","54","0.0857560440393352","0.0636264242979309","0.10788566378074"
"Rarely","1985","North Rhine-Westphalia","Single parent ","10","","",""
"Rarely","1985","North Rhine-Westphalia","Couple + C. LE 16 ","58","0.0922952676883185","0.0713844410963524","0.113206094280285"
"Rarely","1985","North Rhine-Westphalia","Couple + C. GT 16 ","48","0.0980725670266073","0.0729645000641161","0.123180633989099"
"Rarely","1985","North Rhine-Westphalia","Couple + C. LE and GT 16","34","0.0876792711170312","0.0605008851153135","0.114857657118749"
"Rarely","1985","Hesse","1-pers.-HH","7","","",""
"Rarely","1985","Hesse","(Married) couple without C. ","26","","",""
"Rarely","1985","Hesse","Single parent ","4","","",""
"Rarely","1985","Hesse","Couple + C. LE 16 ","11","","",""
"Rarely","1985","Hesse","Couple + C. GT 16 ","17","","",""
"Rarely","1985","Hesse","Couple + C. LE and GT 16","8","","",""
"Rarely","1985","Rhineland-Palatinate,Saarland","1-pers.-HH","5","","",""
"Rarely","1985","Rhineland-Palatinate,Saarland","(Married) couple without C. ","23","","",""
"Rarely","1985","Rhineland-Palatinate,Saarland","Single parent ","2","","",""
"Rarely","1985","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","11","","",""
"Rarely","1985","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","14","","",""
"Rarely","1985","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","7","","",""
"Rarely","1985","Baden-Württemberg","1-pers.-HH","7","","",""
"Rarely","1985","Baden-Württemberg","(Married) couple without C. ","24","","",""
"Rarely","1985","Baden-Württemberg","Single parent ","8","","",""
"Rarely","1985","Baden-Württemberg","Couple + C. LE 16 ","53","0.137884263409091","0.109043811792788","0.166724715025393"
"Rarely","1985","Baden-Württemberg","Couple + C. GT 16 ","34","0.107196407015358","0.077503812830701","0.136889001200014"
"Rarely","1985","Baden-Württemberg","Couple + C. LE and GT 16","24","","",""
"Rarely","1985","Bavaria","1-pers.-HH","10","","",""
"Rarely","1985","Bavaria","(Married) couple without C. ","32","0.0764087965114248","0.0513871596744482","0.101430433348401"
"Rarely","1985","Bavaria","Single parent ","4","","",""
"Rarely","1985","Bavaria","Couple + C. LE 16 ","38","0.0850930166197253","0.0597597867442804","0.11042624649517"
"Rarely","1985","Bavaria","Couple + C. GT 16 ","31","0.0932924046190958","0.0617691546961824","0.124815654542009"
"Rarely","1985","Bavaria","Couple + C. LE and GT 16","26","","",""
"Rarely","1985","Berlin","1-pers.-HH","2","","",""
"Rarely","1985","Berlin","(Married) couple without C. ","4","","",""
"Rarely","1985","Berlin","Single parent ","","","",""
"Rarely","1985","Berlin","Couple + C. LE 16 ","7","","",""
"Rarely","1985","Berlin","Couple + C. GT 16 ","3","","",""
"Rarely","1985","Berlin","Couple + C. LE and GT 16","4","","",""
"Rarely","1985","Brandenburg","1-pers.-HH","","","",""
"Rarely","1985","Brandenburg","(Married) couple without C. ","","","",""
"Rarely","1985","Brandenburg","Single parent ","","","",""
"Rarely","1985","Brandenburg","Couple + C. LE 16 ","","","",""
"Rarely","1985","Brandenburg","Couple + C. GT 16 ","","","",""
"Rarely","1985","Brandenburg","Couple + C. LE and GT 16","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Rarely","1985","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Rarely","1985","Saxony","1-pers.-HH","","","",""
"Rarely","1985","Saxony","(Married) couple without C. ","","","",""
"Rarely","1985","Saxony","Single parent ","","","",""
"Rarely","1985","Saxony","Couple + C. LE 16 ","","","",""
"Rarely","1985","Saxony","Couple + C. GT 16 ","","","",""
"Rarely","1985","Saxony","Couple + C. LE and GT 16","","","",""
"Rarely","1985","Saxony-Anhalt","1-pers.-HH","","","",""
"Rarely","1985","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Rarely","1985","Saxony-Anhalt","Single parent ","","","",""
"Rarely","1985","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Rarely","1985","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Rarely","1985","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Rarely","1985","Thuringia","1-pers.-HH","","","",""
"Rarely","1985","Thuringia","(Married) couple without C. ","","","",""
"Rarely","1985","Thuringia","Single parent ","","","",""
"Rarely","1985","Thuringia","Couple + C. LE 16 ","","","",""
"Rarely","1985","Thuringia","Couple + C. GT 16 ","","","",""
"Rarely","1985","Thuringia","Couple + C. LE and GT 16","","","",""
"Never","1985","Schleswig-Holstein","1-pers.-HH","38","0.861109106516536","0.760065739158334","0.962152473874738"
"Never","1985","Schleswig-Holstein","(Married) couple without C. ","70","0.862504045680228","0.787967940539656","0.9370401508208"
"Never","1985","Schleswig-Holstein","Single parent ","20","","",""
"Never","1985","Schleswig-Holstein","Couple + C. LE 16 ","74","0.77332031192099","0.688227548328268","0.858413075513712"
"Never","1985","Schleswig-Holstein","Couple + C. GT 16 ","44","0.858483568422957","0.762823115888101","0.954144020957813"
"Never","1985","Schleswig-Holstein","Couple + C. LE and GT 16","21","","",""
"Never","1985","Hamburg","1-pers.-HH","50","0.900193532054584","0.822379494439546","0.978007569669623"
"Never","1985","Hamburg","(Married) couple without C. ","81","0.91037743488768","0.850697796619389","0.970057073155972"
"Never","1985","Hamburg","Single parent ","11","","",""
"Never","1985","Hamburg","Couple + C. LE 16 ","43","0.701272134407409","0.581395308126289","0.821148960688528"
"Never","1985","Hamburg","Couple + C. GT 16 ","27","","",""
"Never","1985","Hamburg","Couple + C. LE and GT 16","20","","",""
"Never","1985","Lower Saxony","1-pers.-HH","91","0.88805394557716","0.827162883609757","0.948945007544563"
"Never","1985","Lower Saxony","(Married) couple without C. ","212","0.838855646026188","0.793729404487565","0.883981887564811"
