"pli0096_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Never","2013","Schleswig-Holstein","Rural Area","475","0.715253566379819","0.680506371441738","0.750000761317899"
"Never","2013","Hamburg","Urban Area","302","0.774509975102849","0.733708793261312","0.815311156944387"
"Never","2013","Hamburg","Rural Area","","","",""
"Never","2013","Lower Saxony","Urban Area","755","0.702037525113853","0.674984996150999","0.729090054076707"
"Never","2013","Lower Saxony","Rural Area","888","0.668160374800656","0.643051636123175","0.693269113478137"
"Never","2013","Bremen","Urban Area","130","0.741260177573587","0.677981681030284","0.80453867411689"
"Never","2013","Bremen","Rural Area","","","",""
"Never","2013","North Rhine-Westphalia","Urban Area","3584","0.719588646523027","0.707102671002641","0.732074622043414"
"Never","2013","North Rhine-Westphalia","Rural Area","68","0.614866374092234","0.527799378483762","0.701933369700706"
"Never","2013","Hesse","Urban Area","904","0.683505348746059","0.659063239989298","0.707947457502821"
"Never","2013","Hesse","Rural Area","222","0.552578456065975","0.501498228951556","0.603658683180393"
"Never","2013","Rhineland-Palatinate,Saarland","Urban Area","719","0.679875214527625","0.65172406614942","0.70802636290583"
"Never","2013","Rhineland-Palatinate,Saarland","Rural Area","217","0.606141929120033","0.555809157733023","0.656474700507042"
"Never","2013","Baden-Württemberg","Urban Area","1696","0.673959437515036","0.65617222578039","0.691746649249681"
"Never","2013","Baden-Württemberg","Rural Area","194","0.493554277617344","0.440175692941043","0.546932862293646"
"Never","2013","Bavaria","Urban Area","1145","0.692145351661095","0.67047475303011","0.713815950292081"
"Never","2013","Bavaria","Rural Area","1371","0.6416916127077","0.62199218404078","0.66139104137462"
"Never","2013","Berlin","Urban Area","747","0.757758570390324","0.731043319466436","0.784473821314213"
"Never","2013","Berlin","Rural Area","","","",""
"Never","2013","Brandenburg","Urban Area","61","0.766977027803912","0.678143070006631","0.855810985601193"
"Never","2013","Brandenburg","Rural Area","685","0.735568503540659","0.707238840802791","0.763898166278527"
"Never","2013","Mecklenburg-Western Pomerania","Urban Area","41","0.848419623260732","0.75691375869342","0.939925487828045"
"Never","2013","Mecklenburg-Western Pomerania","Rural Area","379","0.733489513609036","0.695777021236427","0.771202005981645"
"Never","2013","Saxony","Urban Area","648","0.758223250480899","0.72972328339768","0.786723217564119"
"Never","2013","Saxony","Rural Area","632","0.742391053716595","0.712870048659949","0.771912058773241"
"Never","2013","Saxony-Anhalt","Urban Area","227","0.736467684511292","0.686280131421386","0.786655237601197"
"Never","2013","Saxony-Anhalt","Rural Area","505","0.769054584730414","0.737095589635444","0.801013579825384"
"Never","2013","Thuringia","Urban Area","223","0.756668332993833","0.708193431150713","0.805143234836953"
"Never","2013","Thuringia","Rural Area","485","0.715231733280961","0.681727407310435","0.748736059251486"
"Daily","2014","Schleswig-Holstein","Urban Area","","","",""
"Daily","2014","Schleswig-Holstein","Rural Area","","","",""
"Daily","2014","Hamburg","Urban Area","","","",""
"Daily","2014","Hamburg","Rural Area","","","",""
"Daily","2014","Lower Saxony","Urban Area","","","",""
"Daily","2014","Lower Saxony","Rural Area","","","",""
"Daily","2014","Bremen","Urban Area","","","",""
"Daily","2014","Bremen","Rural Area","","","",""
"Daily","2014","North Rhine-Westphalia","Urban Area","","","",""
"Daily","2014","North Rhine-Westphalia","Rural Area","","","",""
"Daily","2014","Hesse","Urban Area","","","",""
"Daily","2014","Hesse","Rural Area","","","",""
"Daily","2014","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Daily","2014","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Daily","2014","Baden-Württemberg","Urban Area","","","",""
"Daily","2014","Baden-Württemberg","Rural Area","","","",""
"Daily","2014","Bavaria","Urban Area","","","",""
"Daily","2014","Bavaria","Rural Area","","","",""
"Daily","2014","Berlin","Urban Area","","","",""
"Daily","2014","Berlin","Rural Area","","","",""
"Daily","2014","Brandenburg","Urban Area","","","",""
"Daily","2014","Brandenburg","Rural Area","","","",""
"Daily","2014","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Daily","2014","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Daily","2014","Saxony","Urban Area","","","",""
"Daily","2014","Saxony","Rural Area","","","",""
"Daily","2014","Saxony-Anhalt","Urban Area","","","",""
"Daily","2014","Saxony-Anhalt","Rural Area","","","",""
"Daily","2014","Thuringia","Urban Area","","","",""
"Daily","2014","Thuringia","Rural Area","","","",""
"Min 1x per week","2014","Schleswig-Holstein","Urban Area","","","",""
"Min 1x per week","2014","Schleswig-Holstein","Rural Area","","","",""
"Min 1x per week","2014","Hamburg","Urban Area","","","",""
"Min 1x per week","2014","Hamburg","Rural Area","","","",""
"Min 1x per week","2014","Lower Saxony","Urban Area","","","",""
"Min 1x per week","2014","Lower Saxony","Rural Area","","","",""
"Min 1x per week","2014","Bremen","Urban Area","","","",""
"Min 1x per week","2014","Bremen","Rural Area","","","",""
"Min 1x per week","2014","North Rhine-Westphalia","Urban Area","","","",""
"Min 1x per week","2014","North Rhine-Westphalia","Rural Area","","","",""
"Min 1x per week","2014","Hesse","Urban Area","","","",""
"Min 1x per week","2014","Hesse","Rural Area","","","",""
"Min 1x per week","2014","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Min 1x per week","2014","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Min 1x per week","2014","Baden-Württemberg","Urban Area","","","",""
"Min 1x per week","2014","Baden-Württemberg","Rural Area","","","",""
"Min 1x per week","2014","Bavaria","Urban Area","","","",""
"Min 1x per week","2014","Bavaria","Rural Area","","","",""
"Min 1x per week","2014","Berlin","Urban Area","","","",""
"Min 1x per week","2014","Berlin","Rural Area","","","",""
"Min 1x per week","2014","Brandenburg","Urban Area","","","",""
"Min 1x per week","2014","Brandenburg","Rural Area","","","",""
"Min 1x per week","2014","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Min 1x per week","2014","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Min 1x per week","2014","Saxony","Urban Area","","","",""
"Min 1x per week","2014","Saxony","Rural Area","","","",""
"Min 1x per week","2014","Saxony-Anhalt","Urban Area","","","",""
"Min 1x per week","2014","Saxony-Anhalt","Rural Area","","","",""
"Min 1x per week","2014","Thuringia","Urban Area","","","",""
"Min 1x per week","2014","Thuringia","Rural Area","","","",""
"Min 1x per month","2014","Schleswig-Holstein","Urban Area","","","",""
"Min 1x per month","2014","Schleswig-Holstein","Rural Area","","","",""
"Min 1x per month","2014","Hamburg","Urban Area","","","",""
"Min 1x per month","2014","Hamburg","Rural Area","","","",""
"Min 1x per month","2014","Lower Saxony","Urban Area","","","",""
"Min 1x per month","2014","Lower Saxony","Rural Area","","","",""
"Min 1x per month","2014","Bremen","Urban Area","","","",""
"Min 1x per month","2014","Bremen","Rural Area","","","",""
"Min 1x per month","2014","North Rhine-Westphalia","Urban Area","","","",""
"Min 1x per month","2014","North Rhine-Westphalia","Rural Area","","","",""
"Min 1x per month","2014","Hesse","Urban Area","","","",""
"Min 1x per month","2014","Hesse","Rural Area","","","",""
"Min 1x per month","2014","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Min 1x per month","2014","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Min 1x per month","2014","Baden-Württemberg","Urban Area","","","",""
"Min 1x per month","2014","Baden-Württemberg","Rural Area","","","",""
"Min 1x per month","2014","Bavaria","Urban Area","","","",""
"Min 1x per month","2014","Bavaria","Rural Area","","","",""
"Min 1x per month","2014","Berlin","Urban Area","","","",""
"Min 1x per month","2014","Berlin","Rural Area","","","",""
"Min 1x per month","2014","Brandenburg","Urban Area","","","",""
"Min 1x per month","2014","Brandenburg","Rural Area","","","",""
"Min 1x per month","2014","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Min 1x per month","2014","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Min 1x per month","2014","Saxony","Urban Area","","","",""
"Min 1x per month","2014","Saxony","Rural Area","","","",""
"Min 1x per month","2014","Saxony-Anhalt","Urban Area","","","",""
"Min 1x per month","2014","Saxony-Anhalt","Rural Area","","","",""
"Min 1x per month","2014","Thuringia","Urban Area","","","",""
"Min 1x per month","2014","Thuringia","Rural Area","","","",""
"Rarely","2014","Schleswig-Holstein","Urban Area","","","",""
"Rarely","2014","Schleswig-Holstein","Rural Area","","","",""
"Rarely","2014","Hamburg","Urban Area","","","",""
"Rarely","2014","Hamburg","Rural Area","","","",""
"Rarely","2014","Lower Saxony","Urban Area","","","",""
"Rarely","2014","Lower Saxony","Rural Area","","","",""
"Rarely","2014","Bremen","Urban Area","","","",""
"Rarely","2014","Bremen","Rural Area","","","",""
"Rarely","2014","North Rhine-Westphalia","Urban Area","","","",""
"Rarely","2014","North Rhine-Westphalia","Rural Area","","","",""
"Rarely","2014","Hesse","Urban Area","","","",""
"Rarely","2014","Hesse","Rural Area","","","",""
"Rarely","2014","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Rarely","2014","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Rarely","2014","Baden-Württemberg","Urban Area","","","",""
"Rarely","2014","Baden-Württemberg","Rural Area","","","",""
"Rarely","2014","Bavaria","Urban Area","","","",""
"Rarely","2014","Bavaria","Rural Area","","","",""
"Rarely","2014","Berlin","Urban Area","","","",""
"Rarely","2014","Berlin","Rural Area","","","",""
"Rarely","2014","Brandenburg","Urban Area","","","",""
"Rarely","2014","Brandenburg","Rural Area","","","",""
"Rarely","2014","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Rarely","2014","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Rarely","2014","Saxony","Urban Area","","","",""
"Rarely","2014","Saxony","Rural Area","","","",""
"Rarely","2014","Saxony-Anhalt","Urban Area","","","",""
"Rarely","2014","Saxony-Anhalt","Rural Area","","","",""
"Rarely","2014","Thuringia","Urban Area","","","",""
"Rarely","2014","Thuringia","Rural Area","","","",""
"Never","2014","Schleswig-Holstein","Urban Area","","","",""
"Never","2014","Schleswig-Holstein","Rural Area","","","",""
"Never","2014","Hamburg","Urban Area","","","",""
"Never","2014","Hamburg","Rural Area","","","",""
"Never","2014","Lower Saxony","Urban Area","","","",""
"Never","2014","Lower Saxony","Rural Area","","","",""
"Never","2014","Bremen","Urban Area","","","",""
"Never","2014","Bremen","Rural Area","","","",""
"Never","2014","North Rhine-Westphalia","Urban Area","","","",""
"Never","2014","North Rhine-Westphalia","Rural Area","","","",""
"Never","2014","Hesse","Urban Area","","","",""
"Never","2014","Hesse","Rural Area","","","",""
"Never","2014","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Never","2014","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Never","2014","Baden-Württemberg","Urban Area","","","",""
"Never","2014","Baden-Württemberg","Rural Area","","","",""
"Never","2014","Bavaria","Urban Area","","","",""
"Never","2014","Bavaria","Rural Area","","","",""
"Never","2014","Berlin","Urban Area","","","",""
"Never","2014","Berlin","Rural Area","","","",""
"Never","2014","Brandenburg","Urban Area","","","",""
"Never","2014","Brandenburg","Rural Area","","","",""
"Never","2014","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Never","2014","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Never","2014","Saxony","Urban Area","","","",""
"Never","2014","Saxony","Rural Area","","","",""
"Never","2014","Saxony-Anhalt","Urban Area","","","",""
"Never","2014","Saxony-Anhalt","Rural Area","","","",""
"Never","2014","Thuringia","Urban Area","","","",""
"Never","2014","Thuringia","Rural Area","","","",""
"Daily","2015","Schleswig-Holstein","Urban Area","","","",""
"Daily","2015","Schleswig-Holstein","Rural Area","","","",""
"Daily","2015","Hamburg","Urban Area","","","",""
"Daily","2015","Hamburg","Rural Area","","","",""
"Daily","2015","Lower Saxony","Urban Area","","","",""
"Daily","2015","Lower Saxony","Rural Area","","","",""
"Daily","2015","Bremen","Urban Area","","","",""
"Daily","2015","Bremen","Rural Area","","","",""
"Daily","2015","North Rhine-Westphalia","Urban Area","","","",""
"Daily","2015","North Rhine-Westphalia","Rural Area","","","",""
"Daily","2015","Hesse","Urban Area","","","",""
"Daily","2015","Hesse","Rural Area","","","",""
"Daily","2015","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Daily","2015","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Daily","2015","Baden-Württemberg","Urban Area","","","",""
"Daily","2015","Baden-Württemberg","Rural Area","","","",""
"Daily","2015","Bavaria","Urban Area","","","",""
"Daily","2015","Bavaria","Rural Area","","","",""
"Daily","2015","Berlin","Urban Area","","","",""
"Daily","2015","Berlin","Rural Area","","","",""
"Daily","2015","Brandenburg","Urban Area","","","",""
"Daily","2015","Brandenburg","Rural Area","","","",""
"Daily","2015","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Daily","2015","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Daily","2015","Saxony","Urban Area","","","",""
"Daily","2015","Saxony","Rural Area","","","",""
"Daily","2015","Saxony-Anhalt","Urban Area","","","",""
"Daily","2015","Saxony-Anhalt","Rural Area","","","",""
"Daily","2015","Thuringia","Urban Area","","","",""
"Daily","2015","Thuringia","Rural Area","","","",""
"Min 1x per week","2015","Schleswig-Holstein","Urban Area","25","","",""
"Min 1x per week","2015","Schleswig-Holstein","Rural Area","59","0.0935440819984436","0.071260876040624","0.115827287956263"
"Min 1x per week","2015","Hamburg","Urban Area","37","0.0763518455992863","0.0521887732737607","0.100514917924812"
"Min 1x per week","2015","Hamburg","Rural Area","","","",""
"Min 1x per week","2015","Lower Saxony","Urban Area","130","0.103735567338522","0.0860353911363942","0.12143574354065"
"Min 1x per week","2015","Lower Saxony","Rural Area","171","0.129008596343961","0.111872745115891","0.14614444757203"
"Min 1x per week","2015","Bremen","Urban Area","18","","",""
"Min 1x per week","2015","Bremen","Rural Area","","","",""
"Min 1x per week","2015","North Rhine-Westphalia","Urban Area","544","0.103905917103145","0.0958284440070581","0.111983390199232"
"Min 1x per week","2015","North Rhine-Westphalia","Rural Area","13","","",""
"Min 1x per week","2015","Hesse","Urban Area","177","0.113727426487378","0.0978245107993921","0.129630342175364"
"Min 1x per week","2015","Hesse","Rural Area","47","0.113845300998943","0.0809435580591581","0.146747043938727"
"Min 1x per week","2015","Rhineland-Palatinate,Saarland","Urban Area","126","0.114336612722192","0.0961259357102164","0.132547289734167"
"Min 1x per week","2015","Rhineland-Palatinate,Saarland","Rural Area","64","0.175696724123568","0.139975182664095","0.211418265583041"
"Min 1x per week","2015","Baden-Württemberg","Urban Area","359","0.11594237316403","0.104271981658686","0.127612764669374"
"Min 1x per week","2015","Baden-Württemberg","Rural Area","66","0.220270228231273","0.175957507929457","0.26458294853309"
"Min 1x per week","2015","Bavaria","Urban Area","224","0.115671469209627","0.101741327914993","0.129601610504261"
"Min 1x per week","2015","Bavaria","Rural Area","310","0.12021786661462","0.107121897624084","0.133313835605157"
"Min 1x per week","2015","Berlin","Urban Area","79","0.0788242612864418","0.0620810888127155","0.095567433760168"
"Min 1x per week","2015","Berlin","Rural Area","","","",""
"Min 1x per week","2015","Brandenburg","Urban Area","6","","",""
"Min 1x per week","2015","Brandenburg","Rural Area","51","0.0473533615335672","0.0337394284253532","0.0609672946417813"
"Min 1x per week","2015","Mecklenburg-Western Pomerania","Urban Area","6","","",""
"Min 1x per week","2015","Mecklenburg-Western Pomerania","Rural Area","44","0.07416472457898","0.0510573729768594","0.0972720761811005"
"Min 1x per week","2015","Saxony","Urban Area","79","0.067926065866384","0.0508389406217209","0.0850131911110471"
"Min 1x per week","2015","Saxony","Rural Area","53","0.0688938043522071","0.0502901703805565","0.0874974383238576"
"Min 1x per week","2015","Saxony-Anhalt","Urban Area","30","0.0895129295215491","0.0569354965555036","0.122090362487595"
"Min 1x per week","2015","Saxony-Anhalt","Rural Area","43","0.0753961193299868","0.0543398234694858","0.0964524151904879"
"Min 1x per week","2015","Thuringia","Urban Area","28","","",""
"Min 1x per week","2015","Thuringia","Rural Area","49","0.0668629907942755","0.0479633984170777","0.0857625831714733"
"Min 1x per month","2015","Schleswig-Holstein","Urban Area","15","","",""
"Min 1x per month","2015","Schleswig-Holstein","Rural Area","49","0.0763975141364179","0.056070278029703","0.0967247502431328"
"Min 1x per month","2015","Hamburg","Urban Area","37","0.0896682986189785","0.063672186647809","0.115664410590148"
"Min 1x per month","2015","Hamburg","Rural Area","","","",""
"Min 1x per month","2015","Lower Saxony","Urban Area","114","0.0997035724769507","0.0823118022660659","0.117095342687836"
"Min 1x per month","2015","Lower Saxony","Rural Area","132","0.0999718403020464","0.0846378100451788","0.115305870558914"
"Min 1x per month","2015","Bremen","Urban Area","12","","",""
"Min 1x per month","2015","Bremen","Rural Area","","","",""
"Min 1x per month","2015","North Rhine-Westphalia","Urban Area","385","0.0714276060146709","0.0646101945484511","0.0782450174808906"
"Min 1x per month","2015","North Rhine-Westphalia","Rural Area","13","","",""
"Min 1x per month","2015","Hesse","Urban Area","149","0.0973888626798719","0.0825375279471759","0.112240197412568"
"Min 1x per month","2015","Hesse","Rural Area","44","0.164468315346371","0.126068497742713","0.20286813295003"
"Min 1x per month","2015","Rhineland-Palatinate,Saarland","Urban Area","94","0.0829641640963951","0.0671794213054506","0.0987489068873396"
"Min 1x per month","2015","Rhineland-Palatinate,Saarland","Rural Area","41","0.103171903575264","0.0746196645274015","0.131724142623128"
"Min 1x per month","2015","Baden-Württemberg","Urban Area","260","0.0791348765791166","0.0692946290683842","0.0889751240898489"
"Min 1x per month","2015","Baden-Württemberg","Rural Area","44","0.122857508937221","0.087756921895148","0.157958095979293"
"Min 1x per month","2015","Bavaria","Urban Area","177","0.0752630688242611","0.0637726558008407","0.0867534818476816"
"Min 1x per month","2015","Bavaria","Rural Area","296","0.108354203921374","0.095837654264687","0.120870753578061"
"Min 1x per month","2015","Berlin","Urban Area","85","0.0757166083982482","0.0592791486856244","0.092154068110872"
"Min 1x per month","2015","Berlin","Rural Area","","","",""
"Min 1x per month","2015","Brandenburg","Urban Area","6","","",""
"Min 1x per month","2015","Brandenburg","Rural Area","105","0.106044116066142","0.0863088213008178","0.125779410831467"
"Min 1x per month","2015","Mecklenburg-Western Pomerania","Urban Area","3","","",""
"Min 1x per month","2015","Mecklenburg-Western Pomerania","Rural Area","39","0.0647810742024293","0.0430757972011531","0.0864863512037055"
"Min 1x per month","2015","Saxony","Urban Area","80","0.082392374070185","0.0637200831219507","0.101064665018419"
"Min 1x per month","2015","Saxony","Rural Area","72","0.0939807875024734","0.0725471274809779","0.115414447523969"
"Min 1x per month","2015","Saxony-Anhalt","Urban Area","20","","",""
"Min 1x per month","2015","Saxony-Anhalt","Rural Area","58","0.0768814653320671","0.0556358563928138","0.0981270742713204"
"Min 1x per month","2015","Thuringia","Urban Area","27","","",""
"Min 1x per month","2015","Thuringia","Rural Area","78","0.103601640393289","0.080543691436235","0.126659589350344"
"Rarely","2015","Schleswig-Holstein","Urban Area","34","0.162142478683277","0.115511346465794","0.208773610900759"
"Rarely","2015","Schleswig-Holstein","Rural Area","88","0.136408874109382","0.11014422706214","0.162673521156624"
"Rarely","2015","Hamburg","Urban Area","47","0.0759512145994115","0.0518463934934849","0.100056035705338"
"Rarely","2015","Hamburg","Rural Area","","","",""
"Rarely","2015","Lower Saxony","Urban Area","115","0.115791948440577","0.0972176645550763","0.134366232326077"
"Rarely","2015","Lower Saxony","Rural Area","201","0.120659103186115","0.104007804690063","0.137310401682166"
"Rarely","2015","Bremen","Urban Area","24","","",""
"Rarely","2015","Bremen","Rural Area","","","",""
"Rarely","2015","North Rhine-Westphalia","Urban Area","587","0.113178705614759","0.104792239564473","0.121565171665045"
"Rarely","2015","North Rhine-Westphalia","Rural Area","27","","",""
"Rarely","2015","Hesse","Urban Area","181","0.116452897719833","0.100385316683664","0.132520478756002"
"Rarely","2015","Hesse","Rural Area","58","0.155610481906381","0.118061564659494","0.193159399153268"
"Rarely","2015","Rhineland-Palatinate,Saarland","Urban Area","139","0.129790809294163","0.110558435639276","0.14902318294905"
"Rarely","2015","Rhineland-Palatinate,Saarland","Rural Area","54","0.119742587678948","0.0892682685381226","0.150216906819774"
"Rarely","2015","Baden-Württemberg","Urban Area","456","0.159360059136197","0.146018124871007","0.172701993401387"
"Rarely","2015","Baden-Württemberg","Rural Area","49","0.168418773178944","0.128403476580359","0.20843406977753"
"Rarely","2015","Bavaria","Urban Area","282","0.14167576415375","0.126487468345524","0.156864059961976"
"Rarely","2015","Bavaria","Rural Area","343","0.15929649434378","0.144560138534384","0.174032850153176"
"Rarely","2015","Berlin","Urban Area","116","0.0998153473703916","0.0811901444069137","0.11844055033387"
"Rarely","2015","Berlin","Rural Area","","","",""
"Rarely","2015","Brandenburg","Urban Area","9","","",""
"Rarely","2015","Brandenburg","Rural Area","100","0.127815818945519","0.106414591043082","0.149217046847956"
"Rarely","2015","Mecklenburg-Western Pomerania","Urban Area","4","","",""
"Rarely","2015","Mecklenburg-Western Pomerania","Rural Area","65","0.103487245864674","0.0766272298482881","0.130347261881061"
"Rarely","2015","Saxony","Urban Area","94","0.143549726057443","0.11973871423549","0.167360737879397"
"Rarely","2015","Saxony","Rural Area","84","0.112726194616471","0.0894961872495168","0.135956201983426"
"Rarely","2015","Saxony-Anhalt","Urban Area","27","","",""
"Rarely","2015","Saxony-Anhalt","Rural Area","72","0.133955695342672","0.106792536814466","0.161118853870879"
"Rarely","2015","Thuringia","Urban Area","20","","",""
"Rarely","2015","Thuringia","Rural Area","97","0.127653950117205","0.102404707268007","0.152903192966402"
"Never","2015","Schleswig-Holstein","Urban Area","166","0.652260330915046","0.59200713719308","0.712513524637012"
"Never","2015","Schleswig-Holstein","Rural Area","460","0.693649529755757","0.658373841568788","0.728925217942726"
"Never","2015","Hamburg","Urban Area","343","0.758028641182324","0.719060123143509","0.796997159221139"
"Never","2015","Hamburg","Rural Area","","","",""
"Never","2015","Lower Saxony","Urban Area","781","0.68076891174395","0.653707645633234","0.707830177854667"
"Never","2015","Lower Saxony","Rural Area","966","0.650360460167878","0.625983656558153","0.674737263777603"
"Never","2015","Bremen","Urban Area","133","0.725549968540313","0.661592304409821","0.789507632670806"
"Never","2015","Bremen","Rural Area","","","",""
"Never","2015","North Rhine-Westphalia","Urban Area","3966","0.711487771267425","0.699494313553161","0.723481228981689"
"Never","2015","North Rhine-Westphalia","Rural Area","55","0.596409564658242","0.503880335154517","0.688938794161967"
"Never","2015","Hesse","Urban Area","1024","0.672430813112917","0.648921723033351","0.695939903192483"
"Never","2015","Hesse","Rural Area","209","0.566075901748305","0.514736500892444","0.617415302604167"
"Never","2015","Rhineland-Palatinate,Saarland","Urban Area","814","0.672908413887251","0.646060425538906","0.699756402235595"
"Never","2015","Rhineland-Palatinate,Saarland","Rural Area","277","0.601388784622219","0.555431192581119","0.647346376663319"
"Never","2015","Baden-Württemberg","Urban Area","1816","0.645562691120656","0.628126044256765","0.662999337984547"
"Never","2015","Baden-Württemberg","Rural Area","177","0.488453489652562","0.43500534626583","0.541901633039293"
"Never","2015","Bavaria","Urban Area","1342","0.667389697812362","0.646868950394532","0.687910445230193"
"Never","2015","Bavaria","Rural Area","1420","0.612131435120226","0.592510025981909","0.631752844258543"
"Never","2015","Berlin","Urban Area","715","0.745643782944919","0.718584054756844","0.772703511132993"
"Never","2015","Berlin","Rural Area","","","",""
"Never","2015","Brandenburg","Urban Area","55","0.752282885637424","0.655229678358572","0.849336092916277"
"Never","2015","Brandenburg","Rural Area","679","0.718786703454771","0.689968942889834","0.747604464019709"
"Never","2015","Mecklenburg-Western Pomerania","Urban Area","53","0.796523807424068","0.699398522678976","0.893649092169161"
"Never","2015","Mecklenburg-Western Pomerania","Rural Area","346","0.757566955353916","0.719775724610845","0.795358186096988"
"Never","2015","Saxony","Urban Area","580","0.706131834005988","0.675197216033717","0.737066451978259"
"Never","2015","Saxony","Rural Area","503","0.724399213528848","0.69157930959172","0.757219117465976"
"Never","2015","Saxony-Anhalt","Urban Area","218","0.751235338606958","0.701904394099008","0.800566283114909"
"Never","2015","Saxony-Anhalt","Rural Area","431","0.713766719995274","0.677719827385075","0.749813612605473"
"Never","2015","Thuringia","Urban Area","234","0.795757181876563","0.750806888367962","0.840707475385164"
"Never","2015","Thuringia","Rural Area","447","0.70188141869523","0.667270492084392","0.736492345306069"
"Daily","2016","Schleswig-Holstein","Urban Area","","","",""
"Daily","2016","Schleswig-Holstein","Rural Area","","","",""
"Daily","2016","Hamburg","Urban Area","","","",""
"Daily","2016","Hamburg","Rural Area","","","",""
"Daily","2016","Lower Saxony","Urban Area","","","",""
"Daily","2016","Lower Saxony","Rural Area","","","",""
"Daily","2016","Bremen","Urban Area","","","",""
"Daily","2016","Bremen","Rural Area","","","",""
"Daily","2016","North Rhine-Westphalia","Urban Area","","","",""
"Daily","2016","North Rhine-Westphalia","Rural Area","","","",""
"Daily","2016","Hesse","Urban Area","","","",""
"Daily","2016","Hesse","Rural Area","","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Daily","2016","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Daily","2016","Baden-Württemberg","Urban Area","","","",""
"Daily","2016","Baden-Württemberg","Rural Area","","","",""
"Daily","2016","Bavaria","Urban Area","","","",""
"Daily","2016","Bavaria","Rural Area","","","",""
"Daily","2016","Berlin","Urban Area","","","",""
"Daily","2016","Berlin","Rural Area","","","",""
"Daily","2016","Brandenburg","Urban Area","","","",""
"Daily","2016","Brandenburg","Rural Area","","","",""
"Daily","2016","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Daily","2016","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Daily","2016","Saxony","Urban Area","","","",""
"Daily","2016","Saxony","Rural Area","","","",""
"Daily","2016","Saxony-Anhalt","Urban Area","","","",""
"Daily","2016","Saxony-Anhalt","Rural Area","","","",""
"Daily","2016","Thuringia","Urban Area","","","",""
"Daily","2016","Thuringia","Rural Area","","","",""
"Min 1x per week","2016","Schleswig-Holstein","Urban Area","","","",""
"Min 1x per week","2016","Schleswig-Holstein","Rural Area","","","",""
"Min 1x per week","2016","Hamburg","Urban Area","","","",""
"Min 1x per week","2016","Hamburg","Rural Area","","","",""
"Min 1x per week","2016","Lower Saxony","Urban Area","","","",""
"Min 1x per week","2016","Lower Saxony","Rural Area","","","",""
"Min 1x per week","2016","Bremen","Urban Area","","","",""
"Min 1x per week","2016","Bremen","Rural Area","","","",""
"Min 1x per week","2016","North Rhine-Westphalia","Urban Area","","","",""
"Min 1x per week","2016","North Rhine-Westphalia","Rural Area","","","",""
"Min 1x per week","2016","Hesse","Urban Area","","","",""
"Min 1x per week","2016","Hesse","Rural Area","","","",""
"Min 1x per week","2016","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Min 1x per week","2016","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Min 1x per week","2016","Baden-Württemberg","Urban Area","","","",""
"Min 1x per week","2016","Baden-Württemberg","Rural Area","","","",""
"Min 1x per week","2016","Bavaria","Urban Area","","","",""
"Min 1x per week","2016","Bavaria","Rural Area","","","",""
"Min 1x per week","2016","Berlin","Urban Area","","","",""
"Min 1x per week","2016","Berlin","Rural Area","","","",""
"Min 1x per week","2016","Brandenburg","Urban Area","","","",""
"Min 1x per week","2016","Brandenburg","Rural Area","","","",""
"Min 1x per week","2016","Mecklenburg-Western Pomerania","Urban Area","","","",""
"Min 1x per week","2016","Mecklenburg-Western Pomerania","Rural Area","","","",""
"Min 1x per week","2016","Saxony","Urban Area","","","",""
"Min 1x per week","2016","Saxony","Rural Area","","","",""
"Min 1x per week","2016","Saxony-Anhalt","Urban Area","","","",""
"Min 1x per week","2016","Saxony-Anhalt","Rural Area","","","",""
"Min 1x per week","2016","Thuringia","Urban Area","","","",""
"Min 1x per week","2016","Thuringia","Rural Area","","","",""
